"pli0080","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1997","1-pers.-HH","in school","","","","","4"
"Rarely","1997","1-pers.-HH","inadequately","","","","","4"
"Rarely","1997","1-pers.-HH","general elemantary","","","","","4"
"Rarely","1997","1-pers.-HH","middle vocational","","","","","4"
"Rarely","1997","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","1997","1-pers.-HH","higher vocational","","","","","4"
"Rarely","1997","1-pers.-HH","higher education","","","","","4"
"Rarely","1997","(Married) couple without C. ","in school","","","","","4"
"Rarely","1997","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","1997","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","1997","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","1997","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","1997","(Married) couple without C. ","higher vocational","","","","","4"
"Rarely","1997","(Married) couple without C. ","higher education","","","","","4"
"Rarely","1997","Single parent ","in school","","","","","4"
"Rarely","1997","Single parent ","inadequately","","","","","4"
"Rarely","1997","Single parent ","general elemantary","","","","","4"
"Rarely","1997","Single parent ","middle vocational","","","","","4"
"Rarely","1997","Single parent ","vocational + Abi","","","","","4"
"Rarely","1997","Single parent ","higher vocational","","","","","4"
"Rarely","1997","Single parent ","higher education","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","1997","Couple + C. LE 16 ","general elemantary","","","","","4"
"Rarely","1997","Couple + C. GT 16 ","in school","","","","","4"
"Daily","1998","1-pers.-HH","in school","1","","","","1"
"Daily","1998","1-pers.-HH","inadequately","10","","","","1"
"Daily","1998","1-pers.-HH","general elemantary","36","0.0832670466358225","0.0561576628906368","0.110376430381008","1"
"Daily","1998","1-pers.-HH","middle vocational","76","0.0739565021736391","0.0562589858046979","0.0916540185425803","1"
"Daily","1998","1-pers.-HH","vocational + Abi","5","","","","1"
"Daily","1998","1-pers.-HH","higher vocational","8","","","","1"
"Daily","1998","1-pers.-HH","higher education","14","","","","1"
"Daily","1998","(Married) couple without C. ","in school","","","","","1"
"Daily","1998","(Married) couple without C. ","inadequately","8","","","","1"
"Daily","1998","(Married) couple without C. ","general elemantary","31","0.0341001642575429","0.0203784700697578","0.047821858445328","1"
"Daily","1998","(Married) couple without C. ","middle vocational","65","0.0237119097269511","0.0173235150660681","0.0301003043878341","1"
"Daily","1998","(Married) couple without C. ","vocational + Abi","4","","","","1"
"Daily","1998","(Married) couple without C. ","higher vocational","5","","","","1"
"Daily","1998","(Married) couple without C. ","higher education","10","","","","1"
"Daily","1998","Single parent ","in school","9","","","","1"
"Daily","1998","Single parent ","inadequately","3","","","","1"
"Daily","1998","Single parent ","general elemantary","26","","","","1"
"Daily","1998","Single parent ","middle vocational","38","0.11517144605793","0.0815348518387945","0.148808040277066","1"
"Daily","1998","Single parent ","vocational + Abi","3","","","","1"
"Daily","1998","Single parent ","higher vocational","","","","","1"
"Daily","1998","Single parent ","higher education","4","","","","1"
"Daily","1998","Couple + C. LE 16 ","in school","1","","","","1"
"Daily","1998","Couple + C. LE 16 ","inadequately","8","","","","1"
"Daily","1998","Couple + C. LE 16 ","general elemantary","41","0.0965704865443464","0.0667941312478747","0.126346841840818","1"
"Daily","1998","Couple + C. LE 16 ","middle vocational","64","0.036988179685481","0.027848343106448","0.0461280162645139","1"
"Daily","1998","Couple + C. LE 16 ","vocational + Abi","9","","","","1"
"Daily","1998","Couple + C. LE 16 ","higher vocational","6","","","","1"
"Daily","1998","Couple + C. LE 16 ","higher education","9","","","","1"
"Daily","1998","Couple + C. GT 16 ","in school","37","0.286363710952544","0.208654254931168","0.36407316697392","1"
"Daily","1998","Couple + C. GT 16 ","inadequately","20","","","","1"
"Daily","1998","Couple + C. GT 16 ","general elemantary","80","0.137028945903838","0.107641659077272","0.166416232730404","1"
"Daily","1998","Couple + C. GT 16 ","middle vocational","88","0.0669927840462671","0.0528000365008328","0.0811855315917015","1"
"Daily","1998","Couple + C. GT 16 ","vocational + Abi","3","","","","1"
"Daily","1998","Couple + C. GT 16 ","higher vocational","1","","","","1"
"Daily","1998","Couple + C. GT 16 ","higher education","4","","","","1"
"Daily","1998","Couple + C. LE and GT 16","in school","44","0.280892876993963","0.208239370080736","0.35354638390719","1"
"Daily","1998","Couple + C. LE and GT 16","inadequately","12","","","","1"
"Daily","1998","Couple + C. LE and GT 16","general elemantary","61","0.193914702482535","0.146402721130676","0.241426683834394","1"
"Daily","1998","Couple + C. LE and GT 16","middle vocational","31","0.0629596338622219","0.0412307349648213","0.0846885327596225","1"
"Daily","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1998","Couple + C. LE and GT 16","higher vocational","1","","","","1"
"Daily","1998","Couple + C. LE and GT 16","higher education","4","","","","1"
"Min 1x per month","1998","Couple + C. LE and GT 16","middle vocational","148","0.300067446023233","0.259069225245795","0.34106566680067","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","vocational + Abi","16","","","","3"
"Min 1x per month","1998","(Married) couple without C. ","vocational + Abi","45","0.357177308055402","0.276645737987375","0.437708878123428","3"
"Min 1x per month","1998","(Married) couple without C. ","higher vocational","91","0.363581504601944","0.305445858386707","0.42171715081718","3"
"Min 1x per month","1998","(Married) couple without C. ","higher education","247","0.394008575902789","0.355943008089734","0.432074143715845","3"
"Min 1x per month","1998","Couple + C. GT 16 ","higher vocational","33","0.314702214715141","0.22869623577413","0.400708193656151","3"
"Min 1x per month","1998","Couple + C. GT 16 ","higher education","118","0.378768465702578","0.323693578956897","0.43384335244826","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","in school","14","","","","3"
"Min 1x per month","1998","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1998","1-pers.-HH","inadequately","3","","","","3"
"Min 1x per month","1998","1-pers.-HH","general elemantary","93","0.249903867430939","0.207421706978479","0.2923860278834","3"
"Min 1x per month","1998","Couple + C. LE 16 ","middle vocational","546","0.342311133383959","0.319333150605471","0.365289116162447","3"
"Min 1x per month","1998","Couple + C. LE 16 ","vocational + Abi","48","0.296811441937813","0.226022679993777","0.367600203881849","3"
"Min 1x per month","1998","Couple + C. LE 16 ","higher vocational","94","0.339229712184804","0.281791616545502","0.396667807824105","3"
"Min 1x per month","1998","Couple + C. GT 16 ","inadequately","25","","","","3"
"Min 1x per month","1998","Couple + C. GT 16 ","general elemantary","114","0.222393328194472","0.186855074349158","0.257931582039785","3"
"Min 1x per month","1998","Couple + C. GT 16 ","middle vocational","359","0.277416905466127","0.252000137563322","0.302833673368931","3"
"Min 1x per month","1998","Couple + C. GT 16 ","vocational + Abi","21","","","","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","inadequately","19","","","","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","general elemantary","49","0.171809180456247","0.126478142654483","0.217140218258011","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","higher vocational","23","","","","3"
"Min 1x per month","1998","Couple + C. LE and GT 16","higher education","64","0.474958674316345","0.394776170688997","0.555141177943693","3"
"Min 1x per month","1998","(Married) couple without C. ","inadequately","17","","","","3"
"Min 1x per month","1998","(Married) couple without C. ","general elemantary","184","0.28485696334796","0.250731910567019","0.318982016128901","3"
"Min 1x per month","1998","(Married) couple without C. ","middle vocational","740","0.339696649374715","0.319811133684014","0.359582165065416","3"
"Min 1x per month","1998","Single parent ","general elemantary","31","0.212649568017094","0.150025330022972","0.275273806011217","3"
"Min 1x per month","1998","Single parent ","middle vocational","86","0.21326755026331","0.170107100312893","0.256428000213727","3"
"Min 1x per month","1998","1-pers.-HH","middle vocational","165","0.192502282527506","0.165840017481457","0.219164547573555","3"
"Min 1x per month","1998","1-pers.-HH","vocational + Abi","14","","","","3"
"Min 1x per month","1998","1-pers.-HH","higher vocational","17","","","","3"
"Min 1x per month","1998","Single parent ","in school","2","","","","3"
"Min 1x per month","1998","Single parent ","inadequately","2","","","","3"
"Min 1x per month","1998","Single parent ","higher education","20","","","","3"
"Min 1x per month","1998","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1998","Couple + C. LE 16 ","inadequately","13","","","","3"
"Min 1x per month","1998","Couple + C. GT 16 ","in school","12","","","","3"
"Min 1x per month","1998","Couple + C. LE 16 ","general elemantary","83","0.22852578228174","0.18619751395461","0.270854050608869","3"
"Min 1x per month","1998","(Married) couple without C. ","in school","2","","","","3"
"Min 1x per month","1998","Couple + C. LE 16 ","higher education","205","0.390944833687658","0.347871281732596","0.43401838564272","3"
"Min 1x per month","1998","1-pers.-HH","higher education","53","0.245629192983582","0.190475754944421","0.300782631022743","3"
"Min 1x per month","1998","Single parent ","vocational + Abi","4","","","","3"
"Min 1x per month","1998","Single parent ","higher vocational","4","","","","3"
"Min 1x per week","1998","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","middle vocational","191","0.443529759965345","0.399086098925004","0.487973421005685","2"
"Min 1x per week","1998","Couple + C. GT 16 ","vocational + Abi","36","0.659911817539505","0.547313381567643","0.772510253511366","2"
"Min 1x per week","1998","Couple + C. GT 16 ","higher vocational","37","0.316667365097957","0.230517060931893","0.402817669264021","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","higher vocational","19","","","","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","higher education","36","0.25409079179403","0.184188340693944","0.323993242894116","2"
"Min 1x per week","1998","(Married) couple without C. ","vocational + Abi","61","0.419043617308513","0.3361196607231","0.501967573893927","2"
"Min 1x per week","1998","(Married) couple without C. ","higher vocational","92","0.30352118177717","0.247953961049961","0.359088402504378","2"
"Min 1x per week","1998","Single parent ","higher vocational","6","","","","2"
"Min 1x per week","1998","Couple + C. LE 16 ","middle vocational","708","0.408150005077891","0.384348365771819","0.431951644383964","2"
"Min 1x per week","1998","Couple + C. LE 16 ","vocational + Abi","84","0.503552333425133","0.426079909721391","0.581024757128876","2"
"Min 1x per week","1998","Couple + C. GT 16 ","inadequately","65","0.484018498063352","0.397103589711838","0.570933406414867","2"
"Min 1x per week","1998","Couple + C. GT 16 ","general elemantary","236","0.446537291497849","0.404053010967812","0.489021572027886","2"
"Min 1x per week","1998","Couple + C. GT 16 ","middle vocational","461","0.409668012262806","0.381750664990513","0.437585359535099","2"
"Min 1x per week","1998","Couple + C. GT 16 ","higher education","94","0.384932585716375","0.329687499327413","0.440177672105336","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","in school","82","0.607513121257868","0.528576265024306","0.686449977491429","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","inadequately","33","0.376429754250002","0.263735031132258","0.489124477367746","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","general elemantary","126","0.507555058014732","0.447475366610221","0.567634749419242","2"
"Min 1x per week","1998","Couple + C. LE and GT 16","vocational + Abi","15","","","","2"
"Min 1x per week","1998","1-pers.-HH","vocational + Abi","47","0.718398360611221","0.616605407225249","0.820191313997194","2"
"Min 1x per week","1998","(Married) couple without C. ","inadequately","42","0.440002884309042","0.334476930825517","0.545528837792567","2"
"Min 1x per week","1998","Couple + C. LE 16 ","higher education","173","0.374162445914237","0.331446941488449","0.416877950340025","2"
"Min 1x per week","1998","Single parent ","general elemantary","75","0.476173287599027","0.399736486745927","0.552610088452126","2"
"Min 1x per week","1998","1-pers.-HH","inadequately","7","","","","2"
"Min 1x per week","1998","1-pers.-HH","general elemantary","173","0.404349149094192","0.356194769357895","0.45250352883049","2"
"Min 1x per week","1998","1-pers.-HH","middle vocational","428","0.482945395579139","0.44915247965028","0.516738311507997","2"
"Min 1x per week","1998","(Married) couple without C. ","general elemantary","284","0.398134662260904","0.361123892692342","0.435145431829465","2"
"Min 1x per week","1998","(Married) couple without C. ","middle vocational","792","0.342225200246401","0.322304064971632","0.362146335521169","2"
"Min 1x per week","1998","(Married) couple without C. ","higher education","220","0.331906958026723","0.295223278659964","0.368590637393483","2"
"Min 1x per week","1998","Single parent ","in school","20","","","","2"
"Min 1x per week","1998","Single parent ","inadequately","13","","","","2"
"Min 1x per week","1998","Single parent ","vocational + Abi","9","","","","2"
"Min 1x per week","1998","Single parent ","higher education","36","0.537264621471362","0.423660861562148","0.650868381380576","2"
"Min 1x per week","1998","Couple + C. LE 16 ","in school","2","","","","2"
"Min 1x per week","1998","Couple + C. LE 16 ","inadequately","32","0.450609473759175","0.321442523583029","0.57977642393532","2"
"Min 1x per week","1998","Couple + C. LE 16 ","general elemantary","201","0.480529497317241","0.430162894039965","0.530896100594516","2"
"Min 1x per week","1998","Couple + C. LE 16 ","higher vocational","108","0.437801056818744","0.377612871070543","0.497989242566946","2"
"Min 1x per week","1998","1-pers.-HH","higher education","128","0.515238878206704","0.451205212231291","0.579272544182116","2"
"Min 1x per week","1998","Couple + C. GT 16 ","in school","72","0.521298191556571","0.435426096615074","0.607170286498069","2"
"Min 1x per week","1998","(Married) couple without C. ","in school","3","","","","2"
"Min 1x per week","1998","Single parent ","middle vocational","160","0.488995664422355","0.436324267292118","0.541667061552591","2"
"Min 1x per week","1998","1-pers.-HH","higher vocational","47","0.459195850015593","0.354481198984482","0.563910501046704","2"
"Never","1998","Couple + C. LE and GT 16","middle vocational","5","","","","5"
"Never","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","1998","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","1998","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","1998","1-pers.-HH","in school","","","","","5"
"Never","1998","1-pers.-HH","inadequately","2","","","","5"
"Never","1998","1-pers.-HH","general elemantary","24","","","","5"
"Never","1998","1-pers.-HH","middle vocational","37","0.0525689164844787","0.0374769172196028","0.0676609157493545","5"
"Never","1998","1-pers.-HH","vocational + Abi","","","","","5"
"Never","1998","1-pers.-HH","higher vocational","2","","","","5"
"Never","1998","1-pers.-HH","higher education","6","","","","5"
"Never","1998","(Married) couple without C. ","in school","","","","","5"
"Never","1998","(Married) couple without C. ","inadequately","2","","","","5"
"Never","1998","(Married) couple without C. ","general elemantary","22","","","","5"
"Never","1998","(Married) couple without C. ","middle vocational","39","0.0213052124648275","0.0152422336837724","0.0273681912458825","5"
"Never","1998","(Married) couple without C. ","vocational + Abi","1","","","","5"
"Never","1998","(Married) couple without C. ","higher vocational","6","","","","5"
"Never","1998","(Married) couple without C. ","higher education","6","","","","5"
"Never","1998","Single parent ","in school","","","","","5"
"Never","1998","Single parent ","inadequately","1","","","","5"
"Never","1998","Single parent ","general elemantary","8","","","","5"
"Never","1998","Single parent ","middle vocational","9","","","","5"
"Never","1998","Single parent ","vocational + Abi","","","","","5"
"Never","1998","Single parent ","higher vocational","","","","","5"
"Never","1998","Single parent ","higher education","","","","","5"
"Never","1998","Couple + C. LE 16 ","in school","","","","","5"
"Never","1998","Couple + C. LE 16 ","inadequately","1","","","","5"
"Never","1998","Couple + C. LE 16 ","general elemantary","4","","","","5"
"Never","1998","Couple + C. LE 16 ","middle vocational","13","","","","5"
"Never","1998","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Never","1998","Couple + C. LE 16 ","higher vocational","3","","","","5"
"Never","1998","Couple + C. LE 16 ","higher education","6","","","","5"
"Never","1998","Couple + C. GT 16 ","in school","2","","","","5"
"Never","1998","Couple + C. GT 16 ","inadequately","2","","","","5"
"Never","1998","Couple + C. GT 16 ","general elemantary","11","","","","5"
"Never","1998","Couple + C. GT 16 ","middle vocational","23","","","","5"
"Never","1998","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","1998","Couple + C. GT 16 ","higher vocational","2","","","","5"
"Never","1998","Couple + C. GT 16 ","higher education","2","","","","5"
"Never","1998","Couple + C. LE and GT 16","in school","","","","","5"
"Never","1998","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","1998","Couple + C. LE and GT 16","general elemantary","1","","","","5"
"Rarely","1998","Couple + C. LE and GT 16","middle vocational","105","0.180382044703767","0.145984308858935","0.214779780548599","4"
"Rarely","1998","Couple + C. LE and GT 16","vocational + Abi","6","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","higher vocational","16","","","","4"
"Rarely","1998","Couple + C. LE 16 ","middle vocational","307","0.202318461711598","0.18286380061035","0.221773122812846","4"
"Rarely","1998","Couple + C. LE 16 ","vocational + Abi","19","","","","4"
"Rarely","1998","Couple + C. LE 16 ","higher vocational","50","0.179385141241991","0.132838241615522","0.225932040868459","4"
"Rarely","1998","Couple + C. LE 16 ","higher education","100","0.210728790321697","0.174729022560887","0.246728558082506","4"
"Rarely","1998","Couple + C. GT 16 ","inadequately","15","","","","4"
"Rarely","1998","Couple + C. GT 16 ","general elemantary","85","0.172704101342735","0.140401538488015","0.205006664197455","4"
"Rarely","1998","Couple + C. GT 16 ","middle vocational","261","0.224817957713054","0.20111910542047","0.248516810005639","4"
"Rarely","1998","Couple + C. GT 16 ","vocational + Abi","8","","","","4"
"Rarely","1998","Couple + C. GT 16 ","higher vocational","39","0.347234127065748","0.25906247030575","0.435405783825747","4"
"Rarely","1998","Couple + C. GT 16 ","higher education","80","0.217371542150768","0.170542085367269","0.264200998934267","4"
"Rarely","1998","Couple + C. LE and GT 16","in school","7","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","inadequately","7","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","general elemantary","29","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","higher education","45","0.248219100017685","0.178857644350024","0.317580555685346","4"
"Rarely","1998","1-pers.-HH","in school","1","","","","4"
"Rarely","1998","1-pers.-HH","inadequately","7","","","","4"
"Rarely","1998","1-pers.-HH","general elemantary","73","0.202576080399697","0.163139399678876","0.242012761120519","4"
"Rarely","1998","1-pers.-HH","middle vocational","134","0.198026903235238","0.171077419758797","0.224976386711678","4"
"Rarely","1998","(Married) couple without C. ","general elemantary","151","0.247228541722185","0.214611517946151","0.279845565498218","4"
"Rarely","1998","(Married) couple without C. ","middle vocational","543","0.273061028187106","0.254354279463005","0.291767776911206","4"
"Rarely","1998","(Married) couple without C. ","vocational + Abi","25","","","","4"
"Rarely","1998","1-pers.-HH","vocational + Abi","9","","","","4"
"Rarely","1998","1-pers.-HH","higher vocational","13","","","","4"
"Rarely","1998","1-pers.-HH","higher education","33","0.154885963200923","0.108530187765567","0.201241738636278","4"
"Rarely","1998","(Married) couple without C. ","in school","","","","","4"
"Rarely","1998","(Married) couple without C. ","higher vocational","69","0.28152110838411","0.227166958788128","0.335875257980092","4"
"Rarely","1998","(Married) couple without C. ","higher education","150","0.248294547054166","0.214639230694482","0.281949863413851","4"
"Rarely","1998","Single parent ","in school","2","","","","4"
"Rarely","1998","Single parent ","inadequately","5","","","","4"
"Rarely","1998","Single parent ","general elemantary","24","","","","4"
"Rarely","1998","Single parent ","middle vocational","53","0.160432637692087","0.121761746816218","0.199103528567956","4"
"Rarely","1998","Single parent ","vocational + Abi","1","","","","4"
"Rarely","1998","Single parent ","higher vocational","4","","","","4"
"Rarely","1998","Single parent ","higher education","14","","","","4"
"Rarely","1998","Couple + C. LE 16 ","inadequately","3","","","","4"
"Rarely","1998","Couple + C. LE 16 ","general elemantary","49","0.180664794889701","0.141879261777121","0.219450328002281","4"
"Rarely","1998","Couple + C. GT 16 ","in school","7","","","","4"
"Rarely","1998","(Married) couple without C. ","inadequately","16","","","","4"
"Rarely","1998","Couple + C. LE 16 ","in school","","","","","4"
"Daily","1999","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1999","1-pers.-HH","in school","","","","","1"
"Daily","1999","1-pers.-HH","inadequately","","","","","1"
"Daily","1999","1-pers.-HH","general elemantary","","","","","1"
"Daily","1999","1-pers.-HH","middle vocational","","","","","1"
"Daily","1999","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1999","1-pers.-HH","higher vocational","","","","","1"
"Daily","1999","1-pers.-HH","higher education","","","","","1"
"Daily","1999","(Married) couple without C. ","in school","","","","","1"
"Daily","1999","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1999","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1999","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1999","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1999","(Married) couple without C. ","higher education","","","","","1"
"Daily","1999","Single parent ","in school","","","","","1"
"Daily","1999","Single parent ","inadequately","","","","","1"
"Daily","1999","Single parent ","general elemantary","","","","","1"
"Daily","1999","Single parent ","middle vocational","","","","","1"
"Daily","1999","Single parent ","vocational + Abi","","","","","1"
"Daily","1999","Single parent ","higher vocational","","","","","1"
"Daily","1999","Single parent ","higher education","","","","","1"
"Daily","1999","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1999","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1999","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1999","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1999","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1999","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1999","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1999","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1999","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1999","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1999","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1999","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1999","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per month","1999","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1999","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1999","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1999","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","1999","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","1999","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","1999","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","1999","Single parent ","in school","","","","","3"
"Min 1x per month","1999","Single parent ","inadequately","","","","","3"
"Min 1x per month","1999","Single parent ","general elemantary","","","","","3"
"Min 1x per month","1999","Single parent ","middle vocational","","","","","3"
"Min 1x per month","1999","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1999","Single parent ","higher vocational","","","","","3"
"Min 1x per month","1999","Single parent ","higher education","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per week","1999","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","1999","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1999","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1999","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","1999","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","1999","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","1999","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","1999","Single parent ","in school","","","","","2"
"Min 1x per week","1999","Single parent ","inadequately","","","","","2"
"Min 1x per week","1999","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1999","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1999","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1999","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1999","Single parent ","higher education","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","middle vocational","","","","","2"
