"pli0080","year","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2010","college entrance qualification","","","",""
"Min 1x per week","2010","Other degree","","","",""
"Min 1x per week","2010","no degree/no degree yet","","","",""
"Min 1x per month","2010","lower secondary degree","","","",""
"Min 1x per month","2010","secondary school degree","","","",""
"Min 1x per month","2010","college entrance qualification","","","",""
"Min 1x per month","2010","Other degree","","","",""
"Min 1x per month","2010","no degree/no degree yet","","","",""
"Rarely","2010","lower secondary degree","","","",""
"Rarely","2010","secondary school degree","","","",""
"Rarely","2010","college entrance qualification","","","",""
"Rarely","2010","Other degree","","","",""
"Rarely","2010","no degree/no degree yet","","","",""
"Never","2010","lower secondary degree","","","",""
"Never","2010","secondary school degree","","","",""
"Never","2010","college entrance qualification","","","",""
"Never","2010","Other degree","","","",""
"Never","2010","no degree/no degree yet","","","",""
"Daily","2011","lower secondary degree","","","",""
"Daily","2011","secondary school degree","","","",""
"Daily","2011","college entrance qualification","","","",""
"Daily","2011","Other degree","","","",""
"Daily","2011","no degree/no degree yet","","","",""
"Min 1x per week","2011","lower secondary degree","","","",""
"Min 1x per week","2011","secondary school degree","","","",""
"Min 1x per week","2011","college entrance qualification","","","",""
"Min 1x per week","2011","Other degree","","","",""
"Min 1x per week","2011","no degree/no degree yet","","","",""
"Min 1x per month","2011","lower secondary degree","","","",""
"Min 1x per month","2011","secondary school degree","","","",""
"Min 1x per month","2011","college entrance qualification","","","",""
"Min 1x per month","2011","Other degree","","","",""
"Min 1x per month","2011","no degree/no degree yet","","","",""
"Rarely","2011","lower secondary degree","","","",""
"Rarely","2011","secondary school degree","","","",""
"Rarely","2011","college entrance qualification","","","",""
"Rarely","2011","Other degree","","","",""
"Rarely","2011","no degree/no degree yet","","","",""
"Never","2011","lower secondary degree","","","",""
"Never","2011","secondary school degree","","","",""
"Never","2011","college entrance qualification","","","",""
"Never","2011","Other degree","","","",""
"Never","2011","no degree/no degree yet","","","",""
"Daily","2012","lower secondary degree","","","",""
"Daily","2012","secondary school degree","","","",""
"Daily","2012","college entrance qualification","","","",""
"Daily","2012","Other degree","","","",""
"Daily","2012","no degree/no degree yet","","","",""
"Min 1x per week","2012","lower secondary degree","","","",""
"Min 1x per week","2012","secondary school degree","","","",""
"Min 1x per week","2012","college entrance qualification","","","",""
"Min 1x per week","2012","Other degree","","","",""
"Min 1x per week","2012","no degree/no degree yet","","","",""
"Min 1x per month","2012","lower secondary degree","","","",""
"Min 1x per month","2012","secondary school degree","","","",""
"Min 1x per month","2012","college entrance qualification","","","",""
"Min 1x per month","2012","Other degree","","","",""
"Min 1x per month","2012","no degree/no degree yet","","","",""
"Rarely","2012","lower secondary degree","","","",""
"Rarely","2012","secondary school degree","","","",""
"Rarely","2012","college entrance qualification","","","",""
"Rarely","2012","Other degree","","","",""
"Rarely","2012","no degree/no degree yet","","","",""
"Never","2012","lower secondary degree","","","",""
"Never","2012","secondary school degree","","","",""
"Never","2012","college entrance qualification","","","",""
"Never","2012","Other degree","","","",""
"Never","2012","no degree/no degree yet","","","",""
"Daily","2013","lower secondary degree","302","0.0385489311313365","0.0340774916030005","0.0430203706596726"
"Daily","2013","secondary school degree","310","0.0343960329621102","0.0303668392685286","0.0384252266556919"
"Daily","2013","college entrance qualification","230","0.0342030867095566","0.0300572975268996","0.0383488758922137"
"Daily","2013","Other degree","59","0.0303917289905955","0.022011778901939","0.038771679079252"
"Daily","2013","no degree/no degree yet","96","0.103448457658742","0.08250155968355","0.124395355633935"
"Min 1x per week","2013","lower secondary degree","2356","0.321485957498804","0.310638248604234","0.332333666393375"
"Min 1x per week","2013","secondary school degree","2939","0.354899323726059","0.34432066075292","0.365477986699198"
"Min 1x per week","2013","college entrance qualification","3154","0.425729443170527","0.41445080211614","0.437008084224913"
"Min 1x per week","2013","Other degree","605","0.333778353347146","0.310758421901353","0.356798284792939"
"Min 1x per week","2013","no degree/no degree yet","424","0.484706751385182","0.450332215982693","0.519081286787671"
"Min 1x per month","2013","lower secondary degree","2060","0.28590888325507","0.275414226520552","0.296403539989588"
"Min 1x per month","2013","secondary school degree","2713","0.359441301077732","0.348832705289089","0.370049896866374"
"Min 1x per month","2013","college entrance qualification","2773","0.366169517002557","0.355180488207034","0.377158545798081"
"Min 1x per month","2013","Other degree","528","0.348330690151017","0.325072544994296","0.371588835307739"
"Min 1x per month","2013","no degree/no degree yet","130","0.170526415327443","0.144658157086923","0.196394673567962"
"Rarely","2013","lower secondary degree","1946","0.285536610915306","0.275046055359211","0.296027166471401"
"Rarely","2013","secondary school degree","1690","0.223767946372409","0.214553713777551","0.232982178967267"
"Rarely","2013","college entrance qualification","1142","0.157533171507183","0.149223304563924","0.165843038450442"
"Rarely","2013","Other degree","344","0.230389281104139","0.209833581566538","0.25094498064174"
"Rarely","2013","no degree/no degree yet","117","0.181003607083855","0.154521368996655","0.207485845171054"
"Never","2013","lower secondary degree","457","0.0685196171994825","0.0626518629229948","0.0743873714759703"
"Never","2013","secondary school degree","207","0.0274953958616897","0.0238801297682882","0.0311106619550912"
"Never","2013","college entrance qualification","84","0.0163647816101763","0.0134707464790687","0.0192588167412838"
"Never","2013","Other degree","76","0.0571099464071023","0.0457819793905346","0.0684379134236699"
"Never","2013","no degree/no degree yet","45","0.060314768544778","0.0439400776766841","0.0766894594128719"
"Daily","2014","lower secondary degree","","","",""
"Daily","2014","secondary school degree","","","",""
"Daily","2014","college entrance qualification","","","",""
"Daily","2014","Other degree","","","",""
"Daily","2014","no degree/no degree yet","","","",""
"Min 1x per week","2014","lower secondary degree","","","",""
"Min 1x per week","2014","secondary school degree","","","",""
"Min 1x per week","2014","college entrance qualification","","","",""
"Min 1x per week","2014","Other degree","","","",""
"Min 1x per week","2014","no degree/no degree yet","","","",""
"Min 1x per month","2014","lower secondary degree","","","",""
"Min 1x per month","2014","secondary school degree","","","",""
"Min 1x per month","2014","college entrance qualification","","","",""
"Min 1x per month","2014","Other degree","","","",""
"Min 1x per month","2014","no degree/no degree yet","","","",""
"Rarely","2014","lower secondary degree","","","",""
"Rarely","2014","secondary school degree","","","",""
"Rarely","2014","college entrance qualification","","","",""
"Rarely","2014","Other degree","","","",""
"Rarely","2014","no degree/no degree yet","","","",""
"Never","2014","lower secondary degree","","","",""
"Never","2014","secondary school degree","","","",""
"Never","2014","college entrance qualification","","","",""
"Never","2014","Other degree","","","",""
"Never","2014","no degree/no degree yet","","","",""
"Daily","2015","lower secondary degree","","","",""
"Daily","2015","secondary school degree","","","",""
"Daily","2015","college entrance qualification","","","",""
"Daily","2015","Other degree","","","",""
"Daily","2015","no degree/no degree yet","","","",""
"Min 1x per week","2015","lower secondary degree","","","",""
"Min 1x per week","2015","secondary school degree","","","",""
"Min 1x per week","2015","college entrance qualification","","","",""
"Min 1x per week","2015","Other degree","","","",""
"Min 1x per week","2015","no degree/no degree yet","","","",""
"Min 1x per month","2015","lower secondary degree","","","",""
"Min 1x per month","2015","secondary school degree","","","",""
"Min 1x per month","2015","college entrance qualification","","","",""
"Min 1x per month","2015","Other degree","","","",""
"Min 1x per month","2015","no degree/no degree yet","","","",""
"Rarely","2015","lower secondary degree","","","",""
"Rarely","2015","secondary school degree","","","",""
"Rarely","2015","college entrance qualification","","","",""
"Rarely","2015","Other degree","","","",""
"Rarely","2015","no degree/no degree yet","","","",""
"Never","2015","lower secondary degree","","","",""
"Never","2015","secondary school degree","","","",""
"Never","2015","college entrance qualification","","","",""
"Never","2015","Other degree","","","",""
"Never","2015","no degree/no degree yet","","","",""
"Daily","2016","lower secondary degree","","","",""
"Daily","2016","secondary school degree","","","",""
"Daily","2016","college entrance qualification","","","",""
"Daily","2016","Other degree","","","",""
"Daily","2016","no degree/no degree yet","","","",""
"Min 1x per week","2016","lower secondary degree","","","",""
"Min 1x per week","2016","secondary school degree","","","",""
"Min 1x per week","2016","college entrance qualification","","","",""
"Min 1x per week","2016","Other degree","","","",""
"Min 1x per week","2016","no degree/no degree yet","","","",""
"Min 1x per month","2016","lower secondary degree","","","",""
"Min 1x per month","2016","secondary school degree","","","",""
"Min 1x per month","2016","college entrance qualification","","","",""
"Min 1x per month","2016","Other degree","","","",""
"Min 1x per month","2016","no degree/no degree yet","","","",""
"Rarely","2016","lower secondary degree","","","",""
"Rarely","2016","secondary school degree","","","",""
"Rarely","2016","college entrance qualification","","","",""
"Rarely","2016","Other degree","","","",""
"Rarely","2016","no degree/no degree yet","","","",""
"Never","2016","lower secondary degree","","","",""
"Never","2016","secondary school degree","","","",""
"Never","2016","college entrance qualification","","","",""
"Never","2016","Other degree","","","",""
"Never","2016","no degree/no degree yet","","","",""
"Daily","2017","lower secondary degree","","","",""
"Daily","2017","secondary school degree","","","",""
"Daily","2017","college entrance qualification","","","",""
"Daily","2017","Other degree","","","",""
"Daily","2017","no degree/no degree yet","","","",""
"Min 1x per week","2017","lower secondary degree","","","",""
"Min 1x per week","2017","secondary school degree","","","",""
"Min 1x per week","2017","college entrance qualification","","","",""
"Min 1x per week","2017","Other degree","","","",""
"Min 1x per week","2017","no degree/no degree yet","","","",""
"Min 1x per month","2017","lower secondary degree","","","",""
"Min 1x per month","2017","secondary school degree","","","",""
"Min 1x per month","2017","college entrance qualification","","","",""
"Min 1x per month","2017","Other degree","","","",""
"Min 1x per month","2017","no degree/no degree yet","","","",""
"Rarely","2017","lower secondary degree","","","",""
"Rarely","2017","secondary school degree","","","",""
"Rarely","2017","college entrance qualification","","","",""
"Rarely","2017","Other degree","","","",""
"Rarely","2017","no degree/no degree yet","","","",""
"Never","2017","lower secondary degree","","","",""
"Never","2017","secondary school degree","","","",""
"Never","2017","college entrance qualification","","","",""
"Never","2017","Other degree","","","",""
"Never","2017","no degree/no degree yet","","","",""
"Daily","2018","lower secondary degree","","","",""
"Daily","2018","secondary school degree","","","",""
"Daily","2018","college entrance qualification","","","",""
"Daily","2018","Other degree","","","",""
"Daily","2018","no degree/no degree yet","","","",""
"Min 1x per week","2018","lower secondary degree","","","",""
"Min 1x per week","2018","secondary school degree","","","",""
"Min 1x per week","2018","college entrance qualification","","","",""
"Min 1x per week","2018","Other degree","","","",""
"Min 1x per week","2018","no degree/no degree yet","","","",""
"Min 1x per month","2018","lower secondary degree","","","",""
"Min 1x per month","2018","secondary school degree","","","",""
"Min 1x per month","2018","college entrance qualification","","","",""
"Min 1x per month","2018","Other degree","","","",""
"Min 1x per month","2018","no degree/no degree yet","","","",""
"Rarely","2018","lower secondary degree","","","",""
"Rarely","2018","secondary school degree","","","",""
"Rarely","2018","college entrance qualification","","","",""
"Rarely","2018","Other degree","","","",""
"Rarely","2018","no degree/no degree yet","","","",""
"Never","2018","lower secondary degree","","","",""
"Never","2018","secondary school degree","","","",""
"Never","2018","college entrance qualification","","","",""
"Never","2018","Other degree","","","",""
"Never","2018","no degree/no degree yet","","","",""
"Daily","2019","lower secondary degree","241","0.0408987520403784","0.0355736912226709","0.046223812858086"
"Daily","2019","secondary school degree","258","0.0314512418135955","0.0274794697232738","0.0354230139039171"
"Daily","2019","college entrance qualification","291","0.0336443962287705","0.029819270258756","0.037469522198785"
"Daily","2019","Other degree","80","0.0360506492497093","0.0288322286930877","0.043269069806331"
"Daily","2019","no degree/no degree yet","86","0.119919902543227","0.0971505098194407","0.142689295267013"
"Min 1x per week","2019","lower secondary degree","1668","0.316542080981472","0.30403635430673","0.329047807656214"
"Min 1x per week","2019","secondary school degree","2645","0.34929470986413","0.338445631419798","0.360143788308461"
"Min 1x per week","2019","college entrance qualification","3377","0.40273521302167","0.392330882386577","0.413139543656764"
"Min 1x per week","2019","Other degree","861","0.333386758958937","0.315132270396831","0.351641247521044"
"Min 1x per week","2019","no degree/no degree yet","338","0.439590291279496","0.404802922127185","0.474377660431807"
"Min 1x per month","2019","lower secondary degree","1572","0.298260646301762","0.28596013371999","0.310561158883535"
"Min 1x per month","2019","secondary school degree","2601","0.345403189826897","0.334582503921333","0.356223875732461"
"Min 1x per month","2019","college entrance qualification","3268","0.376959157145394","0.366678371709359","0.387239942581429"
"Min 1x per month","2019","Other degree","822","0.319647262836964","0.301589618644461","0.337704907029468"
"Min 1x per month","2019","no degree/no degree yet","188","0.212094354517902","0.183442919741506","0.240745789294297"
"Rarely","2019","lower secondary degree","1444","0.265218503624865","0.253349388788173","0.277087618461557"
"Rarely","2019","secondary school degree","1637","0.229900537813006","0.22032533282551","0.239475742800501"
"Rarely","2019","college entrance qualification","1463","0.167347750515762","0.159428890659403","0.175266610372122"
"Rarely","2019","Other degree","626","0.255916831298661","0.239019477650092","0.272814184947231"
"Rarely","2019","no degree/no degree yet","119","0.167482990786454","0.141311610626078","0.193654370946831"
"Never","2019","lower secondary degree","389","0.0790800170515217","0.0718242782282864","0.086335755874757"
"Never","2019","secondary school degree","277","0.0439503206823723","0.039285596918755","0.0486150444459897"
"Never","2019","college entrance qualification","137","0.0193134830884031","0.0163939305709426","0.0222330356058636"
"Never","2019","Other degree","173","0.054998497655728","0.0461707442924073","0.0638262510190486"
"Never","2019","no degree/no degree yet","51","0.0609124608729208","0.0441494963398276","0.0776754254060141"
