"pli0080","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1995","Saxony","Male","140","0.261052415152623","0.22319303543812","0.298911794867127","2"
"Min 1x per week","1995","North Rhine-Westphalia","Male","530","0.395982145006384","0.3687833299867","0.423180960026068","2"
"Min 1x per week","1995","North Rhine-Westphalia","Female","627","0.436149819452594","0.409617724459579","0.462681914445609","2"
"Min 1x per week","1995","Hesse","Male","217","0.424412553182972","0.379097785452527","0.469727320913416","2"
"Min 1x per week","1995","Hesse","Female","246","0.480289015593817","0.436187155568828","0.524390875618807","2"
"Min 1x per week","1995","Thuringia","Male","93","0.288610944854917","0.238492999889694","0.33872888982014","2"
"Min 1x per week","1995","Thuringia","Female","109","0.341485991634548","0.290781386174863","0.392190597094234","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Male","139","0.3824353744036","0.330854210731887","0.434016538075313","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","Female","169","0.414023169408521","0.36383518273307","0.464211156083972","2"
"Min 1x per week","1995","Baden-Württemberg","Male","396","0.375322407702193","0.343348895310962","0.407295920093424","2"
"Min 1x per week","1995","Baden-Württemberg","Female","435","0.401442102553078","0.369818468010143","0.433065737096012","2"
"Min 1x per week","1995","Bavaria","Male","369","0.390791582357285","0.357557134299845","0.424026030414725","2"
"Min 1x per week","1995","Bavaria","Female","406","0.437095014206797","0.404020254794911","0.470169773618683","2"
"Min 1x per week","1995","Berlin","Male","117","0.427516434330241","0.368176046636111","0.486856822024371","2"
"Min 1x per week","1995","Berlin","Female","127","0.396292524078642","0.341035682183368","0.451549365973916","2"
"Min 1x per week","1995","Brandenburg","Male","83","0.314008352000563","0.259742710053906","0.368273993947221","2"
"Min 1x per week","1995","Schleswig-Holstein","Female","68","0.474779793436786","0.394866452397364","0.554693134476208","2"
"Min 1x per week","1995","Hamburg","Male","31","0.422111960947304","0.300153061018884","0.544070860875724","2"
"Min 1x per week","1995","Hamburg","Female","34","0.390894286678829","0.27576136024848","0.506027213109177","2"
"Min 1x per week","1995","Schleswig-Holstein","Male","59","0.454688862985279","0.370063291858198","0.53931443411236","2"
"Min 1x per week","1995","Bremen","Female","27","","","","2"
"Min 1x per week","1995","Lower Saxony","Male","209","0.350102029433311","0.309143049338121","0.3910610095285","2"
"Min 1x per week","1995","Lower Saxony","Female","251","0.448143744182378","0.405604468243574","0.490683020121183","2"
"Min 1x per week","1995","Bremen","Male","20","","","","2"
"Never","1995","Saxony","Male","22","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","Male","4","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","Female","5","","","","5"
"Never","1995","Brandenburg","Female","12","","","","5"
"Never","1995","Saxony","Female","31","0.0770024972836085","0.0553248226841569","0.0986801718830601","5"
"Never","1995","Thuringia","Female","15","","","","5"
"Never","1995","Saxony-Anhalt","Male","12","","","","5"
"Never","1995","Saxony-Anhalt","Female","19","","","","5"
"Never","1995","Thuringia","Male","9","","","","5"
"Never","1995","Schleswig-Holstein","Male","2","","","","5"
"Never","1995","Schleswig-Holstein","Female","3","","","","5"
"Never","1995","Hamburg","Male","2","","","","5"
"Never","1995","Hamburg","Female","1","","","","5"
"Never","1995","Lower Saxony","Male","8","","","","5"
"Never","1995","Lower Saxony","Female","8","","","","5"
"Never","1995","Bremen","Male","2","","","","5"
"Never","1995","Bremen","Female","1","","","","5"
"Never","1995","North Rhine-Westphalia","Male","24","","","","5"
"Never","1995","North Rhine-Westphalia","Female","23","","","","5"
"Never","1995","Hesse","Male","25","","","","5"
"Never","1995","Hesse","Female","20","","","","5"
"Never","1995","Rhineland-Palatinate,Saarland","Male","14","","","","5"
"Never","1995","Rhineland-Palatinate,Saarland","Female","22","","","","5"
"Never","1995","Baden-Württemberg","Male","21","","","","5"
"Never","1995","Baden-Württemberg","Female","24","","","","5"
"Never","1995","Bavaria","Male","13","","","","5"
"Never","1995","Bavaria","Female","20","","","","5"
"Never","1995","Berlin","Male","6","","","","5"
"Never","1995","Berlin","Female","7","","","","5"
"Never","1995","Brandenburg","Male","7","","","","5"
"Rarely","1995","Thuringia","Female","85","0.221600456082837","0.177192062473147","0.266008849692528","4"
"Rarely","1995","Schleswig-Holstein","Male","21","","","","4"
"Rarely","1995","Schleswig-Holstein","Female","20","","","","4"
"Rarely","1995","Hamburg","Male","7","","","","4"
"Rarely","1995","Bremen","Female","4","","","","4"
"Rarely","1995","North Rhine-Westphalia","Male","201","0.183219024066672","0.161704815091801","0.204733233041544","4"
"Rarely","1995","North Rhine-Westphalia","Female","193","0.171623887193508","0.151450701613808","0.191797072773207","4"
"Rarely","1995","Hesse","Male","79","0.207239853889156","0.170077986073421","0.244401721704891","4"
"Rarely","1995","Hesse","Female","72","0.165983440292727","0.133140324671609","0.198826555913844","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Male","65","0.215993278009516","0.172316467916034","0.259670088102998","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","Female","69","0.200580246361717","0.159778500458131","0.241381992265304","4"
"Rarely","1995","Baden-Württemberg","Male","146","0.21083260142746","0.18389781176546","0.23776739108946","4"
"Rarely","1995","Baden-Württemberg","Female","134","0.192163380446562","0.166745207898208","0.217581552994916","4"
"Rarely","1995","Bavaria","Male","170","0.242698157293825","0.213496959305729","0.271899355281922","4"
"Rarely","1995","Brandenburg","Female","106","0.324075457831964","0.271721311482905","0.376429604181022","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Male","59","0.294173553748151","0.231335433767894","0.357011673728408","4"
"Rarely","1995","Mecklenburg-Western Pomerania","Female","54","0.258987257395374","0.199736967430521","0.318237547360226","4"
"Rarely","1995","Thuringia","Male","101","0.309806985933992","0.25866069439126","0.360953277476725","4"
"Rarely","1995","Hamburg","Female","8","","","","4"
"Rarely","1995","Lower Saxony","Male","98","0.228982022486603","0.192902384186566","0.26506166078664","4"
"Rarely","1995","Lower Saxony","Female","78","0.16959977183191","0.137498310638418","0.201701233025403","4"
"Rarely","1995","Bremen","Male","8","","","","4"
"Rarely","1995","Saxony","Male","176","0.350969322502383","0.309828780344651","0.392109864660115","4"
"Rarely","1995","Saxony","Female","173","0.271853927865979","0.23567654995922","0.308031305772738","4"
"Rarely","1995","Saxony-Anhalt","Male","95","0.284265274992326","0.234689161137058","0.333841388847594","4"
"Rarely","1995","Saxony-Anhalt","Female","93","0.209376673928466","0.168031427859288","0.250721919997644","4"
"Rarely","1995","Bavaria","Female","161","0.204990225021734","0.178072148082168","0.231908301961299","4"
"Rarely","1995","Berlin","Male","35","0.117162037706719","0.0785852182603927","0.155738857153045","4"
"Rarely","1995","Berlin","Female","51","0.18438363336746","0.140574063058159","0.228193203676761","4"
"Rarely","1995","Brandenburg","Male","88","0.32122412590549","0.266627952068054","0.375820299742926","4"
"Daily","1996","Thuringia","Female","","","","","1"
"Daily","1996","North Rhine-Westphalia","Male","","","","","1"
"Daily","1996","North Rhine-Westphalia","Female","","","","","1"
"Daily","1996","Hesse","Male","","","","","1"
"Daily","1996","Hesse","Female","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1996","Baden-Württemberg","Male","","","","","1"
"Daily","1996","Baden-Württemberg","Female","","","","","1"
"Daily","1996","Bavaria","Male","","","","","1"
"Daily","1996","Bavaria","Female","","","","","1"
"Daily","1996","Berlin","Male","","","","","1"
"Daily","1996","Berlin","Female","","","","","1"
"Daily","1996","Brandenburg","Male","","","","","1"
"Daily","1996","Hamburg","Male","","","","","1"
"Daily","1996","Hamburg","Female","","","","","1"
"Daily","1996","Lower Saxony","Male","","","","","1"
"Daily","1996","Lower Saxony","Female","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1996","Saxony","Male","","","","","1"
"Daily","1996","Saxony","Female","","","","","1"
"Daily","1996","Saxony-Anhalt","Male","","","","","1"
"Daily","1996","Saxony-Anhalt","Female","","","","","1"
"Daily","1996","Thuringia","Male","","","","","1"
"Daily","1996","Schleswig-Holstein","Male","","","","","1"
"Daily","1996","Schleswig-Holstein","Female","","","","","1"
"Daily","1996","Bremen","Male","","","","","1"
"Daily","1996","Bremen","Female","","","","","1"
"Daily","1996","Brandenburg","Female","","","","","1"
"Min 1x per month","1996","Brandenburg","Female","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1996","Saxony","Male","","","","","3"
"Min 1x per month","1996","Saxony","Female","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1996","Thuringia","Male","","","","","3"
"Min 1x per month","1996","Thuringia","Female","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1996","Hamburg","Male","","","","","3"
"Min 1x per month","1996","Hamburg","Female","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","1996","Hesse","Male","","","","","3"
"Min 1x per month","1996","Hesse","Female","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","1996","Bavaria","Male","","","","","3"
"Min 1x per month","1996","Bavaria","Female","","","","","3"
"Min 1x per month","1996","Berlin","Male","","","","","3"
"Min 1x per month","1996","Berlin","Female","","","","","3"
"Min 1x per month","1996","Brandenburg","Male","","","","","3"
"Min 1x per month","1996","Lower Saxony","Male","","","","","3"
"Min 1x per month","1996","Bremen","Female","","","","","3"
"Min 1x per month","1996","Bremen","Male","","","","","3"
"Min 1x per month","1996","Lower Saxony","Female","","","","","3"
"Min 1x per week","1996","Brandenburg","Female","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1996","Saxony","Male","","","","","2"
"Min 1x per week","1996","Saxony","Female","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1996","Thuringia","Female","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","1996","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","1996","Hesse","Male","","","","","2"
"Min 1x per week","1996","Hesse","Female","","","","","2"
"Min 1x per week","1996","Thuringia","Male","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","1996","Hamburg","Male","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","1996","Bavaria","Male","","","","","2"
"Min 1x per week","1996","Bavaria","Female","","","","","2"
"Min 1x per week","1996","Berlin","Male","","","","","2"
"Min 1x per week","1996","Berlin","Female","","","","","2"
"Min 1x per week","1996","Brandenburg","Male","","","","","2"
"Min 1x per week","1996","Lower Saxony","Male","","","","","2"
"Min 1x per week","1996","Bremen","Female","","","","","2"
"Min 1x per week","1996","Hamburg","Female","","","","","2"
"Min 1x per week","1996","Lower Saxony","Female","","","","","2"
"Min 1x per week","1996","Bremen","Male","","","","","2"
"Never","1996","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","1996","Saxony","Male","","","","","5"
"Never","1996","Thuringia","Female","","","","","5"
"Never","1996","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1996","Brandenburg","Female","","","","","5"
"Never","1996","Saxony-Anhalt","Male","","","","","5"
"Never","1996","Saxony-Anhalt","Female","","","","","5"
"Never","1996","Thuringia","Male","","","","","5"
"Never","1996","Saxony","Female","","","","","5"
"Never","1996","Schleswig-Holstein","Male","","","","","5"
"Never","1996","Schleswig-Holstein","Female","","","","","5"
"Never","1996","Hamburg","Male","","","","","5"
"Never","1996","Hamburg","Female","","","","","5"
"Never","1996","Lower Saxony","Male","","","","","5"
"Never","1996","Lower Saxony","Female","","","","","5"
"Never","1996","Bremen","Male","","","","","5"
"Never","1996","Bremen","Female","","","","","5"
"Never","1996","North Rhine-Westphalia","Male","","","","","5"
"Never","1996","North Rhine-Westphalia","Female","","","","","5"
"Never","1996","Hesse","Male","","","","","5"
"Never","1996","Hesse","Female","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","1996","Baden-Württemberg","Male","","","","","5"
"Never","1996","Baden-Württemberg","Female","","","","","5"
"Never","1996","Bavaria","Male","","","","","5"
"Never","1996","Bavaria","Female","","","","","5"
"Never","1996","Berlin","Male","","","","","5"
"Never","1996","Berlin","Female","","","","","5"
"Never","1996","Brandenburg","Male","","","","","5"
"Rarely","1996","Thuringia","Female","","","","","4"
"Rarely","1996","Hamburg","Male","","","","","4"
"Rarely","1996","Bremen","Female","","","","","4"
"Rarely","1996","North Rhine-Westphalia","Male","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1996","Thuringia","Male","","","","","4"
"Rarely","1996","Schleswig-Holstein","Male","","","","","4"
"Rarely","1996","Schleswig-Holstein","Female","","","","","4"
"Rarely","1996","Hamburg","Female","","","","","4"
"Rarely","1996","Lower Saxony","Male","","","","","4"
"Rarely","1996","Lower Saxony","Female","","","","","4"
"Rarely","1996","Bremen","Male","","","","","4"
"Rarely","1996","North Rhine-Westphalia","Female","","","","","4"
"Rarely","1996","Hesse","Male","","","","","4"
"Rarely","1996","Hesse","Female","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","1996","Baden-Württemberg","Male","","","","","4"
"Rarely","1996","Baden-Württemberg","Female","","","","","4"
"Rarely","1996","Bavaria","Male","","","","","4"
"Rarely","1996","Brandenburg","Female","","","","","4"
"Rarely","1996","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1996","Saxony","Male","","","","","4"
"Rarely","1996","Saxony","Female","","","","","4"
"Rarely","1996","Saxony-Anhalt","Male","","","","","4"
"Rarely","1996","Saxony-Anhalt","Female","","","","","4"
"Rarely","1996","Brandenburg","Male","","","","","4"
"Rarely","1996","Berlin","Male","","","","","4"
"Rarely","1996","Bavaria","Female","","","","","4"
"Rarely","1996","Berlin","Female","","","","","4"
"Daily","1997","Thuringia","Female","","","","","1"
"Daily","1997","Hamburg","Male","","","","","1"
"Daily","1997","Hamburg","Female","","","","","1"
"Daily","1997","Lower Saxony","Male","","","","","1"
"Daily","1997","North Rhine-Westphalia","Male","","","","","1"
"Daily","1997","North Rhine-Westphalia","Female","","","","","1"
"Daily","1997","Hesse","Male","","","","","1"
"Daily","1997","Hesse","Female","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1997","Baden-Württemberg","Male","","","","","1"
"Daily","1997","Baden-Württemberg","Female","","","","","1"
"Daily","1997","Bavaria","Male","","","","","1"
"Daily","1997","Bavaria","Female","","","","","1"
"Daily","1997","Berlin","Male","","","","","1"
"Daily","1997","Berlin","Female","","","","","1"
"Daily","1997","Brandenburg","Male","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1997","Saxony","Male","","","","","1"
"Daily","1997","Saxony","Female","","","","","1"
"Daily","1997","Saxony-Anhalt","Male","","","","","1"
"Daily","1997","Schleswig-Holstein","Male","","","","","1"
"Daily","1997","Schleswig-Holstein","Female","","","","","1"
"Daily","1997","Lower Saxony","Female","","","","","1"
"Daily","1997","Brandenburg","Female","","","","","1"
"Daily","1997","Saxony-Anhalt","Female","","","","","1"
"Daily","1997","Thuringia","Male","","","","","1"
"Daily","1997","Bremen","Male","","","","","1"
"Daily","1997","Bremen","Female","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1997","Hamburg","Male","","","","","3"
"Min 1x per month","1997","Hamburg","Female","","","","","3"
"Min 1x per month","1997","Brandenburg","Female","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1997","Saxony","Male","","","","","3"
"Min 1x per month","1997","Saxony","Female","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1997","Thuringia","Male","","","","","3"
"Min 1x per month","1997","Thuringia","Female","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","1997","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","1997","Bremen","Female","","","","","3"
"Min 1x per month","1997","Hesse","Male","","","","","3"
"Min 1x per month","1997","Hesse","Female","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","1997","Bavaria","Male","","","","","3"
"Min 1x per month","1997","Bavaria","Female","","","","","3"
"Min 1x per month","1997","Berlin","Male","","","","","3"
"Min 1x per month","1997","Berlin","Female","","","","","3"
"Min 1x per month","1997","Brandenburg","Male","","","","","3"
"Min 1x per month","1997","Lower Saxony","Female","","","","","3"
"Min 1x per month","1997","Bremen","Male","","","","","3"
"Min 1x per month","1997","Lower Saxony","Male","","","","","3"
"Min 1x per week","1997","Brandenburg","Female","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1997","Saxony","Male","","","","","2"
"Min 1x per week","1997","Saxony","Female","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1997","Thuringia","Male","","","","","2"
"Min 1x per week","1997","Thuringia","Female","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","1997","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","1997","Hesse","Male","","","","","2"
"Min 1x per week","1997","Hesse","Female","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","1997","Hamburg","Male","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","1997","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","1997","Bavaria","Male","","","","","2"
"Min 1x per week","1997","Bavaria","Female","","","","","2"
"Min 1x per week","1997","Berlin","Male","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","1997","Brandenburg","Male","","","","","2"
"Min 1x per week","1997","Bremen","Male","","","","","2"
"Min 1x per week","1997","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","1997","Lower Saxony","Female","","","","","2"
"Min 1x per week","1997","Lower Saxony","Male","","","","","2"
"Min 1x per week","1997","Bremen","Female","","","","","2"
"Min 1x per week","1997","Berlin","Female","","","","","2"
"Min 1x per week","1997","Hamburg","Female","","","","","2"
"Never","1997","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","1997","Thuringia","Male","","","","","5"
"Never","1997","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1997","Saxony","Male","","","","","5"
"Never","1997","Thuringia","Female","","","","","5"
"Never","1997","Brandenburg","Female","","","","","5"
"Never","1997","Saxony","Female","","","","","5"
"Never","1997","Saxony-Anhalt","Male","","","","","5"
"Never","1997","Saxony-Anhalt","Female","","","","","5"
"Never","1997","Schleswig-Holstein","Male","","","","","5"
"Never","1997","Schleswig-Holstein","Female","","","","","5"
"Never","1997","Hamburg","Male","","","","","5"
"Never","1997","Hamburg","Female","","","","","5"
"Never","1997","Lower Saxony","Male","","","","","5"
"Never","1997","Lower Saxony","Female","","","","","5"
"Never","1997","Bremen","Male","","","","","5"
"Never","1997","Bremen","Female","","","","","5"
"Never","1997","North Rhine-Westphalia","Male","","","","","5"
"Never","1997","North Rhine-Westphalia","Female","","","","","5"
"Never","1997","Hesse","Male","","","","","5"
"Never","1997","Hesse","Female","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","1997","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","1997","Baden-Württemberg","Male","","","","","5"
"Never","1997","Baden-Württemberg","Female","","","","","5"
"Never","1997","Bavaria","Male","","","","","5"
"Never","1997","Bavaria","Female","","","","","5"
"Never","1997","Berlin","Male","","","","","5"
"Never","1997","Berlin","Female","","","","","5"
"Never","1997","Brandenburg","Male","","","","","5"
"Rarely","1997","Thuringia","Female","","","","","4"
"Rarely","1997","Schleswig-Holstein","Male","","","","","4"
"Rarely","1997","Schleswig-Holstein","Female","","","","","4"
"Rarely","1997","Hamburg","Male","","","","","4"
"Rarely","1997","Hamburg","Female","","","","","4"
"Rarely","1997","Lower Saxony","Male","","","","","4"
"Rarely","1997","Lower Saxony","Female","","","","","4"
"Rarely","1997","Bremen","Male","","","","","4"
"Rarely","1997","Bremen","Female","","","","","4"
"Rarely","1997","North Rhine-Westphalia","Male","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1997","Saxony","Male","","","","","4"
"Rarely","1997","Saxony","Female","","","","","4"
"Rarely","1997","Saxony-Anhalt","Male","","","","","4"
"Rarely","1997","Saxony-Anhalt","Female","","","","","4"
"Rarely","1997","Thuringia","Male","","","","","4"
"Rarely","1997","North Rhine-Westphalia","Female","","","","","4"
"Rarely","1997","Hesse","Male","","","","","4"
"Rarely","1997","Hesse","Female","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","1997","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","1997","Baden-Württemberg","Male","","","","","4"
"Rarely","1997","Baden-Württemberg","Female","","","","","4"
"Rarely","1997","Bavaria","Male","","","","","4"
"Rarely","1997","Brandenburg","Female","","","","","4"
"Rarely","1997","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1997","Brandenburg","Male","","","","","4"
"Rarely","1997","Bavaria","Female","","","","","4"
"Rarely","1997","Berlin","Male","","","","","4"
"Rarely","1997","Berlin","Female","","","","","4"
"Daily","1998","Schleswig-Holstein","Male","6","","","","1"
"Daily","1998","Schleswig-Holstein","Female","6","","","","1"
"Daily","1998","Hamburg","Male","8","","","","1"
"Daily","1998","Hamburg","Female","8","","","","1"
"Daily","1998","Lower Saxony","Male","39","0.0602666623132964","0.0411447864188148","0.0793885382077781","1"
"Daily","1998","Lower Saxony","Female","27","","","","1"
"Daily","1998","Bremen","Male","4","","","","1"
"Daily","1998","Bremen","Female","7","","","","1"
"Daily","1998","North Rhine-Westphalia","Male","103","0.0604252271535608","0.0478080376169552","0.0730424166901664","1"
"Daily","1998","North Rhine-Westphalia","Female","128","0.0724606579059257","0.0592348497612458","0.0856864660506057","1"
"Daily","1998","Hesse","Male","37","0.0850132321154959","0.0596362618111885","0.110390202419803","1"
"Daily","1998","Hesse","Female","27","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","Male","26","","","","1"
"Daily","1998","Rhineland-Palatinate,Saarland","Female","27","","","","1"
"Daily","1998","Baden-Württemberg","Male","101","0.0796087744743833","0.0617244121845451","0.0974931367642214","1"
"Daily","1998","Baden-Württemberg","Female","109","0.075349676338171","0.0584848164330288","0.0922145362433131","1"
"Daily","1998","Bavaria","Male","44","0.0391654871351897","0.0265338379488694","0.05179713632151","1"
"Daily","1998","Bavaria","Female","45","0.0480774528491431","0.0345306481857688","0.0616242575125174","1"
"Daily","1998","Berlin","Male","19","","","","1"
"Daily","1998","Berlin","Female","16","","","","1"
"Daily","1998","Brandenburg","Male","22","","","","1"
"Daily","1998","Brandenburg","Female","11","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","Male","16","","","","1"
"Daily","1998","Mecklenburg-Western Pomerania","Female","16","","","","1"
"Daily","1998","Saxony","Male","31","0.0454554582225898","0.0283702153719392","0.0625407010732403","1"
"Daily","1998","Saxony","Female","22","","","","1"
"Daily","1998","Saxony-Anhalt","Male","24","","","","1"
"Daily","1998","Saxony-Anhalt","Female","20","","","","1"
"Daily","1998","Thuringia","Male","23","","","","1"
"Daily","1998","Thuringia","Female","19","","","","1"
"Min 1x per month","1998","Schleswig-Holstein","Female","60","0.314885726450683","0.248842347351781","0.380929105549584","3"
"Min 1x per month","1998","Hamburg","Male","19","","","","3"
"Min 1x per month","1998","Hamburg","Female","27","","","","3"
"Min 1x per month","1998","Schleswig-Holstein","Male","53","0.314276363858377","0.243009982353953","0.385542745362802","3"
"Min 1x per month","1998","Lower Saxony","Male","207","0.320240821842243","0.282751680441021","0.357729963243464","3"
"Min 1x per month","1998","Lower Saxony","Female","190","0.274521359049804","0.238989971760132","0.310052746339475","3"
"Min 1x per month","1998","Bremen","Male","9","","","","3"
"Min 1x per month","1998","Bremen","Female","15","","","","3"
"Min 1x per month","1998","North Rhine-Westphalia","Male","420","0.317478487395639","0.292829270235865","0.342127704555414","3"
"Min 1x per month","1998","North Rhine-Westphalia","Female","378","0.266310230488571","0.24375978794289","0.288860673034252","3"
"Min 1x per month","1998","Hesse","Male","126","0.271618569875322","0.231147166662271","0.312089973088373","3"
"Min 1x per month","1998","Hesse","Female","136","0.273313127091654","0.233650532139755","0.312975722043553","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Male","106","0.28121368799879","0.236304432714554","0.326122943283027","3"
"Min 1x per month","1998","Rhineland-Palatinate,Saarland","Female","114","0.259180186966266","0.21722378153571","0.301136592396823","3"
"Min 1x per month","1998","Baden-Württemberg","Male","207","0.254222620507685","0.225454038665713","0.282991202349658","3"
"Min 1x per month","1998","Baden-Württemberg","Female","239","0.273436911005692","0.244958318959539","0.301915503051844","3"
"Min 1x per month","1998","Bavaria","Male","258","0.2885260687222","0.259023759046008","0.318028378398392","3"
"Min 1x per month","1998","Bavaria","Female","267","0.265740058570155","0.23776836465001","0.2937117524903","3"
"Min 1x per month","1998","Berlin","Male","79","0.279781781595454","0.224137587884417","0.335425975306492","3"
"Min 1x per month","1998","Berlin","Female","89","0.30301381404413","0.249185302045896","0.356842326042365","3"
"Min 1x per month","1998","Brandenburg","Male","98","0.303241397511649","0.251485220300969","0.354997574722329","3"
