"pli0080","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1996","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1996","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1996","higher vocational","West Germany","","","","","2"
"Min 1x per week","1996","higher vocational","East Germany","","","","","2"
"Min 1x per week","1996","higher education","West Germany","","","","","2"
"Min 1x per week","1996","higher education","East Germany","","","","","2"
"Never","1996","in school","West Germany","","","","","5"
"Never","1996","in school","East Germany","","","","","5"
"Never","1996","inadequately","West Germany","","","","","5"
"Never","1996","inadequately","East Germany","","","","","5"
"Never","1996","general elemantary","West Germany","","","","","5"
"Never","1996","general elemantary","East Germany","","","","","5"
"Never","1996","middle vocational","West Germany","","","","","5"
"Never","1996","middle vocational","East Germany","","","","","5"
"Never","1996","vocational + Abi","West Germany","","","","","5"
"Never","1996","vocational + Abi","East Germany","","","","","5"
"Never","1996","higher vocational","West Germany","","","","","5"
"Never","1996","higher vocational","East Germany","","","","","5"
"Never","1996","higher education","West Germany","","","","","5"
"Never","1996","higher education","East Germany","","","","","5"
"Rarely","1996","in school","West Germany","","","","","4"
"Rarely","1996","in school","East Germany","","","","","4"
"Rarely","1996","inadequately","West Germany","","","","","4"
"Rarely","1996","inadequately","East Germany","","","","","4"
"Rarely","1996","general elemantary","West Germany","","","","","4"
"Rarely","1996","general elemantary","East Germany","","","","","4"
"Rarely","1996","middle vocational","West Germany","","","","","4"
"Rarely","1996","middle vocational","East Germany","","","","","4"
"Rarely","1996","vocational + Abi","West Germany","","","","","4"
"Rarely","1996","vocational + Abi","East Germany","","","","","4"
"Rarely","1996","higher vocational","West Germany","","","","","4"
"Rarely","1996","higher vocational","East Germany","","","","","4"
"Rarely","1996","higher education","West Germany","","","","","4"
"Rarely","1996","higher education","East Germany","","","","","4"
"Daily","1997","in school","West Germany","","","","","1"
"Daily","1997","in school","East Germany","","","","","1"
"Daily","1997","inadequately","West Germany","","","","","1"
"Daily","1997","inadequately","East Germany","","","","","1"
"Daily","1997","general elemantary","West Germany","","","","","1"
"Daily","1997","general elemantary","East Germany","","","","","1"
"Daily","1997","middle vocational","West Germany","","","","","1"
"Daily","1997","middle vocational","East Germany","","","","","1"
"Daily","1997","vocational + Abi","West Germany","","","","","1"
"Daily","1997","vocational + Abi","East Germany","","","","","1"
"Daily","1997","higher vocational","West Germany","","","","","1"
"Daily","1997","higher vocational","East Germany","","","","","1"
"Daily","1997","higher education","West Germany","","","","","1"
"Daily","1997","higher education","East Germany","","","","","1"
"Min 1x per month","1997","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1997","higher vocational","West Germany","","","","","3"
"Min 1x per month","1997","higher vocational","East Germany","","","","","3"
"Min 1x per month","1997","higher education","West Germany","","","","","3"
"Min 1x per month","1997","higher education","East Germany","","","","","3"
"Min 1x per month","1997","in school","West Germany","","","","","3"
"Min 1x per month","1997","in school","East Germany","","","","","3"
"Min 1x per month","1997","inadequately","West Germany","","","","","3"
"Min 1x per month","1997","inadequately","East Germany","","","","","3"
"Min 1x per month","1997","general elemantary","West Germany","","","","","3"
"Min 1x per month","1997","general elemantary","East Germany","","","","","3"
"Min 1x per month","1997","middle vocational","West Germany","","","","","3"
"Min 1x per month","1997","middle vocational","East Germany","","","","","3"
"Min 1x per month","1997","vocational + Abi","West Germany","","","","","3"
"Min 1x per week","1997","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1997","higher vocational","West Germany","","","","","2"
"Min 1x per week","1997","higher vocational","East Germany","","","","","2"
"Min 1x per week","1997","higher education","West Germany","","","","","2"
"Min 1x per week","1997","higher education","East Germany","","","","","2"
"Min 1x per week","1997","in school","West Germany","","","","","2"
"Min 1x per week","1997","in school","East Germany","","","","","2"
"Min 1x per week","1997","inadequately","West Germany","","","","","2"
"Min 1x per week","1997","inadequately","East Germany","","","","","2"
"Min 1x per week","1997","general elemantary","West Germany","","","","","2"
"Min 1x per week","1997","general elemantary","East Germany","","","","","2"
"Min 1x per week","1997","middle vocational","West Germany","","","","","2"
"Min 1x per week","1997","middle vocational","East Germany","","","","","2"
"Min 1x per week","1997","vocational + Abi","West Germany","","","","","2"
"Never","1997","in school","West Germany","","","","","5"
"Never","1997","in school","East Germany","","","","","5"
"Never","1997","inadequately","West Germany","","","","","5"
"Never","1997","inadequately","East Germany","","","","","5"
"Never","1997","general elemantary","West Germany","","","","","5"
"Never","1997","general elemantary","East Germany","","","","","5"
"Never","1997","middle vocational","West Germany","","","","","5"
"Never","1997","middle vocational","East Germany","","","","","5"
"Never","1997","vocational + Abi","West Germany","","","","","5"
"Never","1997","vocational + Abi","East Germany","","","","","5"
"Never","1997","higher vocational","West Germany","","","","","5"
"Never","1997","higher vocational","East Germany","","","","","5"
"Never","1997","higher education","West Germany","","","","","5"
"Never","1997","higher education","East Germany","","","","","5"
"Rarely","1997","vocational + Abi","East Germany","","","","","4"
"Rarely","1997","higher vocational","West Germany","","","","","4"
"Rarely","1997","higher vocational","East Germany","","","","","4"
"Rarely","1997","higher education","West Germany","","","","","4"
"Rarely","1997","higher education","East Germany","","","","","4"
"Rarely","1997","in school","West Germany","","","","","4"
"Rarely","1997","in school","East Germany","","","","","4"
"Rarely","1997","inadequately","West Germany","","","","","4"
"Rarely","1997","inadequately","East Germany","","","","","4"
"Rarely","1997","general elemantary","West Germany","","","","","4"
"Rarely","1997","general elemantary","East Germany","","","","","4"
"Rarely","1997","middle vocational","West Germany","","","","","4"
"Rarely","1997","middle vocational","East Germany","","","","","4"
"Rarely","1997","vocational + Abi","West Germany","","","","","4"
"Daily","1998","in school","West Germany","61","0.266495914310987","0.208596972281","0.324394856340974","1"
"Daily","1998","in school","East Germany","34","0.288234627371885","0.203203811344754","0.373265443399017","1"
"Daily","1998","inadequately","West Germany","68","0.146343579868084","0.112974990415353","0.179712169320816","1"
"Daily","1998","inadequately","East Germany","3","","","","1"
"Daily","1998","general elemantary","West Germany","230","0.0841271077733846","0.0724508476652669","0.0958033678815023","1"
"Daily","1998","general elemantary","East Germany","54","0.120597188024858","0.0877676548828981","0.153426721166817","1"
"Daily","1998","middle vocational","West Germany","288","0.051873494934283","0.0456822985457529","0.0580646913228131","1"
"Daily","1998","middle vocational","East Germany","94","0.0463684290841941","0.0373639710387853","0.0553728871296029","1"
"Daily","1998","vocational + Abi","West Germany","21","","","","1"
"Daily","1998","vocational + Abi","East Germany","3","","","","1"
"Daily","1998","higher vocational","West Germany","20","","","","1"
"Daily","1998","higher vocational","East Germany","1","","","","1"
"Daily","1998","higher education","West Germany","30","0.0286852644267678","0.0188300356287826","0.038540493224753","1"
"Daily","1998","higher education","East Germany","16","","","","1"
"Min 1x per month","1998","vocational + Abi","East Germany","21","","","","3"
"Min 1x per month","1998","higher vocational","West Germany","196","0.322300818779135","0.284461050530544","0.360140587027725","3"
"Min 1x per month","1998","higher vocational","East Germany","76","0.31909143259761","0.259996381599339","0.378186483595881","3"
"Min 1x per month","1998","higher education","West Germany","400","0.355142836785698","0.326888144122331","0.383397529449065","3"
"Min 1x per month","1998","higher education","East Germany","340","0.379373999971834","0.347130867370025","0.411617132573643","3"
"Min 1x per month","1998","in school","West Germany","21","","","","3"
"Min 1x per month","1998","in school","East Germany","10","","","","3"
"Min 1x per month","1998","inadequately","West Germany","86","0.218798937678874","0.179767596636372","0.257830278721376","3"
"Min 1x per month","1998","inadequately","East Germany","3","","","","3"
"Min 1x per month","1998","general elemantary","West Germany","517","0.247570880620265","0.22941569233296","0.26572606890757","3"
"Min 1x per month","1998","general elemantary","East Germany","75","0.235083654420779","0.192335203823398","0.27783210501816","3"
"Min 1x per month","1998","middle vocational","West Germany","1432","0.2830443684944","0.270468381447514","0.295620355541285","3"
"Min 1x per month","1998","middle vocational","East Germany","708","0.326291058727637","0.306214243618168","0.346367873837106","3"
"Min 1x per month","1998","vocational + Abi","West Germany","132","0.278905198880529","0.237049626690047","0.32076077107101","3"
"Min 1x per week","1998","vocational + Abi","East Germany","28","","","","2"
"Min 1x per week","1998","higher vocational","West Germany","242","0.38931960236387","0.349841214601518","0.428797990126222","2"
"Min 1x per week","1998","higher vocational","East Germany","77","0.317055778662301","0.258061540871189","0.376050016453414","2"
"Min 1x per week","1998","higher education","West Germany","485","0.438314192050367","0.40901897058506","0.467609413515675","2"
"Min 1x per week","1998","higher education","East Germany","237","0.272052008145027","0.242481103634875","0.30162291265518","2"
"Min 1x per week","1998","in school","West Germany","132","0.576635550480041","0.511931423447331","0.641339677512751","2"
"Min 1x per week","1998","in school","East Germany","54","0.51383227000511","0.420002944551098","0.607661595459122","2"
"Min 1x per week","1998","inadequately","West Germany","214","0.451392183279154","0.404411701223832","0.498372665334477","2"
"Min 1x per week","1998","inadequately","East Germany","4","","","","2"
"Min 1x per week","1998","general elemantary","West Germany","1001","0.432231425327091","0.411393137884289","0.453069712769893","2"
"Min 1x per week","1998","general elemantary","East Germany","148","0.371382598536358","0.322673940346556","0.42009125672616","2"
"Min 1x per week","1998","middle vocational","West Germany","2208","0.422208180210502","0.408419658790105","0.435996701630899","2"
"Min 1x per week","1998","middle vocational","East Germany","655","0.337318848389663","0.31707333980933","0.357564356969996","2"
"Min 1x per week","1998","vocational + Abi","West Germany","232","0.559581190232369","0.513247885272801","0.605914495191936","2"
"Never","1998","in school","West Germany","2","","","","5"
"Never","1998","in school","East Germany","","","","","5"
"Never","1998","inadequately","West Germany","8","","","","5"
"Never","1998","inadequately","East Germany","","","","","5"
"Never","1998","general elemantary","West Germany","60","0.0354627918405162","0.0276830688489373","0.0432425148320951","5"
"Never","1998","general elemantary","East Germany","20","","","","5"
"Never","1998","middle vocational","West Germany","85","0.0231755310723665","0.0189751200026621","0.0273759421420709","5"
"Never","1998","middle vocational","East Germany","53","0.0324711696485739","0.0248812530937756","0.0400610862033722","5"
"Never","1998","vocational + Abi","West Germany","2","","","","5"
"Never","1998","vocational + Abi","East Germany","","","","","5"
"Never","1998","higher vocational","West Germany","7","","","","5"
"Never","1998","higher vocational","East Germany","7","","","","5"
"Never","1998","higher education","West Germany","12","","","","5"
"Never","1998","higher education","East Germany","10","","","","5"
"Rarely","1998","vocational + Abi","East Germany","16","","","","4"
"Rarely","1998","higher vocational","West Germany","121","0.238836662499924","0.204315237801812","0.273358087198036","4"
"Rarely","1998","higher vocational","East Germany","78","0.300872356417698","0.242726533473652","0.359018179361745","4"
"Rarely","1998","higher education","West Germany","175","0.166902473009518","0.14488656498262","0.188918381036416","4"
"Rarely","1998","higher education","East Germany","267","0.316295893867649","0.285395121430035","0.347196666305264","4"
"Rarely","1998","in school","West Germany","8","","","","4"
"Rarely","1998","in school","East Germany","11","","","","4"
"Rarely","1998","inadequately","West Germany","55","0.162290880763219","0.127480951871672","0.197100809654765","4"
"Rarely","1998","inadequately","East Germany","5","","","","4"
"Rarely","1998","general elemantary","West Germany","363","0.200607794438743","0.183762754866836","0.217452834010649","4"
"Rarely","1998","general elemantary","East Germany","81","0.218621386914592","0.176955630199711","0.260287143629473","4"
"Rarely","1998","middle vocational","West Germany","916","0.219698425288449","0.2081396080847","0.231257242492197","4"
"Rarely","1998","middle vocational","East Germany","585","0.257550494149932","0.238825541318556","0.276275446981308","4"
"Rarely","1998","vocational + Abi","West Germany","54","0.124927661239188","0.0940687869626105","0.155786535515765","4"
"Daily","1999","in school","West Germany","","","","","1"
"Daily","1999","in school","East Germany","","","","","1"
"Daily","1999","inadequately","West Germany","","","","","1"
"Daily","1999","inadequately","East Germany","","","","","1"
"Daily","1999","general elemantary","West Germany","","","","","1"
"Daily","1999","general elemantary","East Germany","","","","","1"
"Daily","1999","middle vocational","West Germany","","","","","1"
"Daily","1999","middle vocational","East Germany","","","","","1"
"Daily","1999","vocational + Abi","West Germany","","","","","1"
"Daily","1999","vocational + Abi","East Germany","","","","","1"
"Daily","1999","higher vocational","West Germany","","","","","1"
"Daily","1999","higher vocational","East Germany","","","","","1"
"Daily","1999","higher education","West Germany","","","","","1"
"Daily","1999","higher education","East Germany","","","","","1"
"Min 1x per month","1999","in school","West Germany","","","","","3"
"Min 1x per month","1999","in school","East Germany","","","","","3"
"Min 1x per month","1999","inadequately","West Germany","","","","","3"
"Min 1x per month","1999","inadequately","East Germany","","","","","3"
"Min 1x per month","1999","general elemantary","West Germany","","","","","3"
"Min 1x per month","1999","general elemantary","East Germany","","","","","3"
"Min 1x per month","1999","middle vocational","West Germany","","","","","3"
"Min 1x per month","1999","middle vocational","East Germany","","","","","3"
"Min 1x per month","1999","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1999","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1999","higher vocational","West Germany","","","","","3"
"Min 1x per month","1999","higher vocational","East Germany","","","","","3"
"Min 1x per month","1999","higher education","West Germany","","","","","3"
"Min 1x per month","1999","higher education","East Germany","","","","","3"
"Min 1x per week","1999","in school","West Germany","","","","","2"
"Min 1x per week","1999","in school","East Germany","","","","","2"
"Min 1x per week","1999","inadequately","West Germany","","","","","2"
"Min 1x per week","1999","inadequately","East Germany","","","","","2"
"Min 1x per week","1999","general elemantary","West Germany","","","","","2"
"Min 1x per week","1999","general elemantary","East Germany","","","","","2"
"Min 1x per week","1999","middle vocational","West Germany","","","","","2"
"Min 1x per week","1999","middle vocational","East Germany","","","","","2"
"Min 1x per week","1999","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1999","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1999","higher vocational","West Germany","","","","","2"
"Min 1x per week","1999","higher vocational","East Germany","","","","","2"
"Min 1x per week","1999","higher education","West Germany","","","","","2"
"Min 1x per week","1999","higher education","East Germany","","","","","2"
"Never","1999","in school","West Germany","","","","","5"
"Never","1999","in school","East Germany","","","","","5"
"Never","1999","inadequately","West Germany","","","","","5"
"Never","1999","inadequately","East Germany","","","","","5"
"Never","1999","general elemantary","West Germany","","","","","5"
"Never","1999","general elemantary","East Germany","","","","","5"
"Never","1999","middle vocational","West Germany","","","","","5"
"Never","1999","middle vocational","East Germany","","","","","5"
"Never","1999","vocational + Abi","West Germany","","","","","5"
"Never","1999","vocational + Abi","East Germany","","","","","5"
"Never","1999","higher vocational","West Germany","","","","","5"
"Never","1999","higher vocational","East Germany","","","","","5"
"Never","1999","higher education","West Germany","","","","","5"
"Never","1999","higher education","East Germany","","","","","5"
"Rarely","1999","in school","West Germany","","","","","4"
"Rarely","1999","in school","East Germany","","","","","4"
"Rarely","1999","inadequately","West Germany","","","","","4"
"Rarely","1999","inadequately","East Germany","","","","","4"
"Rarely","1999","general elemantary","West Germany","","","","","4"
"Rarely","1999","general elemantary","East Germany","","","","","4"
"Rarely","1999","middle vocational","West Germany","","","","","4"
"Rarely","1999","middle vocational","East Germany","","","","","4"
"Rarely","1999","vocational + Abi","West Germany","","","","","4"
"Rarely","1999","vocational + Abi","East Germany","","","","","4"
"Rarely","1999","higher vocational","West Germany","","","","","4"
"Rarely","1999","higher vocational","East Germany","","","","","4"
"Rarely","1999","higher education","West Germany","","","","","4"
"Rarely","1999","higher education","East Germany","","","","","4"
"Daily","2000","in school","West Germany","","","","","1"
"Daily","2000","in school","East Germany","","","","","1"
"Daily","2000","inadequately","West Germany","","","","","1"
"Daily","2000","inadequately","East Germany","","","","","1"
"Daily","2000","general elemantary","West Germany","","","","","1"
"Daily","2000","general elemantary","East Germany","","","","","1"
"Daily","2000","middle vocational","West Germany","","","","","1"
"Daily","2000","middle vocational","East Germany","","","","","1"
"Daily","2000","vocational + Abi","West Germany","","","","","1"
"Daily","2000","vocational + Abi","East Germany","","","","","1"
"Daily","2000","higher vocational","West Germany","","","","","1"
"Daily","2000","higher vocational","East Germany","","","","","1"
"Daily","2000","higher education","West Germany","","","","","1"
"Daily","2000","higher education","East Germany","","","","","1"
"Min 1x per month","2000","in school","West Germany","","","","","3"
"Min 1x per month","2000","in school","East Germany","","","","","3"
"Min 1x per month","2000","inadequately","West Germany","","","","","3"
"Min 1x per month","2000","inadequately","East Germany","","","","","3"
"Min 1x per month","2000","general elemantary","West Germany","","","","","3"
"Min 1x per month","2000","general elemantary","East Germany","","","","","3"
"Min 1x per month","2000","middle vocational","West Germany","","","","","3"
"Min 1x per month","2000","middle vocational","East Germany","","","","","3"
"Min 1x per month","2000","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2000","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2000","higher vocational","West Germany","","","","","3"
"Min 1x per month","2000","higher vocational","East Germany","","","","","3"
"Min 1x per month","2000","higher education","West Germany","","","","","3"
"Min 1x per month","2000","higher education","East Germany","","","","","3"
"Min 1x per week","2000","in school","West Germany","","","","","2"
"Min 1x per week","2000","in school","East Germany","","","","","2"
"Min 1x per week","2000","inadequately","West Germany","","","","","2"
"Min 1x per week","2000","inadequately","East Germany","","","","","2"
"Min 1x per week","2000","general elemantary","West Germany","","","","","2"
"Min 1x per week","2000","general elemantary","East Germany","","","","","2"
"Min 1x per week","2000","middle vocational","West Germany","","","","","2"
"Min 1x per week","2000","middle vocational","East Germany","","","","","2"
"Min 1x per week","2000","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2000","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2000","higher vocational","West Germany","","","","","2"
"Min 1x per week","2000","higher vocational","East Germany","","","","","2"
"Min 1x per week","2000","higher education","West Germany","","","","","2"
"Min 1x per week","2000","higher education","East Germany","","","","","2"
"Never","2000","in school","West Germany","","","","","5"
"Never","2000","in school","East Germany","","","","","5"
"Never","2000","inadequately","West Germany","","","","","5"
"Never","2000","inadequately","East Germany","","","","","5"
"Never","2000","general elemantary","West Germany","","","","","5"
"Never","2000","general elemantary","East Germany","","","","","5"
"Never","2000","middle vocational","West Germany","","","","","5"
"Never","2000","middle vocational","East Germany","","","","","5"
"Never","2000","vocational + Abi","West Germany","","","","","5"
"Never","2000","vocational + Abi","East Germany","","","","","5"
"Never","2000","higher vocational","West Germany","","","","","5"
"Never","2000","higher vocational","East Germany","","","","","5"
"Never","2000","higher education","West Germany","","","","","5"
"Never","2000","higher education","East Germany","","","","","5"
"Rarely","2000","in school","West Germany","","","","","4"
"Rarely","2000","in school","East Germany","","","","","4"
"Rarely","2000","inadequately","West Germany","","","","","4"
"Rarely","2000","inadequately","East Germany","","","","","4"
"Rarely","2000","general elemantary","West Germany","","","","","4"
"Rarely","2000","general elemantary","East Germany","","","","","4"
"Rarely","2000","middle vocational","West Germany","","","","","4"
"Rarely","2000","middle vocational","East Germany","","","","","4"
"Rarely","2000","vocational + Abi","West Germany","","","","","4"
"Rarely","2000","vocational + Abi","East Germany","","","","","4"
"Rarely","2000","higher vocational","West Germany","","","","","4"
"Rarely","2000","higher vocational","East Germany","","","","","4"
"Rarely","2000","higher education","West Germany","","","","","4"
"Rarely","2000","higher education","East Germany","","","","","4"
"Daily","2001","in school","West Germany","","","","","1"
"Daily","2001","in school","East Germany","","","","","1"
"Daily","2001","inadequately","West Germany","","","","","1"
"Daily","2001","inadequately","East Germany","","","","","1"
"Daily","2001","general elemantary","West Germany","","","","","1"
"Daily","2001","general elemantary","East Germany","","","","","1"
"Daily","2001","middle vocational","West Germany","","","","","1"
"Daily","2001","middle vocational","East Germany","","","","","1"
"Daily","2001","vocational + Abi","West Germany","","","","","1"
"Daily","2001","vocational + Abi","East Germany","","","","","1"
"Daily","2001","higher vocational","West Germany","","","","","1"
"Daily","2001","higher vocational","East Germany","","","","","1"
"Daily","2001","higher education","West Germany","","","","","1"
"Daily","2001","higher education","East Germany","","","","","1"
"Min 1x per month","2001","in school","West Germany","","","","","3"
"Min 1x per month","2001","in school","East Germany","","","","","3"
"Min 1x per month","2001","inadequately","West Germany","","","","","3"
"Min 1x per month","2001","inadequately","East Germany","","","","","3"
"Min 1x per month","2001","general elemantary","West Germany","","","","","3"
"Min 1x per month","2001","general elemantary","East Germany","","","","","3"
"Min 1x per month","2001","middle vocational","West Germany","","","","","3"
"Min 1x per month","2001","middle vocational","East Germany","","","","","3"
"Min 1x per month","2001","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2001","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2001","higher vocational","West Germany","","","","","3"
"Min 1x per month","2001","higher vocational","East Germany","","","","","3"
"Min 1x per month","2001","higher education","West Germany","","","","","3"
"Min 1x per month","2001","higher education","East Germany","","","","","3"
"Min 1x per week","2001","middle vocational","East Germany","","","","","2"
"Min 1x per week","2001","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2001","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2001","higher vocational","West Germany","","","","","2"
"Min 1x per week","2001","higher vocational","East Germany","","","","","2"
"Min 1x per week","2001","higher education","West Germany","","","","","2"
"Min 1x per week","2001","higher education","East Germany","","","","","2"
"Min 1x per week","2001","in school","West Germany","","","","","2"
"Min 1x per week","2001","in school","East Germany","","","","","2"
"Min 1x per week","2001","inadequately","West Germany","","","","","2"
"Min 1x per week","2001","inadequately","East Germany","","","","","2"
"Min 1x per week","2001","general elemantary","West Germany","","","","","2"
"Min 1x per week","2001","general elemantary","East Germany","","","","","2"
"Min 1x per week","2001","middle vocational","West Germany","","","","","2"
"Never","2001","in school","West Germany","","","","","5"
"Never","2001","in school","East Germany","","","","","5"
"Never","2001","inadequately","West Germany","","","","","5"
"Never","2001","inadequately","East Germany","","","","","5"
"Never","2001","general elemantary","West Germany","","","","","5"
"Never","2001","general elemantary","East Germany","","","","","5"
"Never","2001","middle vocational","West Germany","","","","","5"
"Never","2001","middle vocational","East Germany","","","","","5"
"Never","2001","vocational + Abi","West Germany","","","","","5"
"Never","2001","vocational + Abi","East Germany","","","","","5"
"Never","2001","higher vocational","West Germany","","","","","5"
"Never","2001","higher vocational","East Germany","","","","","5"
"Never","2001","higher education","West Germany","","","","","5"
"Never","2001","higher education","East Germany","","","","","5"
"Rarely","2001","in school","West Germany","","","","","4"
"Rarely","2001","in school","East Germany","","","","","4"
"Rarely","2001","inadequately","West Germany","","","","","4"
"Rarely","2001","inadequately","East Germany","","","","","4"
"Rarely","2001","general elemantary","West Germany","","","","","4"
"Rarely","2001","general elemantary","East Germany","","","","","4"
"Rarely","2001","middle vocational","West Germany","","","","","4"
"Rarely","2001","middle vocational","East Germany","","","","","4"
"Rarely","2001","vocational + Abi","West Germany","","","","","4"
"Rarely","2001","vocational + Abi","East Germany","","","","","4"
"Rarely","2001","higher vocational","West Germany","","","","","4"
"Rarely","2001","higher vocational","East Germany","","","","","4"
"Rarely","2001","higher education","West Germany","","","","","4"
"Rarely","2001","higher education","East Germany","","","","","4"
"Daily","2002","in school","West Germany","","","","","1"
"Daily","2002","in school","East Germany","","","","","1"
"Daily","2002","inadequately","West Germany","","","","","1"
"Daily","2002","inadequately","East Germany","","","","","1"
"Daily","2002","general elemantary","West Germany","","","","","1"
"Daily","2002","general elemantary","East Germany","","","","","1"
"Daily","2002","middle vocational","West Germany","","","","","1"
"Daily","2002","middle vocational","East Germany","","","","","1"
"Daily","2002","vocational + Abi","West Germany","","","","","1"
"Daily","2002","vocational + Abi","East Germany","","","","","1"
"Daily","2002","higher vocational","West Germany","","","","","1"
"Daily","2002","higher vocational","East Germany","","","","","1"
"Daily","2002","higher education","West Germany","","","","","1"
"Daily","2002","higher education","East Germany","","","","","1"
"Min 1x per month","2002","in school","East Germany","","","","","3"
"Min 1x per month","2002","inadequately","West Germany","","","","","3"
"Min 1x per month","2002","inadequately","East Germany","","","","","3"
"Min 1x per month","2002","general elemantary","West Germany","","","","","3"
"Min 1x per month","2002","general elemantary","East Germany","","","","","3"
"Min 1x per month","2002","middle vocational","West Germany","","","","","3"
"Min 1x per month","2002","middle vocational","East Germany","","","","","3"
"Min 1x per month","2002","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","2002","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","2002","in school","West Germany","","","","","3"
"Min 1x per month","2002","higher vocational","West Germany","","","","","3"
"Min 1x per month","2002","higher vocational","East Germany","","","","","3"
"Min 1x per month","2002","higher education","West Germany","","","","","3"
"Min 1x per month","2002","higher education","East Germany","","","","","3"
"Min 1x per week","2002","in school","West Germany","","","","","2"
"Min 1x per week","2002","in school","East Germany","","","","","2"
"Min 1x per week","2002","inadequately","West Germany","","","","","2"
"Min 1x per week","2002","inadequately","East Germany","","","","","2"
"Min 1x per week","2002","general elemantary","West Germany","","","","","2"
"Min 1x per week","2002","general elemantary","East Germany","","","","","2"
"Min 1x per week","2002","middle vocational","West Germany","","","","","2"
"Min 1x per week","2002","middle vocational","East Germany","","","","","2"
"Min 1x per week","2002","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","2002","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","2002","higher vocational","West Germany","","","","","2"
"Min 1x per week","2002","higher vocational","East Germany","","","","","2"
"Min 1x per week","2002","higher education","West Germany","","","","","2"
"Min 1x per week","2002","higher education","East Germany","","","","","2"
"Never","2002","in school","West Germany","","","","","5"
"Never","2002","in school","East Germany","","","","","5"
"Never","2002","inadequately","West Germany","","","","","5"
"Never","2002","inadequately","East Germany","","","","","5"
"Never","2002","general elemantary","West Germany","","","","","5"
"Never","2002","general elemantary","East Germany","","","","","5"
"Never","2002","middle vocational","West Germany","","","","","5"
"Never","2002","middle vocational","East Germany","","","","","5"
"Never","2002","vocational + Abi","West Germany","","","","","5"
"Never","2002","vocational + Abi","East Germany","","","","","5"
"Never","2002","higher vocational","West Germany","","","","","5"
"Never","2002","higher vocational","East Germany","","","","","5"
"Never","2002","higher education","West Germany","","","","","5"
"Never","2002","higher education","East Germany","","","","","5"
"Rarely","2002","in school","West Germany","","","","","4"
"Rarely","2002","in school","East Germany","","","","","4"
"Rarely","2002","inadequately","West Germany","","","","","4"
"Rarely","2002","inadequately","East Germany","","","","","4"
"Rarely","2002","general elemantary","West Germany","","","","","4"
"Rarely","2002","general elemantary","East Germany","","","","","4"
"Rarely","2002","middle vocational","West Germany","","","","","4"
"Rarely","2002","middle vocational","East Germany","","","","","4"
"Rarely","2002","vocational + Abi","West Germany","","","","","4"
"Rarely","2002","vocational + Abi","East Germany","","","","","4"
"Rarely","2002","higher vocational","West Germany","","","","","4"
"Rarely","2002","higher vocational","East Germany","","","","","4"
"Rarely","2002","higher education","West Germany","","","","","4"
"Rarely","2002","higher education","East Germany","","","","","4"
"Daily","2003","in school","West Germany","123","0.271146628973538","0.230163882284216","0.312129375662861","1"
"Daily","2003","in school","East Germany","47","0.267168087955364","0.199030765814533","0.335305410096194","1"
"Daily","2003","inadequately","West Germany","21","","","","1"
"Daily","2003","inadequately","East Germany","1","","","","1"
"Daily","2003","general elemantary","West Germany","200","0.0775785875457631","0.0667329682214295","0.0884242068700968","1"
"Daily","2003","general elemantary","East Germany","41","0.079074268327384","0.0531425485048244","0.105005988149944","1"
"Daily","2003","middle vocational","West Germany","321","0.0374853239748223","0.0334038151269136","0.0415668328227311","1"
"Daily","2003","middle vocational","East Germany","103","0.0390778953394594","0.0319232638236167","0.046232526855302","1"
"Daily","2003","vocational + Abi","West Germany","30","0.0380595463451476","0.0262999202643838","0.0498191724259114","1"
"Daily","2003","vocational + Abi","East Germany","6","","","","1"
"Daily","2003","higher vocational","West Germany","39","0.0280836043825199","0.0188769016956105","0.0372903070694293","1"
"Daily","2003","higher vocational","East Germany","14","","","","1"
"Daily","2003","higher education","West Germany","73","0.0255536295177705","0.0199644151601021","0.0311428438754388","1"
"Daily","2003","higher education","East Germany","19","","","","1"
"Min 1x per month","2003","in school","East Germany","23","","","","3"
"Min 1x per month","2003","inadequately","West Germany","67","0.260715163707545","0.206724299691812","0.314706027723279","3"
"Min 1x per month","2003","inadequately","East Germany","3","","","","3"
