"pli0080","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Never","1994","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1994","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1994","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1994","Saxony","no migration background","","","",""
"Never","1994","Saxony","direct migration background","","","",""
"Never","1994","Saxony","indirect migration background","","","",""
"Never","1994","Saxony-Anhalt","no migration background","","","",""
"Never","1994","Saxony-Anhalt","direct migration background","","","",""
"Never","1994","Saxony-Anhalt","indirect migration background","","","",""
"Never","1994","Thuringia","no migration background","","","",""
"Never","1994","Thuringia","direct migration background","","","",""
"Never","1994","Thuringia","indirect migration background","","","",""
"Daily","1995","Schleswig-Holstein","no migration background","11","","",""
"Daily","1995","Schleswig-Holstein","direct migration background","1","","",""
"Daily","1995","Schleswig-Holstein","indirect migration background","1","","",""
"Daily","1995","Hamburg","no migration background","4","","",""
"Daily","1995","Hamburg","direct migration background","1","","",""
"Daily","1995","Hamburg","indirect migration background","4","","",""
"Daily","1995","Lower Saxony","no migration background","41","0.0530376912295448","0.0374983231675998","0.0685770592914898"
"Daily","1995","Lower Saxony","direct migration background","18","","",""
"Daily","1995","Lower Saxony","indirect migration background","8","","",""
"Daily","1995","Bremen","no migration background","5","","",""
"Daily","1995","Bremen","direct migration background","1","","",""
"Daily","1995","Bremen","indirect migration background","","","",""
"Daily","1995","North Rhine-Westphalia","no migration background","107","0.0638366849837274","0.0523535709438768","0.075319799023578"
"Daily","1995","North Rhine-Westphalia","direct migration background","69","0.0814361022258428","0.0610287471376067","0.101843457314079"
"Daily","1995","North Rhine-Westphalia","indirect migration background","37","0.269407849405779","0.199109520861605","0.339706177949953"
"Daily","1995","Hesse","no migration background","25","","",""
"Daily","1995","Hesse","direct migration background","27","","",""
"Daily","1995","Hesse","indirect migration background","9","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","no migration background","34","0.0712456694095115","0.0490507842733806","0.0934405545456425"
"Daily","1995","Rhineland-Palatinate,Saarland","direct migration background","20","","",""
"Daily","1995","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Daily","1995","Baden-Württemberg","no migration background","50","0.0464010272355661","0.0332646182670162","0.0595374362041161"
"Daily","1995","Baden-Württemberg","direct migration background","79","0.122678934338792","0.0982002641019822","0.147157604575602"
"Daily","1995","Baden-Württemberg","indirect migration background","38","0.269009804135364","0.192486614125319","0.345532994145409"
"Daily","1995","Bavaria","no migration background","36","0.0343694393065748","0.0241258613546784","0.0446130172584711"
"Daily","1995","Bavaria","direct migration background","14","","",""
"Daily","1995","Bavaria","indirect migration background","10","","",""
"Daily","1995","Berlin","no migration background","19","","",""
"Daily","1995","Berlin","direct migration background","9","","",""
"Daily","1995","Berlin","indirect migration background","5","","",""
"Daily","1995","Brandenburg","no migration background","36","0.0676359655145763","0.047002434217083","0.0882694968120697"
"Daily","1995","Brandenburg","direct migration background","1","","",""
"Daily","1995","Brandenburg","indirect migration background","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","no migration background","24","","",""
"Daily","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1995","Saxony","no migration background","49","0.0505490921623812","0.0373044670488538","0.0637937172759086"
"Daily","1995","Saxony","direct migration background","","","",""
"Daily","1995","Saxony","indirect migration background","2","","",""
"Daily","1995","Saxony-Anhalt","no migration background","42","0.0655917629145523","0.0466180555632158","0.0845654702658888"
"Daily","1995","Saxony-Anhalt","direct migration background","4","","",""
"Daily","1995","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1995","Thuringia","no migration background","31","0.0481909559113495","0.0313463841267351","0.065035527695964"
"Daily","1995","Thuringia","direct migration background","1","","",""
"Daily","1995","Thuringia","indirect migration background","","","",""
"Min 1x per week","1995","Schleswig-Holstein","no migration background","107","0.444394065169841","0.3819181656942","0.506869964645483"
"Min 1x per week","1995","Schleswig-Holstein","direct migration background","15","","",""
"Min 1x per week","1995","Schleswig-Holstein","indirect migration background","5","","",""
"Min 1x per week","1995","Hamburg","no migration background","44","0.385120426919873","0.287266198168989","0.482974655670756"
"Min 1x per week","1995","Hamburg","direct migration background","17","","",""
"Min 1x per week","1995","Hamburg","indirect migration background","4","","",""
"Min 1x per week","1995","Lower Saxony","no migration background","331","0.385994675910788","0.352238641024328","0.419750710797248"
"Min 1x per week","1995","Lower Saxony","direct migration background","113","0.498937637089288","0.431632349454425","0.566242924724151"
"Min 1x per week","1995","Lower Saxony","indirect migration background","16","","",""
"Min 1x per week","1995","Bremen","no migration background","35","0.443590577396987","0.329624643108487","0.557556511685488"
"Min 1x per week","1995","Bremen","direct migration background","10","","",""
"Min 1x per week","1995","Bremen","indirect migration background","2","","",""
"Min 1x per week","1995","North Rhine-Westphalia","no migration background","746","0.416425202857073","0.393269099875874","0.439581305838273"
"Min 1x per week","1995","North Rhine-Westphalia","direct migration background","335","0.424086069785876","0.387211298023076","0.460960841548676"
"Min 1x per week","1995","North Rhine-Westphalia","indirect migration background","76","0.405886399719906","0.328075690744178","0.483697108695634"
"Min 1x per week","1995","Hesse","no migration background","254","0.438287763671698","0.397837553066473","0.478737974276923"
"Min 1x per week","1995","Hesse","direct migration background","177","0.494977370170636","0.440452464695336","0.549502275645935"
"Min 1x per week","1995","Hesse","indirect migration background","32","0.607871008883074","0.471170464969293","0.744571552796854"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","no migration background","215","0.386015864510475","0.344010535383221","0.428021193637729"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","direct migration background","86","0.462706075738241","0.389865997372818","0.535546154103664"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Min 1x per week","1995","Baden-Württemberg","no migration background","397","0.382031358493069","0.351688066174594","0.412374650811545"
"Min 1x per week","1995","Baden-Württemberg","direct migration background","359","0.394958153140158","0.358483447653755","0.431432858626562"
"Min 1x per week","1995","Baden-Württemberg","indirect migration background","75","0.532779814933732","0.446682835398288","0.618876794469176"
"Min 1x per week","1995","Bavaria","no migration background","489","0.386436784827002","0.359057075109907","0.413816494544096"
"Min 1x per week","1995","Bavaria","direct migration background","236","0.538903954495615","0.489869175563107","0.587938733428123"
"Min 1x per week","1995","Bavaria","indirect migration background","50","0.565750477056136","0.457136619882325","0.674364334229946"
"Min 1x per week","1995","Berlin","no migration background","180","0.395581741285296","0.35065247780875","0.440511004761843"
"Min 1x per week","1995","Berlin","direct migration background","53","0.451409952380466","0.352378818630017","0.550441086130915"
"Min 1x per week","1995","Berlin","indirect migration background","11","","",""
"Min 1x per week","1995","Brandenburg","no migration background","160","0.313037282184529","0.274934510007811","0.351140054361248"
"Min 1x per week","1995","Brandenburg","direct migration background","6","","",""
"Min 1x per week","1995","Brandenburg","indirect migration background","1","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","no migration background","126","0.32947426106305","0.283239213294197","0.375709308831902"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"Min 1x per week","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1995","Saxony","no migration background","278","0.266936302885018","0.240192607927435","0.2936799978426"
"Min 1x per week","1995","Saxony","direct migration background","12","","",""
"Min 1x per week","1995","Saxony","indirect migration background","","","",""
"Min 1x per week","1995","Saxony-Anhalt","no migration background","212","0.343796398520358","0.307394068459576","0.38019872858114"
"Min 1x per week","1995","Saxony-Anhalt","direct migration background","11","","",""
"Min 1x per week","1995","Saxony-Anhalt","indirect migration background","2","","",""
"Min 1x per week","1995","Thuringia","no migration background","195","0.326283261933256","0.289407724609079","0.363158799257433"
"Min 1x per week","1995","Thuringia","direct migration background","4","","",""
"Min 1x per week","1995","Thuringia","indirect migration background","3","","",""
"Min 1x per month","1995","Schleswig-Holstein","no migration background","83","0.308857688888654","0.250766815863365","0.366948561913942"
"Min 1x per month","1995","Schleswig-Holstein","direct migration background","13","","",""
"Min 1x per month","1995","Schleswig-Holstein","indirect migration background","1","","",""
"Min 1x per month","1995","Hamburg","no migration background","31","0.354898326704628","0.258681207789996","0.45111544561926"
"Min 1x per month","1995","Hamburg","direct migration background","9","","",""
"Min 1x per month","1995","Hamburg","indirect migration background","","","",""
"Min 1x per month","1995","Lower Saxony","no migration background","263","0.330372414050221","0.297759225747265","0.362985602353177"
"Min 1x per month","1995","Lower Saxony","direct migration background","56","0.261020919632744","0.201900992462458","0.32014084680303"
"Min 1x per month","1995","Lower Saxony","indirect migration background","8","","",""
"Min 1x per month","1995","Bremen","no migration background","20","","",""
"Min 1x per month","1995","Bremen","direct migration background","8","","",""
"Min 1x per month","1995","Bremen","indirect migration background","","","",""
"Min 1x per month","1995","North Rhine-Westphalia","no migration background","559","0.321476243810847","0.29953780712377","0.343414680497925"
"Min 1x per month","1995","North Rhine-Westphalia","direct migration background","190","0.289334511069878","0.25550028259029","0.323168739549466"
"Min 1x per month","1995","North Rhine-Westphalia","indirect migration background","24","","",""
"Min 1x per month","1995","Hesse","no migration background","166","0.260724950108069","0.224933566049695","0.296516334166443"
"Min 1x per month","1995","Hesse","direct migration background","58","0.262848963959053","0.214844877998924","0.310853049919183"
"Min 1x per month","1995","Hesse","indirect migration background","6","","",""
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","no migration background","136","0.250497570589407","0.213111353642297","0.287883787536517"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","direct migration background","36","0.21395999792395","0.154049841291543","0.273870154556356"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Min 1x per month","1995","Baden-Württemberg","no migration background","309","0.319587715544282","0.290466393478703","0.348709037609861"
"Min 1x per month","1995","Baden-Württemberg","direct migration background","160","0.312931137246483","0.278333370334532","0.347528904158434"
"Min 1x per month","1995","Baden-Württemberg","indirect migration background","12","","",""
"Min 1x per month","1995","Bavaria","no migration background","382","0.302738280384639","0.276904287642231","0.328572273127047"
"Min 1x per month","1995","Bavaria","direct migration background","98","0.273772207070783","0.229910659694534","0.317633754447032"
"Min 1x per month","1995","Bavaria","indirect migration background","13","","",""
"Min 1x per month","1995","Berlin","no migration background","167","0.378925326345442","0.334350350217104","0.423500302473781"
"Min 1x per month","1995","Berlin","direct migration background","25","","",""
"Min 1x per month","1995","Berlin","indirect migration background","","","",""
"Min 1x per month","1995","Brandenburg","no migration background","165","0.263010626628619","0.226835570075619","0.299185683181618"
"Min 1x per month","1995","Brandenburg","direct migration background","5","","",""
"Min 1x per month","1995","Brandenburg","indirect migration background","1","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","no migration background","132","0.305049707190957","0.259758383357398","0.350341031024516"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Min 1x per month","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Min 1x per month","1995","Saxony","no migration background","342","0.304814148995736","0.27698404966495","0.332644248326523"
"Min 1x per month","1995","Saxony","direct migration background","12","","",""
"Min 1x per month","1995","Saxony","indirect migration background","1","","",""
"Min 1x per month","1995","Saxony-Anhalt","no migration background","195","0.281293331276605","0.246833371013534","0.315753291539675"
"Min 1x per month","1995","Saxony-Anhalt","direct migration background","5","","",""
"Min 1x per month","1995","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1995","Thuringia","no migration background","194","0.293165943712904","0.257363078533673","0.328968808892134"
"Min 1x per month","1995","Thuringia","direct migration background","12","","",""
"Min 1x per month","1995","Thuringia","indirect migration background","","","",""
"Rarely","1995","Schleswig-Holstein","no migration background","38","0.181539207010006","0.133074107219933","0.23000430680008"
"Rarely","1995","Schleswig-Holstein","direct migration background","3","","",""
"Rarely","1995","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1995","Hamburg","no migration background","13","","",""
"Rarely","1995","Hamburg","direct migration background","2","","",""
"Rarely","1995","Hamburg","indirect migration background","","","",""
"Rarely","1995","Lower Saxony","no migration background","153","0.212858886378331","0.184476631704563","0.241241141052098"
"Rarely","1995","Lower Saxony","direct migration background","20","","",""
"Rarely","1995","Lower Saxony","indirect migration background","3","","",""
"Rarely","1995","Bremen","no migration background","11","","",""
"Rarely","1995","Bremen","direct migration background","","","",""
"Rarely","1995","Bremen","indirect migration background","1","","",""
"Rarely","1995","North Rhine-Westphalia","no migration background","299","0.179151000883964","0.161137838612902","0.197164163155026"
"Rarely","1995","North Rhine-Westphalia","direct migration background","83","0.175030465056059","0.146677445041051","0.203383485071067"
"Rarely","1995","North Rhine-Westphalia","indirect migration background","12","","",""
"Rarely","1995","Hesse","no migration background","108","0.203503018951658","0.170681273953362","0.236324763949955"
"Rarely","1995","Hesse","direct migration background","41","0.131070234333606","0.0942665578011269","0.167873910866085"
"Rarely","1995","Hesse","indirect migration background","2","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","no migration background","107","0.219066349526596","0.183378683636049","0.254754015417143"
"Rarely","1995","Rhineland-Palatinate,Saarland","direct migration background","26","","",""
"Rarely","1995","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Rarely","1995","Baden-Württemberg","no migration background","203","0.225047113936411","0.198967308345454","0.251126919527369"
"Rarely","1995","Baden-Württemberg","direct migration background","74","0.13556337141822","0.110020994658431","0.161105748178009"
"Rarely","1995","Baden-Württemberg","indirect migration background","3","","",""
"Rarely","1995","Bavaria","no migration background","279","0.244267609646959","0.22010872325949","0.268426496034428"
"Rarely","1995","Bavaria","direct migration background","45","0.132359784475622","0.0990247660068339","0.165694802944409"
"Rarely","1995","Bavaria","indirect migration background","7","","",""
"Rarely","1995","Berlin","no migration background","76","0.161478724255197","0.12766779626898","0.195289652241414"
"Rarely","1995","Berlin","direct migration background","10","","",""
"Rarely","1995","Berlin","indirect migration background","","","",""
"Rarely","1995","Brandenburg","no migration background","190","0.327945854883378","0.289371811654894","0.366519898111862"
"Rarely","1995","Brandenburg","direct migration background","4","","",""
"Rarely","1995","Brandenburg","indirect migration background","","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","no migration background","106","0.26804492172471","0.224473789692257","0.311616053757162"
"Rarely","1995","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Rarely","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Rarely","1995","Saxony","no migration background","330","0.302827460323185","0.275048595364682","0.330606325281687"
"Rarely","1995","Saxony","direct migration background","17","","",""
"Rarely","1995","Saxony","indirect migration background","2","","",""
"Rarely","1995","Saxony-Anhalt","no migration background","177","0.237179033843582","0.204579703772873","0.269778363914291"
"Rarely","1995","Saxony-Anhalt","direct migration background","11","","",""
"Rarely","1995","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1995","Thuringia","no migration background","178","0.268079270767321","0.233240250668696","0.302918290865946"
"Rarely","1995","Thuringia","direct migration background","7","","",""
"Rarely","1995","Thuringia","indirect migration background","1","","",""
"Never","1995","Schleswig-Holstein","no migration background","4","","",""
"Never","1995","Schleswig-Holstein","direct migration background","1","","",""
"Never","1995","Schleswig-Holstein","indirect migration background","","","",""
"Never","1995","Hamburg","no migration background","3","","",""
"Never","1995","Hamburg","direct migration background","","","",""
"Never","1995","Hamburg","indirect migration background","","","",""
"Never","1995","Lower Saxony","no migration background","11","","",""
"Never","1995","Lower Saxony","direct migration background","5","","",""
"Never","1995","Lower Saxony","indirect migration background","","","",""
"Never","1995","Bremen","no migration background","2","","",""
"Never","1995","Bremen","direct migration background","1","","",""
"Never","1995","Bremen","indirect migration background","","","",""
"Never","1995","North Rhine-Westphalia","no migration background","30","0.0191108674643875","0.0126795660026603","0.0255421689261147"
"Never","1995","North Rhine-Westphalia","direct migration background","13","","",""
"Never","1995","North Rhine-Westphalia","indirect migration background","4","","",""
"Never","1995","Hesse","no migration background","25","","",""
"Never","1995","Hesse","direct migration background","20","","",""
"Never","1995","Hesse","indirect migration background","","","",""
"Never","1995","Rhineland-Palatinate,Saarland","no migration background","24","","",""
"Never","1995","Rhineland-Palatinate,Saarland","direct migration background","12","","",""
"Never","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1995","Baden-Württemberg","no migration background","26","","",""
"Never","1995","Baden-Württemberg","direct migration background","18","","",""
"Never","1995","Baden-Württemberg","indirect migration background","1","","",""
"Never","1995","Bavaria","no migration background","29","","",""
"Never","1995","Bavaria","direct migration background","4","","",""
"Never","1995","Bavaria","indirect migration background","","","",""
"Never","1995","Berlin","no migration background","13","","",""
"Never","1995","Berlin","direct migration background","","","",""
"Never","1995","Berlin","indirect migration background","","","",""
"Never","1995","Brandenburg","no migration background","18","","",""
"Never","1995","Brandenburg","direct migration background","1","","",""
"Never","1995","Brandenburg","indirect migration background","","","",""
"Never","1995","Mecklenburg-Western Pomerania","no migration background","9","","",""
"Never","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1995","Saxony","no migration background","52","0.0748729956336801","0.0589615361680292","0.0907844550993309"
"Never","1995","Saxony","direct migration background","1","","",""
"Never","1995","Saxony","indirect migration background","","","",""
"Never","1995","Saxony-Anhalt","no migration background","28","","",""
"Never","1995","Saxony-Anhalt","direct migration background","3","","",""
"Never","1995","Saxony-Anhalt","indirect migration background","","","",""
"Never","1995","Thuringia","no migration background","23","","",""
"Never","1995","Thuringia","direct migration background","1","","",""
"Never","1995","Thuringia","indirect migration background","","","",""
"Daily","1996","Schleswig-Holstein","no migration background","","","",""
"Daily","1996","Schleswig-Holstein","direct migration background","","","",""
"Daily","1996","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1996","Hamburg","no migration background","","","",""
"Daily","1996","Hamburg","direct migration background","","","",""
"Daily","1996","Hamburg","indirect migration background","","","",""
"Daily","1996","Lower Saxony","no migration background","","","",""
"Daily","1996","Lower Saxony","direct migration background","","","",""
"Daily","1996","Lower Saxony","indirect migration background","","","",""
"Daily","1996","Bremen","no migration background","","","",""
"Daily","1996","Bremen","direct migration background","","","",""
"Daily","1996","Bremen","indirect migration background","","","",""
"Daily","1996","North Rhine-Westphalia","no migration background","","","",""
"Daily","1996","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1996","Hesse","no migration background","","","",""
"Daily","1996","Hesse","direct migration background","","","",""
"Daily","1996","Hesse","indirect migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1996","Baden-Württemberg","no migration background","","","",""
"Daily","1996","Baden-Württemberg","direct migration background","","","",""
"Daily","1996","Baden-Württemberg","indirect migration background","","","",""
"Daily","1996","Bavaria","no migration background","","","",""
"Daily","1996","Bavaria","direct migration background","","","",""
"Daily","1996","Bavaria","indirect migration background","","","",""
"Daily","1996","Berlin","no migration background","","","",""
"Daily","1996","Berlin","direct migration background","","","",""
"Daily","1996","Berlin","indirect migration background","","","",""
"Daily","1996","Brandenburg","no migration background","","","",""
"Daily","1996","Brandenburg","direct migration background","","","",""
"Daily","1996","Brandenburg","indirect migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1996","Saxony","no migration background","","","",""
"Daily","1996","Saxony","direct migration background","","","",""
"Daily","1996","Saxony","indirect migration background","","","",""
"Daily","1996","Saxony-Anhalt","no migration background","","","",""
"Daily","1996","Saxony-Anhalt","direct migration background","","","",""
"Daily","1996","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1996","Thuringia","no migration background","","","",""
"Daily","1996","Thuringia","direct migration background","","","",""
"Daily","1996","Thuringia","indirect migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1996","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1996","Hamburg","no migration background","","","",""
"Min 1x per week","1996","Hamburg","direct migration background","","","",""
"Min 1x per week","1996","Hamburg","indirect migration background","","","",""
"Min 1x per week","1996","Lower Saxony","no migration background","","","",""
"Min 1x per week","1996","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1996","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1996","Bremen","no migration background","","","",""
"Min 1x per week","1996","Bremen","direct migration background","","","",""
"Min 1x per week","1996","Bremen","indirect migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1996","Hesse","no migration background","","","",""
"Min 1x per week","1996","Hesse","direct migration background","","","",""
"Min 1x per week","1996","Hesse","indirect migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1996","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1996","Bavaria","no migration background","","","",""
"Min 1x per week","1996","Bavaria","direct migration background","","","",""
"Min 1x per week","1996","Bavaria","indirect migration background","","","",""
"Min 1x per week","1996","Berlin","no migration background","","","",""
"Min 1x per week","1996","Berlin","direct migration background","","","",""
"Min 1x per week","1996","Berlin","indirect migration background","","","",""
"Min 1x per week","1996","Brandenburg","no migration background","","","",""
"Min 1x per week","1996","Brandenburg","direct migration background","","","",""
"Min 1x per week","1996","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1996","Saxony","no migration background","","","",""
"Min 1x per week","1996","Saxony","direct migration background","","","",""
"Min 1x per week","1996","Saxony","indirect migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1996","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1996","Thuringia","no migration background","","","",""
"Min 1x per week","1996","Thuringia","direct migration background","","","",""
"Min 1x per week","1996","Thuringia","indirect migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1996","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1996","Hamburg","no migration background","","","",""
"Min 1x per month","1996","Hamburg","direct migration background","","","",""
"Min 1x per month","1996","Hamburg","indirect migration background","","","",""
"Min 1x per month","1996","Lower Saxony","no migration background","","","",""
"Min 1x per month","1996","Lower Saxony","direct migration background","","","",""
"Min 1x per month","1996","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1996","Bremen","no migration background","","","",""
"Min 1x per month","1996","Bremen","direct migration background","","","",""
"Min 1x per month","1996","Bremen","indirect migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","1996","Hesse","no migration background","","","",""
"Min 1x per month","1996","Hesse","direct migration background","","","",""
"Min 1x per month","1996","Hesse","indirect migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1996","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1996","Bavaria","no migration background","","","",""
"Min 1x per month","1996","Bavaria","direct migration background","","","",""
"Min 1x per month","1996","Bavaria","indirect migration background","","","",""
"Min 1x per month","1996","Berlin","no migration background","","","",""
"Min 1x per month","1996","Berlin","direct migration background","","","",""
"Min 1x per month","1996","Berlin","indirect migration background","","","",""
"Min 1x per month","1996","Brandenburg","no migration background","","","",""
"Min 1x per month","1996","Brandenburg","direct migration background","","","",""
"Min 1x per month","1996","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1996","Saxony","no migration background","","","",""
"Min 1x per month","1996","Saxony","direct migration background","","","",""
"Min 1x per month","1996","Saxony","indirect migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1996","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1996","Thuringia","no migration background","","","",""
"Min 1x per month","1996","Thuringia","direct migration background","","","",""
"Min 1x per month","1996","Thuringia","indirect migration background","","","",""
"Rarely","1996","Schleswig-Holstein","no migration background","","","",""
"Rarely","1996","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1996","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1996","Hamburg","no migration background","","","",""
"Rarely","1996","Hamburg","direct migration background","","","",""
"Rarely","1996","Hamburg","indirect migration background","","","",""
"Rarely","1996","Lower Saxony","no migration background","","","",""
"Rarely","1996","Lower Saxony","direct migration background","","","",""
"Rarely","1996","Lower Saxony","indirect migration background","","","",""
"Rarely","1996","Bremen","no migration background","","","",""
"Rarely","1996","Bremen","direct migration background","","","",""
"Rarely","1996","Bremen","indirect migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1996","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1996","Hesse","no migration background","","","",""
"Rarely","1996","Hesse","direct migration background","","","",""
"Rarely","1996","Hesse","indirect migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1996","Baden-Württemberg","no migration background","","","",""
"Rarely","1996","Baden-Württemberg","direct migration background","","","",""
"Rarely","1996","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1996","Bavaria","no migration background","","","",""
"Rarely","1996","Bavaria","direct migration background","","","",""
"Rarely","1996","Bavaria","indirect migration background","","","",""
"Rarely","1996","Berlin","no migration background","","","",""
"Rarely","1996","Berlin","direct migration background","","","",""
"Rarely","1996","Berlin","indirect migration background","","","",""
"Rarely","1996","Brandenburg","no migration background","","","",""
"Rarely","1996","Brandenburg","direct migration background","","","",""
"Rarely","1996","Brandenburg","indirect migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1996","Saxony","no migration background","","","",""
