"pli0080","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","2005","no migration background","Female","","","","","1"
"Daily","2005","direct migration background","Male","","","","","1"
"Daily","2005","direct migration background","Female","","","","","1"
"Daily","2005","indirect migration background","Male","","","","","1"
"Daily","2005","indirect migration background","Female","","","","","1"
"Min 1x per month","2005","no migration background","Male","","","","","3"
"Min 1x per month","2005","no migration background","Female","","","","","3"
"Min 1x per month","2005","direct migration background","Male","","","","","3"
"Min 1x per month","2005","direct migration background","Female","","","","","3"
"Min 1x per month","2005","indirect migration background","Male","","","","","3"
"Min 1x per month","2005","indirect migration background","Female","","","","","3"
"Min 1x per week","2005","no migration background","Female","","","","","2"
"Min 1x per week","2005","no migration background","Male","","","","","2"
"Min 1x per week","2005","direct migration background","Male","","","","","2"
"Min 1x per week","2005","direct migration background","Female","","","","","2"
"Min 1x per week","2005","indirect migration background","Male","","","","","2"
"Min 1x per week","2005","indirect migration background","Female","","","","","2"
"Never","2005","no migration background","Male","","","","","5"
"Never","2005","direct migration background","Male","","","","","5"
"Never","2005","no migration background","Female","","","","","5"
"Never","2005","direct migration background","Female","","","","","5"
"Never","2005","indirect migration background","Male","","","","","5"
"Never","2005","indirect migration background","Female","","","","","5"
"Rarely","2005","no migration background","Male","","","","","4"
"Rarely","2005","no migration background","Female","","","","","4"
"Rarely","2005","direct migration background","Male","","","","","4"
"Rarely","2005","indirect migration background","Male","","","","","4"
"Rarely","2005","direct migration background","Female","","","","","4"
"Rarely","2005","indirect migration background","Female","","","","","4"
"Daily","2006","no migration background","Male","","","","","1"
"Daily","2006","no migration background","Female","","","","","1"
"Daily","2006","direct migration background","Male","","","","","1"
"Daily","2006","direct migration background","Female","","","","","1"
"Daily","2006","indirect migration background","Male","","","","","1"
"Daily","2006","indirect migration background","Female","","","","","1"
"Min 1x per month","2006","no migration background","Male","","","","","3"
"Min 1x per month","2006","no migration background","Female","","","","","3"
"Min 1x per month","2006","direct migration background","Male","","","","","3"
"Min 1x per month","2006","direct migration background","Female","","","","","3"
"Min 1x per month","2006","indirect migration background","Male","","","","","3"
"Min 1x per month","2006","indirect migration background","Female","","","","","3"
"Min 1x per week","2006","no migration background","Female","","","","","2"
"Min 1x per week","2006","no migration background","Male","","","","","2"
"Min 1x per week","2006","direct migration background","Male","","","","","2"
"Min 1x per week","2006","direct migration background","Female","","","","","2"
"Min 1x per week","2006","indirect migration background","Male","","","","","2"
"Min 1x per week","2006","indirect migration background","Female","","","","","2"
"Never","2006","no migration background","Male","","","","","5"
"Never","2006","no migration background","Female","","","","","5"
"Never","2006","direct migration background","Male","","","","","5"
"Never","2006","direct migration background","Female","","","","","5"
"Never","2006","indirect migration background","Male","","","","","5"
"Never","2006","indirect migration background","Female","","","","","5"
"Rarely","2006","no migration background","Female","","","","","4"
"Rarely","2006","no migration background","Male","","","","","4"
"Rarely","2006","direct migration background","Male","","","","","4"
"Rarely","2006","direct migration background","Female","","","","","4"
"Rarely","2006","indirect migration background","Female","","","","","4"
"Rarely","2006","indirect migration background","Male","","","","","4"
"Daily","2007","no migration background","Male","","","","","1"
"Daily","2007","no migration background","Female","","","","","1"
"Daily","2007","direct migration background","Male","","","","","1"
"Daily","2007","direct migration background","Female","","","","","1"
"Daily","2007","indirect migration background","Male","","","","","1"
"Daily","2007","indirect migration background","Female","","","","","1"
"Min 1x per month","2007","no migration background","Male","","","","","3"
"Min 1x per month","2007","no migration background","Female","","","","","3"
"Min 1x per month","2007","direct migration background","Male","","","","","3"
"Min 1x per month","2007","direct migration background","Female","","","","","3"
"Min 1x per month","2007","indirect migration background","Male","","","","","3"
"Min 1x per month","2007","indirect migration background","Female","","","","","3"
"Min 1x per week","2007","no migration background","Male","","","","","2"
"Min 1x per week","2007","no migration background","Female","","","","","2"
"Min 1x per week","2007","direct migration background","Male","","","","","2"
"Min 1x per week","2007","direct migration background","Female","","","","","2"
"Min 1x per week","2007","indirect migration background","Male","","","","","2"
"Min 1x per week","2007","indirect migration background","Female","","","","","2"
"Never","2007","no migration background","Female","","","","","5"
"Never","2007","no migration background","Male","","","","","5"
"Never","2007","direct migration background","Male","","","","","5"
"Never","2007","direct migration background","Female","","","","","5"
"Never","2007","indirect migration background","Male","","","","","5"
"Never","2007","indirect migration background","Female","","","","","5"
"Rarely","2007","no migration background","Female","","","","","4"
"Rarely","2007","no migration background","Male","","","","","4"
"Rarely","2007","direct migration background","Male","","","","","4"
"Rarely","2007","direct migration background","Female","","","","","4"
"Rarely","2007","indirect migration background","Male","","","","","4"
"Rarely","2007","indirect migration background","Female","","","","","4"
"Daily","2008","no migration background","Male","278","0.0408969237015445","0.0365477585190008","0.0452460888840882","1"
"Daily","2008","no migration background","Female","331","0.0439158503943136","0.0396120949167256","0.0482196058719016","1"
"Daily","2008","direct migration background","Male","35","0.037169350527197","0.0246774770636005","0.0496612239907934","1"
"Daily","2008","direct migration background","Female","53","0.0553726071141995","0.0413918951813795","0.0693533190470195","1"
"Daily","2008","indirect migration background","Female","36","0.0958416142988579","0.0668847083888839","0.124798520208832","1"
"Daily","2008","indirect migration background","Male","42","0.0791726010985347","0.0517345541885171","0.106610648008552","1"
"Min 1x per month","2008","no migration background","Male","2718","0.319793233106574","0.309551273730484","0.330035192482664","3"
"Min 1x per month","2008","no migration background","Female","2940","0.320137220934205","0.310338540397811","0.329935901470599","3"
"Min 1x per month","2008","direct migration background","Male","286","0.313748257940416","0.283107992146652","0.344388523734181","3"
"Min 1x per month","2008","direct migration background","Female","303","0.302171268603466","0.274100613971371","0.33024192323556","3"
"Min 1x per month","2008","indirect migration background","Male","70","0.18777232516982","0.148086875585762","0.227457774753879","3"
"Min 1x per month","2008","indirect migration background","Female","75","0.16996799521699","0.133020599432786","0.206915391001195","3"
"Min 1x per week","2008","no migration background","Male","2830","0.357798887266512","0.347272412356597","0.368325362176426","2"
"Min 1x per week","2008","direct migration background","Male","362","0.419180568978537","0.386598303591769","0.451762834365304","2"
"Min 1x per week","2008","no migration background","Female","3407","0.388843437660981","0.378604556377821","0.399082318944141","2"
"Min 1x per week","2008","direct migration background","Female","464","0.429221842150832","0.398964824856124","0.45947885944554","2"
"Min 1x per week","2008","indirect migration background","Male","214","0.59101430619401","0.541053472561422","0.640975139826599","2"
"Min 1x per week","2008","indirect migration background","Female","229","0.544073245729785","0.495080806594631","0.593065684864939","2"
"Never","2008","no migration background","Female","236","0.0341763947319305","0.0303604602259617","0.0379923292378994","5"
"Never","2008","no migration background","Male","248","0.0359086312708107","0.0318227432214451","0.0399945193201762","5"
"Never","2008","direct migration background","Male","20","","","","5"
"Never","2008","direct migration background","Female","30","0.0237027437592379","0.0144036231857363","0.0330018643327395","5"
"Never","2008","indirect migration background","Male","7","","","","5"
"Never","2008","indirect migration background","Female","8","","","","5"
"Rarely","2008","no migration background","Male","1892","0.245602324654559","0.236149875557754","0.255054773751364","4"
"Rarely","2008","no migration background","Female","1794","0.21292709627857","0.20432881145478","0.22152538110236","4"
"Rarely","2008","direct migration background","Male","178","0.210014449819026","0.183118040891754","0.236910858746297","4"
"Rarely","2008","direct migration background","Female","178","0.189531538372265","0.165572999032076","0.213490077712455","4"
"Rarely","2008","indirect migration background","Female","49","0.163836519787601","0.127427935468785","0.200245104106417","4"
"Rarely","2008","indirect migration background","Male","39","0.118246856537996","0.085433932619615","0.151059780456376","4"
"Daily","2009","no migration background","Male","","","","","1"
"Daily","2009","no migration background","Female","","","","","1"
"Daily","2009","direct migration background","Male","","","","","1"
"Daily","2009","direct migration background","Female","","","","","1"
"Daily","2009","indirect migration background","Male","","","","","1"
"Daily","2009","indirect migration background","Female","","","","","1"
"Min 1x per month","2009","no migration background","Male","","","","","3"
"Min 1x per month","2009","no migration background","Female","","","","","3"
"Min 1x per month","2009","direct migration background","Male","","","","","3"
"Min 1x per month","2009","direct migration background","Female","","","","","3"
"Min 1x per month","2009","indirect migration background","Male","","","","","3"
"Min 1x per month","2009","indirect migration background","Female","","","","","3"
"Min 1x per week","2009","no migration background","Male","","","","","2"
"Min 1x per week","2009","no migration background","Female","","","","","2"
"Min 1x per week","2009","direct migration background","Male","","","","","2"
"Min 1x per week","2009","direct migration background","Female","","","","","2"
"Min 1x per week","2009","indirect migration background","Male","","","","","2"
"Min 1x per week","2009","indirect migration background","Female","","","","","2"
"Never","2009","no migration background","Male","","","","","5"
"Never","2009","no migration background","Female","","","","","5"
"Never","2009","direct migration background","Male","","","","","5"
"Never","2009","direct migration background","Female","","","","","5"
"Never","2009","indirect migration background","Male","","","","","5"
"Never","2009","indirect migration background","Female","","","","","5"
"Rarely","2009","no migration background","Male","","","","","4"
"Rarely","2009","no migration background","Female","","","","","4"
"Rarely","2009","direct migration background","Male","","","","","4"
"Rarely","2009","direct migration background","Female","","","","","4"
"Rarely","2009","indirect migration background","Male","","","","","4"
"Rarely","2009","indirect migration background","Female","","","","","4"
"Daily","2010","no migration background","Male","","","","","1"
"Daily","2010","no migration background","Female","","","","","1"
"Daily","2010","direct migration background","Male","","","","","1"
"Daily","2010","direct migration background","Female","","","","","1"
"Daily","2010","indirect migration background","Female","","","","","1"
"Daily","2010","indirect migration background","Male","","","","","1"
"Min 1x per month","2010","no migration background","Female","","","","","3"
"Min 1x per month","2010","no migration background","Male","","","","","3"
"Min 1x per month","2010","direct migration background","Male","","","","","3"
"Min 1x per month","2010","direct migration background","Female","","","","","3"
"Min 1x per month","2010","indirect migration background","Male","","","","","3"
"Min 1x per month","2010","indirect migration background","Female","","","","","3"
"Min 1x per week","2010","no migration background","Male","","","","","2"
"Min 1x per week","2010","no migration background","Female","","","","","2"
"Min 1x per week","2010","direct migration background","Male","","","","","2"
"Min 1x per week","2010","direct migration background","Female","","","","","2"
"Min 1x per week","2010","indirect migration background","Male","","","","","2"
"Min 1x per week","2010","indirect migration background","Female","","","","","2"
"Never","2010","no migration background","Female","","","","","5"
"Never","2010","no migration background","Male","","","","","5"
"Never","2010","direct migration background","Male","","","","","5"
"Never","2010","direct migration background","Female","","","","","5"
"Never","2010","indirect migration background","Male","","","","","5"
"Never","2010","indirect migration background","Female","","","","","5"
"Rarely","2010","no migration background","Female","","","","","4"
"Rarely","2010","no migration background","Male","","","","","4"
"Rarely","2010","direct migration background","Male","","","","","4"
"Rarely","2010","direct migration background","Female","","","","","4"
"Rarely","2010","indirect migration background","Male","","","","","4"
"Rarely","2010","indirect migration background","Female","","","","","4"
"Daily","2011","no migration background","Male","","","","","1"
"Daily","2011","no migration background","Female","","","","","1"
"Daily","2011","direct migration background","Male","","","","","1"
"Daily","2011","direct migration background","Female","","","","","1"
"Daily","2011","indirect migration background","Male","","","","","1"
"Daily","2011","indirect migration background","Female","","","","","1"
"Min 1x per month","2011","no migration background","Female","","","","","3"
"Min 1x per month","2011","no migration background","Male","","","","","3"
"Min 1x per month","2011","direct migration background","Male","","","","","3"
"Min 1x per month","2011","direct migration background","Female","","","","","3"
"Min 1x per month","2011","indirect migration background","Male","","","","","3"
"Min 1x per month","2011","indirect migration background","Female","","","","","3"
"Min 1x per week","2011","no migration background","Female","","","","","2"
"Min 1x per week","2011","no migration background","Male","","","","","2"
"Min 1x per week","2011","direct migration background","Male","","","","","2"
"Min 1x per week","2011","direct migration background","Female","","","","","2"
"Min 1x per week","2011","indirect migration background","Male","","","","","2"
"Min 1x per week","2011","indirect migration background","Female","","","","","2"
"Never","2011","no migration background","Female","","","","","5"
"Never","2011","no migration background","Male","","","","","5"
"Never","2011","direct migration background","Male","","","","","5"
"Never","2011","direct migration background","Female","","","","","5"
"Never","2011","indirect migration background","Male","","","","","5"
"Never","2011","indirect migration background","Female","","","","","5"
"Rarely","2011","no migration background","Male","","","","","4"
"Rarely","2011","no migration background","Female","","","","","4"
"Rarely","2011","direct migration background","Male","","","","","4"
"Rarely","2011","direct migration background","Female","","","","","4"
"Rarely","2011","indirect migration background","Male","","","","","4"
"Rarely","2011","indirect migration background","Female","","","","","4"
"Daily","2012","no migration background","Male","","","","","1"
"Daily","2012","no migration background","Female","","","","","1"
"Daily","2012","direct migration background","Male","","","","","1"
"Daily","2012","direct migration background","Female","","","","","1"
"Daily","2012","indirect migration background","Male","","","","","1"
"Daily","2012","indirect migration background","Female","","","","","1"
"Min 1x per month","2012","no migration background","Male","","","","","3"
"Min 1x per month","2012","no migration background","Female","","","","","3"
"Min 1x per month","2012","direct migration background","Male","","","","","3"
"Min 1x per month","2012","direct migration background","Female","","","","","3"
"Min 1x per month","2012","indirect migration background","Male","","","","","3"
"Min 1x per month","2012","indirect migration background","Female","","","","","3"
"Min 1x per week","2012","no migration background","Male","","","","","2"
"Min 1x per week","2012","no migration background","Female","","","","","2"
"Min 1x per week","2012","direct migration background","Male","","","","","2"
"Min 1x per week","2012","indirect migration background","Male","","","","","2"
"Min 1x per week","2012","direct migration background","Female","","","","","2"
"Min 1x per week","2012","indirect migration background","Female","","","","","2"
"Never","2012","no migration background","Male","","","","","5"
"Never","2012","no migration background","Female","","","","","5"
"Never","2012","direct migration background","Male","","","","","5"
"Never","2012","direct migration background","Female","","","","","5"
"Never","2012","indirect migration background","Male","","","","","5"
"Never","2012","indirect migration background","Female","","","","","5"
"Rarely","2012","no migration background","Female","","","","","4"
"Rarely","2012","no migration background","Male","","","","","4"
"Rarely","2012","direct migration background","Male","","","","","4"
"Rarely","2012","direct migration background","Female","","","","","4"
"Rarely","2012","indirect migration background","Male","","","","","4"
"Rarely","2012","indirect migration background","Female","","","","","4"
"Daily","2013","no migration background","Male","367","0.0394930341165943","0.0356475384909359","0.0433385297422527","1"
"Daily","2013","no migration background","Female","505","0.0376874559213455","0.0342545721641194","0.0411203396785715","1"
"Daily","2013","direct migration background","Male","38","0.0278082560502346","0.0183462779716085","0.0372702341288607","1"
"Daily","2013","direct migration background","Female","66","0.0354853692370612","0.0261293264577003","0.0448414120164221","1"
"Daily","2013","indirect migration background","Male","52","0.066640585941245","0.0454478935492387","0.0878332783332513","1"
"Daily","2013","indirect migration background","Female","62","0.0791421674187028","0.0584363793977404","0.0998479554396653","1"
"Min 1x per month","2013","no migration background","Male","3331","0.328996275604704","0.319719441972044","0.338273109237364","3"
"Min 1x per month","2013","no migration background","Female","3905","0.332584392349096","0.324091576152778","0.341077208545414","3"
"Min 1x per month","2013","direct migration background","Male","348","0.314912384784315","0.288183119269479","0.341641650299152","3"
"Min 1x per month","2013","direct migration background","Female","467","0.315913010636378","0.292403015125476","0.33942300614728","3"
"Min 1x per month","2013","indirect migration background","Male","153","0.28179273673245","0.243564693477283","0.320020779987616","3"
"Min 1x per month","2013","indirect migration background","Female","174","0.293836002341872","0.258898102952828","0.328773901730916","3"
"Min 1x per week","2013","no migration background","Male","3415","0.348687643960849","0.339278399550826","0.358096888370871","2"
"Min 1x per week","2013","no migration background","Female","4789","0.379213203206345","0.370467080336163","0.387959326076528","2"
"Min 1x per week","2013","direct migration background","Male","475","0.393355650518404","0.365244483764944","0.421466817271864","2"
"Min 1x per week","2013","direct migration background","Female","606","0.372663812417586","0.348211389072398","0.397116235762775","2"
"Min 1x per week","2013","indirect migration background","Female","322","0.496776059458928","0.458427197831398","0.535124921086458","2"
"Min 1x per week","2013","indirect migration background","Male","242","0.454828087053858","0.412514226612815","0.497141947494901","2"
"Never","2013","no migration background","Male","369","0.0408691238527069","0.0369600091689191","0.0447782385364948","5"
"Never","2013","no migration background","Female","402","0.0412270036927186","0.0376431407184784","0.0448108666669588","5"
"Never","2013","direct migration background","Male","46","0.037947559396348","0.0269521755786743","0.0489429432140218","5"
"Never","2013","direct migration background","Female","53","0.0454581100185317","0.0349235522641589","0.0559926677729044","5"
"Never","2013","indirect migration background","Male","8","","","","5"
"Never","2013","indirect migration background","Female","14","","","","5"
"Rarely","2013","no migration background","Male","2372","0.241953922465146","0.233498098210589","0.250409746719704","4"
"Rarely","2013","direct migration background","Male","253","0.225976149250698","0.201908838255786","0.250043460245611","4"
"Rarely","2013","no migration background","Female","2221","0.209287944830495","0.201954907426739","0.216620982234251","4"
"Rarely","2013","direct migration background","Female","310","0.230479697690443","0.209181664295262","0.251777731085624","4"
"Rarely","2013","indirect migration background","Male","77","0.177889410860863","0.145393220933417","0.210385600788309","4"
"Rarely","2013","indirect migration background","Female","81","0.105726263394362","0.0821422246119922","0.129310302176731","4"
"Daily","2014","no migration background","Male","","","","","1"
"Daily","2014","no migration background","Female","","","","","1"
"Daily","2014","direct migration background","Male","","","","","1"
"Daily","2014","direct migration background","Female","","","","","1"
"Daily","2014","indirect migration background","Male","","","","","1"
"Daily","2014","indirect migration background","Female","","","","","1"
"Min 1x per month","2014","no migration background","Male","","","","","3"
"Min 1x per month","2014","no migration background","Female","","","","","3"
"Min 1x per month","2014","direct migration background","Male","","","","","3"
"Min 1x per month","2014","direct migration background","Female","","","","","3"
"Min 1x per month","2014","indirect migration background","Male","","","","","3"
"Min 1x per month","2014","indirect migration background","Female","","","","","3"
"Min 1x per week","2014","no migration background","Male","","","","","2"
"Min 1x per week","2014","no migration background","Female","","","","","2"
"Min 1x per week","2014","direct migration background","Male","","","","","2"
"Min 1x per week","2014","direct migration background","Female","","","","","2"
"Min 1x per week","2014","indirect migration background","Female","","","","","2"
"Min 1x per week","2014","indirect migration background","Male","","","","","2"
"Never","2014","no migration background","Male","","","","","5"
"Never","2014","no migration background","Female","","","","","5"
"Never","2014","direct migration background","Male","","","","","5"
"Never","2014","direct migration background","Female","","","","","5"
"Never","2014","indirect migration background","Male","","","","","5"
"Never","2014","indirect migration background","Female","","","","","5"
"Rarely","2014","no migration background","Male","","","","","4"
"Rarely","2014","no migration background","Female","","","","","4"
"Rarely","2014","direct migration background","Male","","","","","4"
"Rarely","2014","direct migration background","Female","","","","","4"
"Rarely","2014","indirect migration background","Male","","","","","4"
"Rarely","2014","indirect migration background","Female","","","","","4"
"Daily","2015","no migration background","Male","","","","","1"
"Daily","2015","no migration background","Female","","","","","1"
"Daily","2015","direct migration background","Male","","","","","1"
"Daily","2015","direct migration background","Female","","","","","1"
"Daily","2015","indirect migration background","Male","","","","","1"
"Daily","2015","indirect migration background","Female","","","","","1"
"Min 1x per month","2015","no migration background","Female","","","","","3"
"Min 1x per month","2015","no migration background","Male","","","","","3"
"Min 1x per month","2015","direct migration background","Male","","","","","3"
"Min 1x per month","2015","direct migration background","Female","","","","","3"
"Min 1x per month","2015","indirect migration background","Female","","","","","3"
"Min 1x per month","2015","indirect migration background","Male","","","","","3"
"Min 1x per week","2015","no migration background","Male","","","","","2"
"Min 1x per week","2015","no migration background","Female","","","","","2"
"Min 1x per week","2015","direct migration background","Female","","","","","2"
"Min 1x per week","2015","direct migration background","Male","","","","","2"
"Min 1x per week","2015","indirect migration background","Female","","","","","2"
"Min 1x per week","2015","indirect migration background","Male","","","","","2"
"Never","2015","no migration background","Male","","","","","5"
"Never","2015","no migration background","Female","","","","","5"
"Never","2015","direct migration background","Male","","","","","5"
"Never","2015","direct migration background","Female","","","","","5"
"Never","2015","indirect migration background","Male","","","","","5"
"Never","2015","indirect migration background","Female","","","","","5"
"Rarely","2015","no migration background","Female","","","","","4"
"Rarely","2015","no migration background","Male","","","","","4"
"Rarely","2015","direct migration background","Male","","","","","4"
"Rarely","2015","direct migration background","Female","","","","","4"
"Rarely","2015","indirect migration background","Male","","","","","4"
"Rarely","2015","indirect migration background","Female","","","","","4"
"Daily","2016","no migration background","Male","","","","","1"
"Daily","2016","no migration background","Female","","","","","1"
"Daily","2016","direct migration background","Male","","","","","1"
"Daily","2016","direct migration background","Female","","","","","1"
"Daily","2016","indirect migration background","Male","","","","","1"
"Daily","2016","indirect migration background","Female","","","","","1"
"Min 1x per month","2016","no migration background","Male","","","","","3"
"Min 1x per month","2016","no migration background","Female","","","","","3"
"Min 1x per month","2016","direct migration background","Male","","","","","3"
"Min 1x per month","2016","direct migration background","Female","","","","","3"
"Min 1x per month","2016","indirect migration background","Male","","","","","3"
"Min 1x per month","2016","indirect migration background","Female","","","","","3"
"Min 1x per week","2016","no migration background","Male","","","","","2"
"Min 1x per week","2016","no migration background","Female","","","","","2"
"Min 1x per week","2016","direct migration background","Male","","","","","2"
"Min 1x per week","2016","direct migration background","Female","","","","","2"
"Min 1x per week","2016","indirect migration background","Male","","","","","2"
"Min 1x per week","2016","indirect migration background","Female","","","","","2"
"Never","2016","no migration background","Male","","","","","5"
"Never","2016","no migration background","Female","","","","","5"
"Never","2016","direct migration background","Male","","","","","5"
"Never","2016","direct migration background","Female","","","","","5"
"Never","2016","indirect migration background","Male","","","","","5"
"Never","2016","indirect migration background","Female","","","","","5"
"Rarely","2016","no migration background","Male","","","","","4"
"Rarely","2016","no migration background","Female","","","","","4"
"Rarely","2016","direct migration background","Male","","","","","4"
"Rarely","2016","direct migration background","Female","","","","","4"
"Rarely","2016","indirect migration background","Male","","","","","4"
"Rarely","2016","indirect migration background","Female","","","","","4"
"Daily","2017","no migration background","Male","","","","","1"
"Daily","2017","no migration background","Female","","","","","1"
"Daily","2017","direct migration background","Male","","","","","1"
"Daily","2017","direct migration background","Female","","","","","1"
"Daily","2017","indirect migration background","Male","","","","","1"
"Daily","2017","indirect migration background","Female","","","","","1"
"Min 1x per month","2017","no migration background","Male","","","","","3"
"Min 1x per month","2017","no migration background","Female","","","","","3"
"Min 1x per month","2017","direct migration background","Male","","","","","3"
"Min 1x per month","2017","direct migration background","Female","","","","","3"
"Min 1x per month","2017","indirect migration background","Female","","","","","3"
"Min 1x per month","2017","indirect migration background","Male","","","","","3"
"Min 1x per week","2017","no migration background","Male","","","","","2"
"Min 1x per week","2017","no migration background","Female","","","","","2"
"Min 1x per week","2017","direct migration background","Male","","","","","2"
"Min 1x per week","2017","direct migration background","Female","","","","","2"
"Min 1x per week","2017","indirect migration background","Male","","","","","2"
"Min 1x per week","2017","indirect migration background","Female","","","","","2"
"Never","2017","no migration background","Male","","","","","5"
"Never","2017","no migration background","Female","","","","","5"
"Never","2017","direct migration background","Male","","","","","5"
"Never","2017","direct migration background","Female","","","","","5"
"Never","2017","indirect migration background","Male","","","","","5"
"Never","2017","indirect migration background","Female","","","","","5"
"Rarely","2017","no migration background","Male","","","","","4"
"Rarely","2017","direct migration background","Male","","","","","4"
"Rarely","2017","no migration background","Female","","","","","4"
"Rarely","2017","indirect migration background","Male","","","","","4"
"Rarely","2017","direct migration background","Female","","","","","4"
"Rarely","2017","indirect migration background","Female","","","","","4"
"Daily","2018","no migration background","Male","","","","","1"
"Daily","2018","no migration background","Female","","","","","1"
"Daily","2018","direct migration background","Male","","","","","1"
"Daily","2018","direct migration background","Female","","","","","1"
"Daily","2018","indirect migration background","Male","","","","","1"
"Daily","2018","indirect migration background","Female","","","","","1"
"Min 1x per month","2018","no migration background","Male","","","","","3"
"Min 1x per month","2018","no migration background","Female","","","","","3"
"Min 1x per month","2018","direct migration background","Male","","","","","3"
"Min 1x per month","2018","direct migration background","Female","","","","","3"
"Min 1x per month","2018","indirect migration background","Female","","","","","3"
"Min 1x per month","2018","indirect migration background","Male","","","","","3"
"Min 1x per week","2018","no migration background","Male","","","","","2"
"Min 1x per week","2018","no migration background","Female","","","","","2"
"Min 1x per week","2018","direct migration background","Male","","","","","2"
"Min 1x per week","2018","direct migration background","Female","","","","","2"
"Min 1x per week","2018","indirect migration background","Female","","","","","2"
"Min 1x per week","2018","indirect migration background","Male","","","","","2"
"Never","2018","no migration background","Male","","","","","5"
"Never","2018","no migration background","Female","","","","","5"
"Never","2018","direct migration background","Male","","","","","5"
"Never","2018","direct migration background","Female","","","","","5"
"Never","2018","indirect migration background","Male","","","","","5"
"Never","2018","indirect migration background","Female","","","","","5"
"Rarely","2018","no migration background","Male","","","","","4"
"Rarely","2018","no migration background","Female","","","","","4"
"Rarely","2018","direct migration background","Male","","","","","4"
"Rarely","2018","direct migration background","Female","","","","","4"
"Rarely","2018","indirect migration background","Male","","","","","4"
"Rarely","2018","indirect migration background","Female","","","","","4"
"Daily","2019","no migration background","Male","340","0.0348400703095306","0.0312041216912816","0.0384760189277796","1"
"Daily","2019","no migration background","Female","401","0.0383228002899495","0.0346429567796064","0.0420026438002926","1"
"Daily","2019","direct migration background","Male","75","0.0405688354761265","0.0313042243041675","0.0498334466480854","1"
"Daily","2019","direct migration background","Female","95","0.0398356620372414","0.0314948191731005","0.0481765049013824","1"
"Daily","2019","indirect migration background","Male","53","0.058712458284204","0.0424424717112727","0.0749824448571353","1"
"Daily","2019","indirect migration background","Female","71","0.0693387987045805","0.0527975628846902","0.0858800345244707","1"
"Min 1x per month","2019","no migration background","Male","3404","0.338221132119901","0.328840428790509","0.347601835449294","3"
"Min 1x per month","2019","no migration background","Female","3610","0.333502511562452","0.324465290923434","0.34253973220147","3"
"Min 1x per month","2019","direct migration background","Male","527","0.293527916490707","0.272143558105707","0.314912274875708","3"
"Min 1x per month","2019","direct migration background","Female","701","0.349277535237738","0.328945335803601","0.369609734671874","3"
"Min 1x per month","2019","indirect migration background","Female","251","0.296846969272291","0.267097773594149","0.326596164950434","3"
"Min 1x per month","2019","indirect migration background","Male","243","0.303836654100704","0.272006659426408","0.335666648775","3"
"Min 1x per week","2019","no migration background","Male","3323","0.340976535059107","0.331577326850206","0.350375743268009","2"
"Min 1x per week","2019","direct migration background","Male","618","0.368148195911405","0.3454995120959","0.39079687972691","2"
"Min 1x per week","2019","no migration background","Female","3955","0.374857609743485","0.365578448687485","0.384136770799486","2"
"Min 1x per week","2019","indirect migration background","Female","434","0.497959765717457","0.46540231581694","0.530517215617974","2"
"Min 1x per week","2019","direct migration background","Female","766","0.367564068647215","0.347001568082972","0.388126569211458","2"
"Min 1x per week","2019","indirect migration background","Male","338","0.421474506826809","0.387299562710444","0.455649450943174","2"
"Never","2019","no migration background","Male","395","0.0478307344274001","0.0435992846698957","0.0520621841849044","5"
"Never","2019","no migration background","Female","411","0.0491832921105908","0.0450381132727755","0.053328470948406","5"
"Never","2019","direct migration background","Male","109","0.0518617569984033","0.0414485749571299","0.0622749390396767","5"
"Never","2019","direct migration background","Female","112","0.0442690329824761","0.0354966217817928","0.0530414441831594","5"
"Never","2019","indirect migration background","Male","27","","","","5"
"Never","2019","indirect migration background","Female","26","","","","5"
"Rarely","2019","no migration background","Male","2309","0.23813152808406","0.229685995639587","0.246577060528534","4"
"Rarely","2019","no migration background","Female","2078","0.204133786293523","0.196407628882905","0.211859943704141","4"
"Rarely","2019","direct migration background","Male","413","0.245893295123358","0.225671776851195","0.266114813395521","4"
"Rarely","2019","direct migration background","Female","438","0.19905370109533","0.182024747498539","0.216082654692121","4"
"Rarely","2019","indirect migration background","Female","124","0.109015656899092","0.0887218526728438","0.12930946112534","4"
"Rarely","2019","indirect migration background","Male","141","0.191109764216123","0.163898598842217","0.218320929590029","4"
