"pli0080","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1998","direct migration background","(1b) general elementary school","331","0.480521288261165","0.441320392592246","0.519722183930085"
"Min 1x per week","1998","direct migration background","(1c) basic vocational qualification","286","0.407671780805068","0.368579565464805","0.446763996145331"
"Min 1x per week","1998","direct migration background","(2b) intermediate general qualification","26","","",""
"Min 1x per week","1998","direct migration background","(2a) intermediate vocational","43","0.430438444106024","0.333874885003917","0.52700200320813"
"Min 1x per week","1998","direct migration background","(2c_gen) general maturity certificate","64","0.621421291696143","0.531991951511909","0.710850631880377"
"Min 1x per week","1998","direct migration background","(2c_voc) vocational maturity certificate","75","0.459251566336485","0.380545050282203","0.537958082390767"
"Min 1x per week","1998","direct migration background","(3a) lower tertiary education","19","","",""
"Min 1x per week","1998","direct migration background","(3b) higher tertiary education","62","0.495558585438234","0.412140269585066","0.578976901291402"
"Min 1x per week","1998","indirect migration background","(0) in school","38","0.514732211195061","0.395943535607435","0.633520886782686"
"Min 1x per week","1998","indirect migration background","(1a) inadequately completed","6","","",""
"Min 1x per week","1998","indirect migration background","(1b) general elementary school","61","0.473391843736815","0.386555724421424","0.560227963052206"
"Min 1x per week","1998","indirect migration background","(1c) basic vocational qualification","47","0.365538549670996","0.268184644700103","0.46289245464189"
"Min 1x per week","1998","indirect migration background","(2b) intermediate general qualification","37","0.485837776843745","0.373471234407407","0.598204319280084"
"Min 1x per week","1998","indirect migration background","(2a) intermediate vocational","42","0.582520986388729","0.460748007894472","0.704293964882987"
"Min 1x per week","1998","indirect migration background","(2c_gen) general maturity certificate","30","0.610604680514956","0.475447688783691","0.745761672246221"
"Min 1x per week","1998","indirect migration background","(2c_voc) vocational maturity certificate","15","","",""
"Min 1x per week","1998","indirect migration background","(3a) lower tertiary education","6","","",""
"Min 1x per week","1998","indirect migration background","(3b) higher tertiary education","8","","",""
"Min 1x per month","1998","no migration background","(0) in school","19","","",""
"Min 1x per month","1998","no migration background","(1a) inadequately completed","15","","",""
"Min 1x per month","1998","no migration background","(1b) general elementary school","331","0.263508385114402","0.239524103584478","0.287492666644325"
"Min 1x per month","1998","no migration background","(1c) basic vocational qualification","1087","0.294810218867478","0.279641634342798","0.309978803392157"
"Min 1x per month","1998","no migration background","(2b) intermediate general qualification","94","0.243188514106426","0.202110781229056","0.284266246983795"
"Min 1x per month","1998","no migration background","(2a) intermediate vocational","934","0.344501078263394","0.326526561243706","0.362475595283082"
"Min 1x per month","1998","no migration background","(2c_gen) general maturity certificate","78","0.196791422851607","0.153433937953708","0.240148907749506"
"Min 1x per month","1998","no migration background","(2c_voc) vocational maturity certificate","154","0.262400697626016","0.223605554551017","0.301195840701015"
"Min 1x per month","1998","no migration background","(3a) lower tertiary education","329","0.360067396752463","0.328724097186228","0.391410696318698"
"Min 1x per month","1998","no migration background","(3b) higher tertiary education","339","0.374740687054964","0.342313691086951","0.407167683022978"
"Min 1x per month","1998","direct migration background","(0) in school","5","","",""
"Min 1x per month","1998","direct migration background","(1a) inadequately completed","80","0.208367607295763","0.168861707762187","0.247873506829339"
"Min 1x per month","1998","direct migration background","(1b) general elementary school","135","0.220376323300748","0.187854059164793","0.252898587436704"
"Min 1x per month","1998","direct migration background","(1c) basic vocational qualification","154","0.265873225421629","0.23072717081881","0.301019280024449"
"Min 1x per month","1998","direct migration background","(2b) intermediate general qualification","9","","",""
"Min 1x per month","1998","direct migration background","(2a) intermediate vocational","28","","",""
"Min 1x per month","1998","direct migration background","(2c_gen) general maturity certificate","25","","",""
"Min 1x per month","1998","direct migration background","(2c_voc) vocational maturity certificate","44","0.304277698915643","0.231610109349109","0.376945288482177"
"Min 1x per month","1998","direct migration background","(3a) lower tertiary education","17","","",""
"Min 1x per month","1998","direct migration background","(3b) higher tertiary education","49","0.315192945044858","0.237678810079048","0.392707080010669"
"Min 1x per month","1998","indirect migration background","(0) in school","6","","",""
"Min 1x per month","1998","indirect migration background","(1a) inadequately completed","2","","",""
"Min 1x per month","1998","indirect migration background","(1b) general elementary school","17","","",""
"Min 1x per month","1998","indirect migration background","(1c) basic vocational qualification","16","","",""
"Min 1x per month","1998","indirect migration background","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1998","indirect migration background","(2a) intermediate vocational","10","","",""
"Min 1x per month","1998","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1998","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1998","indirect migration background","(3a) lower tertiary education","2","","",""
"Min 1x per month","1998","indirect migration background","(3b) higher tertiary education","4","","",""
"Rarely","1998","no migration background","(0) in school","17","","",""
"Rarely","1998","no migration background","(1a) inadequately completed","23","","",""
"Rarely","1998","no migration background","(1b) general elementary school","305","0.235112938231833","0.21202514033321","0.258200736130457"
"Rarely","1998","no migration background","(1c) basic vocational qualification","883","0.267583780935032","0.25285625983278","0.282311302037284"
"Rarely","1998","no migration background","(2b) intermediate general qualification","58","0.14405833804066","0.110435655317939","0.17768102076338"
"Rarely","1998","no migration background","(2a) intermediate vocational","577","0.201055791486441","0.185896026584978","0.216215556387905"
"Rarely","1998","no migration background","(2c_gen) general maturity certificate","24","","",""
"Rarely","1998","no migration background","(2c_voc) vocational maturity certificate","75","0.161149888855178","0.128727739286838","0.193572038423518"
"Rarely","1998","no migration background","(3a) lower tertiary education","224","0.226949890786779","0.199600068577081","0.254299712996476"
"Rarely","1998","no migration background","(3b) higher tertiary education","183","0.211300841510561","0.183953349084309","0.238648333936813"
"Rarely","1998","direct migration background","(0) in school","","","",""
"Rarely","1998","direct migration background","(1a) inadequately completed","45","0.121659185153129","0.0898619720186406","0.153456398287617"
"Rarely","1998","direct migration background","(1b) general elementary school","75","0.172170196178008","0.142548814488633","0.201791577867384"
"Rarely","1998","direct migration background","(1c) basic vocational qualification","104","0.208461984188468","0.176147065460207","0.240776902916729"
"Rarely","1998","direct migration background","(2b) intermediate general qualification","2","","",""
"Rarely","1998","direct migration background","(2a) intermediate vocational","22","","",""
"Rarely","1998","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Rarely","1998","direct migration background","(2c_voc) vocational maturity certificate","28","","",""
"Rarely","1998","direct migration background","(3a) lower tertiary education","15","","",""
"Rarely","1998","direct migration background","(3b) higher tertiary education","20","","",""
"Rarely","1998","indirect migration background","(0) in school","1","","",""
"Rarely","1998","indirect migration background","(1a) inadequately completed","2","","",""
"Rarely","1998","indirect migration background","(1b) general elementary school","7","","",""
"Rarely","1998","indirect migration background","(1c) basic vocational qualification","9","","",""
"Rarely","1998","indirect migration background","(2b) intermediate general qualification","3","","",""
"Rarely","1998","indirect migration background","(2a) intermediate vocational","4","","",""
"Rarely","1998","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Rarely","1998","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1998","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1998","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1998","no migration background","(0) in school","2","","",""
"Never","1998","no migration background","(1a) inadequately completed","3","","",""
"Never","1998","no migration background","(1b) general elementary school","55","0.0404325273927419","0.0297087252160653","0.0511563295694186"
"Never","1998","no migration background","(1c) basic vocational qualification","91","0.0317257733156632","0.0258950010601107","0.0375565455712157"
"Never","1998","no migration background","(2b) intermediate general qualification","9","","",""
"Never","1998","no migration background","(2a) intermediate vocational","37","0.0151769539075375","0.0105526394894248","0.0198012683256502"
"Never","1998","no migration background","(2c_gen) general maturity certificate","2","","",""
"Never","1998","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"Never","1998","no migration background","(3a) lower tertiary education","12","","",""
"Never","1998","no migration background","(3b) higher tertiary education","6","","",""
"Never","1998","direct migration background","(0) in school","","","",""
"Never","1998","direct migration background","(1a) inadequately completed","5","","",""
"Never","1998","direct migration background","(1b) general elementary school","15","","",""
"Never","1998","direct migration background","(1c) basic vocational qualification","15","","",""
"Never","1998","direct migration background","(2b) intermediate general qualification","1","","",""
"Never","1998","direct migration background","(2a) intermediate vocational","2","","",""
"Never","1998","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1998","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"Never","1998","direct migration background","(3a) lower tertiary education","","","",""
"Never","1998","direct migration background","(3b) higher tertiary education","3","","",""
"Never","1998","indirect migration background","(0) in school","","","",""
"Never","1998","indirect migration background","(1a) inadequately completed","","","",""
"Never","1998","indirect migration background","(1b) general elementary school","1","","",""
"Never","1998","indirect migration background","(1c) basic vocational qualification","2","","",""
"Never","1998","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1998","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1998","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1998","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1998","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1998","indirect migration background","(3b) higher tertiary education","1","","",""
"Daily","1999","no migration background","(0) in school","","","",""
"Daily","1999","no migration background","(1a) inadequately completed","","","",""
"Daily","1999","no migration background","(1b) general elementary school","","","",""
"Daily","1999","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","no migration background","(2a) intermediate vocational","","","",""
"Daily","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","no migration background","(3a) lower tertiary education","","","",""
"Daily","1999","no migration background","(3b) higher tertiary education","","","",""
"Daily","1999","direct migration background","(0) in school","","","",""
"Daily","1999","direct migration background","(1a) inadequately completed","","","",""
"Daily","1999","direct migration background","(1b) general elementary school","","","",""
"Daily","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1999","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1999","indirect migration background","(0) in school","","","",""
"Daily","1999","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1999","indirect migration background","(1b) general elementary school","","","",""
"Daily","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","no migration background","(0) in school","","","",""
"Min 1x per week","1999","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","direct migration background","(0) in school","","","",""
"Min 1x per week","1999","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","indirect migration background","(0) in school","","","",""
"Min 1x per week","1999","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","no migration background","(0) in school","","","",""
"Min 1x per month","1999","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","direct migration background","(0) in school","","","",""
"Min 1x per month","1999","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","indirect migration background","(0) in school","","","",""
"Min 1x per month","1999","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","no migration background","(0) in school","","","",""
"Rarely","1999","no migration background","(1a) inadequately completed","","","",""
"Rarely","1999","no migration background","(1b) general elementary school","","","",""
"Rarely","1999","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","direct migration background","(0) in school","","","",""
"Rarely","1999","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1999","direct migration background","(1b) general elementary school","","","",""
"Rarely","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","indirect migration background","(0) in school","","","",""
"Rarely","1999","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1999","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1999","no migration background","(0) in school","","","",""
"Never","1999","no migration background","(1a) inadequately completed","","","",""
"Never","1999","no migration background","(1b) general elementary school","","","",""
"Never","1999","no migration background","(1c) basic vocational qualification","","","",""
"Never","1999","no migration background","(2b) intermediate general qualification","","","",""
"Never","1999","no migration background","(2a) intermediate vocational","","","",""
"Never","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","no migration background","(3a) lower tertiary education","","","",""
"Never","1999","no migration background","(3b) higher tertiary education","","","",""
"Never","1999","direct migration background","(0) in school","","","",""
"Never","1999","direct migration background","(1a) inadequately completed","","","",""
"Never","1999","direct migration background","(1b) general elementary school","","","",""
"Never","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1999","direct migration background","(2a) intermediate vocational","","","",""
"Never","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","direct migration background","(3a) lower tertiary education","","","",""
"Never","1999","direct migration background","(3b) higher tertiary education","","","",""
"Never","1999","indirect migration background","(0) in school","","","",""
"Never","1999","indirect migration background","(1a) inadequately completed","","","",""
"Never","1999","indirect migration background","(1b) general elementary school","","","",""
"Never","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","2000","no migration background","(0) in school","","","",""
"Daily","2000","no migration background","(1a) inadequately completed","","","",""
"Daily","2000","no migration background","(1b) general elementary school","","","",""
"Daily","2000","no migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","no migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","no migration background","(2a) intermediate vocational","","","",""
"Daily","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","no migration background","(3a) lower tertiary education","","","",""
"Daily","2000","no migration background","(3b) higher tertiary education","","","",""
"Daily","2000","direct migration background","(0) in school","","","",""
"Daily","2000","direct migration background","(1a) inadequately completed","","","",""
"Daily","2000","direct migration background","(1b) general elementary school","","","",""
"Daily","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","direct migration background","(2a) intermediate vocational","","","",""
"Daily","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","direct migration background","(3a) lower tertiary education","","","",""
"Daily","2000","direct migration background","(3b) higher tertiary education","","","",""
"Daily","2000","indirect migration background","(0) in school","","","",""
"Daily","2000","indirect migration background","(1a) inadequately completed","","","",""
"Daily","2000","indirect migration background","(1b) general elementary school","","","",""
"Daily","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","no migration background","(0) in school","","","",""
"Min 1x per week","2000","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","direct migration background","(0) in school","","","",""
"Min 1x per week","2000","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","indirect migration background","(0) in school","","","",""
"Min 1x per week","2000","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","no migration background","(0) in school","","","",""
"Min 1x per month","2000","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","direct migration background","(0) in school","","","",""
"Min 1x per month","2000","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","indirect migration background","(0) in school","","","",""
"Min 1x per month","2000","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","no migration background","(0) in school","","","",""
"Rarely","2000","no migration background","(1a) inadequately completed","","","",""
"Rarely","2000","no migration background","(1b) general elementary school","","","",""
"Rarely","2000","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","direct migration background","(0) in school","","","",""
"Rarely","2000","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2000","direct migration background","(1b) general elementary school","","","",""
"Rarely","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","indirect migration background","(0) in school","","","",""
"Rarely","2000","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2000","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2000","no migration background","(0) in school","","","",""
"Never","2000","no migration background","(1a) inadequately completed","","","",""
"Never","2000","no migration background","(1b) general elementary school","","","",""
"Never","2000","no migration background","(1c) basic vocational qualification","","","",""
"Never","2000","no migration background","(2b) intermediate general qualification","","","",""
"Never","2000","no migration background","(2a) intermediate vocational","","","",""
"Never","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","no migration background","(3a) lower tertiary education","","","",""
"Never","2000","no migration background","(3b) higher tertiary education","","","",""
"Never","2000","direct migration background","(0) in school","","","",""
"Never","2000","direct migration background","(1a) inadequately completed","","","",""
"Never","2000","direct migration background","(1b) general elementary school","","","",""
"Never","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2000","direct migration background","(2a) intermediate vocational","","","",""
"Never","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","direct migration background","(3a) lower tertiary education","","","",""
