"pli0080","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2004","inadequately","","","","","5"
"Never","2004","general elemantary","","","","","5"
"Rarely","2004","higher education","","","","","4"
"Rarely","2004","vocational + Abi","","","","","4"
"Rarely","2004","higher vocational","","","","","4"
"Rarely","2004","middle vocational","","","","","4"
"Rarely","2004","inadequately","","","","","4"
"Rarely","2004","general elemantary","","","","","4"
"Rarely","2004","in school","","","","","4"
"Daily","2005","vocational + Abi","","","","","1"
"Daily","2005","higher vocational","","","","","1"
"Daily","2005","higher education","","","","","1"
"Daily","2005","inadequately","","","","","1"
"Daily","2005","general elemantary","","","","","1"
"Daily","2005","middle vocational","","","","","1"
"Daily","2005","in school","","","","","1"
"Min 1x per month","2005","vocational + Abi","","","","","3"
"Min 1x per month","2005","higher education","","","","","3"
"Min 1x per month","2005","inadequately","","","","","3"
"Min 1x per month","2005","middle vocational","","","","","3"
"Min 1x per month","2005","higher vocational","","","","","3"
"Min 1x per month","2005","in school","","","","","3"
"Min 1x per month","2005","general elemantary","","","","","3"
"Min 1x per week","2005","higher education","","","","","2"
"Min 1x per week","2005","vocational + Abi","","","","","2"
"Min 1x per week","2005","higher vocational","","","","","2"
"Min 1x per week","2005","middle vocational","","","","","2"
"Min 1x per week","2005","inadequately","","","","","2"
"Min 1x per week","2005","general elemantary","","","","","2"
"Min 1x per week","2005","in school","","","","","2"
"Never","2005","higher education","","","","","5"
"Never","2005","middle vocational","","","","","5"
"Never","2005","vocational + Abi","","","","","5"
"Never","2005","higher vocational","","","","","5"
"Never","2005","in school","","","","","5"
"Never","2005","inadequately","","","","","5"
"Never","2005","general elemantary","","","","","5"
"Rarely","2005","higher education","","","","","4"
"Rarely","2005","vocational + Abi","","","","","4"
"Rarely","2005","higher vocational","","","","","4"
"Rarely","2005","in school","","","","","4"
"Rarely","2005","middle vocational","","","","","4"
"Rarely","2005","general elemantary","","","","","4"
"Rarely","2005","inadequately","","","","","4"
"Daily","2006","vocational + Abi","","","","","1"
"Daily","2006","higher vocational","","","","","1"
"Daily","2006","higher education","","","","","1"
"Daily","2006","inadequately","","","","","1"
"Daily","2006","general elemantary","","","","","1"
"Daily","2006","middle vocational","","","","","1"
"Daily","2006","in school","","","","","1"
"Min 1x per month","2006","vocational + Abi","","","","","3"
"Min 1x per month","2006","inadequately","","","","","3"
"Min 1x per month","2006","higher vocational","","","","","3"
"Min 1x per month","2006","higher education","","","","","3"
"Min 1x per month","2006","middle vocational","","","","","3"
"Min 1x per month","2006","in school","","","","","3"
"Min 1x per month","2006","general elemantary","","","","","3"
"Min 1x per week","2006","vocational + Abi","","","","","2"
"Min 1x per week","2006","higher vocational","","","","","2"
"Min 1x per week","2006","middle vocational","","","","","2"
"Min 1x per week","2006","higher education","","","","","2"
"Min 1x per week","2006","inadequately","","","","","2"
"Min 1x per week","2006","general elemantary","","","","","2"
"Min 1x per week","2006","in school","","","","","2"
"Never","2006","middle vocational","","","","","5"
"Never","2006","vocational + Abi","","","","","5"
"Never","2006","higher vocational","","","","","5"
"Never","2006","higher education","","","","","5"
"Never","2006","in school","","","","","5"
"Never","2006","inadequately","","","","","5"
"Never","2006","general elemantary","","","","","5"
"Rarely","2006","higher vocational","","","","","4"
"Rarely","2006","higher education","","","","","4"
"Rarely","2006","vocational + Abi","","","","","4"
"Rarely","2006","middle vocational","","","","","4"
"Rarely","2006","inadequately","","","","","4"
"Rarely","2006","in school","","","","","4"
"Rarely","2006","general elemantary","","","","","4"
"Daily","2007","vocational + Abi","","","","","1"
"Daily","2007","higher vocational","","","","","1"
"Daily","2007","higher education","","","","","1"
"Daily","2007","inadequately","","","","","1"
"Daily","2007","in school","","","","","1"
"Daily","2007","general elemantary","","","","","1"
"Daily","2007","middle vocational","","","","","1"
"Min 1x per month","2007","vocational + Abi","","","","","3"
"Min 1x per month","2007","inadequately","","","","","3"
"Min 1x per month","2007","higher vocational","","","","","3"
"Min 1x per month","2007","higher education","","","","","3"
"Min 1x per month","2007","middle vocational","","","","","3"
"Min 1x per month","2007","in school","","","","","3"
"Min 1x per month","2007","general elemantary","","","","","3"
"Min 1x per week","2007","vocational + Abi","","","","","2"
"Min 1x per week","2007","middle vocational","","","","","2"
"Min 1x per week","2007","higher vocational","","","","","2"
"Min 1x per week","2007","higher education","","","","","2"
"Min 1x per week","2007","inadequately","","","","","2"
"Min 1x per week","2007","general elemantary","","","","","2"
"Min 1x per week","2007","in school","","","","","2"
"Never","2007","middle vocational","","","","","5"
"Never","2007","vocational + Abi","","","","","5"
"Never","2007","higher vocational","","","","","5"
"Never","2007","higher education","","","","","5"
"Never","2007","in school","","","","","5"
"Never","2007","inadequately","","","","","5"
"Never","2007","general elemantary","","","","","5"
"Rarely","2007","higher vocational","","","","","4"
"Rarely","2007","vocational + Abi","","","","","4"
"Rarely","2007","higher education","","","","","4"
"Rarely","2007","middle vocational","","","","","4"
"Rarely","2007","inadequately","","","","","4"
"Rarely","2007","in school","","","","","4"
"Rarely","2007","general elemantary","","","","","4"
"Daily","2008","vocational + Abi","39","0.0557309002360452","0.0421496818671853","0.069312118604905","1"
"Daily","2008","higher vocational","18","","","","1"
"Daily","2008","higher education","79","0.0217048255607073","0.0172926357728433","0.0261170153485714","1"
"Daily","2008","inadequately","16","","","","1"
"Daily","2008","general elemantary","146","0.0801140899615126","0.0683048619678369","0.0919233179551884","1"
"Daily","2008","middle vocational","363","0.0394270747183824","0.0355634286463268","0.043290720790438","1"
"Daily","2008","in school","53","0.14892878375054","0.111736826669629","0.18612074083145","1"
"Min 1x per month","2008","vocational + Abi","400","0.351186408170009","0.322926442289366","0.379446374050652","3"
"Min 1x per month","2008","inadequately","30","0.170435525970734","0.116542518115396","0.224328533826073","3"
"Min 1x per month","2008","middle vocational","3089","0.305353711097898","0.296210087312481","0.314497334883315","3"
"Min 1x per month","2008","higher vocational","527","0.364276925347772","0.339212007640944","0.389341843054601","3"
"Min 1x per month","2008","higher education","1733","0.400864110470108","0.386025189049877","0.415703031890338","3"
"Min 1x per month","2008","in school","51","0.101535455323614","0.0699827870588716","0.133088123588356","3"
"Min 1x per month","2008","general elemantary","497","0.221922914032275","0.203846492589774","0.239999335474776","3"
"Min 1x per week","2008","vocational + Abi","462","0.41615017297578","0.386967945959514","0.445332399992045","2"
"Min 1x per week","2008","inadequately","75","0.398468537608321","0.328298213984981","0.468638861231661","2"
"Min 1x per week","2008","middle vocational","3744","0.385145681267826","0.375484426878473","0.394806935657179","2"
"Min 1x per week","2008","higher vocational","492","0.354055467180679","0.329146843566197","0.378964090795161","2"
"Min 1x per week","2008","higher education","1506","0.367974499838181","0.353372335162949","0.382576664513414","2"
"Min 1x per week","2008","general elemantary","835","0.39365096688102","0.372398121727473","0.414903812034567","2"
"Min 1x per week","2008","in school","224","0.671623523206077","0.622563728327887","0.720683318084266","2"
"Never","2008","middle vocational","304","0.0328101085725833","0.0292734381069592","0.0363467790382075","5"
"Never","2008","vocational + Abi","17","","","","5"
"Never","2008","higher vocational","40","0.030154542597357","0.0212472830994134","0.0390618020953006","5"
"Never","2008","higher education","48","0.0174059074083703","0.0134460778930808","0.0213657369236598","5"
"Never","2008","in school","1","","","","5"
"Never","2008","inadequately","18","","","","5"
"Never","2008","general elemantary","113","0.0591555181964034","0.0488929365651576","0.0694180998276492","5"
"Rarely","2008","vocational + Abi","178","0.157957193593996","0.136365853237333","0.179548533950659","4"
"Rarely","2008","higher vocational","339","0.238153064761636","0.215967095132998","0.260339034390274","4"
"Rarely","2008","higher education","824","0.192050656722633","0.180123386904085","0.203977926541181","4"
"Rarely","2008","in school","23","","","","4"
"Rarely","2008","middle vocational","2246","0.237263424343311","0.228817687002359","0.245709161684263","4"
"Rarely","2008","inadequately","48","0.252650287287171","0.19037021300115","0.314930361573192","4"
"Rarely","2008","general elemantary","439","0.245156510928789","0.22644321675933","0.263869805098249","4"
"Daily","2009","vocational + Abi","","","","","1"
"Daily","2009","higher vocational","","","","","1"
"Daily","2009","higher education","","","","","1"
"Daily","2009","inadequately","","","","","1"
"Daily","2009","general elemantary","","","","","1"
"Daily","2009","middle vocational","","","","","1"
"Daily","2009","in school","","","","","1"
"Min 1x per month","2009","vocational + Abi","","","","","3"
"Min 1x per month","2009","inadequately","","","","","3"
"Min 1x per month","2009","middle vocational","","","","","3"
"Min 1x per month","2009","higher vocational","","","","","3"
"Min 1x per month","2009","higher education","","","","","3"
"Min 1x per month","2009","general elemantary","","","","","3"
"Min 1x per month","2009","in school","","","","","3"
"Min 1x per week","2009","vocational + Abi","","","","","2"
"Min 1x per week","2009","higher vocational","","","","","2"
"Min 1x per week","2009","inadequately","","","","","2"
"Min 1x per week","2009","general elemantary","","","","","2"
"Min 1x per week","2009","middle vocational","","","","","2"
"Min 1x per week","2009","higher education","","","","","2"
"Min 1x per week","2009","in school","","","","","2"
"Never","2009","middle vocational","","","","","5"
"Never","2009","vocational + Abi","","","","","5"
"Never","2009","higher vocational","","","","","5"
"Never","2009","higher education","","","","","5"
"Never","2009","in school","","","","","5"
"Never","2009","inadequately","","","","","5"
"Never","2009","general elemantary","","","","","5"
"Rarely","2009","higher education","","","","","4"
"Rarely","2009","higher vocational","","","","","4"
"Rarely","2009","vocational + Abi","","","","","4"
"Rarely","2009","middle vocational","","","","","4"
"Rarely","2009","inadequately","","","","","4"
"Rarely","2009","in school","","","","","4"
"Rarely","2009","general elemantary","","","","","4"
"Daily","2010","vocational + Abi","","","","","1"
"Daily","2010","higher vocational","","","","","1"
"Daily","2010","higher education","","","","","1"
"Daily","2010","inadequately","","","","","1"
"Daily","2010","in school","","","","","1"
"Daily","2010","general elemantary","","","","","1"
"Daily","2010","middle vocational","","","","","1"
"Min 1x per month","2010","vocational + Abi","","","","","3"
"Min 1x per month","2010","higher vocational","","","","","3"
"Min 1x per month","2010","inadequately","","","","","3"
"Min 1x per month","2010","middle vocational","","","","","3"
"Min 1x per month","2010","higher education","","","","","3"
"Min 1x per month","2010","general elemantary","","","","","3"
"Min 1x per month","2010","in school","","","","","3"
"Min 1x per week","2010","higher vocational","","","","","2"
"Min 1x per week","2010","vocational + Abi","","","","","2"
"Min 1x per week","2010","inadequately","","","","","2"
"Min 1x per week","2010","general elemantary","","","","","2"
"Min 1x per week","2010","middle vocational","","","","","2"
"Min 1x per week","2010","higher education","","","","","2"
"Min 1x per week","2010","in school","","","","","2"
"Never","2010","middle vocational","","","","","5"
"Never","2010","vocational + Abi","","","","","5"
"Never","2010","higher vocational","","","","","5"
"Never","2010","higher education","","","","","5"
"Never","2010","in school","","","","","5"
"Never","2010","inadequately","","","","","5"
"Never","2010","general elemantary","","","","","5"
"Rarely","2010","higher vocational","","","","","4"
"Rarely","2010","higher education","","","","","4"
"Rarely","2010","vocational + Abi","","","","","4"
"Rarely","2010","middle vocational","","","","","4"
"Rarely","2010","inadequately","","","","","4"
"Rarely","2010","in school","","","","","4"
"Rarely","2010","general elemantary","","","","","4"
"Daily","2011","vocational + Abi","","","","","1"
"Daily","2011","higher vocational","","","","","1"
"Daily","2011","higher education","","","","","1"
"Daily","2011","inadequately","","","","","1"
"Daily","2011","general elemantary","","","","","1"
"Daily","2011","middle vocational","","","","","1"
"Daily","2011","in school","","","","","1"
"Min 1x per month","2011","vocational + Abi","","","","","3"
"Min 1x per month","2011","inadequately","","","","","3"
"Min 1x per month","2011","middle vocational","","","","","3"
"Min 1x per month","2011","higher vocational","","","","","3"
"Min 1x per month","2011","higher education","","","","","3"
"Min 1x per month","2011","in school","","","","","3"
"Min 1x per month","2011","general elemantary","","","","","3"
"Min 1x per week","2011","vocational + Abi","","","","","2"
"Min 1x per week","2011","inadequately","","","","","2"
"Min 1x per week","2011","middle vocational","","","","","2"
"Min 1x per week","2011","higher vocational","","","","","2"
"Min 1x per week","2011","higher education","","","","","2"
"Min 1x per week","2011","general elemantary","","","","","2"
"Min 1x per week","2011","in school","","","","","2"
"Never","2011","higher vocational","","","","","5"
"Never","2011","higher education","","","","","5"
"Never","2011","middle vocational","","","","","5"
"Never","2011","vocational + Abi","","","","","5"
"Never","2011","in school","","","","","5"
"Never","2011","inadequately","","","","","5"
"Never","2011","general elemantary","","","","","5"
"Rarely","2011","vocational + Abi","","","","","4"
"Rarely","2011","middle vocational","","","","","4"
"Rarely","2011","higher vocational","","","","","4"
"Rarely","2011","higher education","","","","","4"
"Rarely","2011","inadequately","","","","","4"
"Rarely","2011","general elemantary","","","","","4"
"Rarely","2011","in school","","","","","4"
"Daily","2012","vocational + Abi","","","","","1"
"Daily","2012","higher vocational","","","","","1"
"Daily","2012","higher education","","","","","1"
"Daily","2012","inadequately","","","","","1"
"Daily","2012","general elemantary","","","","","1"
"Daily","2012","middle vocational","","","","","1"
"Daily","2012","in school","","","","","1"
"Min 1x per month","2012","vocational + Abi","","","","","3"
"Min 1x per month","2012","inadequately","","","","","3"
"Min 1x per month","2012","middle vocational","","","","","3"
"Min 1x per month","2012","higher vocational","","","","","3"
"Min 1x per month","2012","higher education","","","","","3"
"Min 1x per month","2012","in school","","","","","3"
"Min 1x per month","2012","general elemantary","","","","","3"
"Min 1x per week","2012","vocational + Abi","","","","","2"
"Min 1x per week","2012","higher vocational","","","","","2"
"Min 1x per week","2012","inadequately","","","","","2"
"Min 1x per week","2012","general elemantary","","","","","2"
"Min 1x per week","2012","middle vocational","","","","","2"
"Min 1x per week","2012","higher education","","","","","2"
"Min 1x per week","2012","in school","","","","","2"
"Never","2012","higher vocational","","","","","5"
"Never","2012","higher education","","","","","5"
"Never","2012","middle vocational","","","","","5"
"Never","2012","vocational + Abi","","","","","5"
"Never","2012","in school","","","","","5"
"Never","2012","inadequately","","","","","5"
"Never","2012","general elemantary","","","","","5"
"Rarely","2012","vocational + Abi","","","","","4"
"Rarely","2012","higher vocational","","","","","4"
"Rarely","2012","middle vocational","","","","","4"
"Rarely","2012","higher education","","","","","4"
"Rarely","2012","inadequately","","","","","4"
"Rarely","2012","general elemantary","","","","","4"
"Rarely","2012","in school","","","","","4"
"Daily","2013","vocational + Abi","49","0.0285623362507585","0.0208153828633251","0.0363092896381918","1"
"Daily","2013","higher vocational","27","","","","1"
"Daily","2013","higher education","110","0.0175040935394763","0.0141346428894655","0.020873544189487","1"
"Daily","2013","inadequately","33","0.0836473498933617","0.0537764343252349","0.113518265461488","1"
"Daily","2013","general elemantary","215","0.0729518059986885","0.0629576276584617","0.0829459843389153","1"
"Daily","2013","middle vocational","509","0.0382224292017176","0.0348497798248795","0.0415950785785557","1"
"Daily","2013","in school","68","0.147124516094784","0.114138370847259","0.180110661342309","1"
"Min 1x per month","2013","vocational + Abi","630","0.348511928461582","0.326350963448329","0.370672893474836","3"
"Min 1x per month","2013","inadequately","42","0.130507907273364","0.0941631014985101","0.166852713048218","3"
"Min 1x per month","2013","in school","69","0.140918592795573","0.108518404310428","0.173318781280718","3"
"Min 1x per month","2013","general elemantary","621","0.255036936521823","0.238285701704938","0.271788171338708","3"
"Min 1x per month","2013","middle vocational","3942","0.319808695681834","0.311604511512972","0.328012879850696","3"
"Min 1x per month","2013","higher vocational","662","0.389494292575931","0.366120705482351","0.41286787966951","3"
"Min 1x per month","2013","higher education","2325","0.394698644363276","0.382140006047733","0.407257282678818","3"
"Min 1x per week","2013","higher vocational","559","0.337012324959721","0.314355159622864","0.359669490296578","2"
"Min 1x per week","2013","inadequately","142","0.387283800637179","0.334726207546147","0.439841393728211","2"
"Min 1x per week","2013","general elemantary","1056","0.373756127588493","0.355163369427297","0.39234888574969","2"
"Min 1x per week","2013","vocational + Abi","777","0.436183428964434","0.413119669002884","0.459247188925984","2"
"Min 1x per week","2013","in school","272","0.628591789986805","0.583597611173955","0.673585968799654","2"
"Min 1x per week","2013","middle vocational","4555","0.349902652305113","0.341513124004236","0.35829218060599","2"
"Min 1x per week","2013","higher education","2237","0.376162885537408","0.363716378512476","0.38860939256234","2"
"Never","2013","in school","5","","","","5"
"Never","2013","inadequately","39","0.144430542633524","0.1065035612249","0.182357524042148","5"
"Never","2013","general elemantary","168","0.0677836335230532","0.058123153666401","0.0774441133797054","5"
"Never","2013","middle vocational","514","0.0460732862163366","0.0423855756350643","0.0497609967976088","5"
"Never","2013","vocational + Abi","27","","","","5"
"Never","2013","higher vocational","44","0.0296734227240286","0.0215400113322113","0.0378068341158459","5"
"Never","2013","higher education","83","0.0172038780626858","0.0138629370539607","0.0205448190714108","5"
"Rarely","2013","vocational + Abi","293","0.162523300765524","0.145365137590936","0.179681463940113","4"
"Rarely","2013","inadequately","74","0.254130399562571","0.207157119835701","0.301103679289441","4"
"Rarely","2013","general elemantary","541","0.230471496367942","0.214287011491036","0.246655981244847","4"
"Rarely","2013","middle vocational","2895","0.245992936594999","0.23841721938538","0.253568653804618","4"
"Rarely","2013","higher vocational","380","0.226985723164787","0.206907606056966","0.247063840272609","4"
"Rarely","2013","higher education","1064","0.194430498497154","0.184261981589595","0.204599015404714","4"
"Rarely","2013","in school","29","","","","4"
"Daily","2014","vocational + Abi","","","","","1"
"Daily","2014","higher vocational","","","","","1"
"Daily","2014","higher education","","","","","1"
"Daily","2014","middle vocational","","","","","1"
"Daily","2014","general elemantary","","","","","1"
"Daily","2014","inadequately","","","","","1"
"Daily","2014","in school","","","","","1"
"Min 1x per month","2014","vocational + Abi","","","","","3"
"Min 1x per month","2014","inadequately","","","","","3"
"Min 1x per month","2014","in school","","","","","3"
"Min 1x per month","2014","middle vocational","","","","","3"
"Min 1x per month","2014","higher education","","","","","3"
"Min 1x per month","2014","general elemantary","","","","","3"
"Min 1x per month","2014","higher vocational","","","","","3"
"Min 1x per week","2014","general elemantary","","","","","2"
"Min 1x per week","2014","higher vocational","","","","","2"
"Min 1x per week","2014","inadequately","","","","","2"
"Min 1x per week","2014","vocational + Abi","","","","","2"
"Min 1x per week","2014","higher education","","","","","2"
"Min 1x per week","2014","in school","","","","","2"
"Min 1x per week","2014","middle vocational","","","","","2"
"Never","2014","in school","","","","","5"
"Never","2014","inadequately","","","","","5"
"Never","2014","general elemantary","","","","","5"
"Never","2014","middle vocational","","","","","5"
"Never","2014","vocational + Abi","","","","","5"
"Never","2014","higher vocational","","","","","5"
"Never","2014","higher education","","","","","5"
"Rarely","2014","vocational + Abi","","","","","4"
"Rarely","2014","inadequately","","","","","4"
"Rarely","2014","general elemantary","","","","","4"
"Rarely","2014","middle vocational","","","","","4"
"Rarely","2014","higher vocational","","","","","4"
"Rarely","2014","higher education","","","","","4"
"Rarely","2014","in school","","","","","4"
"Daily","2015","vocational + Abi","","","","","1"
"Daily","2015","higher vocational","","","","","1"
"Daily","2015","higher education","","","","","1"
"Daily","2015","inadequately","","","","","1"
"Daily","2015","general elemantary","","","","","1"
"Daily","2015","middle vocational","","","","","1"
"Daily","2015","in school","","","","","1"
"Min 1x per month","2015","inadequately","","","","","3"
"Min 1x per month","2015","vocational + Abi","","","","","3"
"Min 1x per month","2015","middle vocational","","","","","3"
"Min 1x per month","2015","in school","","","","","3"
"Min 1x per month","2015","general elemantary","","","","","3"
"Min 1x per month","2015","higher vocational","","","","","3"
"Min 1x per month","2015","higher education","","","","","3"
"Min 1x per week","2015","general elemantary","","","","","2"
"Min 1x per week","2015","higher vocational","","","","","2"
"Min 1x per week","2015","inadequately","","","","","2"
"Min 1x per week","2015","vocational + Abi","","","","","2"
"Min 1x per week","2015","higher education","","","","","2"
"Min 1x per week","2015","middle vocational","","","","","2"
"Min 1x per week","2015","in school","","","","","2"
"Never","2015","in school","","","","","5"
"Never","2015","inadequately","","","","","5"
"Never","2015","general elemantary","","","","","5"
"Never","2015","middle vocational","","","","","5"
"Never","2015","vocational + Abi","","","","","5"
"Never","2015","higher vocational","","","","","5"
"Never","2015","higher education","","","","","5"
"Rarely","2015","vocational + Abi","","","","","4"
"Rarely","2015","inadequately","","","","","4"
"Rarely","2015","general elemantary","","","","","4"
"Rarely","2015","middle vocational","","","","","4"
"Rarely","2015","higher vocational","","","","","4"
"Rarely","2015","higher education","","","","","4"
"Rarely","2015","in school","","","","","4"
"Daily","2016","vocational + Abi","","","","","1"
"Daily","2016","higher vocational","","","","","1"
"Daily","2016","higher education","","","","","1"
"Daily","2016","inadequately","","","","","1"
"Daily","2016","general elemantary","","","","","1"
"Daily","2016","middle vocational","","","","","1"
"Daily","2016","in school","","","","","1"
"Min 1x per month","2016","inadequately","","","","","3"
"Min 1x per month","2016","vocational + Abi","","","","","3"
"Min 1x per month","2016","higher vocational","","","","","3"
"Min 1x per month","2016","higher education","","","","","3"
"Min 1x per month","2016","middle vocational","","","","","3"
"Min 1x per month","2016","general elemantary","","","","","3"
"Min 1x per month","2016","in school","","","","","3"
"Min 1x per week","2016","general elemantary","","","","","2"
"Min 1x per week","2016","higher vocational","","","","","2"
"Min 1x per week","2016","inadequately","","","","","2"
"Min 1x per week","2016","vocational + Abi","","","","","2"
"Min 1x per week","2016","middle vocational","","","","","2"
"Min 1x per week","2016","higher education","","","","","2"
"Min 1x per week","2016","in school","","","","","2"
"Never","2016","in school","","","","","5"
"Never","2016","inadequately","","","","","5"
"Never","2016","general elemantary","","","","","5"
"Never","2016","middle vocational","","","","","5"
"Never","2016","vocational + Abi","","","","","5"
"Never","2016","higher vocational","","","","","5"
"Never","2016","higher education","","","","","5"
"Rarely","2016","vocational + Abi","","","","","4"
"Rarely","2016","inadequately","","","","","4"
"Rarely","2016","general elemantary","","","","","4"
"Rarely","2016","middle vocational","","","","","4"
"Rarely","2016","higher vocational","","","","","4"
"Rarely","2016","higher education","","","","","4"
"Rarely","2016","in school","","","","","4"
"Daily","2017","vocational + Abi","","","","","1"
"Daily","2017","higher vocational","","","","","1"
"Daily","2017","higher education","","","","","1"
"Daily","2017","inadequately","","","","","1"
"Daily","2017","general elemantary","","","","","1"
"Daily","2017","middle vocational","","","","","1"
"Daily","2017","in school","","","","","1"
"Min 1x per month","2017","inadequately","","","","","3"
"Min 1x per month","2017","in school","","","","","3"
"Min 1x per month","2017","vocational + Abi","","","","","3"
"Min 1x per month","2017","higher vocational","","","","","3"
"Min 1x per month","2017","higher education","","","","","3"
"Min 1x per month","2017","middle vocational","","","","","3"
"Min 1x per month","2017","general elemantary","","","","","3"
"Min 1x per week","2017","inadequately","","","","","2"
"Min 1x per week","2017","general elemantary","","","","","2"
"Min 1x per week","2017","vocational + Abi","","","","","2"
"Min 1x per week","2017","higher vocational","","","","","2"
"Min 1x per week","2017","middle vocational","","","","","2"
"Min 1x per week","2017","higher education","","","","","2"
"Min 1x per week","2017","in school","","","","","2"
"Never","2017","in school","","","","","5"
"Never","2017","inadequately","","","","","5"
"Never","2017","general elemantary","","","","","5"
"Never","2017","middle vocational","","","","","5"
"Never","2017","vocational + Abi","","","","","5"
"Never","2017","higher vocational","","","","","5"
"Never","2017","higher education","","","","","5"
"Rarely","2017","vocational + Abi","","","","","4"
"Rarely","2017","inadequately","","","","","4"
"Rarely","2017","general elemantary","","","","","4"
"Rarely","2017","middle vocational","","","","","4"
"Rarely","2017","higher vocational","","","","","4"
"Rarely","2017","higher education","","","","","4"
"Rarely","2017","in school","","","","","4"
"Daily","2018","vocational + Abi","","","","","1"
"Daily","2018","higher vocational","","","","","1"
"Daily","2018","higher education","","","","","1"
"Daily","2018","inadequately","","","","","1"
"Daily","2018","general elemantary","","","","","1"
"Daily","2018","middle vocational","","","","","1"
"Daily","2018","in school","","","","","1"
"Min 1x per month","2018","inadequately","","","","","3"
"Min 1x per month","2018","vocational + Abi","","","","","3"
"Min 1x per month","2018","higher vocational","","","","","3"
"Min 1x per month","2018","higher education","","","","","3"
"Min 1x per month","2018","general elemantary","","","","","3"
"Min 1x per month","2018","in school","","","","","3"
"Min 1x per month","2018","middle vocational","","","","","3"
"Min 1x per week","2018","general elemantary","","","","","2"
"Min 1x per week","2018","higher vocational","","","","","2"
"Min 1x per week","2018","inadequately","","","","","2"
"Min 1x per week","2018","vocational + Abi","","","","","2"
"Min 1x per week","2018","higher education","","","","","2"
"Min 1x per week","2018","in school","","","","","2"
"Min 1x per week","2018","middle vocational","","","","","2"
"Never","2018","in school","","","","","5"
"Never","2018","inadequately","","","","","5"
"Never","2018","general elemantary","","","","","5"
"Never","2018","middle vocational","","","","","5"
"Never","2018","vocational + Abi","","","","","5"
"Never","2018","higher vocational","","","","","5"
"Never","2018","higher education","","","","","5"
"Rarely","2018","vocational + Abi","","","","","4"
"Rarely","2018","inadequately","","","","","4"
"Rarely","2018","in school","","","","","4"
"Rarely","2018","general elemantary","","","","","4"
"Rarely","2018","middle vocational","","","","","4"
"Rarely","2018","higher vocational","","","","","4"
"Rarely","2018","higher education","","","","","4"
"Daily","2019","vocational + Abi","66","0.0297537650618417","0.0226050140357539","0.0369025160879294","1"
"Daily","2019","higher vocational","36","0.0228377203410708","0.0156557715602791","0.0300196691218624","1"
"Daily","2019","higher education","148","0.0218158626028408","0.0183937399286425","0.0252379852770392","1"
"Daily","2019","inadequately","42","0.0919460445937415","0.0633054476755468","0.120586641511936","1"
"Daily","2019","general elemantary","190","0.0664537307996029","0.0565260558181837","0.076381405781022","1"
"Daily","2019","middle vocational","448","0.0379739059516357","0.034417745406473","0.0415300664967985","1"
"Daily","2019","in school","40","0.183892588248835","0.142095416588951","0.225689759908719","1"
"Min 1x per month","2019","inadequately","82","0.175374992796583","0.137681030148862","0.213068955444303","3"
"Min 1x per month","2019","vocational + Abi","785","0.36626326780867","0.34599253976533","0.386533995852011","3"
"Min 1x per month","2019","higher vocational","595","0.316188716233752","0.293833756270154","0.33854367619735","3"
"Min 1x per month","2019","higher education","2811","0.39162795074761","0.380193362317355","0.403062539177864","3"
"Min 1x per month","2019","in school","76","0.189390120216522","0.147115888139","0.231664352294045","3"
"Min 1x per month","2019","general elemantary","639","0.28309039140343","0.265134180084217","0.301046602722642","3"
"Min 1x per month","2019","middle vocational","3594","0.321391554744394","0.312702507505016","0.330080601983773","3"
"Min 1x per week","2019","general elemantary","856","0.330045337124947","0.311302753788964","0.348787920460931","2"
"Min 1x per week","2019","higher vocational","579","0.363964926722766","0.340833475453683","0.387096377991849","2"
"Min 1x per week","2019","inadequately","134","0.39936956529604","0.350823854709442","0.447915275882639","2"
"Min 1x per week","2019","vocational + Abi","842","0.384990813720466","0.364517685378162","0.405463942062769","2"
"Min 1x per week","2019","higher education","2561","0.371964123568843","0.360641636729777","0.383286610407908","2"
"Min 1x per week","2019","middle vocational","3941","0.354199097035916","0.345300565440247","0.363097628631585","2"
"Min 1x per week","2019","in school","183","0.551037710222479","0.497373256399281","0.604702164045677","2"
"Never","2019","in school","10","","","","5"
"Never","2019","inadequately","37","0.0882911581312306","0.0601691452752159","0.116413170987245","5"
"Never","2019","general elemantary","178","0.0788238067917614","0.0680834181116582","0.0895641954718645","5"
"Never","2019","middle vocational","564","0.0536830292191646","0.049489476381566","0.0578765820567632","5"
"Never","2019","vocational + Abi","58","0.0289297236764204","0.0218776685703366","0.0359817787825041","5"
"Never","2019","higher vocational","55","0.0485807999030527","0.038244838766393","0.0589167610397123","5"
"Never","2019","higher education","139","0.0235899581920823","0.0200346375428162","0.0271452788413484","5"
"Rarely","2019","inadequately","96","0.245018239182405","0.202387079233009","0.287649399131801","4"
"Rarely","2019","vocational + Abi","419","0.190062429732602","0.173554518115821","0.206570341349383","4"
"Rarely","2019","higher education","1341","0.191002104888625","0.181793542316224","0.200210667461026","4"
"Rarely","2019","in school","21","","","","4"
"Rarely","2019","general elemantary","555","0.241586733880259","0.224525538968575","0.258647928791943","4"
"Rarely","2019","middle vocational","2550","0.232752413048889","0.22488992207811","0.240614904019668","4"
"Rarely","2019","higher vocational","397","0.248427836799358","0.227653936005628","0.269201737593089","4"
