"pli0080","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2004","66 and older","Female","","","","","2"
"Never","2004","16-34 y.","Male","","","","","5"
"Never","2004","16-34 y.","Female","","","","","5"
"Never","2004","35-65 y.","Male","","","","","5"
"Never","2004","35-65 y.","Female","","","","","5"
"Never","2004","66 and older","Male","","","","","5"
"Never","2004","66 and older","Female","","","","","5"
"Rarely","2004","16-34 y.","Male","","","","","4"
"Rarely","2004","16-34 y.","Female","","","","","4"
"Rarely","2004","35-65 y.","Male","","","","","4"
"Rarely","2004","35-65 y.","Female","","","","","4"
"Rarely","2004","66 and older","Female","","","","","4"
"Rarely","2004","66 and older","Male","","","","","4"
"Daily","2005","16-34 y.","Male","","","","","1"
"Daily","2005","16-34 y.","Female","","","","","1"
"Daily","2005","35-65 y.","Male","","","","","1"
"Daily","2005","35-65 y.","Female","","","","","1"
"Daily","2005","66 and older","Male","","","","","1"
"Daily","2005","66 and older","Female","","","","","1"
"Min 1x per month","2005","16-34 y.","Male","","","","","3"
"Min 1x per month","2005","16-34 y.","Female","","","","","3"
"Min 1x per month","2005","35-65 y.","Male","","","","","3"
"Min 1x per month","2005","35-65 y.","Female","","","","","3"
"Min 1x per month","2005","66 and older","Male","","","","","3"
"Min 1x per month","2005","66 and older","Female","","","","","3"
"Min 1x per week","2005","16-34 y.","Female","","","","","2"
"Min 1x per week","2005","16-34 y.","Male","","","","","2"
"Min 1x per week","2005","35-65 y.","Male","","","","","2"
"Min 1x per week","2005","35-65 y.","Female","","","","","2"
"Min 1x per week","2005","66 and older","Male","","","","","2"
"Min 1x per week","2005","66 and older","Female","","","","","2"
"Never","2005","16-34 y.","Male","","","","","5"
"Never","2005","35-65 y.","Male","","","","","5"
"Never","2005","16-34 y.","Female","","","","","5"
"Never","2005","35-65 y.","Female","","","","","5"
"Never","2005","66 and older","Male","","","","","5"
"Never","2005","66 and older","Female","","","","","5"
"Rarely","2005","16-34 y.","Male","","","","","4"
"Rarely","2005","16-34 y.","Female","","","","","4"
"Rarely","2005","35-65 y.","Male","","","","","4"
"Rarely","2005","66 and older","Male","","","","","4"
"Rarely","2005","35-65 y.","Female","","","","","4"
"Rarely","2005","66 and older","Female","","","","","4"
"Daily","2006","16-34 y.","Male","","","","","1"
"Daily","2006","16-34 y.","Female","","","","","1"
"Daily","2006","35-65 y.","Male","","","","","1"
"Daily","2006","35-65 y.","Female","","","","","1"
"Daily","2006","66 and older","Male","","","","","1"
"Daily","2006","66 and older","Female","","","","","1"
"Min 1x per month","2006","16-34 y.","Male","","","","","3"
"Min 1x per month","2006","16-34 y.","Female","","","","","3"
"Min 1x per month","2006","35-65 y.","Male","","","","","3"
"Min 1x per month","2006","35-65 y.","Female","","","","","3"
"Min 1x per month","2006","66 and older","Male","","","","","3"
"Min 1x per month","2006","66 and older","Female","","","","","3"
"Min 1x per week","2006","16-34 y.","Female","","","","","2"
"Min 1x per week","2006","16-34 y.","Male","","","","","2"
"Min 1x per week","2006","35-65 y.","Male","","","","","2"
"Min 1x per week","2006","35-65 y.","Female","","","","","2"
"Min 1x per week","2006","66 and older","Male","","","","","2"
"Min 1x per week","2006","66 and older","Female","","","","","2"
"Never","2006","16-34 y.","Male","","","","","5"
"Never","2006","16-34 y.","Female","","","","","5"
"Never","2006","35-65 y.","Male","","","","","5"
"Never","2006","35-65 y.","Female","","","","","5"
"Never","2006","66 and older","Male","","","","","5"
"Never","2006","66 and older","Female","","","","","5"
"Rarely","2006","16-34 y.","Female","","","","","4"
"Rarely","2006","16-34 y.","Male","","","","","4"
"Rarely","2006","35-65 y.","Male","","","","","4"
"Rarely","2006","35-65 y.","Female","","","","","4"
"Rarely","2006","66 and older","Female","","","","","4"
"Rarely","2006","66 and older","Male","","","","","4"
"Daily","2007","16-34 y.","Male","","","","","1"
"Daily","2007","16-34 y.","Female","","","","","1"
"Daily","2007","35-65 y.","Male","","","","","1"
"Daily","2007","35-65 y.","Female","","","","","1"
"Daily","2007","66 and older","Male","","","","","1"
"Daily","2007","66 and older","Female","","","","","1"
"Min 1x per month","2007","16-34 y.","Male","","","","","3"
"Min 1x per month","2007","16-34 y.","Female","","","","","3"
"Min 1x per month","2007","35-65 y.","Male","","","","","3"
"Min 1x per month","2007","35-65 y.","Female","","","","","3"
"Min 1x per month","2007","66 and older","Male","","","","","3"
"Min 1x per month","2007","66 and older","Female","","","","","3"
"Min 1x per week","2007","16-34 y.","Male","","","","","2"
"Min 1x per week","2007","16-34 y.","Female","","","","","2"
"Min 1x per week","2007","35-65 y.","Male","","","","","2"
"Min 1x per week","2007","35-65 y.","Female","","","","","2"
"Min 1x per week","2007","66 and older","Male","","","","","2"
"Min 1x per week","2007","66 and older","Female","","","","","2"
"Never","2007","16-34 y.","Female","","","","","5"
"Never","2007","16-34 y.","Male","","","","","5"
"Never","2007","35-65 y.","Male","","","","","5"
"Never","2007","35-65 y.","Female","","","","","5"
"Never","2007","66 and older","Male","","","","","5"
"Never","2007","66 and older","Female","","","","","5"
"Rarely","2007","16-34 y.","Female","","","","","4"
"Rarely","2007","16-34 y.","Male","","","","","4"
"Rarely","2007","35-65 y.","Male","","","","","4"
"Rarely","2007","35-65 y.","Female","","","","","4"
"Rarely","2007","66 and older","Male","","","","","4"
"Rarely","2007","66 and older","Female","","","","","4"
"Daily","2008","16-34 y.","Male","241","0.111889807836678","0.098349254272997","0.125430361400359","1"
"Daily","2008","16-34 y.","Female","196","0.0979762337432894","0.0857790481640039","0.110173419322575","1"
"Daily","2008","35-65 y.","Male","74","0.0174446311430939","0.0138515054068159","0.021037756879372","1"
"Daily","2008","35-65 y.","Female","141","0.0298101315227976","0.0253367733165487","0.0342834897290464","1"
"Daily","2008","66 and older","Female","83","0.0393143121945194","0.0313702139440423","0.0472584104449965","1"
"Daily","2008","66 and older","Male","40","0.0249637810269216","0.01818864322415","0.0317389188296932","1"
"Min 1x per month","2008","16-34 y.","Male","442","0.194732589769776","0.177722871916765","0.211742307622787","3"
"Min 1x per month","2008","16-34 y.","Female","563","0.243229030767956","0.225626293480756","0.260831768055157","3"
"Min 1x per month","2008","35-65 y.","Male","1968","0.369975407048869","0.356725031650191","0.383225782447548","3"
"Min 1x per month","2008","35-65 y.","Female","2052","0.354230469673009","0.341649761320792","0.366811178025227","3"
"Min 1x per month","2008","66 and older","Male","664","0.301727738491572","0.281794741992537","0.321660734990608","3"
"Min 1x per month","2008","66 and older","Female","703","0.286152222662767","0.267677412989864","0.30462703233567","3"
"Min 1x per week","2008","16-34 y.","Male","1171","0.581409614807404","0.560219004865101","0.602600224749707","2"
"Min 1x per week","2008","35-65 y.","Male","1618","0.317072366958148","0.304301230562491","0.329843503353806","2"
"Min 1x per week","2008","16-34 y.","Female","1302","0.555272526589659","0.534883788656243","0.575661264523076","2"
"Min 1x per week","2008","35-65 y.","Female","2028","0.36169526711306","0.349056380794145","0.374334153431974","2"
"Min 1x per week","2008","66 and older","Male","617","0.29155369925119","0.271817418107981","0.3112899803944","2"
"Min 1x per week","2008","66 and older","Female","770","0.345043388327422","0.325611199334499","0.364475577320345","2"
"Never","2008","16-34 y.","Female","14","","","","5"
"Never","2008","16-34 y.","Male","20","","","","5"
"Never","2008","35-65 y.","Male","137","0.0303714525457558","0.0256616957532314","0.0350812093382802","5"
"Never","2008","35-65 y.","Female","114","0.0274474202762212","0.0231497739394338","0.0317450666130086","5"
"Never","2008","66 and older","Male","118","0.0648528989765103","0.0541584788909782","0.0755473190620423","5"
"Never","2008","66 and older","Female","146","0.0638268742498056","0.0538347349793589","0.0738190135202523","5"
"Rarely","2008","16-34 y.","Male","208","0.0987922192944307","0.0859753615058365","0.111609077083025","4"
"Rarely","2008","16-34 y.","Female","207","0.0965129077407208","0.0843973350593479","0.108628480422094","4"
"Rarely","2008","35-65 y.","Male","1303","0.265136142304133","0.253021770078272","0.277250514529993","4"
"Rarely","2008","35-65 y.","Female","1217","0.226816711414912","0.215801264640784","0.23783215818904","4"
"Rarely","2008","66 and older","Female","597","0.265663202565486","0.247608432876477","0.283717972254494","4"
"Rarely","2008","66 and older","Male","598","0.316901882253805","0.29669699040151","0.337106774106101","4"
"Daily","2009","16-34 y.","Male","","","","","1"
"Daily","2009","16-34 y.","Female","","","","","1"
"Daily","2009","35-65 y.","Male","","","","","1"
"Daily","2009","35-65 y.","Female","","","","","1"
"Daily","2009","66 and older","Male","","","","","1"
"Daily","2009","66 and older","Female","","","","","1"
"Min 1x per month","2009","16-34 y.","Male","","","","","3"
"Min 1x per month","2009","16-34 y.","Female","","","","","3"
"Min 1x per month","2009","35-65 y.","Male","","","","","3"
"Min 1x per month","2009","35-65 y.","Female","","","","","3"
"Min 1x per month","2009","66 and older","Male","","","","","3"
"Min 1x per month","2009","66 and older","Female","","","","","3"
"Min 1x per week","2009","16-34 y.","Male","","","","","2"
"Min 1x per week","2009","16-34 y.","Female","","","","","2"
"Min 1x per week","2009","35-65 y.","Male","","","","","2"
"Min 1x per week","2009","35-65 y.","Female","","","","","2"
"Min 1x per week","2009","66 and older","Male","","","","","2"
"Min 1x per week","2009","66 and older","Female","","","","","2"
"Never","2009","16-34 y.","Male","","","","","5"
"Never","2009","16-34 y.","Female","","","","","5"
"Never","2009","35-65 y.","Male","","","","","5"
"Never","2009","35-65 y.","Female","","","","","5"
"Never","2009","66 and older","Male","","","","","5"
"Never","2009","66 and older","Female","","","","","5"
"Rarely","2009","16-34 y.","Male","","","","","4"
"Rarely","2009","16-34 y.","Female","","","","","4"
"Rarely","2009","35-65 y.","Male","","","","","4"
"Rarely","2009","35-65 y.","Female","","","","","4"
"Rarely","2009","66 and older","Male","","","","","4"
"Rarely","2009","66 and older","Female","","","","","4"
"Daily","2010","16-34 y.","Male","","","","","1"
"Daily","2010","16-34 y.","Female","","","","","1"
"Daily","2010","35-65 y.","Male","","","","","1"
"Daily","2010","35-65 y.","Female","","","","","1"
"Daily","2010","66 and older","Female","","","","","1"
"Daily","2010","66 and older","Male","","","","","1"
"Min 1x per month","2010","16-34 y.","Female","","","","","3"
"Min 1x per month","2010","16-34 y.","Male","","","","","3"
"Min 1x per month","2010","35-65 y.","Male","","","","","3"
"Min 1x per month","2010","35-65 y.","Female","","","","","3"
"Min 1x per month","2010","66 and older","Male","","","","","3"
"Min 1x per month","2010","66 and older","Female","","","","","3"
"Min 1x per week","2010","16-34 y.","Male","","","","","2"
"Min 1x per week","2010","16-34 y.","Female","","","","","2"
"Min 1x per week","2010","35-65 y.","Male","","","","","2"
"Min 1x per week","2010","35-65 y.","Female","","","","","2"
"Min 1x per week","2010","66 and older","Male","","","","","2"
"Min 1x per week","2010","66 and older","Female","","","","","2"
"Never","2010","16-34 y.","Female","","","","","5"
"Never","2010","16-34 y.","Male","","","","","5"
"Never","2010","35-65 y.","Male","","","","","5"
"Never","2010","35-65 y.","Female","","","","","5"
"Never","2010","66 and older","Male","","","","","5"
"Never","2010","66 and older","Female","","","","","5"
"Rarely","2010","16-34 y.","Female","","","","","4"
"Rarely","2010","16-34 y.","Male","","","","","4"
"Rarely","2010","35-65 y.","Male","","","","","4"
"Rarely","2010","35-65 y.","Female","","","","","4"
"Rarely","2010","66 and older","Male","","","","","4"
"Rarely","2010","66 and older","Female","","","","","4"
"Daily","2011","16-34 y.","Male","","","","","1"
"Daily","2011","16-34 y.","Female","","","","","1"
"Daily","2011","35-65 y.","Male","","","","","1"
"Daily","2011","35-65 y.","Female","","","","","1"
"Daily","2011","66 and older","Male","","","","","1"
"Daily","2011","66 and older","Female","","","","","1"
"Min 1x per month","2011","16-34 y.","Female","","","","","3"
"Min 1x per month","2011","16-34 y.","Male","","","","","3"
"Min 1x per month","2011","35-65 y.","Male","","","","","3"
"Min 1x per month","2011","35-65 y.","Female","","","","","3"
"Min 1x per month","2011","66 and older","Male","","","","","3"
"Min 1x per month","2011","66 and older","Female","","","","","3"
"Min 1x per week","2011","16-34 y.","Female","","","","","2"
"Min 1x per week","2011","16-34 y.","Male","","","","","2"
"Min 1x per week","2011","35-65 y.","Male","","","","","2"
"Min 1x per week","2011","35-65 y.","Female","","","","","2"
"Min 1x per week","2011","66 and older","Male","","","","","2"
"Min 1x per week","2011","66 and older","Female","","","","","2"
"Never","2011","16-34 y.","Female","","","","","5"
"Never","2011","16-34 y.","Male","","","","","5"
"Never","2011","35-65 y.","Male","","","","","5"
"Never","2011","35-65 y.","Female","","","","","5"
"Never","2011","66 and older","Male","","","","","5"
"Never","2011","66 and older","Female","","","","","5"
"Rarely","2011","16-34 y.","Male","","","","","4"
"Rarely","2011","16-34 y.","Female","","","","","4"
"Rarely","2011","35-65 y.","Male","","","","","4"
"Rarely","2011","35-65 y.","Female","","","","","4"
"Rarely","2011","66 and older","Male","","","","","4"
"Rarely","2011","66 and older","Female","","","","","4"
"Daily","2012","16-34 y.","Male","","","","","1"
"Daily","2012","16-34 y.","Female","","","","","1"
"Daily","2012","35-65 y.","Male","","","","","1"
"Daily","2012","35-65 y.","Female","","","","","1"
"Daily","2012","66 and older","Male","","","","","1"
"Daily","2012","66 and older","Female","","","","","1"
"Min 1x per month","2012","16-34 y.","Male","","","","","3"
"Min 1x per month","2012","16-34 y.","Female","","","","","3"
"Min 1x per month","2012","35-65 y.","Male","","","","","3"
"Min 1x per month","2012","35-65 y.","Female","","","","","3"
"Min 1x per month","2012","66 and older","Male","","","","","3"
"Min 1x per month","2012","66 and older","Female","","","","","3"
"Min 1x per week","2012","16-34 y.","Male","","","","","2"
"Min 1x per week","2012","16-34 y.","Female","","","","","2"
"Min 1x per week","2012","35-65 y.","Male","","","","","2"
"Min 1x per week","2012","66 and older","Male","","","","","2"
"Min 1x per week","2012","35-65 y.","Female","","","","","2"
"Min 1x per week","2012","66 and older","Female","","","","","2"
"Never","2012","16-34 y.","Male","","","","","5"
"Never","2012","16-34 y.","Female","","","","","5"
"Never","2012","35-65 y.","Male","","","","","5"
"Never","2012","35-65 y.","Female","","","","","5"
"Never","2012","66 and older","Male","","","","","5"
"Never","2012","66 and older","Female","","","","","5"
"Rarely","2012","16-34 y.","Female","","","","","4"
"Rarely","2012","16-34 y.","Male","","","","","4"
"Rarely","2012","35-65 y.","Male","","","","","4"
"Rarely","2012","35-65 y.","Female","","","","","4"
"Rarely","2012","66 and older","Male","","","","","4"
"Rarely","2012","66 and older","Female","","","","","4"
"Daily","2013","16-34 y.","Male","273","0.108972948885974","0.0966618426081382","0.121284055163809","1"
"Daily","2013","16-34 y.","Female","296","0.0801158842733817","0.0706715683802886","0.0895602001664749","1"
"Daily","2013","35-65 y.","Male","140","0.0211225078394448","0.0176750475544258","0.0245699681244638","1"
"Daily","2013","35-65 y.","Female","248","0.0247134018117165","0.0213586551008227","0.0280681485226102","1"
"Daily","2013","66 and older","Male","44","0.0174045710032089","0.0121748247103296","0.0226343172960882","1"
"Daily","2013","66 and older","Female","89","0.0348313743219243","0.0277509046816494","0.0419118439621992","1"
"Min 1x per month","2013","16-34 y.","Male","579","0.233575162458568","0.216858853121764","0.250291471795373","3"
"Min 1x per month","2013","16-34 y.","Female","788","0.272960054702914","0.257462138283173","0.288457971122656","3"
"Min 1x per month","2013","35-65 y.","Male","2487","0.379274977970445","0.367642048831175","0.390907907109715","3"
"Min 1x per month","2013","35-65 y.","Female","2986","0.382696043803072","0.372193273709837","0.393198813896306","3"
"Min 1x per month","2013","66 and older","Male","766","0.290175281039767","0.272025668590387","0.308324893489146","3"
"Min 1x per month","2013","66 and older","Female","772","0.275324499379856","0.258075282593433","0.292573716166279","3"
"Min 1x per week","2013","16-34 y.","Male","1305","0.538679350909324","0.518984218928326","0.558374482890322","2"
"Min 1x per week","2013","16-34 y.","Female","1743","0.544121443164353","0.526794692221712","0.561448194106993","2"
"Min 1x per week","2013","35-65 y.","Male","2196","0.322552348529243","0.311345065612366","0.333759631446121","2"
"Min 1x per week","2013","35-65 y.","Female","3136","0.342480810595947","0.332226660273805","0.352734960918089","2"
"Min 1x per week","2013","66 and older","Female","838","0.340109759107065","0.321815258394195","0.358404259819934","2"
"Min 1x per week","2013","66 and older","Male","631","0.266947756083223","0.24925717124837","0.284638340918075","2"
"Never","2013","16-34 y.","Male","45","0.0170303644045772","0.0119185590823724","0.022142169726782","5"
"Never","2013","16-34 y.","Female","32","0.00660137052352492","0.0037841330088609","0.00941860803818893","5"
"Never","2013","35-65 y.","Male","198","0.0324614101839031","0.0282124740862353","0.036710346281571","5"
"Never","2013","35-65 y.","Female","242","0.0340957626954831","0.0301743316491995","0.0380171937417666","5"
"Never","2013","66 and older","Male","180","0.0773594763093724","0.0666754582659237","0.0880434943528211","5"
"Never","2013","66 and older","Female","195","0.0775643234034785","0.0672349444248025","0.0878937023821545","5"
"Rarely","2013","16-34 y.","Male","259","0.101742173341557","0.0897983521127178","0.113685994570396","4"
"Rarely","2013","35-65 y.","Male","1662","0.244588755476964","0.234283178142229","0.254894332811698","4"
"Rarely","2013","16-34 y.","Female","315","0.0962012473358265","0.0859430547031982","0.106459439968455","4"
"Rarely","2013","35-65 y.","Female","1615","0.216013981093781","0.20712151062187","0.224906451565693","4"
"Rarely","2013","66 and older","Male","781","0.348112915564429","0.32906235119412","0.367163479934739","4"
"Rarely","2013","66 and older","Female","682","0.272170043787677","0.254982639746679","0.289357447828675","4"
"Daily","2014","16-34 y.","Male","","","","","1"
"Daily","2014","16-34 y.","Female","","","","","1"
"Daily","2014","35-65 y.","Male","","","","","1"
"Daily","2014","35-65 y.","Female","","","","","1"
"Daily","2014","66 and older","Male","","","","","1"
"Daily","2014","66 and older","Female","","","","","1"
"Min 1x per month","2014","16-34 y.","Male","","","","","3"
"Min 1x per month","2014","16-34 y.","Female","","","","","3"
"Min 1x per month","2014","35-65 y.","Male","","","","","3"
"Min 1x per month","2014","35-65 y.","Female","","","","","3"
"Min 1x per month","2014","66 and older","Male","","","","","3"
"Min 1x per month","2014","66 and older","Female","","","","","3"
"Min 1x per week","2014","16-34 y.","Male","","","","","2"
"Min 1x per week","2014","16-34 y.","Female","","","","","2"
"Min 1x per week","2014","35-65 y.","Male","","","","","2"
"Min 1x per week","2014","35-65 y.","Female","","","","","2"
"Min 1x per week","2014","66 and older","Female","","","","","2"
"Min 1x per week","2014","66 and older","Male","","","","","2"
"Never","2014","16-34 y.","Male","","","","","5"
"Never","2014","16-34 y.","Female","","","","","5"
"Never","2014","35-65 y.","Male","","","","","5"
"Never","2014","35-65 y.","Female","","","","","5"
"Never","2014","66 and older","Male","","","","","5"
"Never","2014","66 and older","Female","","","","","5"
"Rarely","2014","16-34 y.","Male","","","","","4"
"Rarely","2014","16-34 y.","Female","","","","","4"
"Rarely","2014","35-65 y.","Male","","","","","4"
"Rarely","2014","35-65 y.","Female","","","","","4"
"Rarely","2014","66 and older","Male","","","","","4"
"Rarely","2014","66 and older","Female","","","","","4"
"Daily","2015","16-34 y.","Male","","","","","1"
"Daily","2015","16-34 y.","Female","","","","","1"
"Daily","2015","35-65 y.","Male","","","","","1"
"Daily","2015","35-65 y.","Female","","","","","1"
"Daily","2015","66 and older","Male","","","","","1"
"Daily","2015","66 and older","Female","","","","","1"
"Min 1x per month","2015","16-34 y.","Female","","","","","3"
"Min 1x per month","2015","16-34 y.","Male","","","","","3"
"Min 1x per month","2015","35-65 y.","Male","","","","","3"
"Min 1x per month","2015","35-65 y.","Female","","","","","3"
"Min 1x per month","2015","66 and older","Female","","","","","3"
"Min 1x per month","2015","66 and older","Male","","","","","3"
"Min 1x per week","2015","16-34 y.","Male","","","","","2"
"Min 1x per week","2015","16-34 y.","Female","","","","","2"
"Min 1x per week","2015","35-65 y.","Female","","","","","2"
"Min 1x per week","2015","35-65 y.","Male","","","","","2"
"Min 1x per week","2015","66 and older","Female","","","","","2"
"Min 1x per week","2015","66 and older","Male","","","","","2"
"Never","2015","16-34 y.","Male","","","","","5"
"Never","2015","16-34 y.","Female","","","","","5"
"Never","2015","35-65 y.","Male","","","","","5"
"Never","2015","35-65 y.","Female","","","","","5"
"Never","2015","66 and older","Male","","","","","5"
"Never","2015","66 and older","Female","","","","","5"
"Rarely","2015","16-34 y.","Female","","","","","4"
"Rarely","2015","16-34 y.","Male","","","","","4"
"Rarely","2015","35-65 y.","Male","","","","","4"
"Rarely","2015","35-65 y.","Female","","","","","4"
"Rarely","2015","66 and older","Male","","","","","4"
"Rarely","2015","66 and older","Female","","","","","4"
"Daily","2016","16-34 y.","Male","","","","","1"
"Daily","2016","16-34 y.","Female","","","","","1"
"Daily","2016","35-65 y.","Male","","","","","1"
"Daily","2016","35-65 y.","Female","","","","","1"
"Daily","2016","66 and older","Male","","","","","1"
"Daily","2016","66 and older","Female","","","","","1"
"Min 1x per month","2016","16-34 y.","Male","","","","","3"
"Min 1x per month","2016","16-34 y.","Female","","","","","3"
"Min 1x per month","2016","35-65 y.","Male","","","","","3"
"Min 1x per month","2016","35-65 y.","Female","","","","","3"
"Min 1x per month","2016","66 and older","Male","","","","","3"
"Min 1x per month","2016","66 and older","Female","","","","","3"
"Min 1x per week","2016","16-34 y.","Male","","","","","2"
"Min 1x per week","2016","16-34 y.","Female","","","","","2"
"Min 1x per week","2016","35-65 y.","Male","","","","","2"
"Min 1x per week","2016","35-65 y.","Female","","","","","2"
"Min 1x per week","2016","66 and older","Male","","","","","2"
"Min 1x per week","2016","66 and older","Female","","","","","2"
"Never","2016","16-34 y.","Male","","","","","5"
"Never","2016","16-34 y.","Female","","","","","5"
"Never","2016","35-65 y.","Male","","","","","5"
"Never","2016","35-65 y.","Female","","","","","5"
"Never","2016","66 and older","Male","","","","","5"
"Never","2016","66 and older","Female","","","","","5"
"Rarely","2016","16-34 y.","Male","","","","","4"
"Rarely","2016","16-34 y.","Female","","","","","4"
"Rarely","2016","35-65 y.","Male","","","","","4"
"Rarely","2016","35-65 y.","Female","","","","","4"
"Rarely","2016","66 and older","Male","","","","","4"
"Rarely","2016","66 and older","Female","","","","","4"
"Daily","2017","16-34 y.","Male","","","","","1"
"Daily","2017","16-34 y.","Female","","","","","1"
"Daily","2017","35-65 y.","Male","","","","","1"
"Daily","2017","35-65 y.","Female","","","","","1"
"Daily","2017","66 and older","Male","","","","","1"
"Daily","2017","66 and older","Female","","","","","1"
"Min 1x per month","2017","16-34 y.","Male","","","","","3"
"Min 1x per month","2017","16-34 y.","Female","","","","","3"
"Min 1x per month","2017","35-65 y.","Male","","","","","3"
"Min 1x per month","2017","35-65 y.","Female","","","","","3"
"Min 1x per month","2017","66 and older","Female","","","","","3"
"Min 1x per month","2017","66 and older","Male","","","","","3"
"Min 1x per week","2017","16-34 y.","Male","","","","","2"
"Min 1x per week","2017","16-34 y.","Female","","","","","2"
"Min 1x per week","2017","35-65 y.","Male","","","","","2"
"Min 1x per week","2017","35-65 y.","Female","","","","","2"
"Min 1x per week","2017","66 and older","Male","","","","","2"
"Min 1x per week","2017","66 and older","Female","","","","","2"
"Never","2017","16-34 y.","Male","","","","","5"
"Never","2017","16-34 y.","Female","","","","","5"
"Never","2017","35-65 y.","Male","","","","","5"
"Never","2017","35-65 y.","Female","","","","","5"
"Never","2017","66 and older","Male","","","","","5"
"Never","2017","66 and older","Female","","","","","5"
"Rarely","2017","16-34 y.","Male","","","","","4"
"Rarely","2017","35-65 y.","Male","","","","","4"
"Rarely","2017","16-34 y.","Female","","","","","4"
"Rarely","2017","66 and older","Male","","","","","4"
"Rarely","2017","35-65 y.","Female","","","","","4"
"Rarely","2017","66 and older","Female","","","","","4"
"Daily","2018","16-34 y.","Male","","","","","1"
"Daily","2018","16-34 y.","Female","","","","","1"
"Daily","2018","35-65 y.","Male","","","","","1"
"Daily","2018","35-65 y.","Female","","","","","1"
"Daily","2018","66 and older","Male","","","","","1"
"Daily","2018","66 and older","Female","","","","","1"
"Min 1x per month","2018","16-34 y.","Male","","","","","3"
"Min 1x per month","2018","16-34 y.","Female","","","","","3"
"Min 1x per month","2018","35-65 y.","Male","","","","","3"
"Min 1x per month","2018","35-65 y.","Female","","","","","3"
"Min 1x per month","2018","66 and older","Female","","","","","3"
"Min 1x per month","2018","66 and older","Male","","","","","3"
"Min 1x per week","2018","16-34 y.","Male","","","","","2"
"Min 1x per week","2018","16-34 y.","Female","","","","","2"
"Min 1x per week","2018","35-65 y.","Male","","","","","2"
"Min 1x per week","2018","35-65 y.","Female","","","","","2"
"Min 1x per week","2018","66 and older","Female","","","","","2"
"Min 1x per week","2018","66 and older","Male","","","","","2"
"Never","2018","16-34 y.","Male","","","","","5"
"Never","2018","16-34 y.","Female","","","","","5"
"Never","2018","35-65 y.","Male","","","","","5"
"Never","2018","35-65 y.","Female","","","","","5"
"Never","2018","66 and older","Male","","","","","5"
"Never","2018","66 and older","Female","","","","","5"
"Rarely","2018","16-34 y.","Male","","","","","4"
"Rarely","2018","16-34 y.","Female","","","","","4"
"Rarely","2018","35-65 y.","Male","","","","","4"
"Rarely","2018","35-65 y.","Female","","","","","4"
"Rarely","2018","66 and older","Male","","","","","4"
"Rarely","2018","66 and older","Female","","","","","4"
"Daily","2019","16-34 y.","Male","249","0.0791802495027963","0.0687791844734673","0.0895813145321253","1"
"Daily","2019","16-34 y.","Female","236","0.0732553704402949","0.0636928339844608","0.082817906896129","1"
"Daily","2019","35-65 y.","Male","161","0.0235155244412823","0.0199892792662747","0.0270417696162899","1"
"Daily","2019","35-65 y.","Female","230","0.026067531462619","0.0225849006722245","0.0295501622530135","1"
"Daily","2019","66 and older","Male","58","0.0244096029964052","0.0185141217128603","0.03030508427995","1"
"Daily","2019","66 and older","Female","101","0.0411935640630854","0.0335249233192592","0.0488622048069117","1"
"Min 1x per month","2019","16-34 y.","Male","629","0.274195782906737","0.257011864773788","0.291379701039685","3"
"Min 1x per month","2019","16-34 y.","Female","765","0.270100860927794","0.253805359060616","0.286396362794971","3"
"Min 1x per month","2019","35-65 y.","Male","2695","0.370791007582949","0.359551053013113","0.382030962152785","3"
"Min 1x per month","2019","35-65 y.","Female","3004","0.378878912597455","0.368275847833387","0.389481977361523","3"
"Min 1x per month","2019","66 and older","Female","793","0.299157123075861","0.28148868153401","0.316825564617713","3"
"Min 1x per month","2019","66 and older","Male","850","0.290537773753521","0.273192902144372","0.30788264536267","3"
"Min 1x per week","2019","16-34 y.","Male","1295","0.49534639621551","0.476087417236488","0.514605375194533","2"
"Min 1x per week","2019","35-65 y.","Male","2290","0.315846610950088","0.305029348894927","0.326663873005249","2"
"Min 1x per week","2019","16-34 y.","Female","1480","0.529757561514184","0.511439782178386","0.548075340849982","2"
"Min 1x per week","2019","66 and older","Female","816","0.315478776837409","0.297547270622759","0.333410283052058","2"
"Min 1x per week","2019","35-65 y.","Female","2859","0.352067591475836","0.341628302104005","0.362506880847667","2"
"Min 1x per week","2019","66 and older","Male","694","0.274855657063021","0.257799950317356","0.291911363808686","2"
"Never","2019","16-34 y.","Male","74","0.0184662488237935","0.0132803501569338","0.0236521474906533","5"
"Never","2019","16-34 y.","Female","66","0.0232269515130987","0.0176989739579555","0.028754929068242","5"
"Never","2019","35-65 y.","Male","267","0.0429601510361627","0.0382416896065192","0.0476786124658063","5"
"Never","2019","35-65 y.","Female","297","0.0406410419202009","0.0363251948797766","0.0449568889606253","5"
"Never","2019","66 and older","Male","190","0.0872227220908135","0.0764431287630693","0.0980023154185578","5"
"Never","2019","66 and older","Female","186","0.0788680348554216","0.0684676436679808","0.0892684260428624","5"
"Rarely","2019","16-34 y.","Male","342","0.132811322551163","0.119738889812263","0.145883755290063","4"
"Rarely","2019","16-34 y.","Female","305","0.103659255604629","0.0924722477637106","0.114846263445547","4"
"Rarely","2019","35-65 y.","Male","1681","0.246886705989518","0.236852534744032","0.256920877235003","4"
"Rarely","2019","35-65 y.","Female","1651","0.202344922543888","0.193563865822035","0.211125979265742","4"
