"ple0098_v5","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2007","direct migration background","in school","18","","","","2"
"No","2007","direct migration background","inadequately","114","0.976110133554366","0.948200415932978","1.00401985117575","2"
"No","2007","direct migration background","general elemantary","459","0.984979712120376","0.97393618241846","0.996023241822292","2"
"No","2007","no migration background","in school","180","0.888859285378311","0.84540794664641","0.932310624110212","2"
"No","2007","no migration background","inadequately","86","0.983301275142276","0.956679436711201","1.00992311357335","2"
"No","2007","no migration background","general elemantary","1385","0.930933063099769","0.918083847403474","0.943782278796064","2"
"No","2007","no migration background","middle vocational","6912","0.839917069159919","0.832030372488431","0.847803765831407","2"
"No","2007","no migration background","vocational + Abi","552","0.693893119548129","0.661896671718801","0.725889567377457","2"
"Yes","2007","indirect migration background","general elemantary","6","","","","1"
"Yes","2007","indirect migration background","middle vocational","50","0.187135649425576","0.143436329248832","0.23083496960232","1"
"Yes","2007","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2007","indirect migration background","higher vocational","7","","","","1"
"Yes","2007","indirect migration background","higher education","11","","","","1"
"Yes","2007","direct migration background","vocational + Abi","18","","","","1"
"Yes","2007","direct migration background","higher vocational","14","","","","1"
"Yes","2007","direct migration background","higher education","47","0.13235052642297","0.0927291169007776","0.171971935945162","1"
"Yes","2007","indirect migration background","in school","","","","","1"
"Yes","2007","indirect migration background","inadequately","","","","","1"
"Yes","2007","no migration background","in school","21","","","","1"
"Yes","2007","no migration background","general elemantary","111","0.0690669369002313","0.0562177212039364","0.0819161525965262","1"
"Yes","2007","no migration background","middle vocational","1392","0.160082930840081","0.152196234168593","0.167969627511569","1"
"Yes","2007","no migration background","higher vocational","236","0.212357386380305","0.188595810052661","0.23611896270795","1"
"Yes","2007","direct migration background","in school","","","","","1"
"Yes","2007","direct migration background","inadequately","1","","","","1"
"Yes","2007","direct migration background","middle vocational","55","0.0702939030701427","0.0520950023077508","0.0884928038325346","1"
"Yes","2007","no migration background","inadequately","3","","","","1"
"Yes","2007","no migration background","vocational + Abi","245","0.306106880451871","0.274110432622543","0.338103328281199","1"
"Yes","2007","no migration background","higher education","678","0.279010236704822","0.261379431507656","0.296641041901988","1"
"Yes","2007","direct migration background","general elemantary","7","","","","1"
"No","2008","indirect migration background","inadequately","8","","","","2"
"No","2008","indirect migration background","middle vocational","240","0.770076229399552","0.722381400813259","0.817771057985845","2"
"No","2008","indirect migration background","higher education","47","0.820831496046393","0.72613461915995","0.915528372932836","2"
"No","2008","indirect migration background","general elemantary","147","0.948174008926741","0.913499038770513","0.982848979082969","2"
"No","2008","indirect migration background","vocational + Abi","33","0.902216683039703","0.810170474419189","0.994262891660217","2"
"No","2008","indirect migration background","higher vocational","25","","","","2"
"No","2008","direct migration background","middle vocational","629","0.887865405698224","0.864305049314374","0.911425762082073","2"
"No","2008","direct migration background","vocational + Abi","163","0.896424160531977","0.85239654280306","0.940451778260894","2"
"No","2008","direct migration background","higher vocational","94","0.828784848897751","0.757409507187248","0.900160190608254","2"
"No","2008","direct migration background","higher education","208","0.816559493132597","0.769149526973849","0.863969459291345","2"
"No","2008","indirect migration background","in school","43","0.913833200293767","0.832742206484056","0.994924194103478","2"
"No","2008","no migration background","higher vocational","822","0.769724707865597","0.744344102172153","0.795105313559042","2"
"No","2008","no migration background","higher education","1686","0.671240609390916","0.652555228948401","0.689925989833431","2"
"No","2008","direct migration background","in school","10","","","","2"
"No","2008","direct migration background","inadequately","97","0.971645172042877","0.938782535016543","1.00450780906921","2"
"No","2008","direct migration background","general elemantary","411","0.954307177375615","0.934477694889978","0.974136659861252","2"
"No","2008","no migration background","in school","197","0.881618574819028","0.839122017226622","0.924115132411435","2"
"No","2008","no migration background","inadequately","73","0.98387730494567","0.955373243165835","1.0123813667255","2"
"No","2008","no migration background","general elemantary","1252","0.90478676996608","0.889301088638932","0.920272451293228","2"
"No","2008","no migration background","middle vocational","6401","0.813739005961262","0.80516381366939","0.822314198253134","2"
"No","2008","no migration background","vocational + Abi","503","0.658765774681391","0.62514612238162","0.692385426981162","2"
"Yes","2008","indirect migration background","general elemantary","10","","","","1"
"Yes","2008","indirect migration background","middle vocational","59","0.229923770600448","0.182228942014154","0.277618599186741","1"
"Yes","2008","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2008","indirect migration background","higher vocational","7","","","","1"
"Yes","2008","indirect migration background","higher education","16","","","","1"
"Yes","2008","direct migration background","vocational + Abi","21","","","","1"
"Yes","2008","direct migration background","higher vocational","13","","","","1"
"Yes","2008","direct migration background","higher education","48","0.183440506867403","0.136030540708655","0.230850473026152","1"
"Yes","2008","indirect migration background","in school","3","","","","1"
"Yes","2008","indirect migration background","inadequately","1","","","","1"
"Yes","2008","no migration background","higher education","742","0.328759390609084","0.310074010166569","0.347444771051599","1"
"Yes","2008","direct migration background","in school","","","","","1"
"Yes","2008","direct migration background","inadequately","1","","","","1"
"Yes","2008","direct migration background","general elemantary","15","","","","1"
"Yes","2008","direct migration background","middle vocational","60","0.112134594301776","0.0885742379179272","0.135694950685626","1"
"Yes","2008","no migration background","in school","25","","","","1"
"Yes","2008","no migration background","general elemantary","128","0.0952132300339199","0.0797275487067721","0.110698911361068","1"
"Yes","2008","no migration background","vocational + Abi","261","0.341234225318609","0.307614573018838","0.37485387761838","1"
"Yes","2008","no migration background","higher vocational","235","0.230275292134403","0.204894686440958","0.255655897827847","1"
"Yes","2008","no migration background","inadequately","2","","","","1"
"Yes","2008","no migration background","middle vocational","1517","0.186260994038738","0.177685801746866","0.19483618633061","1"
"No","2009","indirect migration background","middle vocational","","","","","2"
"No","2009","indirect migration background","higher vocational","","","","","2"
"No","2009","indirect migration background","inadequately","","","","","2"
"No","2009","indirect migration background","general elemantary","","","","","2"
"No","2009","indirect migration background","vocational + Abi","","","","","2"
"No","2009","indirect migration background","higher education","","","","","2"
"No","2009","direct migration background","middle vocational","","","","","2"
"No","2009","direct migration background","vocational + Abi","","","","","2"
"No","2009","direct migration background","higher vocational","","","","","2"
"No","2009","direct migration background","higher education","","","","","2"
"No","2009","indirect migration background","in school","","","","","2"
"No","2009","no migration background","higher vocational","","","","","2"
"No","2009","no migration background","higher education","","","","","2"
"No","2009","direct migration background","in school","","","","","2"
"No","2009","direct migration background","inadequately","","","","","2"
"No","2009","direct migration background","general elemantary","","","","","2"
"No","2009","no migration background","in school","","","","","2"
"No","2009","no migration background","inadequately","","","","","2"
"No","2009","no migration background","general elemantary","","","","","2"
"No","2009","no migration background","middle vocational","","","","","2"
"No","2009","no migration background","vocational + Abi","","","","","2"
"Yes","2009","indirect migration background","general elemantary","","","","","1"
"Yes","2009","indirect migration background","middle vocational","","","","","1"
"Yes","2009","indirect migration background","vocational + Abi","","","","","1"
"Yes","2009","indirect migration background","higher vocational","","","","","1"
"Yes","2009","indirect migration background","higher education","","","","","1"
"Yes","2009","direct migration background","vocational + Abi","","","","","1"
"Yes","2009","direct migration background","higher vocational","","","","","1"
"Yes","2009","direct migration background","higher education","","","","","1"
"Yes","2009","indirect migration background","in school","","","","","1"
"Yes","2009","indirect migration background","inadequately","","","","","1"
"Yes","2009","no migration background","higher education","","","","","1"
"Yes","2009","direct migration background","in school","","","","","1"
"Yes","2009","direct migration background","inadequately","","","","","1"
"Yes","2009","direct migration background","general elemantary","","","","","1"
"Yes","2009","direct migration background","middle vocational","","","","","1"
"Yes","2009","no migration background","inadequately","","","","","1"
"Yes","2009","no migration background","general elemantary","","","","","1"
"Yes","2009","no migration background","vocational + Abi","","","","","1"
"Yes","2009","no migration background","in school","","","","","1"
"Yes","2009","no migration background","middle vocational","","","","","1"
"Yes","2009","no migration background","higher vocational","","","","","1"
"No","2010","direct migration background","vocational + Abi","272","0.853272451255837","0.814010625870089","0.892534276641585","2"
"No","2010","indirect migration background","in school","64","0.910011204021007","0.844365811240787","0.975656596801227","2"
"No","2010","indirect migration background","general elemantary","180","0.898543373324328","0.856165367398582","0.940921379250073","2"
"No","2010","indirect migration background","higher vocational","33","0.70869020733661","0.583989544802113","0.833390869871106","2"
"No","2010","direct migration background","middle vocational","925","0.892810061926534","0.873778623335421","0.911841500517646","2"
"No","2010","direct migration background","higher vocational","85","0.746630092184929","0.663437682660879","0.829822501708978","2"
"No","2010","direct migration background","higher education","377","0.814948818296367","0.779305611670079","0.850592024922654","2"
"No","2010","indirect migration background","inadequately","21","","","","2"
"No","2010","indirect migration background","middle vocational","387","0.807358794876194","0.771280198614484","0.843437391137904","2"
"No","2010","indirect migration background","vocational + Abi","54","0.719363808185213","0.619006533326798","0.819721083043627","2"
"No","2010","indirect migration background","higher education","95","0.795522191016197","0.723360498825323","0.867683883207071","2"
"No","2010","no migration background","higher vocational","912","0.763196721771309","0.739322097247957","0.787071346294661","2"
"No","2010","no migration background","higher education","2032","0.641102161196902","0.623997212717883","0.658207109675922","2"
"No","2010","direct migration background","in school","21","","","","2"
"No","2010","direct migration background","inadequately","170","0.987115175064699","0.970211808441138","1.00401854168826","2"
"No","2010","direct migration background","general elemantary","596","0.961779860507493","0.946639308539176","0.97692041247581","2"
"No","2010","no migration background","in school","203","0.890106418277579","0.850455224142444","0.929757612412713","2"
"No","2010","no migration background","inadequately","137","0.934975649595647","0.894842591738007","0.975108707453288","2"
"No","2010","no migration background","general elemantary","1444","0.897761493407322","0.882884062618626","0.912638924196017","2"
"No","2010","no migration background","middle vocational","7474","0.802225366172118","0.794161089102697","0.810289643241539","2"
"No","2010","no migration background","vocational + Abi","785","0.634129008086813","0.60671588313897","0.661542133034657","2"
"Yes","2010","indirect migration background","general elemantary","15","","","","1"
"Yes","2010","indirect migration background","middle vocational","72","0.192641205123806","0.156562608862096","0.228719801385516","1"
"Yes","2010","indirect migration background","vocational + Abi","23","","","","1"
"Yes","2010","indirect migration background","higher vocational","18","","","","1"
"Yes","2010","indirect migration background","higher education","25","","","","1"
"Yes","2010","direct migration background","vocational + Abi","40","0.146727548744163","0.107465723358416","0.185989374129911","1"
"Yes","2010","direct migration background","higher vocational","20","","","","1"
"Yes","2010","direct migration background","higher education","79","0.185051181703633","0.149407975077346","0.220694388329921","1"
"Yes","2010","indirect migration background","in school","9","","","","1"
"Yes","2010","indirect migration background","inadequately","","","","","1"
"Yes","2010","direct migration background","in school","1","","","","1"
"Yes","2010","direct migration background","inadequately","1","","","","1"
"Yes","2010","direct migration background","middle vocational","90","0.107189938073466","0.0881584994823539","0.126221376664579","1"
"Yes","2010","no migration background","higher education","989","0.358897838803097","0.341792890324078","0.376002787282117","1"
"Yes","2010","direct migration background","general elemantary","20","","","","1"
"Yes","2010","no migration background","vocational + Abi","401","0.365870991913187","0.338457866965343","0.39328411686103","1"
"Yes","2010","no migration background","higher vocational","306","0.236803278228691","0.212928653705339","0.260677902752043","1"
"Yes","2010","no migration background","middle vocational","1898","0.197774633827882","0.189710356758461","0.205838910897303","1"
"Yes","2010","no migration background","inadequately","8","","","","1"
"Yes","2010","no migration background","in school","36","0.109893581722421","0.0702423875872872","0.149544775857556","1"
"Yes","2010","no migration background","general elemantary","149","0.102238506592678","0.0873610758039828","0.117115937381374","1"
"No","2011","direct migration background","middle vocational","660","0.903997397682068","0.882670818642429","0.925323976721708","2"
"No","2011","direct migration background","vocational + Abi","170","0.865962553248206","0.818627356981529","0.913297749514883","2"
"No","2011","direct migration background","higher vocational","79","0.861235420401615","0.789414107253879","0.933056733549352","2"
"No","2011","direct migration background","higher education","247","0.810026717974235","0.766498916828567","0.853554519119903","2"
"No","2011","indirect migration background","in school","50","0.897961526242906","0.816468396360517","0.979454656125296","2"
"No","2011","indirect migration background","inadequately","15","","","","2"
"No","2011","indirect migration background","general elemantary","115","0.915537979697261","0.866789396317813","0.964286563076709","2"
"No","2011","indirect migration background","middle vocational","256","0.814426322725694","0.771426431718995","0.857426213732393","2"
"No","2011","indirect migration background","vocational + Abi","35","0.747692386100134","0.620790378876496","0.874594393323772","2"
"No","2011","indirect migration background","higher vocational","22","","","","2"
"No","2011","indirect migration background","higher education","57","0.706099025342741","0.607499577250406","0.804698473435077","2"
"No","2011","no migration background","higher vocational","808","0.762069924729299","0.736906263449448","0.787233586009151","2"
"No","2011","no migration background","higher education","1718","0.637741854891694","0.619323079113526","0.656160630669862","2"
"No","2011","direct migration background","in school","11","","","","2"
"No","2011","direct migration background","inadequately","93","0.999688256752847","0.996119516110202","1.00325699739549","2"
"No","2011","direct migration background","general elemantary","394","0.959725584337444","0.940741587922753","0.978709580752135","2"
"No","2011","no migration background","in school","149","0.847804799237246","0.795617981960467","0.899991616514024","2"
"No","2011","no migration background","inadequately","112","0.983816674109952","0.96075503613846","1.00687831208145","2"
"No","2011","no migration background","general elemantary","1400","0.895879369324772","0.880733272142726","0.911025466506817","2"
"No","2011","no migration background","middle vocational","6688","0.786339989642969","0.777633911345145","0.795046067940794","2"
"No","2011","no migration background","vocational + Abi","536","0.627223143461285","0.594678038753627","0.659768248168943","2"
"Yes","2011","indirect migration background","general elemantary","10","","","","1"
"Yes","2011","indirect migration background","middle vocational","58","0.185573677274306","0.142573786267607","0.228573568281005","1"
"Yes","2011","indirect migration background","vocational + Abi","10","","","","1"
"Yes","2011","indirect migration background","higher vocational","9","","","","1"
"Yes","2011","indirect migration background","higher education","25","","","","1"
"Yes","2011","direct migration background","vocational + Abi","29","","","","1"
"Yes","2011","direct migration background","higher vocational","10","","","","1"
"Yes","2011","direct migration background","higher education","65","0.189973282025766","0.146445480880098","0.233501083171434","1"
"Yes","2011","indirect migration background","in school","3","","","","1"
"Yes","2011","indirect migration background","inadequately","","","","","1"
"Yes","2011","no migration background","higher education","898","0.362258145108306","0.343839369330138","0.380676920886474","1"
"Yes","2011","direct migration background","in school","","","","","1"
"Yes","2011","direct migration background","inadequately","1","","","","1"
"Yes","2011","direct migration background","general elemantary","18","","","","1"
"Yes","2011","direct migration background","middle vocational","73","0.0960026023179317","0.074676023278292","0.117329181357571","1"
"Yes","2011","no migration background","higher vocational","292","0.237930075270701","0.212766413990849","0.263093736550552","1"
"Yes","2011","no migration background","general elemantary","162","0.104120630675229","0.088974533493183","0.119266727857274","1"
"Yes","2011","no migration background","vocational + Abi","312","0.372776856538715","0.340231751831057","0.405321961246373","1"
"Yes","2011","no migration background","inadequately","3","","","","1"
"Yes","2011","no migration background","middle vocational","1827","0.213660010357031","0.204953932059206","0.222366088654855","1"
"Yes","2011","no migration background","in school","33","0.152195200762754","0.100008383485975","0.204382018039533","1"
"No","2012","direct migration background","middle vocational","1006","0.922043433453055","0.906156448974732","0.937930417931378","2"
"No","2012","direct migration background","vocational + Abi","296","0.852568723084645","0.815157831791779","0.889979614377511","2"
"No","2012","direct migration background","higher vocational","85","0.808902666355588","0.732974147896143","0.884831184815033","2"
"No","2012","direct migration background","higher education","447","0.865605023336966","0.836594722488409","0.894615324185523","2"
"No","2012","indirect migration background","in school","79","0.935536379769581","0.883329671125397","0.987743088413765","2"
"No","2012","indirect migration background","inadequately","32","1","1","1","2"
"No","2012","indirect migration background","general elemantary","196","0.928914879158892","0.894242457458836","0.963587300858948","2"
"No","2012","indirect migration background","middle vocational","394","0.75369660592995","0.715547573363538","0.791845638496362","2"
"No","2012","indirect migration background","vocational + Abi","68","0.759789898368361","0.672493451304309","0.847086345432413","2"
"No","2012","indirect migration background","higher vocational","34","0.640052977296145","0.512032788011764","0.768073166580526","2"
"No","2012","indirect migration background","higher education","106","0.735084811763946","0.662246362924009","0.807923260603884","2"
"No","2012","no migration background","higher vocational","999","0.72856410940439","0.705041779061087","0.752086439747692","2"
"No","2012","no migration background","higher education","2261","0.636994846461241","0.620983759133276","0.653005933789206","2"
"No","2012","direct migration background","in school","19","","","","2"
"No","2012","direct migration background","inadequately","146","0.99528110182356","0.984240050837176","1.00632215280994","2"
"No","2012","direct migration background","general elemantary","579","0.937547490863956","0.918376526333564","0.956718455394347","2"
"No","2012","no migration background","in school","247","0.876694523326163","0.838455723671277","0.914933322981049","2"
"No","2012","no migration background","inadequately","193","0.961377724488784","0.934738840982401","0.988016607995167","2"
"No","2012","no migration background","general elemantary","1760","0.888377300359262","0.874520841885733","0.902233758832792","2"
"No","2012","no migration background","middle vocational","8430","0.772256930445031","0.764398730512717","0.780115130377345","2"
"No","2012","no migration background","vocational + Abi","886","0.668834996957674","0.643959116893692","0.693710877021657","2"
"Yes","2012","indirect migration background","general elemantary","15","","","","1"
"Yes","2012","indirect migration background","middle vocational","96","0.24630339407005","0.208154361503638","0.284452426636462","1"
"Yes","2012","indirect migration background","vocational + Abi","24","","","","1"
"Yes","2012","indirect migration background","higher vocational","20","","","","1"
"Yes","2012","indirect migration background","higher education","35","0.264915188236054","0.192076739396116","0.337753637075992","1"
"Yes","2012","direct migration background","vocational + Abi","49","0.147431276915355","0.110020385622489","0.184842168208221","1"
"Yes","2012","direct migration background","higher vocational","18","","","","1"
"Yes","2012","direct migration background","higher education","84","0.134394976663034","0.105384675814477","0.163405277511591","1"
"Yes","2012","indirect migration background","in school","6","","","","1"
"Yes","2012","indirect migration background","inadequately","","","","","1"
"Yes","2012","no migration background","higher education","1204","0.363005153538759","0.346994066210794","0.379016240866724","1"
"Yes","2012","direct migration background","in school","","","","","1"
"Yes","2012","direct migration background","inadequately","2","","","","1"
"Yes","2012","direct migration background","general elemantary","33","0.0624525091360445","0.0432815446056529","0.081623473666436","1"
"Yes","2012","direct migration background","middle vocational","88","0.0779565665469452","0.062069582068622","0.0938435510252683","1"
"Yes","2012","no migration background","general elemantary","224","0.111622699640737","0.0977662411672077","0.125479158114267","1"
"Yes","2012","no migration background","vocational + Abi","489","0.331165003042326","0.306289122978343","0.356040883106308","1"
"Yes","2012","no migration background","middle vocational","2511","0.227743069554969","0.219884869622655","0.235601269487283","1"
"Yes","2012","no migration background","higher vocational","374","0.27143589059561","0.247913560252308","0.294958220938913","1"
"Yes","2012","no migration background","inadequately","8","","","","1"
"Yes","2012","no migration background","in school","37","0.123305476673837","0.0850666770189513","0.161544276328723","1"
"No","2013","no migration background","higher vocational","712","0.723920063442466","0.696294456362402","0.751545670522531","2"
"No","2013","no migration background","higher education","1642","0.631609420092864","0.612989183625085","0.650229656560644","2"
"No","2013","direct migration background","in school","8","","","","2"
"No","2013","direct migration background","inadequately","64","0.999304699133873","0.992896636282803","1.00571276198494","2"
"No","2013","direct migration background","general elemantary","311","0.927702730312977","0.89984508434732","0.955560376278635","2"
"No","2013","direct migration background","middle vocational","548","0.886764016627674","0.86176046122641","0.911767572028937","2"
"No","2013","direct migration background","vocational + Abi","151","0.870566619163533","0.821253526194412","0.919879712132653","2"
"No","2013","direct migration background","higher vocational","62","0.822876403291265","0.733442005577992","0.912310801004538","2"
"No","2013","direct migration background","higher education","237","0.81341136414065","0.769400230443834","0.857422497837466","2"
"No","2013","indirect migration background","in school","45","0.828775252346649","0.725388556095154","0.932161948598145","2"
"No","2013","indirect migration background","inadequately","12","","","","2"
"No","2013","indirect migration background","general elemantary","106","0.938771791653364","0.894953548377474","0.982590034929255","2"
"No","2013","indirect migration background","middle vocational","215","0.716042674911303","0.663414352304706","0.768670997517901","2"
"No","2013","indirect migration background","vocational + Abi","24","","","","2"
"No","2013","indirect migration background","higher vocational","19","","","","2"
"No","2013","indirect migration background","higher education","56","0.554488890192928","0.445576123291806","0.66340165709405","2"
"No","2013","no migration background","in school","118","0.784519549465919","0.719370482820723","0.849668616111115","2"
"No","2013","no migration background","inadequately","105","0.960199295020809","0.923831859680179","0.996566730361439","2"
"No","2013","no migration background","general elemantary","1193","0.885665291615675","0.868658953640553","0.902671629590796","2"
"No","2013","no migration background","middle vocational","5846","0.758538242872134","0.749009443575754","0.768067042168514","2"
"No","2013","no migration background","vocational + Abi","469","0.613160015398134","0.579262794834602","0.647057235961666","2"
"Yes","2013","indirect migration background","general elemantary","9","","","","1"
"Yes","2013","indirect migration background","middle vocational","67","0.283957325088697","0.231329002482099","0.336585647695294","1"
"Yes","2013","indirect migration background","vocational + Abi","12","","","","1"
"Yes","2013","indirect migration background","higher vocational","7","","","","1"
"Yes","2013","indirect migration background","higher education","24","","","","1"
"Yes","2013","direct migration background","vocational + Abi","27","","","","1"
"Yes","2013","direct migration background","higher vocational","8","","","","1"
"Yes","2013","direct migration background","higher education","64","0.18658863585935","0.142577502162534","0.230599769556166","1"
"Yes","2013","indirect migration background","in school","6","","","","1"
"Yes","2013","indirect migration background","inadequately","1","","","","1"
"Yes","2013","no migration background","higher education","936","0.368390579907136","0.349770343439356","0.387010816374915","1"
"Yes","2013","direct migration background","inadequately","1","","","","1"
"Yes","2013","direct migration background","middle vocational","69","0.113235983372326","0.088232427971063","0.138239538773589","1"
"Yes","2013","direct migration background","in school","1","","","","1"
"Yes","2013","direct migration background","general elemantary","21","","","","1"
"Yes","2013","no migration background","inadequately","6","","","","1"
"Yes","2013","no migration background","general elemantary","152","0.114334708384325","0.097328370409204","0.131341046359447","1"
"Yes","2013","no migration background","vocational + Abi","324","0.386839984601866","0.352942764038334","0.420737205165398","1"
"Yes","2013","no migration background","in school","35","0.215480450534081","0.150331383888885","0.280629517179277","1"
"Yes","2013","no migration background","middle vocational","1903","0.241461757127866","0.231932957831486","0.250990556424247","1"
"Yes","2013","no migration background","higher vocational","294","0.276079936557534","0.248454329477469","0.303705543637598","1"
"No","2014","no migration background","higher vocational","824","0.698996129632846","0.672890800568938","0.725101458696753","2"
"No","2014","no migration background","higher education","1995","0.618464304472485","0.601580922805785","0.635347686139185","2"
"No","2014","direct migration background","in school","58","1","1","1","2"
"No","2014","direct migration background","inadequately","273","0.993316863137563","0.983704556165353","1.00292917010977","2"
"No","2014","direct migration background","general elemantary","978","0.936749419627461","0.921818753167688","0.951680086087235","2"
"No","2014","direct migration background","middle vocational","1616","0.914123955122795","0.900974328758923","0.927273581486667","2"
"No","2014","direct migration background","vocational + Abi","532","0.89536804560063","0.870938105665874","0.919797985535385","2"
"No","2014","direct migration background","higher vocational","90","0.863019593374397","0.796294750688371","0.929744436060424","2"
"No","2014","direct migration background","higher education","851","0.83171580742973","0.808608864311792","0.854822750547668","2"
"No","2014","indirect migration background","in school","96","0.964012491655478","0.927322491484955","1.000702491826","2"
"No","2014","indirect migration background","inadequately","44","0.991749159190955","0.965319482009403","1.01817883637251","2"
"No","2014","indirect migration background","general elemantary","335","0.953868552796751","0.931954658398999","0.975782447194503","2"
"No","2014","indirect migration background","middle vocational","577","0.804526636281701","0.775022536873734","0.834030735689668","2"
"No","2014","indirect migration background","vocational + Abi","90","0.801180889328069","0.730067764935659","0.87229401372048","2"
"No","2014","indirect migration background","higher vocational","36","0.754471153026389","0.640724316238677","0.868217989814101","2"
"No","2014","indirect migration background","higher education","167","0.65339442373238","0.589334613888599","0.717454233576162","2"
"No","2014","no migration background","in school","196","0.825877550020226","0.777800882605472","0.873954217434979","2"
"No","2014","no migration background","inadequately","160","0.943655432727331","0.909094712687658","0.978216152767004","2"
"No","2014","no migration background","general elemantary","1437","0.871079667776013","0.854900389909209","0.887258945642817","2"
"No","2014","no migration background","middle vocational","6840","0.745787891338591","0.736909354767118","0.754666427910065","2"
"No","2014","no migration background","vocational + Abi","739","0.634137104567341","0.606918488258796","0.661355720875887","2"
"Yes","2014","indirect migration background","general elemantary","17","","","","1"
"Yes","2014","direct migration background","vocational + Abi","71","0.10463195439937","0.0802020144646149","0.129061894334126","1"
"Yes","2014","direct migration background","higher vocational","12","","","","1"
"Yes","2014","direct migration background","higher education","156","0.16828419257027","0.145177249452332","0.191391135688208","1"
"Yes","2014","indirect migration background","in school","3","","","","1"
"Yes","2014","indirect migration background","inadequately","1","","","","1"
"Yes","2014","indirect migration background","middle vocational","117","0.195473363718299","0.165969264310332","0.224977463126266","1"
"Yes","2014","indirect migration background","vocational + Abi","31","0.198819110671931","0.12770598627952","0.269932235064341","1"
"Yes","2014","indirect migration background","higher vocational","19","","","","1"
"Yes","2014","indirect migration background","higher education","45","0.34660557626762","0.282545766423839","0.410665386111401","1"
"Yes","2014","no migration background","higher education","1185","0.381535695527515","0.364652313860815","0.398419077194215","1"
"Yes","2014","direct migration background","in school","","","","","1"
"Yes","2014","direct migration background","inadequately","3","","","","1"
"Yes","2014","direct migration background","general elemantary","43","0.0632505803725385","0.0483199139127654","0.0781812468323117","1"
"Yes","2014","direct migration background","middle vocational","128","0.0858760448772052","0.0727264185133332","0.0990256712410771","1"
"Yes","2014","no migration background","general elemantary","211","0.128920332223987","0.112741054357183","0.145099610090791","1"
"Yes","2014","no migration background","inadequately","11","","","","1"
"Yes","2014","no migration background","middle vocational","2399","0.254212108661409","0.245333572089935","0.263090645232882","1"
"Yes","2014","no migration background","higher vocational","362","0.301003870367154","0.274898541303247","0.327109199431062","1"
"Yes","2014","no migration background","vocational + Abi","464","0.365862895432659","0.338644279124113","0.393081511741204","1"
"Yes","2014","no migration background","in school","43","0.174122449979774","0.126045782565021","0.222199117394528","1"
"No","2015","no migration background","higher vocational","","","","","2"
"No","2015","no migration background","higher education","","","","","2"
"No","2015","direct migration background","in school","","","","","2"
"No","2015","direct migration background","inadequately","","","","","2"
"No","2015","direct migration background","general elemantary","","","","","2"
"No","2015","direct migration background","middle vocational","","","","","2"
"No","2015","direct migration background","vocational + Abi","","","","","2"
"No","2015","direct migration background","higher vocational","","","","","2"
"No","2015","direct migration background","higher education","","","","","2"
"No","2015","indirect migration background","in school","","","","","2"
"No","2015","indirect migration background","inadequately","","","","","2"
"No","2015","indirect migration background","general elemantary","","","","","2"
"No","2015","indirect migration background","middle vocational","","","","","2"
"No","2015","indirect migration background","vocational + Abi","","","","","2"
"No","2015","indirect migration background","higher vocational","","","","","2"
"No","2015","indirect migration background","higher education","","","","","2"
"No","2015","no migration background","in school","","","","","2"
"No","2015","no migration background","inadequately","","","","","2"
"No","2015","no migration background","general elemantary","","","","","2"
"No","2015","no migration background","middle vocational","","","","","2"
"No","2015","no migration background","vocational + Abi","","","","","2"
"Yes","2015","indirect migration background","general elemantary","","","","","1"
"Yes","2015","direct migration background","vocational + Abi","","","","","1"
"Yes","2015","direct migration background","higher vocational","","","","","1"
"Yes","2015","direct migration background","higher education","","","","","1"
"Yes","2015","indirect migration background","in school","","","","","1"
"Yes","2015","indirect migration background","inadequately","","","","","1"
"Yes","2015","indirect migration background","middle vocational","","","","","1"
"Yes","2015","indirect migration background","vocational + Abi","","","","","1"
"Yes","2015","indirect migration background","higher vocational","","","","","1"
"Yes","2015","indirect migration background","higher education","","","","","1"
"Yes","2015","no migration background","higher education","","","","","1"
"Yes","2015","direct migration background","in school","","","","","1"
"Yes","2015","direct migration background","inadequately","","","","","1"
"Yes","2015","direct migration background","general elemantary","","","","","1"
"Yes","2015","direct migration background","middle vocational","","","","","1"
"Yes","2015","no migration background","general elemantary","","","","","1"
"Yes","2015","no migration background","inadequately","","","","","1"
"Yes","2015","no migration background","higher vocational","","","","","1"
"Yes","2015","no migration background","vocational + Abi","","","","","1"
"Yes","2015","no migration background","middle vocational","","","","","1"
"Yes","2015","no migration background","in school","","","","","1"
"No","2016","no migration background","in school","146","0.871740126055125","0.821913215259474","0.921567036850776","2"
"No","2016","no migration background","inadequately","124","0.971360061243368","0.942906456825637","0.999813665661099","2"
"No","2016","no migration background","general elemantary","1284","0.894743818248633","0.878860301166472","0.910627335330794","2"
"No","2016","no migration background","middle vocational","6227","0.774198543363949","0.765090976133436","0.783306110594462","2"
"No","2016","no migration background","vocational + Abi","702","0.654399746915291","0.626347210061192","0.682452283769389","2"
"No","2016","no migration background","higher vocational","750","0.724274238960728","0.697346775301227","0.751201702620229","2"
"No","2016","no migration background","higher education","1932","0.655927398632825","0.638669817657544","0.673184979608106","2"
"No","2016","direct migration background","in school","42","1","1","1","2"
"No","2016","direct migration background","inadequately","233","0.996347838512395","0.988635348091908","1.00406032893288","2"
