"ple0098_v5","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","16-34 y.","Full Time","308","0.175509880768762","0.158750085575208","0.192269675962316","1"
"Yes","2016","16-34 y.","Part Time","233","0.12478368652913","0.109575898251091","0.139991474807168","1"
"No","2017","16-34 y.","Full Time","","","","","2"
"No","2017","16-34 y.","Part Time","","","","","2"
"No","2017","16-34 y.","Not Working","","","","","2"
"No","2017","35-65 y.","Full Time","","","","","2"
"No","2017","35-65 y.","Part Time","","","","","2"
"No","2017","35-65 y.","Not Working","","","","","2"
"No","2017","66 and older","Full Time","","","","","2"
"No","2017","66 and older","Part Time","","","","","2"
"No","2017","66 and older","Not Working","","","","","2"
"Yes","2017","35-65 y.","Part Time","","","","","1"
"Yes","2017","35-65 y.","Not Working","","","","","1"
"Yes","2017","66 and older","Full Time","","","","","1"
"Yes","2017","66 and older","Part Time","","","","","1"
"Yes","2017","35-65 y.","Full Time","","","","","1"
"Yes","2017","16-34 y.","Full Time","","","","","1"
"Yes","2017","16-34 y.","Part Time","","","","","1"
"Yes","2017","16-34 y.","Not Working","","","","","1"
"Yes","2017","66 and older","Not Working","","","","","1"
"No","2018","16-34 y.","Full Time","1780","0.79615036122155","0.77920812620147","0.813092596241629","2"
"No","2018","16-34 y.","Part Time","1724","0.858086193673283","0.842660876036398","0.873511511310168","2"
"No","2018","16-34 y.","Not Working","1318","0.926090294620946","0.912385848898706","0.939794740343186","2"
"No","2018","35-65 y.","Full Time","4496","0.699274563357404","0.687936498152625","0.710612628562184","2"
"No","2018","35-65 y.","Part Time","3417","0.759864847396684","0.747437911834521","0.772291782958848","2"
"No","2018","35-65 y.","Not Working","1808","0.857459605514033","0.842453400534636","0.872465810493429","2"
"No","2018","66 and older","Full Time","48","0.839241192135671","0.748540917774297","0.929941466497044","2"
"No","2018","66 and older","Part Time","297","0.711066018760915","0.667768668764104","0.754363368757725","2"
"No","2018","66 and older","Not Working","2940","0.800088665023721","0.787195193118412","0.812982136929031","2"
"Yes","2018","35-65 y.","Part Time","1122","0.240135152603316","0.227708217041152","0.252562088165479","1"
"Yes","2018","35-65 y.","Not Working","277","0.142540394485967","0.127534189506571","0.157546599465364","1"
"Yes","2018","66 and older","Full Time","15","","","","1"
"Yes","2018","66 and older","Part Time","124","0.288933981239085","0.245636631242275","0.332231331235895","1"
"Yes","2018","16-34 y.","Not Working","82","0.0739097053790542","0.0602052596568139","0.0876141511012944","1"
"Yes","2018","16-34 y.","Part Time","242","0.141913806326717","0.126488488689832","0.157339123963602","1"
"Yes","2018","66 and older","Not Working","756","0.199911334976279","0.187017863070969","0.212804806881588","1"
"Yes","2018","16-34 y.","Full Time","392","0.20384963877845","0.18690740375837","0.220791873798529","1"
"Yes","2018","35-65 y.","Full Time","1788","0.300725436642596","0.289387371437816","0.312063501847375","1"
