"ple0098_v5","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No","2010","Other degree","no migration background","120","0.893951678200048","0.842393598968546","0.945509757431551"
"No","2010","Other degree","direct migration background","1239","0.918261420583207","0.903592694330787","0.932930146835627"
"No","2010","Other degree","indirect migration background","25","","",""
"No","2010","no degree/no degree yet","no migration background","331","0.890634804719723","0.859419191092732","0.921850418346714"
"No","2010","no degree/no degree yet","direct migration background","214","0.980877372886336","0.962655233663546","0.999099512109127"
"No","2010","no degree/no degree yet","indirect migration background","79","0.925918620721743","0.871198418484539","0.980638822958946"
"Yes","2011","lower secondary degree","no migration background","949","0.163702947718404","0.154128489707157","0.173277405729651"
"Yes","2011","lower secondary degree","direct migration background","29","","",""
"Yes","2011","lower secondary degree","indirect migration background","28","","",""
"Yes","2011","secondary school degree","no migration background","1326","0.26119313338285","0.249125126779063","0.273261139986637"
"Yes","2011","secondary school degree","direct migration background","41","0.184536499561982","0.130089470391239","0.238983528732726"
"Yes","2011","secondary school degree","indirect migration background","37","0.193317997172186","0.135787764420061","0.250848229924311"
"Yes","2011","college entrance qualification","no migration background","1153","0.331120362086514","0.31552019281108","0.346720531361948"
"Yes","2011","college entrance qualification","direct migration background","51","0.208367064508613","0.153952185444288","0.262781943572939"
"Yes","2011","college entrance qualification","indirect migration background","42","0.193094726355994","0.138525657192965","0.247663795519023"
"Yes","2011","Other degree","no migration background","23","","",""
"Yes","2011","Other degree","direct migration background","69","0.0795161264774115","0.0618996238787403","0.0971326290760826"
"Yes","2011","Other degree","indirect migration background","2","","",""
"Yes","2011","no degree/no degree yet","no migration background","49","0.117010678499349","0.0805770042173396","0.153444352781358"
"Yes","2011","no degree/no degree yet","direct migration background","3","","",""
"Yes","2011","no degree/no degree yet","indirect migration background","3","","",""
"No","2011","lower secondary degree","no migration background","4788","0.836297052281596","0.826722594270349","0.845871510292843"
"No","2011","lower secondary degree","direct migration background","353","0.924666808767964","0.898199960564639","0.95113365697129"
"No","2011","lower secondary degree","indirect migration background","162","0.828404743768472","0.774794816514528","0.882014671022417"
"No","2011","secondary school degree","no migration background","3764","0.73880686661715","0.726738860013363","0.750874873220937"
"No","2011","secondary school degree","direct migration background","154","0.815463500438018","0.761016471267274","0.869910529608761"
"No","2011","secondary school degree","indirect migration background","144","0.806682002827814","0.749151770075689","0.864212235579939"
"No","2011","college entrance qualification","no migration background","2343","0.668879637913486","0.653279468638053","0.68447980718892"
"No","2011","college entrance qualification","direct migration background","163","0.791632935491386","0.737218056427061","0.846047814555712"
"No","2011","college entrance qualification","indirect migration background","159","0.806905273644006","0.752336204480977","0.861474342807035"
"No","2011","Other degree","no migration background","127","0.891697409804101","0.84196601547815","0.941428804130052"
"No","2011","Other degree","direct migration background","837","0.920483873522589","0.902867370923917","0.93810037612126"
"No","2011","Other degree","indirect migration background","12","","",""
"No","2011","no degree/no degree yet","no migration background","250","0.882989321500651","0.846555647218642","0.91942299578266"
"No","2011","no degree/no degree yet","direct migration background","124","0.981190342797244","0.957563085893566","1.00481759970092"
"No","2011","no degree/no degree yet","indirect migration background","60","0.925364173075556","0.860469681939089","0.990258664212023"
"Yes","2012","lower secondary degree","no migration background","1176","0.173278726279405","0.1642260443259","0.182331408232909"
"Yes","2012","lower secondary degree","direct migration background","42","0.0782028159423967","0.0547393058177837","0.10166632606701"
"Yes","2012","lower secondary degree","indirect migration background","41","0.182184330240852","0.138285485599282","0.226083174882422"
"Yes","2012","secondary school degree","no migration background","1831","0.269738998550462","0.259345663071467","0.280132334029457"
"Yes","2012","secondary school degree","direct migration background","47","0.160598151619799","0.118771079291111","0.202425223948488"
"Yes","2012","secondary school degree","indirect migration background","67","0.259428968970591","0.210714217504226","0.308143720436956"
"Yes","2012","college entrance qualification","no migration background","1712","0.338233068016118","0.325137736730076","0.35132839930216"
"Yes","2012","college entrance qualification","direct migration background","62","0.19898198078597","0.153729695682036","0.244234265889904"
"Yes","2012","college entrance qualification","indirect migration background","75","0.224308632537791","0.179166856456024","0.269450408619558"
"Yes","2012","Other degree","no migration background","32","0.144585095053207","0.0955998071457089","0.193570382960706"
"Yes","2012","Other degree","direct migration background","118","0.0760527165501119","0.0627614191394529","0.0893440139607708"
"Yes","2012","Other degree","indirect migration background","","","",""
"Yes","2012","no degree/no degree yet","no migration background","56","0.106656591513713","0.0796543820806483","0.133658800946778"
"Yes","2012","no degree/no degree yet","direct migration background","3","","",""
"Yes","2012","no degree/no degree yet","indirect migration background","6","","",""
"No","2012","lower secondary degree","no migration background","5539","0.826721273720595","0.817668591767091","0.8357739556741"
"No","2012","lower secondary degree","direct migration background","461","0.921797184057603","0.89833367393299","0.945260694182216"
"No","2012","lower secondary degree","indirect migration background","256","0.817815669759148","0.773916825117578","0.861714514400718"
"No","2012","secondary school degree","no migration background","5174","0.730261001449538","0.719867665970543","0.740654336928533"
"No","2012","secondary school degree","direct migration background","249","0.839401848380201","0.797574776051512","0.881228920708889"
"No","2012","secondary school degree","indirect migration background","244","0.740571031029409","0.691856279563044","0.789285782495774"
"No","2012","college entrance qualification","no migration background","3302","0.661766931983882","0.64867160069784","0.674862263269924"
"No","2012","college entrance qualification","direct migration background","237","0.80101801921403","0.755765734110096","0.846270304317964"
"No","2012","college entrance qualification","indirect migration background","253","0.775691367462209","0.730549591380442","0.820833143543976"
"No","2012","Other degree","no migration background","166","0.855414904946793","0.806429617039294","0.904400192854291"
"No","2012","Other degree","direct migration background","1410","0.923947283449888","0.910655986039229","0.937238580860547"
"No","2012","Other degree","indirect migration background","34","1","1","1"
"No","2012","no degree/no degree yet","no migration background","446","0.893343408486287","0.866341199053222","0.920345617919352"
"No","2012","no degree/no degree yet","direct migration background","193","0.988898897637317","0.974230622236366","1.00356717303827"
"No","2012","no degree/no degree yet","indirect migration background","103","0.951054834883571","0.910551337991788","0.991558331775353"
"Yes","2013","lower secondary degree","no migration background","961","0.18427719802152","0.173593469286808","0.194960926756232"
"Yes","2013","lower secondary degree","direct migration background","32","0.115711379391873","0.0793931211322557","0.152029637651491"
"Yes","2013","lower secondary degree","indirect migration background","31","0.213531223027646","0.152109573945291","0.274952872110001"
"Yes","2013","secondary school degree","no migration background","1369","0.292208534541941","0.279202739075812","0.305214330008069"
"Yes","2013","secondary school degree","direct migration background","29","","",""
"Yes","2013","secondary school degree","indirect migration background","38","0.316037780716125","0.242607821207705","0.389467740224546"
"Yes","2013","college entrance qualification","no migration background","1199","0.347784110340783","0.331728001760747","0.363840218920818"
"Yes","2013","college entrance qualification","direct migration background","53","0.233714909241651","0.17369852818069","0.293731290302611"
"Yes","2013","college entrance qualification","indirect migration background","42","0.267102507145103","0.203346248015675","0.330858766274531"
"Yes","2013","Other degree","no migration background","28","","",""
"Yes","2013","Other degree","direct migration background","69","0.0833791845653929","0.0642936534734233","0.102464715657363"
"Yes","2013","Other degree","indirect migration background","2","","",""
"Yes","2013","no degree/no degree yet","no migration background","50","0.159187507626145","0.116258578132327","0.202116437119963"
"Yes","2013","no degree/no degree yet","direct migration background","5","","",""
"Yes","2013","no degree/no degree yet","indirect migration background","6","","",""
"No","2013","lower secondary degree","no migration background","4098","0.81572280197848","0.805039073243768","0.826406530713192"
"No","2013","lower secondary degree","direct migration background","266","0.884288620608127","0.847970362348509","0.920606878867744"
"No","2013","lower secondary degree","indirect migration background","140","0.786468776972354","0.725047127889999","0.847890426054709"
"No","2013","secondary school degree","no migration background","3328","0.707791465458059","0.69478566999193","0.720797260924188"
"No","2013","secondary school degree","direct migration background","132","0.809064176602942","0.748352762557712","0.869775590648173"
"No","2013","secondary school degree","indirect migration background","116","0.683962219283875","0.610532259775454","0.757392178792295"
"No","2013","college entrance qualification","no migration background","2181","0.652215889659217","0.636159781079182","0.668271998239252"
"No","2013","college entrance qualification","direct migration background","138","0.766285090758349","0.706268709697389","0.82630147181931"
"No","2013","college entrance qualification","indirect migration background","143","0.732897492854897","0.669141233725469","0.796653751984325"
"No","2013","Other degree","no migration background","119","0.848214509063689","0.790210581441142","0.906218436686236"
"No","2013","Other degree","direct migration background","737","0.916620815434607","0.897535284342637","0.935706346526577"
"No","2013","Other degree","indirect migration background","7","","",""
"No","2013","no degree/no degree yet","no migration background","229","0.840812492373855","0.797883562880037","0.883741421867673"
"No","2013","no degree/no degree yet","direct migration background","88","0.933594005059821","0.882989487613398","0.984198522506243"
"No","2013","no degree/no degree yet","indirect migration background","55","0.868464885302788","0.783648422022272","0.953281348583305"
"Yes","2014","lower secondary degree","no migration background","1121","0.191386770462687","0.181037997587011","0.201735543338363"
"Yes","2014","lower secondary degree","direct migration background","52","0.101449632003523","0.0770873180040347","0.125811946003011"
"Yes","2014","lower secondary degree","indirect migration background","43","0.125464226781676","0.0935564410303398","0.157372012533012"
"Yes","2014","secondary school degree","no migration background","1751","0.302379446761659","0.290755146103848","0.31400374741947"
"Yes","2014","secondary school degree","direct migration background","50","0.135227655506669","0.102247194600618","0.16820811641272"
"Yes","2014","secondary school degree","indirect migration background","77","0.220683778479674","0.181622522228246","0.259745034731101"
"Yes","2014","college entrance qualification","no migration background","1648","0.358318767519446","0.344358376362361","0.372279158676531"
"Yes","2014","college entrance qualification","direct migration background","81","0.192372277909874","0.155116750496755","0.229627805322992"
"Yes","2014","college entrance qualification","indirect migration background","100","0.215469162416665","0.179139353726805","0.251798971106525"
"Yes","2014","Other degree","no migration background","28","","",""
"Yes","2014","Other degree","direct migration background","222","0.0811602076974646","0.0713158508386747","0.0910045645562546"
"Yes","2014","Other degree","indirect migration background","2","","",""
"Yes","2014","no degree/no degree yet","no migration background","67","0.148039844726299","0.114315599087091","0.181764090365508"
"Yes","2014","no degree/no degree yet","direct migration background","6","","",""
"Yes","2014","no degree/no degree yet","indirect migration background","4","","",""
"No","2014","lower secondary degree","no migration background","4430","0.808613229537313","0.798264456661637","0.818962002412989"
"No","2014","lower secondary degree","direct migration background","538","0.898550367996477","0.874188053996989","0.922912681995965"
"No","2014","lower secondary degree","indirect migration background","371","0.874535773218324","0.842627987466988","0.90644355896966"
"No","2014","secondary school degree","no migration background","4246","0.697620553238341","0.68599625258053","0.709244853896152"
"No","2014","secondary school degree","direct migration background","363","0.864772344493331","0.83179188358728","0.897752805399382"
"No","2014","secondary school degree","indirect migration background","356","0.779316221520326","0.740254965268899","0.818377477771754"
"No","2014","college entrance qualification","no migration background","2884","0.641681232480554","0.627720841323469","0.655641623637639"
"No","2014","college entrance qualification","direct migration background","349","0.807627722090126","0.770372194677008","0.844883249503245"
"No","2014","college entrance qualification","indirect migration background","392","0.784530837583335","0.748201028893475","0.820860646273195"
"No","2014","Other degree","no migration background","136","0.839888916917909","0.783765023673459","0.896012810162358"
"No","2014","Other degree","direct migration background","2734","0.918839792302535","0.908995435443745","0.928684149161325"
"No","2014","Other degree","indirect migration background","61","0.965925194613394","0.921126407565676","1.01072398166111"
"No","2014","no degree/no degree yet","no migration background","359","0.851960155273701","0.818235909634492","0.885684400912909"
"No","2014","no degree/no degree yet","direct migration background","370","0.967987921865779","0.950195049153716","0.985780794577843"
"No","2014","no degree/no degree yet","indirect migration background","134","0.97197870670066","0.944443964719436","0.999513448681885"
"Yes","2015","lower secondary degree","no migration background","","","",""
"Yes","2015","lower secondary degree","direct migration background","","","",""
"Yes","2015","lower secondary degree","indirect migration background","","","",""
"Yes","2015","secondary school degree","no migration background","","","",""
"Yes","2015","secondary school degree","direct migration background","","","",""
"Yes","2015","secondary school degree","indirect migration background","","","",""
"Yes","2015","college entrance qualification","no migration background","","","",""
"Yes","2015","college entrance qualification","direct migration background","","","",""
"Yes","2015","college entrance qualification","indirect migration background","","","",""
"Yes","2015","Other degree","no migration background","","","",""
"Yes","2015","Other degree","direct migration background","","","",""
"Yes","2015","Other degree","indirect migration background","","","",""
"Yes","2015","no degree/no degree yet","no migration background","","","",""
"Yes","2015","no degree/no degree yet","direct migration background","","","",""
"Yes","2015","no degree/no degree yet","indirect migration background","","","",""
"No","2015","lower secondary degree","no migration background","","","",""
"No","2015","lower secondary degree","direct migration background","","","",""
"No","2015","lower secondary degree","indirect migration background","","","",""
"No","2015","secondary school degree","no migration background","","","",""
"No","2015","secondary school degree","direct migration background","","","",""
"No","2015","secondary school degree","indirect migration background","","","",""
"No","2015","college entrance qualification","no migration background","","","",""
"No","2015","college entrance qualification","direct migration background","","","",""
"No","2015","college entrance qualification","indirect migration background","","","",""
"No","2015","Other degree","no migration background","","","",""
"No","2015","Other degree","direct migration background","","","",""
"No","2015","Other degree","indirect migration background","","","",""
"No","2015","no degree/no degree yet","no migration background","","","",""
"No","2015","no degree/no degree yet","direct migration background","","","",""
"No","2015","no degree/no degree yet","indirect migration background","","","",""
"Yes","2016","lower secondary degree","no migration background","836","0.170146503186891","0.159461668580455","0.180831337793327"
"Yes","2016","lower secondary degree","direct migration background","33","0.100593929469879","0.0732841038842124","0.127903755055547"
"Yes","2016","lower secondary degree","indirect migration background","40","0.158875984576244","0.120301717112882","0.197450252039606"
"Yes","2016","secondary school degree","no migration background","1405","0.268641349864469","0.256711392017041","0.280571307711898"
"Yes","2016","secondary school degree","direct migration background","42","0.144795807437434","0.106771348222727","0.182820266652141"
"Yes","2016","secondary school degree","indirect migration background","56","0.179132226883157","0.140006864479896","0.218257589286418"
"Yes","2016","college entrance qualification","no migration background","1395","0.327465391941801","0.31325072679043","0.341680057093172"
"Yes","2016","college entrance qualification","direct migration background","80","0.209216920128252","0.168587108136725","0.249846732119779"
"Yes","2016","college entrance qualification","indirect migration background","90","0.184262789545494","0.148639308930369","0.21988627016062"
"Yes","2016","Other degree","no migration background","25","","",""
"Yes","2016","Other degree","direct migration background","203","0.0797193289684084","0.0699584040170338","0.089480253919783"
"Yes","2016","Other degree","indirect migration background","5","","",""
"Yes","2016","no degree/no degree yet","no migration background","44","0.113716165140248","0.0791482567182175","0.148284073562278"
"Yes","2016","no degree/no degree yet","direct migration background","6","","",""
"Yes","2016","no degree/no degree yet","indirect migration background","4","","",""
"No","2016","lower secondary degree","no migration background","3915","0.829853496813109","0.819168662206673","0.840538331419545"
"No","2016","lower secondary degree","direct migration background","433","0.89940607053012","0.872096244944453","0.926715896115788"
"No","2016","lower secondary degree","indirect migration background","305","0.841124015423756","0.802549747960394","0.879698282887118"
"No","2016","secondary school degree","no migration background","3898","0.73135865013553","0.719428692288102","0.743288607982959"
"No","2016","secondary school degree","direct migration background","287","0.855204192562566","0.817179733347859","0.893228651777273"
"No","2016","secondary school degree","indirect migration background","313","0.820867773116843","0.781742410713583","0.859993135520104"
"No","2016","college entrance qualification","no migration background","2792","0.672534608058199","0.658319942906828","0.68674927320957"
"No","2016","college entrance qualification","direct migration background","305","0.790783079871748","0.750153267880221","0.831412891863275"
"No","2016","college entrance qualification","indirect migration background","365","0.815737210454506","0.78011372983938","0.851360691069631"
"No","2016","Other degree","no migration background","110","0.8352416662726","0.77266520818143","0.89781812436377"
"No","2016","Other degree","direct migration background","2755","0.920280671031592","0.910519746080217","0.930041595982966"
"No","2016","Other degree","indirect migration background","47","0.881801110685619","0.794052865968242","0.969549355402995"
"No","2016","no degree/no degree yet","no migration background","280","0.886283834859752","0.851715926437722","0.920851743281783"
"No","2016","no degree/no degree yet","direct migration background","334","0.967420025452982","0.948549172116328","0.986290878789636"
"No","2016","no degree/no degree yet","indirect migration background","91","0.980420771094382","0.952560179623902","1.00828136256486"
"Yes","2017","lower secondary degree","no migration background","","","",""
"Yes","2017","lower secondary degree","direct migration background","","","",""
"Yes","2017","lower secondary degree","indirect migration background","","","",""
"Yes","2017","secondary school degree","no migration background","","","",""
"Yes","2017","secondary school degree","direct migration background","","","",""
"Yes","2017","secondary school degree","indirect migration background","","","",""
"Yes","2017","college entrance qualification","no migration background","","","",""
"Yes","2017","college entrance qualification","direct migration background","","","",""
"Yes","2017","college entrance qualification","indirect migration background","","","",""
"Yes","2017","Other degree","no migration background","","","",""
"Yes","2017","Other degree","direct migration background","","","",""
"Yes","2017","Other degree","indirect migration background","","","",""
"Yes","2017","no degree/no degree yet","no migration background","","","",""
"Yes","2017","no degree/no degree yet","direct migration background","","","",""
"Yes","2017","no degree/no degree yet","indirect migration background","","","",""
"No","2017","lower secondary degree","no migration background","","","",""
"No","2017","lower secondary degree","direct migration background","","","",""
"No","2017","lower secondary degree","indirect migration background","","","",""
"No","2017","secondary school degree","no migration background","","","",""
"No","2017","secondary school degree","direct migration background","","","",""
"No","2017","secondary school degree","indirect migration background","","","",""
"No","2017","college entrance qualification","no migration background","","","",""
"No","2017","college entrance qualification","direct migration background","","","",""
"No","2017","college entrance qualification","indirect migration background","","","",""
"No","2017","Other degree","no migration background","","","",""
"No","2017","Other degree","direct migration background","","","",""
"No","2017","Other degree","indirect migration background","","","",""
"No","2017","no degree/no degree yet","no migration background","","","",""
"No","2017","no degree/no degree yet","direct migration background","","","",""
"No","2017","no degree/no degree yet","indirect migration background","","","",""
"Yes","2018","lower secondary degree","no migration background","822","0.178165836314253","0.167205176539673","0.189126496088834"
"Yes","2018","lower secondary degree","direct migration background","36","0.124127674392447","0.0921333664131961","0.156121982371699"
"Yes","2018","lower secondary degree","indirect migration background","31","0.104708937168318","0.0724939951579955","0.136923879178641"
"Yes","2018","secondary school degree","no migration background","1599","0.276027800512038","0.264615311235065","0.28744028978901"
"Yes","2018","secondary school degree","direct migration background","50","0.194596884447526","0.150878167467183","0.23831560142787"
"Yes","2018","secondary school degree","indirect migration background","67","0.221387514196163","0.180234944779405","0.262540083612921"
"Yes","2018","college entrance qualification","no migration background","1585","0.324070179675454","0.310971027162449","0.337169332188459"
"Yes","2018","college entrance qualification","direct migration background","72","0.20722428309637","0.165238518144829","0.249210048047911"
"Yes","2018","college entrance qualification","indirect migration background","102","0.21278763615663","0.177020575869024","0.248554696444237"
"Yes","2018","Other degree","no migration background","19","","",""
"Yes","2018","Other degree","direct migration background","198","0.0889313108658655","0.0780897451074756","0.0997728766242554"
"Yes","2018","Other degree","indirect migration background","4","","",""
"Yes","2018","no degree/no degree yet","no migration background","34","0.128003174151399","0.0936345141225602","0.162371834180238"
"Yes","2018","no degree/no degree yet","direct migration background","7","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","11","","",""
"No","2018","lower secondary degree","no migration background","3860","0.821834163685747","0.810873503911166","0.832794823460327"
"No","2018","lower secondary degree","direct migration background","372","0.875872325607553","0.843878017628301","0.907866633586804"
"No","2018","lower secondary degree","indirect migration background","316","0.895291062831682","0.863076120821359","0.927506004842005"
"No","2018","secondary school degree","no migration background","4295","0.723972199487962","0.71255971021099","0.735384688764935"
"No","2018","secondary school degree","direct migration background","265","0.805403115552474","0.76168439857213","0.849121832532817"
"No","2018","secondary school degree","indirect migration background","324","0.778612485803837","0.737459916387079","0.819765055220595"
"No","2018","college entrance qualification","no migration background","3319","0.675929820324546","0.662830667811541","0.689028972837551"
"No","2018","college entrance qualification","direct migration background","286","0.79277571690363","0.750789951952089","0.834761481855171"
"No","2018","college entrance qualification","indirect migration background","401","0.78721236384337","0.751445303555764","0.822979424130976"
"No","2018","Other degree","no migration background","121","0.834573754164738","0.773025088577163","0.896122419752313"
"No","2018","Other degree","direct migration background","2450","0.911068689134135","0.900227123375745","0.921910254892524"
"No","2018","Other degree","indirect migration background","42","0.948524873446148","0.88467026462817","1.01237948226413"
"No","2018","no degree/no degree yet","no migration background","329","0.871996825848601","0.837628165819762","0.90636548587744"
"No","2018","no degree/no degree yet","direct migration background","333","0.971906253437815","0.95434216355645","0.989470343319179"
"No","2018","no degree/no degree yet","indirect migration background","109","0.879728272654504","0.821529541412712","0.937927003896296"
