"plh0218","year","migback","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2009","direct migration background","West Germany","Female","112","0.0697436505893984","0.0571482014683364","0.0823390997104604"
"3 on scale 1-7 ","2009","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2009","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2009","indirect migration background","West Germany","Male","47","0.0743021118776779","0.0544139303564206","0.0941902933989353"
"3 on scale 1-7 ","2009","indirect migration background","West Germany","Female","61","0.0793279712663186","0.058834029013997","0.0998219135186401"
"3 on scale 1-7 ","2009","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2009","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2009","no migration background","West Germany","Male","668","0.0644673094133257","0.059915666482938","0.0690189523437134"
"4 on scale 1-7","2009","no migration background","West Germany","Female","637","0.0524872992316342","0.0483540788544159","0.0566205196088524"
"4 on scale 1-7","2009","no migration background","East Germany","Male","225","0.0514248254087067","0.0449129155467371","0.0579367352706763"
"4 on scale 1-7","2009","no migration background","East Germany","Female","195","0.0447145546810136","0.0386209100192296","0.0508081993427975"
"4 on scale 1-7","2009","direct migration background","West Germany","Male","81","0.0565924374030833","0.045166578025132","0.0680182967810346"
"4 on scale 1-7","2009","direct migration background","West Germany","Female","66","0.0481754713960145","0.0375865571508796","0.0587643856411494"
"4 on scale 1-7","2009","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2009","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2009","indirect migration background","West Germany","Male","52","0.0769659773446664","0.0567535668995068","0.0971783877898261"
"4 on scale 1-7","2009","indirect migration background","West Germany","Female","31","0.0589632939368771","0.0411003098959099","0.0768262779778443"
"4 on scale 1-7","2009","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2009","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2009","no migration background","West Germany","Male","503","0.0482619501352646","0.0442897595465378","0.0522341407239915"
"5 on scale 1-7","2009","no migration background","West Germany","Female","384","0.0331412491403845","0.0298235661857119","0.0364589320950571"
"5 on scale 1-7","2009","no migration background","East Germany","Male","160","0.0391607860312189","0.0334415614581337","0.0448800106043042"
"5 on scale 1-7","2009","no migration background","East Germany","Female","97","0.0251791881301197","0.0205599606745469","0.0297984155856925"
"5 on scale 1-7","2009","direct migration background","West Germany","Male","43","0.027826411669318","0.0196932293005732","0.0359595940380628"
"5 on scale 1-7","2009","direct migration background","West Germany","Female","33","0.0250869372992664","0.0173536033382944","0.0328202712602384"
"5 on scale 1-7","2009","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2009","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2009","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2009","indirect migration background","West Germany","Female","","","",""
"5 on scale 1-7","2009","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2009","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2009","no migration background","West Germany","Male","279","0.0248396810122237","0.0219551185596466","0.0277242434648008"
"6 on scale 1-7","2009","no migration background","West Germany","Female","209","0.0193464687489517","0.0167936053315784","0.0218993321663249"
"6 on scale 1-7","2009","no migration background","East Germany","Male","86","0.0177019700861577","0.0138140392722433","0.0215899009000722"
"6 on scale 1-7","2009","no migration background","East Germany","Female","55","0.0161502577799192","0.0124337058308333","0.0198668097290051"
"6 on scale 1-7","2009","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2009","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2009","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2009","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2009","indirect migration background","West Germany","Male","31","0.0552533105428153","0.0379273747250304","0.0725792463606002"
"6 on scale 1-7","2009","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2009","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2009","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2009","no migration background","West Germany","Male","132","0.012764168585344","0.01068363060082","0.014844706569868"
"7 Strongly agree","2009","no migration background","West Germany","Female","79","0.00693143267024952","0.00539373820574782","0.00846912713475123"
"7 Strongly agree","2009","no migration background","East Germany","Male","38","0.0111254342744401","0.0080328953127851","0.0142179732360952"
"7 Strongly agree","2009","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2009","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2009","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2009","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2009","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2009","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2009","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2009","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2009","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2010","no migration background","West Germany","Male","","","",""
"1 Strongly disagree","2010","no migration background","West Germany","Female","","","",""
"1 Strongly disagree","2010","no migration background","East Germany","Male","","","",""
"1 Strongly disagree","2010","no migration background","East Germany","Female","","","",""
"1 Strongly disagree","2010","direct migration background","West Germany","Male","","","",""
"1 Strongly disagree","2010","direct migration background","West Germany","Female","","","",""
"1 Strongly disagree","2010","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2010","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2010","indirect migration background","West Germany","Male","","","",""
"1 Strongly disagree","2010","indirect migration background","West Germany","Female","","","",""
"1 Strongly disagree","2010","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2010","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2010","no migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2010","no migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2010","no migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2010","no migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2010","direct migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2010","direct migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2010","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2010","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2010","indirect migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2010","indirect migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2010","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2010","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2010","no migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2010","no migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2010","no migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2010","no migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2010","direct migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2010","direct migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2010","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2010","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2010","indirect migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2010","indirect migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2010","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2010","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2010","no migration background","West Germany","Male","","","",""
"4 on scale 1-7","2010","no migration background","West Germany","Female","","","",""
"4 on scale 1-7","2010","no migration background","East Germany","Male","","","",""
"4 on scale 1-7","2010","no migration background","East Germany","Female","","","",""
"4 on scale 1-7","2010","direct migration background","West Germany","Male","","","",""
"4 on scale 1-7","2010","direct migration background","West Germany","Female","","","",""
"4 on scale 1-7","2010","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2010","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2010","indirect migration background","West Germany","Male","","","",""
"4 on scale 1-7","2010","indirect migration background","West Germany","Female","","","",""
"4 on scale 1-7","2010","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2010","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2010","no migration background","West Germany","Male","","","",""
"5 on scale 1-7","2010","no migration background","West Germany","Female","","","",""
"5 on scale 1-7","2010","no migration background","East Germany","Male","","","",""
"5 on scale 1-7","2010","no migration background","East Germany","Female","","","",""
"5 on scale 1-7","2010","direct migration background","West Germany","Male","","","",""
"5 on scale 1-7","2010","direct migration background","West Germany","Female","","","",""
"5 on scale 1-7","2010","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2010","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2010","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2010","indirect migration background","West Germany","Female","","","",""
"5 on scale 1-7","2010","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2010","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2010","no migration background","West Germany","Male","","","",""
"6 on scale 1-7","2010","no migration background","West Germany","Female","","","",""
"6 on scale 1-7","2010","no migration background","East Germany","Male","","","",""
"6 on scale 1-7","2010","no migration background","East Germany","Female","","","",""
"6 on scale 1-7","2010","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2010","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2010","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2010","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2010","indirect migration background","West Germany","Male","","","",""
"6 on scale 1-7","2010","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2010","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2010","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2010","no migration background","West Germany","Male","","","",""
"7 Strongly agree","2010","no migration background","West Germany","Female","","","",""
"7 Strongly agree","2010","no migration background","East Germany","Male","","","",""
"7 Strongly agree","2010","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2010","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2010","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2010","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2010","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2010","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2010","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2010","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2010","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2011","no migration background","West Germany","Male","","","",""
"1 Strongly disagree","2011","no migration background","West Germany","Female","","","",""
"1 Strongly disagree","2011","no migration background","East Germany","Male","","","",""
"1 Strongly disagree","2011","no migration background","East Germany","Female","","","",""
"1 Strongly disagree","2011","direct migration background","West Germany","Male","","","",""
"1 Strongly disagree","2011","direct migration background","West Germany","Female","","","",""
"1 Strongly disagree","2011","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2011","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2011","indirect migration background","West Germany","Male","","","",""
"1 Strongly disagree","2011","indirect migration background","West Germany","Female","","","",""
"1 Strongly disagree","2011","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2011","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2011","no migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2011","no migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2011","no migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2011","no migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2011","direct migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2011","direct migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2011","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2011","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2011","indirect migration background","West Germany","Male","","","",""
"2 on scale 1-7 ","2011","indirect migration background","West Germany","Female","","","",""
"2 on scale 1-7 ","2011","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2011","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2011","no migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2011","no migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2011","no migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2011","no migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2011","direct migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2011","direct migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2011","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2011","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2011","indirect migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2011","indirect migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2011","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2011","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2011","no migration background","West Germany","Male","","","",""
"4 on scale 1-7","2011","no migration background","West Germany","Female","","","",""
"4 on scale 1-7","2011","no migration background","East Germany","Male","","","",""
"4 on scale 1-7","2011","no migration background","East Germany","Female","","","",""
"4 on scale 1-7","2011","direct migration background","West Germany","Male","","","",""
"4 on scale 1-7","2011","direct migration background","West Germany","Female","","","",""
"4 on scale 1-7","2011","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2011","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2011","indirect migration background","West Germany","Male","","","",""
"4 on scale 1-7","2011","indirect migration background","West Germany","Female","","","",""
"4 on scale 1-7","2011","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2011","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2011","no migration background","West Germany","Male","","","",""
"5 on scale 1-7","2011","no migration background","West Germany","Female","","","",""
"5 on scale 1-7","2011","no migration background","East Germany","Male","","","",""
"5 on scale 1-7","2011","no migration background","East Germany","Female","","","",""
"5 on scale 1-7","2011","direct migration background","West Germany","Male","","","",""
"5 on scale 1-7","2011","direct migration background","West Germany","Female","","","",""
"5 on scale 1-7","2011","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2011","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2011","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2011","indirect migration background","West Germany","Female","","","",""
"5 on scale 1-7","2011","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2011","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2011","no migration background","West Germany","Male","","","",""
"6 on scale 1-7","2011","no migration background","West Germany","Female","","","",""
"6 on scale 1-7","2011","no migration background","East Germany","Male","","","",""
"6 on scale 1-7","2011","no migration background","East Germany","Female","","","",""
"6 on scale 1-7","2011","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2011","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2011","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2011","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2011","indirect migration background","West Germany","Male","","","",""
"6 on scale 1-7","2011","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2011","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2011","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2011","no migration background","West Germany","Male","","","",""
"7 Strongly agree","2011","no migration background","West Germany","Female","","","",""
"7 Strongly agree","2011","no migration background","East Germany","Male","","","",""
"7 Strongly agree","2011","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2011","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2011","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2011","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2011","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2011","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2011","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2011","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2011","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2012","no migration background","West Germany","Male","519","0.12706639289798","0.117114198613358","0.137018587182603"
"1 Strongly disagree","2012","no migration background","West Germany","Female","991","0.21702667734494","0.204708599869986","0.229344754819894"
"1 Strongly disagree","2012","no migration background","East Germany","Male","205","0.172776157803975","0.151826696319284","0.193725619288667"
"1 Strongly disagree","2012","no migration background","East Germany","Female","384","0.270758327474093","0.246135037091373","0.295381617856813"
"1 Strongly disagree","2012","direct migration background","West Germany","Male","192","0.198193156714147","0.173871819507337","0.222514493920957"
"1 Strongly disagree","2012","direct migration background","West Germany","Female","264","0.260270647383553","0.233500099192054","0.287041195575052"
"1 Strongly disagree","2012","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2012","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2012","indirect migration background","West Germany","Male","48","0.102229382503281","0.0743007651297496","0.130157999876812"
"1 Strongly disagree","2012","indirect migration background","West Germany","Female","115","0.220760439520509","0.1825242157125","0.258996663328517"
"1 Strongly disagree","2012","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2012","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2012","no migration background","West Germany","Male","473","0.110343759800772","0.100981129140279","0.119706390461265"
"2 on scale 1-7 ","2012","no migration background","West Germany","Female","748","0.165060975424762","0.153967631648895","0.176154319200629"
"2 on scale 1-7 ","2012","no migration background","East Germany","Male","116","0.109939920144624","0.0926056002793815","0.127274240009867"
"2 on scale 1-7 ","2012","no migration background","East Germany","Female","181","0.137774762757681","0.118675586469865","0.156873939045498"
"2 on scale 1-7 ","2012","direct migration background","West Germany","Male","109","0.12042084280991","0.100564624529109","0.14027706109071"
"2 on scale 1-7 ","2012","direct migration background","West Germany","Female","163","0.14569798859161","0.124173108791341","0.167222868391879"
"2 on scale 1-7 ","2012","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2012","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2012","indirect migration background","West Germany","Male","40","0.0866343429766464","0.060701731371853","0.11256695458144"
"2 on scale 1-7 ","2012","indirect migration background","West Germany","Female","56","0.113588558539583","0.0843360008616149","0.142841116217552"
"2 on scale 1-7 ","2012","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2012","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2012","no migration background","West Germany","Male","205","0.0501856458660331","0.0436615248055153","0.056709766926551"
"3 on scale 1-7 ","2012","no migration background","West Germany","Female","294","0.0655796602431199","0.058182438955604","0.0729768815306358"
"3 on scale 1-7 ","2012","no migration background","East Germany","Male","50","0.0400684203887529","0.0292006441838719","0.0509361965936339"
"3 on scale 1-7 ","2012","no migration background","East Germany","Female","69","0.0562190801774569","0.043454783185403","0.0689833771695107"
"3 on scale 1-7 ","2012","direct migration background","West Germany","Male","50","0.0420497094505966","0.0298046406735982","0.0542947782275949"
"3 on scale 1-7 ","2012","direct migration background","West Germany","Female","48","0.0366603932358788","0.0251948005341459","0.0481259859376117"
"3 on scale 1-7 ","2012","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2012","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2012","indirect migration background","West Germany","Male","","","",""
"3 on scale 1-7 ","2012","indirect migration background","West Germany","Female","","","",""
"3 on scale 1-7 ","2012","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2012","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2012","no migration background","West Germany","Male","218","0.0524543343496893","0.0457923493151503","0.0591163193842284"
"4 on scale 1-7","2012","no migration background","West Germany","Female","251","0.0508276626202085","0.0442641625594316","0.0573911626809855"
"4 on scale 1-7","2012","no migration background","East Germany","Male","51","0.0419286781040287","0.0308222619658333","0.0530350942422242"
"4 on scale 1-7","2012","no migration background","East Germany","Female","62","0.0458020658444557","0.0342174615036944","0.0573866701852171"
"4 on scale 1-7","2012","direct migration background","West Germany","Male","44","0.0435924244855568","0.0311347993578505","0.056050049613263"
"4 on scale 1-7","2012","direct migration background","West Germany","Female","40","0.0382434333230603","0.0265425335398273","0.0499443331062933"
"4 on scale 1-7","2012","direct migration background","East Germany","Male","","","",""
"4 on scale 1-7","2012","direct migration background","East Germany","Female","","","",""
"4 on scale 1-7","2012","indirect migration background","West Germany","Male","","","",""
"4 on scale 1-7","2012","indirect migration background","West Germany","Female","","","",""
"4 on scale 1-7","2012","indirect migration background","East Germany","Male","","","",""
"4 on scale 1-7","2012","indirect migration background","East Germany","Female","","","",""
"5 on scale 1-7","2012","no migration background","West Germany","Male","178","0.0527021654543181","0.0460253343536638","0.0593789965549725"
"5 on scale 1-7","2012","no migration background","West Germany","Female","197","0.0452631849640031","0.0390512446003137","0.0514751253276925"
"5 on scale 1-7","2012","no migration background","East Germany","Male","36","0.031383382459415","0.0217218666545243","0.0410448982643058"
"5 on scale 1-7","2012","no migration background","East Germany","Female","45","0.0377999843830444","0.0272318597552319","0.048368109010857"
"5 on scale 1-7","2012","direct migration background","West Germany","Male","41","0.0434806263484951","0.0310382588782619","0.0559229938187283"
"5 on scale 1-7","2012","direct migration background","West Germany","Female","38","0.0333416599435115","0.0223885271654091","0.0442947927216138"
"5 on scale 1-7","2012","direct migration background","East Germany","Male","","","",""
"5 on scale 1-7","2012","direct migration background","East Germany","Female","","","",""
"5 on scale 1-7","2012","indirect migration background","West Germany","Male","","","",""
"5 on scale 1-7","2012","indirect migration background","West Germany","Female","31","0.0879044740692262","0.0618006264100315","0.114008321728421"
"5 on scale 1-7","2012","indirect migration background","East Germany","Male","","","",""
"5 on scale 1-7","2012","indirect migration background","East Germany","Female","","","",""
"6 on scale 1-7","2012","no migration background","West Germany","Male","86","0.0236226723864386","0.0190844450809545","0.0281608996919228"
"6 on scale 1-7","2012","no migration background","West Germany","Female","67","0.0144328745780576","0.0108689179420998","0.0179968312140153"
"6 on scale 1-7","2012","no migration background","East Germany","Male","","","",""
"6 on scale 1-7","2012","no migration background","East Germany","Female","","","",""
"6 on scale 1-7","2012","direct migration background","West Germany","Male","","","",""
"6 on scale 1-7","2012","direct migration background","West Germany","Female","","","",""
"6 on scale 1-7","2012","direct migration background","East Germany","Male","","","",""
"6 on scale 1-7","2012","direct migration background","East Germany","Female","","","",""
"6 on scale 1-7","2012","indirect migration background","West Germany","Male","","","",""
"6 on scale 1-7","2012","indirect migration background","West Germany","Female","","","",""
"6 on scale 1-7","2012","indirect migration background","East Germany","Male","","","",""
"6 on scale 1-7","2012","indirect migration background","East Germany","Female","","","",""
"7 Strongly agree","2012","no migration background","West Germany","Male","46","0.0160696164268084","0.0123121264644397","0.0198271063891771"
"7 Strongly agree","2012","no migration background","West Germany","Female","","","",""
"7 Strongly agree","2012","no migration background","East Germany","Male","","","",""
"7 Strongly agree","2012","no migration background","East Germany","Female","","","",""
"7 Strongly agree","2012","direct migration background","West Germany","Male","","","",""
"7 Strongly agree","2012","direct migration background","West Germany","Female","","","",""
"7 Strongly agree","2012","direct migration background","East Germany","Male","","","",""
"7 Strongly agree","2012","direct migration background","East Germany","Female","","","",""
"7 Strongly agree","2012","indirect migration background","West Germany","Male","","","",""
"7 Strongly agree","2012","indirect migration background","West Germany","Female","","","",""
"7 Strongly agree","2012","indirect migration background","East Germany","Male","","","",""
"7 Strongly agree","2012","indirect migration background","East Germany","Female","","","",""
"1 Strongly disagree","2013","no migration background","West Germany","Male","1737","0.144117523347727","0.137859735027993","0.15037531166746"
"1 Strongly disagree","2013","no migration background","West Germany","Female","2464","0.200924333339416","0.193784869031694","0.208063797647138"
"1 Strongly disagree","2013","no migration background","East Germany","Male","783","0.195261370116003","0.183455728642234","0.207067011589772"
"1 Strongly disagree","2013","no migration background","East Germany","Female","1109","0.246637278297755","0.233799631523876","0.259474925071634"
"1 Strongly disagree","2013","direct migration background","West Germany","Male","276","0.181153288933483","0.162246039718771","0.200060538148195"
"1 Strongly disagree","2013","direct migration background","West Germany","Female","432","0.231352508939854","0.210650873977632","0.252054143902076"
"1 Strongly disagree","2013","direct migration background","East Germany","Male","","","",""
"1 Strongly disagree","2013","direct migration background","East Germany","Female","","","",""
"1 Strongly disagree","2013","indirect migration background","West Germany","Male","84","0.131671225018304","0.106048662190668","0.157293787845939"
"1 Strongly disagree","2013","indirect migration background","West Germany","Female","118","0.14302106952141","0.116492116227888","0.169550022814932"
"1 Strongly disagree","2013","indirect migration background","East Germany","Male","","","",""
"1 Strongly disagree","2013","indirect migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2013","no migration background","West Germany","Male","1409","0.12153010848736","0.115708261468768","0.127351955505953"
"2 on scale 1-7 ","2013","no migration background","West Germany","Female","1687","0.131487874420861","0.125466630770537","0.137509118071185"
"2 on scale 1-7 ","2013","no migration background","East Germany","Male","513","0.116059923985522","0.10652084264151","0.125599005329533"
"2 on scale 1-7 ","2013","no migration background","East Germany","Female","585","0.126223178895777","0.116332552077337","0.136113805714218"
"2 on scale 1-7 ","2013","direct migration background","West Germany","Male","169","0.106890401909312","0.0917224946069041","0.12205830921172"
"2 on scale 1-7 ","2013","direct migration background","West Germany","Female","219","0.148034243463316","0.130600281407805","0.165468205518827"
"2 on scale 1-7 ","2013","direct migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2013","direct migration background","East Germany","Female","","","",""
"2 on scale 1-7 ","2013","indirect migration background","West Germany","Male","70","0.107789182300775","0.0842898045215185","0.131288560080031"
"2 on scale 1-7 ","2013","indirect migration background","West Germany","Female","85","0.116106718483995","0.0918314733612505","0.14038196360674"
"2 on scale 1-7 ","2013","indirect migration background","East Germany","Male","","","",""
"2 on scale 1-7 ","2013","indirect migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2013","no migration background","West Germany","Male","753","0.0672458145121197","0.0627833822344263","0.0717082467898132"
"3 on scale 1-7 ","2013","no migration background","West Germany","Female","794","0.064716141061564","0.0603325156883755","0.0690997664347524"
"3 on scale 1-7 ","2013","no migration background","East Germany","Male","283","0.070421615512648","0.0628017027498143","0.0780415282754817"
"3 on scale 1-7 ","2013","no migration background","East Germany","Female","230","0.0478031173957933","0.0414491426195599","0.0541570921720267"
"3 on scale 1-7 ","2013","direct migration background","West Germany","Male","76","0.0459803168183195","0.0356985303618068","0.0562621032748323"
"3 on scale 1-7 ","2013","direct migration background","West Germany","Female","101","0.0537954534445457","0.0427198031687368","0.0648711037203547"
"3 on scale 1-7 ","2013","direct migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2013","direct migration background","East Germany","Female","","","",""
"3 on scale 1-7 ","2013","indirect migration background","West Germany","Male","50","0.0669025717464968","0.0479695499625467","0.0858355935304469"
"3 on scale 1-7 ","2013","indirect migration background","West Germany","Female","40","0.0568786823779871","0.0393280173864127","0.0744293473695615"
"3 on scale 1-7 ","2013","indirect migration background","East Germany","Male","","","",""
"3 on scale 1-7 ","2013","indirect migration background","East Germany","Female","","","",""
"4 on scale 1-7","2013","no migration background","West Germany","Male","738","0.0636158718157953","0.0592671145298118","0.0679646291017788"
"4 on scale 1-7","2013","no migration background","West Germany","Female","669","0.0550162705341506","0.0509535855886745","0.0590789554796267"
"4 on scale 1-7","2013","no migration background","East Germany","Male","202","0.044432146718409","0.0382954676296034","0.0505688258072147"
"4 on scale 1-7","2013","no migration background","East Germany","Female","163","0.0367554263443301","0.0311516213096458","0.0423592313790144"
"4 on scale 1-7","2013","direct migration background","West Germany","Male","84","0.0650442842865543","0.0529381908199015","0.0771503777532071"
"4 on scale 1-7","2013","direct migration background","West Germany","Female","72","0.0443413019179949","0.0342357610866349","0.0544468427493549"
"4 on scale 1-7","2013","direct migration background","East Germany","Male","","","",""
