"pli0098_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","2003","no migration background","East Germany","150","0.0276796752998196","0.0232271529072655","0.0321321976923738"
"Min 1x per week","2003","direct migration background","West Germany","379","0.15224654533368","0.138197501064976","0.166295589602384"
"Min 1x per week","2003","direct migration background","East Germany","","","",""
"Min 1x per week","2003","indirect migration background","West Germany","70","0.0961745245047147","0.0751022466689564","0.117246802340473"
"Min 1x per week","2003","indirect migration background","East Germany","","","",""
"Min 1x per month","2003","no migration background","West Germany","1417","0.102258719270462","0.0971546959618875","0.107362742579036"
"Min 1x per month","2003","no migration background","East Germany","252","0.0423221655883564","0.0368581164849464","0.0477862146917664"
"Min 1x per month","2003","direct migration background","West Germany","357","0.13250252901638","0.119244332073056","0.145760725959703"
"Min 1x per month","2003","direct migration background","East Germany","","","",""
"Min 1x per month","2003","indirect migration background","West Germany","72","0.066047986220447","0.0482966421264769","0.0837993303144172"
"Min 1x per month","2003","indirect migration background","East Germany","","","",""
"Rarely","2003","no migration background","West Germany","4782","0.344187480185472","0.336184084982342","0.352190875388603"
"Rarely","2003","no migration background","East Germany","878","0.160220583321464","0.150265091916081","0.170176074726847"
"Rarely","2003","direct migration background","West Germany","777","0.29594605395308","0.278095671777595","0.313796436128566"
"Rarely","2003","direct migration background","East Germany","","","",""
"Rarely","2003","indirect migration background","West Germany","248","0.283775165974658","0.251553272938901","0.315997059010416"
"Rarely","2003","indirect migration background","East Germany","","","",""
"Never","2003","no migration background","West Germany","5929","0.446362453650959","0.437988250885539","0.454736656416379"
"Never","2003","no migration background","East Germany","3929","0.768734495151948","0.757290845619007","0.780178144684889"
"Never","2003","direct migration background","West Germany","969","0.409398360000737","0.390169273765656","0.428627446235817"
"Never","2003","direct migration background","East Germany","70","0.663772468211219","0.573411745624673","0.754133190797765"
"Never","2003","indirect migration background","West Germany","361","0.552744151820042","0.517207274512105","0.588281029127979"
"Never","2003","indirect migration background","East Germany","","","",""
"Daily","2004","no migration background","West Germany","","","",""
"Daily","2004","no migration background","East Germany","","","",""
"Daily","2004","direct migration background","West Germany","","","",""
"Daily","2004","direct migration background","East Germany","","","",""
"Daily","2004","indirect migration background","West Germany","","","",""
"Daily","2004","indirect migration background","East Germany","","","",""
"Min 1x per week","2004","no migration background","West Germany","","","",""
"Min 1x per week","2004","no migration background","East Germany","","","",""
"Min 1x per week","2004","direct migration background","West Germany","","","",""
"Min 1x per week","2004","direct migration background","East Germany","","","",""
"Min 1x per week","2004","indirect migration background","West Germany","","","",""
"Min 1x per week","2004","indirect migration background","East Germany","","","",""
"Min 1x per month","2004","no migration background","West Germany","","","",""
"Min 1x per month","2004","no migration background","East Germany","","","",""
"Min 1x per month","2004","direct migration background","West Germany","","","",""
"Min 1x per month","2004","direct migration background","East Germany","","","",""
"Min 1x per month","2004","indirect migration background","West Germany","","","",""
"Min 1x per month","2004","indirect migration background","East Germany","","","",""
"Rarely","2004","no migration background","West Germany","","","",""
"Rarely","2004","no migration background","East Germany","","","",""
"Rarely","2004","direct migration background","West Germany","","","",""
"Rarely","2004","direct migration background","East Germany","","","",""
"Rarely","2004","indirect migration background","West Germany","","","",""
"Rarely","2004","indirect migration background","East Germany","","","",""
"Never","2004","no migration background","West Germany","","","",""
"Never","2004","no migration background","East Germany","","","",""
"Never","2004","direct migration background","West Germany","","","",""
"Never","2004","direct migration background","East Germany","","","",""
"Never","2004","indirect migration background","West Germany","","","",""
"Never","2004","indirect migration background","East Germany","","","",""
"Daily","2005","no migration background","West Germany","","","",""
"Daily","2005","no migration background","East Germany","","","",""
"Daily","2005","direct migration background","West Germany","","","",""
"Daily","2005","direct migration background","East Germany","","","",""
"Daily","2005","indirect migration background","West Germany","","","",""
"Daily","2005","indirect migration background","East Germany","","","",""
"Min 1x per week","2005","no migration background","West Germany","1189","0.0970090888560158","0.0918410239975833","0.102177153714448"
"Min 1x per week","2005","no migration background","East Germany","152","0.0265840150079406","0.0220803584613941","0.0310876715544871"
"Min 1x per week","2005","direct migration background","West Germany","350","0.145106224587779","0.130610976100808","0.15960147307475"
"Min 1x per week","2005","direct migration background","East Germany","","","",""
"Min 1x per week","2005","indirect migration background","West Germany","75","0.102218161447151","0.0811337764465217","0.123302546447781"
"Min 1x per week","2005","indirect migration background","East Germany","","","",""
"Min 1x per month","2005","no migration background","West Germany","1312","0.0964526851054491","0.09129787508572","0.101607495125178"
"Min 1x per month","2005","no migration background","East Germany","228","0.0397365000117457","0.0342676532261982","0.0452053467972931"
"Min 1x per month","2005","direct migration background","West Germany","304","0.116100773078065","0.102916824552596","0.129284721603533"
"Min 1x per month","2005","direct migration background","East Germany","","","",""
"Min 1x per month","2005","indirect migration background","West Germany","56","0.0608659680140669","0.0442256143074375","0.0775063217206963"
"Min 1x per month","2005","indirect migration background","East Germany","","","",""
"Rarely","2005","no migration background","West Germany","4525","0.349726711533196","0.341399637755343","0.358053785311049"
"Rarely","2005","no migration background","East Germany","858","0.170104579307578","0.159585555780509","0.180623602834648"
"Rarely","2005","direct migration background","West Germany","691","0.291511529939879","0.272808118494353","0.310214941385405"
"Rarely","2005","direct migration background","East Germany","","","",""
"Rarely","2005","indirect migration background","West Germany","229","0.270131057074819","0.239226594300866","0.301035519848772"
"Rarely","2005","indirect migration background","East Germany","","","",""
"Never","2005","no migration background","West Germany","5573","0.456811514505339","0.448113425411256","0.465509603599422"
"Never","2005","no migration background","East Germany","3663","0.763574905672735","0.751679524888296","0.775470286457174"
"Never","2005","direct migration background","West Germany","923","0.447281472394277","0.426818485234628","0.467744459553927"
"Never","2005","direct migration background","East Germany","69","0.702748485884918","0.613613253484851","0.791883718284986"
"Never","2005","indirect migration background","West Germany","433","0.566784813463963","0.53229646195535","0.601273164972575"
"Never","2005","indirect migration background","East Germany","","","",""
"Daily","2006","no migration background","West Germany","","","",""
"Daily","2006","no migration background","East Germany","","","",""
"Daily","2006","direct migration background","West Germany","","","",""
"Daily","2006","direct migration background","East Germany","","","",""
"Daily","2006","indirect migration background","West Germany","","","",""
"Daily","2006","indirect migration background","East Germany","","","",""
"Min 1x per week","2006","no migration background","West Germany","","","",""
"Min 1x per week","2006","no migration background","East Germany","","","",""
"Min 1x per week","2006","direct migration background","West Germany","","","",""
"Min 1x per week","2006","direct migration background","East Germany","","","",""
"Min 1x per week","2006","indirect migration background","West Germany","","","",""
"Min 1x per week","2006","indirect migration background","East Germany","","","",""
"Min 1x per month","2006","no migration background","West Germany","","","",""
"Min 1x per month","2006","no migration background","East Germany","","","",""
"Min 1x per month","2006","direct migration background","West Germany","","","",""
"Min 1x per month","2006","direct migration background","East Germany","","","",""
"Min 1x per month","2006","indirect migration background","West Germany","","","",""
"Min 1x per month","2006","indirect migration background","East Germany","","","",""
"Rarely","2006","no migration background","West Germany","","","",""
"Rarely","2006","no migration background","East Germany","","","",""
"Rarely","2006","direct migration background","West Germany","","","",""
"Rarely","2006","direct migration background","East Germany","","","",""
"Rarely","2006","indirect migration background","West Germany","","","",""
"Rarely","2006","indirect migration background","East Germany","","","",""
"Never","2006","no migration background","West Germany","","","",""
"Never","2006","no migration background","East Germany","","","",""
"Never","2006","direct migration background","West Germany","","","",""
"Never","2006","direct migration background","East Germany","","","",""
"Never","2006","indirect migration background","West Germany","","","",""
"Never","2006","indirect migration background","East Germany","","","",""
"Daily","2007","no migration background","West Germany","","","",""
"Daily","2007","no migration background","East Germany","","","",""
"Daily","2007","direct migration background","West Germany","","","",""
"Daily","2007","direct migration background","East Germany","","","",""
"Daily","2007","indirect migration background","West Germany","","","",""
"Daily","2007","indirect migration background","East Germany","","","",""
"Min 1x per week","2007","no migration background","West Germany","1215","0.0905090709415141","0.0855254498463078","0.0954926920367205"
"Min 1x per week","2007","no migration background","East Germany","155","0.02820258633786","0.0235525050813692","0.0328526675943508"
"Min 1x per week","2007","direct migration background","West Germany","328","0.147702396591741","0.132290765353514","0.163114027829967"
"Min 1x per week","2007","direct migration background","East Germany","","","",""
"Min 1x per week","2007","indirect migration background","West Germany","63","0.0847767180731457","0.0647613559034118","0.10479208024288"
"Min 1x per week","2007","indirect migration background","East Germany","","","",""
"Min 1x per month","2007","no migration background","West Germany","1303","0.0962191336810993","0.0910968683778753","0.101341398984323"
"Min 1x per month","2007","no migration background","East Germany","234","0.046743834495007","0.0408146470134538","0.0526730219765603"
"Min 1x per month","2007","direct migration background","West Germany","223","0.0926119856920207","0.0800201420750925","0.105203829308949"
"Min 1x per month","2007","direct migration background","East Germany","","","",""
"Min 1x per month","2007","indirect migration background","West Germany","72","0.0870602342061796","0.0668024191903951","0.107318049221964"
"Min 1x per month","2007","indirect migration background","East Germany","","","",""
"Rarely","2007","no migration background","West Germany","4332","0.329359705414822","0.32119614087091","0.337523269958734"
"Rarely","2007","no migration background","East Germany","802","0.145781096919976","0.135869048851665","0.155693144988288"
"Rarely","2007","direct migration background","West Germany","641","0.281909174177504","0.262365622207038","0.301452726147969"
"Rarely","2007","direct migration background","East Germany","","","",""
"Rarely","2007","indirect migration background","West Germany","229","0.275374334865823","0.243276169522965","0.307472500208682"
"Rarely","2007","indirect migration background","East Germany","","","",""
"Never","2007","no migration background","West Germany","5882","0.483912089962565","0.47523158769241","0.49259259223272"
"Never","2007","no migration background","East Germany","3678","0.779272482247157","0.767623147802538","0.790921816691775"
"Never","2007","direct migration background","West Germany","844","0.477776443538735","0.45607943799778","0.49947344907969"
"Never","2007","direct migration background","East Germany","54","0.565625025144658","0.464884705837111","0.666365344452205"
"Never","2007","indirect migration background","West Germany","380","0.552788712854852","0.517061627732312","0.588515797977391"
"Never","2007","indirect migration background","East Germany","31","0.861434928520786","0.755681541350348","0.967188315691223"
"Daily","2008","no migration background","West Germany","49","0.00378039931601729","0.00268308111572788","0.0048777175163067"
"Daily","2008","no migration background","East Germany","","","",""
"Daily","2008","direct migration background","West Germany","","","",""
"Daily","2008","direct migration background","East Germany","","","",""
"Daily","2008","indirect migration background","West Germany","","","",""
"Daily","2008","indirect migration background","East Germany","","","",""
"Min 1x per week","2008","no migration background","West Germany","1047","0.0838657365730586","0.0789094312848345","0.0888220418612827"
"Min 1x per week","2008","no migration background","East Germany","131","0.0251593935402429","0.0206605059896649","0.0296582810908209"
"Min 1x per week","2008","direct migration background","West Germany","259","0.128452897278778","0.113114591931854","0.143791202625701"
"Min 1x per week","2008","direct migration background","East Germany","","","",""
"Min 1x per week","2008","indirect migration background","West Germany","59","0.088544407310148","0.0678939720344568","0.109194842585839"
"Min 1x per week","2008","indirect migration background","East Germany","","","",""
"Min 1x per month","2008","no migration background","West Germany","1215","0.0928011096885893","0.0876129415377474","0.0979892778394312"
"Min 1x per month","2008","no migration background","East Germany","242","0.0447066298386562","0.0387699641068603","0.0506432955704521"
"Min 1x per month","2008","direct migration background","West Germany","227","0.111194173237885","0.0967828301689805","0.12560551630679"
"Min 1x per month","2008","direct migration background","East Germany","","","",""
"Min 1x per month","2008","indirect migration background","West Germany","58","0.0739522173125175","0.0549294724233995","0.0929749622016355"
"Min 1x per month","2008","indirect migration background","East Germany","","","",""
"Rarely","2008","no migration background","West Germany","4213","0.334992077354255","0.32655257417506","0.343431580533449"
"Rarely","2008","no migration background","East Germany","791","0.161951398327431","0.151368242218234","0.172534554436629"
"Rarely","2008","direct migration background","West Germany","576","0.303621208424348","0.282542266098112","0.324700150750584"
"Rarely","2008","direct migration background","East Germany","","","",""
"Rarely","2008","indirect migration background","West Germany","230","0.308928139128504","0.27534113832756","0.342515139929448"
"Rarely","2008","indirect migration background","East Germany","","","",""
"Never","2008","no migration background","West Germany","5491","0.48456067706808","0.475624555648524","0.493496798487636"
"Never","2008","no migration background","East Germany","3487","0.76776253829251","0.755632341539238","0.779892735045783"
"Never","2008","direct migration background","West Germany","744","0.446131506671099","0.423344106797724","0.468918906544474"
"Never","2008","direct migration background","East Germany","43","0.493608944681621","0.384052577994827","0.603165311368415"
"Never","2008","indirect migration background","West Germany","377","0.52717842257892","0.490886636481272","0.563470208676567"
"Never","2008","indirect migration background","East Germany","","","",""
"Daily","2009","no migration background","West Germany","","","",""
"Daily","2009","no migration background","East Germany","","","",""
"Daily","2009","direct migration background","West Germany","","","",""
"Daily","2009","direct migration background","East Germany","","","",""
"Daily","2009","indirect migration background","West Germany","","","",""
"Daily","2009","indirect migration background","East Germany","","","",""
"Min 1x per week","2009","no migration background","West Germany","980","0.082314218874302","0.0772343465956803","0.0873940911529236"
"Min 1x per week","2009","no migration background","East Germany","150","0.0312531329047492","0.026122888857182","0.0363833769523165"
"Min 1x per week","2009","direct migration background","West Germany","216","0.123489598612714","0.107267267028647","0.139711930196781"
"Min 1x per week","2009","direct migration background","East Germany","","","",""
"Min 1x per week","2009","indirect migration background","West Germany","57","0.0673377725802223","0.0483901370622351","0.0862854080982096"
"Min 1x per week","2009","indirect migration background","East Germany","","","",""
"Min 1x per month","2009","no migration background","West Germany","1111","0.0910934895212195","0.0857752041435797","0.0964117748988593"
"Min 1x per month","2009","no migration background","East Germany","211","0.0444721682482883","0.0383942911635207","0.0505500453330559"
"Min 1x per month","2009","direct migration background","West Germany","207","0.11758247463602","0.101699643885414","0.133465305386626"
"Min 1x per month","2009","direct migration background","East Germany","","","",""
"Min 1x per month","2009","indirect migration background","West Germany","61","0.0687257677406889","0.0495980987420844","0.0878534367392934"
"Min 1x per month","2009","indirect migration background","East Germany","","","",""
"Rarely","2009","no migration background","West Germany","3837","0.321343810000639","0.312712469735282","0.329975150265997"
"Rarely","2009","no migration background","East Germany","739","0.165195635056593","0.1542465525159","0.176144717597285"
"Rarely","2009","direct migration background","West Germany","497","0.296092046836997","0.273581250710528","0.318602842963465"
"Rarely","2009","direct migration background","East Germany","","","",""
"Rarely","2009","indirect migration background","West Germany","214","0.325666175143862","0.290234861571876","0.361097488715848"
"Rarely","2009","indirect migration background","East Germany","","","",""
"Never","2009","no migration background","West Germany","5317","0.505248481603839","0.496007578051609","0.514489385156069"
"Never","2009","no migration background","East Germany","3319","0.75907906379037","0.746470463768947","0.771687663811793"
"Never","2009","direct migration background","West Germany","660","0.462835879914269","0.438249954763813","0.487421805064724"
"Never","2009","direct migration background","East Germany","42","0.512316044515123","0.399938508030969","0.624693580999276"
"Never","2009","indirect migration background","West Germany","340","0.538270284535227","0.500577556610728","0.575963012459725"
"Never","2009","indirect migration background","East Germany","31","0.872842360718888","0.770866988656909","0.974817732780866"
"Daily","2010","no migration background","West Germany","","","",""
"Daily","2010","no migration background","East Germany","","","",""
"Daily","2010","direct migration background","West Germany","","","",""
"Daily","2010","direct migration background","East Germany","","","",""
"Daily","2010","indirect migration background","West Germany","","","",""
"Daily","2010","indirect migration background","East Germany","","","",""
"Min 1x per week","2010","no migration background","West Germany","","","",""
"Min 1x per week","2010","no migration background","East Germany","","","",""
"Min 1x per week","2010","direct migration background","West Germany","","","",""
"Min 1x per week","2010","direct migration background","East Germany","","","",""
"Min 1x per week","2010","indirect migration background","West Germany","","","",""
"Min 1x per week","2010","indirect migration background","East Germany","","","",""
"Min 1x per month","2010","no migration background","West Germany","","","",""
"Min 1x per month","2010","no migration background","East Germany","","","",""
"Min 1x per month","2010","direct migration background","West Germany","","","",""
"Min 1x per month","2010","direct migration background","East Germany","","","",""
"Min 1x per month","2010","indirect migration background","West Germany","","","",""
"Min 1x per month","2010","indirect migration background","East Germany","","","",""
"Rarely","2010","no migration background","West Germany","","","",""
"Rarely","2010","no migration background","East Germany","","","",""
"Rarely","2010","direct migration background","West Germany","","","",""
"Rarely","2010","direct migration background","East Germany","","","",""
"Rarely","2010","indirect migration background","West Germany","","","",""
"Rarely","2010","indirect migration background","East Germany","","","",""
"Never","2010","no migration background","West Germany","","","",""
"Never","2010","no migration background","East Germany","","","",""
"Never","2010","direct migration background","West Germany","","","",""
"Never","2010","direct migration background","East Germany","","","",""
"Never","2010","indirect migration background","West Germany","","","",""
"Never","2010","indirect migration background","East Germany","","","",""
"Daily","2011","no migration background","West Germany","","","",""
"Daily","2011","no migration background","East Germany","","","",""
"Daily","2011","direct migration background","West Germany","","","",""
"Daily","2011","direct migration background","East Germany","","","",""
"Daily","2011","indirect migration background","West Germany","","","",""
"Daily","2011","indirect migration background","East Germany","","","",""
"Min 1x per week","2011","no migration background","West Germany","1648","0.0856929862268165","0.0815788709876783","0.0898071014659547"
"Min 1x per week","2011","no migration background","East Germany","236","0.0336049567256074","0.0290740774571105","0.0381358359941042"
"Min 1x per week","2011","direct migration background","West Germany","413","0.126055844136295","0.114354872616562","0.137756815656028"
"Min 1x per week","2011","direct migration background","East Germany","","","",""
"Min 1x per week","2011","indirect migration background","West Germany","115","0.0720175982792695","0.0574993695585603","0.0865358269999786"
"Min 1x per week","2011","indirect migration background","East Germany","","","",""
"Min 1x per month","2011","no migration background","West Germany","1978","0.0959732579542356","0.091643899494676","0.100302616413795"
"Min 1x per month","2011","no migration background","East Germany","310","0.040599939006354","0.0356378330418464","0.0455620449708615"
"Min 1x per month","2011","direct migration background","West Germany","333","0.108413953005674","0.0974536437047331","0.119374262306616"
"Min 1x per month","2011","direct migration background","East Germany","","","",""
"Min 1x per month","2011","indirect migration background","West Germany","110","0.0633250420655429","0.0496475445331561","0.0770025395979297"
"Min 1x per month","2011","indirect migration background","East Germany","","","",""
"Rarely","2011","no migration background","West Germany","5576","0.30379667351668","0.297037130406839","0.310556216626522"
"Rarely","2011","no migration background","East Germany","890","0.153047207277026","0.143995181548888","0.162099233005163"
"Rarely","2011","direct migration background","West Germany","802","0.265285720267366","0.249721951649995","0.280849488884737"
"Rarely","2011","direct migration background","East Germany","","","",""
"Rarely","2011","indirect migration background","West Germany","347","0.286248081440116","0.260863536436408","0.311632626443823"
"Rarely","2011","indirect migration background","East Germany","","","",""
"Never","2011","no migration background","West Germany","8580","0.514537082302267","0.507191196735435","0.5218829678691"
"Never","2011","no migration background","East Germany","4641","0.772747896991013","0.762211882865453","0.783283911116573"
"Never","2011","direct migration background","West Germany","1543","0.500244482590664","0.482617882926774","0.517871082254554"
"Never","2011","direct migration background","East Germany","106","0.607489854915066","0.530863044264036","0.684116665566095"
"Never","2011","indirect migration background","West Germany","646","0.578409278215072","0.550676869345718","0.606141687084425"
"Never","2011","indirect migration background","East Germany","70","0.896492852903683","0.832111892576524","0.960873813230841"
"Daily","2012","no migration background","West Germany","","","",""
"Daily","2012","no migration background","East Germany","","","",""
"Daily","2012","direct migration background","West Germany","","","",""
"Daily","2012","direct migration background","East Germany","","","",""
"Daily","2012","indirect migration background","West Germany","","","",""
"Daily","2012","indirect migration background","East Germany","","","",""
"Min 1x per week","2012","no migration background","West Germany","","","",""
"Min 1x per week","2012","no migration background","East Germany","","","",""
"Min 1x per week","2012","direct migration background","West Germany","","","",""
"Min 1x per week","2012","direct migration background","East Germany","","","",""
"Min 1x per week","2012","indirect migration background","West Germany","","","",""
"Min 1x per week","2012","indirect migration background","East Germany","","","",""
"Min 1x per month","2012","no migration background","West Germany","","","",""
"Min 1x per month","2012","no migration background","East Germany","","","",""
"Min 1x per month","2012","direct migration background","West Germany","","","",""
"Min 1x per month","2012","direct migration background","East Germany","","","",""
"Min 1x per month","2012","indirect migration background","West Germany","","","",""
"Min 1x per month","2012","indirect migration background","East Germany","","","",""
"Rarely","2012","no migration background","West Germany","","","",""
"Rarely","2012","no migration background","East Germany","","","",""
"Rarely","2012","direct migration background","West Germany","","","",""
"Rarely","2012","direct migration background","East Germany","","","",""
"Rarely","2012","indirect migration background","West Germany","","","",""
"Rarely","2012","indirect migration background","East Germany","","","",""
"Never","2012","no migration background","West Germany","","","",""
"Never","2012","no migration background","East Germany","","","",""
"Never","2012","direct migration background","West Germany","","","",""
"Never","2012","direct migration background","East Germany","","","",""
"Never","2012","indirect migration background","West Germany","","","",""
"Never","2012","indirect migration background","East Germany","","","",""
"Daily","2013","no migration background","West Germany","","","",""
"Daily","2013","no migration background","East Germany","","","",""
"Daily","2013","direct migration background","West Germany","","","",""
"Daily","2013","direct migration background","East Germany","","","",""
"Daily","2013","indirect migration background","West Germany","","","",""
"Daily","2013","indirect migration background","East Germany","","","",""
"Min 1x per week","2013","no migration background","West Germany","1429","0.0895062815803521","0.0851024099193107","0.0939101532413935"
"Min 1x per week","2013","no migration background","East Germany","227","0.0324808681490095","0.027799688590685","0.037162047707334"
"Min 1x per week","2013","direct migration background","West Germany","319","0.122071929479307","0.10930299166407","0.134840867294544"
"Min 1x per week","2013","direct migration background","East Germany","","","",""
"Min 1x per week","2013","indirect migration background","West Germany","103","0.0600443049229849","0.0460559122999442","0.0740326975460256"
"Min 1x per week","2013","indirect migration background","East Germany","","","",""
"Min 1x per month","2013","no migration background","West Germany","1713","0.0923573028067547","0.0878908525758991","0.0968237530376104"
"Min 1x per month","2013","no migration background","East Germany","260","0.0410354464562644","0.0357971199635072","0.0462737729490217"
"Min 1x per month","2013","direct migration background","West Germany","271","0.116075001071171","0.103581203752458","0.128568798389884"
"Min 1x per month","2013","direct migration background","East Germany","","","",""
"Min 1x per month","2013","indirect migration background","West Germany","111","0.0780525172309289","0.062257330693758","0.0938477037680998"
"Min 1x per month","2013","indirect migration background","East Germany","","","",""
"Rarely","2013","no migration background","West Germany","5103","0.3005459575077","0.293472944492657","0.307618970522742"
"Rarely","2013","no migration background","East Germany","820","0.146936857813435","0.137587803818033","0.156285911808837"
"Rarely","2013","direct migration background","West Germany","669","0.266573552337848","0.249326923667434","0.283820181008262"
"Rarely","2013","direct migration background","East Germany","","","",""
"Rarely","2013","indirect migration background","West Germany","284","0.238909763235797","0.213801698760757","0.264017827710836"
"Rarely","2013","indirect migration background","East Germany","","","",""
"Never","2013","no migration background","West Germany","7873","0.515708924430812","0.507999446384866","0.523418402476758"
"Never","2013","no migration background","East Germany","4193","0.77891949862106","0.767961450252639","0.789877546989481"
"Never","2013","direct migration background","West Germany","1251","0.489000938172101","0.469503286950878","0.508498589393324"
"Never","2013","direct migration background","East Germany","96","0.733813578158919","0.659806436947986","0.807820719369853"
"Never","2013","indirect migration background","West Germany","604","0.620758042579289","0.592188875555705","0.649327209602873"
"Never","2013","indirect migration background","East Germany","55","0.830465561107466","0.745546098033984","0.915385024180947"
"Daily","2014","no migration background","West Germany","","","",""
"Daily","2014","no migration background","East Germany","","","",""
"Daily","2014","direct migration background","West Germany","","","",""
"Daily","2014","direct migration background","East Germany","","","",""
"Daily","2014","indirect migration background","West Germany","","","",""
"Daily","2014","indirect migration background","East Germany","","","",""
"Min 1x per week","2014","no migration background","West Germany","","","",""
"Min 1x per week","2014","no migration background","East Germany","","","",""
"Min 1x per week","2014","direct migration background","West Germany","","","",""
"Min 1x per week","2014","direct migration background","East Germany","","","",""
"Min 1x per week","2014","indirect migration background","West Germany","","","",""
"Min 1x per week","2014","indirect migration background","East Germany","","","",""
"Min 1x per month","2014","no migration background","West Germany","","","",""
"Min 1x per month","2014","no migration background","East Germany","","","",""
"Min 1x per month","2014","direct migration background","West Germany","","","",""
"Min 1x per month","2014","direct migration background","East Germany","","","",""
"Min 1x per month","2014","indirect migration background","West Germany","","","",""
"Min 1x per month","2014","indirect migration background","East Germany","","","",""
"Rarely","2014","no migration background","West Germany","","","",""
"Rarely","2014","no migration background","East Germany","","","",""
"Rarely","2014","direct migration background","West Germany","","","",""
"Rarely","2014","direct migration background","East Germany","","","",""
"Rarely","2014","indirect migration background","West Germany","","","",""
"Rarely","2014","indirect migration background","East Germany","","","",""
"Never","2014","no migration background","West Germany","","","",""
"Never","2014","no migration background","East Germany","","","",""
"Never","2014","direct migration background","West Germany","","","",""
"Never","2014","direct migration background","East Germany","","","",""
"Never","2014","indirect migration background","West Germany","","","",""
"Never","2014","indirect migration background","East Germany","","","",""
"Daily","2015","no migration background","West Germany","","","",""
"Daily","2015","no migration background","East Germany","","","",""
"Daily","2015","direct migration background","West Germany","","","",""
"Daily","2015","direct migration background","East Germany","","","",""
"Daily","2015","indirect migration background","West Germany","","","",""
"Daily","2015","indirect migration background","East Germany","","","",""
"Min 1x per week","2015","no migration background","West Germany","1164","0.0814224502812976","0.0769505198117534","0.0858943807508417"
"Min 1x per week","2015","no migration background","East Germany","190","0.0251907950699793","0.0208018131966258","0.0295797769433328"
"Min 1x per week","2015","direct migration background","West Germany","602","0.129356161227548","0.120479774933439","0.138232547521656"
"Min 1x per week","2015","direct migration background","East Germany","","","",""
"Min 1x per week","2015","indirect migration background","West Germany","139","0.0652502964982686","0.0530689319954184","0.0774316610011189"
"Min 1x per week","2015","indirect migration background","East Germany","","","",""
"Min 1x per month","2015","no migration background","West Germany","1476","0.081970433300654","0.0774848183061943","0.0864560482951137"
"Min 1x per month","2015","no migration background","East Germany","223","0.0384548609539616","0.0330691443139311","0.043840577593992"
"Min 1x per month","2015","direct migration background","West Germany","582","0.10391948410274","0.0958481676079059","0.111990800597574"
"Min 1x per month","2015","direct migration background","East Germany","33","0.0620575306617136","0.0391204061728241","0.0849946551506031"
"Min 1x per month","2015","indirect migration background","West Germany","149","0.081045145128511","0.0675844460206487","0.0945058442363732"
"Min 1x per month","2015","indirect migration background","East Germany","","","",""
"Rarely","2015","no migration background","West Germany","4394","0.293700076199187","0.286252556606142","0.301147595792232"
"Rarely","2015","no migration background","East Germany","703","0.140177754195853","0.130454157742667","0.14990135064904"
"Rarely","2015","direct migration background","West Germany","1331","0.236411238967299","0.225173312334731","0.247649165599867"
"Rarely","2015","direct migration background","East Germany","54","0.130681102380614","0.0986368915109826","0.162725313250245"
"Rarely","2015","indirect migration background","West Germany","402","0.232448649408094","0.211614572658597","0.253282726157591"
"Rarely","2015","indirect migration background","East Germany","","","",""
"Never","2015","no migration background","West Germany","7333","0.542907040218861","0.534761309520604","0.551052770917118"
"Never","2015","no migration background","East Germany","3781","0.796176589780206","0.784893844783572","0.807459334776839"
"Never","2015","direct migration background","West Germany","2976","0.530313115702413","0.517112543108777","0.54351368829605"
"Never","2015","direct migration background","East Germany","311","0.748713793904801","0.707475957830767","0.789951629978836"
"Never","2015","indirect migration background","West Germany","889","0.621255908965126","0.59733017743515","0.645181640495103"
"Never","2015","indirect migration background","East Germany","75","0.778417347430657","0.698979480689329","0.857855214171986"
"Daily","2016","no migration background","West Germany","","","",""
"Daily","2016","no migration background","East Germany","","","",""
"Daily","2016","direct migration background","West Germany","","","",""
"Daily","2016","direct migration background","East Germany","","","",""
"Daily","2016","indirect migration background","West Germany","","","",""
"Daily","2016","indirect migration background","East Germany","","","",""
"Min 1x per week","2016","no migration background","West Germany","","","",""
"Min 1x per week","2016","no migration background","East Germany","","","",""
"Min 1x per week","2016","direct migration background","West Germany","","","",""
"Min 1x per week","2016","direct migration background","East Germany","","","",""
"Min 1x per week","2016","indirect migration background","West Germany","","","",""
"Min 1x per week","2016","indirect migration background","East Germany","","","",""
"Min 1x per month","2016","no migration background","West Germany","","","",""
"Min 1x per month","2016","no migration background","East Germany","","","",""
"Min 1x per month","2016","direct migration background","West Germany","","","",""
"Min 1x per month","2016","direct migration background","East Germany","","","",""
"Min 1x per month","2016","indirect migration background","West Germany","","","",""
"Min 1x per month","2016","indirect migration background","East Germany","","","",""
"Rarely","2016","no migration background","West Germany","","","",""
"Rarely","2016","no migration background","East Germany","","","",""
"Rarely","2016","direct migration background","West Germany","","","",""
"Rarely","2016","direct migration background","East Germany","","","",""
"Rarely","2016","indirect migration background","West Germany","","","",""
"Rarely","2016","indirect migration background","East Germany","","","",""
"Never","2016","no migration background","West Germany","","","",""
"Never","2016","no migration background","East Germany","","","",""
"Never","2016","direct migration background","West Germany","","","",""
"Never","2016","direct migration background","East Germany","","","",""
"Never","2016","indirect migration background","West Germany","","","",""
"Never","2016","indirect migration background","East Germany","","","",""
"Daily","2017","no migration background","West Germany","","","",""
"Daily","2017","no migration background","East Germany","","","",""
