"pli0098_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1998","Single parent ","in school","20","","","","5"
"Never","1998","Single parent ","inadequately","15","","","","5"
"Never","1998","Single parent ","general elemantary","88","0.483864223475052","0.407842487112122","0.559885959837982","5"
"Never","1998","Single parent ","middle vocational","212","0.578403989443646","0.526371581107298","0.630436397779993","5"
"Never","1998","Single parent ","vocational + Abi","12","","","","5"
"Never","1998","Single parent ","higher vocational","8","","","","5"
"Never","1998","Single parent ","higher education","54","0.622597899024343","0.512154894368046","0.733040903680641","5"
"Never","1998","Couple + C. LE 16 ","in school","2","","","","5"
"Never","1998","Couple + C. LE 16 ","inadequately","19","","","","5"
"Never","1998","Couple + C. LE 16 ","general elemantary","160","0.443511310377319","0.393229260102888","0.49379336065175","5"
"Never","1998","Couple + C. LE 16 ","middle vocational","812","0.457616584947618","0.433504750921756","0.48172841897348","5"
"Never","1998","Couple + C. LE 16 ","vocational + Abi","66","0.412982929323887","0.336451302615922","0.489514556031851","5"
"Never","1998","Couple + C. LE 16 ","higher vocational","104","0.458579528309546","0.398128665286016","0.519030391333077","5"
"Never","1998","Couple + C. LE 16 ","higher education","235","0.452723092079539","0.408740033685801","0.496706150473277","5"
"Never","1998","Couple + C. GT 16 ","in school","74","0.560799300343746","0.47548699887433","0.646111601813163","5"
"Never","1998","Couple + C. GT 16 ","inadequately","48","0.466411639180303","0.379648732272752","0.553174546087854","5"
"Never","1998","Couple + C. GT 16 ","general elemantary","232","0.402483989818036","0.360535385362085","0.444432594273988","5"
"Never","1998","Couple + C. GT 16 ","middle vocational","594","0.462087503102733","0.433772922122625","0.490402084082841","5"
"Never","1998","Couple + C. GT 16 ","vocational + Abi","37","0.559749402356599","0.442618809350337","0.67687999536286","5"
"Never","1998","Couple + C. GT 16 ","higher vocational","51","0.399650762613593","0.308935286485293","0.490366238741893","5"
"Never","1998","Couple + C. GT 16 ","higher education","165","0.436070906146791","0.37995599619825","0.492185816095331","5"
"Never","1998","Couple + C. LE and GT 16","in school","66","0.424672929440994","0.345038306718367","0.50430755216362","5"
"Never","1998","Couple + C. LE and GT 16","inadequately","33","0.414406463495499","0.29982079199267","0.528992134998328","5"
"Never","1998","Couple + C. LE and GT 16","general elemantary","135","0.451108438259655","0.39130983703747","0.51090703948184","5"
"Rarely","1998","Couple + C. LE and GT 16","middle vocational","159","0.346954242748065","0.30432690188471","0.38958158361142","4"
"Rarely","1998","Couple + C. LE and GT 16","vocational + Abi","10","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","higher vocational","26","","","","4"
"Rarely","1998","Couple + C. LE 16 ","middle vocational","528","0.361821680146732","0.338565173334572","0.385078186958892","4"
"Rarely","1998","Couple + C. LE 16 ","vocational + Abi","50","0.361063909694363","0.286406953575845","0.435720865812881","4"
"Rarely","1998","Couple + C. LE 16 ","higher vocational","113","0.393118233161003","0.333860985495624","0.452375480826383","4"
"Rarely","1998","Couple + C. LE 16 ","higher education","164","0.344095711330243","0.302117357405816","0.386074065254669","4"
"Rarely","1998","Couple + C. GT 16 ","inadequately","25","","","","4"
"Rarely","1998","Couple + C. GT 16 ","general elemantary","154","0.314469023284932","0.274752528075103","0.354185518494761","4"
"Rarely","1998","Couple + C. GT 16 ","middle vocational","374","0.335575745990486","0.308758743571964","0.362392748409009","4"
"Rarely","1998","Couple + C. GT 16 ","vocational + Abi","20","","","","4"
"Rarely","1998","Couple + C. GT 16 ","higher vocational","28","","","","4"
"Rarely","1998","Couple + C. GT 16 ","higher education","86","0.319465802327254","0.266703391852037","0.37222821280247","4"
"Rarely","1998","Couple + C. LE and GT 16","in school","54","0.39546066314305","0.316686978315189","0.474234347970911","4"
"Rarely","1998","Couple + C. LE and GT 16","inadequately","21","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","general elemantary","77","0.332299148226887","0.275693098067794","0.388905198385981","4"
"Rarely","1998","Couple + C. LE and GT 16","higher education","47","0.387754833816878","0.309256845696171","0.466252821937585","4"
"Rarely","1998","1-pers.-HH","in school","1","","","","4"
"Rarely","1998","1-pers.-HH","inadequately","5","","","","4"
"Rarely","1998","1-pers.-HH","general elemantary","72","0.186757527520076","0.148227359780253","0.225287695259899","4"
"Rarely","1998","1-pers.-HH","middle vocational","187","0.22579638769988","0.197555513461116","0.254037261938644","4"
"Rarely","1998","(Married) couple without C. ","general elemantary","194","0.310664485979374","0.275571446001137","0.345757525957612","4"
"Rarely","1998","(Married) couple without C. ","middle vocational","665","0.322848507251889","0.303194069138949","0.34250294536483","4"
"Rarely","1998","(Married) couple without C. ","vocational + Abi","32","0.223182644924358","0.15345941825","0.292905871598716","4"
"Rarely","1998","1-pers.-HH","vocational + Abi","21","","","","4"
"Rarely","1998","1-pers.-HH","higher vocational","23","","","","4"
"Rarely","1998","1-pers.-HH","higher education","47","0.167488402905289","0.119438599480741","0.215538206329836","4"
"Rarely","1998","(Married) couple without C. ","in school","","","","","4"
"Rarely","1998","(Married) couple without C. ","higher vocational","87","0.33492809388642","0.277779238606319","0.392076949166521","4"
"Rarely","1998","(Married) couple without C. ","higher education","161","0.287709468576029","0.252331863353948","0.323087073798111","4"
"Rarely","1998","Single parent ","in school","8","","","","4"
"Rarely","1998","Single parent ","inadequately","4","","","","4"
"Rarely","1998","Single parent ","general elemantary","48","0.291453030986458","0.222323651700074","0.360582410272841","4"
"Rarely","1998","Single parent ","middle vocational","86","0.262728369517792","0.216354077928128","0.309102661107455","4"
"Rarely","1998","Single parent ","vocational + Abi","3","","","","4"
"Rarely","1998","Single parent ","higher vocational","4","","","","4"
"Rarely","1998","Single parent ","higher education","12","","","","4"
"Rarely","1998","Couple + C. LE 16 ","inadequately","24","","","","4"
"Rarely","1998","Couple + C. LE 16 ","general elemantary","123","0.33128128497381","0.283643380739351","0.378919189208269","4"
"Rarely","1998","Couple + C. GT 16 ","in school","34","0.229420699407573","0.157143488724686","0.30169791009046","4"
"Rarely","1998","(Married) couple without C. ","inadequately","24","","","","4"
"Rarely","1998","Couple + C. LE 16 ","in school","1","","","","4"
"Daily","1999","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1999","1-pers.-HH","in school","","","","","1"
"Daily","1999","1-pers.-HH","inadequately","","","","","1"
"Daily","1999","1-pers.-HH","general elemantary","","","","","1"
"Daily","1999","1-pers.-HH","middle vocational","","","","","1"
"Daily","1999","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1999","1-pers.-HH","higher vocational","","","","","1"
"Daily","1999","1-pers.-HH","higher education","","","","","1"
"Daily","1999","(Married) couple without C. ","in school","","","","","1"
"Daily","1999","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1999","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1999","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1999","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1999","(Married) couple without C. ","higher education","","","","","1"
"Daily","1999","Single parent ","in school","","","","","1"
"Daily","1999","Single parent ","inadequately","","","","","1"
"Daily","1999","Single parent ","general elemantary","","","","","1"
"Daily","1999","Single parent ","middle vocational","","","","","1"
"Daily","1999","Single parent ","vocational + Abi","","","","","1"
"Daily","1999","Single parent ","higher vocational","","","","","1"
"Daily","1999","Single parent ","higher education","","","","","1"
"Daily","1999","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1999","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1999","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1999","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1999","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1999","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1999","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1999","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1999","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1999","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1999","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1999","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1999","(Married) couple without C. ","vocational + Abi","5","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","higher vocational","17","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","higher education","43","0.0717627223294663","0.0519670409129511","0.0915584037459816","3"
"Min 1x per month","1999","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1999","1-pers.-HH","inadequately","3","","","","3"
"Min 1x per month","1999","1-pers.-HH","general elemantary","34","0.0993558876946364","0.0698558239573988","0.128855951431874","3"
"Min 1x per month","1999","1-pers.-HH","middle vocational","63","0.0868367254492213","0.0680165008106425","0.1056569500878","3"
"Min 1x per month","1999","1-pers.-HH","vocational + Abi","3","","","","3"
"Min 1x per month","1999","1-pers.-HH","higher vocational","5","","","","3"
"Min 1x per month","1999","1-pers.-HH","higher education","21","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","inadequately","18","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","general elemantary","82","0.110337911570448","0.0865070922912885","0.134168730849608","3"
"Min 1x per month","1999","(Married) couple without C. ","middle vocational","156","0.0701165057227679","0.059546999744549","0.0806860117009867","3"
"Min 1x per month","1999","Single parent ","in school","1","","","","3"
"Min 1x per month","1999","Single parent ","inadequately","1","","","","3"
"Min 1x per month","1999","Single parent ","general elemantary","10","","","","3"
"Min 1x per month","1999","Single parent ","middle vocational","29","","","","3"
"Min 1x per month","1999","Single parent ","vocational + Abi","1","","","","3"
"Min 1x per month","1999","Single parent ","higher vocational","1","","","","3"
"Min 1x per month","1999","Single parent ","higher education","3","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","inadequately","9","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","general elemantary","39","0.0732519474453994","0.0462245385817656","0.100279356309033","3"
"Min 1x per month","1999","Couple + C. LE 16 ","middle vocational","154","0.0938067958560185","0.0795871303913423","0.108026461320695","3"
"Min 1x per month","1999","Couple + C. LE 16 ","vocational + Abi","19","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","higher vocational","23","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","higher education","48","0.106435884212539","0.0793773221134036","0.133494446311675","3"
"Min 1x per month","1999","Couple + C. GT 16 ","in school","8","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","inadequately","22","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","general elemantary","56","0.110336987934024","0.0826804406340334","0.137993535234016","3"
"Min 1x per month","1999","Couple + C. GT 16 ","middle vocational","101","0.0954077425279116","0.0786029836391554","0.112212501416668","3"
"Min 1x per month","1999","Couple + C. GT 16 ","vocational + Abi","4","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","higher vocational","17","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","higher education","26","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","in school","9","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","inadequately","6","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","general elemantary","23","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","middle vocational","50","0.106659320671595","0.0788118949881189","0.134506746355071","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","vocational + Abi","4","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","higher vocational","6","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","higher education","14","","","","3"
"Min 1x per week","1999","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","vocational + Abi","10","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","higher vocational","25","","","","2"
"Min 1x per week","1999","1-pers.-HH","inadequately","4","","","","2"
"Min 1x per week","1999","1-pers.-HH","general elemantary","72","0.19336220392953","0.154415149209695","0.232309258649365","2"
"Min 1x per week","1999","1-pers.-HH","middle vocational","58","0.0843637114290807","0.065788310242469","0.102939112615692","2"
"Min 1x per week","1999","1-pers.-HH","vocational + Abi","6","","","","2"
"Min 1x per week","1999","1-pers.-HH","higher vocational","10","","","","2"
"Min 1x per week","1999","1-pers.-HH","higher education","16","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","in school","1","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","inadequately","18","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","general elemantary","101","0.165691491870092","0.137411616465112","0.193971367275071","2"
"Min 1x per week","1999","(Married) couple without C. ","middle vocational","179","0.0955508304128233","0.0833822588096766","0.10771940201597","2"
"Min 1x per week","1999","(Married) couple without C. ","higher education","38","0.0668322970593205","0.0476780738427994","0.0859865202758416","2"
"Min 1x per week","1999","Single parent ","in school","1","","","","2"
"Min 1x per week","1999","Single parent ","inadequately","1","","","","2"
"Min 1x per week","1999","Single parent ","general elemantary","10","","","","2"
"Min 1x per week","1999","Single parent ","middle vocational","19","","","","2"
"Min 1x per week","1999","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1999","Single parent ","higher vocational","1","","","","2"
"Min 1x per week","1999","Single parent ","higher education","4","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","inadequately","7","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","general elemantary","34","0.102747373389171","0.07125127805115","0.134243468727192","2"
"Min 1x per week","1999","Couple + C. LE 16 ","middle vocational","116","0.0661997593270911","0.0540737744094749","0.0783257442447072","2"
"Min 1x per week","1999","Couple + C. LE 16 ","vocational + Abi","15","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","higher vocational","18","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","higher education","43","0.0796847733480765","0.0559243708750057","0.103445175821147","2"
"Min 1x per week","1999","Couple + C. GT 16 ","in school","11","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","inadequately","21","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","general elemantary","66","0.146101363033168","0.11492288399996","0.177279842066376","2"
"Min 1x per week","1999","Couple + C. GT 16 ","middle vocational","106","0.092857082100037","0.0762551200807313","0.109459044119343","2"
"Min 1x per week","1999","Couple + C. GT 16 ","vocational + Abi","6","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","higher vocational","16","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","higher education","22","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","in school","8","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","inadequately","4","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","general elemantary","21","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","middle vocational","49","0.14016272188371","0.108844183326455","0.171481260440966","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","vocational + Abi","5","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","higher education","12","","","","2"
"Never","1999","1-pers.-HH","in school","1","","","","5"
"Never","1999","1-pers.-HH","inadequately","11","","","","5"
"Never","1999","1-pers.-HH","middle vocational","555","0.61849014532063","0.586024941199313","0.650955349441946","5"
"Never","1999","1-pers.-HH","vocational + Abi","37","0.525349425363271","0.409196526542416","0.641502324184126","5"
"Never","1999","1-pers.-HH","higher vocational","43","0.519605116115433","0.411467432884058","0.627742799346808","5"
"Never","1999","1-pers.-HH","higher education","130","0.524042561185801","0.46032495824869","0.587760164122913","5"
"Never","1999","(Married) couple without C. ","in school","1","","","","5"
"Never","1999","(Married) couple without C. ","inadequately","37","0.427918515134546","0.327360636751703","0.528476393517389","5"
"Never","1999","(Married) couple without C. ","general elemantary","282","0.393364680501404","0.356208969279157","0.430520391723651","5"
"Never","1999","(Married) couple without C. ","middle vocational","1208","0.494608256442157","0.473912798579537","0.515303714304778","5"
"Never","1999","(Married) couple without C. ","vocational + Abi","84","0.521898370639407","0.442225090065534","0.60157165121328","5"
"Never","1999","(Married) couple without C. ","higher education","394","0.592194774321067","0.554502687826532","0.629886860815602","5"
"Never","1999","Single parent ","in school","27","","","","5"
"Never","1999","Single parent ","inadequately","15","","","","5"
"Never","1999","Single parent ","general elemantary","112","0.618790459925672","0.547640401576097","0.689940518275247","5"
"Never","1999","Single parent ","middle vocational","215","0.566566243307","0.514944439773662","0.618188046840338","5"
"Never","1999","Single parent ","vocational + Abi","8","","","","5"
"Never","1999","Single parent ","higher vocational","11","","","","5"
"Never","1999","Single parent ","higher education","50","0.5974053708323","0.482519235395002","0.712291506269599","5"
"Never","1999","Couple + C. LE 16 ","in school","2","","","","5"
"Never","1999","Couple + C. LE 16 ","inadequately","25","","","","5"
"Never","1999","Couple + C. LE 16 ","general elemantary","175","0.508257573376959","0.456398500022706","0.560116646731212","5"
"Never","1999","Couple + C. LE 16 ","middle vocational","798","0.462187363467984","0.437871686649543","0.486503040286426","5"
"Never","1999","Couple + C. LE 16 ","vocational + Abi","71","0.412195561170259","0.337089635187512","0.487301487153007","5"
"Never","1999","Couple + C. LE 16 ","higher vocational","93","0.438387545644154","0.37650800469189","0.500267086596419","5"
"Never","1999","Couple + C. LE 16 ","higher education","247","0.473087381243903","0.429280957482475","0.516893805005332","5"
"Never","1999","Couple + C. GT 16 ","in school","75","0.492447994248062","0.411074202989242","0.573821785506883","5"
"Never","1999","Couple + C. GT 16 ","inadequately","46","0.442897136752632","0.356844885261473","0.528949388243791","5"
"Never","1999","Couple + C. GT 16 ","general elemantary","225","0.43304070167245","0.38930209628125","0.47677930706365","5"
"Never","1999","Couple + C. GT 16 ","middle vocational","601","0.472022959198112","0.4434665811397","0.500579337256524","5"
"Never","1999","Couple + C. GT 16 ","vocational + Abi","34","0.470216613772444","0.347936381137971","0.592496846406916","5"
"Never","1999","Couple + C. GT 16 ","higher vocational","51","0.34031324263462","0.254458662679513","0.426167822589727","5"
"Never","1999","Couple + C. GT 16 ","higher education","179","0.485910051096173","0.429818729971413","0.542001372220934","5"
"Never","1999","Couple + C. LE and GT 16","in school","60","0.426776183115876","0.340754401845778","0.512797964385974","5"
"Never","1999","Couple + C. LE and GT 16","inadequately","25","","","","5"
"Never","1999","Couple + C. LE and GT 16","general elemantary","131","0.508057600705874","0.446209718343449","0.5699054830683","5"
"Never","1999","Couple + C. LE and GT 16","middle vocational","220","0.41082175941078","0.366437685725869","0.455205833095691","5"
"Never","1999","Couple + C. LE and GT 16","vocational + Abi","11","","","","5"
"Never","1999","Couple + C. LE and GT 16","higher vocational","27","","","","5"
"Never","1999","Couple + C. LE and GT 16","higher education","63","0.356700380916475","0.275895119342963","0.437505642489986","5"
"Never","1999","1-pers.-HH","general elemantary","189","0.451955602499418","0.402875518019327","0.501035686979508","5"
"Never","1999","(Married) couple without C. ","higher vocational","151","0.531540458714608","0.47201943162147","0.591061485807746","5"
"Rarely","1999","1-pers.-HH","in school","","","","","4"
"Rarely","1999","1-pers.-HH","inadequately","8","","","","4"
"Rarely","1999","1-pers.-HH","general elemantary","100","0.255326305876416","0.21232513012482","0.298327481628012","4"
"Rarely","1999","1-pers.-HH","middle vocational","184","0.210309417801068","0.183072578698353","0.237546256903783","4"
"Rarely","1999","1-pers.-HH","vocational + Abi","25","","","","4"
"Rarely","1999","1-pers.-HH","higher vocational","24","","","","4"
"Rarely","1999","1-pers.-HH","higher education","69","0.276548816548799","0.219482136508806","0.333615496588792","4"
"Rarely","1999","(Married) couple without C. ","in school","","","","","4"
"Rarely","1999","(Married) couple without C. ","inadequately","20","","","","4"
"Rarely","1999","(Married) couple without C. ","general elemantary","199","0.330605916058056","0.294824271552398","0.366387560563715","4"
"Rarely","1999","(Married) couple without C. ","middle vocational","699","0.339724407422252","0.320119884254634","0.359328930589869","4"
"Rarely","1999","(Married) couple without C. ","vocational + Abi","52","0.351039920348934","0.274911492315477","0.427168348382391","4"
"Rarely","1999","(Married) couple without C. ","higher vocational","77","0.302300977297369","0.247521227809433","0.357080726785305","4"
"Rarely","1999","(Married) couple without C. ","higher education","178","0.269210206290146","0.235190269883323","0.30323014269697","4"
"Rarely","1999","Single parent ","in school","7","","","","4"
"Rarely","1999","Single parent ","inadequately","8","","","","4"
"Rarely","1999","Single parent ","general elemantary","47","0.241095581546582","0.178432789475239","0.303758373617926","4"
"Rarely","1999","Single parent ","middle vocational","91","0.269464230868774","0.22324552672983","0.315682935007719","4"
"Rarely","1999","Single parent ","vocational + Abi","3","","","","4"
"Rarely","1999","Single parent ","higher vocational","5","","","","4"
"Rarely","1999","Single parent ","higher education","13","","","","4"
"Rarely","1999","Couple + C. LE 16 ","in school","1","","","","4"
"Rarely","1999","Couple + C. LE 16 ","inadequately","19","","","","4"
"Rarely","1999","Couple + C. LE 16 ","general elemantary","109","0.315743105788471","0.267527179762031","0.363959031814911","4"
"Rarely","1999","Couple + C. LE 16 ","middle vocational","547","0.377806081348906","0.354159999920351","0.401452162777461","4"
"Rarely","1999","Couple + C. LE 16 ","vocational + Abi","60","0.404470749152758","0.329584646740774","0.479356851564742","4"
"Rarely","1999","Couple + C. LE 16 ","higher vocational","113","0.425991061955601","0.36432315828457","0.487658965626633","4"
"Rarely","1999","Couple + C. LE 16 ","higher education","161","0.340791961195481","0.299205330423744","0.382378591967218","4"
"Rarely","1999","Couple + C. GT 16 ","in school","51","0.4208379743809","0.340481367532945","0.501194581228855","4"
"Rarely","1999","Couple + C. GT 16 ","inadequately","39","0.242665566108161","0.168399394738648","0.316931737477674","4"
"Rarely","1999","Couple + C. GT 16 ","general elemantary","146","0.310520947360358","0.269676726048","0.351365168672715","4"
"Rarely","1999","Couple + C. GT 16 ","middle vocational","366","0.339712216173939","0.312620516286032","0.366803916061847","4"
"Rarely","1999","Couple + C. GT 16 ","vocational + Abi","20","","","","4"
"Rarely","1999","Couple + C. GT 16 ","higher vocational","33","0.332270708294121","0.246921125442958","0.417620291145284","4"
"Rarely","1999","Couple + C. GT 16 ","higher education","78","0.315540199475075","0.26338477402973","0.367695624920419","4"
"Rarely","1999","Couple + C. LE and GT 16","in school","50","0.463880789790878","0.377148640424073","0.550612939157682","4"
"Rarely","1999","Couple + C. LE and GT 16","inadequately","17","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","general elemantary","76","0.299872536945063","0.243187539165042","0.356557534725084","4"
"Rarely","1999","Couple + C. LE and GT 16","middle vocational","153","0.342356198033915","0.29954951718045","0.385162878887379","4"
"Rarely","1999","Couple + C. LE and GT 16","vocational + Abi","13","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","higher vocational","23","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","higher education","46","0.40935926907603","0.326413312989234","0.492305225162825","4"
"Daily","2000","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2000","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2000","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2000","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","2000","1-pers.-HH","in school","","","","","1"
"Daily","2000","1-pers.-HH","inadequately","","","","","1"
"Daily","2000","1-pers.-HH","general elemantary","","","","","1"
"Daily","2000","1-pers.-HH","middle vocational","","","","","1"
"Daily","2000","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2000","1-pers.-HH","higher vocational","","","","","1"
"Daily","2000","1-pers.-HH","higher education","","","","","1"
"Daily","2000","(Married) couple without C. ","in school","","","","","1"
"Daily","2000","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2000","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2000","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2000","(Married) couple without C. ","higher education","","","","","1"
"Daily","2000","Single parent ","in school","","","","","1"
"Daily","2000","Single parent ","inadequately","","","","","1"
"Daily","2000","Single parent ","general elemantary","","","","","1"
"Daily","2000","Single parent ","middle vocational","","","","","1"
"Daily","2000","Single parent ","vocational + Abi","","","","","1"
"Daily","2000","Single parent ","higher vocational","","","","","1"
"Daily","2000","Single parent ","higher education","","","","","1"
"Daily","2000","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2000","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","2000","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","2000","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","2000","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","2000","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","2000","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2000","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2000","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","2000","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","2000","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","2000","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","2000","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per month","2000","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2000","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","2000","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","2000","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","2000","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","2000","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","2000","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","2000","Single parent ","in school","","","","","3"
"Min 1x per month","2000","Single parent ","inadequately","","","","","3"
"Min 1x per month","2000","Single parent ","general elemantary","","","","","3"
"Min 1x per month","2000","Single parent ","middle vocational","","","","","3"
"Min 1x per month","2000","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","2000","Single parent ","higher vocational","","","","","3"
"Min 1x per month","2000","Single parent ","higher education","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","middle vocational","","","","","3"
