"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Daily","1995","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1995","Hesse","West Germany","6","","","","1"
"Daily","1995","Hesse","East Germany","","","","","1"
"Daily","1995","Rhineland-Palatinate,Saarland","West Germany","5","","","","1"
"Daily","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1995","Baden-Württemberg","West Germany","24","","","","1"
"Daily","1995","Baden-Württemberg","East Germany","","","","","1"
"Daily","1995","Bavaria","West Germany","19","","","","1"
"Daily","1995","Bavaria","East Germany","","","","","1"
"Daily","1995","Berlin","West Germany","3","","","","1"
"Daily","1995","Berlin","East Germany","1","","","","1"
"Daily","1995","Brandenburg","West Germany","","","","","1"
"Daily","1995","Thuringia","East Germany","1","","","","1"
"Daily","1995","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1995","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1995","Hamburg","West Germany","","","","","1"
"Daily","1995","Hamburg","East Germany","","","","","1"
"Daily","1995","Lower Saxony","West Germany","2","","","","1"
"Daily","1995","Lower Saxony","East Germany","","","","","1"
"Daily","1995","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1995","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1995","Saxony","West Germany","","","","","1"
"Daily","1995","Saxony","East Germany","","","","","1"
"Daily","1995","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1995","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1995","Thuringia","West Germany","","","","","1"
"Daily","1995","Bremen","West Germany","2","","","","1"
"Daily","1995","Bremen","East Germany","","","","","1"
"Daily","1995","Brandenburg","East Germany","","","","","1"
"Min 1x per month","1995","Schleswig-Holstein","West Germany","14","","","","3"
"Min 1x per month","1995","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1995","Hamburg","West Germany","16","","","","3"
"Min 1x per month","1995","Hamburg","East Germany","","","","","3"
"Min 1x per month","1995","Brandenburg","East Germany","15","","","","3"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1995","Mecklenburg-Western Pomerania","East Germany","19","","","","3"
"Min 1x per month","1995","Saxony","West Germany","","","","","3"
"Min 1x per month","1995","Saxony","East Germany","49","0.0460455512439867","0.0336488944407315","0.0584422080472419","3"
"Min 1x per month","1995","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1995","Saxony-Anhalt","East Germany","18","","","","3"
"Min 1x per month","1995","Thuringia","West Germany","","","","","3"
"Min 1x per month","1995","Thuringia","East Germany","32","0.0515531319992431","0.0345409596644383","0.0685653043340479","3"
"Min 1x per month","1995","North Rhine-Westphalia","West Germany","272","0.0994352888309562","0.0878838956394624","0.11098668202245","3"
"Min 1x per month","1995","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1995","Hesse","West Germany","112","0.0938055216192263","0.0752459123224155","0.112365130916037","3"
"Min 1x per month","1995","Hesse","East Germany","","","","","3"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","West Germany","80","0.103803426435039","0.0813525935248185","0.12625425934526","3"
"Min 1x per month","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1995","Baden-Württemberg","West Germany","273","0.124843369932056","0.1095649345213","0.140121805342811","3"
"Min 1x per month","1995","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1995","Bavaria","West Germany","270","0.165559007318924","0.147822636009394","0.183295378628454","3"
"Min 1x per month","1995","Bavaria","East Germany","","","","","3"
"Min 1x per month","1995","Berlin","West Germany","18","","","","3"
"Min 1x per month","1995","Berlin","East Germany","3","","","","3"
"Min 1x per month","1995","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1995","Bremen","East Germany","","","","","3"
"Min 1x per month","1995","Bremen","West Germany","5","","","","3"
"Min 1x per month","1995","Lower Saxony","West Germany","77","0.0786090174174206","0.0622917245480226","0.0949263102868186","3"
"Min 1x per month","1995","Lower Saxony","East Germany","","","","","3"
"Min 1x per week","1995","Brandenburg","East Germany","12","","","","2"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1995","Saxony","East Germany","43","0.0426805420190264","0.0307244203161146","0.0546366637219382","2"
"Min 1x per week","1995","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1995","Saxony-Anhalt","East Germany","28","","","","2"
"Min 1x per week","1995","Mecklenburg-Western Pomerania","East Germany","6","","","","2"
"Min 1x per week","1995","Saxony","West Germany","","","","","2"
"Min 1x per week","1995","North Rhine-Westphalia","West Germany","368","0.144323620512729","0.130758298299662","0.157888942725795","2"
"Min 1x per week","1995","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1995","Hesse","West Germany","100","0.0902291678192598","0.0719909078118462","0.108467427826673","2"
"Min 1x per week","1995","Hesse","East Germany","","","","","2"
"Min 1x per week","1995","Thuringia","West Germany","","","","","2"
"Min 1x per week","1995","Thuringia","East Germany","39","0.0602519159158519","0.0419449278774033","0.0785589039543005","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","West Germany","119","0.175372742725851","0.147380682527594","0.203364802924107","2"
"Min 1x per week","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1995","Baden-Württemberg","West Germany","310","0.164117776986947","0.146997783122315","0.18123777085158","2"
"Min 1x per week","1995","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1995","Bavaria","West Germany","256","0.173005434217369","0.154955660984941","0.191055207449796","2"
"Min 1x per week","1995","Bavaria","East Germany","","","","","2"
"Min 1x per week","1995","Berlin","West Germany","20","","","","2"
"Min 1x per week","1995","Berlin","East Germany","6","","","","2"
"Min 1x per week","1995","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1995","Hamburg","West Germany","9","","","","2"
"Min 1x per week","1995","Hamburg","East Germany","","","","","2"
"Min 1x per week","1995","Schleswig-Holstein","West Germany","22","","","","2"
"Min 1x per week","1995","Bremen","East Germany","","","","","2"
"Min 1x per week","1995","Lower Saxony","West Germany","96","0.069938352583877","0.0544750051848226","0.0854016999829314","2"
"Min 1x per week","1995","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1995","Bremen","West Germany","4","","","","2"
"Never","1995","Saxony","West Germany","","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1995","Mecklenburg-Western Pomerania","East Germany","333","0.780721574689291","0.740817328833776","0.820625820544807","5"
"Never","1995","Brandenburg","East Germany","466","0.780262452029904","0.746765789993381","0.813759114066427","5"
"Never","1995","Saxony","East Germany","820","0.740227818028366","0.714290447684845","0.766165188371887","5"
"Never","1995","Thuringia","East Germany","436","0.709786430264391","0.674868503775613","0.74470435675317","5"
"Never","1995","Saxony-Anhalt","West Germany","","","","","5"
"Never","1995","Saxony-Anhalt","East Germany","539","0.83416919954867","0.806276059154219","0.862062339943121","5"
"Never","1995","Thuringia","West Germany","","","","","5"
"Never","1995","Schleswig-Holstein","West Germany","164","0.526863421375171","0.46869367641477","0.585033166335572","5"
"Never","1995","Schleswig-Holstein","East Germany","","","","","5"
"Never","1995","Hamburg","West Germany","83","0.703478601891976","0.625858226992059","0.781098976791894","5"
"Never","1995","Hamburg","East Germany","","","","","5"
"Never","1995","Lower Saxony","West Germany","534","0.515733447418511","0.485433293689793","0.546033601147229","5"
"Never","1995","Lower Saxony","East Germany","","","","","5"
"Never","1995","Bremen","West Germany","63","0.6654969187808","0.57111570455304","0.759878133008561","5"
"Never","1995","Bremen","East Germany","","","","","5"
"Never","1995","North Rhine-Westphalia","West Germany","1204","0.469748472921796","0.450482972826335","0.489013973017256","5"
"Never","1995","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1995","Hesse","West Germany","422","0.476681795487272","0.444888091464282","0.508475499510262","5"
"Never","1995","Hesse","East Germany","","","","","5"
"Never","1995","Rhineland-Palatinate,Saarland","West Germany","287","0.426836487088376","0.390428639050638","0.463244335126114","5"
"Never","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1995","Baden-Württemberg","West Germany","622","0.376312750270789","0.353919808702392","0.398705691839186","5"
"Never","1995","Baden-Württemberg","East Germany","","","","","5"
"Never","1995","Bavaria","West Germany","651","0.360446264091056","0.337534985082587","0.383357543099525","5"
"Never","1995","Bavaria","East Germany","","","","","5"
"Never","1995","Berlin","West Germany","200","0.653081587118665","0.601091858512909","0.705071315724421","5"
"Never","1995","Berlin","East Germany","208","0.836158153506018","0.789716271657665","0.882600035354371","5"
"Never","1995","Brandenburg","West Germany","","","","","5"
"Rarely","1995","Thuringia","East Germany","141","0.177821737530686","0.148404549088911","0.207238925972461","4"
"Rarely","1995","Schleswig-Holstein","West Germany","83","0.339348602679734","0.284183543955434","0.394513661404034","4"
"Rarely","1995","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1995","Hamburg","West Germany","25","","","","4"
"Rarely","1995","Bremen","East Germany","","","","","4"
"Rarely","1995","North Rhine-Westphalia","West Germany","709","0.279626629662198","0.262301570606712","0.296951688717683","4"
"Rarely","1995","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1995","Hesse","West Germany","308","0.333912758592681","0.303891701072768","0.363933816112595","4"
"Rarely","1995","Hesse","East Germany","","","","","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","West Germany","218","0.284369166468687","0.251163611118597","0.317574721818776","4"
"Rarely","1995","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1995","Baden-Württemberg","West Germany","569","0.323794388600475","0.302165844243473","0.345422932957477","4"
"Rarely","1995","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1995","Bavaria","West Germany","491","0.290191015890563","0.268533767521375","0.311848264259751","4"
"Rarely","1995","Brandenburg","East Germany","94","0.169141815087611","0.138815615769129","0.199468014406092","4"
"Rarely","1995","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1995","Mecklenburg-Western Pomerania","East Germany","55","0.157071930881497","0.121979163758643","0.192164698004351","4"
"Rarely","1995","Thuringia","West Germany","","","","","4"
"Rarely","1995","Hamburg","East Germany","","","","","4"
"Rarely","1995","Lower Saxony","West Germany","336","0.332039276311735","0.303485724498337","0.360592828125132","4"
"Rarely","1995","Lower Saxony","East Germany","","","","","4"
"Rarely","1995","Bremen","West Germany","22","","","","4"
"Rarely","1995","Saxony","West Germany","","","","","4"
"Rarely","1995","Saxony","East Germany","186","0.171046088708621","0.14877360308301","0.193318574334231","4"
"Rarely","1995","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1995","Saxony-Anhalt","East Germany","98","0.10416692373606","0.0812573923741681","0.127076455097952","4"
"Rarely","1995","Bavaria","East Germany","","","","","4"
"Rarely","1995","Berlin","West Germany","81","0.22063976680268","0.175346758056271","0.265932775549089","4"
"Rarely","1995","Berlin","East Germany","26","","","","4"
"Rarely","1995","Brandenburg","West Germany","","","","","4"
"Daily","1996","Thuringia","East Germany","","","","","1"
"Daily","1996","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1996","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1996","Hesse","West Germany","","","","","1"
"Daily","1996","Hesse","East Germany","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1996","Baden-Württemberg","West Germany","","","","","1"
"Daily","1996","Baden-Württemberg","East Germany","","","","","1"
"Daily","1996","Bavaria","West Germany","","","","","1"
"Daily","1996","Bavaria","East Germany","","","","","1"
"Daily","1996","Berlin","West Germany","","","","","1"
"Daily","1996","Berlin","East Germany","","","","","1"
"Daily","1996","Brandenburg","West Germany","","","","","1"
"Daily","1996","Hamburg","West Germany","","","","","1"
"Daily","1996","Hamburg","East Germany","","","","","1"
"Daily","1996","Lower Saxony","West Germany","","","","","1"
"Daily","1996","Lower Saxony","East Germany","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1996","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1996","Saxony","West Germany","","","","","1"
"Daily","1996","Saxony","East Germany","","","","","1"
"Daily","1996","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1996","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1996","Thuringia","West Germany","","","","","1"
"Daily","1996","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1996","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1996","Bremen","West Germany","","","","","1"
"Daily","1996","Bremen","East Germany","","","","","1"
"Daily","1996","Brandenburg","East Germany","","","","","1"
"Min 1x per month","1996","Brandenburg","East Germany","16","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1996","Mecklenburg-Western Pomerania","East Germany","11","","","","3"
"Min 1x per month","1996","Saxony","West Germany","","","","","3"
"Min 1x per month","1996","Saxony","East Germany","52","0.0441749130898807","0.0320538525969022","0.0562959735828592","3"
"Min 1x per month","1996","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1996","Saxony-Anhalt","East Germany","20","","","","3"
"Min 1x per month","1996","Thuringia","West Germany","","","","","3"
"Min 1x per month","1996","Thuringia","East Germany","35","0.0532578874001124","0.0361268391360956","0.0703889356641293","3"
"Min 1x per month","1996","Schleswig-Holstein","West Germany","10","","","","3"
"Min 1x per month","1996","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1996","Hamburg","West Germany","11","","","","3"
"Min 1x per month","1996","Hamburg","East Germany","","","","","3"
"Min 1x per month","1996","North Rhine-Westphalia","West Germany","261","0.0991741863243266","0.0875958051576821","0.110752567490971","3"
"Min 1x per month","1996","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1996","Hesse","West Germany","122","0.0933769546384201","0.0744933933614279","0.112260515915412","3"
"Min 1x per month","1996","Hesse","East Germany","","","","","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","West Germany","73","0.101354325402454","0.0789008411096483","0.12380780969526","3"
"Min 1x per month","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1996","Baden-Württemberg","West Germany","261","0.13763614508869","0.121326135925265","0.153946154252115","3"
"Min 1x per month","1996","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1996","Bavaria","West Germany","237","0.141915836181838","0.125138888313517","0.158692784050159","3"
"Min 1x per month","1996","Bavaria","East Germany","","","","","3"
"Min 1x per month","1996","Berlin","West Germany","14","","","","3"
"Min 1x per month","1996","Berlin","East Germany","3","","","","3"
"Min 1x per month","1996","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1996","Lower Saxony","West Germany","77","0.0718534107538308","0.0562183551422679","0.0874884663653936","3"
"Min 1x per month","1996","Bremen","East Germany","","","","","3"
"Min 1x per month","1996","Bremen","West Germany","4","","","","3"
"Min 1x per month","1996","Lower Saxony","East Germany","","","","","3"
"Min 1x per week","1996","Brandenburg","East Germany","12","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1996","Mecklenburg-Western Pomerania","East Germany","6","","","","2"
"Min 1x per week","1996","Saxony","West Germany","","","","","2"
"Min 1x per week","1996","Saxony","East Germany","39","0.0406187684833633","0.0289742230602383","0.0522633139064883","2"
"Min 1x per week","1996","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1996","Saxony-Anhalt","East Germany","24","","","","2"
"Min 1x per week","1996","Thuringia","East Germany","41","0.0710598018910102","0.0514586317823632","0.0906609719996571","2"
"Min 1x per week","1996","North Rhine-Westphalia","West Germany","365","0.142290125506614","0.128757386858056","0.155822864155172","2"
"Min 1x per week","1996","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1996","Hesse","West Germany","100","0.107719472738316","0.0875985224089119","0.12784042306772","2"
"Min 1x per week","1996","Hesse","East Germany","","","","","2"
"Min 1x per week","1996","Thuringia","West Germany","","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","West Germany","17","","","","2"
"Min 1x per week","1996","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1996","Hamburg","West Germany","2","","","","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","West Germany","110","0.172907833688","0.144772462809019","0.20104320456698","2"
"Min 1x per week","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","1996","Baden-Württemberg","West Germany","239","0.131798102871911","0.115783815152325","0.147812390591496","2"
"Min 1x per week","1996","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","1996","Bavaria","West Germany","254","0.175119174338164","0.156846797804631","0.193391550871696","2"
"Min 1x per week","1996","Bavaria","East Germany","","","","","2"
"Min 1x per week","1996","Berlin","West Germany","24","","","","2"
"Min 1x per week","1996","Berlin","East Germany","6","","","","2"
"Min 1x per week","1996","Brandenburg","West Germany","","","","","2"
"Min 1x per week","1996","Lower Saxony","West Germany","84","0.0674460114193215","0.0522621378975418","0.0826298849411012","2"
"Min 1x per week","1996","Bremen","East Germany","","","","","2"
"Min 1x per week","1996","Hamburg","East Germany","","","","","2"
"Min 1x per week","1996","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","1996","Bremen","West Germany","6","","","","2"
"Never","1996","Mecklenburg-Western Pomerania","East Germany","317","0.782658571530587","0.742139080033875","0.823178063027299","5"
"Never","1996","Saxony","West Germany","","","","","5"
"Never","1996","Thuringia","East Germany","441","0.701132548480104","0.666209230540578","0.736055866419629","5"
"Never","1996","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","1996","Brandenburg","East Germany","473","0.762425244950999","0.728371000837745","0.796479489064252","5"
"Never","1996","Saxony-Anhalt","West Germany","","","","","5"
"Never","1996","Saxony-Anhalt","East Germany","523","0.811697309028747","0.782225957045251","0.841168661012243","5"
"Never","1996","Thuringia","West Germany","","","","","5"
"Never","1996","Saxony","East Germany","809","0.717024354286477","0.690453529372982","0.743595179199972","5"
"Never","1996","Schleswig-Holstein","West Germany","158","0.521411143477568","0.463210696681159","0.579611590273978","5"
"Never","1996","Schleswig-Holstein","East Germany","","","","","5"
"Never","1996","Hamburg","West Germany","80","0.705593368002678","0.626325483102331","0.784861252903025","5"
"Never","1996","Hamburg","East Germany","","","","","5"
"Never","1996","Lower Saxony","West Germany","567","0.52738631922329","0.497160016746015","0.557612621700565","5"
"Never","1996","Lower Saxony","East Germany","","","","","5"
"Never","1996","Bremen","West Germany","56","0.58101374495831","0.480737120069621","0.681290369846999","5"
"Never","1996","Bremen","East Germany","","","","","5"
"Never","1996","North Rhine-Westphalia","West Germany","1157","0.43347574916651","0.414279350359198","0.452672147973823","5"
"Never","1996","North Rhine-Westphalia","East Germany","","","","","5"
"Never","1996","Hesse","West Germany","391","0.459116705374605","0.426774919039626","0.491458491709585","5"
"Never","1996","Hesse","East Germany","","","","","5"
"Never","1996","Rhineland-Palatinate,Saarland","West Germany","279","0.404606897503472","0.368090586569805","0.441123208437139","5"
"Never","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","1996","Baden-Württemberg","West Germany","598","0.368132442585752","0.345299716996831","0.390965168174674","5"
"Never","1996","Baden-Württemberg","East Germany","","","","","5"
"Never","1996","Bavaria","West Germany","658","0.364175986189107","0.341041668406026","0.387310303972188","5"
"Never","1996","Bavaria","East Germany","","","","","5"
"Never","1996","Berlin","West Germany","207","0.67314757215226","0.620157337493706","0.726137806810814","5"
"Never","1996","Berlin","East Germany","201","0.790764171465968","0.739726048225425","0.841802294706512","5"
"Never","1996","Brandenburg","West Germany","","","","","5"
"Rarely","1996","Thuringia","East Germany","143","0.174549762228774","0.145590919487777","0.203508604969771","4"
"Rarely","1996","Hamburg","West Germany","34","0.2409138310877","0.166539574678931","0.315288087496469","4"
"Rarely","1996","Bremen","East Germany","","","","","4"
"Rarely","1996","North Rhine-Westphalia","West Germany","777","0.325059939002549","0.306915546320897","0.343204331684202","4"
"Rarely","1996","Mecklenburg-Western Pomerania","East Germany","64","0.171784174834459","0.134727205867672","0.208841143801245","4"
"Rarely","1996","Thuringia","West Germany","","","","","4"
"Rarely","1996","Schleswig-Holstein","West Germany","98","0.379396669462059","0.322862803968763","0.435930534955354","4"
"Rarely","1996","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","1996","Hamburg","East Germany","","","","","4"
"Rarely","1996","Lower Saxony","West Germany","320","0.333314258603558","0.304774192194523","0.361854325012593","4"
"Rarely","1996","Lower Saxony","East Germany","","","","","4"
"Rarely","1996","Bremen","West Germany","27","","","","4"
"Rarely","1996","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","1996","Hesse","West Germany","299","0.339786867248659","0.309047420552899","0.370526313944419","4"
"Rarely","1996","Hesse","East Germany","","","","","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","West Germany","232","0.321130943406075","0.286393133026884","0.355868753785265","4"
"Rarely","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","1996","Baden-Württemberg","West Germany","616","0.362433309453647","0.339676071830671","0.385190547076623","4"
"Rarely","1996","Baden-Württemberg","East Germany","","","","","4"
"Rarely","1996","Bavaria","West Germany","513","0.318789003290891","0.296385028656449","0.341192977925333","4"
"Rarely","1996","Brandenburg","East Germany","99","0.184016557915818","0.153010854368948","0.215022261462688","4"
"Rarely","1996","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","1996","Saxony","West Germany","","","","","4"
"Rarely","1996","Saxony","East Germany","204","0.198181964140279","0.17466758432039","0.221696343960167","4"
"Rarely","1996","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","1996","Saxony-Anhalt","East Germany","109","0.126233035782558","0.101197374525223","0.151268697039893","4"
"Rarely","1996","Brandenburg","West Germany","","","","","4"
"Rarely","1996","Berlin","West Germany","56","0.198774176296824","0.153690191611736","0.243858160981912","4"
"Rarely","1996","Bavaria","East Germany","","","","","4"
"Rarely","1996","Berlin","East Germany","34","0.172602476375152","0.125185506506435","0.220019446243868","4"
"Daily","1997","Thuringia","East Germany","","","","","1"
"Daily","1997","Hamburg","West Germany","","","","","1"
"Daily","1997","Hamburg","East Germany","","","","","1"
"Daily","1997","Lower Saxony","West Germany","","","","","1"
"Daily","1997","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","1997","Hesse","West Germany","","","","","1"
"Daily","1997","Hesse","East Germany","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","1997","Baden-Württemberg","West Germany","","","","","1"
"Daily","1997","Baden-Württemberg","East Germany","","","","","1"
"Daily","1997","Bavaria","West Germany","","","","","1"
"Daily","1997","Bavaria","East Germany","","","","","1"
"Daily","1997","Berlin","West Germany","","","","","1"
"Daily","1997","Berlin","East Germany","","","","","1"
"Daily","1997","Brandenburg","West Germany","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","1997","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","1997","Saxony","West Germany","","","","","1"
"Daily","1997","Saxony","East Germany","","","","","1"
"Daily","1997","Saxony-Anhalt","West Germany","","","","","1"
"Daily","1997","Schleswig-Holstein","West Germany","","","","","1"
"Daily","1997","Schleswig-Holstein","East Germany","","","","","1"
"Daily","1997","Lower Saxony","East Germany","","","","","1"
"Daily","1997","Brandenburg","East Germany","","","","","1"
"Daily","1997","Saxony-Anhalt","East Germany","","","","","1"
"Daily","1997","Thuringia","West Germany","","","","","1"
"Daily","1997","Bremen","West Germany","","","","","1"
"Daily","1997","Bremen","East Germany","","","","","1"
"Min 1x per month","1997","Schleswig-Holstein","West Germany","6","","","","3"
"Min 1x per month","1997","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","1997","Hamburg","West Germany","13","","","","3"
"Min 1x per month","1997","Hamburg","East Germany","","","","","3"
"Min 1x per month","1997","Brandenburg","East Germany","21","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","1997","Mecklenburg-Western Pomerania","East Germany","14","","","","3"
"Min 1x per month","1997","Saxony","West Germany","","","","","3"
"Min 1x per month","1997","Saxony","East Germany","62","0.0590332144997941","0.0449963785026603","0.0730700504969279","3"
"Min 1x per month","1997","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","1997","Saxony-Anhalt","East Germany","23","","","","3"
"Min 1x per month","1997","Thuringia","West Germany","","","","","3"
"Min 1x per month","1997","Thuringia","East Germany","47","0.0723659613000528","0.0525843852658363","0.0921475373342692","3"
"Min 1x per month","1997","North Rhine-Westphalia","West Germany","232","0.0960990675444484","0.0845690163837464","0.10762911870515","3"
"Min 1x per month","1997","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","1997","Bremen","East Germany","","","","","3"
"Min 1x per month","1997","Hesse","West Germany","104","0.0881116242789038","0.0690446540126956","0.107178594545112","3"
"Min 1x per month","1997","Hesse","East Germany","","","","","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","West Germany","91","0.122787851871181","0.0987149190080321","0.146860784734331","3"
"Min 1x per month","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","1997","Baden-Württemberg","West Germany","222","0.126123675104477","0.11042054464406","0.141826805564894","3"
"Min 1x per month","1997","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","1997","Bavaria","West Germany","220","0.12681318419857","0.110628997968221","0.14299737042892","3"
"Min 1x per month","1997","Bavaria","East Germany","","","","","3"
"Min 1x per month","1997","Berlin","West Germany","10","","","","3"
"Min 1x per month","1997","Berlin","East Germany","6","","","","3"
"Min 1x per month","1997","Brandenburg","West Germany","","","","","3"
"Min 1x per month","1997","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","1997","Bremen","West Germany","6","","","","3"
"Min 1x per month","1997","Lower Saxony","West Germany","55","0.0518067043651933","0.038304044146157","0.0653093645842296","3"
"Min 1x per week","1997","Brandenburg","East Germany","8","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","1997","Mecklenburg-Western Pomerania","East Germany","7","","","","2"
"Min 1x per week","1997","Saxony","West Germany","","","","","2"
"Min 1x per week","1997","Saxony","East Germany","38","0.0379126382008769","0.0265381170982402","0.0492871593035136","2"
"Min 1x per week","1997","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","1997","Saxony-Anhalt","East Germany","16","","","","2"
"Min 1x per week","1997","Thuringia","West Germany","","","","","2"
"Min 1x per week","1997","Thuringia","East Germany","40","0.0714503414374745","0.0517846099410112","0.0911160729339378","2"
"Min 1x per week","1997","North Rhine-Westphalia","West Germany","362","0.139539574967384","0.125983767918439","0.153095382016329","2"
"Min 1x per week","1997","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","1997","Hesse","West Germany","91","0.106589645271852","0.0858320401879349","0.127347250355769","2"
"Min 1x per week","1997","Hesse","East Germany","","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","West Germany","23","","","","2"
"Min 1x per week","1997","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","1997","Hamburg","West Germany","4","","","","2"
"Min 1x per week","1997","Baden-Württemberg","West Germany","247","0.139983499217657","0.123571754302696","0.156395244132619","2"
"Min 1x per week","1997","Baden-Württemberg","East Germany","","","","","2"
