"pli0098_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2002","Hesse","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Hesse","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Hesse","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Single parent ","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Bavaria","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Bavaria","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Bavaria","Single parent ","","","","","2"
"Min 1x per week","2002","Bavaria","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Bavaria","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Bavaria","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Berlin","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Berlin","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Berlin","Single parent ","","","","","2"
"Min 1x per week","2002","Berlin","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Single parent ","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Berlin","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Berlin","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Brandenburg","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Brandenburg","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Brandenburg","Single parent ","","","","","2"
"Min 1x per week","2002","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Brandenburg","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Saxony","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Saxony","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Saxony","Single parent ","","","","","2"
"Min 1x per week","2002","Saxony","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Saxony","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Saxony","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Single parent ","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Min 1x per week","2002","Thuringia","1-pers.-HH","","","","","2"
"Min 1x per week","2002","Thuringia","(Married) couple without C. ","","","","","2"
"Min 1x per week","2002","Thuringia","Single parent ","","","","","2"
"Min 1x per week","2002","Thuringia","Couple + C. LE 16 ","","","","","2"
"Min 1x per week","2002","Thuringia","Couple + C. GT 16 ","","","","","2"
"Min 1x per week","2002","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Never","2002","Schleswig-Holstein","1-pers.-HH","","","","","5"
"Never","2002","Schleswig-Holstein","(Married) couple without C. ","","","","","5"
"Never","2002","Schleswig-Holstein","Single parent ","","","","","5"
"Never","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","","","5"
"Never","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","","","5"
"Never","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Hamburg","1-pers.-HH","","","","","5"
"Never","2002","Hamburg","(Married) couple without C. ","","","","","5"
"Never","2002","Hamburg","Single parent ","","","","","5"
"Never","2002","Hamburg","Couple + C. LE 16 ","","","","","5"
"Never","2002","Hamburg","Couple + C. GT 16 ","","","","","5"
"Never","2002","Hamburg","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Lower Saxony","1-pers.-HH","","","","","5"
"Never","2002","Lower Saxony","(Married) couple without C. ","","","","","5"
"Never","2002","Lower Saxony","Single parent ","","","","","5"
"Never","2002","Lower Saxony","Couple + C. LE 16 ","","","","","5"
"Never","2002","Lower Saxony","Couple + C. GT 16 ","","","","","5"
"Never","2002","Lower Saxony","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Bremen","1-pers.-HH","","","","","5"
"Never","2002","Bremen","(Married) couple without C. ","","","","","5"
"Never","2002","Bremen","Single parent ","","","","","5"
"Never","2002","Bremen","Couple + C. LE 16 ","","","","","5"
"Never","2002","Bremen","Couple + C. GT 16 ","","","","","5"
"Never","2002","Bremen","Couple + C. LE and GT 16","","","","","5"
"Never","2002","North Rhine-Westphalia","1-pers.-HH","","","","","5"
"Never","2002","North Rhine-Westphalia","(Married) couple without C. ","","","","","5"
"Never","2002","North Rhine-Westphalia","Single parent ","","","","","5"
"Never","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","5"
"Never","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","5"
"Never","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Hesse","1-pers.-HH","","","","","5"
"Never","2002","Hesse","(Married) couple without C. ","","","","","5"
"Never","2002","Hesse","Single parent ","","","","","5"
"Never","2002","Hesse","Couple + C. LE 16 ","","","","","5"
"Never","2002","Hesse","Couple + C. GT 16 ","","","","","5"
"Never","2002","Hesse","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Single parent ","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","5"
"Never","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Baden-Württemberg","1-pers.-HH","","","","","5"
"Never","2002","Baden-Württemberg","(Married) couple without C. ","","","","","5"
"Never","2002","Baden-Württemberg","Single parent ","","","","","5"
"Never","2002","Baden-Württemberg","Couple + C. LE 16 ","","","","","5"
"Never","2002","Baden-Württemberg","Couple + C. GT 16 ","","","","","5"
"Never","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Bavaria","1-pers.-HH","","","","","5"
"Never","2002","Bavaria","(Married) couple without C. ","","","","","5"
"Never","2002","Bavaria","Single parent ","","","","","5"
"Never","2002","Bavaria","Couple + C. LE 16 ","","","","","5"
"Never","2002","Bavaria","Couple + C. GT 16 ","","","","","5"
"Never","2002","Bavaria","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Berlin","1-pers.-HH","","","","","5"
"Never","2002","Berlin","(Married) couple without C. ","","","","","5"
"Never","2002","Berlin","Single parent ","","","","","5"
"Never","2002","Berlin","Couple + C. LE 16 ","","","","","5"
"Never","2002","Berlin","Couple + C. GT 16 ","","","","","5"
"Never","2002","Berlin","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Brandenburg","1-pers.-HH","","","","","5"
"Never","2002","Brandenburg","(Married) couple without C. ","","","","","5"
"Never","2002","Brandenburg","Single parent ","","","","","5"
"Never","2002","Brandenburg","Couple + C. LE 16 ","","","","","5"
"Never","2002","Brandenburg","Couple + C. GT 16 ","","","","","5"
"Never","2002","Brandenburg","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Single parent ","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","5"
"Never","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Saxony","1-pers.-HH","","","","","5"
"Never","2002","Saxony","(Married) couple without C. ","","","","","5"
"Never","2002","Saxony","Single parent ","","","","","5"
"Never","2002","Saxony","Couple + C. LE 16 ","","","","","5"
"Never","2002","Saxony","Couple + C. GT 16 ","","","","","5"
"Never","2002","Saxony","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Saxony-Anhalt","1-pers.-HH","","","","","5"
"Never","2002","Saxony-Anhalt","(Married) couple without C. ","","","","","5"
"Never","2002","Saxony-Anhalt","Single parent ","","","","","5"
"Never","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","","","5"
"Never","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","","","5"
"Never","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","5"
"Never","2002","Thuringia","1-pers.-HH","","","","","5"
"Never","2002","Thuringia","(Married) couple without C. ","","","","","5"
"Never","2002","Thuringia","Single parent ","","","","","5"
"Never","2002","Thuringia","Couple + C. LE 16 ","","","","","5"
"Never","2002","Thuringia","Couple + C. GT 16 ","","","","","5"
"Never","2002","Thuringia","Couple + C. LE and GT 16","","","","","5"
"Rarely","2002","Baden-Württemberg","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Baden-Württemberg","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Bavaria","(Married) couple without C. ","","","","","4"
"Rarely","2002","Bavaria","1-pers.-HH","","","","","4"
"Rarely","2002","Bremen","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Baden-Württemberg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","North Rhine-Westphalia","1-pers.-HH","","","","","4"
"Rarely","2002","North Rhine-Westphalia","(Married) couple without C. ","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Single parent ","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Hesse","1-pers.-HH","","","","","4"
"Rarely","2002","Hesse","(Married) couple without C. ","","","","","4"
"Rarely","2002","Hesse","Single parent ","","","","","4"
"Rarely","2002","Baden-Württemberg","(Married) couple without C. ","","","","","4"
"Rarely","2002","Baden-Württemberg","Single parent ","","","","","4"
"Rarely","2002","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Hesse","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Hesse","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Hesse","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Single parent ","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Baden-Württemberg","1-pers.-HH","","","","","4"
"Rarely","2002","Schleswig-Holstein","1-pers.-HH","","","","","4"
"Rarely","2002","Schleswig-Holstein","(Married) couple without C. ","","","","","4"
"Rarely","2002","Schleswig-Holstein","Single parent ","","","","","4"
"Rarely","2002","Schleswig-Holstein","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Schleswig-Holstein","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Hamburg","1-pers.-HH","","","","","4"
"Rarely","2002","Hamburg","(Married) couple without C. ","","","","","4"
"Rarely","2002","Hamburg","Single parent ","","","","","4"
"Rarely","2002","Bremen","(Married) couple without C. ","","","","","4"
"Rarely","2002","Bremen","Single parent ","","","","","4"
"Rarely","2002","Bremen","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Bremen","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Hamburg","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Hamburg","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Hamburg","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Lower Saxony","1-pers.-HH","","","","","4"
"Rarely","2002","Lower Saxony","(Married) couple without C. ","","","","","4"
"Rarely","2002","Lower Saxony","Single parent ","","","","","4"
"Rarely","2002","Lower Saxony","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Lower Saxony","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Lower Saxony","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Bremen","1-pers.-HH","","","","","4"
"Rarely","2002","Bavaria","Single parent ","","","","","4"
"Rarely","2002","Bavaria","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Thuringia","Single parent ","","","","","4"
"Rarely","2002","Thuringia","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Thuringia","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Thuringia","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Single parent ","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Saxony","(Married) couple without C. ","","","","","4"
"Rarely","2002","Saxony","Single parent ","","","","","4"
"Rarely","2002","Saxony","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Saxony-Anhalt","1-pers.-HH","","","","","4"
"Rarely","2002","Saxony-Anhalt","(Married) couple without C. ","","","","","4"
"Rarely","2002","Bavaria","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Berlin","1-pers.-HH","","","","","4"
"Rarely","2002","Berlin","(Married) couple without C. ","","","","","4"
"Rarely","2002","Berlin","Single parent ","","","","","4"
"Rarely","2002","Berlin","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Berlin","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Berlin","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Brandenburg","1-pers.-HH","","","","","4"
"Rarely","2002","Brandenburg","(Married) couple without C. ","","","","","4"
"Rarely","2002","Brandenburg","Single parent ","","","","","4"
"Rarely","2002","Brandenburg","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Brandenburg","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Saxony","1-pers.-HH","","","","","4"
"Rarely","2002","Saxony","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Saxony","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Saxony-Anhalt","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","4"
"Rarely","2002","Thuringia","1-pers.-HH","","","","","4"
"Rarely","2002","Thuringia","(Married) couple without C. ","","","","","4"
"Rarely","2002","Saxony-Anhalt","Single parent ","","","","","4"
"Rarely","2002","Saxony-Anhalt","Couple + C. LE 16 ","","","","","4"
"Rarely","2002","Bavaria","Couple + C. GT 16 ","","","","","4"
"Rarely","2002","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","4"
"Rarely","2002","Brandenburg","Couple + C. LE and GT 16","","","","","4"
"Daily","2003","North Rhine-Westphalia","Single parent ","","","","","1"
"Daily","2003","North Rhine-Westphalia","Couple + C. LE 16 ","2","","","","1"
"Daily","2003","North Rhine-Westphalia","Couple + C. GT 16 ","3","","","","1"
"Daily","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","1","","","","1"
"Daily","2003","Hesse","1-pers.-HH","2","","","","1"
"Daily","2003","Hesse","(Married) couple without C. ","2","","","","1"
"Daily","2003","Hesse","Single parent ","","","","","1"
"Daily","2003","Hesse","Couple + C. LE 16 ","1","","","","1"
"Daily","2003","Hesse","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Hesse","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","3","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","2","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","1","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Baden-Württemberg","1-pers.-HH","4","","","","1"
"Daily","2003","Baden-Württemberg","(Married) couple without C. ","2","","","","1"
"Daily","2003","Baden-Württemberg","Single parent ","","","","","1"
"Daily","2003","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Baden-Württemberg","Couple + C. GT 16 ","2","","","","1"
"Daily","2003","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Bavaria","1-pers.-HH","3","","","","1"
"Daily","2003","Bavaria","(Married) couple without C. ","3","","","","1"
"Daily","2003","Bavaria","Single parent ","2","","","","1"
"Daily","2003","Bavaria","Couple + C. LE 16 ","2","","","","1"
"Daily","2003","Bavaria","Couple + C. GT 16 ","1","","","","1"
"Daily","2003","Bavaria","Couple + C. LE and GT 16","1","","","","1"
"Daily","2003","Berlin","1-pers.-HH","","","","","1"
"Daily","2003","Berlin","(Married) couple without C. ","","","","","1"
"Daily","2003","Berlin","Single parent ","","","","","1"
"Daily","2003","Berlin","Couple + C. LE 16 ","1","","","","1"
"Daily","2003","Berlin","Couple + C. GT 16 ","1","","","","1"
"Daily","2003","Berlin","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Brandenburg","1-pers.-HH","","","","","1"
"Daily","2003","Brandenburg","(Married) couple without C. ","","","","","1"
"Daily","2003","Brandenburg","Single parent ","","","","","1"
"Daily","2003","Bremen","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","North Rhine-Westphalia","1-pers.-HH","8","","","","1"
"Daily","2003","North Rhine-Westphalia","(Married) couple without C. ","8","","","","1"
"Daily","2003","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Schleswig-Holstein","Couple + C. GT 16 ","2","","","","1"
"Daily","2003","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Hamburg","1-pers.-HH","","","","","1"
"Daily","2003","Hamburg","(Married) couple without C. ","","","","","1"
"Daily","2003","Hamburg","Single parent ","","","","","1"
"Daily","2003","Hamburg","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Hamburg","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Lower Saxony","1-pers.-HH","1","","","","1"
"Daily","2003","Lower Saxony","(Married) couple without C. ","1","","","","1"
"Daily","2003","Lower Saxony","Single parent ","","","","","1"
"Daily","2003","Lower Saxony","Couple + C. LE 16 ","1","","","","1"
"Daily","2003","Lower Saxony","Couple + C. GT 16 ","4","","","","1"
"Daily","2003","Lower Saxony","Couple + C. LE and GT 16","2","","","","1"
"Daily","2003","Bremen","1-pers.-HH","","","","","1"
"Daily","2003","Bremen","(Married) couple without C. ","","","","","1"
"Daily","2003","Bremen","Single parent ","","","","","1"
"Daily","2003","Bremen","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Bremen","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Saxony","1-pers.-HH","","","","","1"
"Daily","2003","Saxony","(Married) couple without C. ","1","","","","1"
"Daily","2003","Saxony","Single parent ","","","","","1"
"Daily","2003","Saxony","Couple + C. LE 16 ","1","","","","1"
"Daily","2003","Saxony","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Saxony","Couple + C. LE and GT 16","1","","","","1"
"Daily","2003","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Daily","2003","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Daily","2003","Saxony-Anhalt","Single parent ","","","","","1"
"Daily","2003","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Thuringia","1-pers.-HH","","","","","1"
"Daily","2003","Thuringia","(Married) couple without C. ","","","","","1"
"Daily","2003","Thuringia","Single parent ","","","","","1"
"Daily","2003","Thuringia","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Thuringia","Couple + C. GT 16 ","","","","","1"
"Daily","2003","Thuringia","Couple + C. LE and GT 16","","","","","1"
"Daily","2003","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Daily","2003","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Daily","2003","Schleswig-Holstein","Single parent ","","","","","1"
"Daily","2003","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Daily","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Min 1x per month","2003","Schleswig-Holstein","1-pers.-HH","9","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","(Married) couple without C. ","13","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Single parent ","","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Couple + C. LE 16 ","8","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Couple + C. GT 16 ","7","","","","3"
"Min 1x per month","2003","Schleswig-Holstein","Couple + C. LE and GT 16","1","","","","3"
"Min 1x per month","2003","Hamburg","1-pers.-HH","1","","","","3"
"Min 1x per month","2003","Hamburg","(Married) couple without C. ","7","","","","3"
"Min 1x per month","2003","Hamburg","Single parent ","1","","","","3"
"Min 1x per month","2003","Hamburg","Couple + C. LE 16 ","7","","","","3"
"Min 1x per month","2003","North Rhine-Westphalia","Single parent ","16","","","","3"
"Min 1x per month","2003","North Rhine-Westphalia","Couple + C. LE 16 ","105","0.0886233915098987","0.0707108184066987","0.106535964613099","3"
"Min 1x per month","2003","North Rhine-Westphalia","Couple + C. GT 16 ","69","0.0721391527922846","0.0540060694376848","0.0902722361468844","3"
"Min 1x per month","2003","North Rhine-Westphalia","Couple + C. LE and GT 16","27","","","","3"
"Min 1x per month","2003","Hesse","1-pers.-HH","15","","","","3"
"Min 1x per month","2003","Hesse","(Married) couple without C. ","48","0.122075394326214","0.0944891780362218","0.149661610616206","3"
"Min 1x per month","2003","Hesse","Single parent ","1","","","","3"
"Min 1x per month","2003","Hesse","Couple + C. LE 16 ","26","","","","3"
"Min 1x per month","2003","Hesse","Couple + C. GT 16 ","27","","","","3"
"Min 1x per month","2003","Hesse","Couple + C. LE and GT 16","10","","","","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","1-pers.-HH","15","","","","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","(Married) couple without C. ","53","0.131551333776337","0.0990709516650513","0.164031715887623","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Single parent ","6","","","","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","48","0.203325043536434","0.156680473507748","0.24996961356512","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","25","","","","3"
"Min 1x per month","2003","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","25","","","","3"
"Min 1x per month","2003","Baden-Württemberg","1-pers.-HH","36","0.136180269762155","0.0988342570506094","0.1735262824737","3"
"Min 1x per month","2003","Baden-Württemberg","(Married) couple without C. ","101","0.146292479141228","0.121910055251294","0.170674903031161","3"
"Min 1x per month","2003","Baden-Württemberg","Single parent ","17","","","","3"
"Min 1x per month","2003","Baden-Württemberg","Couple + C. LE 16 ","98","0.158028801689259","0.129058288664144","0.186999314714374","3"
"Min 1x per month","2003","Baden-Württemberg","Couple + C. GT 16 ","72","0.156670303570911","0.123596728675675","0.189743878466146","3"
"Min 1x per month","2003","Baden-Württemberg","Couple + C. LE and GT 16","45","0.148613072778191","0.107953161983791","0.18927298357259","3"
"Min 1x per month","2003","Bavaria","1-pers.-HH","39","0.108664827694939","0.0779735786605276","0.13935607672935","3"
"Min 1x per month","2003","Bavaria","(Married) couple without C. ","138","0.126164883658224","0.105334024877444","0.146995742439004","3"
"Min 1x per month","2003","Bavaria","Single parent ","15","","","","3"
"Min 1x per month","2003","Bavaria","Couple + C. LE 16 ","117","0.169832699333891","0.141055224383655","0.198610174284127","3"
"Min 1x per month","2003","Bavaria","Couple + C. GT 16 ","63","0.092685988587761","0.0692665599357344","0.116105417239788","3"
"Min 1x per month","2003","Bavaria","Couple + C. LE and GT 16","34","0.122301442274806","0.0820884414794559","0.162514443070157","3"
"Min 1x per month","2003","Berlin","1-pers.-HH","9","","","","3"
"Min 1x per month","2003","Berlin","(Married) couple without C. ","6","","","","3"
"Min 1x per month","2003","Berlin","Single parent ","4","","","","3"
"Min 1x per month","2003","Berlin","Couple + C. LE 16 ","10","","","","3"
"Min 1x per month","2003","Berlin","Couple + C. GT 16 ","25","","","","3"
"Min 1x per month","2003","Berlin","Couple + C. LE and GT 16","3","","","","3"
"Min 1x per month","2003","Brandenburg","1-pers.-HH","9","","","","3"
"Min 1x per month","2003","Brandenburg","(Married) couple without C. ","21","","","","3"
"Min 1x per month","2003","Brandenburg","Single parent ","2","","","","3"
"Min 1x per month","2003","Brandenburg","Couple + C. LE 16 ","7","","","","3"
