"year","age_gr","pgcasmin","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2017","35-65 y.","(2a) intermediate vocational","3.96","4","4353","3.91","4.01","2","3","5","6"
"2017","35-65 y.","(2b) intermediate general qualification","4.09","4","252","3.88","4.3","2","3","5","6"
"2017","35-65 y.","(2c_gen) general maturity certificate","3.89","4","601","3.75","4.03","2","3","5","6"
"2017","35-65 y.","(2c_voc) vocational maturity certificate","4.01","4","1905","3.94","4.08","2","3","5","6"
"2017","35-65 y.","(3a) lower tertiary education","3.99","4","1316","3.91","4.07","2","3","5","6"
"2017","35-65 y.","(3b) higher tertiary education","3.98","4","3143","3.92","4.04","2","3","5","6"
"2017","66 and older","(0) in school","","","","","","","","",""
"2017","66 and older","(1a) inadequately completed","4.48","5","71","4.1","4.86","2","4","6","6"
"2017","66 and older","(1b) general elementary school","4.46","5","542","4.33","4.59","2","4","6","6"
"2017","66 and older","(1c) basic vocational qualification","4.44","5","1872","4.37","4.51","2","3","6","6"
"2017","66 and older","(2a) intermediate vocational","4.42","4","871","4.32","4.52","2","3","6","6"
"2017","66 and older","(2b) intermediate general qualification","4.14","4","79","3.78","4.5","1","3","5","6"
"2017","66 and older","(2c_gen) general maturity certificate","4.42","4","61","4.01","4.83","2","4","6","6"
"2017","66 and older","(2c_voc) vocational maturity certificate","4.33","5","213","4.11","4.55","2","3","6","6"
"2017","66 and older","(3a) lower tertiary education","4.3","4","476","4.17","4.43","2","3","6","6"
"2017","66 and older","(3b) higher tertiary education","4.34","4","794","4.24","4.44","2","4","5","6"
"2018","16-34 y.","(0) in school","","","","","","","","",""
"2018","16-34 y.","(1a) inadequately completed","","","","","","","","",""
"2018","16-34 y.","(1b) general elementary school","","","","","","","","",""
"2018","16-34 y.","(1c) basic vocational qualification","","","","","","","","",""
"2018","16-34 y.","(2a) intermediate vocational","","","","","","","","",""
"2018","16-34 y.","(2b) intermediate general qualification","","","","","","","","",""
"2018","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","",""
"2018","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2018","16-34 y.","(3a) lower tertiary education","","","","","","","","",""
"2018","16-34 y.","(3b) higher tertiary education","","","","","","","","",""
"2018","35-65 y.","(0) in school","","","","","","","","",""
"2018","35-65 y.","(1a) inadequately completed","","","","","","","","",""
"2018","35-65 y.","(1b) general elementary school","","","","","","","","",""
"2018","35-65 y.","(1c) basic vocational qualification","","","","","","","","",""
"2018","35-65 y.","(2a) intermediate vocational","","","","","","","","",""
"2018","35-65 y.","(2b) intermediate general qualification","","","","","","","","",""
"2018","35-65 y.","(2c_gen) general maturity certificate","","","","","","","","",""
"2018","35-65 y.","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2018","35-65 y.","(3a) lower tertiary education","","","","","","","","",""
"2018","35-65 y.","(3b) higher tertiary education","","","","","","","","",""
"2018","66 and older","(0) in school","","","","","","","","",""
"2018","66 and older","(1a) inadequately completed","","","","","","","","",""
"2018","66 and older","(1b) general elementary school","","","","","","","","",""
"2018","66 and older","(1c) basic vocational qualification","","","","","","","","",""
"2018","66 and older","(2a) intermediate vocational","","","","","","","","",""
"2018","66 and older","(2b) intermediate general qualification","","","","","","","","",""
"2018","66 and older","(2c_gen) general maturity certificate","","","","","","","","",""
"2018","66 and older","(2c_voc) vocational maturity certificate","","","","","","","","",""
"2018","66 and older","(3a) lower tertiary education","","","","","","","","",""
"2018","66 and older","(3b) higher tertiary education","","","","","","","","",""
"2019","16-34 y.","(0) in school","3.84","4","330","3.66","4.02","1","2","5","6"
"2019","16-34 y.","(1a) inadequately completed","3.96","4","84","3.54","4.38","1","2","6","6"
"2019","16-34 y.","(1b) general elementary school","3.75","4","437","3.59","3.91","1","2","5","6"
"2019","16-34 y.","(1c) basic vocational qualification","3.71","4","328","3.52","3.9","1","2","5","6"
"2019","16-34 y.","(2a) intermediate vocational","3.68","4","691","3.56","3.8","2","2","5","6"
"2019","16-34 y.","(2b) intermediate general qualification","3.86","4","434","3.7","4.02","2","3","5","6"
"2019","16-34 y.","(2c_gen) general maturity certificate","3.82","4","938","3.71","3.93","2","2","5","6"
"2019","16-34 y.","(2c_voc) vocational maturity certificate","3.64","4","521","3.5","3.78","2","2","5","6"
"2019","16-34 y.","(3a) lower tertiary education","3.62","4","234","3.41","3.83","1","2","5","6"
"2019","16-34 y.","(3b) higher tertiary education","3.72","4","773","3.61","3.83","2","3","5","6"
"2019","35-65 y.","(0) in school","","","","","","","","",""
"2019","35-65 y.","(1a) inadequately completed","3.97","4","294","3.77","4.17","1","2","5","7"
"2019","35-65 y.","(1b) general elementary school","4.16","4","765","4.04","4.28","2","3","6","7"
"2019","35-65 y.","(1c) basic vocational qualification","4.05","4","2407","3.99","4.11","2","3","5","6"
"2019","35-65 y.","(2a) intermediate vocational","3.91","4","4233","3.86","3.96","2","3","5","6"
"2019","35-65 y.","(2b) intermediate general qualification","3.98","4","267","3.78","4.18","2","3","5","6"
"2019","35-65 y.","(2c_gen) general maturity certificate","3.77","4","446","3.61","3.93","2","3","5","6"
"2019","35-65 y.","(2c_voc) vocational maturity certificate","3.93","4","1891","3.86","4","2","3","5","6"
"2019","35-65 y.","(3a) lower tertiary education","3.91","4","1437","3.83","3.99","2","3","5","6"
"2019","35-65 y.","(3b) higher tertiary education","3.94","4","3104","3.88","4","2","3","5","6"
"2019","66 and older","(0) in school","","","","","","","","",""
"2019","66 and older","(1a) inadequately completed","3.46","3","61","3.01","3.91","1","2","5","6"
"2019","66 and older","(1b) general elementary school","4.26","4","464","4.12","4.4","2","3","6","6"
"2019","66 and older","(1c) basic vocational qualification","4.27","4","1752","4.2","4.34","2","3","5","6"
"2019","66 and older","(2a) intermediate vocational","4.19","4","987","4.1","4.28","2","3","5","6"
"2019","66 and older","(2b) intermediate general qualification","4.45","5","90","4.14","4.76","2","4","5","6"
"2019","66 and older","(2c_gen) general maturity certificate","4.16","4","89","3.82","4.5","2","3","5","6"
"2019","66 and older","(2c_voc) vocational maturity certificate","4.05","4","245","3.84","4.26","2","3","5","6"
"2019","66 and older","(3a) lower tertiary education","4.32","4","525","4.19","4.45","2","3","5","6"
"2019","66 and older","(3b) higher tertiary education","4.28","4","922","4.18","4.38","2","3","5","6"
