"plj0587","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Sometimes","2017","no migration background","vocational + Abi","398","0.268867854816594","0.245975868322553","0.291759841310634"
"Sometimes","2017","no migration background","higher vocational","449","0.324652455263773","0.300063190609012","0.349241719918533"
"Sometimes","2017","no migration background","higher education","1483","0.298110085020601","0.285523854116486","0.310696315924716"
"Sometimes","2017","direct migration background","in school","","","",""
"Sometimes","2017","direct migration background","inadequately","456","0.314378646352907","0.290482229953305","0.338275062752509"
"Sometimes","2017","direct migration background","general elemantary","446","0.294807592824188","0.27006002965665","0.319555155991725"
"Sometimes","2017","direct migration background","middle vocational","665","0.334986084434226","0.314233226777458","0.355738942090995"
"Sometimes","2017","direct migration background","vocational + Abi","285","0.375494547956863","0.340098597323564","0.410890498590161"
"Sometimes","2017","direct migration background","higher vocational","","","",""
"Sometimes","2017","direct migration background","higher education","582","0.33611817768667","0.31327688398458","0.35895947138876"
"Sometimes","2017","indirect migration background","in school","","","",""
"Sometimes","2017","indirect migration background","inadequately","","","",""
"Sometimes","2017","indirect migration background","general elemantary","92","0.285083215264978","0.232204286777632","0.337962143752324"
"Sometimes","2017","indirect migration background","middle vocational","229","0.368622367409453","0.333432718780327","0.403812016038579"
"Sometimes","2017","indirect migration background","vocational + Abi","","","",""
"Sometimes","2017","indirect migration background","higher vocational","","","",""
"Sometimes","2017","indirect migration background","higher education","77","0.27526480854566","0.223318589539551","0.327211027551768"
"Rarely ","2017","no migration background","in school","117","0.439755224791032","0.38262795043075","0.496882499151314"
"Rarely ","2017","no migration background","inadequately","53","0.359743692239769","0.287387073230985","0.432100311248554"
"Rarely ","2017","no migration background","general elemantary","609","0.367374184753512","0.344551304328525","0.390197065178499"
"Rarely ","2017","no migration background","middle vocational","3981","0.402544272910092","0.392859986572118","0.412228559248065"
"Rarely ","2017","no migration background","vocational + Abi","630","0.432852267353478","0.407270293595944","0.458434241111012"
"Rarely ","2017","no migration background","higher vocational","589","0.417109449352167","0.391215931643573","0.44300296706076"
"Rarely ","2017","no migration background","higher education","2298","0.457609926179176","0.443901852052072","0.471318000306279"
"Rarely ","2017","direct migration background","in school","","","",""
"Rarely ","2017","direct migration background","inadequately","203","0.189690171164389","0.169510594205872","0.209869748122906"
"Rarely ","2017","direct migration background","general elemantary","289","0.323394806326009","0.298005930041876","0.348783682610143"
"Rarely ","2017","direct migration background","middle vocational","520","0.307551200702516","0.287260282310864","0.327842119094167"
"Rarely ","2017","direct migration background","vocational + Abi","180","0.284765323175148","0.251777665559084","0.317752980791212"
"Rarely ","2017","direct migration background","higher vocational","38","0.39101327359996","0.290753421760711","0.491273125439208"
"Rarely ","2017","direct migration background","higher education","470","0.37976787392183","0.356300442915908","0.403235304927753"
"Rarely ","2017","indirect migration background","in school","40","0.446618007110803","0.34215342028548","0.551082593936127"
"Rarely ","2017","indirect migration background","inadequately","","","",""
"Rarely ","2017","indirect migration background","general elemantary","93","0.387262902689622","0.330205879329332","0.444319926049912"
"Rarely ","2017","indirect migration background","middle vocational","248","0.318341637949247","0.284362715769386","0.352320560129107"
"Rarely ","2017","indirect migration background","vocational + Abi","58","0.497091461318308","0.411142809027491","0.583040113609125"
"Rarely ","2017","indirect migration background","higher vocational","","","",""
"Rarely ","2017","indirect migration background","higher education","123","0.447374992576001","0.389546743894932","0.50520324125707"
"Never","2017","no migration background","in school","56","0.196045096769131","0.150352806341344","0.241737387196918"
"Never","2017","no migration background","inadequately","34","0.228387065271152","0.165096315538028","0.291677815004277"
"Never","2017","no migration background","general elemantary","344","0.193216604876385","0.174525138186989","0.211908071565781"
"Never","2017","no migration background","middle vocational","1980","0.196712187906274","0.18886237773119","0.204561998081358"
"Never","2017","no migration background","vocational + Abi","303","0.200730335264991","0.180049443072182","0.2214112274578"
"Never","2017","no migration background","higher vocational","274","0.197263896542109","0.176366954675252","0.218160838408965"
"Never","2017","no migration background","higher education","976","0.179041579516466","0.168492601416212","0.18959055761672"
"Never","2017","direct migration background","in school","","","",""
"Never","2017","direct migration background","inadequately","290","0.196301549115473","0.175857236227768","0.216745862003177"
"Never","2017","direct migration background","general elemantary","261","0.226345104553918","0.203632419057151","0.249057790050684"
"Never","2017","direct migration background","middle vocational","431","0.216581048185953","0.198469464796323","0.234692631575583"
"Never","2017","direct migration background","vocational + Abi","136","0.180044560717335","0.151959926350415","0.208129195084255"
"Never","2017","direct migration background","higher vocational","","","",""
"Never","2017","direct migration background","higher education","243","0.140504856111507","0.123701474511232","0.157308237711781"
"Never","2017","indirect migration background","in school","","","",""
"Never","2017","indirect migration background","inadequately","","","",""
"Never","2017","indirect migration background","general elemantary","62","0.191212589743384","0.145150407605122","0.237274771881647"
"Never","2017","indirect migration background","middle vocational","160","0.191474582484819","0.162774582500371","0.220174582469267"
"Never","2017","indirect migration background","vocational + Abi","30","0.220133503601392","0.148908969130748","0.291358038072036"
"Never","2017","indirect migration background","higher vocational","","","",""
"Never","2017","indirect migration background","higher education","58","0.200724270114796","0.15414022715908","0.247308313070512"
"Very often","2018","no migration background","in school","","","",""
"Very often","2018","no migration background","inadequately","","","",""
"Very often","2018","no migration background","general elemantary","","","",""
"Very often","2018","no migration background","middle vocational","","","",""
"Very often","2018","no migration background","vocational + Abi","","","",""
"Very often","2018","no migration background","higher vocational","","","",""
"Very often","2018","no migration background","higher education","","","",""
"Very often","2018","direct migration background","in school","","","",""
"Very often","2018","direct migration background","inadequately","","","",""
"Very often","2018","direct migration background","general elemantary","","","",""
"Very often","2018","direct migration background","middle vocational","","","",""
"Very often","2018","direct migration background","vocational + Abi","","","",""
"Very often","2018","direct migration background","higher vocational","","","",""
"Very often","2018","direct migration background","higher education","","","",""
"Very often","2018","indirect migration background","in school","","","",""
"Very often","2018","indirect migration background","inadequately","","","",""
"Very often","2018","indirect migration background","general elemantary","","","",""
"Very often","2018","indirect migration background","middle vocational","","","",""
"Very often","2018","indirect migration background","vocational + Abi","","","",""
"Very often","2018","indirect migration background","higher vocational","","","",""
"Very often","2018","indirect migration background","higher education","","","",""
"Often","2018","no migration background","in school","","","",""
"Often","2018","no migration background","inadequately","","","",""
"Often","2018","no migration background","general elemantary","","","",""
"Often","2018","no migration background","middle vocational","","","",""
"Often","2018","no migration background","vocational + Abi","","","",""
"Often","2018","no migration background","higher vocational","","","",""
"Often","2018","no migration background","higher education","","","",""
"Often","2018","direct migration background","in school","","","",""
"Often","2018","direct migration background","inadequately","33","0.140812129185583","0.0875779859976889","0.194046272373478"
"Often","2018","direct migration background","general elemantary","","","",""
"Often","2018","direct migration background","middle vocational","","","",""
"Often","2018","direct migration background","vocational + Abi","","","",""
"Often","2018","direct migration background","higher vocational","","","",""
"Often","2018","direct migration background","higher education","","","",""
"Often","2018","indirect migration background","in school","","","",""
"Often","2018","indirect migration background","inadequately","","","",""
"Often","2018","indirect migration background","general elemantary","","","",""
"Often","2018","indirect migration background","middle vocational","","","",""
"Often","2018","indirect migration background","vocational + Abi","","","",""
"Often","2018","indirect migration background","higher vocational","","","",""
"Often","2018","indirect migration background","higher education","","","",""
"Sometimes","2018","no migration background","in school","","","",""
"Sometimes","2018","no migration background","inadequately","","","",""
"Sometimes","2018","no migration background","general elemantary","","","",""
"Sometimes","2018","no migration background","middle vocational","","","",""
"Sometimes","2018","no migration background","vocational + Abi","","","",""
"Sometimes","2018","no migration background","higher vocational","","","",""
"Sometimes","2018","no migration background","higher education","","","",""
"Sometimes","2018","direct migration background","in school","","","",""
"Sometimes","2018","direct migration background","inadequately","51","0.417153820420147","0.341687833371364","0.492619807468929"
"Sometimes","2018","direct migration background","general elemantary","31","0.26072380357458","0.173801994577492","0.347645612571668"
"Sometimes","2018","direct migration background","middle vocational","","","",""
"Sometimes","2018","direct migration background","vocational + Abi","","","",""
"Sometimes","2018","direct migration background","higher vocational","","","",""
"Sometimes","2018","direct migration background","higher education","","","",""
"Sometimes","2018","indirect migration background","in school","","","",""
"Sometimes","2018","indirect migration background","inadequately","","","",""
"Sometimes","2018","indirect migration background","general elemantary","","","",""
"Sometimes","2018","indirect migration background","middle vocational","","","",""
"Sometimes","2018","indirect migration background","vocational + Abi","","","",""
"Sometimes","2018","indirect migration background","higher vocational","","","",""
"Sometimes","2018","indirect migration background","higher education","","","",""
"Rarely ","2018","no migration background","in school","","","",""
"Rarely ","2018","no migration background","inadequately","","","",""
"Rarely ","2018","no migration background","general elemantary","","","",""
"Rarely ","2018","no migration background","middle vocational","","","",""
"Rarely ","2018","no migration background","vocational + Abi","","","",""
"Rarely ","2018","no migration background","higher vocational","","","",""
"Rarely ","2018","no migration background","higher education","","","",""
"Rarely ","2018","direct migration background","in school","","","",""
"Rarely ","2018","direct migration background","inadequately","","","",""
"Rarely ","2018","direct migration background","general elemantary","","","",""
"Rarely ","2018","direct migration background","middle vocational","","","",""
"Rarely ","2018","direct migration background","vocational + Abi","","","",""
"Rarely ","2018","direct migration background","higher vocational","","","",""
"Rarely ","2018","direct migration background","higher education","","","",""
"Rarely ","2018","indirect migration background","in school","","","",""
"Rarely ","2018","indirect migration background","inadequately","","","",""
"Rarely ","2018","indirect migration background","general elemantary","","","",""
"Rarely ","2018","indirect migration background","middle vocational","","","",""
"Rarely ","2018","indirect migration background","vocational + Abi","","","",""
"Rarely ","2018","indirect migration background","higher vocational","","","",""
"Rarely ","2018","indirect migration background","higher education","","","",""
"Never","2018","no migration background","in school","","","",""
"Never","2018","no migration background","inadequately","","","",""
"Never","2018","no migration background","general elemantary","","","",""
"Never","2018","no migration background","middle vocational","","","",""
"Never","2018","no migration background","vocational + Abi","","","",""
"Never","2018","no migration background","higher vocational","","","",""
"Never","2018","no migration background","higher education","","","",""
"Never","2018","direct migration background","in school","","","",""
"Never","2018","direct migration background","inadequately","41","0.251227333574645","0.184847737918179","0.31760692923111"
"Never","2018","direct migration background","general elemantary","","","",""
"Never","2018","direct migration background","middle vocational","","","",""
"Never","2018","direct migration background","vocational + Abi","","","",""
"Never","2018","direct migration background","higher vocational","","","",""
"Never","2018","direct migration background","higher education","","","",""
"Never","2018","indirect migration background","in school","","","",""
"Never","2018","indirect migration background","inadequately","","","",""
"Never","2018","indirect migration background","general elemantary","","","",""
"Never","2018","indirect migration background","middle vocational","","","",""
"Never","2018","indirect migration background","vocational + Abi","","","",""
"Never","2018","indirect migration background","higher vocational","","","",""
"Never","2018","indirect migration background","higher education","","","",""
"Very often","2019","no migration background","in school","","","",""
"Very often","2019","no migration background","inadequately","","","",""
"Very often","2019","no migration background","general elemantary","","","",""
"Very often","2019","no migration background","middle vocational","","","",""
"Very often","2019","no migration background","vocational + Abi","","","",""
"Very often","2019","no migration background","higher vocational","","","",""
"Very often","2019","no migration background","higher education","","","",""
"Very often","2019","direct migration background","in school","","","",""
"Very often","2019","direct migration background","inadequately","","","",""
"Very often","2019","direct migration background","general elemantary","","","",""
"Very often","2019","direct migration background","middle vocational","","","",""
"Very often","2019","direct migration background","vocational + Abi","","","",""
"Very often","2019","direct migration background","higher vocational","","","",""
"Very often","2019","direct migration background","higher education","","","",""
"Very often","2019","indirect migration background","in school","","","",""
"Very often","2019","indirect migration background","inadequately","","","",""
"Very often","2019","indirect migration background","general elemantary","","","",""
"Very often","2019","indirect migration background","middle vocational","","","",""
"Very often","2019","indirect migration background","vocational + Abi","","","",""
"Very often","2019","indirect migration background","higher vocational","","","",""
"Very often","2019","indirect migration background","higher education","","","",""
"Often","2019","no migration background","in school","","","",""
"Often","2019","no migration background","inadequately","","","",""
"Often","2019","no migration background","general elemantary","","","",""
"Often","2019","no migration background","middle vocational","","","",""
"Often","2019","no migration background","vocational + Abi","","","",""
"Often","2019","no migration background","higher vocational","","","",""
"Often","2019","no migration background","higher education","","","",""
"Often","2019","direct migration background","in school","","","",""
"Often","2019","direct migration background","inadequately","32","0.217776854598675","0.147367183277534","0.288186525919816"
"Often","2019","direct migration background","general elemantary","","","",""
"Often","2019","direct migration background","middle vocational","","","",""
"Often","2019","direct migration background","vocational + Abi","","","",""
"Often","2019","direct migration background","higher vocational","","","",""
"Often","2019","direct migration background","higher education","","","",""
"Often","2019","indirect migration background","in school","","","",""
"Often","2019","indirect migration background","inadequately","","","",""
"Often","2019","indirect migration background","general elemantary","","","",""
"Often","2019","indirect migration background","middle vocational","","","",""
"Often","2019","indirect migration background","vocational + Abi","","","",""
"Often","2019","indirect migration background","higher vocational","","","",""
"Often","2019","indirect migration background","higher education","","","",""
"Sometimes","2019","no migration background","in school","","","",""
"Sometimes","2019","no migration background","inadequately","","","",""
"Sometimes","2019","no migration background","general elemantary","","","",""
"Sometimes","2019","no migration background","middle vocational","","","",""
"Sometimes","2019","no migration background","vocational + Abi","","","",""
"Sometimes","2019","no migration background","higher vocational","","","",""
"Sometimes","2019","no migration background","higher education","","","",""
"Sometimes","2019","direct migration background","in school","","","",""
"Sometimes","2019","direct migration background","inadequately","46","0.307902488453926","0.229152342257292","0.386652634650561"
"Sometimes","2019","direct migration background","general elemantary","","","",""
"Sometimes","2019","direct migration background","middle vocational","","","",""
"Sometimes","2019","direct migration background","vocational + Abi","","","",""
"Sometimes","2019","direct migration background","higher vocational","","","",""
"Sometimes","2019","direct migration background","higher education","","","",""
"Sometimes","2019","indirect migration background","in school","","","",""
"Sometimes","2019","indirect migration background","inadequately","","","",""
"Sometimes","2019","indirect migration background","general elemantary","","","",""
"Sometimes","2019","indirect migration background","middle vocational","","","",""
"Sometimes","2019","indirect migration background","vocational + Abi","","","",""
"Sometimes","2019","indirect migration background","higher vocational","","","",""
"Sometimes","2019","indirect migration background","higher education","","","",""
"Rarely ","2019","no migration background","in school","","","",""
"Rarely ","2019","no migration background","inadequately","","","",""
"Rarely ","2019","no migration background","general elemantary","","","",""
"Rarely ","2019","no migration background","middle vocational","","","",""
"Rarely ","2019","no migration background","vocational + Abi","","","",""
"Rarely ","2019","no migration background","higher vocational","","","",""
"Rarely ","2019","no migration background","higher education","","","",""
"Rarely ","2019","direct migration background","in school","","","",""
"Rarely ","2019","direct migration background","inadequately","","","",""
"Rarely ","2019","direct migration background","general elemantary","","","",""
"Rarely ","2019","direct migration background","middle vocational","","","",""
"Rarely ","2019","direct migration background","vocational + Abi","","","",""
"Rarely ","2019","direct migration background","higher vocational","","","",""
"Rarely ","2019","direct migration background","higher education","","","",""
"Rarely ","2019","indirect migration background","in school","","","",""
"Rarely ","2019","indirect migration background","inadequately","","","",""
"Rarely ","2019","indirect migration background","general elemantary","","","",""
"Rarely ","2019","indirect migration background","middle vocational","","","",""
"Rarely ","2019","indirect migration background","vocational + Abi","","","",""
"Rarely ","2019","indirect migration background","higher vocational","","","",""
"Rarely ","2019","indirect migration background","higher education","","","",""
"Never","2019","no migration background","in school","","","",""
"Never","2019","no migration background","inadequately","","","",""
"Never","2019","no migration background","general elemantary","","","",""
"Never","2019","no migration background","middle vocational","","","",""
"Never","2019","no migration background","vocational + Abi","","","",""
"Never","2019","no migration background","higher vocational","","","",""
"Never","2019","no migration background","higher education","","","",""
"Never","2019","direct migration background","in school","","","",""
"Never","2019","direct migration background","inadequately","","","",""
"Never","2019","direct migration background","general elemantary","","","",""
"Never","2019","direct migration background","middle vocational","","","",""
"Never","2019","direct migration background","vocational + Abi","","","",""
"Never","2019","direct migration background","higher vocational","","","",""
"Never","2019","direct migration background","higher education","","","",""
"Never","2019","indirect migration background","in school","","","",""
"Never","2019","indirect migration background","inadequately","","","",""
"Never","2019","indirect migration background","general elemantary","","","",""
"Never","2019","indirect migration background","middle vocational","","","",""
"Never","2019","indirect migration background","vocational + Abi","","","",""
"Never","2019","indirect migration background","higher vocational","","","",""
"Never","2019","indirect migration background","higher education","","","",""
