"plj0587","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely ","2015","secondary school degree","in school","","","",""
"Rarely ","2015","secondary school degree","inadequately","","","",""
"Rarely ","2015","secondary school degree","general elemantary","","","",""
"Rarely ","2015","secondary school degree","middle vocational","","","",""
"Rarely ","2015","secondary school degree","vocational + Abi","","","",""
"Rarely ","2015","secondary school degree","higher vocational","","","",""
"Rarely ","2015","secondary school degree","higher education","","","",""
"Rarely ","2015","college entrance qualification","in school","","","",""
"Rarely ","2015","college entrance qualification","inadequately","","","",""
"Rarely ","2015","college entrance qualification","general elemantary","","","",""
"Rarely ","2015","college entrance qualification","middle vocational","","","",""
"Rarely ","2015","college entrance qualification","vocational + Abi","","","",""
"Rarely ","2015","college entrance qualification","higher vocational","","","",""
"Rarely ","2015","college entrance qualification","higher education","","","",""
"Rarely ","2015","Other degree","in school","","","",""
"Rarely ","2015","Other degree","inadequately","","","",""
"Rarely ","2015","Other degree","general elemantary","","","",""
"Rarely ","2015","Other degree","middle vocational","","","",""
"Rarely ","2015","Other degree","vocational + Abi","","","",""
"Rarely ","2015","Other degree","higher vocational","","","",""
"Rarely ","2015","Other degree","higher education","","","",""
"Rarely ","2015","no degree/no degree yet","in school","","","",""
"Rarely ","2015","no degree/no degree yet","inadequately","","","",""
"Rarely ","2015","no degree/no degree yet","general elemantary","","","",""
"Rarely ","2015","no degree/no degree yet","middle vocational","","","",""
"Rarely ","2015","no degree/no degree yet","vocational + Abi","","","",""
"Rarely ","2015","no degree/no degree yet","higher vocational","","","",""
"Rarely ","2015","no degree/no degree yet","higher education","","","",""
"Never","2015","lower secondary degree","in school","","","",""
"Never","2015","lower secondary degree","inadequately","","","",""
"Never","2015","lower secondary degree","general elemantary","","","",""
"Never","2015","lower secondary degree","middle vocational","","","",""
"Never","2015","lower secondary degree","vocational + Abi","","","",""
"Never","2015","lower secondary degree","higher vocational","","","",""
"Never","2015","lower secondary degree","higher education","","","",""
"Never","2015","secondary school degree","in school","","","",""
"Never","2015","secondary school degree","inadequately","","","",""
"Never","2015","secondary school degree","general elemantary","","","",""
"Never","2015","secondary school degree","middle vocational","","","",""
"Never","2015","secondary school degree","vocational + Abi","","","",""
"Never","2015","secondary school degree","higher vocational","","","",""
"Never","2015","secondary school degree","higher education","","","",""
"Never","2015","college entrance qualification","in school","","","",""
"Never","2015","college entrance qualification","inadequately","","","",""
"Never","2015","college entrance qualification","general elemantary","","","",""
"Never","2015","college entrance qualification","middle vocational","","","",""
"Never","2015","college entrance qualification","vocational + Abi","","","",""
"Never","2015","college entrance qualification","higher vocational","","","",""
"Never","2015","college entrance qualification","higher education","","","",""
"Never","2015","Other degree","in school","","","",""
"Never","2015","Other degree","inadequately","","","",""
"Never","2015","Other degree","general elemantary","","","",""
"Never","2015","Other degree","middle vocational","","","",""
"Never","2015","Other degree","vocational + Abi","","","",""
"Never","2015","Other degree","higher vocational","","","",""
"Never","2015","Other degree","higher education","","","",""
"Never","2015","no degree/no degree yet","in school","","","",""
"Never","2015","no degree/no degree yet","inadequately","","","",""
"Never","2015","no degree/no degree yet","general elemantary","","","",""
"Never","2015","no degree/no degree yet","middle vocational","","","",""
"Never","2015","no degree/no degree yet","vocational + Abi","","","",""
"Never","2015","no degree/no degree yet","higher vocational","","","",""
"Never","2015","no degree/no degree yet","higher education","","","",""
"Very often","2016","lower secondary degree","in school","","","",""
"Very often","2016","lower secondary degree","inadequately","","","",""
"Very often","2016","lower secondary degree","general elemantary","1","","",""
"Very often","2016","lower secondary degree","middle vocational","","","",""
"Very often","2016","lower secondary degree","vocational + Abi","","","",""
"Very often","2016","lower secondary degree","higher vocational","","","",""
"Very often","2016","lower secondary degree","higher education","","","",""
"Very often","2016","secondary school degree","in school","","","",""
"Very often","2016","secondary school degree","inadequately","","","",""
"Very often","2016","secondary school degree","general elemantary","1","","",""
"Very often","2016","secondary school degree","middle vocational","","","",""
"Very often","2016","secondary school degree","vocational + Abi","","","",""
"Very often","2016","secondary school degree","higher vocational","","","",""
"Very often","2016","secondary school degree","higher education","","","",""
"Very often","2016","college entrance qualification","in school","","","",""
"Very often","2016","college entrance qualification","inadequately","","","",""
"Very often","2016","college entrance qualification","general elemantary","","","",""
"Very often","2016","college entrance qualification","middle vocational","2","","",""
"Very often","2016","college entrance qualification","vocational + Abi","","","",""
"Very often","2016","college entrance qualification","higher vocational","","","",""
"Very often","2016","college entrance qualification","higher education","","","",""
"Very often","2016","Other degree","in school","","","",""
"Very often","2016","Other degree","inadequately","","","",""
"Very often","2016","Other degree","general elemantary","113","0.141647157859931","0.117239454477245","0.166054861242616"
"Very often","2016","Other degree","middle vocational","105","0.150946594450014","0.124539239423259","0.17735394947677"
"Very often","2016","Other degree","vocational + Abi","13","","",""
"Very often","2016","Other degree","higher vocational","","","",""
"Very often","2016","Other degree","higher education","113","0.183523271264787","0.154969517048744","0.21207702548083"
"Very often","2016","no degree/no degree yet","in school","4","","",""
"Very often","2016","no degree/no degree yet","inadequately","269","0.212722227751003","0.192250036394032","0.233194419107974"
"Very often","2016","no degree/no degree yet","general elemantary","","","",""
"Very often","2016","no degree/no degree yet","middle vocational","4","","",""
"Very often","2016","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2016","no degree/no degree yet","higher vocational","","","",""
"Very often","2016","no degree/no degree yet","higher education","1","","",""
"Often","2016","lower secondary degree","in school","","","",""
"Often","2016","lower secondary degree","inadequately","","","",""
"Often","2016","lower secondary degree","general elemantary","3","","",""
"Often","2016","lower secondary degree","middle vocational","1","","",""
"Often","2016","lower secondary degree","vocational + Abi","","","",""
"Often","2016","lower secondary degree","higher vocational","","","",""
"Often","2016","lower secondary degree","higher education","","","",""
"Often","2016","secondary school degree","in school","","","",""
"Often","2016","secondary school degree","inadequately","","","",""
"Often","2016","secondary school degree","general elemantary","2","","",""
"Often","2016","secondary school degree","middle vocational","1","","",""
"Often","2016","secondary school degree","vocational + Abi","","","",""
"Often","2016","secondary school degree","higher vocational","","","",""
"Often","2016","secondary school degree","higher education","","","",""
"Often","2016","college entrance qualification","in school","","","",""
"Often","2016","college entrance qualification","inadequately","","","",""
"Often","2016","college entrance qualification","general elemantary","","","",""
"Often","2016","college entrance qualification","middle vocational","2","","",""
"Often","2016","college entrance qualification","vocational + Abi","","","",""
"Often","2016","college entrance qualification","higher vocational","","","",""
"Often","2016","college entrance qualification","higher education","2","","",""
"Often","2016","Other degree","in school","","","",""
"Often","2016","Other degree","inadequately","","","",""
"Often","2016","Other degree","general elemantary","140","0.210320142970427","0.181793148103364","0.23884713783749"
"Often","2016","Other degree","middle vocational","148","0.23098062636848","0.199891955266886","0.262069297470073"
"Often","2016","Other degree","vocational + Abi","17","","",""
"Often","2016","Other degree","higher vocational","","","",""
"Often","2016","Other degree","higher education","115","0.170958871044563","0.143188633199738","0.198729108889388"
"Often","2016","no degree/no degree yet","in school","3","","",""
"Often","2016","no degree/no degree yet","inadequately","280","0.205012829983924","0.184816870938238","0.225208789029611"
"Often","2016","no degree/no degree yet","general elemantary","","","",""
"Often","2016","no degree/no degree yet","middle vocational","2","","",""
"Often","2016","no degree/no degree yet","vocational + Abi","","","",""
"Often","2016","no degree/no degree yet","higher vocational","","","",""
"Often","2016","no degree/no degree yet","higher education","2","","",""
"Sometimes","2016","lower secondary degree","in school","","","",""
"Sometimes","2016","lower secondary degree","inadequately","","","",""
"Sometimes","2016","lower secondary degree","general elemantary","8","","",""
"Sometimes","2016","lower secondary degree","middle vocational","1","","",""
"Sometimes","2016","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2016","lower secondary degree","higher vocational","","","",""
"Sometimes","2016","lower secondary degree","higher education","","","",""
"Sometimes","2016","secondary school degree","in school","","","",""
"Sometimes","2016","secondary school degree","inadequately","","","",""
"Sometimes","2016","secondary school degree","general elemantary","4","","",""
"Sometimes","2016","secondary school degree","middle vocational","","","",""
"Sometimes","2016","secondary school degree","vocational + Abi","","","",""
"Sometimes","2016","secondary school degree","higher vocational","","","",""
"Sometimes","2016","secondary school degree","higher education","","","",""
"Sometimes","2016","college entrance qualification","in school","","","",""
"Sometimes","2016","college entrance qualification","inadequately","","","",""
"Sometimes","2016","college entrance qualification","general elemantary","","","",""
"Sometimes","2016","college entrance qualification","middle vocational","4","","",""
"Sometimes","2016","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2016","college entrance qualification","higher vocational","","","",""
"Sometimes","2016","college entrance qualification","higher education","1","","",""
"Sometimes","2016","Other degree","in school","","","",""
"Sometimes","2016","Other degree","inadequately","","","",""
"Sometimes","2016","Other degree","general elemantary","259","0.340696187572608","0.307520762960539","0.373871612184678"
"Sometimes","2016","Other degree","middle vocational","228","0.298204405377678","0.264459509934352","0.331949300821004"
"Sometimes","2016","Other degree","vocational + Abi","32","0.389775680382748","0.296492022704228","0.483059338061267"
"Sometimes","2016","Other degree","higher vocational","","","",""
"Sometimes","2016","Other degree","higher education","203","0.271273768141447","0.238476940156544","0.304070596126351"
"Sometimes","2016","no degree/no degree yet","in school","6","","",""
"Sometimes","2016","no degree/no degree yet","inadequately","414","0.289763452591207","0.267069130558298","0.312457774624116"
"Sometimes","2016","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2016","no degree/no degree yet","middle vocational","4","","",""
"Sometimes","2016","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2016","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2016","no degree/no degree yet","higher education","2","","",""
"Rarely ","2016","lower secondary degree","in school","","","",""
"Rarely ","2016","lower secondary degree","inadequately","","","",""
"Rarely ","2016","lower secondary degree","general elemantary","3","","",""
"Rarely ","2016","lower secondary degree","middle vocational","","","",""
"Rarely ","2016","lower secondary degree","vocational + Abi","","","",""
"Rarely ","2016","lower secondary degree","higher vocational","","","",""
"Rarely ","2016","lower secondary degree","higher education","","","",""
"Rarely ","2016","secondary school degree","in school","","","",""
"Rarely ","2016","secondary school degree","inadequately","","","",""
"Rarely ","2016","secondary school degree","general elemantary","3","","",""
"Rarely ","2016","secondary school degree","middle vocational","","","",""
"Rarely ","2016","secondary school degree","vocational + Abi","","","",""
"Rarely ","2016","secondary school degree","higher vocational","","","",""
"Rarely ","2016","secondary school degree","higher education","","","",""
"Rarely ","2016","college entrance qualification","in school","","","",""
"Rarely ","2016","college entrance qualification","inadequately","","","",""
"Rarely ","2016","college entrance qualification","general elemantary","","","",""
"Rarely ","2016","college entrance qualification","middle vocational","3","","",""
"Rarely ","2016","college entrance qualification","vocational + Abi","","","",""
"Rarely ","2016","college entrance qualification","higher vocational","","","",""
"Rarely ","2016","college entrance qualification","higher education","","","",""
"Rarely ","2016","Other degree","in school","","","",""
"Rarely ","2016","Other degree","inadequately","1","","",""
"Rarely ","2016","Other degree","general elemantary","104","0.127050319861405","0.103738694974067","0.150361944748742"
"Rarely ","2016","Other degree","middle vocational","112","0.146129826539013","0.12007362548735","0.172186027590676"
"Rarely ","2016","Other degree","vocational + Abi","13","","",""
"Rarely ","2016","Other degree","higher vocational","","","",""
"Rarely ","2016","Other degree","higher education","126","0.170144534195286","0.14242691199021","0.197862156400362"
"Rarely ","2016","no degree/no degree yet","in school","5","","",""
"Rarely ","2016","no degree/no degree yet","inadequately","223","0.114415418114186","0.0984914536213344","0.130339382607038"
"Rarely ","2016","no degree/no degree yet","general elemantary","","","",""
"Rarely ","2016","no degree/no degree yet","middle vocational","3","","",""
"Rarely ","2016","no degree/no degree yet","vocational + Abi","","","",""
"Rarely ","2016","no degree/no degree yet","higher vocational","","","",""
"Rarely ","2016","no degree/no degree yet","higher education","3","","",""
"Never","2016","lower secondary degree","in school","","","",""
"Never","2016","lower secondary degree","inadequately","","","",""
"Never","2016","lower secondary degree","general elemantary","6","","",""
"Never","2016","lower secondary degree","middle vocational","","","",""
"Never","2016","lower secondary degree","vocational + Abi","","","",""
"Never","2016","lower secondary degree","higher vocational","","","",""
"Never","2016","lower secondary degree","higher education","","","",""
"Never","2016","secondary school degree","in school","","","",""
"Never","2016","secondary school degree","inadequately","","","",""
"Never","2016","secondary school degree","general elemantary","2","","",""
"Never","2016","secondary school degree","middle vocational","","","",""
"Never","2016","secondary school degree","vocational + Abi","","","",""
"Never","2016","secondary school degree","higher vocational","","","",""
"Never","2016","secondary school degree","higher education","","","",""
"Never","2016","college entrance qualification","in school","","","",""
"Never","2016","college entrance qualification","inadequately","","","",""
"Never","2016","college entrance qualification","general elemantary","","","",""
"Never","2016","college entrance qualification","middle vocational","","","",""
"Never","2016","college entrance qualification","vocational + Abi","","","",""
"Never","2016","college entrance qualification","higher vocational","","","",""
"Never","2016","college entrance qualification","higher education","","","",""
"Never","2016","Other degree","in school","","","",""
"Never","2016","Other degree","inadequately","2","","",""
"Never","2016","Other degree","general elemantary","168","0.18028619173563","0.153376890670546","0.207195492800714"
"Never","2016","Other degree","middle vocational","113","0.173738547264815","0.145790428538309","0.201686665991321"
"Never","2016","Other degree","vocational + Abi","30","0.238755771998051","0.157211701319893","0.320299842676209"
"Never","2016","Other degree","higher vocational","","","",""
"Never","2016","Other degree","higher education","149","0.204099555353917","0.174369470862761","0.233829639845073"
"Never","2016","no degree/no degree yet","in school","6","","",""
"Never","2016","no degree/no degree yet","inadequately","349","0.178086071559679","0.158946947914639","0.19722519520472"
"Never","2016","no degree/no degree yet","general elemantary","","","",""
"Never","2016","no degree/no degree yet","middle vocational","6","","",""
"Never","2016","no degree/no degree yet","vocational + Abi","","","",""
"Never","2016","no degree/no degree yet","higher vocational","","","",""
"Never","2016","no degree/no degree yet","higher education","1","","",""
"Very often","2017","lower secondary degree","in school","","","",""
"Very often","2017","lower secondary degree","inadequately","","","",""
"Very often","2017","lower secondary degree","general elemantary","48","0.0308400367942467","0.0218950991661712","0.0397849744223222"
"Very often","2017","lower secondary degree","middle vocational","72","0.015880694509738","0.0121079844960385","0.0196534045234375"
"Very often","2017","lower secondary degree","vocational + Abi","1","","",""
"Very often","2017","lower secondary degree","higher vocational","","","",""
"Very often","2017","lower secondary degree","higher education","5","","",""
"Very often","2017","secondary school degree","in school","","","",""
"Very often","2017","secondary school degree","inadequately","","","",""
"Very often","2017","secondary school degree","general elemantary","24","","",""
"Very often","2017","secondary school degree","middle vocational","76","0.0150001516055447","0.0117629133106144","0.0182373899004749"
"Very often","2017","secondary school degree","vocational + Abi","1","","",""
"Very often","2017","secondary school degree","higher vocational","8","","",""
"Very often","2017","secondary school degree","higher education","4","","",""
"Very often","2017","college entrance qualification","in school","","","",""
"Very often","2017","college entrance qualification","inadequately","","","",""
"Very often","2017","college entrance qualification","general elemantary","","","",""
"Very often","2017","college entrance qualification","middle vocational","21","","",""
"Very often","2017","college entrance qualification","vocational + Abi","19","","",""
"Very often","2017","college entrance qualification","higher vocational","5","","",""
"Very often","2017","college entrance qualification","higher education","37","0.00752595172718452","0.00504615537005296","0.0100057480843161"
"Very often","2017","Other degree","in school","","","",""
"Very often","2017","Other degree","inadequately","1","","",""
"Very often","2017","Other degree","general elemantary","90","0.0298759284458472","0.0195440263421143","0.0402078305495801"
"Very often","2017","Other degree","middle vocational","98","0.0422750619833068","0.031674166065691","0.0528759579009225"
"Very often","2017","Other degree","vocational + Abi","31","0.0577083992468649","0.0392635088328589","0.0761532896608709"
"Very often","2017","Other degree","higher vocational","2","","",""
"Very often","2017","Other degree","higher education","113","0.0268414849749888","0.0184382575959322","0.0352447123540454"
"Very often","2017","no degree/no degree yet","in school","5","","",""
"Very often","2017","no degree/no degree yet","inadequately","223","0.0839936131041082","0.0703980799970248","0.0975891462111916"
"Very often","2017","no degree/no degree yet","general elemantary","","","",""
"Very often","2017","no degree/no degree yet","middle vocational","11","","",""
"Very often","2017","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2017","no degree/no degree yet","higher vocational","","","",""
"Very often","2017","no degree/no degree yet","higher education","2","","",""
"Often","2017","lower secondary degree","in school","","","",""
"Often","2017","lower secondary degree","inadequately","","","",""
"Often","2017","lower secondary degree","general elemantary","166","0.107393576989253","0.0913743594835866","0.123412794494919"
"Often","2017","lower secondary degree","middle vocational","320","0.0740225006205558","0.0661215945936649","0.0819234066474468"
"Often","2017","lower secondary degree","vocational + Abi","","","",""
"Often","2017","lower secondary degree","higher vocational","19","","",""
"Often","2017","lower secondary degree","higher education","9","","",""
"Often","2017","secondary school degree","in school","","","",""
"Often","2017","secondary school degree","inadequately","","","",""
"Often","2017","secondary school degree","general elemantary","76","0.0798355795433631","0.061284374558325","0.0983867845284011"
"Often","2017","secondary school degree","middle vocational","360","0.0643434361733639","0.0578088344565282","0.0708780378901995"
"Often","2017","secondary school degree","vocational + Abi","2","","",""
"Often","2017","secondary school degree","higher vocational","30","0.0367358577474853","0.0230144938719477","0.0504572216230228"
"Often","2017","secondary school degree","higher education","46","0.0631092559535594","0.0442706349868757","0.081947876920243"
"Often","2017","college entrance qualification","in school","","","",""
"Often","2017","college entrance qualification","inadequately","","","",""
"Often","2017","college entrance qualification","general elemantary","","","",""
"Often","2017","college entrance qualification","middle vocational","80","0.0832989650195185","0.0676511628968263","0.0989467671422107"
"Often","2017","college entrance qualification","vocational + Abi","106","0.0669860232333981","0.0549525221722431","0.0790195242945531"
"Often","2017","college entrance qualification","higher vocational","24","","",""
"Often","2017","college entrance qualification","higher education","245","0.0574139240232192","0.0507390227134258","0.0640888253330126"
"Often","2017","Other degree","in school","","","",""
"Often","2017","Other degree","inadequately","5","","",""
"Often","2017","Other degree","general elemantary","168","0.1297655666553","0.109371501508306","0.150159631802294"
"Often","2017","Other degree","middle vocational","186","0.0966078534186977","0.0810437389022349","0.11217196793516"
"Often","2017","Other degree","vocational + Abi","81","0.126077175292022","0.0998217727259497","0.152332577858093"
"Often","2017","Other degree","higher vocational","6","","",""
"Often","2017","Other degree","higher education","214","0.133774150831079","0.116074988063522","0.151473313598636"
"Often","2017","no degree/no degree yet","in school","29","","",""
"Often","2017","no degree/no degree yet","inadequately","309","0.165940062298433","0.147705383646354","0.184174740950511"
"Often","2017","no degree/no degree yet","general elemantary","","","",""
"Often","2017","no degree/no degree yet","middle vocational","14","","",""
"Often","2017","no degree/no degree yet","vocational + Abi","","","",""
"Often","2017","no degree/no degree yet","higher vocational","","","",""
"Often","2017","no degree/no degree yet","higher education","1","","",""
"Sometimes","2017","lower secondary degree","in school","","","",""
"Sometimes","2017","lower secondary degree","inadequately","","","",""
"Sometimes","2017","lower secondary degree","general elemantary","443","0.297141520506653","0.273496605595693","0.320786435417612"
"Sometimes","2017","lower secondary degree","middle vocational","1319","0.323875819124181","0.309753783599119","0.337997854649242"
"Sometimes","2017","lower secondary degree","vocational + Abi","2","","",""
"Sometimes","2017","lower secondary degree","higher vocational","96","0.329479047242699","0.277980713276834","0.380977381208565"
"Sometimes","2017","lower secondary degree","higher education","39","0.385375377173373","0.300057499560444","0.470693254786302"
"Sometimes","2017","secondary school degree","in school","","","",""
"Sometimes","2017","secondary school degree","inadequately","","","",""
"Sometimes","2017","secondary school degree","general elemantary","250","0.315628555508318","0.283817707337938","0.347439403678698"
"Sometimes","2017","secondary school degree","middle vocational","1677","0.326962449310011","0.314469144098315","0.339455754521707"
"Sometimes","2017","secondary school degree","vocational + Abi","7","","",""
"Sometimes","2017","secondary school degree","higher vocational","228","0.302055433972627","0.2685640353807","0.335546832564554"
"Sometimes","2017","secondary school degree","higher education","217","0.376470626333965","0.338934270194171","0.414006982473759"
"Sometimes","2017","college entrance qualification","in school","","","",""
"Sometimes","2017","college entrance qualification","inadequately","","","",""
"Sometimes","2017","college entrance qualification","general elemantary","","","",""
"Sometimes","2017","college entrance qualification","middle vocational","402","0.310797593260633","0.284589712858504","0.337005473662763"
"Sometimes","2017","college entrance qualification","vocational + Abi","457","0.266547375416577","0.245264560577006","0.287830190256149"
"Sometimes","2017","college entrance qualification","higher vocational","137","0.324234930539157","0.279837082197046","0.368632778881268"
"Sometimes","2017","college entrance qualification","higher education","1316","0.28205784707975","0.269145965222264","0.294969728937236"
"Sometimes","2017","Other degree","in school","","","",""
"Sometimes","2017","Other degree","inadequately","16","","",""
"Sometimes","2017","Other degree","general elemantary","375","0.320757388207334","0.292429987059318","0.34908478935535"
"Sometimes","2017","Other degree","middle vocational","469","0.317846374145578","0.293314553962282","0.342378194328874"
"Sometimes","2017","Other degree","vocational + Abi","246","0.380571771719039","0.342167663223396","0.418975880214683"
"Sometimes","2017","Other degree","higher vocational","14","","",""
"Sometimes","2017","Other degree","higher education","513","0.357715233167614","0.332793193644759","0.38263727269047"
"Sometimes","2017","no degree/no degree yet","in school","134","0.310883338847509","0.267236648600527","0.354530029094492"
"Sometimes","2017","no degree/no degree yet","inadequately","502","0.30714672510465","0.284535846374224","0.329757603835076"
"Sometimes","2017","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2017","no degree/no degree yet","middle vocational","45","0.381637386526172","0.299993117438962","0.463281655613381"
"Sometimes","2017","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2017","no degree/no degree yet","higher vocational","2","","",""
"Sometimes","2017","no degree/no degree yet","higher education","2","","",""
"Rarely ","2017","lower secondary degree","in school","","","",""
"Rarely ","2017","lower secondary degree","inadequately","","","",""
"Rarely ","2017","lower secondary degree","general elemantary","463","0.350446412506644","0.325760996948355","0.375131828064933"
"Rarely ","2017","lower secondary degree","middle vocational","1593","0.378485874840042","0.363849108391605","0.393122641288479"
"Rarely ","2017","lower secondary degree","vocational + Abi","1","","",""
"Rarely ","2017","lower secondary degree","higher vocational","140","0.424963481356086","0.370801240950116","0.479125721762055"
"Rarely ","2017","lower secondary degree","higher education","51","0.340511716328749","0.257438187964078","0.423585244693419"
"Rarely ","2017","secondary school degree","in school","","","",""
"Rarely ","2017","secondary school degree","inadequately","","","",""
"Rarely ","2017","secondary school degree","general elemantary","316","0.401611363705644","0.368058018117851","0.435164709293437"
"Rarely ","2017","secondary school degree","middle vocational","2227","0.410784103114898","0.39768164424161","0.423886561988186"
"Rarely ","2017","secondary school degree","vocational + Abi","4","","",""
"Rarely ","2017","secondary school degree","higher vocational","306","0.443888865451313","0.407648095722614","0.480129635180013"
"Rarely ","2017","secondary school degree","higher education","270","0.387355423657643","0.349614091865927","0.42509675544936"
"Rarely ","2017","college entrance qualification","in school","","","",""
"Rarely ","2017","college entrance qualification","inadequately","","","",""
"Rarely ","2017","college entrance qualification","general elemantary","","","",""
"Rarely ","2017","college entrance qualification","middle vocational","482","0.398850433064786","0.371122596517774","0.426578269611798"
"Rarely ","2017","college entrance qualification","vocational + Abi","729","0.444552241712203","0.420633471895763","0.468471011528644"
"Rarely ","2017","college entrance qualification","higher vocational","175","0.394322490719781","0.347969191436875","0.440675790002687"
"Rarely ","2017","college entrance qualification","higher education","2141","0.468326551004654","0.45400887270142","0.482644229307888"
"Rarely ","2017","Other degree","in school","","","",""
"Rarely ","2017","Other degree","inadequately","21","","",""
"Rarely ","2017","Other degree","general elemantary","212","0.316238376137231","0.288017818989163","0.344458933285299"
"Rarely ","2017","Other degree","middle vocational","331","0.303093384653194","0.278879996266128","0.32730677304026"
"Rarely ","2017","Other degree","vocational + Abi","134","0.244630658059564","0.210629083865187","0.27863223225394"
"Rarely ","2017","Other degree","higher vocational","13","","",""
"Rarely ","2017","Other degree","higher education","375","0.351575856823984","0.326750805079388","0.376400908568581"
"Rarely ","2017","no degree/no degree yet","in school","174","0.438301861641688","0.391512796549384","0.485090926733992"
"Rarely ","2017","no degree/no degree yet","inadequately","253","0.242302864994839","0.221301333964793","0.263304396024886"
"Rarely ","2017","no degree/no degree yet","general elemantary","","","",""
"Rarely ","2017","no degree/no degree yet","middle vocational","47","0.404726625075948","0.32223350049113","0.487219749660766"
"Rarely ","2017","no degree/no degree yet","vocational + Abi","","","",""
"Rarely ","2017","no degree/no degree yet","higher vocational","4","","",""
"Rarely ","2017","no degree/no degree yet","higher education","3","","",""
"Never","2017","lower secondary degree","in school","","","",""
"Never","2017","lower secondary degree","inadequately","","","",""
"Never","2017","lower secondary degree","general elemantary","315","0.214178453203204","0.192952265726313","0.235404640680095"
"Never","2017","lower secondary degree","middle vocational","914","0.207735110905484","0.195492192326539","0.219978029484428"
"Never","2017","lower secondary degree","vocational + Abi","","","",""
"Never","2017","lower secondary degree","higher vocational","65","0.20388438626715","0.159742269347781","0.248026503186519"
"Never","2017","lower secondary degree","higher education","21","","",""
"Never","2017","secondary school degree","in school","","","",""
"Never","2017","secondary school degree","inadequately","","","",""
"Never","2017","secondary school degree","general elemantary","154","0.173351480121736","0.147441600924254","0.199261359319218"
"Never","2017","secondary school degree","middle vocational","1076","0.182909859796182","0.172614007429116","0.193205712163249"
"Never","2017","secondary school degree","vocational + Abi","","","",""
"Never","2017","secondary school degree","higher vocational","150","0.197549940821535","0.168507912078976","0.226591969564093"
"Never","2017","secondary school degree","higher education","103","0.165963687394818","0.137139496753246","0.194787878036389"
"Never","2017","college entrance qualification","in school","","","",""
"Never","2017","college entrance qualification","inadequately","","","",""
"Never","2017","college entrance qualification","general elemantary","","","",""
"Never","2017","college entrance qualification","middle vocational","213","0.193102701799521","0.170750362163882","0.215455041435161"
"Never","2017","college entrance qualification","vocational + Abi","347","0.202424100739902","0.183083366901831","0.221764834577973"
"Never","2017","college entrance qualification","higher vocational","86","0.209886234473131","0.171261016291064","0.248511452655198"
"Never","2017","college entrance qualification","higher education","927","0.184675726165192","0.173541864586569","0.195809587743815"
"Never","2017","Other degree","in school","","","",""
"Never","2017","Other degree","inadequately","16","","",""
"Never","2017","Other degree","general elemantary","198","0.203362740554288","0.178935639043322","0.227789842065253"
"Never","2017","Other degree","middle vocational","300","0.240177325799224","0.217671125838166","0.262683525760282"
"Never","2017","Other degree","vocational + Abi","122","0.191011995682511","0.15991880662944","0.222105184735582"
"Never","2017","Other degree","higher vocational","7","","",""
"Never","2017","Other degree","higher education","206","0.130093274202333","0.11260226700523","0.147584281399437"
"Never","2017","no degree/no degree yet","in school","90","0.204716185903999","0.166667174249209","0.242765197558788"
"Never","2017","no degree/no degree yet","inadequately","312","0.20061673449797","0.180988331600719","0.220245137395221"
"Never","2017","no degree/no degree yet","general elemantary","","","",""
"Never","2017","no degree/no degree yet","middle vocational","19","","",""
"Never","2017","no degree/no degree yet","vocational + Abi","","","",""
"Never","2017","no degree/no degree yet","higher vocational","","","",""
"Never","2017","no degree/no degree yet","higher education","3","","",""
"Very often","2018","lower secondary degree","in school","","","",""
"Very often","2018","lower secondary degree","inadequately","","","",""
"Very often","2018","lower secondary degree","general elemantary","","","",""
"Very often","2018","lower secondary degree","middle vocational","","","",""
"Very often","2018","lower secondary degree","vocational + Abi","","","",""
"Very often","2018","lower secondary degree","higher vocational","","","",""
"Very often","2018","lower secondary degree","higher education","","","",""
"Very often","2018","secondary school degree","in school","","","",""
"Very often","2018","secondary school degree","inadequately","","","",""
"Very often","2018","secondary school degree","general elemantary","","","",""
"Very often","2018","secondary school degree","middle vocational","","","",""
"Very often","2018","secondary school degree","vocational + Abi","","","",""
"Very often","2018","secondary school degree","higher vocational","","","",""
"Very often","2018","secondary school degree","higher education","","","",""
"Very often","2018","college entrance qualification","in school","","","",""
"Very often","2018","college entrance qualification","inadequately","","","",""
"Very often","2018","college entrance qualification","general elemantary","","","",""
"Very often","2018","college entrance qualification","middle vocational","1","","",""
"Very often","2018","college entrance qualification","vocational + Abi","","","",""
"Very often","2018","college entrance qualification","higher vocational","","","",""
"Very often","2018","college entrance qualification","higher education","","","",""
"Very often","2018","Other degree","in school","","","",""
"Very often","2018","Other degree","inadequately","","","",""
"Very often","2018","Other degree","general elemantary","9","","",""
"Very often","2018","Other degree","middle vocational","7","","",""
"Very often","2018","Other degree","vocational + Abi","1","","",""
"Very often","2018","Other degree","higher vocational","","","",""
"Very often","2018","Other degree","higher education","8","","",""
