"plb0218","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2010","Employed","in school","1","","",""
"Rarely","2010","Employed","inadequately","12","","",""
"Rarely","2010","Employed","general elemantary","64","0.197272789676467","0.155463185650939","0.239082393701996"
"Rarely","2010","Employed","middle vocational","511","0.242409298851106","0.22392150031472","0.260897097387492"
"Rarely","2010","Employed","vocational + Abi","110","0.281553945485859","0.240045381310802","0.323062509660917"
"Rarely","2010","Employed","higher vocational","90","0.323299124300056","0.268017298578751","0.378580950021361"
"Rarely","2010","Employed","higher education","332","0.299649239341278","0.272353249191584","0.326945229490972"
"No, never","2011","Not Employed","in school","2","","",""
"No, never","2011","Not Employed","inadequately","6","","",""
"No, never","2011","Not Employed","general elemantary","28","","",""
"No, never","2011","Not Employed","middle vocational","104","0.594661112631842","0.524104857172712","0.665217368090972"
"No, never","2011","Not Employed","vocational + Abi","25","","",""
"No, never","2011","Not Employed","higher vocational","5","","",""
"No, never","2011","Not Employed","higher education","56","0.605600370066439","0.507837534448306","0.703363205684571"
"No, never","2011","Employed","in school","20","","",""
"No, never","2011","Employed","inadequately","48","0.36779057051467","0.286449106153333","0.449132034876007"
"No, never","2011","Employed","general elemantary","457","0.390801854100435","0.362327680048566","0.419276028152303"
"No, never","2011","Employed","middle vocational","2917","0.376545270631865","0.365793400437411","0.387297140826318"
"No, never","2011","Employed","vocational + Abi","612","0.412087728568261","0.386080745333694","0.438094711802828"
"No, never","2011","Employed","higher vocational","411","0.312600683311016","0.286810067632779","0.338391298989253"
"No, never","2011","Employed","higher education","1508","0.344988750282138","0.330765603892853","0.359211896671424"
"Yes, every week","2011","Not Employed","in school","3","","",""
"Yes, every week","2011","Not Employed","inadequately","1","","",""
"Yes, every week","2011","Not Employed","general elemantary","8","","",""
"Yes, every week","2011","Not Employed","middle vocational","27","","",""
"Yes, every week","2011","Not Employed","vocational + Abi","4","","",""
"Yes, every week","2011","Not Employed","higher vocational","1","","",""
"Yes, every week","2011","Not Employed","higher education","12","","",""
"Yes, every week","2011","Employed","in school","11","","",""
"Yes, every week","2011","Employed","inadequately","31","0.240195656695856","0.168132270114602","0.31225904327711"
"Yes, every week","2011","Employed","general elemantary","190","0.165688100653268","0.143990914263569","0.187385287042966"
"Yes, every week","2011","Employed","middle vocational","1093","0.142247393249631","0.134496064910375","0.149998721588887"
"Yes, every week","2011","Employed","vocational + Abi","146","0.123081218947006","0.105722628600483","0.140439809293528"
"Yes, every week","2011","Employed","higher vocational","176","0.151775730010117","0.13181305609239","0.171738403927844"
"Yes, every week","2011","Employed","higher education","681","0.15954285985442","0.148586524781408","0.170499194927432"
"Yes, every 2 weeks","2011","Not Employed","in school","1","","",""
"Yes, every 2 weeks","2011","Not Employed","inadequately","1","","",""
"Yes, every 2 weeks","2011","Not Employed","general elemantary","7","","",""
"Yes, every 2 weeks","2011","Not Employed","middle vocational","30","0.123053568922767","0.0758445192126538","0.170262618632879"
"Yes, every 2 weeks","2011","Not Employed","vocational + Abi","3","","",""
"Yes, every 2 weeks","2011","Not Employed","higher vocational","4","","",""
"Yes, every 2 weeks","2011","Not Employed","higher education","10","","",""
"Yes, every 2 weeks","2011","Employed","in school","9","","",""
"Yes, every 2 weeks","2011","Employed","inadequately","20","","",""
"Yes, every 2 weeks","2011","Employed","general elemantary","204","0.198135766699519","0.174874926254814","0.221396607144225"
"Yes, every 2 weeks","2011","Employed","middle vocational","1419","0.176594544727478","0.16813263352198","0.185056455932975"
"Yes, every 2 weeks","2011","Employed","vocational + Abi","201","0.134776621659867","0.11673355806363","0.152819685256105"
"Yes, every 2 weeks","2011","Employed","higher vocational","188","0.142649187642059","0.123192176235181","0.162106199048937"
"Yes, every 2 weeks","2011","Employed","higher education","462","0.101771758088627","0.0927253572890615","0.110818158888192"
"Yes, every 3-4 weeks","2011","Not Employed","in school","1","","",""
"Yes, every 3-4 weeks","2011","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2011","Not Employed","general elemantary","6","","",""
"Yes, every 3-4 weeks","2011","Not Employed","middle vocational","13","","",""
"Yes, every 3-4 weeks","2011","Not Employed","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2011","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2011","Not Employed","higher education","4","","",""
"Yes, every 3-4 weeks","2011","Employed","in school","2","","",""
"Yes, every 3-4 weeks","2011","Employed","inadequately","12","","",""
"Yes, every 3-4 weeks","2011","Employed","general elemantary","98","0.0785060796404759","0.062809991688064","0.0942021675928878"
"Yes, every 3-4 weeks","2011","Employed","middle vocational","737","0.0959880895594617","0.0894512368067296","0.102524942312194"
"Yes, every 3-4 weeks","2011","Employed","vocational + Abi","121","0.0842402304160396","0.0695648479892902","0.098915612842789"
"Yes, every 3-4 weeks","2011","Employed","higher vocational","118","0.092708027893378","0.0765720828621327","0.108843972924623"
"Yes, every 3-4 weeks","2011","Employed","higher education","411","0.0914254001674036","0.0828019200882258","0.100048880246581"
"Rarely","2011","Not Employed","in school","1","","",""
"Rarely","2011","Not Employed","inadequately","1","","",""
"Rarely","2011","Not Employed","general elemantary","4","","",""
"Rarely","2011","Not Employed","middle vocational","12","","",""
"Rarely","2011","Not Employed","vocational + Abi","8","","",""
"Rarely","2011","Not Employed","higher vocational","2","","",""
"Rarely","2011","Not Employed","higher education","14","","",""
"Rarely","2011","Employed","in school","6","","",""
"Rarely","2011","Employed","inadequately","24","","",""
"Rarely","2011","Employed","general elemantary","179","0.166868198906303","0.145109286372081","0.188627111440524"
"Rarely","2011","Employed","middle vocational","1635","0.208624701831565","0.199608013429066","0.217641390234065"
"Rarely","2011","Employed","vocational + Abi","296","0.245814200408826","0.223064193467003","0.268564207350649"
"Rarely","2011","Employed","higher vocational","348","0.30026637114343","0.274763920181414","0.325768822105445"
"Rarely","2011","Employed","higher education","1229","0.302271231607411","0.288530477861238","0.316011985353584"
"No, never","2012","Not Employed","in school","3","","",""
"No, never","2012","Not Employed","inadequately","4","","",""
"No, never","2012","Not Employed","general elemantary","16","","",""
"No, never","2012","Not Employed","middle vocational","54","0.453876864051785","0.35998012200338","0.547773606100191"
"No, never","2012","Not Employed","vocational + Abi","11","","",""
"No, never","2012","Not Employed","higher vocational","5","","",""
"No, never","2012","Not Employed","higher education","19","","",""
"No, never","2012","Employed","in school","3","","",""
"No, never","2012","Employed","inadequately","17","","",""
"No, never","2012","Employed","general elemantary","165","0.422690226260819","0.372891555675292","0.472488896846347"
"No, never","2012","Employed","middle vocational","883","0.385770883854681","0.365911758759946","0.405630008949415"
"No, never","2012","Employed","vocational + Abi","271","0.462552132012898","0.421293466569913","0.503810797455882"
"No, never","2012","Employed","higher vocational","106","0.29544068046332","0.244652673143676","0.346228687782964"
"No, never","2012","Employed","higher education","464","0.393940587975109","0.366656106696184","0.421225069254033"
"Yes, every week","2012","Not Employed","in school","","","",""
"Yes, every week","2012","Not Employed","inadequately","","","",""
"Yes, every week","2012","Not Employed","general elemantary","7","","",""
"Yes, every week","2012","Not Employed","middle vocational","15","","",""
"Yes, every week","2012","Not Employed","vocational + Abi","3","","",""
"Yes, every week","2012","Not Employed","higher vocational","1","","",""
"Yes, every week","2012","Not Employed","higher education","6","","",""
"Yes, every week","2012","Employed","in school","9","","",""
"Yes, every week","2012","Employed","inadequately","18","","",""
"Yes, every week","2012","Employed","general elemantary","52","0.127624028255943","0.0939867953098262","0.16126126120206"
"Yes, every week","2012","Employed","middle vocational","312","0.135189375064797","0.121239767908777","0.149138982220816"
"Yes, every week","2012","Employed","vocational + Abi","63","0.119456857913385","0.0926190201306914","0.146294695696078"
"Yes, every week","2012","Employed","higher vocational","61","0.210801588517017","0.165397257111152","0.256205919922882"
"Yes, every week","2012","Employed","higher education","182","0.131377535573721","0.112514185655148","0.150240885492294"
"Yes, every 2 weeks","2012","Not Employed","in school","","","",""
"Yes, every 2 weeks","2012","Not Employed","inadequately","2","","",""
"Yes, every 2 weeks","2012","Not Employed","general elemantary","5","","",""
"Yes, every 2 weeks","2012","Not Employed","middle vocational","17","","",""
"Yes, every 2 weeks","2012","Not Employed","vocational + Abi","3","","",""
"Yes, every 2 weeks","2012","Not Employed","higher vocational","2","","",""
"Yes, every 2 weeks","2012","Not Employed","higher education","4","","",""
"Yes, every 2 weeks","2012","Employed","in school","2","","",""
"Yes, every 2 weeks","2012","Employed","inadequately","15","","",""
"Yes, every 2 weeks","2012","Employed","general elemantary","78","0.226560510905685","0.184360994926652","0.268760026884719"
"Yes, every 2 weeks","2012","Employed","middle vocational","443","0.192918714583045","0.176820563200337","0.209016865965753"
"Yes, every 2 weeks","2012","Employed","vocational + Abi","88","0.17179095041616","0.140577858779832","0.203004042052489"
"Yes, every 2 weeks","2012","Employed","higher vocational","39","0.129087772109143","0.0917630149371652","0.166412529281121"
"Yes, every 2 weeks","2012","Employed","higher education","150","0.121199923016926","0.102976122525383","0.139423723508469"
"Yes, every 3-4 weeks","2012","Not Employed","in school","1","","",""
"Yes, every 3-4 weeks","2012","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2012","Not Employed","general elemantary","1","","",""
"Yes, every 3-4 weeks","2012","Not Employed","middle vocational","13","","",""
"Yes, every 3-4 weeks","2012","Not Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2012","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2012","Not Employed","higher education","2","","",""
"Yes, every 3-4 weeks","2012","Employed","in school","5","","",""
"Yes, every 3-4 weeks","2012","Employed","inadequately","5","","",""
"Yes, every 3-4 weeks","2012","Employed","general elemantary","30","0.0701521393810653","0.0444050228180384","0.0958992559440922"
"Yes, every 3-4 weeks","2012","Employed","middle vocational","231","0.0972964886886153","0.0852057916682609","0.10938718570897"
"Yes, every 3-4 weeks","2012","Employed","vocational + Abi","40","0.0670225740878418","0.0463300828478103","0.0877150653278733"
"Yes, every 3-4 weeks","2012","Employed","higher vocational","26","","",""
"Yes, every 3-4 weeks","2012","Employed","higher education","115","0.102042066072636","0.0851391998304746","0.118944932314798"
"Rarely","2012","Not Employed","in school","2","","",""
"Rarely","2012","Not Employed","inadequately","","","",""
"Rarely","2012","Not Employed","general elemantary","4","","",""
"Rarely","2012","Not Employed","middle vocational","9","","",""
"Rarely","2012","Not Employed","vocational + Abi","3","","",""
"Rarely","2012","Not Employed","higher vocational","3","","",""
"Rarely","2012","Not Employed","higher education","6","","",""
"Rarely","2012","Employed","in school","","","",""
"Rarely","2012","Employed","inadequately","8","","",""
"Rarely","2012","Employed","general elemantary","53","0.152973095196487","0.116685488912678","0.189260701480295"
"Rarely","2012","Employed","middle vocational","439","0.188824537808862","0.172857777476441","0.204791298141283"
"Rarely","2012","Employed","vocational + Abi","99","0.179177485569716","0.147442886973261","0.21091208416617"
"Rarely","2012","Employed","higher vocational","78","0.274351368781327","0.224682530766007","0.324020206796647"
"Rarely","2012","Employed","higher education","321","0.251439887361608","0.227214364193007","0.275665410530209"
"No, never","2013","Not Employed","in school","8","","",""
"No, never","2013","Not Employed","inadequately","3","","",""
"No, never","2013","Not Employed","general elemantary","19","","",""
"No, never","2013","Not Employed","middle vocational","81","0.370899484186761","0.302033410291886","0.439765558081637"
"No, never","2013","Not Employed","vocational + Abi","23","","",""
"No, never","2013","Not Employed","higher vocational","8","","",""
"No, never","2013","Not Employed","higher education","32","0.385529561080543","0.275376442134239","0.495682680026847"
"No, never","2013","Employed","in school","9","","",""
"No, never","2013","Employed","inadequately","44","0.317358014948186","0.234765743744628","0.399950286151744"
"No, never","2013","Employed","general elemantary","456","0.411631683479898","0.382171887492655","0.441091479467142"
"No, never","2013","Employed","middle vocational","2710","0.374109708456349","0.362916239188822","0.385303177723875"
"No, never","2013","Employed","vocational + Abi","588","0.389729457143381","0.363320256068667","0.416138658218095"
"No, never","2013","Employed","higher vocational","395","0.314192705701531","0.287079679430291","0.341305731972771"
"No, never","2013","Employed","higher education","1504","0.349271772584154","0.334587387335709","0.363956157832598"
"Yes, every week","2013","Not Employed","in school","4","","",""
"Yes, every week","2013","Not Employed","inadequately","2","","",""
"Yes, every week","2013","Not Employed","general elemantary","7","","",""
"Yes, every week","2013","Not Employed","middle vocational","26","","",""
"Yes, every week","2013","Not Employed","vocational + Abi","1","","",""
"Yes, every week","2013","Not Employed","higher vocational","2","","",""
"Yes, every week","2013","Not Employed","higher education","6","","",""
"Yes, every week","2013","Employed","in school","23","","",""
"Yes, every week","2013","Employed","inadequately","27","","",""
"Yes, every week","2013","Employed","general elemantary","174","0.179351548418972","0.156385734544554","0.20231736229339"
"Yes, every week","2013","Employed","middle vocational","937","0.127923690369688","0.120197438734055","0.13564994200532"
"Yes, every week","2013","Employed","vocational + Abi","126","0.106355366285187","0.0896608218312722","0.123049910739103"
"Yes, every week","2013","Employed","higher vocational","137","0.124658737914034","0.105364440931555","0.143953034896512"
"Yes, every week","2013","Employed","higher education","583","0.141086632575463","0.130364237194205","0.151809027956721"
"Yes, every 2 weeks","2013","Not Employed","in school","","","",""
"Yes, every 2 weeks","2013","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2013","Not Employed","general elemantary","4","","",""
"Yes, every 2 weeks","2013","Not Employed","middle vocational","33","0.101068574062135","0.0580962799181209","0.144040868206149"
"Yes, every 2 weeks","2013","Not Employed","vocational + Abi","1","","",""
"Yes, every 2 weeks","2013","Not Employed","higher vocational","2","","",""
"Yes, every 2 weeks","2013","Not Employed","higher education","12","","",""
"Yes, every 2 weeks","2013","Employed","in school","13","","",""
"Yes, every 2 weeks","2013","Employed","inadequately","25","","",""
"Yes, every 2 weeks","2013","Employed","general elemantary","188","0.162769804488889","0.140671443646585","0.184868165331192"
"Yes, every 2 weeks","2013","Employed","middle vocational","1330","0.188740361797239","0.179688697458695","0.197792026135784"
"Yes, every 2 weeks","2013","Employed","vocational + Abi","202","0.165141299111388","0.145034322144744","0.185248276078031"
"Yes, every 2 weeks","2013","Employed","higher vocational","150","0.114030326016288","0.0954651741127994","0.132595477919776"
"Yes, every 2 weeks","2013","Employed","higher education","417","0.102092592087769","0.0927667706616545","0.111418413513883"
"Yes, every 3-4 weeks","2013","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2013","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2013","Not Employed","general elemantary","2","","",""
"Yes, every 3-4 weeks","2013","Not Employed","middle vocational","18","","",""
"Yes, every 3-4 weeks","2013","Not Employed","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2013","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2013","Not Employed","higher education","6","","",""
"Yes, every 3-4 weeks","2013","Employed","in school","6","","",""
"Yes, every 3-4 weeks","2013","Employed","inadequately","13","","",""
"Yes, every 3-4 weeks","2013","Employed","general elemantary","83","0.0758684942171015","0.0600177988666067","0.0917191895675963"
"Yes, every 3-4 weeks","2013","Employed","middle vocational","631","0.0883446339744084","0.0817798332354157","0.094909434713401"
"Yes, every 3-4 weeks","2013","Employed","vocational + Abi","104","0.092848026259623","0.0771321425659559","0.10856390995329"
"Yes, every 3-4 weeks","2013","Employed","higher vocational","110","0.0981573969138293","0.0807791571084918","0.115535636719167"
"Yes, every 3-4 weeks","2013","Employed","higher education","370","0.0995890974847437","0.0903654972129259","0.108812697756562"
"Rarely","2013","Not Employed","in school","1","","",""
"Rarely","2013","Not Employed","inadequately","","","",""
"Rarely","2013","Not Employed","general elemantary","8","","",""
"Rarely","2013","Not Employed","middle vocational","31","0.244888522386905","0.183581963491378","0.306195081282432"
"Rarely","2013","Not Employed","vocational + Abi","5","","",""
"Rarely","2013","Not Employed","higher vocational","4","","",""
"Rarely","2013","Not Employed","higher education","19","","",""
"Rarely","2013","Employed","in school","9","","",""
"Rarely","2013","Employed","inadequately","13","","",""
"Rarely","2013","Employed","general elemantary","171","0.170378469395139","0.147872482492926","0.192884456297353"
"Rarely","2013","Employed","middle vocational","1571","0.220881605402316","0.211285442354957","0.230477768449675"
"Rarely","2013","Employed","vocational + Abi","290","0.245925851200421","0.22260622626595","0.269245476134891"
"Rarely","2013","Employed","higher vocational","334","0.348960833454318","0.321120733077648","0.376800933830989"
"Rarely","2013","Employed","higher education","1175","0.307959905267871","0.293740320329414","0.322179490206328"
"No, never","2014","Not Employed","in school","","","",""
"No, never","2014","Not Employed","inadequately","","","",""
"No, never","2014","Not Employed","general elemantary","","","",""
"No, never","2014","Not Employed","middle vocational","","","",""
"No, never","2014","Not Employed","vocational + Abi","","","",""
"No, never","2014","Not Employed","higher vocational","","","",""
"No, never","2014","Not Employed","higher education","","","",""
"No, never","2014","Employed","in school","","","",""
"No, never","2014","Employed","inadequately","","","",""
"No, never","2014","Employed","general elemantary","","","",""
"No, never","2014","Employed","middle vocational","","","",""
"No, never","2014","Employed","vocational + Abi","","","",""
"No, never","2014","Employed","higher vocational","","","",""
"No, never","2014","Employed","higher education","","","",""
"Yes, every week","2014","Not Employed","in school","","","",""
"Yes, every week","2014","Not Employed","inadequately","","","",""
"Yes, every week","2014","Not Employed","general elemantary","","","",""
"Yes, every week","2014","Not Employed","middle vocational","","","",""
"Yes, every week","2014","Not Employed","vocational + Abi","","","",""
"Yes, every week","2014","Not Employed","higher vocational","","","",""
"Yes, every week","2014","Not Employed","higher education","","","",""
"Yes, every week","2014","Employed","in school","","","",""
"Yes, every week","2014","Employed","inadequately","","","",""
"Yes, every week","2014","Employed","general elemantary","","","",""
"Yes, every week","2014","Employed","middle vocational","","","",""
"Yes, every week","2014","Employed","vocational + Abi","","","",""
"Yes, every week","2014","Employed","higher vocational","","","",""
"Yes, every week","2014","Employed","higher education","","","",""
"Yes, every 2 weeks","2014","Not Employed","in school","","","",""
"Yes, every 2 weeks","2014","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2014","Not Employed","general elemantary","","","",""
"Yes, every 2 weeks","2014","Not Employed","middle vocational","","","",""
"Yes, every 2 weeks","2014","Not Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","Not Employed","higher vocational","","","",""
"Yes, every 2 weeks","2014","Not Employed","higher education","","","",""
"Yes, every 2 weeks","2014","Employed","in school","","","",""
"Yes, every 2 weeks","2014","Employed","inadequately","","","",""
"Yes, every 2 weeks","2014","Employed","general elemantary","","","",""
"Yes, every 2 weeks","2014","Employed","middle vocational","","","",""
"Yes, every 2 weeks","2014","Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","Employed","higher vocational","","","",""
"Yes, every 2 weeks","2014","Employed","higher education","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","higher education","","","",""
"Yes, every 3-4 weeks","2014","Employed","in school","","","",""
"Yes, every 3-4 weeks","2014","Employed","inadequately","","","",""
"Yes, every 3-4 weeks","2014","Employed","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","Employed","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","Employed","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","Employed","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","Employed","higher education","","","",""
"Rarely","2014","Not Employed","in school","","","",""
"Rarely","2014","Not Employed","inadequately","","","",""
"Rarely","2014","Not Employed","general elemantary","","","",""
"Rarely","2014","Not Employed","middle vocational","","","",""
"Rarely","2014","Not Employed","vocational + Abi","","","",""
"Rarely","2014","Not Employed","higher vocational","","","",""
"Rarely","2014","Not Employed","higher education","","","",""
"Rarely","2014","Employed","in school","","","",""
"Rarely","2014","Employed","inadequately","","","",""
"Rarely","2014","Employed","general elemantary","","","",""
"Rarely","2014","Employed","middle vocational","","","",""
"Rarely","2014","Employed","vocational + Abi","","","",""
"Rarely","2014","Employed","higher vocational","","","",""
"Rarely","2014","Employed","higher education","","","",""
"No, never","2015","Not Employed","in school","7","","",""
"No, never","2015","Not Employed","inadequately","5","","",""
"No, never","2015","Not Employed","general elemantary","22","","",""
"No, never","2015","Not Employed","middle vocational","70","0.593953291668295","0.5126050412199","0.675301542116689"
"No, never","2015","Not Employed","vocational + Abi","10","","",""
"No, never","2015","Not Employed","higher vocational","3","","",""
"No, never","2015","Not Employed","higher education","33","0.45073957062375","0.331598173380184","0.569880967867317"
"No, never","2015","Employed","in school","7","","",""
"No, never","2015","Employed","inadequately","61","0.417446328102671","0.33516963226426","0.499723023941082"
"No, never","2015","Employed","general elemantary","505","0.410434807634523","0.382332119136209","0.438537496132837"
"No, never","2015","Employed","middle vocational","2623","0.386946752701907","0.375349152244464","0.39854435315935"
"No, never","2015","Employed","vocational + Abi","640","0.392779314687707","0.367737225042617","0.417821404332798"
"No, never","2015","Employed","higher vocational","358","0.311645319968108","0.283332184093797","0.339958455842419"
"No, never","2015","Employed","higher education","1551","0.360124450030151","0.345307395088714","0.374941504971588"
"Yes, every week","2015","Not Employed","in school","4","","",""
"Yes, every week","2015","Not Employed","inadequately","","","",""
"Yes, every week","2015","Not Employed","general elemantary","16","","",""
"Yes, every week","2015","Not Employed","middle vocational","19","","",""
"Yes, every week","2015","Not Employed","vocational + Abi","2","","",""
"Yes, every week","2015","Not Employed","higher vocational","1","","",""
"Yes, every week","2015","Not Employed","higher education","9","","",""
"Yes, every week","2015","Employed","in school","9","","",""
"Yes, every week","2015","Employed","inadequately","24","","",""
"Yes, every week","2015","Employed","general elemantary","202","0.181338319274483","0.159326452071457","0.203350186477508"
"Yes, every week","2015","Employed","middle vocational","922","0.130369873679967","0.122352181992928","0.138387565367007"
"Yes, every week","2015","Employed","vocational + Abi","140","0.0974863939350861","0.0822766513139997","0.112696136556172"
"Yes, every week","2015","Employed","higher vocational","124","0.133747917582698","0.112940547389752","0.154555287775643"
"Yes, every week","2015","Employed","higher education","546","0.145416807245299","0.134535719675825","0.156297894814774"
"Yes, every 2 weeks","2015","Not Employed","in school","9","","",""
"Yes, every 2 weeks","2015","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2015","Not Employed","general elemantary","9","","",""
"Yes, every 2 weeks","2015","Not Employed","middle vocational","25","","",""
"Yes, every 2 weeks","2015","Not Employed","vocational + Abi","4","","",""
"Yes, every 2 weeks","2015","Not Employed","higher vocational","","","",""
"Yes, every 2 weeks","2015","Not Employed","higher education","9","","",""
"Yes, every 2 weeks","2015","Employed","in school","7","","",""
"Yes, every 2 weeks","2015","Employed","inadequately","30","0.2407801331646","0.169445134911576","0.312115131417625"
"Yes, every 2 weeks","2015","Employed","general elemantary","222","0.195885308311907","0.173211744352904","0.218558872270909"
"Yes, every 2 weeks","2015","Employed","middle vocational","1208","0.178640722959859","0.169519559086531","0.187761886833188"
"Yes, every 2 weeks","2015","Employed","vocational + Abi","222","0.163745745143736","0.144770946968965","0.182720543318507"
"Yes, every 2 weeks","2015","Employed","higher vocational","119","0.108902935373292","0.0898600026467908","0.127945868099793"
"Yes, every 2 weeks","2015","Employed","higher education","450","0.125513794696416","0.115287694568072","0.13573989482476"
"Yes, every 3-4 weeks","2015","Not Employed","in school","1","","",""
"Yes, every 3-4 weeks","2015","Not Employed","inadequately","2","","",""
"Yes, every 3-4 weeks","2015","Not Employed","general elemantary","5","","",""
"Yes, every 3-4 weeks","2015","Not Employed","middle vocational","5","","",""
"Yes, every 3-4 weeks","2015","Not Employed","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2015","Not Employed","higher vocational","1","","",""
"Yes, every 3-4 weeks","2015","Not Employed","higher education","7","","",""
"Yes, every 3-4 weeks","2015","Employed","in school","4","","",""
"Yes, every 3-4 weeks","2015","Employed","inadequately","7","","",""
"Yes, every 3-4 weeks","2015","Employed","general elemantary","85","0.0732202090526065","0.0583381295794406","0.0881022885257724"
"Yes, every 3-4 weeks","2015","Employed","middle vocational","574","0.0816178837571688","0.0750986310616957","0.088137136452642"
"Yes, every 3-4 weeks","2015","Employed","vocational + Abi","132","0.0956579382967654","0.0805762536155494","0.110739622977981"
"Yes, every 3-4 weeks","2015","Employed","higher vocational","95","0.100943655530849","0.0825281136419315","0.119359197419767"
"Yes, every 3-4 weeks","2015","Employed","higher education","367","0.0974189337234281","0.0882661621309861","0.10657170531587"
"Rarely","2015","Not Employed","in school","2","","",""
"Rarely","2015","Not Employed","inadequately","","","",""
"Rarely","2015","Not Employed","general elemantary","8","","",""
"Rarely","2015","Not Employed","middle vocational","21","","",""
"Rarely","2015","Not Employed","vocational + Abi","6","","",""
"Rarely","2015","Not Employed","higher vocational","1","","",""
"Rarely","2015","Not Employed","higher education","9","","",""
"Rarely","2015","Employed","in school","6","","",""
"Rarely","2015","Employed","inadequately","16","","",""
"Rarely","2015","Employed","general elemantary","163","0.139121355726481","0.119350397094074","0.158892314358888"
"Rarely","2015","Employed","middle vocational","1448","0.222424766901097","0.212522007604483","0.232327526197711"
"Rarely","2015","Employed","vocational + Abi","327","0.250330607936706","0.228117217511977","0.272543998361434"
"Rarely","2015","Employed","higher vocational","332","0.344760171545054","0.315705884576551","0.373814458513557"
"Rarely","2015","Employed","higher education","1118","0.271526014304706","0.257798225935516","0.285253802673896"
"No, never","2016","Not Employed","in school","","","",""
"No, never","2016","Not Employed","inadequately","","","",""
"No, never","2016","Not Employed","general elemantary","","","",""
"No, never","2016","Not Employed","middle vocational","","","",""
"No, never","2016","Not Employed","vocational + Abi","","","",""
"No, never","2016","Not Employed","higher vocational","","","",""
"No, never","2016","Not Employed","higher education","","","",""
"No, never","2016","Employed","in school","","","",""
"No, never","2016","Employed","inadequately","","","",""
"No, never","2016","Employed","general elemantary","","","",""
"No, never","2016","Employed","middle vocational","","","",""
"No, never","2016","Employed","vocational + Abi","","","",""
"No, never","2016","Employed","higher vocational","","","",""
"No, never","2016","Employed","higher education","","","",""
"Yes, every week","2016","Not Employed","in school","","","",""
"Yes, every week","2016","Not Employed","inadequately","","","",""
"Yes, every week","2016","Not Employed","general elemantary","","","",""
"Yes, every week","2016","Not Employed","middle vocational","","","",""
"Yes, every week","2016","Not Employed","vocational + Abi","","","",""
"Yes, every week","2016","Not Employed","higher vocational","","","",""
"Yes, every week","2016","Not Employed","higher education","","","",""
"Yes, every week","2016","Employed","in school","","","",""
"Yes, every week","2016","Employed","inadequately","","","",""
"Yes, every week","2016","Employed","general elemantary","","","",""
"Yes, every week","2016","Employed","middle vocational","","","",""
"Yes, every week","2016","Employed","vocational + Abi","","","",""
"Yes, every week","2016","Employed","higher vocational","","","",""
"Yes, every week","2016","Employed","higher education","","","",""
"Yes, every 2 weeks","2016","Not Employed","in school","","","",""
"Yes, every 2 weeks","2016","Not Employed","inadequately","","","",""
"Yes, every 2 weeks","2016","Not Employed","general elemantary","","","",""
"Yes, every 2 weeks","2016","Not Employed","middle vocational","","","",""
"Yes, every 2 weeks","2016","Not Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2016","Not Employed","higher vocational","","","",""
"Yes, every 2 weeks","2016","Not Employed","higher education","","","",""
"Yes, every 2 weeks","2016","Employed","in school","","","",""
"Yes, every 2 weeks","2016","Employed","inadequately","","","",""
"Yes, every 2 weeks","2016","Employed","general elemantary","","","",""
"Yes, every 2 weeks","2016","Employed","middle vocational","","","",""
"Yes, every 2 weeks","2016","Employed","vocational + Abi","","","",""
"Yes, every 2 weeks","2016","Employed","higher vocational","","","",""
"Yes, every 2 weeks","2016","Employed","higher education","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","in school","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","inadequately","","","",""
