"plb0218","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2012","Employed","no degree/no degree yet","28","","",""
"Yes, every 2 weeks","2012","Not Employed","lower secondary degree","7","","",""
"Yes, every 2 weeks","2012","Not Employed","secondary school degree","13","","",""
"Yes, every 2 weeks","2012","Not Employed","college entrance qualification","8","","",""
"Yes, every 2 weeks","2012","Not Employed","Other degree","3","","",""
"Yes, every 2 weeks","2012","Not Employed","no degree/no degree yet","2","","",""
"Yes, every 2 weeks","2012","Employed","lower secondary degree","179","0.212390680050798","0.185802457795968","0.238978902305627"
"Yes, every 2 weeks","2012","Employed","secondary school degree","305","0.169120090386677","0.151481450995372","0.186758729777983"
"Yes, every 2 weeks","2012","Employed","college entrance qualification","218","0.115613484065259","0.100399867352887","0.13082710077763"
"Yes, every 2 weeks","2012","Employed","Other degree","91","0.260334405522709","0.218810046453121","0.301858764592296"
"Yes, every 2 weeks","2012","Employed","no degree/no degree yet","19","","",""
"Yes, every 3-4 weeks","2012","Not Employed","lower secondary degree","5","","",""
"Yes, every 3-4 weeks","2012","Not Employed","secondary school degree","7","","",""
"Yes, every 3-4 weeks","2012","Not Employed","college entrance qualification","2","","",""
"Yes, every 3-4 weeks","2012","Not Employed","Other degree","2","","",""
"Yes, every 3-4 weeks","2012","Not Employed","no degree/no degree yet","1","","",""
"Yes, every 3-4 weeks","2012","Employed","lower secondary degree","87","0.0959623065812848","0.0768149088835565","0.115109704279013"
"Yes, every 3-4 weeks","2012","Employed","secondary school degree","163","0.0917647394899579","0.0781804962723578","0.105348982707558"
"Yes, every 3-4 weeks","2012","Employed","college entrance qualification","149","0.0921794838207609","0.0784161291182632","0.105942838523259"
"Yes, every 3-4 weeks","2012","Employed","Other degree","41","0.0876483212587285","0.060889166954594","0.114407475562863"
"Yes, every 3-4 weeks","2012","Employed","no degree/no degree yet","11","","",""
"Rarely","2012","Not Employed","lower secondary degree","2","","",""
"Rarely","2012","Not Employed","secondary school degree","12","","",""
"Rarely","2012","Not Employed","college entrance qualification","8","","",""
"Rarely","2012","Not Employed","Other degree","1","","",""
"Rarely","2012","Not Employed","no degree/no degree yet","4","","",""
"Rarely","2012","Employed","lower secondary degree","179","0.194790854394837","0.169045149901617","0.220536558888057"
"Rarely","2012","Employed","secondary school degree","330","0.190521254029434","0.172042495419208","0.20900001263966"
"Rarely","2012","Employed","college entrance qualification","393","0.236699137785338","0.216475774459472","0.256922501111203"
"Rarely","2012","Employed","Other degree","81","0.166857685987795","0.131575770997555","0.202139600978036"
"Rarely","2012","Employed","no degree/no degree yet","9","","",""
"No, never","2013","Not Employed","lower secondary degree","30","0.315391578718952","0.205751406084716","0.425031751353187"
"No, never","2013","Not Employed","secondary school degree","63","0.491918934576524","0.407897148010537","0.575940721142512"
"No, never","2013","Not Employed","college entrance qualification","54","0.403732928520077","0.312865847148837","0.494600009891317"
"No, never","2013","Not Employed","Other degree","16","","",""
"No, never","2013","Not Employed","no degree/no degree yet","10","","",""
"No, never","2013","Employed","lower secondary degree","1074","0.364506102768881","0.347397308920511","0.38161489661725"
"No, never","2013","Employed","secondary school degree","2106","0.372206637165907","0.359251178045636","0.385162096286179"
"No, never","2013","Employed","college entrance qualification","2075","0.368943113016707","0.355893438141775","0.381992787891639"
"No, never","2013","Employed","Other degree","330","0.367371739779398","0.335501831015615","0.399241648543181"
"No, never","2013","Employed","no degree/no degree yet","54","0.246869466538274","0.187699431810635","0.306039501265913"
"Yes, every week","2013","Not Employed","lower secondary degree","12","","",""
"Yes, every week","2013","Not Employed","secondary school degree","14","","",""
"Yes, every week","2013","Not Employed","college entrance qualification","10","","",""
"Yes, every week","2013","Not Employed","Other degree","6","","",""
"Yes, every week","2013","Not Employed","no degree/no degree yet","6","","",""
"Yes, every week","2013","Employed","lower secondary degree","485","0.159975478251671","0.146944290867919","0.173006665635423"
"Yes, every week","2013","Employed","secondary school degree","592","0.112469712628491","0.104002084523826","0.120937340733155"
"Yes, every week","2013","Employed","college entrance qualification","697","0.131698154124211","0.122552580749608","0.140843727498813"
"Yes, every week","2013","Employed","Other degree","143","0.142370784421828","0.119270683570504","0.165470885273151"
"Yes, every week","2013","Employed","no degree/no degree yet","59","0.375831406178521","0.309368320858432","0.442294491498611"
"Yes, every 2 weeks","2013","Not Employed","lower secondary degree","11","","",""
"Yes, every 2 weeks","2013","Not Employed","secondary school degree","21","","",""
"Yes, every 2 weeks","2013","Not Employed","college entrance qualification","15","","",""
"Yes, every 2 weeks","2013","Not Employed","Other degree","3","","",""
"Yes, every 2 weeks","2013","Not Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2013","Employed","lower secondary degree","560","0.185737084401605","0.171912791107378","0.199561377695832"
"Yes, every 2 weeks","2013","Employed","secondary school degree","927","0.173588262423225","0.163437216134609","0.183739308711841"
"Yes, every 2 weeks","2013","Employed","college entrance qualification","608","0.120345854418587","0.111546368989197","0.129145339847977"
"Yes, every 2 weeks","2013","Employed","Other degree","157","0.168892995460646","0.144125166270441","0.193660824650852"
"Yes, every 2 weeks","2013","Employed","no degree/no degree yet","44","0.16325399774049","0.112536041708489","0.213971953772491"
"Yes, every 3-4 weeks","2013","Not Employed","lower secondary degree","5","","",""
"Yes, every 3-4 weeks","2013","Not Employed","secondary school degree","10","","",""
"Yes, every 3-4 weeks","2013","Not Employed","college entrance qualification","9","","",""
"Yes, every 3-4 weeks","2013","Not Employed","Other degree","2","","",""
"Yes, every 3-4 weeks","2013","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2013","Employed","lower secondary degree","258","0.0797832985931074","0.0701513900812758","0.0894152071049389"
"Yes, every 3-4 weeks","2013","Employed","secondary school degree","493","0.0922010338170269","0.0844472242783991","0.0999548433556546"
"Yes, every 3-4 weeks","2013","Employed","college entrance qualification","445","0.0938170766346078","0.0859314789274795","0.101702674341736"
"Yes, every 3-4 weeks","2013","Employed","Other degree","77","0.111239062076202","0.0904528768972077","0.132025247255196"
"Yes, every 3-4 weeks","2013","Employed","no degree/no degree yet","20","","",""
"Rarely","2013","Not Employed","lower secondary degree","11","","",""
"Rarely","2013","Not Employed","secondary school degree","28","","",""
"Rarely","2013","Not Employed","college entrance qualification","24","","",""
"Rarely","2013","Not Employed","Other degree","2","","",""
"Rarely","2013","Not Employed","no degree/no degree yet","1","","",""
"Rarely","2013","Employed","lower secondary degree","663","0.209998035984736","0.195519221579333","0.224476850390139"
"Rarely","2013","Employed","secondary school degree","1230","0.24953435396535","0.237936357498334","0.261132350432365"
"Rarely","2013","Employed","college entrance qualification","1427","0.285195801805888","0.272984812702243","0.297406790909532"
"Rarely","2013","Employed","Other degree","172","0.210125418261926","0.183193206650226","0.237057629873625"
"Rarely","2013","Employed","no degree/no degree yet","27","","",""
"No, never","2014","Not Employed","lower secondary degree","","","",""
"No, never","2014","Not Employed","secondary school degree","","","",""
"No, never","2014","Not Employed","college entrance qualification","","","",""
"No, never","2014","Not Employed","Other degree","","","",""
"No, never","2014","Not Employed","no degree/no degree yet","","","",""
"No, never","2014","Employed","lower secondary degree","","","",""
"No, never","2014","Employed","secondary school degree","","","",""
"No, never","2014","Employed","college entrance qualification","","","",""
"No, never","2014","Employed","Other degree","","","",""
"No, never","2014","Employed","no degree/no degree yet","","","",""
"Yes, every week","2014","Not Employed","lower secondary degree","","","",""
"Yes, every week","2014","Not Employed","secondary school degree","","","",""
"Yes, every week","2014","Not Employed","college entrance qualification","","","",""
"Yes, every week","2014","Not Employed","Other degree","","","",""
"Yes, every week","2014","Not Employed","no degree/no degree yet","","","",""
"Yes, every week","2014","Employed","lower secondary degree","","","",""
"Yes, every week","2014","Employed","secondary school degree","","","",""
"Yes, every week","2014","Employed","college entrance qualification","","","",""
"Yes, every week","2014","Employed","Other degree","","","",""
"Yes, every week","2014","Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","Not Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","Not Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2014","Not Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","Not Employed","Other degree","","","",""
"Yes, every 2 weeks","2014","Not Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2014","Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","Employed","Other degree","","","",""
"Yes, every 2 weeks","2014","Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2014","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2014","Employed","no degree/no degree yet","","","",""
"Rarely","2014","Not Employed","lower secondary degree","","","",""
"Rarely","2014","Not Employed","secondary school degree","","","",""
"Rarely","2014","Not Employed","college entrance qualification","","","",""
"Rarely","2014","Not Employed","Other degree","","","",""
"Rarely","2014","Not Employed","no degree/no degree yet","","","",""
"Rarely","2014","Employed","lower secondary degree","","","",""
"Rarely","2014","Employed","secondary school degree","","","",""
"Rarely","2014","Employed","college entrance qualification","","","",""
"Rarely","2014","Employed","Other degree","","","",""
"Rarely","2014","Employed","no degree/no degree yet","","","",""
"No, never","2015","Not Employed","lower secondary degree","25","","",""
"No, never","2015","Not Employed","secondary school degree","37","0.496022283986678","0.38576918478807","0.606275383185287"
"No, never","2015","Not Employed","college entrance qualification","53","0.523753064960138","0.428224593860815","0.61928153605946"
"No, never","2015","Not Employed","Other degree","18","","",""
"No, never","2015","Not Employed","no degree/no degree yet","14","","",""
"No, never","2015","Employed","lower secondary degree","956","0.373502727749167","0.355242986113135","0.3917624693852"
"No, never","2015","Employed","secondary school degree","1969","0.387551360112227","0.373787519647085","0.401315200577369"
"No, never","2015","Employed","college entrance qualification","1945","0.371214296861994","0.357801394891144","0.384627198832845"
"No, never","2015","Employed","Other degree","718","0.371180478036099","0.348381829017637","0.393979127054561"
"No, never","2015","Employed","no degree/no degree yet","73","0.360729946302052","0.294832848791635","0.426627043812468"
"Yes, every week","2015","Not Employed","lower secondary degree","11","","",""
"Yes, every week","2015","Not Employed","secondary school degree","12","","",""
"Yes, every week","2015","Not Employed","college entrance qualification","9","","",""
"Yes, every week","2015","Not Employed","Other degree","13","","",""
"Yes, every week","2015","Not Employed","no degree/no degree yet","5","","",""
"Yes, every week","2015","Employed","lower secondary degree","447","0.158473404837284","0.144688611343922","0.172258198330645"
"Yes, every week","2015","Employed","secondary school degree","558","0.117059693605645","0.107977107513416","0.126142279697873"
"Yes, every week","2015","Employed","college entrance qualification","637","0.137155700360147","0.127605065918507","0.146706334801787"
"Yes, every week","2015","Employed","Other degree","258","0.156231461328832","0.13909782861862","0.173365094039044"
"Yes, every week","2015","Employed","no degree/no degree yet","38","0.169759720337638","0.118242522481324","0.221276918193952"
"Yes, every 2 weeks","2015","Not Employed","lower secondary degree","9","","",""
"Yes, every 2 weeks","2015","Not Employed","secondary school degree","13","","",""
"Yes, every 2 weeks","2015","Not Employed","college entrance qualification","16","","",""
"Yes, every 2 weeks","2015","Not Employed","Other degree","7","","",""
"Yes, every 2 weeks","2015","Not Employed","no degree/no degree yet","10","","",""
"Yes, every 2 weeks","2015","Employed","lower secondary degree","463","0.174823803256741","0.160486688053844","0.189160918459637"
"Yes, every 2 weeks","2015","Employed","secondary school degree","806","0.169989132664542","0.159377245378197","0.180601019950887"
"Yes, every 2 weeks","2015","Employed","college entrance qualification","600","0.131106173252116","0.121735862352079","0.140476484152153"
"Yes, every 2 weeks","2015","Employed","Other degree","301","0.176482478879886","0.158492081316929","0.194472876442842"
"Yes, every 2 weeks","2015","Employed","no degree/no degree yet","44","0.183090839467064","0.13002033714586","0.236161341788267"
"Yes, every 3-4 weeks","2015","Not Employed","lower secondary degree","3","","",""
"Yes, every 3-4 weeks","2015","Not Employed","secondary school degree","4","","",""
"Yes, every 3-4 weeks","2015","Not Employed","college entrance qualification","9","","",""
"Yes, every 3-4 weeks","2015","Not Employed","Other degree","4","","",""
"Yes, every 3-4 weeks","2015","Not Employed","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2015","Employed","lower secondary degree","236","0.0784477845994389","0.0682984291507197","0.088597140048158"
"Yes, every 3-4 weeks","2015","Employed","secondary school degree","403","0.0888943018714259","0.0808542008910279","0.0969344028518239"
"Yes, every 3-4 weeks","2015","Employed","college entrance qualification","437","0.0842856432519253","0.0765727754330684","0.0919985110707822"
"Yes, every 3-4 weeks","2015","Employed","Other degree","157","0.122407576131408","0.106940646019654","0.137874506243161"
"Yes, every 3-4 weeks","2015","Employed","no degree/no degree yet","16","","",""
"Rarely","2015","Not Employed","lower secondary degree","7","","",""
"Rarely","2015","Not Employed","secondary school degree","13","","",""
"Rarely","2015","Not Employed","college entrance qualification","18","","",""
"Rarely","2015","Not Employed","Other degree","6","","",""
"Rarely","2015","Not Employed","no degree/no degree yet","2","","",""
"Rarely","2015","Employed","lower secondary degree","594","0.21475227955737","0.199251255849447","0.230253303265292"
"Rarely","2015","Employed","secondary school degree","1077","0.23650551174616","0.224500468013366","0.248510555478955"
"Rarely","2015","Employed","college entrance qualification","1365","0.276238186273818","0.263824557209661","0.288651815337974"
"Rarely","2015","Employed","Other degree","291","0.173698005623776","0.155819946968997","0.191576064278555"
"Rarely","2015","Employed","no degree/no degree yet","33","0.204316081636857","0.148986858408313","0.259645304865401"
"No, never","2016","Not Employed","lower secondary degree","","","",""
"No, never","2016","Not Employed","secondary school degree","","","",""
"No, never","2016","Not Employed","college entrance qualification","","","",""
"No, never","2016","Not Employed","Other degree","","","",""
"No, never","2016","Not Employed","no degree/no degree yet","","","",""
"No, never","2016","Employed","lower secondary degree","","","",""
"No, never","2016","Employed","secondary school degree","","","",""
"No, never","2016","Employed","college entrance qualification","","","",""
"No, never","2016","Employed","Other degree","","","",""
"No, never","2016","Employed","no degree/no degree yet","","","",""
"Yes, every week","2016","Not Employed","lower secondary degree","","","",""
"Yes, every week","2016","Not Employed","secondary school degree","","","",""
"Yes, every week","2016","Not Employed","college entrance qualification","","","",""
"Yes, every week","2016","Not Employed","Other degree","","","",""
"Yes, every week","2016","Not Employed","no degree/no degree yet","","","",""
"Yes, every week","2016","Employed","lower secondary degree","","","",""
"Yes, every week","2016","Employed","secondary school degree","","","",""
"Yes, every week","2016","Employed","college entrance qualification","","","",""
"Yes, every week","2016","Employed","Other degree","","","",""
"Yes, every week","2016","Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","Not Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","Not Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2016","Not Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","Not Employed","Other degree","","","",""
"Yes, every 2 weeks","2016","Not Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2016","Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","Employed","Other degree","","","",""
"Yes, every 2 weeks","2016","Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2016","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2016","Employed","no degree/no degree yet","","","",""
"Rarely","2016","Not Employed","lower secondary degree","","","",""
"Rarely","2016","Not Employed","secondary school degree","","","",""
"Rarely","2016","Not Employed","college entrance qualification","","","",""
"Rarely","2016","Not Employed","Other degree","","","",""
"Rarely","2016","Not Employed","no degree/no degree yet","","","",""
"Rarely","2016","Employed","lower secondary degree","","","",""
"Rarely","2016","Employed","secondary school degree","","","",""
"Rarely","2016","Employed","college entrance qualification","","","",""
"Rarely","2016","Employed","Other degree","","","",""
"Rarely","2016","Employed","no degree/no degree yet","","","",""
"No, never","2017","Not Employed","lower secondary degree","40","0.751295706361344","0.645393453499883","0.857197959222804"
"No, never","2017","Not Employed","secondary school degree","51","0.718674147289781","0.625778007124391","0.811570287455172"
"No, never","2017","Not Employed","college entrance qualification","68","0.52191298298051","0.426368422546373","0.617457543414647"
"No, never","2017","Not Employed","Other degree","42","0.609791509166203","0.492108119949916","0.727474898382489"
"No, never","2017","Not Employed","no degree/no degree yet","12","","",""
"No, never","2017","Employed","lower secondary degree","1072","0.387613564319102","0.369453692123851","0.405773436514353"
"No, never","2017","Employed","secondary school degree","2252","0.426699845962045","0.41320737900396","0.440192312920129"
"No, never","2017","Employed","college entrance qualification","2428","0.42343923814547","0.410609879092493","0.436268597198446"
"No, never","2017","Employed","Other degree","826","0.388074916737249","0.366490085294053","0.409659748180444"
"No, never","2017","Employed","no degree/no degree yet","94","0.368821919399535","0.31116435841412","0.426479480384951"
"Yes, every week","2017","Not Employed","lower secondary degree","9","","",""
"Yes, every week","2017","Not Employed","secondary school degree","9","","",""
"Yes, every week","2017","Not Employed","college entrance qualification","12","","",""
"Yes, every week","2017","Not Employed","Other degree","3","","",""
"Yes, every week","2017","Not Employed","no degree/no degree yet","10","","",""
"Yes, every week","2017","Employed","lower secondary degree","415","0.147104473345918","0.133901815110687","0.16030713158115"
"Yes, every week","2017","Employed","secondary school degree","624","0.123016629183309","0.114056450272615","0.131976808094003"
"Yes, every week","2017","Employed","college entrance qualification","757","0.129110293485946","0.120403687692888","0.137816899279003"
"Yes, every week","2017","Employed","Other degree","267","0.153953085678521","0.137967330069983","0.16993884128706"
"Yes, every week","2017","Employed","no degree/no degree yet","63","0.223078555260744","0.173328975433189","0.2728281350883"
"Yes, every 2 weeks","2017","Not Employed","lower secondary degree","6","","",""
"Yes, every 2 weeks","2017","Not Employed","secondary school degree","10","","",""
"Yes, every 2 weeks","2017","Not Employed","college entrance qualification","9","","",""
"Yes, every 2 weeks","2017","Not Employed","Other degree","5","","",""
"Yes, every 2 weeks","2017","Not Employed","no degree/no degree yet","8","","",""
"Yes, every 2 weeks","2017","Employed","lower secondary degree","480","0.171508861968531","0.157458492665561","0.1855592312715"
"Yes, every 2 weeks","2017","Employed","secondary school degree","843","0.158482903054725","0.148520553596162","0.168445252513288"
"Yes, every 2 weeks","2017","Employed","college entrance qualification","635","0.116099325382095","0.107781621608672","0.124417029155518"
"Yes, every 2 weeks","2017","Employed","Other degree","369","0.182469171701122","0.165361592202521","0.199576751199723"
"Yes, every 2 weeks","2017","Employed","no degree/no degree yet","58","0.205693043637189","0.157389839929624","0.253996247344755"
"Yes, every 3-4 weeks","2017","Not Employed","lower secondary degree","5","","",""
"Yes, every 3-4 weeks","2017","Not Employed","secondary school degree","10","","",""
"Yes, every 3-4 weeks","2017","Not Employed","college entrance qualification","7","","",""
"Yes, every 3-4 weeks","2017","Not Employed","Other degree","10","","",""
"Yes, every 3-4 weeks","2017","Not Employed","no degree/no degree yet","4","","",""
"Yes, every 3-4 weeks","2017","Employed","lower secondary degree","273","0.0979614133156561","0.0868813918386233","0.109041434792689"
"Yes, every 3-4 weeks","2017","Employed","secondary school degree","476","0.0851500271263429","0.0775361401442251","0.0927639141084607"
"Yes, every 3-4 weeks","2017","Employed","college entrance qualification","587","0.0907185019216872","0.0832611612959634","0.0981758425474111"
"Yes, every 3-4 weeks","2017","Employed","Other degree","173","0.103764721501694","0.0902571390498599","0.117272303953527"
"Yes, every 3-4 weeks","2017","Employed","no degree/no degree yet","24","","",""
"Rarely","2017","Not Employed","lower secondary degree","4","","",""
"Rarely","2017","Not Employed","secondary school degree","10","","",""
"Rarely","2017","Not Employed","college entrance qualification","9","","",""
"Rarely","2017","Not Employed","Other degree","6","","",""
"Rarely","2017","Not Employed","no degree/no degree yet","2","","",""
"Rarely","2017","Employed","lower secondary degree","525","0.195811687050793","0.181020647224383","0.210602726877203"
"Rarely","2017","Employed","secondary school degree","967","0.206650594673578","0.195604985542149","0.217696203805008"
"Rarely","2017","Employed","college entrance qualification","1291","0.240632641064802","0.229533481370889","0.251731800758715"
"Rarely","2017","Employed","Other degree","323","0.171738104381414","0.155032625844302","0.188443582918526"
"Rarely","2017","Employed","no degree/no degree yet","30","0.138675882900094","0.0973753434160599","0.179976422384128"
"No, never","2018","Not Employed","lower secondary degree","","","",""
"No, never","2018","Not Employed","secondary school degree","","","",""
"No, never","2018","Not Employed","college entrance qualification","","","",""
"No, never","2018","Not Employed","Other degree","","","",""
"No, never","2018","Not Employed","no degree/no degree yet","","","",""
"No, never","2018","Employed","lower secondary degree","","","",""
"No, never","2018","Employed","secondary school degree","","","",""
"No, never","2018","Employed","college entrance qualification","","","",""
"No, never","2018","Employed","Other degree","","","",""
"No, never","2018","Employed","no degree/no degree yet","","","",""
"Yes, every week","2018","Not Employed","lower secondary degree","","","",""
"Yes, every week","2018","Not Employed","secondary school degree","","","",""
"Yes, every week","2018","Not Employed","college entrance qualification","","","",""
"Yes, every week","2018","Not Employed","Other degree","","","",""
"Yes, every week","2018","Not Employed","no degree/no degree yet","","","",""
"Yes, every week","2018","Employed","lower secondary degree","","","",""
"Yes, every week","2018","Employed","secondary school degree","","","",""
"Yes, every week","2018","Employed","college entrance qualification","","","",""
"Yes, every week","2018","Employed","Other degree","","","",""
"Yes, every week","2018","Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","Not Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","Not Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2018","Not Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","Not Employed","Other degree","","","",""
"Yes, every 2 weeks","2018","Not Employed","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","Employed","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","Employed","secondary school degree","","","",""
"Yes, every 2 weeks","2018","Employed","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","Employed","Other degree","","","",""
"Yes, every 2 weeks","2018","Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","Employed","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","Employed","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","Employed","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","Employed","Other degree","","","",""
"Yes, every 3-4 weeks","2018","Employed","no degree/no degree yet","","","",""
"Rarely","2018","Not Employed","lower secondary degree","","","",""
"Rarely","2018","Not Employed","secondary school degree","","","",""
"Rarely","2018","Not Employed","college entrance qualification","","","",""
"Rarely","2018","Not Employed","Other degree","","","",""
"Rarely","2018","Not Employed","no degree/no degree yet","","","",""
"Rarely","2018","Employed","lower secondary degree","","","",""
"Rarely","2018","Employed","secondary school degree","","","",""
"Rarely","2018","Employed","college entrance qualification","","","",""
"Rarely","2018","Employed","Other degree","","","",""
"Rarely","2018","Employed","no degree/no degree yet","","","",""
"No, never","2019","Not Employed","lower secondary degree","45","0.375564765327906","0.287438530119317","0.463691000536495"
"No, never","2019","Not Employed","secondary school degree","69","0.439754054340826","0.364018395782943","0.515489712898709"
"No, never","2019","Not Employed","college entrance qualification","110","0.389316836364979","0.329934432386301","0.448699240343657"
"No, never","2019","Not Employed","Other degree","29","","",""
"No, never","2019","Not Employed","no degree/no degree yet","10","","",""
"No, never","2019","Employed","lower secondary degree","931","0.405211877949881","0.385320613581283","0.42510314231848"
"No, never","2019","Employed","secondary school degree","2170","0.438630860065575","0.424934015437288","0.452327704693861"
"No, never","2019","Employed","college entrance qualification","2493","0.442228819379079","0.42988528960749","0.454572349150667"
"No, never","2019","Employed","Other degree","710","0.400913856457304","0.377165879870934","0.424661833043673"
"No, never","2019","Employed","no degree/no degree yet","97","0.437628680405007","0.374602050942125","0.500655309867889"
"Yes, every week","2019","Not Employed","lower secondary degree","22","","",""
"Yes, every week","2019","Not Employed","secondary school degree","25","","",""
"Yes, every week","2019","Not Employed","college entrance qualification","38","0.11067154059884","0.0724641584708612","0.148878922726819"
"Yes, every week","2019","Not Employed","Other degree","13","","",""
"Yes, every week","2019","Not Employed","no degree/no degree yet","7","","",""
"Yes, every week","2019","Employed","lower secondary degree","343","0.135105778530775","0.121255496330724","0.148956060730826"
"Yes, every week","2019","Employed","secondary school degree","667","0.1197410334378","0.11077968425384","0.128702382621761"
"Yes, every week","2019","Employed","college entrance qualification","904","0.113155316153259","0.105282156154191","0.121028476152328"
"Yes, every week","2019","Employed","Other degree","222","0.157992728383327","0.140318807282269","0.175666649484385"
"Yes, every week","2019","Employed","no degree/no degree yet","54","0.186209556363272","0.136753795470752","0.235665317255793"
"Yes, every 2 weeks","2019","Not Employed","lower secondary degree","18","","",""
"Yes, every 2 weeks","2019","Not Employed","secondary school degree","22","","",""
"Yes, every 2 weeks","2019","Not Employed","college entrance qualification","26","","",""
"Yes, every 2 weeks","2019","Not Employed","Other degree","7","","",""
"Yes, every 2 weeks","2019","Not Employed","no degree/no degree yet","11","","",""
"Yes, every 2 weeks","2019","Employed","lower secondary degree","393","0.171425697971121","0.156155528556789","0.186695867385452"
"Yes, every 2 weeks","2019","Employed","secondary school degree","797","0.150301695988684","0.140437516033422","0.160165875943946"
"Yes, every 2 weeks","2019","Employed","college entrance qualification","753","0.115108841514173","0.107176761580409","0.123040921447937"
"Yes, every 2 weeks","2019","Employed","Other degree","304","0.195077183236239","0.175875610641998","0.21427875583048"
"Yes, every 2 weeks","2019","Employed","no degree/no degree yet","43","0.157704074631806","0.111400617301907","0.204007531961705"
"Yes, every 3-4 weeks","2019","Not Employed","lower secondary degree","6","","",""
"Yes, every 3-4 weeks","2019","Not Employed","secondary school degree","17","","",""
"Yes, every 3-4 weeks","2019","Not Employed","college entrance qualification","40","0.144430262318578","0.101619297415505","0.18724122722165"
"Yes, every 3-4 weeks","2019","Not Employed","Other degree","9","","",""
"Yes, every 3-4 weeks","2019","Not Employed","no degree/no degree yet","4","","",""
"Yes, every 3-4 weeks","2019","Employed","lower secondary degree","205","0.0917877143204351","0.0800893235006919","0.103486105140178"
"Yes, every 3-4 weeks","2019","Employed","secondary school degree","443","0.0895948119686491","0.0817115589915222","0.0974780649457759"
"Yes, every 3-4 weeks","2019","Employed","college entrance qualification","606","0.0852540403625909","0.0783134638264402","0.0921946168987416"
"Yes, every 3-4 weeks","2019","Employed","Other degree","112","0.0645664923397341","0.0526577335354648","0.0764752511440035"
"Yes, every 3-4 weeks","2019","Employed","no degree/no degree yet","7","","",""
