"plb0218","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Rarely","2009","35-65 y.","lower secondary degree","444","0.244931499121948","0.225492018235018","0.264370980008878"
"Rarely","2009","35-65 y.","secondary school degree","717","0.26393148830745","0.247448973127167","0.280414003487734"
"Rarely","2009","35-65 y.","college entrance qualification","722","0.309426207392757","0.290784240262114","0.3280681745234"
"Rarely","2009","35-65 y.","Other degree","61","0.140898538413382","0.104239124741937","0.177557952084826"
"Rarely","2009","35-65 y.","no degree/no degree yet","3","","",""
"Rarely","2009","66 and older","lower secondary degree","22","","",""
"Rarely","2009","66 and older","secondary school degree","15","","",""
"Rarely","2009","66 and older","college entrance qualification","23","","",""
"Rarely","2009","66 and older","Other degree","1","","",""
"Rarely","2009","66 and older","no degree/no degree yet","1","","",""
"No, never","2010","16-34 y.","lower secondary degree","94","0.297808753575977","0.246985281450144","0.34863222570181"
"No, never","2010","16-34 y.","secondary school degree","165","0.327490768706247","0.287385274227868","0.367596263184626"
"No, never","2010","16-34 y.","college entrance qualification","127","0.332150508698038","0.284417473508193","0.379883543887882"
"No, never","2010","16-34 y.","Other degree","45","0.293271215140103","0.217037178429912","0.369505251850293"
"No, never","2010","16-34 y.","no degree/no degree yet","23","","",""
"No, never","2010","35-65 y.","lower secondary degree","172","0.299654414599712","0.262145256375857","0.337163572823567"
"No, never","2010","35-65 y.","secondary school degree","374","0.378735172719359","0.349423107097126","0.408047238341592"
"No, never","2010","35-65 y.","college entrance qualification","412","0.393443398275456","0.364897176991571","0.421989619559341"
"No, never","2010","35-65 y.","Other degree","99","0.350968977151291","0.297493524330422","0.404444429972159"
"No, never","2010","35-65 y.","no degree/no degree yet","11","","",""
"No, never","2010","66 and older","lower secondary degree","","","",""
"No, never","2010","66 and older","secondary school degree","","","",""
"No, never","2010","66 and older","college entrance qualification","","","",""
"No, never","2010","66 and older","Other degree","","","",""
"No, never","2010","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2010","16-34 y.","lower secondary degree","55","0.149455426574141","0.109830152438887","0.189080700709395"
"Yes, every week","2010","16-34 y.","secondary school degree","78","0.151652821352687","0.121000224309601","0.182305418395773"
"Yes, every week","2010","16-34 y.","college entrance qualification","39","0.107163355661669","0.0758145178181612","0.138512193505177"
"Yes, every week","2010","16-34 y.","Other degree","23","","",""
"Yes, every week","2010","16-34 y.","no degree/no degree yet","8","","",""
"Yes, every week","2010","35-65 y.","lower secondary degree","97","0.158620680362161","0.128708601246946","0.188532759477377"
"Yes, every week","2010","35-65 y.","secondary school degree","142","0.1322559717413","0.111784753734473","0.152727189748126"
"Yes, every week","2010","35-65 y.","college entrance qualification","146","0.114755578525871","0.0961308336474658","0.133380323404276"
"Yes, every week","2010","35-65 y.","Other degree","36","0.106869328232664","0.0722537636351799","0.141484892830148"
"Yes, every week","2010","35-65 y.","no degree/no degree yet","6","","",""
"Yes, every week","2010","66 and older","lower secondary degree","1","","",""
"Yes, every week","2010","66 and older","secondary school degree","","","",""
"Yes, every week","2010","66 and older","college entrance qualification","","","",""
"Yes, every week","2010","66 and older","Other degree","","","",""
"Yes, every week","2010","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2010","16-34 y.","lower secondary degree","59","0.223080474049755","0.176811838323738","0.269349109775772"
"Yes, every 2 weeks","2010","16-34 y.","secondary school degree","119","0.228122576033759","0.192262308778339","0.263982843289178"
"Yes, every 2 weeks","2010","16-34 y.","college entrance qualification","75","0.209248506518748","0.16802323887933","0.250473774158166"
"Yes, every 2 weeks","2010","16-34 y.","Other degree","29","","",""
"Yes, every 2 weeks","2010","16-34 y.","no degree/no degree yet","11","","",""
"Yes, every 2 weeks","2010","35-65 y.","lower secondary degree","92","0.149914174085928","0.120684530772327","0.179143817399529"
"Yes, every 2 weeks","2010","35-65 y.","secondary school degree","171","0.150090788173356","0.128508200766407","0.171673375580304"
"Yes, every 2 weeks","2010","35-65 y.","college entrance qualification","149","0.125685921847033","0.106315062712817","0.145056780981248"
"Yes, every 2 weeks","2010","35-65 y.","Other degree","48","0.154072686946234","0.11362285423753","0.194522519654939"
"Yes, every 2 weeks","2010","35-65 y.","no degree/no degree yet","4","","",""
"Yes, every 2 weeks","2010","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2010","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2010","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2010","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2010","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","lower secondary degree","26","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","secondary school degree","60","0.113629395803952","0.0865082371070937","0.14075055450081"
"Yes, every 3-4 weeks","2010","16-34 y.","college entrance qualification","28","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","Other degree","10","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","no degree/no degree yet","7","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","lower secondary degree","65","0.127299108610655","0.100008314618758","0.154589902602552"
"Yes, every 3-4 weeks","2010","35-65 y.","secondary school degree","92","0.0859858290455199","0.0690451768113836","0.102926481279656"
"Yes, every 3-4 weeks","2010","35-65 y.","college entrance qualification","100","0.0835933473532742","0.0674199295938547","0.0997667651126937"
"Yes, every 3-4 weeks","2010","35-65 y.","Other degree","38","0.125664338085857","0.088525142063013","0.1628035341087"
"Yes, every 3-4 weeks","2010","35-65 y.","no degree/no degree yet","6","","",""
"Yes, every 3-4 weeks","2010","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2010","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2010","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2010","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2010","66 and older","no degree/no degree yet","","","",""
"Rarely","2010","16-34 y.","lower secondary degree","77","0.234916486095361","0.187799330317668","0.282033641873053"
"Rarely","2010","16-34 y.","secondary school degree","104","0.179104438103356","0.146336256144639","0.211872620062073"
"Rarely","2010","16-34 y.","college entrance qualification","105","0.288639835113829","0.242716312399752","0.334563357827905"
"Rarely","2010","16-34 y.","Other degree","30","0.26169290137782","0.188088751569518","0.335297051186121"
"Rarely","2010","16-34 y.","no degree/no degree yet","7","","",""
"Rarely","2010","35-65 y.","lower secondary degree","147","0.264511622341544","0.228397167221648","0.30062607746144"
"Rarely","2010","35-65 y.","secondary school degree","273","0.252932238320466","0.226664522294096","0.279199954346836"
"Rarely","2010","35-65 y.","college entrance qualification","318","0.282521753998366","0.256212886989477","0.308830621007255"
"Rarely","2010","35-65 y.","Other degree","85","0.262424669583954","0.213130801496557","0.311718537671351"
"Rarely","2010","35-65 y.","no degree/no degree yet","10","","",""
"Rarely","2010","66 and older","lower secondary degree","","","",""
"Rarely","2010","66 and older","secondary school degree","","","",""
"Rarely","2010","66 and older","college entrance qualification","1","","",""
"Rarely","2010","66 and older","Other degree","","","",""
"Rarely","2010","66 and older","no degree/no degree yet","","","",""
"No, never","2011","16-34 y.","lower secondary degree","229","0.335537439550909","0.30004798002756","0.371026899074258"
"No, never","2011","16-34 y.","secondary school degree","529","0.38004817608818","0.354801615798276","0.405294736378084"
"No, never","2011","16-34 y.","college entrance qualification","582","0.424476294984168","0.398455245714873","0.450497344253463"
"No, never","2011","16-34 y.","Other degree","66","0.341245143071078","0.27038875306921","0.412101533072947"
"No, never","2011","16-34 y.","no degree/no degree yet","39","0.397542103905981","0.305244350612078","0.489839857199883"
"No, never","2011","35-65 y.","lower secondary degree","1035","0.3863008269329","0.367992702319736","0.404608951546064"
"No, never","2011","35-65 y.","secondary school degree","1721","0.372514635294608","0.358366737075691","0.386662533513526"
"No, never","2011","35-65 y.","college entrance qualification","1498","0.333320064921771","0.318932801881762","0.34770732796178"
"No, never","2011","35-65 y.","Other degree","315","0.390696041069565","0.357054264985762","0.424337817153368"
"No, never","2011","35-65 y.","no degree/no degree yet","35","0.297170386227955","0.213643371229695","0.380697401226215"
"No, never","2011","66 and older","lower secondary degree","33","0.443429940375609","0.339039461135147","0.54782041961607"
"No, never","2011","66 and older","secondary school degree","18","","",""
"No, never","2011","66 and older","college entrance qualification","23","","",""
"No, never","2011","66 and older","Other degree","4","","",""
"No, never","2011","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2011","16-34 y.","lower secondary degree","128","0.207370935818632","0.176898822481564","0.237843049155701"
"Yes, every week","2011","16-34 y.","secondary school degree","181","0.112843359590799","0.0963866851972233","0.129300033984375"
"Yes, every week","2011","16-34 y.","college entrance qualification","166","0.12879399928066","0.111159029514306","0.146428969047014"
"Yes, every week","2011","16-34 y.","Other degree","20","","",""
"Yes, every week","2011","16-34 y.","no degree/no degree yet","23","","",""
"Yes, every week","2011","35-65 y.","lower secondary degree","437","0.16551312817759","0.151538854332105","0.179487402023074"
"Yes, every week","2011","35-65 y.","secondary school degree","565","0.122412072220194","0.112820806975077","0.132003337465311"
"Yes, every week","2011","35-65 y.","college entrance qualification","647","0.166192898855266","0.154831605099258","0.177554192611274"
"Yes, every week","2011","35-65 y.","Other degree","110","0.124365690155309","0.101611882222844","0.147119498087774"
"Yes, every week","2011","35-65 y.","no degree/no degree yet","28","","",""
"Yes, every week","2011","66 and older","lower secondary degree","25","","",""
"Yes, every week","2011","66 and older","secondary school degree","9","","",""
"Yes, every week","2011","66 and older","college entrance qualification","14","","",""
"Yes, every week","2011","66 and older","Other degree","3","","",""
"Yes, every week","2011","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2011","16-34 y.","lower secondary degree","128","0.170790572929815","0.142505474278631","0.199075671580999"
"Yes, every 2 weeks","2011","16-34 y.","secondary school degree","304","0.194967528258818","0.17436162004643","0.215573436471206"
"Yes, every 2 weeks","2011","16-34 y.","college entrance qualification","196","0.120389489150535","0.103257571947069","0.137521406354002"
"Yes, every 2 weeks","2011","16-34 y.","Other degree","39","0.31202694865083","0.24278558170734","0.381268315594321"
"Yes, every 2 weeks","2011","16-34 y.","no degree/no degree yet","19","","",""
"Yes, every 2 weeks","2011","35-65 y.","lower secondary degree","441","0.156103089994524","0.142455570602846","0.169750609386202"
"Yes, every 2 weeks","2011","35-65 y.","secondary school degree","755","0.174925112407299","0.163808019844637","0.186042204969961"
"Yes, every 2 weeks","2011","35-65 y.","college entrance qualification","464","0.111538083371451","0.101930376158295","0.121145790584608"
"Yes, every 2 weeks","2011","35-65 y.","Other degree","149","0.183399985475359","0.156716242377531","0.210083728573188"
"Yes, every 2 weeks","2011","35-65 y.","no degree/no degree yet","15","","",""
"Yes, every 2 weeks","2011","66 and older","lower secondary degree","8","","",""
"Yes, every 2 weeks","2011","66 and older","secondary school degree","2","","",""
"Yes, every 2 weeks","2011","66 and older","college entrance qualification","8","","",""
"Yes, every 2 weeks","2011","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2011","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","lower secondary degree","78","0.107128205602966","0.0838826408482959","0.130373770357635"
"Yes, every 3-4 weeks","2011","16-34 y.","secondary school degree","130","0.0842637027182714","0.069815647169616","0.0987117582669268"
"Yes, every 3-4 weeks","2011","16-34 y.","college entrance qualification","122","0.0623628138608192","0.0496322764154155","0.0750933513062228"
"Yes, every 3-4 weeks","2011","16-34 y.","Other degree","18","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","no degree/no degree yet","9","","",""
"Yes, every 3-4 weeks","2011","35-65 y.","lower secondary degree","235","0.0847235310809531","0.0742526929877892","0.0951943691741171"
"Yes, every 3-4 weeks","2011","35-65 y.","secondary school degree","430","0.0952724488987599","0.0866811064831602","0.10386379131436"
"Yes, every 3-4 weeks","2011","35-65 y.","college entrance qualification","369","0.0957515643160955","0.0867709595276809","0.10473216910451"
"Yes, every 3-4 weeks","2011","35-65 y.","Other degree","81","0.124978867525826","0.102177023319783","0.14778071173187"
"Yes, every 3-4 weeks","2011","35-65 y.","no degree/no degree yet","14","","",""
"Yes, every 3-4 weeks","2011","66 and older","lower secondary degree","8","","",""
"Yes, every 3-4 weeks","2011","66 and older","secondary school degree","3","","",""
"Yes, every 3-4 weeks","2011","66 and older","college entrance qualification","10","","",""
"Yes, every 3-4 weeks","2011","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2011","66 and older","no degree/no degree yet","","","",""
"Rarely","2011","16-34 y.","lower secondary degree","117","0.179172846097678","0.150348757214247","0.207996934981109"
"Rarely","2011","16-34 y.","secondary school degree","276","0.227877233343932","0.20606010598134","0.249694360706524"
"Rarely","2011","16-34 y.","college entrance qualification","320","0.263977402723818","0.240771662526349","0.287183142921286"
"Rarely","2011","16-34 y.","Other degree","29","","",""
"Rarely","2011","16-34 y.","no degree/no degree yet","18","","",""
"Rarely","2011","35-65 y.","lower secondary degree","569","0.207359423814033","0.192115270398144","0.222603577229923"
"Rarely","2011","35-65 y.","secondary school degree","1015","0.234875731179139","0.222470538400017","0.247280923958261"
"Rarely","2011","35-65 y.","college entrance qualification","1146","0.293197388535416","0.27930368958447","0.307091087486362"
"Rarely","2011","35-65 y.","Other degree","153","0.17655941577394","0.150268604591483","0.202850226956397"
"Rarely","2011","35-65 y.","no degree/no degree yet","23","","",""
"Rarely","2011","66 and older","lower secondary degree","13","","",""
"Rarely","2011","66 and older","secondary school degree","9","","",""
"Rarely","2011","66 and older","college entrance qualification","25","","",""
"Rarely","2011","66 and older","Other degree","3","","",""
"Rarely","2011","66 and older","no degree/no degree yet","1","","",""
"No, never","2012","16-34 y.","lower secondary degree","87","0.320851643780693","0.26636902202118","0.375334265540206"
"No, never","2012","16-34 y.","secondary school degree","190","0.439082644281385","0.392921222101485","0.485244066461285"
"No, never","2012","16-34 y.","college entrance qualification","116","0.424835186259082","0.365319485898952","0.484350886619213"
"No, never","2012","16-34 y.","Other degree","45","0.405021437523764","0.309285042822466","0.500757832225061"
"No, never","2012","16-34 y.","no degree/no degree yet","15","","",""
"No, never","2012","35-65 y.","lower secondary degree","240","0.327996581759307","0.292552923323733","0.363440240194881"
"No, never","2012","35-65 y.","secondary school degree","569","0.423499232949871","0.397315515785172","0.449682950114569"
"No, never","2012","35-65 y.","college entrance qualification","616","0.433110647422211","0.407951058727946","0.458270236116475"
"No, never","2012","35-65 y.","Other degree","125","0.364209608486858","0.313723946273777","0.414695270699939"
"No, never","2012","35-65 y.","no degree/no degree yet","12","","",""
"No, never","2012","66 and older","lower secondary degree","","","",""
"No, never","2012","66 and older","secondary school degree","","","",""
"No, never","2012","66 and older","college entrance qualification","1","","",""
"No, never","2012","66 and older","Other degree","","","",""
"No, never","2012","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2012","16-34 y.","lower secondary degree","58","0.214148938045124","0.166269215883671","0.262028660206577"
"Yes, every week","2012","16-34 y.","secondary school degree","58","0.125046347117638","0.0942793837064681","0.155813310528808"
"Yes, every week","2012","16-34 y.","college entrance qualification","32","0.106585378325783","0.069431812852975","0.143738943798592"
"Yes, every week","2012","16-34 y.","Other degree","13","","",""
"Yes, every week","2012","16-34 y.","no degree/no degree yet","15","","",""
"Yes, every week","2012","35-65 y.","lower secondary degree","112","0.17123658317391","0.142796444768323","0.199676721579497"
"Yes, every week","2012","35-65 y.","secondary school degree","167","0.118526932371996","0.101398481423889","0.135655383320104"
"Yes, every week","2012","35-65 y.","college entrance qualification","213","0.136123589320357","0.118711637352897","0.153535541287817"
"Yes, every week","2012","35-65 y.","Other degree","48","0.116721435790392","0.0830346532079962","0.150408218372787"
"Yes, every week","2012","35-65 y.","no degree/no degree yet","13","","",""
"Yes, every week","2012","66 and older","lower secondary degree","","","",""
"Yes, every week","2012","66 and older","secondary school degree","","","",""
"Yes, every week","2012","66 and older","college entrance qualification","","","",""
"Yes, every week","2012","66 and older","Other degree","","","",""
"Yes, every week","2012","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2012","16-34 y.","lower secondary degree","54","0.214739328520858","0.166811665202451","0.262666991839265"
"Yes, every 2 weeks","2012","16-34 y.","secondary school degree","88","0.214749901222273","0.176553091416893","0.252946711027654"
"Yes, every 2 weeks","2012","16-34 y.","college entrance qualification","40","0.153876766276073","0.110432897840048","0.197320634712098"
"Yes, every 2 weeks","2012","16-34 y.","Other degree","23","","",""
"Yes, every 2 weeks","2012","16-34 y.","no degree/no degree yet","13","","",""
"Yes, every 2 weeks","2012","35-65 y.","lower secondary degree","132","0.203869449356726","0.173454551477731","0.234284347235722"
"Yes, every 2 weeks","2012","35-65 y.","secondary school degree","230","0.152155963549514","0.133122951763758","0.171188975335269"
"Yes, every 2 weeks","2012","35-65 y.","college entrance qualification","186","0.108433883503252","0.0926463516302369","0.124221415376266"
"Yes, every 2 weeks","2012","35-65 y.","Other degree","71","0.246866032089942","0.201628160480759","0.292103903699124"
"Yes, every 2 weeks","2012","35-65 y.","no degree/no degree yet","8","","",""
"Yes, every 2 weeks","2012","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2012","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2012","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2012","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2012","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","lower secondary degree","31","0.101202139307105","0.0660015934267863","0.136402685187424"
"Yes, every 3-4 weeks","2012","16-34 y.","secondary school degree","47","0.101753106800798","0.073632265660704","0.129873947940892"
"Yes, every 3-4 weeks","2012","16-34 y.","college entrance qualification","21","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","Other degree","7","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","no degree/no degree yet","7","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","lower secondary degree","61","0.092627082514211","0.0707403947804416","0.11451377024798"
"Yes, every 3-4 weeks","2012","35-65 y.","secondary school degree","121","0.0879414912455723","0.072933820093788","0.102949162397357"
"Yes, every 3-4 weeks","2012","35-65 y.","college entrance qualification","130","0.0926844697398097","0.0779600695006763","0.107408869978943"
"Yes, every 3-4 weeks","2012","35-65 y.","Other degree","36","0.0947952201972428","0.0640624281969263","0.125528012197559"
"Yes, every 3-4 weeks","2012","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every 3-4 weeks","2012","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2012","66 and older","secondary school degree","2","","",""
"Yes, every 3-4 weeks","2012","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2012","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2012","66 and older","no degree/no degree yet","","","",""
"Rarely","2012","16-34 y.","lower secondary degree","52","0.14905795034622","0.107490718680275","0.190625182012165"
"Rarely","2012","16-34 y.","secondary school degree","61","0.119368000577905","0.0892103297295237","0.149525671426287"
"Rarely","2012","16-34 y.","college entrance qualification","56","0.23849300287147","0.187183249863812","0.289802755879128"
"Rarely","2012","16-34 y.","Other degree","13","","",""
"Rarely","2012","16-34 y.","no degree/no degree yet","7","","",""
"Rarely","2012","35-65 y.","lower secondary degree","129","0.204270303195846","0.173833184167058","0.234707422224634"
"Rarely","2012","35-65 y.","secondary school degree","281","0.217876379883047","0.196001392130407","0.239751367635687"
"Rarely","2012","35-65 y.","college entrance qualification","345","0.229647410014371","0.208290889057087","0.251003930971654"
"Rarely","2012","35-65 y.","Other degree","69","0.177407703435566","0.137328975074271","0.21748643179686"
"Rarely","2012","35-65 y.","no degree/no degree yet","6","","",""
"Rarely","2012","66 and older","lower secondary degree","","","",""
"Rarely","2012","66 and older","secondary school degree","","","",""
"Rarely","2012","66 and older","college entrance qualification","","","",""
"Rarely","2012","66 and older","Other degree","","","",""
"Rarely","2012","66 and older","no degree/no degree yet","","","",""
"No, never","2013","16-34 y.","lower secondary degree","209","0.423200022697489","0.382781763626104","0.463618281768874"
"No, never","2013","16-34 y.","secondary school degree","483","0.385102156936495","0.357348986511489","0.4128553273615"
"No, never","2013","16-34 y.","college entrance qualification","562","0.405529227018573","0.378472256905239","0.432586197131906"
"No, never","2013","16-34 y.","Other degree","57","0.377085321939567","0.291434875410536","0.462735768468597"
"No, never","2013","16-34 y.","no degree/no degree yet","33","0.2845101768947","0.203103932269756","0.365916421519644"
"No, never","2013","35-65 y.","lower secondary degree","848","0.342501816523419","0.323598873967991","0.361404759078847"
"No, never","2013","35-65 y.","secondary school degree","1666","0.367632822667951","0.353142028119064","0.382123617216838"
"No, never","2013","35-65 y.","college entrance qualification","1527","0.351342624314133","0.33654473423779","0.366140514390477"
"No, never","2013","35-65 y.","Other degree","286","0.368275579116745","0.334339042071771","0.402212116161719"
"No, never","2013","35-65 y.","no degree/no degree yet","30","0.267794725939994","0.180124426610599","0.355465025269389"
"No, never","2013","66 and older","lower secondary degree","47","0.507605177648504","0.415832072613502","0.599378282683506"
"No, never","2013","66 and older","secondary school degree","20","","",""
"No, never","2013","66 and older","college entrance qualification","40","0.407751129643104","0.311913268878632","0.503588990407576"
"No, never","2013","66 and older","Other degree","3","","",""
"No, never","2013","66 and older","no degree/no degree yet","1","","",""
"Yes, every week","2013","16-34 y.","lower secondary degree","105","0.170662359734603","0.139885329844622","0.201439389624584"
"Yes, every week","2013","16-34 y.","secondary school degree","136","0.108856581937102","0.0910932557485364","0.126619908125667"
"Yes, every week","2013","16-34 y.","college entrance qualification","148","0.10371235448044","0.0869110972811469","0.120513611679733"
"Yes, every week","2013","16-34 y.","Other degree","19","","",""
"Yes, every week","2013","16-34 y.","no degree/no degree yet","38","0.400369231343128","0.311963710067701","0.488774752618556"
"Yes, every week","2013","35-65 y.","lower secondary degree","364","0.153609745849174","0.139246737643262","0.167972754055087"
"Yes, every week","2013","35-65 y.","secondary school degree","462","0.113583442858819","0.104047210078097","0.123119675639542"
"Yes, every week","2013","35-65 y.","college entrance qualification","543","0.142362982777548","0.131531772324767","0.15319419323033"
"Yes, every week","2013","35-65 y.","Other degree","128","0.15400383369644","0.128607724021614","0.179399943371266"
"Yes, every week","2013","35-65 y.","no degree/no degree yet","26","","",""
"Yes, every week","2013","66 and older","lower secondary degree","28","","",""
"Yes, every week","2013","66 and older","secondary school degree","8","","",""
"Yes, every week","2013","66 and older","college entrance qualification","16","","",""
"Yes, every week","2013","66 and older","Other degree","2","","",""
"Yes, every week","2013","66 and older","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2013","16-34 y.","lower secondary degree","112","0.190744496433283","0.15860337810502","0.222885614761545"
"Yes, every 2 weeks","2013","16-34 y.","secondary school degree","230","0.210484564477683","0.187235066411108","0.233734062544257"
"Yes, every 2 weeks","2013","16-34 y.","college entrance qualification","167","0.134635237089666","0.115825540010359","0.153444934168972"
"Yes, every 2 weeks","2013","16-34 y.","Other degree","26","","",""
"Yes, every 2 weeks","2013","16-34 y.","no degree/no degree yet","25","","",""
"Yes, every 2 weeks","2013","35-65 y.","lower secondary degree","446","0.189437096375752","0.173828042758678","0.205046149992826"
"Yes, every 2 weeks","2013","35-65 y.","secondary school degree","710","0.161686379338976","0.15062166059787","0.172751098080081"
"Yes, every 2 weeks","2013","35-65 y.","college entrance qualification","453","0.115362452354226","0.105460026020588","0.125264878687864"
"Yes, every 2 weeks","2013","35-65 y.","Other degree","134","0.160796562408999","0.134950806560835","0.186642318257162"
"Yes, every 2 weeks","2013","35-65 y.","no degree/no degree yet","19","","",""
"Yes, every 2 weeks","2013","66 and older","lower secondary degree","13","","",""
"Yes, every 2 weeks","2013","66 and older","secondary school degree","8","","",""
"Yes, every 2 weeks","2013","66 and older","college entrance qualification","3","","",""
"Yes, every 2 weeks","2013","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2013","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","lower secondary degree","48","0.0767034390728179","0.0549328504234377","0.098474027722198"
"Yes, every 3-4 weeks","2013","16-34 y.","secondary school degree","101","0.0822828998952007","0.0666106138794127","0.0979551859109887"
"Yes, every 3-4 weeks","2013","16-34 y.","college entrance qualification","116","0.103018072163843","0.0862666615598968","0.11976948276779"
"Yes, every 3-4 weeks","2013","16-34 y.","Other degree","10","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","no degree/no degree yet","8","","",""
"Yes, every 3-4 weeks","2013","35-65 y.","lower secondary degree","212","0.084292075433681","0.0732252628262741","0.095358888041088"
"Yes, every 3-4 weeks","2013","35-65 y.","secondary school degree","398","0.0960449928202411","0.0871895318914417","0.10490045374904"
"Yes, every 3-4 weeks","2013","35-65 y.","college entrance qualification","330","0.0921077577279353","0.0831439619449149","0.101071553510956"
"Yes, every 3-4 weeks","2013","35-65 y.","Other degree","69","0.104573383685897","0.083043444132348","0.126103323239447"
"Yes, every 3-4 weeks","2013","35-65 y.","no degree/no degree yet","12","","",""
"Yes, every 3-4 weeks","2013","66 and older","lower secondary degree","3","","",""
"Yes, every 3-4 weeks","2013","66 and older","secondary school degree","4","","",""
"Yes, every 3-4 weeks","2013","66 and older","college entrance qualification","8","","",""
"Yes, every 3-4 weeks","2013","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2013","66 and older","no degree/no degree yet","","","",""
"Rarely","2013","16-34 y.","lower secondary degree","100","0.138689682061807","0.110415239854207","0.166964124269408"
"Rarely","2013","16-34 y.","secondary school degree","231","0.21327379675352","0.189912136696034","0.236635456811006"
"Rarely","2013","16-34 y.","college entrance qualification","272","0.253105109247479","0.229145318072592","0.277064900422366"
"Rarely","2013","16-34 y.","Other degree","11","","",""
"Rarely","2013","16-34 y.","no degree/no degree yet","14","","",""
"Rarely","2013","35-65 y.","lower secondary degree","551","0.230159265817973","0.213391879460604","0.246926652175343"
"Rarely","2013","35-65 y.","secondary school degree","1017","0.261052362314013","0.247852450007022","0.274252274621004"
"Rarely","2013","35-65 y.","college entrance qualification","1145","0.298824182826157","0.284635305593225","0.313013060059088"
"Rarely","2013","35-65 y.","Other degree","159","0.212350641091919","0.183575962551627","0.241125319632211"
"Rarely","2013","35-65 y.","no degree/no degree yet","11","","",""
"Rarely","2013","66 and older","lower secondary degree","23","","",""
"Rarely","2013","66 and older","secondary school degree","10","","",""
"Rarely","2013","66 and older","college entrance qualification","34","0.283130895222643","0.195268919049406","0.37099287139588"
"Rarely","2013","66 and older","Other degree","4","","",""
"Rarely","2013","66 and older","no degree/no degree yet","3","","",""
"No, never","2014","16-34 y.","lower secondary degree","","","",""
"No, never","2014","16-34 y.","secondary school degree","","","",""
"No, never","2014","16-34 y.","college entrance qualification","","","",""
"No, never","2014","16-34 y.","Other degree","","","",""
"No, never","2014","16-34 y.","no degree/no degree yet","","","",""
"No, never","2014","35-65 y.","lower secondary degree","","","",""
"No, never","2014","35-65 y.","secondary school degree","","","",""
"No, never","2014","35-65 y.","college entrance qualification","","","",""
"No, never","2014","35-65 y.","Other degree","","","",""
"No, never","2014","35-65 y.","no degree/no degree yet","","","",""
"No, never","2014","66 and older","lower secondary degree","","","",""
"No, never","2014","66 and older","secondary school degree","","","",""
"No, never","2014","66 and older","college entrance qualification","","","",""
"No, never","2014","66 and older","Other degree","","","",""
"No, never","2014","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2014","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2014","16-34 y.","secondary school degree","","","",""
"Yes, every week","2014","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2014","16-34 y.","Other degree","","","",""
"Yes, every week","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2014","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2014","35-65 y.","secondary school degree","","","",""
"Yes, every week","2014","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2014","35-65 y.","Other degree","","","",""
