"plb0218","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","indirect migration background","vocational + Abi","","","",""
"Rarely","2008","indirect migration background","higher vocational","","","",""
"Rarely","2008","indirect migration background","higher education","","","",""
"No, never","2009","no migration background","in school","6","","",""
"No, never","2009","no migration background","inadequately","13","","",""
"No, never","2009","no migration background","general elemantary","176","0.379011264641945","0.333156783537204","0.424865745746686"
"No, never","2009","no migration background","middle vocational","1618","0.355624181916314","0.341565705910228","0.369682657922401"
"No, never","2009","no migration background","vocational + Abi","229","0.397920917687124","0.357703228626249","0.438138606747999"
"No, never","2009","no migration background","higher vocational","236","0.301091956459953","0.268711684043103","0.333472228876804"
"No, never","2009","no migration background","higher education","789","0.295137240610885","0.277150026533191","0.31312445468858"
"No, never","2009","direct migration background","in school","","","",""
"No, never","2009","direct migration background","inadequately","8","","",""
"No, never","2009","direct migration background","general elemantary","72","0.487338705709975","0.404244372251266","0.570433039168685"
"No, never","2009","direct migration background","middle vocational","131","0.366529722919471","0.316048276590723","0.417011169248218"
"No, never","2009","direct migration background","vocational + Abi","53","0.480198444640847","0.38767149571687","0.572725393564824"
"No, never","2009","direct migration background","higher vocational","21","","",""
"No, never","2009","direct migration background","higher education","74","0.458385320404465","0.388270828702962","0.528499812105968"
"No, never","2009","indirect migration background","in school","3","","",""
"No, never","2009","indirect migration background","inadequately","4","","",""
"No, never","2009","indirect migration background","general elemantary","52","0.456602551828755","0.354817935996528","0.558387167660981"
"No, never","2009","indirect migration background","middle vocational","85","0.435537068335333","0.366647759409089","0.504426377261576"
"No, never","2009","indirect migration background","vocational + Abi","11","","",""
"No, never","2009","indirect migration background","higher vocational","7","","",""
"No, never","2009","indirect migration background","higher education","23","","",""
"Yes, every week","2009","no migration background","in school","12","","",""
"Yes, every week","2009","no migration background","inadequately","6","","",""
"Yes, every week","2009","no migration background","general elemantary","64","0.169266262740964","0.133823302298936","0.204709223182993"
"Yes, every week","2009","no migration background","middle vocational","614","0.137146779478076","0.12704415398713","0.147249404969022"
"Yes, every week","2009","no migration background","vocational + Abi","62","0.109503009345188","0.0838451031414732","0.135160915548902"
"Yes, every week","2009","no migration background","higher vocational","132","0.165187256722822","0.138975042575903","0.191399470869741"
"Yes, every week","2009","no migration background","higher education","433","0.175710757276231","0.160702211792047","0.190719302760416"
"Yes, every week","2009","direct migration background","in school","","","",""
"Yes, every week","2009","direct migration background","inadequately","5","","",""
"Yes, every week","2009","direct migration background","general elemantary","20","","",""
"Yes, every week","2009","direct migration background","middle vocational","67","0.211208843244117","0.168447520154983","0.253970166333251"
"Yes, every week","2009","direct migration background","vocational + Abi","12","","",""
"Yes, every week","2009","direct migration background","higher vocational","8","","",""
"Yes, every week","2009","direct migration background","higher education","34","0.139738812446617","0.0909499250084997","0.188527699884734"
"Yes, every week","2009","indirect migration background","in school","3","","",""
"Yes, every week","2009","indirect migration background","inadequately","2","","",""
"Yes, every week","2009","indirect migration background","general elemantary","19","","",""
"Yes, every week","2009","indirect migration background","middle vocational","33","0.161861878006772","0.110687610192928","0.213036145820617"
"Yes, every week","2009","indirect migration background","vocational + Abi","6","","",""
"Yes, every week","2009","indirect migration background","higher vocational","2","","",""
"Yes, every week","2009","indirect migration background","higher education","11","","",""
"Yes, every 2 weeks","2009","no migration background","in school","4","","",""
"Yes, every 2 weeks","2009","no migration background","inadequately","4","","",""
"Yes, every 2 weeks","2009","no migration background","general elemantary","68","0.175042843432755","0.13912570403702","0.210959982828489"
"Yes, every 2 weeks","2009","no migration background","middle vocational","740","0.17377141611051","0.162643540493938","0.184899291727083"
"Yes, every 2 weeks","2009","no migration background","vocational + Abi","70","0.125553564408093","0.0983282385150414","0.152778890301145"
"Yes, every 2 weeks","2009","no migration background","higher vocational","113","0.139905109669775","0.115419502712228","0.164390716627321"
"Yes, every 2 weeks","2009","no migration background","higher education","242","0.10818736631651","0.0959376875811837","0.120437045051836"
"Yes, every 2 weeks","2009","direct migration background","in school","","","",""
"Yes, every 2 weeks","2009","direct migration background","inadequately","4","","",""
"Yes, every 2 weeks","2009","direct migration background","general elemantary","17","","",""
"Yes, every 2 weeks","2009","direct migration background","middle vocational","55","0.134737044760093","0.0989659993259789","0.170508090194206"
"Yes, every 2 weeks","2009","direct migration background","vocational + Abi","20","","",""
"Yes, every 2 weeks","2009","direct migration background","higher vocational","13","","",""
"Yes, every 2 weeks","2009","direct migration background","higher education","21","","",""
"Yes, every 2 weeks","2009","indirect migration background","in school","","","",""
"Yes, every 2 weeks","2009","indirect migration background","inadequately","","","",""
"Yes, every 2 weeks","2009","indirect migration background","general elemantary","9","","",""
"Yes, every 2 weeks","2009","indirect migration background","middle vocational","33","0.144063604938346","0.0952748833449888","0.192852326531704"
"Yes, every 2 weeks","2009","indirect migration background","vocational + Abi","3","","",""
"Yes, every 2 weeks","2009","indirect migration background","higher vocational","6","","",""
"Yes, every 2 weeks","2009","indirect migration background","higher education","10","","",""
"Yes, every 3-4 weeks","2009","no migration background","in school","2","","",""
"Yes, every 3-4 weeks","2009","no migration background","inadequately","1","","",""
"Yes, every 3-4 weeks","2009","no migration background","general elemantary","40","0.082018189703853","0.0560832053214278","0.107953174086278"
"Yes, every 3-4 weeks","2009","no migration background","middle vocational","406","0.0931505685918245","0.0846149827911636","0.101686154392485"
"Yes, every 3-4 weeks","2009","no migration background","vocational + Abi","50","0.0824485186450833","0.0598490303037847","0.105048006986382"
"Yes, every 3-4 weeks","2009","no migration background","higher vocational","68","0.0744842001475351","0.0559512353937207","0.0930171649013495"
"Yes, every 3-4 weeks","2009","no migration background","higher education","249","0.100661611409755","0.088795918087044","0.112527304732466"
"Yes, every 3-4 weeks","2009","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2009","direct migration background","inadequately","1","","",""
"Yes, every 3-4 weeks","2009","direct migration background","general elemantary","8","","",""
"Yes, every 3-4 weeks","2009","direct migration background","middle vocational","29","","",""
"Yes, every 3-4 weeks","2009","direct migration background","vocational + Abi","8","","",""
"Yes, every 3-4 weeks","2009","direct migration background","higher vocational","3","","",""
"Yes, every 3-4 weeks","2009","direct migration background","higher education","12","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","in school","","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","general elemantary","3","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","middle vocational","14","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","higher vocational","2","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","higher education","6","","",""
"Rarely","2009","no migration background","in school","7","","",""
"Rarely","2009","no migration background","inadequately","2","","",""
"Rarely","2009","no migration background","general elemantary","82","0.194661439480483","0.157238053786673","0.232084825174293"
"Rarely","2009","no migration background","middle vocational","1076","0.240307053903275","0.227759031332948","0.252855076473602"
"Rarely","2009","no migration background","vocational + Abi","158","0.284573989914512","0.247499778513212","0.321648201315812"
"Rarely","2009","no migration background","higher vocational","222","0.319331476999915","0.286422862323487","0.352240091676343"
"Rarely","2009","no migration background","higher education","757","0.320303024386618","0.301902177870503","0.338703870902734"
"Rarely","2009","direct migration background","in school","","","",""
"Rarely","2009","direct migration background","inadequately","5","","",""
"Rarely","2009","direct migration background","general elemantary","22","","",""
"Rarely","2009","direct migration background","middle vocational","68","0.186025847777934","0.145259104159585","0.226792591396284"
"Rarely","2009","direct migration background","vocational + Abi","19","","",""
"Rarely","2009","direct migration background","higher vocational","8","","",""
"Rarely","2009","direct migration background","higher education","53","0.247306621305797","0.1865946763646","0.308018566246994"
"Rarely","2009","indirect migration background","in school","1","","",""
"Rarely","2009","indirect migration background","inadequately","","","",""
"Rarely","2009","indirect migration background","general elemantary","9","","",""
"Rarely","2009","indirect migration background","middle vocational","34","0.20138691198288","0.145667646108262","0.257106177857497"
"Rarely","2009","indirect migration background","vocational + Abi","5","","",""
"Rarely","2009","indirect migration background","higher vocational","6","","",""
"Rarely","2009","indirect migration background","higher education","27","","",""
"No, never","2010","no migration background","in school","5","","",""
"No, never","2010","no migration background","inadequately","15","","",""
"No, never","2010","no migration background","general elemantary","86","0.417309677842141","0.350295830141538","0.484323525542745"
"No, never","2010","no migration background","middle vocational","593","0.347084936210243","0.325031929862194","0.369137942558293"
"No, never","2010","no migration background","vocational + Abi","158","0.47030823407227","0.417792885104947","0.522823583039592"
"No, never","2010","no migration background","higher vocational","62","0.226891607318911","0.174123706481539","0.279659508156283"
"No, never","2010","no migration background","higher education","308","0.360451904111441","0.329409839216993","0.391493969005888"
"No, never","2010","direct migration background","in school","2","","",""
"No, never","2010","direct migration background","inadequately","8","","",""
"No, never","2010","direct migration background","general elemantary","53","0.384430954783867","0.304136399679714","0.464725509888019"
"No, never","2010","direct migration background","middle vocational","66","0.275777783088679","0.221868732003644","0.329686834173713"
"No, never","2010","direct migration background","vocational + Abi","34","0.303840342342472","0.212783581371435","0.39489710331351"
"No, never","2010","direct migration background","higher vocational","2","","",""
"No, never","2010","direct migration background","higher education","44","0.311435134627938","0.236319922943562","0.386550346312313"
"No, never","2010","indirect migration background","in school","3","","",""
"No, never","2010","indirect migration background","inadequately","1","","",""
"No, never","2010","indirect migration background","general elemantary","8","","",""
"No, never","2010","indirect migration background","middle vocational","43","0.34448190562996","0.259103083346983","0.429860727912937"
"No, never","2010","indirect migration background","vocational + Abi","11","","",""
"No, never","2010","indirect migration background","higher vocational","9","","",""
"No, never","2010","indirect migration background","higher education","18","","",""
"Yes, every week","2010","no migration background","in school","1","","",""
"Yes, every week","2010","no migration background","inadequately","3","","",""
"Yes, every week","2010","no migration background","general elemantary","37","0.153962448150187","0.104914748060509","0.203010148239866"
"Yes, every week","2010","no migration background","middle vocational","253","0.138599260141129","0.122592455234129","0.154606065048128"
"Yes, every week","2010","no migration background","vocational + Abi","29","","",""
"Yes, every week","2010","no migration background","higher vocational","40","0.169422008923859","0.122159635093306","0.216684382754412"
"Yes, every week","2010","no migration background","higher education","123","0.113139675212661","0.0926598893002825","0.133619461125039"
"Yes, every week","2010","direct migration background","in school","1","","",""
"Yes, every week","2010","direct migration background","inadequately","9","","",""
"Yes, every week","2010","direct migration background","general elemantary","17","","",""
"Yes, every week","2010","direct migration background","middle vocational","41","0.141822850877474","0.0997397525999568","0.183905949154992"
"Yes, every week","2010","direct migration background","vocational + Abi","14","","",""
"Yes, every week","2010","direct migration background","higher vocational","4","","",""
"Yes, every week","2010","direct migration background","higher education","20","","",""
"Yes, every week","2010","indirect migration background","in school","1","","",""
"Yes, every week","2010","indirect migration background","inadequately","","","",""
"Yes, every week","2010","indirect migration background","general elemantary","2","","",""
"Yes, every week","2010","indirect migration background","middle vocational","21","","",""
"Yes, every week","2010","indirect migration background","vocational + Abi","4","","",""
"Yes, every week","2010","indirect migration background","higher vocational","4","","",""
"Yes, every week","2010","indirect migration background","higher education","7","","",""
"Yes, every 2 weeks","2010","no migration background","in school","2","","",""
"Yes, every 2 weeks","2010","no migration background","inadequately","","","",""
"Yes, every 2 weeks","2010","no migration background","general elemantary","40","0.197833467636119","0.143695920542029","0.251971014730209"
"Yes, every 2 weeks","2010","no migration background","middle vocational","326","0.177586098329657","0.159882103268991","0.195290093390323"
"Yes, every 2 weeks","2010","no migration background","vocational + Abi","53","0.135465252632474","0.0994581202174462","0.171472385047501"
"Yes, every 2 weeks","2010","no migration background","higher vocational","33","0.171398559398012","0.123917889937315","0.21887922885871"
"Yes, every 2 weeks","2010","no migration background","higher education","115","0.124023818554611","0.102713544572163","0.14533409253706"
"Yes, every 2 weeks","2010","direct migration background","in school","","","",""
"Yes, every 2 weeks","2010","direct migration background","inadequately","8","","",""
"Yes, every 2 weeks","2010","direct migration background","general elemantary","25","","",""
"Yes, every 2 weeks","2010","direct migration background","middle vocational","58","0.213768682794837","0.164315603667266","0.263221761922408"
"Yes, every 2 weeks","2010","direct migration background","vocational + Abi","18","","",""
"Yes, every 2 weeks","2010","direct migration background","higher vocational","7","","",""
"Yes, every 2 weeks","2010","direct migration background","higher education","26","","",""
"Yes, every 2 weeks","2010","indirect migration background","in school","","","",""
"Yes, every 2 weeks","2010","indirect migration background","inadequately","1","","",""
"Yes, every 2 weeks","2010","indirect migration background","general elemantary","8","","",""
"Yes, every 2 weeks","2010","indirect migration background","middle vocational","18","","",""
"Yes, every 2 weeks","2010","indirect migration background","vocational + Abi","7","","",""
"Yes, every 2 weeks","2010","indirect migration background","higher vocational","1","","",""
"Yes, every 2 weeks","2010","indirect migration background","higher education","11","","",""
"Yes, every 3-4 weeks","2010","no migration background","in school","2","","",""
"Yes, every 3-4 weeks","2010","no migration background","inadequately","3","","",""
"Yes, every 3-4 weeks","2010","no migration background","general elemantary","7","","",""
"Yes, every 3-4 weeks","2010","no migration background","middle vocational","181","0.0973361357067747","0.0836045195715359","0.111067751842014"
"Yes, every 3-4 weeks","2010","no migration background","vocational + Abi","26","","",""
"Yes, every 3-4 weeks","2010","no migration background","higher vocational","26","","",""
"Yes, every 3-4 weeks","2010","no migration background","higher education","82","0.0877087506944863","0.0694202310803346","0.105997270308638"
"Yes, every 3-4 weeks","2010","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2010","direct migration background","inadequately","4","","",""
"Yes, every 3-4 weeks","2010","direct migration background","general elemantary","24","","",""
"Yes, every 3-4 weeks","2010","direct migration background","middle vocational","33","0.140417382423935","0.0985090503655373","0.182325714482334"
"Yes, every 3-4 weeks","2010","direct migration background","vocational + Abi","4","","",""
"Yes, every 3-4 weeks","2010","direct migration background","higher vocational","2","","",""
"Yes, every 3-4 weeks","2010","direct migration background","higher education","15","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","in school","1","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","inadequately","1","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","general elemantary","2","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","middle vocational","9","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","vocational + Abi","4","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","higher vocational","1","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","higher education","5","","",""
"Rarely","2010","no migration background","in school","1","","",""
"Rarely","2010","no migration background","inadequately","6","","",""
"Rarely","2010","no migration background","general elemantary","38","0.177101282217731","0.125221222286931","0.228981342148532"
"Rarely","2010","no migration background","middle vocational","437","0.239393569612196","0.21962579356635","0.259161345658041"
"Rarely","2010","no migration background","vocational + Abi","81","0.243328798368606","0.198181297812469","0.288476298924742"
"Rarely","2010","no migration background","higher vocational","81","0.331467645774005","0.272158428161981","0.390776863386029"
"Rarely","2010","no migration background","higher education","291","0.314675851426801","0.284651747070787","0.344699955782814"
"Rarely","2010","direct migration background","in school","","","",""
"Rarely","2010","direct migration background","inadequately","5","","",""
"Rarely","2010","direct migration background","general elemantary","22","","",""
"Rarely","2010","direct migration background","middle vocational","66","0.228213300815074","0.177588276043162","0.278838325586987"
"Rarely","2010","direct migration background","vocational + Abi","28","","",""
"Rarely","2010","direct migration background","higher vocational","8","","",""
"Rarely","2010","direct migration background","higher education","41","0.25725306663667","0.186348798755299","0.328157334518042"
"Rarely","2010","indirect migration background","in school","","","",""
"Rarely","2010","indirect migration background","inadequately","1","","",""
"Rarely","2010","indirect migration background","general elemantary","7","","",""
"Rarely","2010","indirect migration background","middle vocational","28","","",""
"Rarely","2010","indirect migration background","vocational + Abi","7","","",""
"Rarely","2010","indirect migration background","higher vocational","3","","",""
"Rarely","2010","indirect migration background","higher education","11","","",""
"No, never","2011","no migration background","in school","18","","",""
"No, never","2011","no migration background","inadequately","33","0.533074732514143","0.414494752824357","0.65165471220393"
"No, never","2011","no migration background","general elemantary","334","0.410488277907896","0.37614184933376","0.444834706482033"
"No, never","2011","no migration background","middle vocational","2618","0.380233886912736","0.368816905635054","0.391650868190419"
"No, never","2011","no migration background","vocational + Abi","520","0.413025635674874","0.384393285519533","0.441657985830214"
"No, never","2011","no migration background","higher vocational","375","0.305035288617548","0.278178286175017","0.331892291060079"
"No, never","2011","no migration background","higher education","1329","0.332535351923111","0.317609060892824","0.347461642953399"
"No, never","2011","direct migration background","in school","","","",""
"No, never","2011","direct migration background","inadequately","16","","",""
"No, never","2011","direct migration background","general elemantary","113","0.405966343432638","0.348650580494199","0.463282106371076"
"No, never","2011","direct migration background","middle vocational","264","0.398561357883952","0.362003415933434","0.435119299834471"
"No, never","2011","direct migration background","vocational + Abi","84","0.400978830225581","0.335161524981164","0.466796135469997"
"No, never","2011","direct migration background","higher vocational","24","","",""
"No, never","2011","direct migration background","higher education","178","0.422919704834764","0.374262452484893","0.471576957184635"
"No, never","2011","indirect migration background","in school","4","","",""
"No, never","2011","indirect migration background","inadequately","5","","",""
"No, never","2011","indirect migration background","general elemantary","38","0.29124525990347","0.206724377442692","0.375766142364249"
"No, never","2011","indirect migration background","middle vocational","139","0.337180293699496","0.287864101485769","0.386496485913222"
"No, never","2011","indirect migration background","vocational + Abi","33","0.512398346563884","0.394458654288023","0.630338038839744"
"No, never","2011","indirect migration background","higher vocational","17","","",""
"No, never","2011","indirect migration background","higher education","57","0.498590193242479","0.42206676027542","0.575113626209538"
"Yes, every week","2011","no migration background","in school","11","","",""
"Yes, every week","2011","no migration background","inadequately","8","","",""
"Yes, every week","2011","no migration background","general elemantary","130","0.157475264016515","0.132043148647999","0.18290737938503"
"Yes, every week","2011","no migration background","middle vocational","946","0.136208721470047","0.128141595630409","0.144275847309684"
"Yes, every week","2011","no migration background","vocational + Abi","123","0.126986994078645","0.107625052572349","0.146348935584942"
"Yes, every week","2011","no migration background","higher vocational","161","0.146001872676072","0.125404643920245","0.166599101431899"
"Yes, every week","2011","no migration background","higher education","623","0.166491739621639","0.154689344236783","0.178294135006495"
"Yes, every week","2011","direct migration background","in school","","","",""
"Yes, every week","2011","direct migration background","inadequately","22","","",""
"Yes, every week","2011","direct migration background","general elemantary","41","0.118454188261082","0.0807385735449607","0.156169802977203"
"Yes, every week","2011","direct migration background","middle vocational","113","0.154122146246158","0.12716183935434","0.181082453137976"
"Yes, every week","2011","direct migration background","vocational + Abi","22","","",""
"Yes, every week","2011","direct migration background","higher vocational","10","","",""
"Yes, every week","2011","direct migration background","higher education","47","0.128562548655787","0.0955958206463897","0.161529276665183"
"Yes, every week","2011","indirect migration background","in school","3","","",""
"Yes, every week","2011","indirect migration background","inadequately","2","","",""
"Yes, every week","2011","indirect migration background","general elemantary","27","","",""
"Yes, every week","2011","indirect migration background","middle vocational","61","0.217659229025709","0.17461179556243","0.260706662488988"
"Yes, every week","2011","indirect migration background","vocational + Abi","5","","",""
"Yes, every week","2011","indirect migration background","higher vocational","6","","",""
"Yes, every week","2011","indirect migration background","higher education","23","","",""
"Yes, every 2 weeks","2011","no migration background","in school","7","","",""
"Yes, every 2 weeks","2011","no migration background","inadequately","8","","",""
"Yes, every 2 weeks","2011","no migration background","general elemantary","137","0.188095154683395","0.160810004220064","0.215380305146725"
"Yes, every 2 weeks","2011","no migration background","middle vocational","1256","0.173838480072804","0.164925613490684","0.182751346654925"
"Yes, every 2 weeks","2011","no migration background","vocational + Abi","163","0.13745680846896","0.117433654860929","0.157479962076992"
"Yes, every 2 weeks","2011","no migration background","higher vocational","168","0.136167250147304","0.116161617668364","0.156172882626243"
"Yes, every 2 weeks","2011","no migration background","higher education","404","0.0981997837457557","0.0887715727491363","0.107627994742375"
"Yes, every 2 weeks","2011","direct migration background","in school","","","",""
"Yes, every 2 weeks","2011","direct migration background","inadequately","11","","",""
"Yes, every 2 weeks","2011","direct migration background","general elemantary","56","0.234795619779026","0.185323871756419","0.284267367801632"
"Yes, every 2 weeks","2011","direct migration background","middle vocational","129","0.174076874133904","0.14576433412232","0.202389414145489"
"Yes, every 2 weeks","2011","direct migration background","vocational + Abi","34","0.131318020465114","0.0859603377033175","0.176675703226912"
"Yes, every 2 weeks","2011","direct migration background","higher vocational","13","","",""
"Yes, every 2 weeks","2011","direct migration background","higher education","49","0.141827127823526","0.107465989485871","0.17618826616118"
"Yes, every 2 weeks","2011","indirect migration background","in school","3","","",""
"Yes, every 2 weeks","2011","indirect migration background","inadequately","2","","",""
"Yes, every 2 weeks","2011","indirect migration background","general elemantary","18","","",""
"Yes, every 2 weeks","2011","indirect migration background","middle vocational","64","0.213523504376342","0.170774455497267","0.256272553255417"
"Yes, every 2 weeks","2011","indirect migration background","vocational + Abi","7","","",""
"Yes, every 2 weeks","2011","indirect migration background","higher vocational","11","","",""
"Yes, every 2 weeks","2011","indirect migration background","higher education","19","","",""
"Yes, every 3-4 weeks","2011","no migration background","in school","2","","",""
"Yes, every 3-4 weeks","2011","no migration background","inadequately","6","","",""
"Yes, every 3-4 weeks","2011","no migration background","general elemantary","58","0.061194087264294","0.0444590138798408","0.0779291606487472"
"Yes, every 3-4 weeks","2011","no migration background","middle vocational","651","0.0954449256793916","0.0885344825827422","0.102355368776041"
"Yes, every 3-4 weeks","2011","no migration background","vocational + Abi","95","0.0715164209680203","0.0565316908661512","0.0865011510698894"
"Yes, every 3-4 weeks","2011","no migration background","higher vocational","111","0.0995279592428648","0.0820653640717383","0.116990554413991"
"Yes, every 3-4 weeks","2011","no migration background","higher education","368","0.0929899134722504","0.083788748020925","0.102191078923576"
"Yes, every 3-4 weeks","2011","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2011","direct migration background","inadequately","6","","",""
"Yes, every 3-4 weeks","2011","direct migration background","general elemantary","31","0.12074136849812","0.082712806449556","0.158769930546684"
"Yes, every 3-4 weeks","2011","direct migration background","middle vocational","63","0.0965452669034863","0.074492800325556","0.118597733481417"
"Yes, every 3-4 weeks","2011","direct migration background","vocational + Abi","20","","",""
"Yes, every 3-4 weeks","2011","direct migration background","higher vocational","5","","",""
"Yes, every 3-4 weeks","2011","direct migration background","higher education","35","0.0874980353375713","0.0596678208831703","0.115328249791972"
"Yes, every 3-4 weeks","2011","indirect migration background","in school","1","","",""
"Yes, every 3-4 weeks","2011","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2011","indirect migration background","general elemantary","15","","",""
"Yes, every 3-4 weeks","2011","indirect migration background","middle vocational","36","0.0913580904446276","0.0613021288541764","0.121414052035079"
"Yes, every 3-4 weeks","2011","indirect migration background","vocational + Abi","8","","",""
"Yes, every 3-4 weeks","2011","indirect migration background","higher vocational","2","","",""
"Yes, every 3-4 weeks","2011","indirect migration background","higher education","12","","",""
"Rarely","2011","no migration background","in school","6","","",""
"Rarely","2011","no migration background","inadequately","13","","",""
"Rarely","2011","no migration background","general elemantary","129","0.1827472161279","0.155764319378874","0.209730112876926"
"Rarely","2011","no migration background","middle vocational","1474","0.214273985865021","0.204623876033743","0.223924095696299"
"Rarely","2011","no migration background","vocational + Abi","235","0.2510141408095","0.225799961991638","0.276228319627362"
"Rarely","2011","no migration background","higher vocational","314","0.313267629316211","0.286212311495552","0.34032294713687"
"Rarely","2011","no migration background","higher education","1103","0.309783211237244","0.295133112287615","0.324433310186872"
"Rarely","2011","direct migration background","in school","","","",""
"Rarely","2011","direct migration background","inadequately","10","","",""
"Rarely","2011","direct migration background","general elemantary","41","0.120042480029135","0.0821090713483719","0.157975888709897"
"Rarely","2011","direct migration background","middle vocational","120","0.176694354832499","0.148214985747525","0.205173723917473"
"Rarely","2011","direct migration background","vocational + Abi","53","0.239616373494852","0.182292845271827","0.296939901717877"
"Rarely","2011","direct migration background","higher vocational","22","","",""
"Rarely","2011","direct migration background","higher education","87","0.219192583348353","0.178446544905401","0.259938621791304"
"Rarely","2011","indirect migration background","in school","1","","",""
"Rarely","2011","indirect migration background","inadequately","2","","",""
"Rarely","2011","indirect migration background","general elemantary","13","","",""
"Rarely","2011","indirect migration background","middle vocational","53","0.140278882453826","0.104051606080003","0.176506158827649"
"Rarely","2011","indirect migration background","vocational + Abi","16","","",""
"Rarely","2011","indirect migration background","higher vocational","14","","",""
"Rarely","2011","indirect migration background","higher education","53","0.303836753974902","0.233448228700262","0.374225279249542"
"No, never","2012","no migration background","in school","5","","",""
"No, never","2012","no migration background","inadequately","9","","",""
"No, never","2012","no migration background","general elemantary","106","0.440748073499536","0.377804978161997","0.503691168837075"
"No, never","2012","no migration background","middle vocational","787","0.386080293773063","0.364896600863527","0.4072639866826"
"No, never","2012","no migration background","vocational + Abi","227","0.511631575758407","0.46508382652858","0.558179324988234"
"No, never","2012","no migration background","higher vocational","98","0.312429673508725","0.258044478559082","0.366814868458368"
"No, never","2012","no migration background","higher education","406","0.406426685739029","0.376618590265673","0.436234781212386"
"No, never","2012","direct migration background","in school","","","",""
"No, never","2012","direct migration background","inadequately","8","","",""
"No, never","2012","direct migration background","general elemantary","56","0.402977534892456","0.318983547683696","0.486971522101216"
"No, never","2012","direct migration background","middle vocational","102","0.411799474165548","0.351861258913352","0.471737689417745"
"No, never","2012","direct migration background","vocational + Abi","36","0.355094881213046","0.260350127508468","0.449839634917623"
"No, never","2012","direct migration background","higher vocational","6","","",""
"No, never","2012","direct migration background","higher education","62","0.403702885329164","0.328611788553938","0.478793982104389"
"No, never","2012","indirect migration background","in school","1","","",""
"No, never","2012","indirect migration background","inadequately","4","","",""
"No, never","2012","indirect migration background","general elemantary","19","","",""
"No, never","2012","indirect migration background","middle vocational","48","0.357066316820392","0.274062007994526","0.440070625646257"
"No, never","2012","indirect migration background","vocational + Abi","19","","",""
"No, never","2012","indirect migration background","higher vocational","7","","",""
"No, never","2012","indirect migration background","higher education","15","","",""
"Yes, every week","2012","no migration background","in school","7","","",""
"Yes, every week","2012","no migration background","inadequately","9","","",""
"Yes, every week","2012","no migration background","general elemantary","37","0.143226709757834","0.0988153461784501","0.187638073337219"
"Yes, every week","2012","no migration background","middle vocational","271","0.132028810516888","0.117299104543644","0.146758516490132"
"Yes, every week","2012","no migration background","vocational + Abi","50","0.110831831466912","0.0815990300518595","0.140064632881965"
"Yes, every week","2012","no migration background","higher vocational","52","0.195176418068231","0.148670308803948","0.241682527332514"
"Yes, every week","2012","no migration background","higher education","161","0.140315605921913","0.119237652215959","0.161393559627868"
"Yes, every week","2012","direct migration background","in school","1","","",""
"Yes, every week","2012","direct migration background","inadequately","9","","",""
"Yes, every week","2012","direct migration background","general elemantary","19","","",""
"Yes, every week","2012","direct migration background","middle vocational","34","0.125057872510021","0.0847728703765456","0.165342874643496"
"Yes, every week","2012","direct migration background","vocational + Abi","14","","",""
"Yes, every week","2012","direct migration background","higher vocational","6","","",""
"Yes, every week","2012","direct migration background","higher education","21","","",""
"Yes, every week","2012","indirect migration background","in school","1","","",""
"Yes, every week","2012","indirect migration background","inadequately","","","",""
"Yes, every week","2012","indirect migration background","general elemantary","3","","",""
"Yes, every week","2012","indirect migration background","middle vocational","22","","",""
"Yes, every week","2012","indirect migration background","vocational + Abi","2","","",""
"Yes, every week","2012","indirect migration background","higher vocational","4","","",""
"Yes, every week","2012","indirect migration background","higher education","6","","",""
"Yes, every 2 weeks","2012","no migration background","in school","2","","",""
"Yes, every 2 weeks","2012","no migration background","inadequately","8","","",""
"Yes, every 2 weeks","2012","no migration background","general elemantary","43","0.196920934038277","0.14650425482564","0.247337613250914"
"Yes, every 2 weeks","2012","no migration background","middle vocational","384","0.189822871798311","0.17275924568595","0.206886497910671"
"Yes, every 2 weeks","2012","no migration background","vocational + Abi","61","0.129458408764393","0.0981971743766585","0.160719643152127"
"Yes, every 2 weeks","2012","no migration background","higher vocational","36","0.129418872400271","0.0900321883435889","0.168805556456954"
"Yes, every 2 weeks","2012","no migration background","higher education","115","0.0909189513832746","0.0734714015271989","0.10836650123935"
"Yes, every 2 weeks","2012","direct migration background","in school","","","",""
"Yes, every 2 weeks","2012","direct migration background","inadequately","8","","",""
