"plb0218","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","16-34 y.","general elemantary","","","",""
"Rarely","2008","16-34 y.","middle vocational","","","",""
"Rarely","2008","16-34 y.","vocational + Abi","","","",""
"Rarely","2008","16-34 y.","higher vocational","","","",""
"Rarely","2008","16-34 y.","higher education","","","",""
"Rarely","2008","35-65 y.","in school","","","",""
"Rarely","2008","35-65 y.","inadequately","","","",""
"Rarely","2008","35-65 y.","general elemantary","","","",""
"Rarely","2008","35-65 y.","middle vocational","","","",""
"Rarely","2008","35-65 y.","vocational + Abi","","","",""
"Rarely","2008","35-65 y.","higher vocational","","","",""
"Rarely","2008","35-65 y.","higher education","","","",""
"Rarely","2008","66 and older","in school","","","",""
"Rarely","2008","66 and older","inadequately","","","",""
"Rarely","2008","66 and older","general elemantary","","","",""
"Rarely","2008","66 and older","middle vocational","","","",""
"Rarely","2008","66 and older","vocational + Abi","","","",""
"Rarely","2008","66 and older","higher vocational","","","",""
"Rarely","2008","66 and older","higher education","","","",""
"No, never","2009","16-34 y.","in school","9","","",""
"No, never","2009","16-34 y.","inadequately","16","","",""
"No, never","2009","16-34 y.","general elemantary","148","0.370414794040857","0.319008101701258","0.421821486380457"
"No, never","2009","16-34 y.","middle vocational","436","0.370116275142459","0.343165836529681","0.397066713755237"
"No, never","2009","16-34 y.","vocational + Abi","110","0.433170487059055","0.371991331592726","0.494349642525384"
"No, never","2009","16-34 y.","higher vocational","31","0.262633069565327","0.174603413007009","0.350662726123645"
"No, never","2009","16-34 y.","higher education","161","0.366615195332241","0.322337863373007","0.410892527291474"
"No, never","2009","35-65 y.","in school","","","",""
"No, never","2009","35-65 y.","inadequately","9","","",""
"No, never","2009","35-65 y.","general elemantary","146","0.461872689947993","0.406375511638607","0.517369868257379"
"No, never","2009","35-65 y.","middle vocational","1365","0.358091624836877","0.342578194563878","0.373605055109876"
"No, never","2009","35-65 y.","vocational + Abi","183","0.399084710199873","0.354137282596811","0.444032137802935"
"No, never","2009","35-65 y.","higher vocational","229","0.311906331912743","0.278437152835571","0.345375510989915"
"No, never","2009","35-65 y.","higher education","693","0.302338474409127","0.283125264655566","0.321551684162688"
"No, never","2009","66 and older","in school","","","",""
"No, never","2009","66 and older","inadequately","","","",""
"No, never","2009","66 and older","general elemantary","6","","",""
"No, never","2009","66 and older","middle vocational","33","0.349993429779131","0.256973453761402","0.443013405796859"
"No, never","2009","66 and older","vocational + Abi","","","",""
"No, never","2009","66 and older","higher vocational","4","","",""
"No, never","2009","66 and older","higher education","32","0.349438524217586","0.251476678940434","0.447400369494737"
"Yes, every week","2009","16-34 y.","in school","15","","",""
"Yes, every week","2009","16-34 y.","inadequately","5","","",""
"Yes, every week","2009","16-34 y.","general elemantary","48","0.193094835649869","0.151075922122243","0.235113749177494"
"Yes, every week","2009","16-34 y.","middle vocational","172","0.142974755899352","0.123436173901727","0.162513337896976"
"Yes, every week","2009","16-34 y.","vocational + Abi","31","0.123754377256529","0.083096843063304","0.164411911449754"
"Yes, every week","2009","16-34 y.","higher vocational","16","","",""
"Yes, every week","2009","16-34 y.","higher education","72","0.132768207248278","0.101589576862144","0.163946837634411"
"Yes, every week","2009","35-65 y.","in school","","","",""
"Yes, every week","2009","35-65 y.","inadequately","8","","",""
"Yes, every week","2009","35-65 y.","general elemantary","52","0.170467670977265","0.128607122338711","0.212328219615818"
"Yes, every week","2009","35-65 y.","middle vocational","514","0.143780235636581","0.132427083569837","0.155133387703324"
"Yes, every week","2009","35-65 y.","vocational + Abi","49","0.113663556307589","0.08453120133722","0.142795911277959"
"Yes, every week","2009","35-65 y.","higher vocational","123","0.168640963432381","0.141589857067027","0.195692069797734"
"Yes, every week","2009","35-65 y.","higher education","385","0.177946183783289","0.161945988144216","0.193946379422363"
"Yes, every week","2009","66 and older","in school","","","",""
"Yes, every week","2009","66 and older","inadequately","","","",""
"Yes, every week","2009","66 and older","general elemantary","3","","",""
"Yes, every week","2009","66 and older","middle vocational","28","","",""
"Yes, every week","2009","66 and older","vocational + Abi","","","",""
"Yes, every week","2009","66 and older","higher vocational","3","","",""
"Yes, every week","2009","66 and older","higher education","21","","",""
"Yes, every 2 weeks","2009","16-34 y.","in school","4","","",""
"Yes, every 2 weeks","2009","16-34 y.","inadequately","2","","",""
"Yes, every 2 weeks","2009","16-34 y.","general elemantary","55","0.188585199647199","0.146943973659809","0.230226425634589"
"Yes, every 2 weeks","2009","16-34 y.","middle vocational","258","0.181775519826037","0.160249165487087","0.203301874164986"
"Yes, every 2 weeks","2009","16-34 y.","vocational + Abi","28","","",""
"Yes, every 2 weeks","2009","16-34 y.","higher vocational","17","","",""
"Yes, every 2 weeks","2009","16-34 y.","higher education","51","0.107197323669951","0.0787715623058307","0.135623085034072"
"Yes, every 2 weeks","2009","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2009","35-65 y.","inadequately","6","","",""
"Yes, every 2 weeks","2009","35-65 y.","general elemantary","38","0.132504265808834","0.0947630533454458","0.170245478272223"
"Yes, every 2 weeks","2009","35-65 y.","middle vocational","563","0.16475801373869","0.152754630626701","0.176761396850679"
"Yes, every 2 weeks","2009","35-65 y.","vocational + Abi","65","0.1485101115338","0.115871368180634","0.181148854886967"
"Yes, every 2 weeks","2009","35-65 y.","higher vocational","111","0.144256300549919","0.118872979999583","0.169639621100255"
"Yes, every 2 weeks","2009","35-65 y.","higher education","217","0.11080938763422","0.0976778210343118","0.123940954234128"
"Yes, every 2 weeks","2009","66 and older","in school","","","",""
"Yes, every 2 weeks","2009","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2009","66 and older","general elemantary","1","","",""
"Yes, every 2 weeks","2009","66 and older","middle vocational","7","","",""
"Yes, every 2 weeks","2009","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2009","66 and older","higher vocational","4","","",""
"Yes, every 2 weeks","2009","66 and older","higher education","5","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","in school","2","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","general elemantary","27","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","middle vocational","114","0.0977961412787734","0.0812163235241983","0.114375959033349"
"Yes, every 3-4 weeks","2009","16-34 y.","vocational + Abi","21","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","higher vocational","7","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","higher education","39","0.0976626704432003","0.0703860128155385","0.124939328070862"
"Yes, every 3-4 weeks","2009","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","inadequately","2","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","general elemantary","24","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","middle vocational","329","0.0895698390739009","0.0803297012213823","0.0988099769264195"
"Yes, every 3-4 weeks","2009","35-65 y.","vocational + Abi","39","0.099666171883179","0.0721719557372489","0.127160388029109"
"Yes, every 3-4 weeks","2009","35-65 y.","higher vocational","65","0.0719845085926015","0.0533118430241666","0.0906571741610364"
"Yes, every 3-4 weeks","2009","35-65 y.","higher education","224","0.0935895729957802","0.0814050927536715","0.105774053237889"
"Yes, every 3-4 weeks","2009","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2009","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2009","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2009","66 and older","middle vocational","6","","",""
"Yes, every 3-4 weeks","2009","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2009","66 and older","higher vocational","1","","",""
"Yes, every 3-4 weeks","2009","66 and older","higher education","4","","",""
"Rarely","2009","16-34 y.","in school","8","","",""
"Rarely","2009","16-34 y.","inadequately","3","","",""
"Rarely","2009","16-34 y.","general elemantary","61","0.162498106770743","0.123227709622451","0.201768503919034"
"Rarely","2009","16-34 y.","middle vocational","253","0.207337307853379","0.184709134911359","0.229965480795399"
"Rarely","2009","16-34 y.","vocational + Abi","62","0.260948400118007","0.206728024655596","0.315168775580417"
"Rarely","2009","16-34 y.","higher vocational","25","","",""
"Rarely","2009","16-34 y.","higher education","132","0.29575660330633","0.253822147700157","0.337691058912503"
"Rarely","2009","35-65 y.","in school","","","",""
"Rarely","2009","35-65 y.","inadequately","3","","",""
"Rarely","2009","35-65 y.","general elemantary","50","0.165147233414356","0.123813194805876","0.206481272022836"
"Rarely","2009","35-65 y.","middle vocational","898","0.243800286713951","0.229906852937415","0.257693720490487"
"Rarely","2009","35-65 y.","vocational + Abi","120","0.239075450075558","0.199927956748653","0.278222943402464"
"Rarely","2009","35-65 y.","higher vocational","208","0.303211895512356","0.270004664344568","0.336419126680143"
"Rarely","2009","35-65 y.","higher education","676","0.315316381177584","0.295878493677593","0.334754268677575"
"Rarely","2009","66 and older","in school","","","",""
"Rarely","2009","66 and older","inadequately","1","","",""
"Rarely","2009","66 and older","general elemantary","2","","",""
"Rarely","2009","66 and older","middle vocational","27","","",""
"Rarely","2009","66 and older","vocational + Abi","","","",""
"Rarely","2009","66 and older","higher vocational","3","","",""
"Rarely","2009","66 and older","higher education","29","","",""
"No, never","2010","16-34 y.","in school","10","","",""
"No, never","2010","16-34 y.","inadequately","14","","",""
"No, never","2010","16-34 y.","general elemantary","77","0.420907993128549","0.350146879432988","0.491669106824111"
"No, never","2010","16-34 y.","middle vocational","215","0.29794974276875","0.264658140574614","0.331241344962887"
"No, never","2010","16-34 y.","vocational + Abi","53","0.277871273353384","0.208024124329103","0.347718422377665"
"No, never","2010","16-34 y.","higher vocational","12","","",""
"No, never","2010","16-34 y.","higher education","77","0.324737587140579","0.263954432611143","0.385520741670015"
"No, never","2010","35-65 y.","in school","","","",""
"No, never","2010","35-65 y.","inadequately","10","","",""
"No, never","2010","35-65 y.","general elemantary","70","0.361510884399939","0.29301655361179","0.430005215188089"
"No, never","2010","35-65 y.","middle vocational","487","0.356269540342356","0.331594651673766","0.380944429010946"
"No, never","2010","35-65 y.","vocational + Abi","150","0.498712754652641","0.443930277416701","0.553495231888581"
"No, never","2010","35-65 y.","higher vocational","61","0.233073713515658","0.177583152049335","0.288564274981981"
"No, never","2010","35-65 y.","higher education","293","0.358975460108655","0.327424591768621","0.390526328448689"
"No, never","2010","66 and older","in school","","","",""
"No, never","2010","66 and older","inadequately","","","",""
"No, never","2010","66 and older","general elemantary","","","",""
"No, never","2010","66 and older","middle vocational","","","",""
"No, never","2010","66 and older","vocational + Abi","","","",""
"No, never","2010","66 and older","higher vocational","","","",""
"No, never","2010","66 and older","higher education","","","",""
"Yes, every week","2010","16-34 y.","in school","3","","",""
"Yes, every week","2010","16-34 y.","inadequately","6","","",""
"Yes, every week","2010","16-34 y.","general elemantary","31","0.1498607614406","0.0987024400371985","0.201019082844001"
"Yes, every week","2010","16-34 y.","middle vocational","114","0.15202465429935","0.125889340867894","0.178159967730805"
"Yes, every week","2010","16-34 y.","vocational + Abi","21","","",""
"Yes, every week","2010","16-34 y.","higher vocational","9","","",""
"Yes, every week","2010","16-34 y.","higher education","19","","",""
"Yes, every week","2010","35-65 y.","in school","","","",""
"Yes, every week","2010","35-65 y.","inadequately","6","","",""
"Yes, every week","2010","35-65 y.","general elemantary","25","","",""
"Yes, every week","2010","35-65 y.","middle vocational","200","0.135878432909585","0.118223075549621","0.15353379026955"
"Yes, every week","2010","35-65 y.","vocational + Abi","26","","",""
"Yes, every week","2010","35-65 y.","higher vocational","39","0.192163503660005","0.140451323400697","0.243875683919312"
"Yes, every week","2010","35-65 y.","higher education","131","0.122619937841953","0.101046665079587","0.144193210604319"
"Yes, every week","2010","66 and older","in school","","","",""
"Yes, every week","2010","66 and older","inadequately","","","",""
"Yes, every week","2010","66 and older","general elemantary","","","",""
"Yes, every week","2010","66 and older","middle vocational","1","","",""
"Yes, every week","2010","66 and older","vocational + Abi","","","",""
"Yes, every week","2010","66 and older","higher vocational","","","",""
"Yes, every week","2010","66 and older","higher education","","","",""
"Yes, every 2 weeks","2010","16-34 y.","in school","2","","",""
"Yes, every 2 weeks","2010","16-34 y.","inadequately","6","","",""
"Yes, every 2 weeks","2010","16-34 y.","general elemantary","37","0.214493667707955","0.155662242328904","0.273325093087006"
"Yes, every 2 weeks","2010","16-34 y.","middle vocational","164","0.230481604765545","0.199826223257287","0.261136986273803"
"Yes, every 2 weeks","2010","16-34 y.","vocational + Abi","35","0.198077050550166","0.135932514656854","0.260221586443477"
"Yes, every 2 weeks","2010","16-34 y.","higher vocational","11","","",""
"Yes, every 2 weeks","2010","16-34 y.","higher education","38","0.225323645134838","0.171093071052745","0.279554219216931"
"Yes, every 2 weeks","2010","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2010","35-65 y.","inadequately","3","","",""
"Yes, every 2 weeks","2010","35-65 y.","general elemantary","36","0.154807082953413","0.103237867182464","0.206376298724362"
"Yes, every 2 weeks","2010","35-65 y.","middle vocational","238","0.153364828906403","0.134798550192623","0.171931107620184"
"Yes, every 2 weeks","2010","35-65 y.","vocational + Abi","43","0.116423516335287","0.0812824017367251","0.151564630933849"
"Yes, every 2 weeks","2010","35-65 y.","higher vocational","30","0.150955794265501","0.103967930107636","0.197943658423366"
"Yes, every 2 weeks","2010","35-65 y.","higher education","114","0.129052928065776","0.107002276785228","0.151103579346325"
"Yes, every 2 weeks","2010","66 and older","in school","","","",""
"Yes, every 2 weeks","2010","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2010","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2010","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2010","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2010","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2010","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","in school","3","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","inadequately","4","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","general elemantary","13","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","middle vocational","71","0.0934307900559719","0.0722459796886807","0.114615600423263"
"Yes, every 3-4 weeks","2010","16-34 y.","vocational + Abi","11","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","higher vocational","8","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","higher education","21","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","inadequately","4","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","general elemantary","20","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","middle vocational","152","0.109674961961204","0.0935743692077167","0.125775554714691"
"Yes, every 3-4 weeks","2010","35-65 y.","vocational + Abi","23","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","higher vocational","21","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","higher education","81","0.0902092659632646","0.0713667914162507","0.109051740510278"
"Yes, every 3-4 weeks","2010","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2010","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2010","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2010","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2010","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2010","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2010","66 and older","higher education","","","",""
"Rarely","2010","16-34 y.","in school","1","","",""
"Rarely","2010","16-34 y.","inadequately","3","","",""
"Rarely","2010","16-34 y.","general elemantary","29","","",""
"Rarely","2010","16-34 y.","middle vocational","161","0.226113208110383","0.195663665673146","0.25656275054762"
"Rarely","2010","16-34 y.","vocational + Abi","38","0.319377673342051","0.246679262148957","0.392076084535144"
"Rarely","2010","16-34 y.","higher vocational","20","","",""
"Rarely","2010","16-34 y.","higher education","73","0.29528358463808","0.236071886877935","0.354495282398225"
"Rarely","2010","35-65 y.","in school","","","",""
"Rarely","2010","35-65 y.","inadequately","9","","",""
"Rarely","2010","35-65 y.","general elemantary","38","0.250807448578359","0.189008066953411","0.312606830203308"
"Rarely","2010","35-65 y.","middle vocational","370","0.244812235880452","0.222657944775582","0.266966526985321"
"Rarely","2010","35-65 y.","vocational + Abi","78","0.25077981451995","0.203287413630074","0.298272215409825"
"Rarely","2010","35-65 y.","higher vocational","72","0.330965212587033","0.269204658516656","0.39272576665741"
"Rarely","2010","35-65 y.","higher education","269","0.299142408020351","0.269026532605451","0.329258283435252"
"Rarely","2010","66 and older","in school","","","",""
"Rarely","2010","66 and older","inadequately","","","",""
"Rarely","2010","66 and older","general elemantary","","","",""
"Rarely","2010","66 and older","middle vocational","","","",""
"Rarely","2010","66 and older","vocational + Abi","","","",""
"Rarely","2010","66 and older","higher vocational","","","",""
"Rarely","2010","66 and older","higher education","1","","",""
"No, never","2011","16-34 y.","in school","22","","",""
"No, never","2011","16-34 y.","inadequately","25","","",""
"No, never","2011","16-34 y.","general elemantary","210","0.383713676016326","0.34273627944419","0.424691072588463"
"No, never","2011","16-34 y.","middle vocational","683","0.359304559173577","0.337860073740945","0.380749044606209"
"No, never","2011","16-34 y.","vocational + Abi","192","0.398388868963454","0.352008122302869","0.44476961562404"
"No, never","2011","16-34 y.","higher vocational","59","0.39062721513223","0.315264258398971","0.46599017186549"
"No, never","2011","16-34 y.","higher education","304","0.431836475554672","0.396196083378541","0.467476867730803"
"No, never","2011","35-65 y.","in school","","","",""
"No, never","2011","35-65 y.","inadequately","29","","",""
"No, never","2011","35-65 y.","general elemantary","265","0.406810994339668","0.368143579869588","0.445478408809749"
"No, never","2011","35-65 y.","middle vocational","2304","0.386623421079637","0.374276733162202","0.398970108997072"
"No, never","2011","35-65 y.","vocational + Abi","445","0.424584268363785","0.393732330466939","0.45543620626063"
"No, never","2011","35-65 y.","higher vocational","350","0.292303303774683","0.265114862813972","0.319491744735394"
"No, never","2011","35-65 y.","higher education","1233","0.326133374282201","0.310723010735372","0.341543737829029"
"No, never","2011","66 and older","in school","","","",""
"No, never","2011","66 and older","inadequately","","","",""
"No, never","2011","66 and older","general elemantary","10","","",""
"No, never","2011","66 and older","middle vocational","34","0.422463441651084","0.319260741159977","0.525666142142191"
"No, never","2011","66 and older","vocational + Abi","","","",""
"No, never","2011","66 and older","higher vocational","7","","",""
"No, never","2011","66 and older","higher education","27","","",""
"Yes, every week","2011","16-34 y.","in school","14","","",""
"Yes, every week","2011","16-34 y.","inadequately","8","","",""
"Yes, every week","2011","16-34 y.","general elemantary","93","0.159689174303578","0.128821267851329","0.190557080755827"
"Yes, every week","2011","16-34 y.","middle vocational","269","0.1400234331846","0.124513778858381","0.155533087510818"
"Yes, every week","2011","16-34 y.","vocational + Abi","55","0.159751983339146","0.125042105605172","0.194461861073121"
"Yes, every week","2011","16-34 y.","higher vocational","22","","",""
"Yes, every week","2011","16-34 y.","higher education","76","0.0999100995466626","0.0783329645580247","0.121487234535301"
"Yes, every week","2011","35-65 y.","in school","","","",""
"Yes, every week","2011","35-65 y.","inadequately","24","","",""
"Yes, every week","2011","35-65 y.","general elemantary","98","0.151728156711973","0.123488925906669","0.179967387517277"
"Yes, every week","2011","35-65 y.","middle vocational","827","0.139291866903156","0.130513097736943","0.148070636069369"
"Yes, every week","2011","35-65 y.","vocational + Abi","95","0.103960776551275","0.0849102097522451","0.123011343350305"
"Yes, every week","2011","35-65 y.","higher vocational","152","0.144105021026086","0.12311109537802","0.165098946674152"
"Yes, every week","2011","35-65 y.","higher education","599","0.176168682165827","0.163645583851714","0.188691780479941"
"Yes, every week","2011","66 and older","in school","","","",""
"Yes, every week","2011","66 and older","inadequately","","","",""
"Yes, every week","2011","66 and older","general elemantary","7","","",""
"Yes, every week","2011","66 and older","middle vocational","24","","",""
"Yes, every week","2011","66 and older","vocational + Abi","","","",""
"Yes, every week","2011","66 and older","higher vocational","3","","",""
"Yes, every week","2011","66 and older","higher education","18","","",""
"Yes, every 2 weeks","2011","16-34 y.","in school","10","","",""
"Yes, every 2 weeks","2011","16-34 y.","inadequately","10","","",""
"Yes, every 2 weeks","2011","16-34 y.","general elemantary","95","0.177657368074133","0.14544909251356","0.209865643634706"
"Yes, every 2 weeks","2011","16-34 y.","middle vocational","419","0.198256212329731","0.180436952807108","0.216075471852353"
"Yes, every 2 weeks","2011","16-34 y.","vocational + Abi","70","0.137089685967987","0.104505158504566","0.169674213431408"
"Yes, every 2 weeks","2011","16-34 y.","higher vocational","26","","",""
"Yes, every 2 weeks","2011","16-34 y.","higher education","82","0.0998868092220297","0.0783119102075099","0.12146170823655"
"Yes, every 2 weeks","2011","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2011","35-65 y.","inadequately","11","","",""
"Yes, every 2 weeks","2011","35-65 y.","general elemantary","115","0.22026495036899","0.187643860078287","0.252886040659694"
"Yes, every 2 weeks","2011","35-65 y.","middle vocational","1023","0.170173814684334","0.16064623189502","0.179701397473649"
"Yes, every 2 weeks","2011","35-65 y.","vocational + Abi","134","0.135408037660165","0.114051175109684","0.156764900210646"
"Yes, every 2 weeks","2011","35-65 y.","higher vocational","164","0.144689987212405","0.123660684331367","0.165719290093443"
"Yes, every 2 weeks","2011","35-65 y.","higher education","382","0.104431008573469","0.0943780811165875","0.11448393603035"
"Yes, every 2 weeks","2011","66 and older","in school","","","",""
"Yes, every 2 weeks","2011","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2011","66 and older","general elemantary","1","","",""
"Yes, every 2 weeks","2011","66 and older","middle vocational","7","","",""
"Yes, every 2 weeks","2011","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2011","66 and older","higher vocational","2","","",""
"Yes, every 2 weeks","2011","66 and older","higher education","8","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","in school","3","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","inadequately","4","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","general elemantary","54","0.0857581926338143","0.0621633107875789","0.10935307448005"
"Yes, every 3-4 weeks","2011","16-34 y.","middle vocational","183","0.0961524527487451","0.0829763727082256","0.109328532789265"
"Yes, every 3-4 weeks","2011","16-34 y.","vocational + Abi","38","0.0561254439031913","0.0343200849403217","0.0779308028660609"
"Yes, every 3-4 weeks","2011","16-34 y.","higher vocational","9","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","higher education","82","0.0660858716865905","0.0482105476800371","0.0839611956931439"
"Yes, every 3-4 weeks","2011","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2011","35-65 y.","inadequately","8","","",""
"Yes, every 3-4 weeks","2011","35-65 y.","general elemantary","50","0.0794513732272083","0.0581637920320701","0.100738954422347"
"Yes, every 3-4 weeks","2011","35-65 y.","middle vocational","559","0.0946779821689383","0.0872551637848253","0.102100800553051"
"Yes, every 3-4 weeks","2011","35-65 y.","vocational + Abi","85","0.0979991989049533","0.0794414900071199","0.116556907802787"
"Yes, every 3-4 weeks","2011","35-65 y.","higher vocational","107","0.099713743882822","0.0818030801444701","0.117624407621174"
"Yes, every 3-4 weeks","2011","35-65 y.","higher education","322","0.0968485031334125","0.0871265158674041","0.106570490399421"
"Yes, every 3-4 weeks","2011","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2011","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2011","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2011","66 and older","middle vocational","8","","",""
"Yes, every 3-4 weeks","2011","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2011","66 and older","higher vocational","2","","",""
"Yes, every 3-4 weeks","2011","66 and older","higher education","11","","",""
"Rarely","2011","16-34 y.","in school","7","","",""
"Rarely","2011","16-34 y.","inadequately","10","","",""
"Rarely","2011","16-34 y.","general elemantary","89","0.193181588972148","0.159914084386918","0.226449093557379"
"Rarely","2011","16-34 y.","middle vocational","369","0.206263342563347","0.188178793107924","0.224347892018771"
"Rarely","2011","16-34 y.","vocational + Abi","73","0.248644017826221","0.207695509277954","0.289592526374488"
"Rarely","2011","16-34 y.","higher vocational","45","0.238859908813147","0.172997276649656","0.304722540976639"
"Rarely","2011","16-34 y.","higher education","198","0.302280743990045","0.269236810898229","0.335324677081861"
"Rarely","2011","35-65 y.","in school","","","",""
"Rarely","2011","35-65 y.","inadequately","14","","",""
"Rarely","2011","35-65 y.","general elemantary","92","0.141744525352161","0.114290016142248","0.169199034562073"
"Rarely","2011","35-65 y.","middle vocational","1263","0.209232915163935","0.198919984652248","0.219545845675622"
"Rarely","2011","35-65 y.","vocational + Abi","227","0.238047718519822","0.211464624201019","0.264630812838625"
"Rarely","2011","35-65 y.","higher vocational","302","0.319187944104004","0.291321553684318","0.34705433452369"
"Rarely","2011","35-65 y.","higher education","1019","0.296418431845091","0.281406446976178","0.311430416714004"
"Rarely","2011","66 and older","in school","","","",""
"Rarely","2011","66 and older","inadequately","1","","",""
"Rarely","2011","66 and older","general elemantary","2","","",""
"Rarely","2011","66 and older","middle vocational","15","","",""
"Rarely","2011","66 and older","vocational + Abi","4","","",""
"Rarely","2011","66 and older","higher vocational","3","","",""
"Rarely","2011","66 and older","higher education","26","","",""
"No, never","2012","16-34 y.","in school","6","","",""
"No, never","2012","16-34 y.","inadequately","10","","",""
"No, never","2012","16-34 y.","general elemantary","87","0.426651521327092","0.357586053256725","0.495716989397459"
"No, never","2012","16-34 y.","middle vocational","228","0.391385834901268","0.352718346871848","0.430053322930688"
"No, never","2012","16-34 y.","vocational + Abi","55","0.366033487517293","0.282253594882946","0.449813380151641"
"No, never","2012","16-34 y.","higher vocational","15","","",""
"No, never","2012","16-34 y.","higher education","56","0.402719466745422","0.319368092947433","0.486070840543412"
"No, never","2012","35-65 y.","in school","","","",""
"No, never","2012","35-65 y.","inadequately","11","","",""
"No, never","2012","35-65 y.","general elemantary","94","0.436233273051063","0.369790107022908","0.502676439079219"
"No, never","2012","35-65 y.","middle vocational","709","0.387560246762448","0.36506597198205","0.410054521542847"
"No, never","2012","35-65 y.","vocational + Abi","227","0.511997483480562","0.46601789197521","0.557977074985914"
"No, never","2012","35-65 y.","higher vocational","96","0.288400613954947","0.235713453439367","0.341087774470527"
"No, never","2012","35-65 y.","higher education","426","0.399895990727266","0.371396509845645","0.428395471608886"
"No, never","2012","66 and older","in school","","","",""
"No, never","2012","66 and older","inadequately","","","",""
"No, never","2012","66 and older","general elemantary","","","",""
"No, never","2012","66 and older","middle vocational","","","",""
"No, never","2012","66 and older","vocational + Abi","","","",""
"No, never","2012","66 and older","higher vocational","","","",""
"No, never","2012","66 and older","higher education","1","","",""
"Yes, every week","2012","16-34 y.","in school","9","","",""
"Yes, every week","2012","16-34 y.","inadequately","7","","",""
"Yes, every week","2012","16-34 y.","general elemantary","36","0.164955149682142","0.113128537808814","0.216781761555471"
"Yes, every week","2012","16-34 y.","middle vocational","89","0.143336503734091","0.115574173613256","0.171098833854926"
"Yes, every week","2012","16-34 y.","vocational + Abi","14","","",""
"Yes, every week","2012","16-34 y.","higher vocational","7","","",""
"Yes, every week","2012","16-34 y.","higher education","14","","",""
"Yes, every week","2012","35-65 y.","in school","","","",""
"Yes, every week","2012","35-65 y.","inadequately","11","","",""
"Yes, every week","2012","35-65 y.","general elemantary","23","","",""
"Yes, every week","2012","35-65 y.","middle vocational","238","0.132802900812471","0.117134185616026","0.148471616008915"
"Yes, every week","2012","35-65 y.","vocational + Abi","52","0.119827668249305","0.0899544112605523","0.149700925238057"
"Yes, every week","2012","35-65 y.","higher vocational","55","0.202480330440883","0.155744383887949","0.249216276993817"
"Yes, every week","2012","35-65 y.","higher education","174","0.136447576440942","0.116477605770071","0.156417547111813"
"Yes, every week","2012","66 and older","in school","","","",""
"Yes, every week","2012","66 and older","inadequately","","","",""
"Yes, every week","2012","66 and older","general elemantary","","","",""
