"plb0218","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 2 weeks","2008","35-65 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2008","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2008","66 and older","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2008","66 and older","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2008","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2008","16-34 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2008","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2008","16-34 y.","1-pers.-HH","","","","","2"
"Yes, every week","2008","16-34 y.","Single parent ","","","","","2"
"Yes, every week","2008","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2008","16-34 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2008","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2008","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2008","35-65 y.","1-pers.-HH","","","","","2"
"Yes, every week","2008","35-65 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2008","35-65 y.","Single parent ","","","","","2"
"Yes, every week","2008","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2008","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2008","66 and older","(Married) couple without C. ","","","","","2"
"Yes, every week","2008","66 and older","Single parent ","","","","","2"
"Yes, every week","2008","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2008","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2008","66 and older","1-pers.-HH","","","","","2"
"Yes, every week","2008","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2008","66 and older","Couple + C. GT 16 ","","","","","2"
"No, never","2009","35-65 y.","Single parent ","159","0.391109186690098","0.343226295814219","0.438992077565977","1"
"No, never","2009","16-34 y.","1-pers.-HH","145","0.351265596198596","0.305774208984305","0.396756983412887","1"
"No, never","2009","16-34 y.","(Married) couple without C. ","209","0.34664015448112","0.30988478337109","0.38339552559115","1"
"No, never","2009","16-34 y.","Single parent ","78","0.376367556067428","0.309391356264569","0.443343755870288","1"
"No, never","2009","16-34 y.","Couple + C. LE 16 ","186","0.337643075050367","0.296438276362812","0.378847873737922","1"
"No, never","2009","16-34 y.","Couple + C. GT 16 ","271","0.455420236137987","0.415835002450805","0.495005469825168","1"
"No, never","2009","16-34 y.","Couple + C. LE and GT 16","66","0.42214469849435","0.344887583620164","0.499401813368536","1"
"No, never","2009","35-65 y.","1-pers.-HH","283","0.325382964555645","0.293755792481663","0.357010136629627","1"
"No, never","2009","35-65 y.","(Married) couple without C. ","804","0.364377621643169","0.344086962960638","0.3846682803257","1"
"No, never","2009","35-65 y.","Couple + C. LE 16 ","596","0.337289313785832","0.315004250481155","0.359574377090508","1"
"No, never","2009","35-65 y.","Couple + C. GT 16 ","522","0.340638994473586","0.316575218952803","0.364702769994369","1"
"No, never","2009","35-65 y.","Couple + C. LE and GT 16","236","0.357463249388722","0.321201269166651","0.393725229610793","1"
"No, never","2009","66 and older","1-pers.-HH","16","","","","1"
"No, never","2009","66 and older","(Married) couple without C. ","55","0.367601568467782","0.291697280286757","0.443505856648807","1"
"No, never","2009","66 and older","Single parent ","1","","","","1"
"No, never","2009","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2009","66 and older","Couple + C. GT 16 ","2","","","","1"
"No, never","2009","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Rarely","2009","16-34 y.","1-pers.-HH","108","0.277651476590586","0.234973748142504","0.320329205038668","5"
"Rarely","2009","16-34 y.","(Married) couple without C. ","168","0.253601581376225","0.219999475854472","0.287203686897978","5"
"Rarely","2009","16-34 y.","Single parent ","43","0.212604802829766","0.156041732106821","0.269167873552711","5"
"Rarely","2009","16-34 y.","Couple + C. LE and GT 16","35","0.209100605286069","0.145488974231252","0.272712236340886","5"
"Rarely","2009","35-65 y.","1-pers.-HH","232","0.276836160487771","0.246632188188472","0.307040132787069","5"
"Rarely","2009","35-65 y.","(Married) couple without C. ","551","0.242476369949636","0.224406563082854","0.260546176816417","5"
"Rarely","2009","35-65 y.","Single parent ","74","0.182269166705225","0.144387992361211","0.220150341049238","5"
"Rarely","2009","35-65 y.","Couple + C. LE 16 ","502","0.296588574484319","0.275059145476563","0.318118003492074","5"
"Rarely","2009","16-34 y.","Couple + C. LE 16 ","104","0.217404448612909","0.181464642215481","0.253344255010337","5"
"Rarely","2009","16-34 y.","Couple + C. GT 16 ","99","0.118779823696962","0.0930634424477751","0.144496204946149","5"
"Rarely","2009","35-65 y.","Couple + C. GT 16 ","385","0.266898651360796","0.244438630479651","0.28935867224194","5"
"Rarely","2009","66 and older","(Married) couple without C. ","46","0.293412605409734","0.221731520715626","0.365093690103843","5"
"Rarely","2009","35-65 y.","Couple + C. LE and GT 16","183","0.255504335860667","0.22250409919001","0.288504572531323","5"
"Rarely","2009","66 and older","1-pers.-HH","11","","","","5"
"Rarely","2009","66 and older","Single parent ","1","","","","5"
"Rarely","2009","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2009","66 and older","Couple + C. GT 16 ","4","","","","5"
"Rarely","2009","66 and older","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2009","16-34 y.","1-pers.-HH","70","0.144693326731345","0.111168766581113","0.178217886881577","3"
"Yes, every 2 weeks","2009","16-34 y.","(Married) couple without C. ","130","0.218414659384921","0.186504112167131","0.250325206602711","3"
"Yes, every 2 weeks","2009","16-34 y.","Single parent ","32","0.138318493816139","0.0905915556504983","0.186045431981779","3"
"Yes, every 2 weeks","2009","35-65 y.","Couple + C. GT 16 ","218","0.146646735052269","0.12868469819625","0.164608771908289","3"
"Yes, every 2 weeks","2009","16-34 y.","Couple + C. LE 16 ","97","0.173892517102377","0.14086837399509","0.206916660209664","3"
"Yes, every 2 weeks","2009","16-34 y.","Couple + C. GT 16 ","87","0.148709888827813","0.120428220803698","0.176991556851928","3"
"Yes, every 2 weeks","2009","16-34 y.","Couple + C. LE and GT 16","20","","","","3"
"Yes, every 2 weeks","2009","35-65 y.","1-pers.-HH","126","0.160857687531424","0.136056468697213","0.185658906365635","3"
"Yes, every 2 weeks","2009","35-65 y.","(Married) couple without C. ","263","0.138284192653051","0.123729970263385","0.152838415042717","3"
"Yes, every 2 weeks","2009","35-65 y.","Single parent ","65","0.18370207735478","0.145705627348194","0.221698527361367","3"
"Yes, every 2 weeks","2009","35-65 y.","Couple + C. LE 16 ","224","0.140685537949326","0.124296578426392","0.157074497472261","3"
"Yes, every 2 weeks","2009","35-65 y.","Couple + C. LE and GT 16","84","0.12814292972124","0.10285246543082","0.153433394011659","3"
"Yes, every 2 weeks","2009","66 and older","1-pers.-HH","2","","","","3"
"Yes, every 2 weeks","2009","66 and older","(Married) couple without C. ","15","","","","3"
"Yes, every 2 weeks","2009","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2009","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2009","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2009","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 3-4 weeks","2009","16-34 y.","1-pers.-HH","30","0.0815144865103388","0.0554390575663952","0.107589915454282","4"
"Yes, every 3-4 weeks","2009","16-34 y.","(Married) couple without C. ","47","0.0573306682019602","0.039375960129907","0.0752853762740134","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Single parent ","15","","","","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Couple + C. GT 16 ","65","0.0961220751254357","0.0726925891666235","0.119551561084248","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Couple + C. LE and GT 16","6","","","","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Couple + C. LE 16 ","51","0.111306467917387","0.0839027781024432","0.138710157732332","4"
"Yes, every 3-4 weeks","2009","35-65 y.","1-pers.-HH","62","0.0704817417630101","0.0532034190930319","0.0877600644329883","4"
"Yes, every 3-4 weeks","2009","35-65 y.","(Married) couple without C. ","206","0.0999594954168519","0.0873131871958967","0.112605803637807","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Single parent ","35","0.064956013138062","0.0407742844331661","0.0891377418429579","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Couple + C. LE 16 ","164","0.0925806680324864","0.0789186528643884","0.106242683200584","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Couple + C. GT 16 ","139","0.0836335231745098","0.0695769405544101","0.0976901057946095","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Couple + C. LE and GT 16","74","0.104153235343072","0.0810410996679831","0.12726537101816","4"
"Yes, every 3-4 weeks","2009","66 and older","1-pers.-HH","2","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","(Married) couple without C. ","7","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Couple + C. GT 16 ","1","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2009","16-34 y.","1-pers.-HH","70","0.144875113969134","0.111333066021684","0.178417161916584","2"
"Yes, every week","2009","16-34 y.","(Married) couple without C. ","90","0.124012936555774","0.0985570926428536","0.149468780468694","2"
"Yes, every week","2009","16-34 y.","Single parent ","33","0.179116743667323","0.126106615580278","0.232126871754368","2"
"Yes, every week","2009","35-65 y.","(Married) couple without C. ","337","0.154902320337292","0.139647639562852","0.170157001111733","2"
"Yes, every week","2009","16-34 y.","Couple + C. LE 16 ","68","0.15975349131696","0.127830662431178","0.191676320202742","2"
"Yes, every week","2009","16-34 y.","Couple + C. GT 16 ","86","0.180967976211802","0.150366131457017","0.211569820966588","2"
"Yes, every week","2009","16-34 y.","Couple + C. LE and GT 16","30","0.270138946619404","0.200682596034376","0.339595297204431","2"
"Yes, every week","2009","35-65 y.","1-pers.-HH","140","0.16644144566215","0.141297519089732","0.191585372234569","2"
"Yes, every week","2009","35-65 y.","Single parent ","66","0.177963556111835","0.140434061438944","0.215493050784726","2"
"Yes, every week","2009","35-65 y.","Couple + C. LE 16 ","243","0.132855905748037","0.116857133279853","0.148854678216221","2"
"Yes, every week","2009","66 and older","(Married) couple without C. ","32","0.171157308359939","0.111862588414269","0.230452028305609","2"
"Yes, every week","2009","66 and older","Single parent ","3","","","","2"
"Yes, every week","2009","35-65 y.","Couple + C. GT 16 ","226","0.162182095938839","0.143465311887551","0.180898879990127","2"
"Yes, every week","2009","35-65 y.","Couple + C. LE and GT 16","94","0.1547362496863","0.127372287192562","0.182100212180037","2"
"Yes, every week","2009","66 and older","1-pers.-HH","11","","","","2"
"Yes, every week","2009","66 and older","Couple + C. LE 16 ","1","","","","2"
"Yes, every week","2009","66 and older","Couple + C. GT 16 ","8","","","","2"
"Yes, every week","2009","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2010","16-34 y.","1-pers.-HH","","","","","1"
"No, never","2010","16-34 y.","(Married) couple without C. ","","","","","1"
"No, never","2010","16-34 y.","Single parent ","71","0.39551480937869","0.320451363675567","0.470578255081813","1"
"No, never","2010","16-34 y.","Couple + C. LE 16 ","358","0.296791020488685","0.270713951804233","0.322868089173137","1"
"No, never","2010","35-65 y.","Couple + C. GT 16 ","13","","","","1"
"No, never","2010","35-65 y.","Couple + C. LE and GT 16","91","0.359269864465808","0.30182798194661","0.416711746985006","1"
"No, never","2010","16-34 y.","Couple + C. GT 16 ","2","","","","1"
"No, never","2010","35-65 y.","Single parent ","333","0.467668469265099","0.431273644491264","0.504063294038934","1"
"No, never","2010","35-65 y.","Couple + C. LE 16 ","625","0.322512260479903","0.302341498169389","0.342683022790417","1"
"No, never","2010","66 and older","1-pers.-HH","","","","","1"
"No, never","2010","66 and older","(Married) couple without C. ","","","","","1"
"No, never","2010","66 and older","Single parent ","","","","","1"
"No, never","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2010","66 and older","Couple + C. GT 16 ","","","","","1"
"No, never","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"No, never","2010","16-34 y.","Couple + C. LE and GT 16","28","","","","1"
"No, never","2010","35-65 y.","1-pers.-HH","","","","","1"
"No, never","2010","35-65 y.","(Married) couple without C. ","","","","","1"
"Rarely","2010","16-34 y.","Couple + C. LE 16 ","295","0.252626962011591","0.227824216834661","0.277429707188521","5"
"Rarely","2010","16-34 y.","(Married) couple without C. ","","","","","5"
"Rarely","2010","35-65 y.","Single parent ","144","0.214771039940013","0.184816303243163","0.244725776636863","5"
"Rarely","2010","35-65 y.","Couple + C. LE 16 ","606","0.285986424602194","0.266486882163783","0.305485967040604","5"
"Rarely","2010","16-34 y.","1-pers.-HH","","","","","5"
"Rarely","2010","16-34 y.","Single parent ","21","","","","5"
"Rarely","2010","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2010","35-65 y.","1-pers.-HH","","","","","5"
"Rarely","2010","35-65 y.","(Married) couple without C. ","","","","","5"
"Rarely","2010","16-34 y.","Couple + C. LE and GT 16","9","","","","5"
"Rarely","2010","35-65 y.","Couple + C. GT 16 ","5","","","","5"
"Rarely","2010","35-65 y.","Couple + C. LE and GT 16","77","0.26841042466754","0.215356912728487","0.321463936606592","5"
"Rarely","2010","66 and older","1-pers.-HH","","","","","5"
"Rarely","2010","66 and older","(Married) couple without C. ","","","","","5"
"Rarely","2010","66 and older","Single parent ","1","","","","5"
"Rarely","2010","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2010","66 and older","Couple + C. GT 16 ","","","","","5"
"Rarely","2010","66 and older","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2010","16-34 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Couple + C. GT 16 ","1","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Couple + C. LE and GT 16","11","","","","3"
"Yes, every 2 weeks","2010","35-65 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2010","35-65 y.","Single parent ","115","0.144014006207485","0.118403675450228","0.169624336964742","3"
"Yes, every 2 weeks","2010","35-65 y.","Couple + C. LE 16 ","297","0.138013144279968","0.123129508839529","0.152896779720407","3"
"Yes, every 2 weeks","2010","35-65 y.","Couple + C. GT 16 ","3","","","","3"
"Yes, every 2 weeks","2010","35-65 y.","Couple + C. LE and GT 16","45","0.148852684318172","0.106237791905321","0.191467576731023","3"
"Yes, every 2 weeks","2010","66 and older","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2010","66 and older","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2010","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2010","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2010","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Single parent ","38","0.267339734060779","0.199397884666708","0.33528158345485","3"
"Yes, every 2 weeks","2010","16-34 y.","Couple + C. LE 16 ","240","0.214890933886864","0.191445124421594","0.238336743352133","3"
"Yes, every 2 weeks","2010","35-65 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2010","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 3-4 weeks","2010","16-34 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2010","16-34 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Single parent ","12","","","","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Couple + C. LE 16 ","116","0.0963552985937719","0.0795119730578517","0.113198624129692","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Couple + C. LE and GT 16","3","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Single parent ","51","0.0715573686943012","0.0527562275286561","0.0903585098599464","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Couple + C. LE 16 ","223","0.113935116708645","0.100224403703095","0.127645829714195","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Couple + C. LE and GT 16","26","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2010","16-34 y.","1-pers.-HH","","","","","2"
"Yes, every week","2010","16-34 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2010","16-34 y.","Single parent ","21","","","","2"
"Yes, every week","2010","16-34 y.","Couple + C. LE 16 ","170","0.139335785019088","0.11956884720974","0.159102722828436","2"
"Yes, every week","2010","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2010","16-34 y.","Couple + C. LE and GT 16","12","","","","2"
"Yes, every week","2010","35-65 y.","1-pers.-HH","","","","","2"
"Yes, every week","2010","35-65 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2010","35-65 y.","Single parent ","79","0.101989115893102","0.0799142941140082","0.124063937672196","2"
"Yes, every week","2010","35-65 y.","Couple + C. LE 16 ","312","0.13955305392929","0.124599989719103","0.154506118139478","2"
"Yes, every week","2010","35-65 y.","Couple + C. LE and GT 16","29","","","","2"
"Yes, every week","2010","66 and older","1-pers.-HH","","","","","2"
"Yes, every week","2010","66 and older","(Married) couple without C. ","","","","","2"
"Yes, every week","2010","66 and older","Single parent ","","","","","2"
"Yes, every week","2010","35-65 y.","Couple + C. GT 16 ","3","","","","2"
"Yes, every week","2010","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2010","66 and older","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2011","16-34 y.","Couple + C. LE 16 ","572","0.362892469008564","0.339175872054208","0.38660906596292","1"
"No, never","2011","16-34 y.","1-pers.-HH","153","0.321061568209893","0.278580203640814","0.363542932778972","1"
"No, never","2011","16-34 y.","(Married) couple without C. ","277","0.396987123288389","0.36134772926803","0.432626517308748","1"
"No, never","2011","16-34 y.","Single parent ","188","0.394302184429443","0.348164897647063","0.440439471211823","1"
"No, never","2011","16-34 y.","Couple + C. GT 16 ","261","0.439928579567222","0.400375236345985","0.479481922788458","1"
"No, never","2011","16-34 y.","Couple + C. LE and GT 16","112","0.435318340083149","0.374584123766057","0.496052556400241","1"
"No, never","2011","35-65 y.","1-pers.-HH","342","0.318292147049","0.290090169661754","0.346494124436246","1"
"No, never","2011","35-65 y.","(Married) couple without C. ","1046","0.38428234829634","0.365755347474307","0.402809349118373","1"
"No, never","2011","35-65 y.","Single parent ","645","0.432229157606037","0.406607073987875","0.4578512412242","1"
"No, never","2011","35-65 y.","Couple + C. LE and GT 16","428","0.382323209754475","0.353976863147984","0.410669556360967","1"
"No, never","2011","66 and older","1-pers.-HH","15","","","","1"
"No, never","2011","35-65 y.","Couple + C. LE 16 ","1537","0.350347842481242","0.33628484173546","0.364410843227024","1"
"No, never","2011","35-65 y.","Couple + C. GT 16 ","597","0.380233421035137","0.356120878609052","0.404345963461221","1"
"No, never","2011","66 and older","(Married) couple without C. ","53","0.397129802982151","0.321312863821937","0.472946742142364","1"
"No, never","2011","66 and older","Single parent ","4","","","","1"
"No, never","2011","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2011","66 and older","Couple + C. GT 16 ","5","","","","1"
"No, never","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rarely","2011","16-34 y.","1-pers.-HH","105","0.255277585903482","0.215604803945557","0.294950367861406","5"
"Rarely","2011","16-34 y.","(Married) couple without C. ","178","0.269209023888813","0.236900270409955","0.301517777367671","5"
"Rarely","2011","16-34 y.","Single parent ","73","0.191418958738761","0.154277093681451","0.228560823796071","5"
"Rarely","2011","16-34 y.","Couple + C. LE 16 ","303","0.192323850193867","0.172884030715658","0.211763669672075","5"
"Rarely","2011","16-34 y.","Couple + C. GT 16 ","121","0.189445162545479","0.158220096563174","0.220670228527784","5"
"Rarely","2011","16-34 y.","Couple + C. LE and GT 16","35","0.155981982742208","0.111535112479966","0.200428853004449","5"
"Rarely","2011","35-65 y.","1-pers.-HH","258","0.253415512390847","0.227081106280041","0.279749918501653","5"
"Rarely","2011","35-65 y.","Single parent ","253","0.179077241299937","0.159246350789339","0.198908131810536","5"
"Rarely","2011","35-65 y.","Couple + C. LE 16 ","1185","0.27310411822142","0.259970388876005","0.286237847566834","5"
"Rarely","2011","35-65 y.","Couple + C. GT 16 ","327","0.228659916753079","0.207799558847023","0.249520274659135","5"
"Rarely","2011","35-65 y.","Couple + C. LE and GT 16","286","0.227851636752746","0.203384814101942","0.252318459403549","5"
"Rarely","2011","66 and older","1-pers.-HH","4","","","","5"
"Rarely","2011","66 and older","(Married) couple without C. ","42","0.240971041886259","0.174703677192389","0.307238406580128","5"
"Rarely","2011","35-65 y.","(Married) couple without C. ","599","0.2227035463583","0.206856584588898","0.238550508127701","5"
"Rarely","2011","66 and older","Couple + C. LE 16 ","1","","","","5"
"Rarely","2011","66 and older","Couple + C. GT 16 ","4","","","","5"
"Rarely","2011","66 and older","Couple + C. LE and GT 16","","","","","5"
"Rarely","2011","66 and older","Single parent ","","","","","5"
"Yes, every 2 weeks","2011","16-34 y.","1-pers.-HH","88","0.193761101202912","0.157798237118501","0.229723965287322","3"
"Yes, every 2 weeks","2011","16-34 y.","Single parent ","79","0.181304826925547","0.144932150913903","0.217677502937191","3"
"Yes, every 2 weeks","2011","16-34 y.","Couple + C. LE 16 ","317","0.2076105096583","0.18760493427585","0.227616085040751","3"
"Yes, every 2 weeks","2011","16-34 y.","Couple + C. GT 16 ","90","0.152088611245581","0.123473595771008","0.180703626720155","3"
"Yes, every 2 weeks","2011","35-65 y.","Couple + C. LE and GT 16","169","0.148773087641961","0.128015065006266","0.169531110277656","3"
"Yes, every 2 weeks","2011","66 and older","1-pers.-HH","4","","","","3"
"Yes, every 2 weeks","2011","16-34 y.","(Married) couple without C. ","110","0.133624420350216","0.108840224844771","0.15840861585566","3"
"Yes, every 2 weeks","2011","16-34 y.","Couple + C. LE and GT 16","47","0.158967653210133","0.114176851128677","0.203758455291589","3"
"Yes, every 2 weeks","2011","35-65 y.","1-pers.-HH","159","0.15623812964227","0.134255941875571","0.178220317408969","3"
"Yes, every 2 weeks","2011","35-65 y.","(Married) couple without C. ","372","0.148580564751453","0.135033603680962","0.162127525821945","3"
"Yes, every 2 weeks","2011","35-65 y.","Single parent ","233","0.158832054053378","0.139926852813306","0.17773725529345","3"
"Yes, every 2 weeks","2011","35-65 y.","Couple + C. LE 16 ","658","0.157166038201992","0.14643755810207","0.167894518301914","3"
"Yes, every 2 weeks","2011","35-65 y.","Couple + C. GT 16 ","232","0.141472501052524","0.124161710348053","0.158783291756995","3"
"Yes, every 2 weeks","2011","66 and older","(Married) couple without C. ","14","","","","3"
"Yes, every 2 weeks","2011","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2011","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2011","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2011","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2011","16-34 y.","1-pers.-HH","40","0.0818024942099425","0.0568657110996669","0.106739277320218","4"
"Yes, every 3-4 weeks","2011","16-34 y.","(Married) couple without C. ","69","0.0817570147531083","0.0617988717410596","0.101715157765157","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Single parent ","36","0.0763954132128515","0.0513178035288232","0.10147302289688","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Couple + C. LE 16 ","166","0.0945679455134159","0.0801349347392814","0.10900095628755","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Couple + C. GT 16 ","54","0.0740376112677315","0.0531738177418779","0.0949014047935851","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Couple + C. LE and GT 16","18","","","","4"
"Yes, every 3-4 weeks","2011","35-65 y.","1-pers.-HH","106","0.107019975644653","0.0883036434179383","0.125736307871368","4"
"Yes, every 3-4 weeks","2011","35-65 y.","(Married) couple without C. ","245","0.0919044290192609","0.0809011253191175","0.102907732719404","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Single parent ","114","0.0764797669018977","0.0627340512341028","0.0902254825696926","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Couple + C. LE 16 ","430","0.09468910205952","0.0860585871567693","0.103319616962271","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Couple + C. GT 16 ","133","0.0837996717916865","0.070036448206888","0.0975628953764849","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Couple + C. LE and GT 16","106","0.121694743369826","0.102624344765197","0.140765141974454","4"
"Yes, every 3-4 weeks","2011","66 and older","1-pers.-HH","2","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","(Married) couple without C. ","17","","","","4"
