"plb0218","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"No, never","2017","35-65 y.","Employed","5079","0.399690364409298","0.390984479065573","0.408396249753023","1"
"No, never","2017","66 and older","Not Employed","7","","","","1"
"No, never","2017","35-65 y.","Not Employed","111","0.644040335779361","0.574286879510379","0.713793792048343","1"
"No, never","2017","66 and older","Employed","189","0.492730345935128","0.443239012632393","0.542221679237863","1"
"Rarely","2017","16-34 y.","Not Employed","15","","","","5"
"Rarely","2017","16-34 y.","Employed","643","0.174778753406706","0.162805756752712","0.186751750060699","5"
"Rarely","2017","35-65 y.","Not Employed","19","","","","5"
"Rarely","2017","35-65 y.","Employed","2501","0.224548930639722","0.217132479464447","0.231965381814997","5"
"Rarely","2017","66 and older","Not Employed","","","","","5"
"Rarely","2017","66 and older","Employed","86","0.220226200521333","0.179203535572997","0.26124886546967","5"
"Yes, every 2 weeks","2017","16-34 y.","Not Employed","27","","","","3"
"Yes, every 2 weeks","2017","35-65 y.","Not Employed","16","","","","3"
"Yes, every 2 weeks","2017","66 and older","Not Employed","","","","","3"
"Yes, every 2 weeks","2017","16-34 y.","Employed","652","0.150286036232966","0.139020054710195","0.161552017755738","3"
"Yes, every 2 weeks","2017","35-65 y.","Employed","1789","0.152208046185274","0.145823546092571","0.158592546277977","3"
"Yes, every 2 weeks","2017","66 and older","Employed","29","","","","3"
"Yes, every 3-4 weeks","2017","16-34 y.","Not Employed","13","","","","4"
"Yes, every 3-4 weeks","2017","16-34 y.","Employed","357","0.089372559522296","0.0803787060805567","0.0983664129640354","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Not Employed","22","","","","4"
"Yes, every 3-4 weeks","2017","66 and older","Not Employed","1","","","","4"
"Yes, every 3-4 weeks","2017","35-65 y.","Employed","1202","0.0937207590715711","0.0885409665817978","0.0989005515613444","4"
"Yes, every 3-4 weeks","2017","66 and older","Employed","20","","","","4"
"Yes, every week","2017","16-34 y.","Not Employed","36","0.166227892267902","0.115389698606473","0.217066085929331","2"
"Yes, every week","2017","16-34 y.","Employed","555","0.139365664806747","0.128447225319139","0.150284104294354","2"
"Yes, every week","2017","35-65 y.","Not Employed","13","","","","2"
"Yes, every week","2017","35-65 y.","Employed","1590","0.129831899694135","0.123858030184982","0.135805769203289","2"
"Yes, every week","2017","66 and older","Not Employed","1","","","","2"
"Yes, every week","2017","66 and older","Employed","68","0.17758781595528","0.139756067927399","0.215419563983161","2"
"No, never","2018","16-34 y.","Not Employed","","","","","1"
"No, never","2018","16-34 y.","Employed","","","","","1"
"No, never","2018","35-65 y.","Not Employed","","","","","1"
"No, never","2018","35-65 y.","Employed","","","","","1"
"No, never","2018","66 and older","Not Employed","","","","","1"
"No, never","2018","66 and older","Employed","","","","","1"
"Rarely","2018","16-34 y.","Not Employed","","","","","5"
"Rarely","2018","16-34 y.","Employed","","","","","5"
"Rarely","2018","66 and older","Not Employed","","","","","5"
"Rarely","2018","66 and older","Employed","","","","","5"
"Rarely","2018","35-65 y.","Not Employed","","","","","5"
"Rarely","2018","35-65 y.","Employed","","","","","5"
"Yes, every 2 weeks","2018","66 and older","Employed","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2018","16-34 y.","Employed","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Not Employed","","","","","3"
"Yes, every 2 weeks","2018","35-65 y.","Employed","","","","","3"
"Yes, every 2 weeks","2018","66 and older","Not Employed","","","","","3"
"Yes, every 3-4 weeks","2018","16-34 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2018","16-34 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2018","35-65 y.","Employed","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2018","66 and older","Employed","","","","","4"
"Yes, every week","2018","16-34 y.","Not Employed","","","","","2"
"Yes, every week","2018","16-34 y.","Employed","","","","","2"
"Yes, every week","2018","35-65 y.","Not Employed","","","","","2"
"Yes, every week","2018","35-65 y.","Employed","","","","","2"
"Yes, every week","2018","66 and older","Not Employed","","","","","2"
"Yes, every week","2018","66 and older","Employed","","","","","2"
"No, never","2019","16-34 y.","Not Employed","126","0.4223939596626","0.36325748833057","0.48153043099463","1"
"No, never","2019","16-34 y.","Employed","1520","0.449087570931572","0.432453769091668","0.465721372771477","1"
"No, never","2019","35-65 y.","Not Employed","138","0.369352938195121","0.320374194356838","0.418331682033403","1"
"No, never","2019","35-65 y.","Employed","4928","0.417133945486768","0.40837820023777","0.425889690735766","1"
"No, never","2019","66 and older","Not Employed","21","","","","1"
"No, never","2019","66 and older","Employed","251","0.498807007289635","0.458427667695931","0.539186346883338","1"
"Rarely","2019","16-34 y.","Not Employed","27","","","","5"
"Rarely","2019","16-34 y.","Employed","567","0.171162177117738","0.158566445397251","0.183757908838225","5"
"Rarely","2019","35-65 y.","Not Employed","70","0.204610613389768","0.16367063118203","0.245550595597506","5"
"Rarely","2019","35-65 y.","Employed","2662","0.229906827920003","0.222435143162454","0.237378512677552","5"
"Rarely","2019","66 and older","Not Employed","24","","","","5"
"Rarely","2019","66 and older","Employed","133","0.215595100466198","0.182384247034011","0.248805953898384","5"
"Yes, every 2 weeks","2019","16-34 y.","Not Employed","38","0.168519471483551","0.123703606826008","0.213335336141093","3"
"Yes, every 2 weeks","2019","16-34 y.","Employed","554","0.160574730108176","0.148297105793734","0.172852354422619","3"
"Yes, every 2 weeks","2019","35-65 y.","Not Employed","53","0.140337998147336","0.105089129762968","0.175586866531704","3"
"Yes, every 2 weeks","2019","66 and older","Not Employed","3","","","","3"
"Yes, every 2 weeks","2019","66 and older","Employed","53","0.0851196178045933","0.0625830677699286","0.107656167839258","3"
"Yes, every 2 weeks","2019","35-65 y.","Employed","1789","0.142823117109103","0.13661005854026","0.149036175677946","3"
"Yes, every 3-4 weeks","2019","16-34 y.","Not Employed","36","0.140688204535533","0.0990602641232811","0.182316144947784","4"
"Yes, every 3-4 weeks","2019","16-34 y.","Employed","307","0.0862033264524656","0.0768175216228307","0.0955891312821005","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Not Employed","38","0.096140362732853","0.0662248087378107","0.126055916727895","4"
"Yes, every 3-4 weeks","2019","66 and older","Not Employed","7","","","","4"
"Yes, every 3-4 weeks","2019","66 and older","Employed","43","0.0552668805664674","0.0368134340640195","0.0737203270689152","4"
"Yes, every 3-4 weeks","2019","35-65 y.","Employed","1090","0.0875793582123291","0.0825597548795237","0.0925989615451345","4"
"Yes, every week","2019","16-34 y.","Not Employed","41","0.12471337884298","0.0851573794111234","0.164269378274837","2"
"Yes, every week","2019","35-65 y.","Not Employed","74","0.189558087534922","0.149781659477275","0.229334515592569","2"
"Yes, every week","2019","16-34 y.","Employed","487","0.132972195390048","0.121617338829879","0.144327051950216","2"
"Yes, every week","2019","66 and older","Not Employed","8","","","","2"
"Yes, every week","2019","35-65 y.","Employed","1714","0.122556751271797","0.11673372020181","0.128379782341783","2"
"Yes, every week","2019","66 and older","Employed","109","0.145211393873107","0.116758912150108","0.173663875596106","2"
