"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"0 Completely dissatisfied","1990","no migration background","higher vocational","15","","",""
"0 Completely dissatisfied","1990","no migration background","higher education","26","","",""
"0 Completely dissatisfied","1990","direct migration background","in school","","","",""
"0 Completely dissatisfied","1990","direct migration background","inadequately","10","","",""
"0 Completely dissatisfied","1990","direct migration background","general elemantary","13","","",""
"0 Completely dissatisfied","1990","direct migration background","middle vocational","18","","",""
"0 Completely dissatisfied","1990","direct migration background","vocational + Abi","","","",""
"0 Completely dissatisfied","1990","direct migration background","higher vocational","2","","",""
"0 Completely dissatisfied","1990","direct migration background","higher education","3","","",""
"0 Completely dissatisfied","1990","indirect migration background","in school","1","","",""
"0 Completely dissatisfied","1990","indirect migration background","inadequately","","","",""
"0 Completely dissatisfied","1990","indirect migration background","general elemantary","","","",""
"0 Completely dissatisfied","1990","indirect migration background","middle vocational","","","",""
"0 Completely dissatisfied","1990","indirect migration background","vocational + Abi","","","",""
"0 Completely dissatisfied","1990","indirect migration background","higher vocational","","","",""
"0 Completely dissatisfied","1990","indirect migration background","higher education","","","",""
"1 on Scale 1 to 10","1990","no migration background","in school","1","","",""
"1 on Scale 1 to 10","1990","no migration background","inadequately","1","","",""
"1 on Scale 1 to 10","1990","no migration background","general elemantary","40","0.0263654103070629","0.0193558678738021","0.0333749527403236"
"1 on Scale 1 to 10","1990","no migration background","middle vocational","73","0.0136494477075182","0.0107426816060498","0.0165562138089865"
"1 on Scale 1 to 10","1990","no migration background","vocational + Abi","2","","",""
"1 on Scale 1 to 10","1990","no migration background","higher vocational","8","","",""
"1 on Scale 1 to 10","1990","no migration background","higher education","11","","",""
"1 on Scale 1 to 10","1990","direct migration background","in school","","","",""
"1 on Scale 1 to 10","1990","direct migration background","inadequately","12","","",""
"1 on Scale 1 to 10","1990","direct migration background","general elemantary","8","","",""
"1 on Scale 1 to 10","1990","direct migration background","middle vocational","7","","",""
"1 on Scale 1 to 10","1990","direct migration background","vocational + Abi","3","","",""
"1 on Scale 1 to 10","1990","direct migration background","higher vocational","","","",""
"1 on Scale 1 to 10","1990","direct migration background","higher education","1","","",""
"1 on Scale 1 to 10","1990","indirect migration background","in school","","","",""
"1 on Scale 1 to 10","1990","indirect migration background","inadequately","","","",""
"1 on Scale 1 to 10","1990","indirect migration background","general elemantary","","","",""
"1 on Scale 1 to 10","1990","indirect migration background","middle vocational","1","","",""
"1 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","",""
"1 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","",""
"1 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"2 on Scale 1 to 10","1990","no migration background","in school","","","",""
"2 on Scale 1 to 10","1990","no migration background","inadequately","4","","",""
"2 on Scale 1 to 10","1990","no migration background","general elemantary","67","0.0359957723680604","0.0278461098940266","0.0441454348420942"
"2 on Scale 1 to 10","1990","no migration background","middle vocational","150","0.0264379123161183","0.0224187799742314","0.0304570446580052"
"2 on Scale 1 to 10","1990","no migration background","vocational + Abi","5","","",""
"2 on Scale 1 to 10","1990","no migration background","higher vocational","6","","",""
"2 on Scale 1 to 10","1990","no migration background","higher education","33","0.0217579036795718","0.0145344433578218","0.0289813640013218"
"2 on Scale 1 to 10","1990","direct migration background","in school","","","",""
"2 on Scale 1 to 10","1990","direct migration background","inadequately","25","","",""
"2 on Scale 1 to 10","1990","direct migration background","general elemantary","32","0.0473633341875415","0.0332809186587541","0.0614457497163289"
"2 on Scale 1 to 10","1990","direct migration background","middle vocational","22","","",""
"2 on Scale 1 to 10","1990","direct migration background","vocational + Abi","","","",""
"2 on Scale 1 to 10","1990","direct migration background","higher vocational","","","",""
"2 on Scale 1 to 10","1990","direct migration background","higher education","2","","",""
"2 on Scale 1 to 10","1990","indirect migration background","in school","","","",""
"2 on Scale 1 to 10","1990","indirect migration background","inadequately","2","","",""
"2 on Scale 1 to 10","1990","indirect migration background","general elemantary","","","",""
"2 on Scale 1 to 10","1990","indirect migration background","middle vocational","1","","",""
"2 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","1","","",""
"2 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","",""
"2 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"3 on Scale 1 to 10","1990","no migration background","in school","4","","",""
"3 on Scale 1 to 10","1990","no migration background","inadequately","4","","",""
"3 on Scale 1 to 10","1990","no migration background","general elemantary","115","0.065938014361653","0.0550805056635988","0.0767955230597073"
"3 on Scale 1 to 10","1990","no migration background","middle vocational","231","0.0410821251168895","0.0361098624952584","0.0460543877385205"
"3 on Scale 1 to 10","1990","no migration background","vocational + Abi","11","","",""
"3 on Scale 1 to 10","1990","no migration background","higher vocational","34","0.0511882240713917","0.0349434585006164","0.0674329896421671"
"3 on Scale 1 to 10","1990","no migration background","higher education","63","0.0460302882346511","0.0356549387829164","0.0564056376863857"
"3 on Scale 1 to 10","1990","direct migration background","in school","","","",""
"3 on Scale 1 to 10","1990","direct migration background","inadequately","38","0.0633342129475018","0.0430890063556457","0.083579419539358"
"3 on Scale 1 to 10","1990","direct migration background","general elemantary","37","0.0520043556528215","0.0372840982071715","0.0667246130984715"
"3 on Scale 1 to 10","1990","direct migration background","middle vocational","36","0.0402969638379518","0.0272593842714733","0.0533345434044303"
"3 on Scale 1 to 10","1990","direct migration background","vocational + Abi","3","","",""
"3 on Scale 1 to 10","1990","direct migration background","higher vocational","3","","",""
"3 on Scale 1 to 10","1990","direct migration background","higher education","8","","",""
"3 on Scale 1 to 10","1990","indirect migration background","in school","","","",""
"3 on Scale 1 to 10","1990","indirect migration background","inadequately","1","","",""
"3 on Scale 1 to 10","1990","indirect migration background","general elemantary","","","",""
"3 on Scale 1 to 10","1990","indirect migration background","middle vocational","2","","",""
"3 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","",""
"3 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","",""
"3 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"4 on Scale 1 to 10","1990","no migration background","in school","6","","",""
"4 on Scale 1 to 10","1990","no migration background","inadequately","3","","",""
"4 on Scale 1 to 10","1990","no migration background","general elemantary","127","0.06479378352722","0.0540243026964105","0.0755632643580295"
"4 on Scale 1 to 10","1990","no migration background","middle vocational","278","0.0503827387169567","0.0449030979627374","0.0558623794711761"
"4 on Scale 1 to 10","1990","no migration background","vocational + Abi","14","","",""
"4 on Scale 1 to 10","1990","no migration background","higher vocational","37","0.0453235971599934","0.0299905432167859","0.0606566511032009"
"4 on Scale 1 to 10","1990","no migration background","higher education","65","0.0516973873661429","0.0407345905709885","0.0626601841612974"
"4 on Scale 1 to 10","1990","direct migration background","in school","","","",""
"4 on Scale 1 to 10","1990","direct migration background","inadequately","44","0.0671851042448737","0.0463764051945981","0.0879938032951492"
"4 on Scale 1 to 10","1990","direct migration background","general elemantary","43","0.0482725512606437","0.0340623968077585","0.0624827057135289"
"4 on Scale 1 to 10","1990","direct migration background","middle vocational","45","0.0682515868140072","0.0515330570740826","0.0849701165539318"
"4 on Scale 1 to 10","1990","direct migration background","vocational + Abi","6","","",""
"4 on Scale 1 to 10","1990","direct migration background","higher vocational","3","","",""
"4 on Scale 1 to 10","1990","direct migration background","higher education","5","","",""
"4 on Scale 1 to 10","1990","indirect migration background","in school","","","",""
"4 on Scale 1 to 10","1990","indirect migration background","inadequately","","","",""
"4 on Scale 1 to 10","1990","indirect migration background","general elemantary","2","","",""
"4 on Scale 1 to 10","1990","indirect migration background","middle vocational","1","","",""
"4 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","",""
"4 on Scale 1 to 10","1990","indirect migration background","higher vocational","1","","",""
"4 on Scale 1 to 10","1990","indirect migration background","higher education","1","","",""
"5 on Scale 1 to 10","1990","no migration background","in school","12","","",""
"5 on Scale 1 to 10","1990","no migration background","inadequately","11","","",""
"5 on Scale 1 to 10","1990","no migration background","general elemantary","362","0.185357243149261","0.168356700434127","0.202357785864395"
"5 on Scale 1 to 10","1990","no migration background","middle vocational","985","0.163584717447913","0.15431814244827","0.172851292447555"
"5 on Scale 1 to 10","1990","no migration background","vocational + Abi","20","","",""
"5 on Scale 1 to 10","1990","no migration background","higher vocational","111","0.1763237359009","0.14823242222995","0.20441504957185"
"5 on Scale 1 to 10","1990","no migration background","higher education","200","0.114311510432675","0.0985572117571646","0.130065809108185"
"5 on Scale 1 to 10","1990","direct migration background","in school","","","",""
"5 on Scale 1 to 10","1990","direct migration background","inadequately","87","0.1955200168224","0.162554193290864","0.228485840353936"
"5 on Scale 1 to 10","1990","direct migration background","general elemantary","121","0.187447451515493","0.161573791138649","0.213321111892338"
"5 on Scale 1 to 10","1990","direct migration background","middle vocational","125","0.161691976374782","0.137283626446879","0.186100326302684"
"5 on Scale 1 to 10","1990","direct migration background","vocational + Abi","11","","",""
"5 on Scale 1 to 10","1990","direct migration background","higher vocational","7","","",""
"5 on Scale 1 to 10","1990","direct migration background","higher education","17","","",""
"5 on Scale 1 to 10","1990","indirect migration background","in school","3","","",""
"5 on Scale 1 to 10","1990","indirect migration background","inadequately","1","","",""
"5 on Scale 1 to 10","1990","indirect migration background","general elemantary","5","","",""
"5 on Scale 1 to 10","1990","indirect migration background","middle vocational","12","","",""
"5 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","","","",""
"5 on Scale 1 to 10","1990","indirect migration background","higher vocational","","","",""
"5 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"6 on Scale 1 to 10","1990","no migration background","in school","8","","",""
"6 on Scale 1 to 10","1990","no migration background","inadequately","4","","",""
"6 on Scale 1 to 10","1990","no migration background","general elemantary","195","0.107719556559795","0.0941560378607631","0.121283075258828"
"6 on Scale 1 to 10","1990","no migration background","middle vocational","572","0.0948853159134073","0.0875437583123632","0.102226873514451"
"6 on Scale 1 to 10","1990","no migration background","vocational + Abi","23","","",""
"6 on Scale 1 to 10","1990","no migration background","higher vocational","60","0.0959152999998309","0.0742089456380423","0.11762165436162"
"6 on Scale 1 to 10","1990","no migration background","higher education","112","0.0801274774737207","0.0666853456133116","0.0935696093341297"
"6 on Scale 1 to 10","1990","direct migration background","in school","1","","",""
"6 on Scale 1 to 10","1990","direct migration background","inadequately","62","0.113554531449562","0.0871827819271124","0.139926280972011"
"6 on Scale 1 to 10","1990","direct migration background","general elemantary","89","0.108593063970348","0.0879662846274561","0.12921984331324"
"6 on Scale 1 to 10","1990","direct migration background","middle vocational","79","0.0974627248942284","0.0777999764491855","0.117125473339271"
"6 on Scale 1 to 10","1990","direct migration background","vocational + Abi","9","","",""
"6 on Scale 1 to 10","1990","direct migration background","higher vocational","7","","",""
"6 on Scale 1 to 10","1990","direct migration background","higher education","8","","",""
"6 on Scale 1 to 10","1990","indirect migration background","in school","","","",""
"6 on Scale 1 to 10","1990","indirect migration background","inadequately","1","","",""
"6 on Scale 1 to 10","1990","indirect migration background","general elemantary","8","","",""
"6 on Scale 1 to 10","1990","indirect migration background","middle vocational","4","","",""
"6 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","2","","",""
"6 on Scale 1 to 10","1990","indirect migration background","higher vocational","1","","",""
"6 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"7 on Scale 1 to 10","1990","no migration background","in school","17","","",""
"7 on Scale 1 to 10","1990","no migration background","inadequately","7","","",""
"7 on Scale 1 to 10","1990","no migration background","general elemantary","249","0.122459673877365","0.108117846346829","0.136801501407901"
"7 on Scale 1 to 10","1990","no migration background","middle vocational","880","0.148160905470967","0.139261059366313","0.15706075157562"
"7 on Scale 1 to 10","1990","no migration background","vocational + Abi","41","0.154642464555741","0.111354686982522","0.19793024212896"
"7 on Scale 1 to 10","1990","no migration background","higher vocational","122","0.185094445009456","0.156466596143677","0.213722293875236"
"7 on Scale 1 to 10","1990","no migration background","higher education","227","0.149298446442447","0.131653113794541","0.166943779090354"
"7 on Scale 1 to 10","1990","direct migration background","in school","3","","",""
"7 on Scale 1 to 10","1990","direct migration background","inadequately","79","0.148882341350788","0.119293559168143","0.178471123533434"
"7 on Scale 1 to 10","1990","direct migration background","general elemantary","135","0.158126511902586","0.133937499524548","0.182315524280625"
"7 on Scale 1 to 10","1990","direct migration background","middle vocational","137","0.16999103598751","0.145088316509976","0.194893755465043"
"7 on Scale 1 to 10","1990","direct migration background","vocational + Abi","20","","",""
"7 on Scale 1 to 10","1990","direct migration background","higher vocational","15","","",""
"7 on Scale 1 to 10","1990","direct migration background","higher education","26","","",""
"7 on Scale 1 to 10","1990","indirect migration background","in school","","","",""
"7 on Scale 1 to 10","1990","indirect migration background","inadequately","1","","",""
"7 on Scale 1 to 10","1990","indirect migration background","general elemantary","12","","",""
"7 on Scale 1 to 10","1990","indirect migration background","middle vocational","8","","",""
"7 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","1","","",""
"7 on Scale 1 to 10","1990","indirect migration background","higher vocational","2","","",""
"7 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"8 on Scale 1 to 10","1990","no migration background","in school","20","","",""
"8 on Scale 1 to 10","1990","no migration background","inadequately","13","","",""
"8 on Scale 1 to 10","1990","no migration background","general elemantary","350","0.170842625205103","0.154376515413868","0.187308734996337"
"8 on Scale 1 to 10","1990","no migration background","middle vocational","1359","0.225700417436495","0.215227743189571","0.236173091683419"
"8 on Scale 1 to 10","1990","no migration background","vocational + Abi","80","0.302191058509203","0.247212953812964","0.357169163205443"
"8 on Scale 1 to 10","1990","no migration background","higher vocational","171","0.219335774982491","0.188833989687052","0.24983756027793"
"8 on Scale 1 to 10","1990","no migration background","higher education","406","0.255912584108238","0.234306732262445","0.277518435954032"
"8 on Scale 1 to 10","1990","direct migration background","in school","6","","",""
"8 on Scale 1 to 10","1990","direct migration background","inadequately","93","0.152168458297195","0.122312721029838","0.182024195564551"
"8 on Scale 1 to 10","1990","direct migration background","general elemantary","180","0.171052390427716","0.146088027345816","0.196016753509615"
"8 on Scale 1 to 10","1990","direct migration background","middle vocational","183","0.210793735762548","0.183753125611971","0.237834345913126"
"8 on Scale 1 to 10","1990","direct migration background","vocational + Abi","21","","",""
"8 on Scale 1 to 10","1990","direct migration background","higher vocational","15","","",""
"8 on Scale 1 to 10","1990","direct migration background","higher education","22","","",""
"8 on Scale 1 to 10","1990","indirect migration background","in school","15","","",""
"8 on Scale 1 to 10","1990","indirect migration background","inadequately","3","","",""
"8 on Scale 1 to 10","1990","indirect migration background","general elemantary","20","","",""
"8 on Scale 1 to 10","1990","indirect migration background","middle vocational","30","0.242145435283223","0.1568956482868","0.327395222279647"
"8 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","1","","",""
"8 on Scale 1 to 10","1990","indirect migration background","higher vocational","1","","",""
"8 on Scale 1 to 10","1990","indirect migration background","higher education","","","",""
"9 on Scale 1 to 10","1990","no migration background","in school","29","","",""
"9 on Scale 1 to 10","1990","no migration background","inadequately","9","","",""
"9 on Scale 1 to 10","1990","no migration background","general elemantary","185","0.0808514697704175","0.068925019190531","0.0927779203503039"
"9 on Scale 1 to 10","1990","no migration background","middle vocational","617","0.0970502528115567","0.0896342988136497","0.104466206809464"
"9 on Scale 1 to 10","1990","no migration background","vocational + Abi","39","0.145504243265738","0.103288593462038","0.187719893069437"
"9 on Scale 1 to 10","1990","no migration background","higher vocational","74","0.0962699939850546","0.0745278079445139","0.118012180025595"
"9 on Scale 1 to 10","1990","no migration background","higher education","215","0.147969461248017","0.130389123285495","0.16554979921054"
"9 on Scale 1 to 10","1990","direct migration background","in school","6","","",""
"9 on Scale 1 to 10","1990","direct migration background","inadequately","49","0.0701487506514808","0.0489198548679697","0.0913776464349919"
"9 on Scale 1 to 10","1990","direct migration background","general elemantary","94","0.0964061529482364","0.0768388313181875","0.115973474578285"
"9 on Scale 1 to 10","1990","direct migration background","middle vocational","107","0.0947670574933368","0.0753492027606421","0.114184912226031"
"9 on Scale 1 to 10","1990","direct migration background","vocational + Abi","10","","",""
"9 on Scale 1 to 10","1990","direct migration background","higher vocational","3","","",""
"9 on Scale 1 to 10","1990","direct migration background","higher education","20","","",""
"9 on Scale 1 to 10","1990","indirect migration background","in school","5","","",""
"9 on Scale 1 to 10","1990","indirect migration background","inadequately","2","","",""
"9 on Scale 1 to 10","1990","indirect migration background","general elemantary","28","","",""
"9 on Scale 1 to 10","1990","indirect migration background","middle vocational","19","","",""
"9 on Scale 1 to 10","1990","indirect migration background","vocational + Abi","1","","",""
"9 on Scale 1 to 10","1990","indirect migration background","higher vocational","1","","",""
"9 on Scale 1 to 10","1990","indirect migration background","higher education","2","","",""
"10 Completely satisfied","1990","no migration background","in school","34","0.210442498251369","0.140904892734873","0.279980103767866"
"10 Completely satisfied","1990","no migration background","inadequately","15","","",""
"10 Completely satisfied","1990","no migration background","general elemantary","226","0.0951186353199054","0.0822834237335746","0.107953846906236"
"10 Completely satisfied","1990","no migration background","middle vocational","821","0.113423935024586","0.105479788285129","0.121368081764044"
"10 Completely satisfied","1990","no migration background","vocational + Abi","28","","",""
"10 Completely satisfied","1990","no migration background","higher vocational","69","0.0785398083546147","0.0587098596108774","0.098369757098352"
"10 Completely satisfied","1990","no migration background","higher education","209","0.10854030272718","0.0931389111148475","0.123941694339513"
"10 Completely satisfied","1990","direct migration background","in school","12","","",""
"10 Completely satisfied","1990","direct migration background","inadequately","57","0.106435181075526","0.080801184161802","0.13206917798925"
"10 Completely satisfied","1990","direct migration background","general elemantary","122","0.0978662467973736","0.0781672410254094","0.117565252569338"
"10 Completely satisfied","1990","direct migration background","middle vocational","115","0.11078464307658","0.0899763894205187","0.131592896732641"
"10 Completely satisfied","1990","direct migration background","vocational + Abi","16","","",""
"10 Completely satisfied","1990","direct migration background","higher vocational","5","","",""
"10 Completely satisfied","1990","direct migration background","higher education","14","","",""
"10 Completely satisfied","1990","indirect migration background","in school","10","","",""
"10 Completely satisfied","1990","indirect migration background","inadequately","7","","",""
"10 Completely satisfied","1990","indirect migration background","general elemantary","41","0.281818630989068","0.199949342864891","0.363687919113244"
"10 Completely satisfied","1990","indirect migration background","middle vocational","19","","",""
"10 Completely satisfied","1990","indirect migration background","vocational + Abi","1","","",""
"10 Completely satisfied","1990","indirect migration background","higher vocational","","","",""
"10 Completely satisfied","1990","indirect migration background","higher education","","","",""
"0 Completely dissatisfied","1991","no migration background","in school","2","","",""
"0 Completely dissatisfied","1991","no migration background","inadequately","2","","",""
"0 Completely dissatisfied","1991","no migration background","general elemantary","68","0.0405150552772661","0.0316309269076435","0.0493991836468887"
"0 Completely dissatisfied","1991","no migration background","middle vocational","114","0.0248555770461731","0.0208954331910381","0.028815720901308"
"0 Completely dissatisfied","1991","no migration background","vocational + Abi","3","","",""
"0 Completely dissatisfied","1991","no migration background","higher vocational","14","","",""
"0 Completely dissatisfied","1991","no migration background","higher education","16","","",""
"0 Completely dissatisfied","1991","direct migration background","in school","","","",""
"0 Completely dissatisfied","1991","direct migration background","inadequately","5","","",""
"0 Completely dissatisfied","1991","direct migration background","general elemantary","15","","",""
"0 Completely dissatisfied","1991","direct migration background","middle vocational","19","","",""
"0 Completely dissatisfied","1991","direct migration background","vocational + Abi","1","","",""
"0 Completely dissatisfied","1991","direct migration background","higher vocational","","","",""
"0 Completely dissatisfied","1991","direct migration background","higher education","1","","",""
"0 Completely dissatisfied","1991","indirect migration background","in school","","","",""
"0 Completely dissatisfied","1991","indirect migration background","inadequately","1","","",""
"0 Completely dissatisfied","1991","indirect migration background","general elemantary","2","","",""
"0 Completely dissatisfied","1991","indirect migration background","middle vocational","","","",""
"0 Completely dissatisfied","1991","indirect migration background","vocational + Abi","","","",""
"0 Completely dissatisfied","1991","indirect migration background","higher vocational","","","",""
"0 Completely dissatisfied","1991","indirect migration background","higher education","","","",""
"1 on Scale 1 to 10","1991","no migration background","in school","","","",""
"1 on Scale 1 to 10","1991","no migration background","inadequately","2","","",""
"1 on Scale 1 to 10","1991","no migration background","general elemantary","33","0.0182773892584243","0.0122415314190826","0.0243132470977661"
"1 on Scale 1 to 10","1991","no migration background","middle vocational","70","0.0131494979393274","0.0102518552219559","0.0160471406566989"
"1 on Scale 1 to 10","1991","no migration background","vocational + Abi","3","","",""
"1 on Scale 1 to 10","1991","no migration background","higher vocational","3","","",""
"1 on Scale 1 to 10","1991","no migration background","higher education","10","","",""
"1 on Scale 1 to 10","1991","direct migration background","in school","","","",""
"1 on Scale 1 to 10","1991","direct migration background","inadequately","11","","",""
"1 on Scale 1 to 10","1991","direct migration background","general elemantary","10","","",""
"1 on Scale 1 to 10","1991","direct migration background","middle vocational","6","","",""
"1 on Scale 1 to 10","1991","direct migration background","vocational + Abi","","","",""
"1 on Scale 1 to 10","1991","direct migration background","higher vocational","","","",""
"1 on Scale 1 to 10","1991","direct migration background","higher education","2","","",""
"1 on Scale 1 to 10","1991","indirect migration background","in school","","","",""
"1 on Scale 1 to 10","1991","indirect migration background","inadequately","","","",""
"1 on Scale 1 to 10","1991","indirect migration background","general elemantary","","","",""
"1 on Scale 1 to 10","1991","indirect migration background","middle vocational","1","","",""
"1 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","","","",""
"1 on Scale 1 to 10","1991","indirect migration background","higher vocational","","","",""
"1 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"2 on Scale 1 to 10","1991","no migration background","in school","1","","",""
"2 on Scale 1 to 10","1991","no migration background","inadequately","7","","",""
"2 on Scale 1 to 10","1991","no migration background","general elemantary","59","0.0363235931314176","0.0278932055893227","0.0447539806735125"
"2 on Scale 1 to 10","1991","no migration background","middle vocational","118","0.0222485576438989","0.0184968435927132","0.0260002716950847"
"2 on Scale 1 to 10","1991","no migration background","vocational + Abi","2","","",""
"2 on Scale 1 to 10","1991","no migration background","higher vocational","22","","",""
"2 on Scale 1 to 10","1991","no migration background","higher education","31","0.0228264326667054","0.0154009025883805","0.0302519627450303"
"2 on Scale 1 to 10","1991","direct migration background","in school","","","",""
"2 on Scale 1 to 10","1991","direct migration background","inadequately","17","","",""
"2 on Scale 1 to 10","1991","direct migration background","general elemantary","15","","",""
"2 on Scale 1 to 10","1991","direct migration background","middle vocational","25","","",""
"2 on Scale 1 to 10","1991","direct migration background","vocational + Abi","5","","",""
"2 on Scale 1 to 10","1991","direct migration background","higher vocational","2","","",""
"2 on Scale 1 to 10","1991","direct migration background","higher education","2","","",""
"2 on Scale 1 to 10","1991","indirect migration background","in school","","","",""
"2 on Scale 1 to 10","1991","indirect migration background","inadequately","1","","",""
"2 on Scale 1 to 10","1991","indirect migration background","general elemantary","","","",""
"2 on Scale 1 to 10","1991","indirect migration background","middle vocational","1","","",""
"2 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","1","","",""
"2 on Scale 1 to 10","1991","indirect migration background","higher vocational","","","",""
"2 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"3 on Scale 1 to 10","1991","no migration background","in school","2","","",""
"3 on Scale 1 to 10","1991","no migration background","inadequately","3","","",""
"3 on Scale 1 to 10","1991","no migration background","general elemantary","112","0.0631532292248699","0.0521930012356289","0.0741134572141108"
"3 on Scale 1 to 10","1991","no migration background","middle vocational","267","0.0498190802842012","0.044284743652266","0.0553534169161363"
"3 on Scale 1 to 10","1991","no migration background","vocational + Abi","15","","",""
"3 on Scale 1 to 10","1991","no migration background","higher vocational","25","","",""
"3 on Scale 1 to 10","1991","no migration background","higher education","64","0.0405689687053631","0.0307599300020256","0.0503780074087005"
"3 on Scale 1 to 10","1991","direct migration background","in school","","","",""
"3 on Scale 1 to 10","1991","direct migration background","inadequately","44","0.0901355411414698","0.066003956354347","0.114267125928593"
"3 on Scale 1 to 10","1991","direct migration background","general elemantary","53","0.0820900751060877","0.0636688319665772","0.100511318245598"
"3 on Scale 1 to 10","1991","direct migration background","middle vocational","37","0.0525172538552173","0.0377116369472847","0.06732287076315"
"3 on Scale 1 to 10","1991","direct migration background","vocational + Abi","6","","",""
"3 on Scale 1 to 10","1991","direct migration background","higher vocational","1","","",""
"3 on Scale 1 to 10","1991","direct migration background","higher education","5","","",""
"3 on Scale 1 to 10","1991","indirect migration background","in school","","","",""
"3 on Scale 1 to 10","1991","indirect migration background","inadequately","","","",""
"3 on Scale 1 to 10","1991","indirect migration background","general elemantary","1","","",""
"3 on Scale 1 to 10","1991","indirect migration background","middle vocational","5","","",""
"3 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","","","",""
"3 on Scale 1 to 10","1991","indirect migration background","higher vocational","","","",""
"3 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"4 on Scale 1 to 10","1991","no migration background","in school","3","","",""
"4 on Scale 1 to 10","1991","no migration background","inadequately","3","","",""
"4 on Scale 1 to 10","1991","no migration background","general elemantary","111","0.0578019007407457","0.047286406331682","0.0683173951498093"
"4 on Scale 1 to 10","1991","no migration background","middle vocational","291","0.0553176362187056","0.0495027760267113","0.0611324964106998"
"4 on Scale 1 to 10","1991","no migration background","vocational + Abi","16","","",""
"4 on Scale 1 to 10","1991","no migration background","higher vocational","48","0.0738876391801022","0.0543975969831421","0.0933776813770624"
"4 on Scale 1 to 10","1991","no migration background","higher education","75","0.0534277253598646","0.0422466695286781","0.0646087811910512"
"4 on Scale 1 to 10","1991","direct migration background","in school","","","",""
"4 on Scale 1 to 10","1991","direct migration background","inadequately","36","0.0586988656858863","0.0388914140612183","0.0785063173105543"
"4 on Scale 1 to 10","1991","direct migration background","general elemantary","37","0.0627379058965781","0.0464648501866786","0.0790109616064776"
"4 on Scale 1 to 10","1991","direct migration background","middle vocational","34","0.034797161446702","0.0226333115336511","0.0469610113597529"
"4 on Scale 1 to 10","1991","direct migration background","vocational + Abi","1","","",""
"4 on Scale 1 to 10","1991","direct migration background","higher vocational","1","","",""
"4 on Scale 1 to 10","1991","direct migration background","higher education","5","","",""
"4 on Scale 1 to 10","1991","indirect migration background","in school","","","",""
"4 on Scale 1 to 10","1991","indirect migration background","inadequately","","","",""
"4 on Scale 1 to 10","1991","indirect migration background","general elemantary","2","","",""
"4 on Scale 1 to 10","1991","indirect migration background","middle vocational","9","","",""
"4 on Scale 1 to 10","1991","indirect migration background","vocational + Abi","","","",""
"4 on Scale 1 to 10","1991","indirect migration background","higher vocational","","","",""
"4 on Scale 1 to 10","1991","indirect migration background","higher education","","","",""
"5 on Scale 1 to 10","1991","no migration background","in school","4","","",""
"5 on Scale 1 to 10","1991","no migration background","inadequately","14","","",""
"5 on Scale 1 to 10","1991","no migration background","general elemantary","357","0.198151107234168","0.180190043926676","0.21611217054166"
"5 on Scale 1 to 10","1991","no migration background","middle vocational","954","0.161419963710524","0.152061265371531","0.170778662049517"
"5 on Scale 1 to 10","1991","no migration background","vocational + Abi","22","","",""
"5 on Scale 1 to 10","1991","no migration background","higher vocational","98","0.135918142242016","0.110384592126697","0.161451692357334"
"5 on Scale 1 to 10","1991","no migration background","higher education","205","0.152098555208725","0.134243639027095","0.169953471390355"
"5 on Scale 1 to 10","1991","direct migration background","in school","","","",""
"5 on Scale 1 to 10","1991","direct migration background","inadequately","84","0.147409079928414","0.117535867455014","0.177282292401813"
"5 on Scale 1 to 10","1991","direct migration background","general elemantary","105","0.14631537189914","0.122597960663488","0.170032783134792"
"5 on Scale 1 to 10","1991","direct migration background","middle vocational","115","0.165327186109876","0.140671328132946","0.189983044086806"
"5 on Scale 1 to 10","1991","direct migration background","vocational + Abi","11","","",""
"5 on Scale 1 to 10","1991","direct migration background","higher vocational","7","","",""
"5 on Scale 1 to 10","1991","direct migration background","higher education","22","","",""
"5 on Scale 1 to 10","1991","indirect migration background","in school","","","",""
"5 on Scale 1 to 10","1991","indirect migration background","inadequately","1","","",""
"5 on Scale 1 to 10","1991","indirect migration background","general elemantary","9","","",""
