"plb0219","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2008","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every 2 weeks","2008","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every 2 weeks","2008","(3a) lower tertiary education","Male","","","",""
"Yes, every 2 weeks","2008","(3a) lower tertiary education","Female","","","",""
"Yes, every 2 weeks","2008","(3b) higher tertiary education","Male","","","",""
"Yes, every 2 weeks","2008","(3b) higher tertiary education","Female","","","",""
"Yes, every 3-4 weeks","2008","(0) in school","Male","","","",""
"Yes, every 3-4 weeks","2008","(0) in school","Female","","","",""
"Yes, every 3-4 weeks","2008","(1a) inadequately completed","Male","","","",""
"Yes, every 3-4 weeks","2008","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2008","(1b) general elementary school","Male","","","",""
"Yes, every 3-4 weeks","2008","(1b) general elementary school","Female","","","",""
"Yes, every 3-4 weeks","2008","(1c) basic vocational qualification","Male","","","",""
"Yes, every 3-4 weeks","2008","(1c) basic vocational qualification","Female","","","",""
"Yes, every 3-4 weeks","2008","(2b) intermediate general qualification","Male","","","",""
"Yes, every 3-4 weeks","2008","(2b) intermediate general qualification","Female","","","",""
"Yes, every 3-4 weeks","2008","(2a) intermediate vocational","Male","","","",""
"Yes, every 3-4 weeks","2008","(2a) intermediate vocational","Female","","","",""
"Yes, every 3-4 weeks","2008","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every 3-4 weeks","2008","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every 3-4 weeks","2008","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every 3-4 weeks","2008","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every 3-4 weeks","2008","(3a) lower tertiary education","Male","","","",""
"Yes, every 3-4 weeks","2008","(3a) lower tertiary education","Female","","","",""
"Yes, every 3-4 weeks","2008","(3b) higher tertiary education","Male","","","",""
"Yes, every 3-4 weeks","2008","(3b) higher tertiary education","Female","","","",""
"Rarely","2008","(0) in school","Male","","","",""
"Rarely","2008","(0) in school","Female","","","",""
"Rarely","2008","(1a) inadequately completed","Male","","","",""
"Rarely","2008","(1a) inadequately completed","Female","","","",""
"Rarely","2008","(1b) general elementary school","Male","","","",""
"Rarely","2008","(1b) general elementary school","Female","","","",""
"Rarely","2008","(1c) basic vocational qualification","Male","","","",""
"Rarely","2008","(1c) basic vocational qualification","Female","","","",""
"Rarely","2008","(2b) intermediate general qualification","Male","","","",""
"Rarely","2008","(2b) intermediate general qualification","Female","","","",""
"Rarely","2008","(2a) intermediate vocational","Male","","","",""
"Rarely","2008","(2a) intermediate vocational","Female","","","",""
"Rarely","2008","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2008","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2008","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2008","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2008","(3a) lower tertiary education","Male","","","",""
"Rarely","2008","(3a) lower tertiary education","Female","","","",""
"Rarely","2008","(3b) higher tertiary education","Male","","","",""
"Rarely","2008","(3b) higher tertiary education","Female","","","",""
"No, never","2009","(0) in school","Male","13","","",""
"No, never","2009","(0) in school","Female","10","","",""
"No, never","2009","(1a) inadequately completed","Male","24","","",""
"No, never","2009","(1a) inadequately completed","Female","13","","",""
"No, never","2009","(1b) general elementary school","Male","134","0.623831509265095","0.555310723058106","0.692352295472083"
"No, never","2009","(1b) general elementary school","Female","170","0.767895370566467","0.712235155481097","0.823555585651837"
"No, never","2009","(1c) basic vocational qualification","Male","764","0.612656661702434","0.585421574180642","0.639891749224227"
"No, never","2009","(1c) basic vocational qualification","Female","536","0.685288464767044","0.652634898244987","0.717942031289101"
"No, never","2009","(2b) intermediate general qualification","Male","81","0.631580713190407","0.54303219992249","0.720129226458324"
"No, never","2009","(2b) intermediate general qualification","Female","82","0.712952370597435","0.633647415145487","0.792257326049382"
"No, never","2009","(2a) intermediate vocational","Male","716","0.509994784120862","0.483328381901081","0.536661186340643"
"No, never","2009","(2a) intermediate vocational","Female","1054","0.652676447579895","0.629057381174524","0.676295513985266"
"No, never","2009","(2c_gen) general maturity certificate","Male","98","0.581207472351667","0.506156019516465","0.656258925186869"
"No, never","2009","(2c_gen) general maturity certificate","Female","122","0.698306412684315","0.631986303247101","0.76462652212153"
"No, never","2009","(2c_voc) vocational maturity certificate","Male","240","0.56094224102423","0.513423931695529","0.60846055035293"
"No, never","2009","(2c_voc) vocational maturity certificate","Female","335","0.656117841339258","0.614230734702602","0.698004947975913"
"No, never","2009","(3a) lower tertiary education","Male","269","0.501374907712189","0.457980739779513","0.544769075644866"
"No, never","2009","(3a) lower tertiary education","Female","302","0.642014485913389","0.599566685437989","0.684462286388788"
"No, never","2009","(3b) higher tertiary education","Male","380","0.4111551416588","0.379168440281126","0.443141843036474"
"No, never","2009","(3b) higher tertiary education","Female","366","0.451824801842089","0.416207404285005","0.487442199399173"
"Yes, every week","2009","(0) in school","Male","","","",""
"Yes, every week","2009","(0) in school","Female","3","","",""
"Yes, every week","2009","(1a) inadequately completed","Male","4","","",""
"Yes, every week","2009","(1a) inadequately completed","Female","3","","",""
"Yes, every week","2009","(1b) general elementary school","Male","16","","",""
"Yes, every week","2009","(1b) general elementary school","Female","9","","",""
"Yes, every week","2009","(1c) basic vocational qualification","Male","76","0.0579427368298804","0.0448807180753183","0.0710047555844424"
"Yes, every week","2009","(1c) basic vocational qualification","Female","30","0.0352198364960211","0.0222586299305808","0.0481810430614614"
"Yes, every week","2009","(2b) intermediate general qualification","Male","9","","",""
"Yes, every week","2009","(2b) intermediate general qualification","Female","7","","",""
"Yes, every week","2009","(2a) intermediate vocational","Male","85","0.0578098134876573","0.0453603315592129","0.0702592954161018"
"Yes, every week","2009","(2a) intermediate vocational","Female","66","0.0467989800640289","0.0363214942193979","0.0572764659086598"
"Yes, every week","2009","(2c_gen) general maturity certificate","Male","12","","",""
"Yes, every week","2009","(2c_gen) general maturity certificate","Female","13","","",""
"Yes, every week","2009","(2c_voc) vocational maturity certificate","Male","24","","",""
"Yes, every week","2009","(2c_voc) vocational maturity certificate","Female","22","","",""
"Yes, every week","2009","(3a) lower tertiary education","Male","32","0.0581375901549022","0.037828744073205","0.0784464362365995"
"Yes, every week","2009","(3a) lower tertiary education","Female","29","","",""
"Yes, every week","2009","(3b) higher tertiary education","Male","122","0.162833240561959","0.138831448424352","0.186835032699566"
"Yes, every week","2009","(3b) higher tertiary education","Female","117","0.140524514078513","0.115652540222607","0.16539648793442"
"Yes, every 2 weeks","2009","(0) in school","Male","1","","",""
"Yes, every 2 weeks","2009","(0) in school","Female","2","","",""
"Yes, every 2 weeks","2009","(1a) inadequately completed","Male","2","","",""
"Yes, every 2 weeks","2009","(1a) inadequately completed","Female","1","","",""
"Yes, every 2 weeks","2009","(1b) general elementary school","Male","13","","",""
"Yes, every 2 weeks","2009","(1b) general elementary school","Female","20","","",""
"Yes, every 2 weeks","2009","(1c) basic vocational qualification","Male","73","0.0591500426074492","0.0459611034357563","0.0723389817791421"
"Yes, every 2 weeks","2009","(1c) basic vocational qualification","Female","83","0.1026395360892","0.0813003236232682","0.123978748555132"
"Yes, every 2 weeks","2009","(2b) intermediate general qualification","Male","11","","",""
"Yes, every 2 weeks","2009","(2b) intermediate general qualification","Female","14","","",""
"Yes, every 2 weeks","2009","(2a) intermediate vocational","Male","133","0.110998808525094","0.0942419911384533","0.127755625911734"
"Yes, every 2 weeks","2009","(2a) intermediate vocational","Female","170","0.102824947146274","0.0877576802446153","0.117892214047932"
"Yes, every 2 weeks","2009","(2c_gen) general maturity certificate","Male","20","","",""
"Yes, every 2 weeks","2009","(2c_gen) general maturity certificate","Female","16","","",""
"Yes, every 2 weeks","2009","(2c_voc) vocational maturity certificate","Male","32","0.0752393191202662","0.0499825272203361","0.100496111020196"
"Yes, every 2 weeks","2009","(2c_voc) vocational maturity certificate","Female","43","0.0797149732540939","0.0558304956504968","0.103599450857691"
"Yes, every 2 weeks","2009","(3a) lower tertiary education","Male","23","","",""
"Yes, every 2 weeks","2009","(3a) lower tertiary education","Female","32","0.0645385584601639","0.0427828802275682","0.0862942366927597"
"Yes, every 2 weeks","2009","(3b) higher tertiary education","Male","77","0.077372108940473","0.0600032352733909","0.0947409826075551"
"Yes, every 2 weeks","2009","(3b) higher tertiary education","Female","58","0.0750121026461996","0.0561603751155487","0.0938638301768506"
"Yes, every 3-4 weeks","2009","(0) in school","Male","","","",""
"Yes, every 3-4 weeks","2009","(0) in school","Female","1","","",""
"Yes, every 3-4 weeks","2009","(1a) inadequately completed","Male","","","",""
"Yes, every 3-4 weeks","2009","(1a) inadequately completed","Female","1","","",""
"Yes, every 3-4 weeks","2009","(1b) general elementary school","Male","10","","",""
"Yes, every 3-4 weeks","2009","(1b) general elementary school","Female","7","","",""
"Yes, every 3-4 weeks","2009","(1c) basic vocational qualification","Male","81","0.0657178438078449","0.0518645568700667","0.0795711307456231"
"Yes, every 3-4 weeks","2009","(1c) basic vocational qualification","Female","30","0.0389685898857054","0.0253615481105447","0.052575631660866"
"Yes, every 3-4 weeks","2009","(2b) intermediate general qualification","Male","3","","",""
"Yes, every 3-4 weeks","2009","(2b) intermediate general qualification","Female","5","","",""
"Yes, every 3-4 weeks","2009","(2a) intermediate vocational","Male","75","0.0574365628652691","0.045024878500352","0.0698482472301862"
"Yes, every 3-4 weeks","2009","(2a) intermediate vocational","Female","74","0.0624936748883227","0.0504861975795308","0.0745011521971147"
"Yes, every 3-4 weeks","2009","(2c_gen) general maturity certificate","Male","13","","",""
"Yes, every 3-4 weeks","2009","(2c_gen) general maturity certificate","Female","11","","",""
"Yes, every 3-4 weeks","2009","(2c_voc) vocational maturity certificate","Male","27","","",""
"Yes, every 3-4 weeks","2009","(2c_voc) vocational maturity certificate","Female","19","","",""
"Yes, every 3-4 weeks","2009","(3a) lower tertiary education","Male","27","","",""
"Yes, every 3-4 weeks","2009","(3a) lower tertiary education","Female","20","","",""
"Yes, every 3-4 weeks","2009","(3b) higher tertiary education","Male","78","0.0767449233668786","0.0594407112549291","0.0940491354788281"
"Yes, every 3-4 weeks","2009","(3b) higher tertiary education","Female","57","0.0945924147299252","0.0736480264887153","0.115536802971135"
"Rarely","2009","(0) in school","Male","3","","",""
"Rarely","2009","(0) in school","Female","4","","",""
"Rarely","2009","(1a) inadequately completed","Male","6","","",""
"Rarely","2009","(1a) inadequately completed","Female","","","",""
"Rarely","2009","(1b) general elementary school","Male","19","","",""
"Rarely","2009","(1b) general elementary school","Female","15","","",""
"Rarely","2009","(1c) basic vocational qualification","Male","235","0.204532715052391","0.181981772279235","0.227083657825548"
"Rarely","2009","(1c) basic vocational qualification","Female","98","0.137883572762029","0.113641106164697","0.162126039359362"
"Rarely","2009","(2b) intermediate general qualification","Male","10","","",""
"Rarely","2009","(2b) intermediate general qualification","Female","17","","",""
"Rarely","2009","(2a) intermediate vocational","Male","341","0.263760031001118","0.240253129110943","0.287266932891293"
"Rarely","2009","(2a) intermediate vocational","Female","197","0.13520595032148","0.118243019600306","0.152168881042654"
"Rarely","2009","(2c_gen) general maturity certificate","Male","23","","",""
"Rarely","2009","(2c_gen) general maturity certificate","Female","22","","",""
"Rarely","2009","(2c_voc) vocational maturity certificate","Male","96","0.215874718827086","0.176480299793773","0.255269137860399"
"Rarely","2009","(2c_voc) vocational maturity certificate","Female","75","0.182246418292743","0.148203612678225","0.216289223907262"
"Rarely","2009","(3a) lower tertiary education","Male","159","0.320111160558281","0.27962259720937","0.360599723907192"
"Rarely","2009","(3a) lower tertiary education","Female","107","0.20062399616256","0.165165766960392","0.236082225364729"
"Rarely","2009","(3b) higher tertiary education","Male","252","0.27189458547189","0.242970238721224","0.300818932222555"
"Rarely","2009","(3b) higher tertiary education","Female","152","0.238046166703273","0.207566347635945","0.2685259857706"
"No, never","2010","(0) in school","Male","8","","",""
"No, never","2010","(0) in school","Female","6","","",""
"No, never","2010","(1a) inadequately completed","Male","28","","",""
"No, never","2010","(1a) inadequately completed","Female","11","","",""
"No, never","2010","(1b) general elementary school","Male","126","0.693622706190074","0.626649307940073","0.760596104440075"
"No, never","2010","(1b) general elementary school","Female","59","0.682820544198368","0.587725038590111","0.777916049806625"
"No, never","2010","(1c) basic vocational qualification","Male","333","0.614106638107226","0.573787649683849","0.654425626530603"
"No, never","2010","(1c) basic vocational qualification","Female","168","0.670881894769574","0.612980802929555","0.728782986609593"
"No, never","2010","(2b) intermediate general qualification","Male","26","","",""
"No, never","2010","(2b) intermediate general qualification","Female","43","0.591019331162216","0.479002195169266","0.703036467155165"
"No, never","2010","(2a) intermediate vocational","Male","333","0.524976770688727","0.486318133175441","0.563635408202012"
"No, never","2010","(2a) intermediate vocational","Female","488","0.646463678735407","0.612564397058406","0.680362960412407"
"No, never","2010","(2c_gen) general maturity certificate","Male","30","0.402243904952553","0.289759218110689","0.514728591794417"
"No, never","2010","(2c_gen) general maturity certificate","Female","28","","",""
"No, never","2010","(2c_voc) vocational maturity certificate","Male","134","0.524773180750264","0.463599530580633","0.585946830919895"
"No, never","2010","(2c_voc) vocational maturity certificate","Female","203","0.643932324779345","0.590281825774938","0.697582823783752"
"No, never","2010","(3a) lower tertiary education","Male","99","0.503342261246754","0.434392509369669","0.572292013123839"
"No, never","2010","(3a) lower tertiary education","Female","79","0.597117117800413","0.51344509008905","0.680789145511776"
"No, never","2010","(3b) higher tertiary education","Male","180","0.41687230503601","0.37116583459109","0.462578775480929"
"No, never","2010","(3b) higher tertiary education","Female","149","0.456002936736701","0.402747917030791","0.50925795644261"
"Yes, every week","2010","(0) in school","Male","2","","",""
"Yes, every week","2010","(0) in school","Female","2","","",""
"Yes, every week","2010","(1a) inadequately completed","Male","6","","",""
"Yes, every week","2010","(1a) inadequately completed","Female","2","","",""
"Yes, every week","2010","(1b) general elementary school","Male","8","","",""
"Yes, every week","2010","(1b) general elementary school","Female","11","","",""
"Yes, every week","2010","(1c) basic vocational qualification","Male","30","0.0393715578509069","0.0232642448653227","0.0554788708364911"
"Yes, every week","2010","(1c) basic vocational qualification","Female","10","","",""
"Yes, every week","2010","(2b) intermediate general qualification","Male","2","","",""
"Yes, every week","2010","(2b) intermediate general qualification","Female","7","","",""
"Yes, every week","2010","(2a) intermediate vocational","Male","36","0.0524146501992061","0.0351620487043297","0.0696672516940825"
"Yes, every week","2010","(2a) intermediate vocational","Female","44","0.061037339715139","0.0440618085929233","0.0780128708373548"
"Yes, every week","2010","(2c_gen) general maturity certificate","Male","7","","",""
"Yes, every week","2010","(2c_gen) general maturity certificate","Female","6","","",""
"Yes, every week","2010","(2c_voc) vocational maturity certificate","Male","22","","",""
"Yes, every week","2010","(2c_voc) vocational maturity certificate","Female","18","","",""
"Yes, every week","2010","(3a) lower tertiary education","Male","11","","",""
"Yes, every week","2010","(3a) lower tertiary education","Female","4","","",""
"Yes, every week","2010","(3b) higher tertiary education","Male","50","0.0998336143444329","0.0720432575681579","0.127623971120708"
"Yes, every week","2010","(3b) higher tertiary education","Female","40","0.102379518983855","0.0699656127580735","0.134793425209636"
"Yes, every 2 weeks","2010","(0) in school","Male","","","",""
"Yes, every 2 weeks","2010","(0) in school","Female","","","",""
"Yes, every 2 weeks","2010","(1a) inadequately completed","Male","7","","",""
"Yes, every 2 weeks","2010","(1a) inadequately completed","Female","3","","",""
"Yes, every 2 weeks","2010","(1b) general elementary school","Male","14","","",""
"Yes, every 2 weeks","2010","(1b) general elementary school","Female","12","","",""
"Yes, every 2 weeks","2010","(1c) basic vocational qualification","Male","49","0.0767738513998927","0.0547235368212829","0.0988241659785025"
"Yes, every 2 weeks","2010","(1c) basic vocational qualification","Female","32","0.12307538753564","0.0825940767845103","0.163556698286771"
"Yes, every 2 weeks","2010","(2b) intermediate general qualification","Male","4","","",""
"Yes, every 2 weeks","2010","(2b) intermediate general qualification","Female","14","","",""
"Yes, every 2 weeks","2010","(2a) intermediate vocational","Male","72","0.122201383206038","0.0968469104879089","0.147555855924167"
"Yes, every 2 weeks","2010","(2a) intermediate vocational","Female","86","0.107355980072762","0.0854050117923841","0.129306948353139"
"Yes, every 2 weeks","2010","(2c_gen) general maturity certificate","Male","15","","",""
"Yes, every 2 weeks","2010","(2c_gen) general maturity certificate","Female","9","","",""
"Yes, every 2 weeks","2010","(2c_voc) vocational maturity certificate","Male","27","","",""
"Yes, every 2 weeks","2010","(2c_voc) vocational maturity certificate","Female","30","0.103755853123007","0.0695888531882814","0.137922853057733"
"Yes, every 2 weeks","2010","(3a) lower tertiary education","Male","16","","",""
"Yes, every 2 weeks","2010","(3a) lower tertiary education","Female","17","","",""
"Yes, every 2 weeks","2010","(3b) higher tertiary education","Male","61","0.149757920525183","0.116678299349832","0.182837541700535"
"Yes, every 2 weeks","2010","(3b) higher tertiary education","Female","42","0.126745022071487","0.091172517570243","0.162317526572731"
"Yes, every 3-4 weeks","2010","(0) in school","Male","","","",""
"Yes, every 3-4 weeks","2010","(0) in school","Female","","","",""
"Yes, every 3-4 weeks","2010","(1a) inadequately completed","Male","5","","",""
"Yes, every 3-4 weeks","2010","(1a) inadequately completed","Female","1","","",""
"Yes, every 3-4 weeks","2010","(1b) general elementary school","Male","16","","",""
"Yes, every 3-4 weeks","2010","(1b) general elementary school","Female","2","","",""
"Yes, every 3-4 weeks","2010","(1c) basic vocational qualification","Male","40","0.0767206524183113","0.0546773437644604","0.0987639610721622"
"Yes, every 3-4 weeks","2010","(1c) basic vocational qualification","Female","13","","",""
"Yes, every 3-4 weeks","2010","(2b) intermediate general qualification","Male","1","","",""
"Yes, every 3-4 weeks","2010","(2b) intermediate general qualification","Female","3","","",""
"Yes, every 3-4 weeks","2010","(2a) intermediate vocational","Male","53","0.0825424939762385","0.0612389994623639","0.103845988490113"
"Yes, every 3-4 weeks","2010","(2a) intermediate vocational","Female","36","0.0414420817710431","0.027309178943701","0.0555749845983852"
"Yes, every 3-4 weeks","2010","(2c_gen) general maturity certificate","Male","7","","",""
"Yes, every 3-4 weeks","2010","(2c_gen) general maturity certificate","Female","4","","",""
"Yes, every 3-4 weeks","2010","(2c_voc) vocational maturity certificate","Male","13","","",""
"Yes, every 3-4 weeks","2010","(2c_voc) vocational maturity certificate","Female","11","","",""
"Yes, every 3-4 weeks","2010","(3a) lower tertiary education","Male","11","","",""
"Yes, every 3-4 weeks","2010","(3a) lower tertiary education","Female","7","","",""
"Yes, every 3-4 weeks","2010","(3b) higher tertiary education","Male","41","0.0813847806411485","0.056037419866472","0.106732141415825"
"Yes, every 3-4 weeks","2010","(3b) higher tertiary education","Female","30","0.0921121834551105","0.0611912151991968","0.123033151711024"
"Rarely","2010","(0) in school","Male","1","","",""
"Rarely","2010","(0) in school","Female","","","",""
"Rarely","2010","(1a) inadequately completed","Male","6","","",""
"Rarely","2010","(1a) inadequately completed","Female","2","","",""
"Rarely","2010","(1b) general elementary school","Male","18","","",""
"Rarely","2010","(1b) general elementary school","Female","8","","",""
"Rarely","2010","(1c) basic vocational qualification","Male","108","0.193027300223663","0.160338960183994","0.225715640263332"
"Rarely","2010","(1c) basic vocational qualification","Female","30","0.127881877218583","0.0867309156766873","0.169032838760478"
"Rarely","2010","(2b) intermediate general qualification","Male","5","","",""
"Rarely","2010","(2b) intermediate general qualification","Female","7","","",""
"Rarely","2010","(2a) intermediate vocational","Male","147","0.217864701929791","0.185908625182581","0.249820778677001"
"Rarely","2010","(2a) intermediate vocational","Female","110","0.14370091970565","0.118827017394651","0.168574822016648"
"Rarely","2010","(2c_gen) general maturity certificate","Male","14","","",""
"Rarely","2010","(2c_gen) general maturity certificate","Female","8","","",""
"Rarely","2010","(2c_voc) vocational maturity certificate","Male","60","0.238325236210726","0.186133961068332","0.29051651135312"
"Rarely","2010","(2c_voc) vocational maturity certificate","Female","44","0.155328696011795","0.114744486059558","0.195912905964031"
"Rarely","2010","(3a) lower tertiary education","Male","65","0.324874193175908","0.260290575591335","0.389457810760482"
"Rarely","2010","(3a) lower tertiary education","Female","25","","",""
"Rarely","2010","(3b) higher tertiary education","Male","115","0.252151379453226","0.211895265191935","0.292407493714516"
"Rarely","2010","(3b) higher tertiary education","Female","75","0.222760338752847","0.178269062479969","0.267251615025725"
"No, never","2011","(0) in school","Male","17","","",""
"No, never","2011","(0) in school","Female","14","","",""
"No, never","2011","(1a) inadequately completed","Male","64","0.684334963150569","0.595855441941642","0.772814484359496"
"No, never","2011","(1a) inadequately completed","Female","43","0.723855150162259","0.611659122243422","0.836051178081096"
"No, never","2011","(1b) general elementary school","Male","277","0.761833596103718","0.718949249641923","0.804717942565514"
"No, never","2011","(1b) general elementary school","Female","267","0.743236278944348","0.699197783636487","0.787274774252209"
"No, never","2011","(1c) basic vocational qualification","Male","1195","0.628669924759925","0.606829525598625","0.650510323921225"
"No, never","2011","(1c) basic vocational qualification","Female","833","0.698125531777396","0.672119088069239","0.724131975485554"
"No, never","2011","(2b) intermediate general qualification","Male","110","0.642968987005601","0.569862805087968","0.716075168923233"
"No, never","2011","(2b) intermediate general qualification","Female","172","0.695721644686687","0.640009390243041","0.751433899130334"
"No, never","2011","(2a) intermediate vocational","Male","1181","0.537785849133453","0.516652392135703","0.558919306131202"
"No, never","2011","(2a) intermediate vocational","Female","1870","0.690455802504837","0.673273677585433","0.707637927424241"
"No, never","2011","(2c_gen) general maturity certificate","Male","132","0.523906048083643","0.462365569590188","0.585446526577098"
"No, never","2011","(2c_gen) general maturity certificate","Female","166","0.653291928874992","0.594992576463842","0.711591281286142"
"No, never","2011","(2c_voc) vocational maturity certificate","Male","401","0.510638399947328","0.474425422886945","0.54685137700771"
"No, never","2011","(2c_voc) vocational maturity certificate","Female","692","0.633160426390856","0.603699492800455","0.662621359981257"
"No, never","2011","(3a) lower tertiary education","Male","429","0.520165562116719","0.485349764077547","0.554981360155891"
"No, never","2011","(3a) lower tertiary education","Female","497","0.683615723891516","0.650398443659433","0.716833004123599"
"No, never","2011","(3b) higher tertiary education","Male","631","0.457158633365184","0.431787463545454","0.482529803184914"
"No, never","2011","(3b) higher tertiary education","Female","624","0.472245255238187","0.445169761974645","0.499320748501729"
"Yes, every week","2011","(0) in school","Male","3","","",""
"Yes, every week","2011","(0) in school","Female","4","","",""
"Yes, every week","2011","(1a) inadequately completed","Male","15","","",""
"Yes, every week","2011","(1a) inadequately completed","Female","5","","",""
"Yes, every week","2011","(1b) general elementary school","Male","26","","",""
"Yes, every week","2011","(1b) general elementary school","Female","21","","",""
"Yes, every week","2011","(1c) basic vocational qualification","Male","115","0.0645721738767002","0.0534626099451854","0.075681737808215"
"Yes, every week","2011","(1c) basic vocational qualification","Female","65","0.053849622694709","0.0410625117985139","0.0666367335909041"
"Yes, every week","2011","(2b) intermediate general qualification","Male","14","","",""
"Yes, every week","2011","(2b) intermediate general qualification","Female","20","","",""
"Yes, every week","2011","(2a) intermediate vocational","Male","129","0.053397199862727","0.0438673211221905","0.0629270786032635"
"Yes, every week","2011","(2a) intermediate vocational","Female","120","0.0464461168422363","0.0386245291045811","0.0542677045798915"
"Yes, every week","2011","(2c_gen) general maturity certificate","Male","21","","",""
"Yes, every week","2011","(2c_gen) general maturity certificate","Female","21","","",""
"Yes, every week","2011","(2c_voc) vocational maturity certificate","Male","44","0.0718825282039365","0.053171153475776","0.0905939029320971"
"Yes, every week","2011","(2c_voc) vocational maturity certificate","Female","45","0.0665280500689904","0.0512943792395132","0.0817617208984675"
"Yes, every week","2011","(3a) lower tertiary education","Male","49","0.0571854764740705","0.0410040854308758","0.0733668675172651"
"Yes, every week","2011","(3a) lower tertiary education","Female","43","0.0534511522712265","0.0373854152240424","0.0695168893184105"
"Yes, every week","2011","(3b) higher tertiary education","Male","185","0.114250203105959","0.0980487270657877","0.13045167914613"
"Yes, every week","2011","(3b) higher tertiary education","Female","216","0.153513530887922","0.133962942011908","0.173064119763937"
"Yes, every 2 weeks","2011","(0) in school","Male","1","","",""
"Yes, every 2 weeks","2011","(0) in school","Female","7","","",""
"Yes, every 2 weeks","2011","(1a) inadequately completed","Male","5","","",""
"Yes, every 2 weeks","2011","(1a) inadequately completed","Female","6","","",""
"Yes, every 2 weeks","2011","(1b) general elementary school","Male","26","","",""
"Yes, every 2 weeks","2011","(1b) general elementary school","Female","47","0.120657237010201","0.0878206526381359","0.153493821382265"
"Yes, every 2 weeks","2011","(1c) basic vocational qualification","Male","146","0.0776465087223418","0.0655494766832753","0.0897435407614084"
"Yes, every 2 weeks","2011","(1c) basic vocational qualification","Female","136","0.113274355877838","0.0953203463761025","0.131228365379574"
"Yes, every 2 weeks","2011","(2b) intermediate general qualification","Male","11","","",""
"Yes, every 2 weeks","2011","(2b) intermediate general qualification","Female","37","0.123612917269657","0.0837584179852958","0.163467416554019"
"Yes, every 2 weeks","2011","(2a) intermediate vocational","Male","208","0.093144203094036","0.0808247544051384","0.105463651782934"
"Yes, every 2 weeks","2011","(2a) intermediate vocational","Female","332","0.108311769500334","0.0967615047441681","0.1198620342565"
"Yes, every 2 weeks","2011","(2c_gen) general maturity certificate","Male","29","","",""
"Yes, every 2 weeks","2011","(2c_gen) general maturity certificate","Female","30","0.110088491596455","0.0717466930933988","0.148430290099511"
"Yes, every 2 weeks","2011","(2c_voc) vocational maturity certificate","Male","69","0.0836607542524326","0.0636030334400515","0.103718475064814"
"Yes, every 2 weeks","2011","(2c_voc) vocational maturity certificate","Female","108","0.121760857453944","0.101770904256874","0.141750810651013"
"Yes, every 2 weeks","2011","(3a) lower tertiary education","Male","56","0.0707504890092935","0.0528818801275358","0.0886190978910512"
"Yes, every 2 weeks","2011","(3a) lower tertiary education","Female","52","0.0560108759314909","0.0395872032720941","0.0724345485908876"
"Yes, every 2 weeks","2011","(3b) higher tertiary education","Male","150","0.108611727452993","0.092764898132484","0.124458556773502"
"Yes, every 2 weeks","2011","(3b) higher tertiary education","Female","105","0.0891901279495067","0.0737322896259634","0.10464796627305"
"Yes, every 3-4 weeks","2011","(0) in school","Male","1","","",""
"Yes, every 3-4 weeks","2011","(0) in school","Female","1","","",""
"Yes, every 3-4 weeks","2011","(1a) inadequately completed","Male","7","","",""
"Yes, every 3-4 weeks","2011","(1a) inadequately completed","Female","3","","",""
"Yes, every 3-4 weeks","2011","(1b) general elementary school","Male","14","","",""
"Yes, every 3-4 weeks","2011","(1b) general elementary school","Female","13","","",""
"Yes, every 3-4 weeks","2011","(1c) basic vocational qualification","Male","127","0.0634455535650967","0.0524267034159949","0.0744644037141985"
"Yes, every 3-4 weeks","2011","(1c) basic vocational qualification","Female","44","0.0311553626268267","0.0213131103894182","0.0409976148642351"
"Yes, every 3-4 weeks","2011","(2b) intermediate general qualification","Male","10","","",""
"Yes, every 3-4 weeks","2011","(2b) intermediate general qualification","Female","12","","",""
"Yes, every 3-4 weeks","2011","(2a) intermediate vocational","Male","144","0.0542969294602275","0.0446916661347812","0.0639021927856738"
"Yes, every 3-4 weeks","2011","(2a) intermediate vocational","Female","135","0.0504740126472766","0.0423375630145678","0.0586104622799853"
"Yes, every 3-4 weeks","2011","(2c_gen) general maturity certificate","Male","17","","",""
"Yes, every 3-4 weeks","2011","(2c_gen) general maturity certificate","Female","9","","",""
"Yes, every 3-4 weeks","2011","(2c_voc) vocational maturity certificate","Male","42","0.0432786498178567","0.0285378131169107","0.0580194865188026"
"Yes, every 3-4 weeks","2011","(2c_voc) vocational maturity certificate","Female","47","0.0563829687676138","0.0422828299371414","0.0704831075980862"
"Yes, every 3-4 weeks","2011","(3a) lower tertiary education","Male","40","0.0433141584317471","0.0291281745199828","0.0575001423435115"
"Yes, every 3-4 weeks","2011","(3a) lower tertiary education","Female","30","0.028332652286142","0.0164817061780781","0.0401835983942059"
