"plb0219","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"No, never","2017","no migration background","East Germany","1858","0.622656379559324","0.605255955595607","0.640056803523042"
"No, never","2017","direct migration background","West Germany","1847","0.648932881811015","0.63103823040302","0.666827533219009"
"No, never","2017","direct migration background","East Germany","132","0.60828235360916","0.5427286148079","0.673836092410421"
"No, never","2017","indirect migration background","West Germany","706","0.656205269448416","0.628008178395354","0.684402360501478"
"No, never","2017","indirect migration background","East Germany","33","0.586339707119482","0.46568210935887","0.706997304880094"
"Yes, every week","2017","no migration background","West Germany","656","0.0620078490598034","0.0571574462423051","0.0668582518773017"
"Yes, every week","2017","no migration background","East Germany","186","0.0628114218109458","0.0541017877427048","0.0715210558791868"
"Yes, every week","2017","direct migration background","West Germany","183","0.0782040013005145","0.0681379260753065","0.0882700765257224"
"Yes, every week","2017","direct migration background","East Germany","8","","",""
"Yes, every week","2017","indirect migration background","West Germany","85","0.0803487588801495","0.0642112680286089","0.0964862497316901"
"Yes, every week","2017","indirect migration background","East Germany","6","","",""
"Yes, every 2 weeks","2017","no migration background","West Germany","861","0.0912840330339049","0.0854915287815276","0.0970765372862822"
"Yes, every 2 weeks","2017","no migration background","East Germany","309","0.102995220107492","0.0920840075379625","0.113906432677021"
"Yes, every 2 weeks","2017","direct migration background","West Germany","299","0.10138164106642","0.0900655723210168","0.112697709811824"
"Yes, every 2 weeks","2017","direct migration background","East Germany","31","0.138654618019887","0.0922443449773533","0.185064891062421"
"Yes, every 2 weeks","2017","indirect migration background","West Germany","119","0.109705786444522","0.0911526907360225","0.128258882153022"
"Yes, every 2 weeks","2017","indirect migration background","East Germany","7","","",""
"Yes, every 3-4 weeks","2017","no migration background","West Germany","622","0.0582066731179103","0.0534977774829076","0.062915568752913"
"Yes, every 3-4 weeks","2017","no migration background","East Germany","198","0.0593079521918234","0.0508289000929976","0.0677870042906493"
"Yes, every 3-4 weeks","2017","direct migration background","West Germany","130","0.0569318285187395","0.0482446772223934","0.0656189798150857"
"Yes, every 3-4 weeks","2017","direct migration background","East Germany","16","","",""
"Yes, every 3-4 weeks","2017","indirect migration background","West Germany","63","0.0618747806312247","0.0475719471081439","0.0761776141543054"
"Yes, every 3-4 weeks","2017","indirect migration background","East Germany","8","","",""
"Rarely","2017","no migration background","West Germany","1466","0.169614843265753","0.16206693543148","0.177162751100026"
"Rarely","2017","no migration background","East Germany","430","0.152229026330415","0.139333023811996","0.165125028848833"
"Rarely","2017","direct migration background","West Germany","274","0.114549647303311","0.102609566633895","0.126489727972727"
"Rarely","2017","direct migration background","East Germany","26","","",""
"Rarely","2017","indirect migration background","West Germany","117","0.0918654045956872","0.0747184914381187","0.109012317753256"
"Rarely","2017","indirect migration background","East Germany","10","","",""
"No, never","2018","no migration background","West Germany","","","",""
"No, never","2018","no migration background","East Germany","","","",""
"No, never","2018","direct migration background","West Germany","","","",""
"No, never","2018","direct migration background","East Germany","","","",""
"No, never","2018","indirect migration background","West Germany","","","",""
"No, never","2018","indirect migration background","East Germany","","","",""
"Yes, every week","2018","no migration background","West Germany","","","",""
"Yes, every week","2018","no migration background","East Germany","","","",""
"Yes, every week","2018","direct migration background","West Germany","","","",""
"Yes, every week","2018","direct migration background","East Germany","","","",""
"Yes, every week","2018","indirect migration background","West Germany","","","",""
"Yes, every week","2018","indirect migration background","East Germany","","","",""
"Yes, every 2 weeks","2018","no migration background","West Germany","","","",""
"Yes, every 2 weeks","2018","no migration background","East Germany","","","",""
"Yes, every 2 weeks","2018","direct migration background","West Germany","","","",""
"Yes, every 2 weeks","2018","direct migration background","East Germany","","","",""
"Yes, every 2 weeks","2018","indirect migration background","West Germany","","","",""
"Yes, every 2 weeks","2018","indirect migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2018","no migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2018","no migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2018","direct migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2018","direct migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2018","indirect migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2018","indirect migration background","East Germany","","","",""
"Rarely","2018","no migration background","West Germany","","","",""
"Rarely","2018","no migration background","East Germany","","","",""
"Rarely","2018","direct migration background","West Germany","","","",""
"Rarely","2018","direct migration background","East Germany","","","",""
"Rarely","2018","indirect migration background","West Germany","","","",""
"Rarely","2018","indirect migration background","East Germany","","","",""
"No, never","2019","no migration background","West Germany","5889","0.624764472457958","0.615178301027829","0.634350643888086"
"No, never","2019","no migration background","East Germany","1880","0.613004680757121","0.595842491463695","0.630166870050547"
"No, never","2019","direct migration background","West Germany","1540","0.649506015286847","0.630219505158154","0.66879252541554"
"No, never","2019","direct migration background","East Germany","120","0.687648868613133","0.621045449106648","0.754252288119618"
"No, never","2019","indirect migration background","West Germany","702","0.642156605138463","0.614132489584238","0.670180720692688"
"No, never","2019","indirect migration background","East Germany","49","0.575317145678187","0.474857269366371","0.675777021990004"
"Yes, every week","2019","no migration background","West Germany","735","0.0632540283644317","0.0584346606410872","0.0680733960877761"
"Yes, every week","2019","no migration background","East Germany","203","0.0620576909266956","0.0535566167491112","0.0705587651042801"
"Yes, every week","2019","direct migration background","West Germany","161","0.0757516586694427","0.0650558853606397","0.0864474319782456"
"Yes, every week","2019","direct migration background","East Germany","10","","",""
"Yes, every week","2019","indirect migration background","West Germany","80","0.0677617452134931","0.0530683998397831","0.0824550905872032"
"Yes, every week","2019","indirect migration background","East Germany","13","","",""
"Yes, every 2 weeks","2019","no migration background","West Germany","853","0.0860432306478354","0.0804911440122335","0.0915953172834372"
"Yes, every 2 weeks","2019","no migration background","East Germany","331","0.111236282650456","0.100157186582249","0.122315378718663"
"Yes, every 2 weeks","2019","direct migration background","West Germany","261","0.112153181691562","0.099397707830135","0.124908655552989"
"Yes, every 2 weeks","2019","direct migration background","East Germany","27","","",""
"Yes, every 2 weeks","2019","indirect migration background","West Germany","134","0.126002229626542","0.106601895362424","0.14540256389066"
"Yes, every 2 weeks","2019","indirect migration background","East Germany","13","","",""
"Yes, every 3-4 weeks","2019","no migration background","West Germany","650","0.0595714026166084","0.0548852451317699","0.0642575601014469"
"Yes, every 3-4 weeks","2019","no migration background","East Germany","192","0.0578005580838651","0.0495776511776683","0.0660234649900619"
"Yes, every 3-4 weeks","2019","direct migration background","West Germany","112","0.0493676323261773","0.0406107558306844","0.0581245088216702"
"Yes, every 3-4 weeks","2019","direct migration background","East Germany","6","","",""
"Yes, every 3-4 weeks","2019","indirect migration background","West Germany","62","0.043459330156577","0.0315398265474735","0.0553788337656804"
"Yes, every 3-4 weeks","2019","indirect migration background","East Germany","3","","",""
"Rarely","2019","no migration background","West Germany","1673","0.166366865913167","0.158993666924863","0.173740064901471"
"Rarely","2019","no migration background","East Germany","488","0.155900787581862","0.143118492519244","0.16868308264448"
"Rarely","2019","direct migration background","West Germany","277","0.113221512025971","0.100413143160243","0.126029880891698"
"Rarely","2019","direct migration background","East Germany","23","","",""
"Rarely","2019","indirect migration background","West Germany","146","0.120620089864925","0.101580261499631","0.13965991823022"
"Rarely","2019","indirect migration background","East Germany","15","","",""
