"plb0219","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2008","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Employed","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","Employed","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Employed","(3b) higher tertiary education","","","",""
"Rarely","2008","Not Employed","(0) in school","","","",""
"Rarely","2008","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2008","Not Employed","(1b) general elementary school","","","",""
"Rarely","2008","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2008","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2008","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2008","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2008","Employed","(0) in school","","","",""
"Rarely","2008","Employed","(1a) inadequately completed","","","",""
"Rarely","2008","Employed","(1b) general elementary school","","","",""
"Rarely","2008","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2008","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2008","Employed","(2a) intermediate vocational","","","",""
"Rarely","2008","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","Employed","(3a) lower tertiary education","","","",""
"Rarely","2008","Employed","(3b) higher tertiary education","","","",""
"No, never","2009","Not Employed","(0) in school","4","","",""
"No, never","2009","Not Employed","(1a) inadequately completed","1","","",""
"No, never","2009","Not Employed","(1b) general elementary school","6","","",""
"No, never","2009","Not Employed","(1c) basic vocational qualification","13","","",""
"No, never","2009","Not Employed","(2b) intermediate general qualification","3","","",""
"No, never","2009","Not Employed","(2a) intermediate vocational","28","","",""
"No, never","2009","Not Employed","(2c_gen) general maturity certificate","7","","",""
"No, never","2009","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"No, never","2009","Not Employed","(3a) lower tertiary education","4","","",""
"No, never","2009","Not Employed","(3b) higher tertiary education","9","","",""
"No, never","2009","Employed","(0) in school","19","","",""
"No, never","2009","Employed","(1a) inadequately completed","36","0.733249110794362","0.614182808454535","0.852315413134189"
"No, never","2009","Employed","(1b) general elementary school","298","0.695139396368015","0.650305427776536","0.739973364959494"
"No, never","2009","Employed","(1c) basic vocational qualification","1287","0.638887837058727","0.617779011650219","0.659996662467234"
"No, never","2009","Employed","(2b) intermediate general qualification","160","0.681063158843949","0.621090937248939","0.741035380438958"
"No, never","2009","Employed","(2a) intermediate vocational","1742","0.580376045287786","0.562333841463844","0.598418249111728"
"No, never","2009","Employed","(2c_gen) general maturity certificate","213","0.654018024698427","0.603155250039319","0.704880799357534"
"No, never","2009","Employed","(2c_voc) vocational maturity certificate","566","0.605192577214841","0.573275350647136","0.637109803782546"
"No, never","2009","Employed","(3a) lower tertiary education","567","0.562357525612424","0.531517062787626","0.593197988437221"
"No, never","2009","Employed","(3b) higher tertiary education","737","0.428662377622154","0.404725604115971","0.452599151128337"
"Yes, every week","2009","Not Employed","(0) in school","","","",""
"Yes, every week","2009","Not Employed","(1a) inadequately completed","","","",""
"Yes, every week","2009","Not Employed","(1b) general elementary school","","","",""
"Yes, every week","2009","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes, every week","2009","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes, every week","2009","Not Employed","(2a) intermediate vocational","2","","",""
"Yes, every week","2009","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2009","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2009","Not Employed","(3b) higher tertiary education","2","","",""
"Yes, every week","2009","Employed","(0) in school","3","","",""
"Yes, every week","2009","Employed","(1a) inadequately completed","7","","",""
"Yes, every week","2009","Employed","(1b) general elementary school","25","","",""
"Yes, every week","2009","Employed","(1c) basic vocational qualification","105","0.0495377117384471","0.0400017145303579","0.0590737089465362"
"Yes, every week","2009","Employed","(2b) intermediate general qualification","14","","",""
"Yes, every week","2009","Employed","(2a) intermediate vocational","149","0.0522798669191006","0.0441419734713048","0.0604177603668963"
"Yes, every week","2009","Employed","(2c_gen) general maturity certificate","24","","",""
"Yes, every week","2009","Employed","(2c_voc) vocational maturity certificate","46","0.0542575114724793","0.0394663567061446","0.069048666238814"
"Yes, every week","2009","Employed","(3a) lower tertiary education","61","0.060043441540079","0.0452747650083954","0.0748121180717625"
"Yes, every week","2009","Employed","(3b) higher tertiary education","237","0.154886892942657","0.137387367673566","0.172386418211747"
"Yes, every 2 weeks","2009","Not Employed","(0) in school","1","","",""
"Yes, every 2 weeks","2009","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2009","Not Employed","(1b) general elementary school","2","","",""
"Yes, every 2 weeks","2009","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes, every 2 weeks","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2009","Not Employed","(2a) intermediate vocational","3","","",""
"Yes, every 2 weeks","2009","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2009","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2009","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2009","Not Employed","(3b) higher tertiary education","2","","",""
"Yes, every 2 weeks","2009","Employed","(0) in school","2","","",""
"Yes, every 2 weeks","2009","Employed","(1a) inadequately completed","3","","",""
"Yes, every 2 weeks","2009","Employed","(1b) general elementary school","31","0.0977415587735704","0.0688197342530011","0.12666338329414"
"Yes, every 2 weeks","2009","Employed","(1c) basic vocational qualification","155","0.0758989898742784","0.0642601841242927","0.087537795624264"
"Yes, every 2 weeks","2009","Employed","(2b) intermediate general qualification","25","","",""
"Yes, every 2 weeks","2009","Employed","(2a) intermediate vocational","300","0.107856673414728","0.0965158252651017","0.119197521564355"
"Yes, every 2 weeks","2009","Employed","(2c_gen) general maturity certificate","34","0.0729858295883202","0.0451732729244606","0.10079838625218"
"Yes, every 2 weeks","2009","Employed","(2c_voc) vocational maturity certificate","74","0.0770219188603388","0.0596123283457858","0.0944315093748918"
"Yes, every 2 weeks","2009","Employed","(3a) lower tertiary education","55","0.0621819617263451","0.0471696906004025","0.0771942328522877"
"Yes, every 2 weeks","2009","Employed","(3b) higher tertiary education","133","0.0754072267315702","0.0626356873640355","0.088178766099105"
"Yes, every 3-4 weeks","2009","Not Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(2b) intermediate general qualification","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(2a) intermediate vocational","2","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2009","Not Employed","(3b) higher tertiary education","3","","",""
"Yes, every 3-4 weeks","2009","Employed","(0) in school","1","","",""
"Yes, every 3-4 weeks","2009","Employed","(1a) inadequately completed","1","","",""
"Yes, every 3-4 weeks","2009","Employed","(1b) general elementary school","17","","",""
"Yes, every 3-4 weeks","2009","Employed","(1c) basic vocational qualification","110","0.0556267972056039","0.0455541283896052","0.0656994660216025"
"Yes, every 3-4 weeks","2009","Employed","(2b) intermediate general qualification","7","","",""
"Yes, every 3-4 weeks","2009","Employed","(2a) intermediate vocational","147","0.0588623602620919","0.0502573752784786","0.0674673452457052"
"Yes, every 3-4 weeks","2009","Employed","(2c_gen) general maturity certificate","23","","",""
"Yes, every 3-4 weeks","2009","Employed","(2c_voc) vocational maturity certificate","45","0.061783464509891","0.0460627107288252","0.0775042182909568"
"Yes, every 3-4 weeks","2009","Employed","(3a) lower tertiary education","47","0.0476052227456218","0.0343681882026487","0.060842257288595"
"Yes, every 3-4 weeks","2009","Employed","(3b) higher tertiary education","132","0.0799295482006972","0.0668128134740052","0.0930462829273891"
"Rarely","2009","Not Employed","(0) in school","1","","",""
"Rarely","2009","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2009","Not Employed","(1b) general elementary school","","","",""
"Rarely","2009","Not Employed","(1c) basic vocational qualification","1","","",""
"Rarely","2009","Not Employed","(2b) intermediate general qualification","1","","",""
"Rarely","2009","Not Employed","(2a) intermediate vocational","2","","",""
"Rarely","2009","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Rarely","2009","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","2009","Not Employed","(3a) lower tertiary education","2","","",""
"Rarely","2009","Not Employed","(3b) higher tertiary education","1","","",""
"Rarely","2009","Employed","(0) in school","6","","",""
"Rarely","2009","Employed","(1a) inadequately completed","6","","",""
"Rarely","2009","Employed","(1b) general elementary school","34","0.0732168560488431","0.0478471648667452","0.098586547230941"
"Rarely","2009","Employed","(1c) basic vocational qualification","332","0.180048664122944","0.163162939979469","0.196934388266419"
"Rarely","2009","Employed","(2b) intermediate general qualification","26","","",""
"Rarely","2009","Employed","(2a) intermediate vocational","536","0.200625054116293","0.185983992822542","0.215266115410044"
"Rarely","2009","Employed","(2c_gen) general maturity certificate","42","0.131930098483433","0.0957451678215097","0.168115029145356"
"Rarely","2009","Employed","(2c_voc) vocational maturity certificate","170","0.20174452794245","0.175541134993143","0.227947920891757"
"Rarely","2009","Employed","(3a) lower tertiary education","264","0.26781184837553","0.240283437567244","0.295340259183816"
"Rarely","2009","Employed","(3b) higher tertiary education","403","0.261113954502922","0.239868536121366","0.282359372884477"
"No, never","2010","Not Employed","(0) in school","5","","",""
"No, never","2010","Not Employed","(1a) inadequately completed","5","","",""
"No, never","2010","Not Employed","(1b) general elementary school","16","","",""
"No, never","2010","Not Employed","(1c) basic vocational qualification","24","","",""
"No, never","2010","Not Employed","(2b) intermediate general qualification","4","","",""
"No, never","2010","Not Employed","(2a) intermediate vocational","49","0.730268696637826","0.625548472398849","0.834988920876804"
"No, never","2010","Not Employed","(2c_gen) general maturity certificate","9","","",""
"No, never","2010","Not Employed","(2c_voc) vocational maturity certificate","22","","",""
"No, never","2010","Not Employed","(3a) lower tertiary education","8","","",""
"No, never","2010","Not Employed","(3b) higher tertiary education","11","","",""
"No, never","2010","Employed","(0) in school","9","","",""
"No, never","2010","Employed","(1a) inadequately completed","34","0.564843317408061","0.443380058237419","0.686306576578703"
"No, never","2010","Employed","(1b) general elementary school","169","0.677703153411636","0.620340955682459","0.735065351140813"
"No, never","2010","Employed","(1c) basic vocational qualification","477","0.624349286892025","0.590427936825691","0.65827063695836"
"No, never","2010","Employed","(2b) intermediate general qualification","65","0.657909964073052","0.566291517699731","0.749528410446372"
"No, never","2010","Employed","(2a) intermediate vocational","772","0.582660692833006","0.556218506105385","0.609102879560628"
"No, never","2010","Employed","(2c_gen) general maturity certificate","49","0.421251378335925","0.331008108461234","0.511494648210617"
"No, never","2010","Employed","(2c_voc) vocational maturity certificate","315","0.582695717580802","0.540793249030652","0.624598186130951"
"No, never","2010","Employed","(3a) lower tertiary education","170","0.533434683028539","0.478944658220365","0.587924707836713"
"No, never","2010","Employed","(3b) higher tertiary education","318","0.429855666182884","0.394659526786567","0.465051805579202"
"Yes, every week","2010","Not Employed","(0) in school","","","",""
"Yes, every week","2010","Not Employed","(1a) inadequately completed","1","","",""
"Yes, every week","2010","Not Employed","(1b) general elementary school","1","","",""
"Yes, every week","2010","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes, every week","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2010","Not Employed","(2a) intermediate vocational","4","","",""
"Yes, every week","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2010","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2010","Not Employed","(3a) lower tertiary education","1","","",""
"Yes, every week","2010","Not Employed","(3b) higher tertiary education","1","","",""
"Yes, every week","2010","Employed","(0) in school","4","","",""
"Yes, every week","2010","Employed","(1a) inadequately completed","7","","",""
"Yes, every week","2010","Employed","(1b) general elementary school","18","","",""
"Yes, every week","2010","Employed","(1c) basic vocational qualification","38","0.0356170689473332","0.0226356831803757","0.0485984547142906"
"Yes, every week","2010","Employed","(2b) intermediate general qualification","9","","",""
"Yes, every week","2010","Employed","(2a) intermediate vocational","76","0.0576909465564707","0.0451884893667719","0.0701934037461694"
"Yes, every week","2010","Employed","(2c_gen) general maturity certificate","13","","",""
"Yes, every week","2010","Employed","(2c_voc) vocational maturity certificate","39","0.0765232337623884","0.0539339781995588","0.099112489325218"
"Yes, every week","2010","Employed","(3a) lower tertiary education","14","","",""
"Yes, every week","2010","Employed","(3b) higher tertiary education","89","0.103113917414814","0.0814932756683047","0.124734559161323"
"Yes, every 2 weeks","2010","Not Employed","(0) in school","","","",""
"Yes, every 2 weeks","2010","Not Employed","(1a) inadequately completed","1","","",""
"Yes, every 2 weeks","2010","Not Employed","(1b) general elementary school","1","","",""
"Yes, every 2 weeks","2010","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes, every 2 weeks","2010","Not Employed","(2b) intermediate general qualification","3","","",""
"Yes, every 2 weeks","2010","Not Employed","(2a) intermediate vocational","5","","",""
"Yes, every 2 weeks","2010","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Yes, every 2 weeks","2010","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every 2 weeks","2010","Not Employed","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2010","Not Employed","(3b) higher tertiary education","2","","",""
"Yes, every 2 weeks","2010","Employed","(0) in school","","","",""
"Yes, every 2 weeks","2010","Employed","(1a) inadequately completed","9","","",""
"Yes, every 2 weeks","2010","Employed","(1b) general elementary school","25","","",""
"Yes, every 2 weeks","2010","Employed","(1c) basic vocational qualification","80","0.0958365348088386","0.0752180741519775","0.1164549954657"
"Yes, every 2 weeks","2010","Employed","(2b) intermediate general qualification","15","","",""
"Yes, every 2 weeks","2010","Employed","(2a) intermediate vocational","153","0.116471462760465","0.0992700182992961","0.133672907221634"
"Yes, every 2 weeks","2010","Employed","(2c_gen) general maturity certificate","21","","",""
"Yes, every 2 weeks","2010","Employed","(2c_voc) vocational maturity certificate","54","0.0932000957509421","0.0684967266737273","0.117903464828157"
"Yes, every 2 weeks","2010","Employed","(3a) lower tertiary education","32","0.115296711521412","0.0804126184726396","0.150180804570185"
"Yes, every 2 weeks","2010","Employed","(3b) higher tertiary education","101","0.141905919388959","0.117096933972677","0.166714904805241"
"Yes, every 3-4 weeks","2010","Not Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(1b) general elementary school","1","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(2a) intermediate vocational","5","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2010","Not Employed","(3b) higher tertiary education","1","","",""
"Yes, every 3-4 weeks","2010","Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2010","Employed","(1a) inadequately completed","6","","",""
"Yes, every 3-4 weeks","2010","Employed","(1b) general elementary school","17","","",""
"Yes, every 3-4 weeks","2010","Employed","(1c) basic vocational qualification","53","0.0713004839030928","0.0532764889010427","0.0893244789051429"
"Yes, every 3-4 weeks","2010","Employed","(2b) intermediate general qualification","4","","",""
"Yes, every 3-4 weeks","2010","Employed","(2a) intermediate vocational","84","0.0592736850781427","0.0466115345388451","0.0719358356174402"
"Yes, every 3-4 weeks","2010","Employed","(2c_gen) general maturity certificate","11","","",""
"Yes, every 3-4 weeks","2010","Employed","(2c_voc) vocational maturity certificate","24","","",""
"Yes, every 3-4 weeks","2010","Employed","(3a) lower tertiary education","18","","",""
"Yes, every 3-4 weeks","2010","Employed","(3b) higher tertiary education","70","0.0874828455882161","0.0673954670305632","0.107570224145869"
"Rarely","2010","Not Employed","(0) in school","","","",""
"Rarely","2010","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2010","Not Employed","(1b) general elementary school","","","",""
"Rarely","2010","Not Employed","(1c) basic vocational qualification","3","","",""
"Rarely","2010","Not Employed","(2b) intermediate general qualification","2","","",""
"Rarely","2010","Not Employed","(2a) intermediate vocational","6","","",""
"Rarely","2010","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Rarely","2010","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","2010","Not Employed","(3a) lower tertiary education","2","","",""
"Rarely","2010","Not Employed","(3b) higher tertiary education","8","","",""
"Rarely","2010","Employed","(0) in school","1","","",""
"Rarely","2010","Employed","(1a) inadequately completed","8","","",""
"Rarely","2010","Employed","(1b) general elementary school","26","","",""
"Rarely","2010","Employed","(1c) basic vocational qualification","135","0.17289662544871","0.146409162341695","0.199384088555725"
"Rarely","2010","Employed","(2b) intermediate general qualification","10","","",""
"Rarely","2010","Employed","(2a) intermediate vocational","251","0.183903212771915","0.163129680250534","0.204676745293296"
"Rarely","2010","Employed","(2c_gen) general maturity certificate","21","","",""
"Rarely","2010","Employed","(2c_voc) vocational maturity certificate","100","0.198782142806612","0.164869919069588","0.232694366543635"
"Rarely","2010","Employed","(3a) lower tertiary education","88","0.269806733803189","0.221326415872955","0.318287051733424"
"Rarely","2010","Employed","(3b) higher tertiary education","182","0.237641651425126","0.207380729430096","0.267902573420157"
"No, never","2011","Not Employed","(0) in school","4","","",""
"No, never","2011","Not Employed","(1a) inadequately completed","8","","",""
"No, never","2011","Not Employed","(1b) general elementary school","30","0.955008328149206","0.886335692798067","1.02368096350034"
"No, never","2011","Not Employed","(1c) basic vocational qualification","46","0.708525372852112","0.594484310359081","0.822566435345143"
"No, never","2011","Not Employed","(2b) intermediate general qualification","10","","",""
"No, never","2011","Not Employed","(2a) intermediate vocational","75","0.788104023907261","0.710309632858706","0.865898414955815"
"No, never","2011","Not Employed","(2c_gen) general maturity certificate","15","","",""
"No, never","2011","Not Employed","(2c_voc) vocational maturity certificate","34","0.676218440444083","0.537960108482918","0.814476772405249"
"No, never","2011","Not Employed","(3a) lower tertiary education","25","","",""
"No, never","2011","Not Employed","(3b) higher tertiary education","45","0.679093002147837","0.568137752199836","0.790048252095838"
"No, never","2011","Employed","(0) in school","27","","",""
"No, never","2011","Employed","(1a) inadequately completed","99","0.686091159466625","0.61303195700616","0.759150361927089"
"No, never","2011","Employed","(1b) general elementary school","514","0.745302726529634","0.713522426337385","0.777083026721883"
"No, never","2011","Employed","(1c) basic vocational qualification","1982","0.654056742843009","0.637080461224028","0.67103302446199"
"No, never","2011","Employed","(2b) intermediate general qualification","272","0.678476323827314","0.633100480010964","0.723852167643664"
"No, never","2011","Employed","(2a) intermediate vocational","2976","0.613759048323219","0.600003805124655","0.627514291521783"
"No, never","2011","Employed","(2c_gen) general maturity certificate","283","0.568154689928932","0.524296828331621","0.612012551526243"
"No, never","2011","Employed","(2c_voc) vocational maturity certificate","1059","0.574652440014133","0.551260618058058","0.598044261970208"
"No, never","2011","Employed","(3a) lower tertiary education","901","0.591165867583252","0.566418629345271","0.615913105821233"
"No, never","2011","Employed","(3b) higher tertiary education","1210","0.459142116373046","0.440411216802609","0.477873015943483"
"Yes, every week","2011","Not Employed","(0) in school","","","",""
"Yes, every week","2011","Not Employed","(1a) inadequately completed","1","","",""
"Yes, every week","2011","Not Employed","(1b) general elementary school","3","","",""
"Yes, every week","2011","Not Employed","(1c) basic vocational qualification","7","","",""
"Yes, every week","2011","Not Employed","(2b) intermediate general qualification","1","","",""
"Yes, every week","2011","Not Employed","(2a) intermediate vocational","3","","",""
"Yes, every week","2011","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2011","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2011","Not Employed","(3a) lower tertiary education","1","","",""
"Yes, every week","2011","Not Employed","(3b) higher tertiary education","7","","",""
"Yes, every week","2011","Employed","(0) in school","7","","",""
"Yes, every week","2011","Employed","(1a) inadequately completed","19","","",""
"Yes, every week","2011","Employed","(1b) general elementary school","44","0.058341802976722","0.0412449545674043","0.0754386513860397"
"Yes, every week","2011","Employed","(1c) basic vocational qualification","173","0.0603009618935664","0.0518054621032362","0.0687964616838966"
"Yes, every week","2011","Employed","(2b) intermediate general qualification","33","0.105110454226713","0.0753144134361146","0.134906495017311"
"Yes, every week","2011","Employed","(2a) intermediate vocational","246","0.0502813815993799","0.0441077425047148","0.0564550206940449"
"Yes, every week","2011","Employed","(2c_gen) general maturity certificate","42","0.0929027418955876","0.0671993022916075","0.118606181499568"
"Yes, every week","2011","Employed","(2c_voc) vocational maturity certificate","88","0.0695199341721998","0.0574862762405447","0.0815535921038549"
"Yes, every week","2011","Employed","(3a) lower tertiary education","91","0.0558120162352842","0.0442564406975432","0.0673675917730252"
"Yes, every week","2011","Employed","(3b) higher tertiary education","394","0.133154754112211","0.120384703705232","0.14592480451919"
"Yes, every 2 weeks","2011","Not Employed","(0) in school","1","","",""
"Yes, every 2 weeks","2011","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2011","Not Employed","(1b) general elementary school","1","","",""
"Yes, every 2 weeks","2011","Not Employed","(1c) basic vocational qualification","3","","",""
"Yes, every 2 weeks","2011","Not Employed","(2b) intermediate general qualification","4","","",""
"Yes, every 2 weeks","2011","Not Employed","(2a) intermediate vocational","12","","",""
"Yes, every 2 weeks","2011","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2011","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every 2 weeks","2011","Not Employed","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2011","Not Employed","(3b) higher tertiary education","3","","",""
"Yes, every 2 weeks","2011","Employed","(0) in school","7","","",""
"Yes, every 2 weeks","2011","Employed","(1a) inadequately completed","11","","",""
"Yes, every 2 weeks","2011","Employed","(1b) general elementary school","72","0.0994106279197698","0.0775853737785177","0.121235882061022"
"Yes, every 2 weeks","2011","Employed","(1c) basic vocational qualification","279","0.0919596219735216","0.0816466558423756","0.102272588104668"
"Yes, every 2 weeks","2011","Employed","(2b) intermediate general qualification","44","0.0985115184274377","0.0695597908209432","0.127463246033932"
"Yes, every 2 weeks","2011","Employed","(2a) intermediate vocational","528","0.100980205133111","0.0924679837202621","0.10949242654596"
"Yes, every 2 weeks","2011","Employed","(2c_gen) general maturity certificate","57","0.110231980953267","0.0825024672747537","0.137961494631781"
"Yes, every 2 weeks","2011","Employed","(2c_voc) vocational maturity certificate","174","0.103007417680681","0.0886254560747041","0.117389379286657"
"Yes, every 2 weeks","2011","Employed","(3a) lower tertiary education","107","0.0645207162393711","0.0521536932670258","0.0768877392117165"
"Yes, every 2 weeks","2011","Employed","(3b) higher tertiary education","252","0.0991631358890075","0.087928947862163","0.110397323915852"
"Yes, every 3-4 weeks","2011","Not Employed","(0) in school","1","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(1a) inadequately completed","2","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(2a) intermediate vocational","7","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2011","Not Employed","(3b) higher tertiary education","6","","",""
"Yes, every 3-4 weeks","2011","Employed","(0) in school","1","","",""
"Yes, every 3-4 weeks","2011","Employed","(1a) inadequately completed","8","","",""
"Yes, every 3-4 weeks","2011","Employed","(1b) general elementary school","27","","",""
"Yes, every 3-4 weeks","2011","Employed","(1c) basic vocational qualification","169","0.0515794179207529","0.0436858904283014","0.0594729454132044"
"Yes, every 3-4 weeks","2011","Employed","(2b) intermediate general qualification","20","","",""
"Yes, every 3-4 weeks","2011","Employed","(2a) intermediate vocational","272","0.0524796579126923","0.0461798119719221","0.0587795038534624"
"Yes, every 3-4 weeks","2011","Employed","(2c_gen) general maturity certificate","26","","",""
"Yes, every 3-4 weeks","2011","Employed","(2c_voc) vocational maturity certificate","89","0.0508447275631976","0.040450767498801","0.0612386876275942"
"Yes, every 3-4 weeks","2011","Employed","(3a) lower tertiary education","70","0.036864940014406","0.0273796884776776","0.0463501915511344"
"Yes, every 3-4 weeks","2011","Employed","(3b) higher tertiary education","236","0.0786524946022699","0.0685341033098958","0.0887708858946441"
"Rarely","2011","Not Employed","(0) in school","2","","",""
"Rarely","2011","Not Employed","(1a) inadequately completed","1","","",""
"Rarely","2011","Not Employed","(1b) general elementary school","1","","",""
"Rarely","2011","Not Employed","(1c) basic vocational qualification","3","","",""
"Rarely","2011","Not Employed","(2b) intermediate general qualification","3","","",""
"Rarely","2011","Not Employed","(2a) intermediate vocational","9","","",""
"Rarely","2011","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Rarely","2011","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Rarely","2011","Not Employed","(3a) lower tertiary education","1","","",""
