"plb0219","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Rarely","2017","16-34 y.","Not Employed","15","","",""
"Rarely","2017","16-34 y.","Employed","434","0.126332801649131","0.115818111339647","0.136847491958614"
"Rarely","2017","35-65 y.","Not Employed","12","","",""
"Rarely","2017","35-65 y.","Employed","1801","0.166623722677559","0.159948685015773","0.173298760339344"
"Rarely","2017","66 and older","Not Employed","","","",""
"Rarely","2017","66 and older","Employed","61","0.184223532111844","0.145091215830553","0.223355848393134"
"No, never","2018","16-34 y.","Not Employed","","","",""
"No, never","2018","16-34 y.","Employed","","","",""
"No, never","2018","35-65 y.","Not Employed","","","",""
"No, never","2018","35-65 y.","Employed","","","",""
"No, never","2018","66 and older","Not Employed","","","",""
"No, never","2018","66 and older","Employed","","","",""
"Yes, every week","2018","16-34 y.","Not Employed","","","",""
"Yes, every week","2018","16-34 y.","Employed","","","",""
"Yes, every week","2018","35-65 y.","Not Employed","","","",""
"Yes, every week","2018","35-65 y.","Employed","","","",""
"Yes, every week","2018","66 and older","Not Employed","","","",""
"Yes, every week","2018","66 and older","Employed","","","",""
"Yes, every 2 weeks","2018","16-34 y.","Not Employed","","","",""
"Yes, every 2 weeks","2018","16-34 y.","Employed","","","",""
"Yes, every 2 weeks","2018","35-65 y.","Not Employed","","","",""
"Yes, every 2 weeks","2018","35-65 y.","Employed","","","",""
"Yes, every 2 weeks","2018","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2018","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","Employed","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","Employed","","","",""
"Yes, every 3-4 weeks","2018","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2018","66 and older","Employed","","","",""
"Rarely","2018","16-34 y.","Not Employed","","","",""
"Rarely","2018","16-34 y.","Employed","","","",""
"Rarely","2018","35-65 y.","Not Employed","","","",""
"Rarely","2018","35-65 y.","Employed","","","",""
"Rarely","2018","66 and older","Not Employed","","","",""
"Rarely","2018","66 and older","Employed","","","",""
"No, never","2019","16-34 y.","Not Employed","169","0.555098924566588","0.494693166657239","0.615504682475938"
"No, never","2019","16-34 y.","Employed","2216","0.653867768791498","0.637865034741934","0.669870502841061"
"No, never","2019","35-65 y.","Not Employed","188","0.487468679649386","0.435906881598936","0.539030477699836"
"No, never","2019","35-65 y.","Employed","7250","0.623374557680568","0.614723565654869","0.632025549706266"
"No, never","2019","66 and older","Not Employed","30","0.492469817363275","0.365969034728345","0.618970599998205"
"No, never","2019","66 and older","Employed","361","0.666895857907193","0.628405152010488","0.705386563803898"
"Yes, every week","2019","16-34 y.","Not Employed","14","","",""
"Yes, every week","2019","16-34 y.","Employed","245","0.064678924209349","0.0564054111671723","0.0729524372515257"
"Yes, every week","2019","35-65 y.","Not Employed","45","0.126957109052258","0.0926139064063355","0.161300311698181"
"Yes, every week","2019","35-65 y.","Employed","856","0.0645494546815034","0.0601621958904068","0.0689367134726"
"Yes, every week","2019","66 and older","Not Employed","4","","",""
"Yes, every week","2019","66 and older","Employed","39","0.0607833113282666","0.0412708557405651","0.080295766915968"
"Yes, every 2 weeks","2019","16-34 y.","Not Employed","23","","",""
"Yes, every 2 weeks","2019","16-34 y.","Employed","371","0.11243275653393","0.101806623130925","0.123058889936935"
"Yes, every 2 weeks","2019","35-65 y.","Not Employed","36","0.0835924116162875","0.0550413503621955","0.112143472870379"
"Yes, every 2 weeks","2019","35-65 y.","Employed","1162","0.0928076970747019","0.0876271189866062","0.0979882751627977"
"Yes, every 2 weeks","2019","66 and older","Not Employed","3","","",""
"Yes, every 2 weeks","2019","66 and older","Employed","30","0.0453646847390442","0.0283699439060134","0.0623594255720749"
"Yes, every 3-4 weeks","2019","16-34 y.","Not Employed","26","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","Employed","177","0.0494429593326099","0.0421505754650188","0.056735343200201"
"Yes, every 3-4 weeks","2019","35-65 y.","Not Employed","35","0.100611744149822","0.0695809825274477","0.131642505772197"
"Yes, every 3-4 weeks","2019","35-65 y.","Employed","760","0.0577643671616159","0.0535990668413636","0.0619296674818682"
"Yes, every 3-4 weeks","2019","66 and older","Not Employed","4","","",""
"Yes, every 3-4 weeks","2019","66 and older","Employed","28","","",""
"Rarely","2019","16-34 y.","Not Employed","28","","",""
"Rarely","2019","16-34 y.","Employed","386","0.119577591132613","0.108663221799947","0.130491960465279"
"Rarely","2019","35-65 y.","Not Employed","57","0.201370055532246","0.16000203598692","0.242738075077572"
"Rarely","2019","35-65 y.","Employed","2023","0.161503923401611","0.15493372319189","0.168074123611332"
"Rarely","2019","66 and older","Not Employed","19","","",""
"Rarely","2019","66 and older","Employed","118","0.187547598851182","0.15566956211802","0.219425635584344"
