"plb0219","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No, never","2010","secondary school degree","indirect migration background","40","0.551645544384291","0.444653903732451","0.658637185036132"
"No, never","2010","college entrance qualification","no migration background","675","0.525012773994383","0.498225201560739","0.551800346428027"
"No, never","2010","college entrance qualification","direct migration background","28","","",""
"No, never","2010","college entrance qualification","indirect migration background","51","0.520783228518192","0.418141987555965","0.62342446948042"
"No, never","2010","Other degree","no migration background","16","","",""
"No, never","2010","Other degree","direct migration background","237","0.580127787749355","0.5321797004609","0.62807587503781"
"No, never","2010","Other degree","indirect migration background","4","","",""
"No, never","2010","no degree/no degree yet","no migration background","27","","",""
"No, never","2010","no degree/no degree yet","direct migration background","22","","",""
"No, never","2010","no degree/no degree yet","indirect migration background","4","","",""
"Yes, every week","2010","lower secondary degree","no migration background","37","0.0395769902672449","0.025256405431689","0.0538975751028009"
"Yes, every week","2010","lower secondary degree","direct migration background","7","","",""
"Yes, every week","2010","lower secondary degree","indirect migration background","5","","",""
"Yes, every week","2010","secondary school degree","no migration background","78","0.0571427331026475","0.0450911488997031","0.0691943173055919"
"Yes, every week","2010","secondary school degree","direct migration background","5","","",""
"Yes, every week","2010","secondary school degree","indirect migration background","11","","",""
"Yes, every week","2010","college entrance qualification","no migration background","112","0.0778182820014319","0.0634482898284296","0.0921882741744341"
"Yes, every week","2010","college entrance qualification","direct migration background","12","","",""
"Yes, every week","2010","college entrance qualification","indirect migration background","4","","",""
"Yes, every week","2010","Other degree","no migration background","3","","",""
"Yes, every week","2010","Other degree","direct migration background","32","0.0642812936132793","0.0404544866516469","0.0881081005749118"
"Yes, every week","2010","Other degree","indirect migration background","","","",""
"Yes, every week","2010","no degree/no degree yet","no migration background","3","","",""
"Yes, every week","2010","no degree/no degree yet","direct migration background","7","","",""
"Yes, every week","2010","no degree/no degree yet","indirect migration background","2","","",""
"Yes, every 2 weeks","2010","lower secondary degree","no migration background","68","0.093436662646529","0.072058723868354","0.114814601424704"
"Yes, every 2 weeks","2010","lower secondary degree","direct migration background","14","","",""
"Yes, every 2 weeks","2010","lower secondary degree","indirect migration background","7","","",""
"Yes, every 2 weeks","2010","secondary school degree","no migration background","158","0.114817393507961","0.0982649948926518","0.131369792123271"
"Yes, every 2 weeks","2010","secondary school degree","direct migration background","12","","",""
"Yes, every 2 weeks","2010","secondary school degree","indirect migration background","13","","",""
"Yes, every 2 weeks","2010","college entrance qualification","no migration background","154","0.114351787398132","0.0972807638243102","0.131422810971954"
"Yes, every 2 weeks","2010","college entrance qualification","direct migration background","9","","",""
"Yes, every 2 weeks","2010","college entrance qualification","indirect migration background","16","","",""
"Yes, every 2 weeks","2010","Other degree","no migration background","3","","",""
"Yes, every 2 weeks","2010","Other degree","direct migration background","43","0.109369556966701","0.0790482525394235","0.139690861393979"
"Yes, every 2 weeks","2010","Other degree","indirect migration background","2","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","no migration background","3","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","direct migration background","7","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","no migration background","39","0.0508703529123734","0.0347303637372297","0.0670103420875172"
"Yes, every 3-4 weeks","2010","lower secondary degree","direct migration background","13","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","indirect migration background","3","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","no migration background","88","0.0581245125146271","0.0459761688878857","0.0702728561413686"
"Yes, every 3-4 weeks","2010","secondary school degree","direct migration background","6","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","indirect migration background","3","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","no migration background","95","0.0628218642638585","0.0498059720881247","0.0758377564395923"
"Yes, every 3-4 weeks","2010","college entrance qualification","direct migration background","3","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","indirect migration background","8","","",""
"Yes, every 3-4 weeks","2010","Other degree","no migration background","1","","",""
"Yes, every 3-4 weeks","2010","Other degree","direct migration background","27","","",""
"Yes, every 3-4 weeks","2010","Other degree","indirect migration background","2","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","no migration background","3","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","direct migration background","3","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2010","lower secondary degree","no migration background","119","0.162895521986936","0.13577159918711","0.190019444786763"
"Rarely","2010","lower secondary degree","direct migration background","15","","",""
"Rarely","2010","lower secondary degree","indirect migration background","10","","",""
"Rarely","2010","secondary school degree","no migration background","261","0.17549507315227","0.15574495260653","0.19524519369801"
"Rarely","2010","secondary school degree","direct migration background","11","","",""
"Rarely","2010","secondary school degree","indirect migration background","16","","",""
"Rarely","2010","college entrance qualification","no migration background","299","0.219995292342194","0.197774335092602","0.242216249591786"
"Rarely","2010","college entrance qualification","direct migration background","22","","",""
"Rarely","2010","college entrance qualification","indirect migration background","12","","",""
"Rarely","2010","Other degree","no migration background","4","","",""
"Rarely","2010","Other degree","direct migration background","68","0.16765615682383","0.131364062961275","0.203948250686385"
"Rarely","2010","Other degree","indirect migration background","1","","",""
"Rarely","2010","no degree/no degree yet","no migration background","4","","",""
"Rarely","2010","no degree/no degree yet","direct migration background","4","","",""
"Rarely","2010","no degree/no degree yet","indirect migration background","1","","",""
"No, never","2011","lower secondary degree","no migration background","1945","0.677937265947202","0.660960045497453","0.694914486396951"
"No, never","2011","lower secondary degree","direct migration background","206","0.625445930859002","0.57058481429904","0.680307047418965"
"No, never","2011","lower secondary degree","indirect migration background","126","0.666187257929892","0.600335921394705","0.732038594465079"
"No, never","2011","secondary school degree","no migration background","3330","0.614245780519216","0.601245840455548","0.627245720582885"
"No, never","2011","secondary school degree","direct migration background","135","0.800647873641597","0.744284023701796","0.857011723581398"
"No, never","2011","secondary school degree","indirect migration background","144","0.550901743740093","0.488362487481636","0.61344099999855"
"No, never","2011","college entrance qualification","no migration background","2654","0.510679165268864","0.496866042994052","0.524492287543676"
"No, never","2011","college entrance qualification","direct migration background","141","0.648602350161899","0.58594322243915","0.711261477884648"
"No, never","2011","college entrance qualification","indirect migration background","146","0.5700502001175","0.51099860467897","0.62910179555603"
"No, never","2011","Other degree","no migration background","40","0.424192747312997","0.311589110856384","0.53679638376961"
"No, never","2011","Other degree","direct migration background","573","0.675509810322311","0.644664221034314","0.706355399610308"
"No, never","2011","Other degree","indirect migration background","8","","",""
"No, never","2011","no degree/no degree yet","no migration background","79","0.714554877572534","0.635382772614396","0.793726982530672"
"No, never","2011","no degree/no degree yet","direct migration background","50","0.727126672540777","0.630122333053671","0.824131012027883"
"No, never","2011","no degree/no degree yet","indirect migration background","9","","",""
"Yes, every week","2011","lower secondary degree","no migration background","167","0.0541738523593151","0.0459494923161628","0.0623982124024675"
"Yes, every week","2011","lower secondary degree","direct migration background","27","","",""
"Yes, every week","2011","lower secondary degree","indirect migration background","11","","",""
"Yes, every week","2011","secondary school degree","no migration background","298","0.0569118105524433","0.0507246373945062","0.0630989837103804"
"Yes, every week","2011","secondary school degree","direct migration background","8","","",""
"Yes, every week","2011","secondary school degree","indirect migration background","15","","",""
"Yes, every week","2011","college entrance qualification","no migration background","493","0.100626566841537","0.0923137676882676","0.108939365994807"
"Yes, every week","2011","college entrance qualification","direct migration background","16","","",""
"Yes, every week","2011","college entrance qualification","indirect migration background","24","","",""
"Yes, every week","2011","Other degree","no migration background","4","","",""
"Yes, every week","2011","Other degree","direct migration background","63","0.0645921014573567","0.0483976337008691","0.0807865692138443"
"Yes, every week","2011","Other degree","indirect migration background","2","","",""
"Yes, every week","2011","no degree/no degree yet","no migration background","13","","",""
"Yes, every week","2011","no degree/no degree yet","direct migration background","10","","",""
"Yes, every week","2011","no degree/no degree yet","indirect migration background","4","","",""
"Yes, every 2 weeks","2011","lower secondary degree","no migration background","264","0.0834256629629846","0.0733786890064859","0.0934726369194833"
"Yes, every 2 weeks","2011","lower secondary degree","direct migration background","26","","",""
"Yes, every 2 weeks","2011","lower secondary degree","indirect migration background","18","","",""
"Yes, every 2 weeks","2011","secondary school degree","no migration background","582","0.0992842590865871","0.0912978970742297","0.107270621098944"
"Yes, every 2 weeks","2011","secondary school degree","direct migration background","18","","",""
"Yes, every 2 weeks","2011","secondary school degree","indirect migration background","30","0.151557332621606","0.106471023831286","0.196643641411926"
"Yes, every 2 weeks","2011","college entrance qualification","no migration background","441","0.0898506317552748","0.0819486170077416","0.097752646502808"
"Yes, every 2 weeks","2011","college entrance qualification","direct migration background","17","","",""
"Yes, every 2 weeks","2011","college entrance qualification","indirect migration background","30","0.134719802397441","0.0939948758291481","0.175444728965734"
"Yes, every 2 weeks","2011","Other degree","no migration background","11","","",""
"Yes, every 2 weeks","2011","Other degree","direct migration background","99","0.103435245342612","0.0833719825730906","0.123498508112133"
"Yes, every 2 weeks","2011","Other degree","indirect migration background","5","","",""
"Yes, every 2 weeks","2011","no degree/no degree yet","no migration background","11","","",""
"Yes, every 2 weeks","2011","no degree/no degree yet","direct migration background","7","","",""
"Yes, every 2 weeks","2011","no degree/no degree yet","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2011","lower secondary degree","no migration background","145","0.0432376268078387","0.0358477948197297","0.0506274587959477"
"Yes, every 3-4 weeks","2011","lower secondary degree","direct migration background","13","","",""
"Yes, every 3-4 weeks","2011","lower secondary degree","indirect migration background","17","","",""
"Yes, every 3-4 weeks","2011","secondary school degree","no migration background","304","0.0515977134889927","0.0456899045584586","0.0575055224195268"
"Yes, every 3-4 weeks","2011","secondary school degree","direct migration background","9","","",""
"Yes, every 3-4 weeks","2011","secondary school degree","indirect migration background","18","","",""
"Yes, every 3-4 weeks","2011","college entrance qualification","no migration background","334","0.0594598677505753","0.0529252292455278","0.0659945062556229"
"Yes, every 3-4 weeks","2011","college entrance qualification","direct migration background","7","","",""
"Yes, every 3-4 weeks","2011","college entrance qualification","indirect migration background","18","","",""
"Yes, every 3-4 weeks","2011","Other degree","no migration background","5","","",""
"Yes, every 3-4 weeks","2011","Other degree","direct migration background","51","0.0570394630934062","0.041759900249871","0.0723190259369414"
"Yes, every 3-4 weeks","2011","Other degree","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2011","no degree/no degree yet","no migration background","6","","",""
"Yes, every 3-4 weeks","2011","no degree/no degree yet","direct migration background","6","","",""
"Yes, every 3-4 weeks","2011","no degree/no degree yet","indirect migration background","1","","",""
"Rarely","2011","lower secondary degree","no migration background","389","0.14122559192266","0.128572465559203","0.153878718286116"
"Rarely","2011","lower secondary degree","direct migration background","27","","",""
"Rarely","2011","lower secondary degree","indirect migration background","25","","",""
"Rarely","2011","secondary school degree","no migration background","872","0.17796043635276","0.167745797709509","0.188175074996012"
"Rarely","2011","secondary school degree","direct migration background","23","","",""
"Rarely","2011","secondary school degree","indirect migration background","36","0.172593337647831","0.125079897655862","0.2201067776398"
"Rarely","2011","college entrance qualification","no migration background","1109","0.239383768383749","0.22759275651378","0.251174780253717"
"Rarely","2011","college entrance qualification","direct migration background","42","0.171893893826071","0.122375234530037","0.221412553122105"
"Rarely","2011","college entrance qualification","indirect migration background","52","0.154577516786743","0.111457763361056","0.19769727021243"
"Rarely","2011","Other degree","no migration background","14","","",""
"Rarely","2011","Other degree","direct migration background","99","0.0994233797843141","0.0797090938643268","0.119137665704301"
"Rarely","2011","Other degree","indirect migration background","3","","",""
"Rarely","2011","no degree/no degree yet","no migration background","16","","",""
"Rarely","2011","no degree/no degree yet","direct migration background","8","","",""
"Rarely","2011","no degree/no degree yet","indirect migration background","2","","",""
"No, never","2012","lower secondary degree","no migration background","528","0.672336836582438","0.639648504348283","0.705025168816593"
"No, never","2012","lower secondary degree","direct migration background","71","0.614203718722198","0.519269529983476","0.709137907460921"
"No, never","2012","lower secondary degree","indirect migration background","42","0.745815661792549","0.638300934012874","0.853330389572224"
"No, never","2012","secondary school degree","no migration background","1053","0.653531506391907","0.630395598477728","0.676667414306086"
"No, never","2012","secondary school degree","direct migration background","48","0.635241372418403","0.531683953134537","0.738798791702269"
"No, never","2012","secondary school degree","indirect migration background","67","0.691526054312576","0.603184108757236","0.779867999867915"
"No, never","2012","college entrance qualification","no migration background","882","0.569681964261386","0.545252969233373","0.5941109592894"
"No, never","2012","college entrance qualification","direct migration background","37","0.653916092829787","0.541668958840633","0.76616322681894"
"No, never","2012","college entrance qualification","indirect migration background","51","0.501036170266847","0.407171120699734","0.594901219833961"
"No, never","2012","Other degree","no migration background","11","","",""
"No, never","2012","Other degree","direct migration background","267","0.671141262891862","0.625941546960047","0.716340978823678"
"No, never","2012","Other degree","indirect migration background","4","","",""
"No, never","2012","no degree/no degree yet","no migration background","30","0.440209347263269","0.312454747580293","0.567963946946244"
"No, never","2012","no degree/no degree yet","direct migration background","16","","",""
"No, never","2012","no degree/no degree yet","indirect migration background","4","","",""
"Yes, every week","2012","lower secondary degree","no migration background","51","0.0697051728878702","0.0519702907081664","0.0874400550675741"
"Yes, every week","2012","lower secondary degree","direct migration background","7","","",""
"Yes, every week","2012","lower secondary degree","indirect migration background","4","","",""
"Yes, every week","2012","secondary school degree","no migration background","91","0.0497680590672622","0.0391947342881397","0.0603413838463848"
"Yes, every week","2012","secondary school degree","direct migration background","6","","",""
"Yes, every week","2012","secondary school degree","indirect migration background","8","","",""
"Yes, every week","2012","college entrance qualification","no migration background","169","0.0971901509307762","0.0825749811768658","0.111805320684687"
"Yes, every week","2012","college entrance qualification","direct migration background","8","","",""
"Yes, every week","2012","college entrance qualification","indirect migration background","4","","",""
"Yes, every week","2012","Other degree","no migration background","3","","",""
"Yes, every week","2012","Other degree","direct migration background","23","","",""
"Yes, every week","2012","Other degree","indirect migration background","","","",""
"Yes, every week","2012","no degree/no degree yet","no migration background","7","","",""
"Yes, every week","2012","no degree/no degree yet","direct migration background","8","","",""
"Yes, every week","2012","no degree/no degree yet","indirect migration background","2","","",""
"Yes, every 2 weeks","2012","lower secondary degree","no migration background","76","0.0859682240412724","0.0664457378289656","0.105490710253579"
"Yes, every 2 weeks","2012","lower secondary degree","direct migration background","9","","",""
"Yes, every 2 weeks","2012","lower secondary degree","indirect migration background","10","","",""
"Yes, every 2 weeks","2012","secondary school degree","no migration background","165","0.0961686278396532","0.0818341517702654","0.110503103909041"
"Yes, every 2 weeks","2012","secondary school degree","direct migration background","9","","",""
"Yes, every 2 weeks","2012","secondary school degree","indirect migration background","14","","",""
"Yes, every 2 weeks","2012","college entrance qualification","no migration background","143","0.0822769251900294","0.0687191182956005","0.0958347320844583"
"Yes, every 2 weeks","2012","college entrance qualification","direct migration background","7","","",""
"Yes, every 2 weeks","2012","college entrance qualification","indirect migration background","18","","",""
"Yes, every 2 weeks","2012","Other degree","no migration background","5","","",""
"Yes, every 2 weeks","2012","Other degree","direct migration background","43","0.120665492203031","0.0893259502053348","0.152005034200727"
"Yes, every 2 weeks","2012","Other degree","indirect migration background","5","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","no migration background","8","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","direct migration background","5","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","no migration background","36","0.0498795116828396","0.0347182292387417","0.0650407941269376"
"Yes, every 3-4 weeks","2012","lower secondary degree","direct migration background","6","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","indirect migration background","4","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","no migration background","88","0.0531440431024709","0.0422374110471701","0.0640506751577718"
"Yes, every 3-4 weeks","2012","secondary school degree","direct migration background","9","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","indirect migration background","7","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","no migration background","102","0.0637637235242764","0.0517085307656962","0.0758189162828567"
"Yes, every 3-4 weeks","2012","college entrance qualification","direct migration background","4","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","indirect migration background","6","","",""
"Yes, every 3-4 weeks","2012","Other degree","no migration background","","","",""
"Yes, every 3-4 weeks","2012","Other degree","direct migration background","30","0.0664795549969785","0.0425116534848143","0.0904474565091427"
"Yes, every 3-4 weeks","2012","Other degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","no migration background","7","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","direct migration background","2","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2012","lower secondary degree","no migration background","101","0.122110254805579","0.0993078024507693","0.14491270716039"
"Rarely","2012","lower secondary degree","direct migration background","8","","",""
"Rarely","2012","lower secondary degree","indirect migration background","3","","",""
"Rarely","2012","secondary school degree","no migration background","228","0.147387763598707","0.130152104188384","0.16462342300903"
"Rarely","2012","secondary school degree","direct migration background","11","","",""
"Rarely","2012","secondary school degree","indirect migration background","9","","",""
"Rarely","2012","college entrance qualification","no migration background","282","0.187087236093532","0.167845748616943","0.206328723570121"
"Rarely","2012","college entrance qualification","direct migration background","13","","",""
"Rarely","2012","college entrance qualification","indirect migration background","30","0.25226958169921","0.170735382545949","0.333803780852471"
"Rarely","2012","Other degree","no migration background","5","","",""
"Rarely","2012","Other degree","direct migration background","52","0.0966457415342539","0.0682178629385903","0.125073620129917"
"Rarely","2012","Other degree","indirect migration background","2","","",""
"Rarely","2012","no degree/no degree yet","no migration background","6","","",""
"Rarely","2012","no degree/no degree yet","direct migration background","5","","",""
"Rarely","2012","no degree/no degree yet","indirect migration background","1","","",""
"No, never","2013","lower secondary degree","no migration background","1682","0.64543397383459","0.627081174835897","0.663786772833283"
"No, never","2013","lower secondary degree","direct migration background","177","0.651054754953111","0.592894588880515","0.709214921025706"
"No, never","2013","lower secondary degree","indirect migration background","124","0.793573211791942","0.733946894726706","0.853199528857177"
"No, never","2013","secondary school degree","no migration background","3142","0.618311257554739","0.604845792994003","0.631776722115474"
"No, never","2013","secondary school degree","direct migration background","103","0.681078173496131","0.610603340915676","0.751553006076587"
"No, never","2013","secondary school degree","indirect migration background","137","0.605824325440173","0.542670096596693","0.668978554283653"
"No, never","2013","college entrance qualification","no migration background","2662","0.527686805516651","0.5135651571044","0.541808453928902"
"No, never","2013","college entrance qualification","direct migration background","133","0.631054493207466","0.567002243406678","0.695106743008254"
"No, never","2013","college entrance qualification","indirect migration background","160","0.595403826828797","0.538520921433958","0.652286732223636"
"No, never","2013","Other degree","no migration background","37","0.496069879057914","0.377233277783033","0.614906480332795"
"No, never","2013","Other degree","direct migration background","522","0.629008876739075","0.595803151915671","0.662214601562479"
"No, never","2013","Other degree","indirect migration background","11","","",""
"No, never","2013","no degree/no degree yet","no migration background","86","0.580511254864388","0.497878299388051","0.663144210340725"
"No, never","2013","no degree/no degree yet","direct migration background","32","0.686965563435107","0.569628285874309","0.804302840995904"
"No, never","2013","no degree/no degree yet","indirect migration background","11","","",""
"Yes, every week","2013","lower secondary degree","no migration background","139","0.0472227626385975","0.0390851086617141","0.0553604166154809"
"Yes, every week","2013","lower secondary degree","direct migration background","21","","",""
"Yes, every week","2013","lower secondary degree","indirect migration background","13","","",""
"Yes, every week","2013","secondary school degree","no migration background","199","0.0371110931155592","0.0318714337517025","0.0423507524794159"
"Yes, every week","2013","secondary school degree","direct migration background","4","","",""
"Yes, every week","2013","secondary school degree","indirect migration background","15","","",""
"Yes, every week","2013","college entrance qualification","no migration background","452","0.0899650458148833","0.0818713257844883","0.0980587658452782"
"Yes, every week","2013","college entrance qualification","direct migration background","13","","",""
"Yes, every week","2013","college entrance qualification","indirect migration background","27","","",""
"Yes, every week","2013","Other degree","no migration background","5","","",""
"Yes, every week","2013","Other degree","direct migration background","63","0.0901643524390301","0.0704763467368467","0.109852358141214"
"Yes, every week","2013","Other degree","indirect migration background","","","",""
"Yes, every week","2013","no degree/no degree yet","no migration background","18","","",""
"Yes, every week","2013","no degree/no degree yet","direct migration background","7","","",""
"Yes, every week","2013","no degree/no degree yet","indirect migration background","4","","",""
"Yes, every 2 weeks","2013","lower secondary degree","no migration background","266","0.100570146385674","0.0890317347699668","0.112108558001382"
"Yes, every 2 weeks","2013","lower secondary degree","direct migration background","28","","",""
"Yes, every 2 weeks","2013","lower secondary degree","indirect migration background","21","","",""
"Yes, every 2 weeks","2013","secondary school degree","no migration background","515","0.0972293561949383","0.089017326558325","0.105441385831552"
"Yes, every 2 weeks","2013","secondary school degree","direct migration background","28","","",""
"Yes, every 2 weeks","2013","secondary school degree","indirect migration background","33","0.140449781944941","0.0955462672950439","0.185353296594838"
"Yes, every 2 weeks","2013","college entrance qualification","no migration background","386","0.0878158295981465","0.0798099342644464","0.0958217249318467"
"Yes, every 2 weeks","2013","college entrance qualification","direct migration background","21","","",""
"Yes, every 2 weeks","2013","college entrance qualification","indirect migration background","27","","",""
"Yes, every 2 weeks","2013","Other degree","no migration background","10","","",""
"Yes, every 2 weeks","2013","Other degree","direct migration background","88","0.0969713293216602","0.0766301905641814","0.117312468079139"
"Yes, every 2 weeks","2013","Other degree","indirect migration background","4","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","no migration background","14","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","direct migration background","10","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","no migration background","107","0.0402675368108416","0.0327256421519617","0.0478094314697216"
"Yes, every 3-4 weeks","2013","lower secondary degree","direct migration background","10","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","indirect migration background","5","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","no migration background","266","0.0491488157641663","0.0431567593472381","0.0551408721810946"
"Yes, every 3-4 weeks","2013","secondary school degree","direct migration background","10","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","indirect migration background","14","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","no migration background","286","0.0724045338309375","0.065073851037404","0.079735216624471"
"Yes, every 3-4 weeks","2013","college entrance qualification","direct migration background","6","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","indirect migration background","19","","",""
"Yes, every 3-4 weeks","2013","Other degree","no migration background","2","","",""
"Yes, every 3-4 weeks","2013","Other degree","direct migration background","41","0.052418754714682","0.0370989088370754","0.0677386005922886"
"Yes, every 3-4 weeks","2013","Other degree","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","no migration background","7","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","direct migration background","8","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2013","lower secondary degree","no migration background","416","0.166505580330296","0.152213561418352","0.180797599242241"
"Rarely","2013","lower secondary degree","direct migration background","22","","",""
"Rarely","2013","lower secondary degree","indirect migration background","14","","",""
"Rarely","2013","secondary school degree","no migration background","878","0.198199477370597","0.187149853145006","0.209249101596189"
"Rarely","2013","secondary school degree","direct migration background","23","","",""
"Rarely","2013","secondary school degree","indirect migration background","31","0.0882262643428246","0.0515718185589557","0.124880710126694"
"Rarely","2013","college entrance qualification","no migration background","1015","0.222127785239382","0.210369667335713","0.233885903143051"
"Rarely","2013","college entrance qualification","direct migration background","45","0.188172536654086","0.136288968792352","0.24005610451582"
"Rarely","2013","college entrance qualification","indirect migration background","53","0.189936029662182","0.144476136543892","0.235395922780472"
"Rarely","2013","Other degree","no migration background","14","","",""
"Rarely","2013","Other degree","direct migration background","99","0.131436686785553","0.108211358548771","0.154662015022335"
"Rarely","2013","Other degree","indirect migration background","1","","",""
"Rarely","2013","no degree/no degree yet","no migration background","12","","",""
"Rarely","2013","no degree/no degree yet","direct migration background","3","","",""
"Rarely","2013","no degree/no degree yet","indirect migration background","4","","",""
"No, never","2014","lower secondary degree","no migration background","","","",""
"No, never","2014","lower secondary degree","direct migration background","","","",""
"No, never","2014","lower secondary degree","indirect migration background","","","",""
"No, never","2014","secondary school degree","no migration background","","","",""
"No, never","2014","secondary school degree","direct migration background","","","",""
"No, never","2014","secondary school degree","indirect migration background","","","",""
"No, never","2014","college entrance qualification","no migration background","","","",""
"No, never","2014","college entrance qualification","direct migration background","","","",""
"No, never","2014","college entrance qualification","indirect migration background","","","",""
"No, never","2014","Other degree","no migration background","","","",""
"No, never","2014","Other degree","direct migration background","","","",""
"No, never","2014","Other degree","indirect migration background","","","",""
"No, never","2014","no degree/no degree yet","no migration background","","","",""
"No, never","2014","no degree/no degree yet","direct migration background","","","",""
"No, never","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes, every week","2014","lower secondary degree","no migration background","","","",""
"Yes, every week","2014","lower secondary degree","direct migration background","","","",""
"Yes, every week","2014","lower secondary degree","indirect migration background","","","",""
"Yes, every week","2014","secondary school degree","no migration background","","","",""
"Yes, every week","2014","secondary school degree","direct migration background","","","",""
"Yes, every week","2014","secondary school degree","indirect migration background","","","",""
"Yes, every week","2014","college entrance qualification","no migration background","","","",""
"Yes, every week","2014","college entrance qualification","direct migration background","","","",""
"Yes, every week","2014","college entrance qualification","indirect migration background","","","",""
"Yes, every week","2014","Other degree","no migration background","","","",""
"Yes, every week","2014","Other degree","direct migration background","","","",""
"Yes, every week","2014","Other degree","indirect migration background","","","",""
"Yes, every week","2014","no degree/no degree yet","no migration background","","","",""
"Yes, every week","2014","no degree/no degree yet","direct migration background","","","",""
"Yes, every week","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","no migration background","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","direct migration background","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","indirect migration background","","","",""
"Yes, every 2 weeks","2014","secondary school degree","no migration background","","","",""
"Yes, every 2 weeks","2014","secondary school degree","direct migration background","","","",""
"Yes, every 2 weeks","2014","secondary school degree","indirect migration background","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","no migration background","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","direct migration background","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","indirect migration background","","","",""
"Yes, every 2 weeks","2014","Other degree","no migration background","","","",""
"Yes, every 2 weeks","2014","Other degree","direct migration background","","","",""
"Yes, every 2 weeks","2014","Other degree","indirect migration background","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","no migration background","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","direct migration background","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","no migration background","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","no migration background","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","college entrance qualification","no migration background","","","",""
"Yes, every 3-4 weeks","2014","college entrance qualification","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","college entrance qualification","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","Other degree","no migration background","","","",""
"Yes, every 3-4 weeks","2014","Other degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","Other degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2014","no degree/no degree yet","no migration background","","","",""
"Yes, every 3-4 weeks","2014","no degree/no degree yet","direct migration background","","","",""
"Yes, every 3-4 weeks","2014","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2014","lower secondary degree","no migration background","","","",""
"Rarely","2014","lower secondary degree","direct migration background","","","",""
"Rarely","2014","lower secondary degree","indirect migration background","","","",""
