"plb0219","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2008","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","higher education","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","higher education","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","higher education","","","",""
"Yes, every 3-4 weeks","2008","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2008","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2008","Other degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","Other degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","Other degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","Other degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","Other degree","higher education","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","in school","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","inadequately","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","higher education","","","",""
"Rarely","2008","lower secondary degree","in school","","","",""
"Rarely","2008","lower secondary degree","inadequately","","","",""
"Rarely","2008","lower secondary degree","general elemantary","","","",""
"Rarely","2008","lower secondary degree","middle vocational","","","",""
"Rarely","2008","lower secondary degree","vocational + Abi","","","",""
"Rarely","2008","lower secondary degree","higher vocational","","","",""
"Rarely","2008","lower secondary degree","higher education","","","",""
"Rarely","2008","secondary school degree","in school","","","",""
"Rarely","2008","secondary school degree","inadequately","","","",""
"Rarely","2008","secondary school degree","general elemantary","","","",""
"Rarely","2008","secondary school degree","middle vocational","","","",""
"Rarely","2008","secondary school degree","vocational + Abi","","","",""
"Rarely","2008","secondary school degree","higher vocational","","","",""
"Rarely","2008","secondary school degree","higher education","","","",""
"Rarely","2008","college entrance qualification","in school","","","",""
"Rarely","2008","college entrance qualification","inadequately","","","",""
"Rarely","2008","college entrance qualification","general elemantary","","","",""
"Rarely","2008","college entrance qualification","middle vocational","","","",""
"Rarely","2008","college entrance qualification","vocational + Abi","","","",""
"Rarely","2008","college entrance qualification","higher vocational","","","",""
"Rarely","2008","college entrance qualification","higher education","","","",""
"Rarely","2008","Other degree","in school","","","",""
"Rarely","2008","Other degree","inadequately","","","",""
"Rarely","2008","Other degree","general elemantary","","","",""
"Rarely","2008","Other degree","middle vocational","","","",""
"Rarely","2008","Other degree","vocational + Abi","","","",""
"Rarely","2008","Other degree","higher vocational","","","",""
"Rarely","2008","Other degree","higher education","","","",""
"Rarely","2008","no degree/no degree yet","in school","","","",""
"Rarely","2008","no degree/no degree yet","inadequately","","","",""
"Rarely","2008","no degree/no degree yet","general elemantary","","","",""
"Rarely","2008","no degree/no degree yet","middle vocational","","","",""
"Rarely","2008","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2008","no degree/no degree yet","higher vocational","","","",""
"Rarely","2008","no degree/no degree yet","higher education","","","",""
"No, never","2009","lower secondary degree","in school","","","",""
"No, never","2009","lower secondary degree","inadequately","","","",""
"No, never","2009","lower secondary degree","general elemantary","241","0.695937967619262","0.645771538108274","0.746104397130249"
"No, never","2009","lower secondary degree","middle vocational","1130","0.643589432475733","0.62096846080373","0.666210404147735"
"No, never","2009","lower secondary degree","vocational + Abi","9","","",""
"No, never","2009","lower secondary degree","higher vocational","83","0.536194018047424","0.46033220774907","0.612055828345777"
"No, never","2009","lower secondary degree","higher education","18","","",""
"No, never","2009","secondary school degree","in school","","","",""
"No, never","2009","secondary school degree","inadequately","","","",""
"No, never","2009","secondary school degree","general elemantary","163","0.672501890309988","0.613004174349028","0.731999606270947"
"No, never","2009","secondary school degree","middle vocational","1547","0.596509189696464","0.577262714966279","0.615755664426648"
"No, never","2009","secondary school degree","vocational + Abi","7","","",""
"No, never","2009","secondary school degree","higher vocational","220","0.490921590372795","0.442649301852585","0.539193878893006"
"No, never","2009","secondary school degree","higher education","199","0.562839357107316","0.510344858965336","0.615333855249296"
"No, never","2009","college entrance qualification","in school","","","",""
"No, never","2009","college entrance qualification","inadequately","","","",""
"No, never","2009","college entrance qualification","general elemantary","","","",""
"No, never","2009","college entrance qualification","middle vocational","205","0.650737457594386","0.598906967053349","0.702567948135423"
"No, never","2009","college entrance qualification","vocational + Abi","404","0.639906305073346","0.602029663673533","0.67778294647316"
"No, never","2009","college entrance qualification","higher vocational","112","0.549274484093871","0.481655723183471","0.616893245004272"
"No, never","2009","college entrance qualification","higher education","1027","0.457360536800299","0.436263406292166","0.478457667308432"
"No, never","2009","Other degree","in school","","","",""
"No, never","2009","Other degree","inadequately","14","","",""
"No, never","2009","Other degree","general elemantary","49","0.639775808581462","0.530397154270435","0.74915446289249"
"No, never","2009","Other degree","middle vocational","98","0.661025353314658","0.582332850594009","0.739717856035308"
"No, never","2009","Other degree","vocational + Abi","40","0.586268914899121","0.454910251411776","0.717627578386465"
"No, never","2009","Other degree","higher vocational","10","","",""
"No, never","2009","Other degree","higher education","63","0.621145535806795","0.530901296125318","0.711389775488272"
"No, never","2009","no degree/no degree yet","in school","23","","",""
"No, never","2009","no degree/no degree yet","inadequately","22","","",""
"No, never","2009","no degree/no degree yet","general elemantary","","","",""
"No, never","2009","no degree/no degree yet","middle vocational","14","","",""
"No, never","2009","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2009","no degree/no degree yet","higher vocational","1","","",""
"No, never","2009","no degree/no degree yet","higher education","","","",""
"Yes, every week","2009","lower secondary degree","in school","","","",""
"Yes, every week","2009","lower secondary degree","inadequately","","","",""
"Yes, every week","2009","lower secondary degree","general elemantary","18","","",""
"Yes, every week","2009","lower secondary degree","middle vocational","90","0.0505728027284065","0.0402232671220795","0.0609223383347336"
"Yes, every week","2009","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2009","lower secondary degree","higher vocational","13","","",""
"Yes, every week","2009","lower secondary degree","higher education","2","","",""
"Yes, every week","2009","secondary school degree","in school","","","",""
"Yes, every week","2009","secondary school degree","inadequately","","","",""
"Yes, every week","2009","secondary school degree","general elemantary","16","","",""
"Yes, every week","2009","secondary school degree","middle vocational","125","0.0498235010381887","0.0412876846668163","0.0583593174095611"
"Yes, every week","2009","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2009","secondary school degree","higher vocational","27","","",""
"Yes, every week","2009","secondary school degree","higher education","27","","",""
"Yes, every week","2009","college entrance qualification","in school","","","",""
"Yes, every week","2009","college entrance qualification","inadequately","","","",""
"Yes, every week","2009","college entrance qualification","general elemantary","","","",""
"Yes, every week","2009","college entrance qualification","middle vocational","22","","",""
"Yes, every week","2009","college entrance qualification","vocational + Abi","28","","",""
"Yes, every week","2009","college entrance qualification","higher vocational","12","","",""
"Yes, every week","2009","college entrance qualification","higher education","258","0.121030523197044","0.107218009868686","0.134843036525402"
"Yes, every week","2009","Other degree","in school","","","",""
"Yes, every week","2009","Other degree","inadequately","2","","",""
"Yes, every week","2009","Other degree","general elemantary","5","","",""
"Yes, every week","2009","Other degree","middle vocational","7","","",""
"Yes, every week","2009","Other degree","vocational + Abi","4","","",""
"Yes, every week","2009","Other degree","higher vocational","","","",""
"Yes, every week","2009","Other degree","higher education","10","","",""
"Yes, every week","2009","no degree/no degree yet","in school","3","","",""
"Yes, every week","2009","no degree/no degree yet","inadequately","5","","",""
"Yes, every week","2009","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2009","no degree/no degree yet","middle vocational","2","","",""
"Yes, every week","2009","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2009","no degree/no degree yet","higher vocational","","","",""
"Yes, every week","2009","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","general elemantary","25","","",""
"Yes, every 2 weeks","2009","lower secondary degree","middle vocational","127","0.0704950366887137","0.058404748737089","0.0825853246403384"
"Yes, every 2 weeks","2009","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","higher vocational","21","","",""
"Yes, every 2 weeks","2009","lower secondary degree","higher education","4","","",""
"Yes, every 2 weeks","2009","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2009","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2009","secondary school degree","general elemantary","25","","",""
"Yes, every 2 weeks","2009","secondary school degree","middle vocational","253","0.106351184429343","0.0942568935928978","0.118445475265788"
"Yes, every 2 weeks","2009","secondary school degree","vocational + Abi","1","","",""
"Yes, every 2 weeks","2009","secondary school degree","higher vocational","49","0.109189315132688","0.079074357066462","0.139304273198915"
"Yes, every 2 weeks","2009","secondary school degree","higher education","24","","",""
"Yes, every 2 weeks","2009","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","middle vocational","34","0.0971651903920662","0.0649644460221848","0.129365934761948"
"Yes, every 2 weeks","2009","college entrance qualification","vocational + Abi","43","0.0722780186132276","0.0518457047266478","0.0927103324998074"
"Yes, every 2 weeks","2009","college entrance qualification","higher vocational","23","","",""
"Yes, every 2 weeks","2009","college entrance qualification","higher education","152","0.0762168188351589","0.0649798599374158","0.0874537777329021"
"Yes, every 2 weeks","2009","Other degree","in school","","","",""
"Yes, every 2 weeks","2009","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2009","Other degree","general elemantary","8","","",""
"Yes, every 2 weeks","2009","Other degree","middle vocational","10","","",""
"Yes, every 2 weeks","2009","Other degree","vocational + Abi","5","","",""
"Yes, every 2 weeks","2009","Other degree","higher vocational","4","","",""
"Yes, every 2 weeks","2009","Other degree","higher education","8","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","in school","3","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","inadequately","2","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","middle vocational","1","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","general elemantary","12","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","middle vocational","93","0.0531452521618805","0.0425501430377904","0.0637403612859706"
"Yes, every 3-4 weeks","2009","lower secondary degree","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","higher vocational","11","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","higher education","2","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","general elemantary","8","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","middle vocational","129","0.0659888694402378","0.0562493580395411","0.0757283808409345"
"Yes, every 3-4 weeks","2009","secondary school degree","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","higher vocational","19","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","higher education","25","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","middle vocational","22","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","vocational + Abi","28","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","higher vocational","12","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","higher education","144","0.0680835064284128","0.0574163708694398","0.0787506419873857"
"Yes, every 3-4 weeks","2009","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2009","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2009","Other degree","general elemantary","5","","",""
"Yes, every 3-4 weeks","2009","Other degree","middle vocational","9","","",""
"Yes, every 3-4 weeks","2009","Other degree","vocational + Abi","3","","",""
"Yes, every 3-4 weeks","2009","Other degree","higher vocational","1","","",""
"Yes, every 3-4 weeks","2009","Other degree","higher education","8","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","in school","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","inadequately","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","middle vocational","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","higher education","","","",""
"Rarely","2009","lower secondary degree","in school","","","",""
"Rarely","2009","lower secondary degree","inadequately","","","",""
"Rarely","2009","lower secondary degree","general elemantary","27","","",""
"Rarely","2009","lower secondary degree","middle vocational","282","0.182197475945266","0.163965786318304","0.200429165572228"
"Rarely","2009","lower secondary degree","vocational + Abi","2","","",""
"Rarely","2009","lower secondary degree","higher vocational","38","0.220042621569786","0.157021970197626","0.283063272941946"
"Rarely","2009","lower secondary degree","higher education","12","","",""
"Rarely","2009","secondary school degree","in school","","","",""
"Rarely","2009","secondary school degree","inadequately","","","",""
"Rarely","2009","secondary school degree","general elemantary","27","","",""
"Rarely","2009","secondary school degree","middle vocational","442","0.181327255395767","0.166212103685177","0.196442407106357"
"Rarely","2009","secondary school degree","vocational + Abi","2","","",""
"Rarely","2009","secondary school degree","higher vocational","97","0.309885566346145","0.265231530922057","0.354539601770232"
"Rarely","2009","secondary school degree","higher education","68","0.225280668717083","0.18106917473073","0.269492162703435"
"Rarely","2009","college entrance qualification","in school","","","",""
"Rarely","2009","college entrance qualification","inadequately","","","",""
"Rarely","2009","college entrance qualification","general elemantary","","","",""
"Rarely","2009","college entrance qualification","middle vocational","42","0.131916024475954","0.0951254933529611","0.168706555598948"
"Rarely","2009","college entrance qualification","vocational + Abi","114","0.179855890010479","0.149550985033932","0.210160794987027"
"Rarely","2009","college entrance qualification","higher vocational","49","0.261933670387666","0.202180660773434","0.321686680001899"
"Rarely","2009","college entrance qualification","higher education","561","0.277308614739085","0.258350441943274","0.296266787534895"
"Rarely","2009","Other degree","in school","","","",""
"Rarely","2009","Other degree","inadequately","","","",""
"Rarely","2009","Other degree","general elemantary","7","","",""
"Rarely","2009","Other degree","middle vocational","15","","",""
"Rarely","2009","Other degree","vocational + Abi","2","","",""
"Rarely","2009","Other degree","higher vocational","2","","",""
"Rarely","2009","Other degree","higher education","22","","",""
"Rarely","2009","no degree/no degree yet","in school","7","","",""
"Rarely","2009","no degree/no degree yet","inadequately","6","","",""
"Rarely","2009","no degree/no degree yet","general elemantary","","","",""
"Rarely","2009","no degree/no degree yet","middle vocational","","","",""
"Rarely","2009","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2009","no degree/no degree yet","higher vocational","","","",""
"Rarely","2009","no degree/no degree yet","higher education","","","",""
"No, never","2010","lower secondary degree","in school","","","",""
"No, never","2010","lower secondary degree","inadequately","","","",""
"No, never","2010","lower secondary degree","general elemantary","113","0.67417354435947","0.603926337454855","0.744420751264085"
"No, never","2010","lower secondary degree","middle vocational","407","0.633735300386156","0.596895532304485","0.670575068467827"
"No, never","2010","lower secondary degree","vocational + Abi","","","",""
"No, never","2010","lower secondary degree","higher vocational","25","","",""
"No, never","2010","lower secondary degree","higher education","3","","",""
"No, never","2010","secondary school degree","in school","","","",""
"No, never","2010","secondary school degree","inadequately","","","",""
"No, never","2010","secondary school degree","general elemantary","69","0.649699534000765","0.561347670327387","0.738051397674144"
"No, never","2010","secondary school degree","middle vocational","742","0.598077867677811","0.571027807219114","0.625127928136507"
"No, never","2010","secondary school degree","vocational + Abi","","","",""
"No, never","2010","secondary school degree","higher vocational","79","0.515252400310207","0.433340327177805","0.59716447344261"
"No, never","2010","secondary school degree","higher education","27","","",""
"No, never","2010","college entrance qualification","in school","","","",""
"No, never","2010","college entrance qualification","inadequately","","","",""
"No, never","2010","college entrance qualification","general elemantary","","","",""
"No, never","2010","college entrance qualification","middle vocational","32","0.402904260017592","0.294746555518093","0.511061964517091"
"No, never","2010","college entrance qualification","vocational + Abi","247","0.620007644633037","0.572500179673994","0.66751510959208"
"No, never","2010","college entrance qualification","higher vocational","45","0.509645176620196","0.402098194091166","0.617192159149226"
"No, never","2010","college entrance qualification","higher education","430","0.476601053473309","0.444621513166081","0.508580593780537"
"No, never","2010","Other degree","in school","","","",""
"No, never","2010","Other degree","inadequately","7","","",""
"No, never","2010","Other degree","general elemantary","65","0.715501762117219","0.62429452324802","0.806709000986417"
"No, never","2010","Other degree","middle vocational","93","0.635880566520621","0.558876764826519","0.712884368214723"
"No, never","2010","Other degree","vocational + Abi","44","0.508876743966064","0.39721503249051","0.620538455441618"
"No, never","2010","Other degree","higher vocational","3","","",""
"No, never","2010","Other degree","higher education","45","0.383228214380308","0.291537110691897","0.47491931806872"
"No, never","2010","no degree/no degree yet","in school","14","","",""
"No, never","2010","no degree/no degree yet","inadequately","29","","",""
"No, never","2010","no degree/no degree yet","general elemantary","","","",""
"No, never","2010","no degree/no degree yet","middle vocational","10","","",""
"No, never","2010","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2010","no degree/no degree yet","higher vocational","","","",""
"No, never","2010","no degree/no degree yet","higher education","","","",""
"Yes, every week","2010","lower secondary degree","in school","","","",""
"Yes, every week","2010","lower secondary degree","inadequately","","","",""
"Yes, every week","2010","lower secondary degree","general elemantary","11","","",""
"Yes, every week","2010","lower secondary degree","middle vocational","36","0.0418489304203449","0.0265371891516638","0.057160671689026"
"Yes, every week","2010","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2010","lower secondary degree","higher vocational","2","","",""
"Yes, every week","2010","lower secondary degree","higher education","","","",""
"Yes, every week","2010","secondary school degree","in school","","","",""
"Yes, every week","2010","secondary school degree","inadequately","","","",""
"Yes, every week","2010","secondary school degree","general elemantary","9","","",""
"Yes, every week","2010","secondary school degree","middle vocational","70","0.0569068560157916","0.044125468461979","0.0696882435696041"
"Yes, every week","2010","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2010","secondary school degree","higher vocational","10","","",""
"Yes, every week","2010","secondary school degree","higher education","5","","",""
"Yes, every week","2010","college entrance qualification","in school","","","",""
"Yes, every week","2010","college entrance qualification","inadequately","","","",""
"Yes, every week","2010","college entrance qualification","general elemantary","","","",""
"Yes, every week","2010","college entrance qualification","middle vocational","5","","",""
"Yes, every week","2010","college entrance qualification","vocational + Abi","25","","",""
"Yes, every week","2010","college entrance qualification","higher vocational","7","","",""
"Yes, every week","2010","college entrance qualification","higher education","91","0.0832511118330637","0.0655623060855872","0.10093991758054"
"Yes, every week","2010","Other degree","in school","","","",""
"Yes, every week","2010","Other degree","inadequately","1","","",""
"Yes, every week","2010","Other degree","general elemantary","7","","",""
"Yes, every week","2010","Other degree","middle vocational","10","","",""
"Yes, every week","2010","Other degree","vocational + Abi","8","","",""
"Yes, every week","2010","Other degree","higher vocational","","","",""
"Yes, every week","2010","Other degree","higher education","9","","",""
"Yes, every week","2010","no degree/no degree yet","in school","4","","",""
"Yes, every week","2010","no degree/no degree yet","inadequately","8","","",""
"Yes, every week","2010","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2010","no degree/no degree yet","middle vocational","","","",""
"Yes, every week","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2010","no degree/no degree yet","higher vocational","","","",""
"Yes, every week","2010","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2010","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2010","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2010","lower secondary degree","general elemantary","18","","",""
"Yes, every 2 weeks","2010","lower secondary degree","middle vocational","67","0.0968741143042321","0.0742566755034293","0.119491553105035"
"Yes, every 2 weeks","2010","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2010","lower secondary degree","higher vocational","4","","",""
"Yes, every 2 weeks","2010","lower secondary degree","higher education","","","",""
"Yes, every 2 weeks","2010","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2010","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2010","secondary school degree","general elemantary","18","","",""
"Yes, every 2 weeks","2010","secondary school degree","middle vocational","144","0.111529883442293","0.0941624577162","0.128897309168386"
"Yes, every 2 weeks","2010","secondary school degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2010","secondary school degree","higher vocational","14","","",""
"Yes, every 2 weeks","2010","secondary school degree","higher education","7","","",""
"Yes, every 2 weeks","2010","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2010","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2010","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2010","college entrance qualification","middle vocational","19","","",""
"Yes, every 2 weeks","2010","college entrance qualification","vocational + Abi","40","0.0866513859868524","0.0591165845760806","0.114186187397624"
"Yes, every 2 weeks","2010","college entrance qualification","higher vocational","8","","",""
"Yes, every 2 weeks","2010","college entrance qualification","higher education","112","0.124537778539285","0.103395706036016","0.145679851042555"
"Yes, every 2 weeks","2010","Other degree","in school","","","",""
"Yes, every 2 weeks","2010","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2010","Other degree","general elemantary","8","","",""
"Yes, every 2 weeks","2010","Other degree","middle vocational","15","","",""
"Yes, every 2 weeks","2010","Other degree","vocational + Abi","9","","",""
"Yes, every 2 weeks","2010","Other degree","higher vocational","","","",""
"Yes, every 2 weeks","2010","Other degree","higher education","16","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","in school","","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","inadequately","8","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","middle vocational","2","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2010","no degree/no degree yet","higher education","1","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","general elemantary","10","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","middle vocational","41","0.0640961774543107","0.0453679324682389","0.0828244224403825"
"Yes, every 3-4 weeks","2010","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","higher vocational","3","","",""
"Yes, every 3-4 weeks","2010","lower secondary degree","higher education","1","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","general elemantary","4","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","middle vocational","84","0.0629203053562745","0.0495234740712953","0.0763171366412537"
"Yes, every 3-4 weeks","2010","secondary school degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","higher vocational","5","","",""
"Yes, every 3-4 weeks","2010","secondary school degree","higher education","4","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","middle vocational","9","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","vocational + Abi","20","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","higher vocational","3","","",""
"Yes, every 3-4 weeks","2010","college entrance qualification","higher education","74","0.0694205015878999","0.0531463292992756","0.0856946738765242"
"Yes, every 3-4 weeks","2010","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2010","Other degree","inadequately","1","","",""
"Yes, every 3-4 weeks","2010","Other degree","general elemantary","7","","",""
"Yes, every 3-4 weeks","2010","Other degree","middle vocational","10","","",""
"Yes, every 3-4 weeks","2010","Other degree","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2010","Other degree","higher vocational","1","","",""
"Yes, every 3-4 weeks","2010","Other degree","higher education","10","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","in school","","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","inadequately","3","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","middle vocational","3","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2010","no degree/no degree yet","higher education","","","",""
"Rarely","2010","lower secondary degree","in school","","","",""
"Rarely","2010","lower secondary degree","inadequately","","","",""
"Rarely","2010","lower secondary degree","general elemantary","19","","",""
"Rarely","2010","lower secondary degree","middle vocational","106","0.163445477434956","0.13517071361129","0.191720241258622"
"Rarely","2010","lower secondary degree","vocational + Abi","","","",""
"Rarely","2010","lower secondary degree","higher vocational","17","","",""
"Rarely","2010","lower secondary degree","higher education","2","","",""
"Rarely","2010","secondary school degree","in school","","","",""
"Rarely","2010","secondary school degree","inadequately","","","",""
"Rarely","2010","secondary school degree","general elemantary","12","","",""
"Rarely","2010","secondary school degree","middle vocational","222","0.17056508750783","0.149813341647519","0.191316833368142"
"Rarely","2010","secondary school degree","vocational + Abi","","","",""
"Rarely","2010","secondary school degree","higher vocational","35","0.248517573229223","0.177687443225626","0.31934770323282"
"Rarely","2010","secondary school degree","higher education","19","","",""
"Rarely","2010","college entrance qualification","in school","","","",""
"Rarely","2010","college entrance qualification","inadequately","","","",""
