"plb0219","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Rarely","2009","16-34 y.","Other degree","8","","",""
"Rarely","2009","16-34 y.","no degree/no degree yet","8","","",""
"Rarely","2009","35-65 y.","lower secondary degree","288","0.171986530696223","0.154548460237096","0.18942460115535"
"Rarely","2009","35-65 y.","secondary school degree","490","0.197323493174122","0.182061151271979","0.212585835076265"
"Rarely","2009","35-65 y.","college entrance qualification","569","0.260855167628695","0.242890415022435","0.278819920234955"
"Rarely","2009","35-65 y.","Other degree","39","0.105985473648019","0.0732179439164752","0.138753003379564"
"Rarely","2009","35-65 y.","no degree/no degree yet","4","","",""
"Rarely","2009","66 and older","lower secondary degree","13","","",""
"Rarely","2009","66 and older","secondary school degree","9","","",""
"Rarely","2009","66 and older","college entrance qualification","23","","",""
"Rarely","2009","66 and older","Other degree","1","","",""
"Rarely","2009","66 and older","no degree/no degree yet","1","","",""
"No, never","2010","16-34 y.","lower secondary degree","199","0.647332468591776","0.594230046457338","0.700434890726213"
"No, never","2010","16-34 y.","secondary school degree","288","0.552038445885634","0.509581591231296","0.594495300539972"
"No, never","2010","16-34 y.","college entrance qualification","191","0.504181441544056","0.453509551115655","0.554853331972456"
"No, never","2010","16-34 y.","Other degree","79","0.560157358538106","0.477040045439307","0.643274671636905"
"No, never","2010","16-34 y.","no degree/no degree yet","35","0.663092850105432","0.539299771383062","0.786885928827802"
"No, never","2010","35-65 y.","lower secondary degree","348","0.623695534141897","0.58402876912838","0.663362299155414"
"No, never","2010","35-65 y.","secondary school degree","629","0.614624196472581","0.585214721629156","0.644033671316007"
"No, never","2010","35-65 y.","college entrance qualification","563","0.517312964164271","0.488113066581614","0.546512861746928"
"No, never","2010","35-65 y.","Other degree","178","0.583107096084985","0.52786453653409","0.638349655635879"
"No, never","2010","35-65 y.","no degree/no degree yet","18","","",""
"No, never","2010","66 and older","lower secondary degree","1","","",""
"No, never","2010","66 and older","secondary school degree","","","",""
"No, never","2010","66 and older","college entrance qualification","","","",""
"No, never","2010","66 and older","Other degree","","","",""
"No, never","2010","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2010","16-34 y.","lower secondary degree","21","","",""
"Yes, every week","2010","16-34 y.","secondary school degree","40","0.0735196806052579","0.051237243548546","0.0958021176619698"
"Yes, every week","2010","16-34 y.","college entrance qualification","28","","",""
"Yes, every week","2010","16-34 y.","Other degree","12","","",""
"Yes, every week","2010","16-34 y.","no degree/no degree yet","7","","",""
"Yes, every week","2010","35-65 y.","lower secondary degree","28","","",""
"Yes, every week","2010","35-65 y.","secondary school degree","54","0.0488980776663011","0.0358664205687893","0.061929734763813"
"Yes, every week","2010","35-65 y.","college entrance qualification","100","0.0809094311747298","0.0649744865507793","0.0968443757986803"
"Yes, every week","2010","35-65 y.","Other degree","23","","",""
"Yes, every week","2010","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every week","2010","66 and older","lower secondary degree","","","",""
"Yes, every week","2010","66 and older","secondary school degree","","","",""
"Yes, every week","2010","66 and older","college entrance qualification","","","",""
"Yes, every week","2010","66 and older","Other degree","","","",""
"Yes, every week","2010","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2010","16-34 y.","lower secondary degree","29","","",""
"Yes, every 2 weeks","2010","16-34 y.","secondary school degree","72","0.147005239463553","0.116772160934766","0.17723831799234"
"Yes, every 2 weeks","2010","16-34 y.","college entrance qualification","59","0.161168861602564","0.123904804997622","0.198432918207506"
"Yes, every 2 weeks","2010","16-34 y.","Other degree","18","","",""
"Yes, every 2 weeks","2010","16-34 y.","no degree/no degree yet","8","","",""
"Yes, every 2 weeks","2010","35-65 y.","lower secondary degree","60","0.0954793261417074","0.0714171610897192","0.119541491193696"
"Yes, every 2 weeks","2010","35-65 y.","secondary school degree","111","0.0990772199295614","0.0810233249741872","0.117131114884936"
"Yes, every 2 weeks","2010","35-65 y.","college entrance qualification","120","0.102971195720826","0.0852116070805344","0.120730784361117"
"Yes, every 2 weeks","2010","35-65 y.","Other degree","30","0.0894436075053053","0.0574682465895459","0.121418968421065"
"Yes, every 2 weeks","2010","35-65 y.","no degree/no degree yet","3","","",""
"Yes, every 2 weeks","2010","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2010","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2010","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2010","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2010","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","lower secondary degree","13","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","secondary school degree","32","0.0596927018634101","0.0394653837222856","0.0799200200045346"
"Yes, every 3-4 weeks","2010","16-34 y.","college entrance qualification","23","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","Other degree","6","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","no degree/no degree yet","2","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","lower secondary degree","42","0.0791328222945433","0.0570300064866848","0.101235638102402"
"Yes, every 3-4 weeks","2010","35-65 y.","secondary school degree","65","0.0578133650684714","0.0437099978168209","0.0719167323201219"
"Yes, every 3-4 weeks","2010","35-65 y.","college entrance qualification","83","0.066741488074255","0.0521576863100349","0.081325289838475"
"Yes, every 3-4 weeks","2010","35-65 y.","Other degree","24","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","no degree/no degree yet","4","","",""
"Yes, every 3-4 weeks","2010","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2010","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2010","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2010","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2010","66 and older","no degree/no degree yet","","","",""
"Rarely","2010","16-34 y.","lower secondary degree","49","0.152918771719695","0.112918694857576","0.192918848581814"
"Rarely","2010","16-34 y.","secondary school degree","95","0.167743932182145","0.135843638728706","0.199644225635584"
"Rarely","2010","16-34 y.","college entrance qualification","73","0.200355556668148","0.15978962566822","0.240921487668076"
"Rarely","2010","16-34 y.","Other degree","22","","",""
"Rarely","2010","16-34 y.","no degree/no degree yet","4","","",""
"Rarely","2010","35-65 y.","lower secondary degree","95","0.161710574967148","0.131564068960746","0.19185708097355"
"Rarely","2010","35-65 y.","secondary school degree","193","0.179587140863085","0.156392157321979","0.20278212440419"
"Rarely","2010","35-65 y.","college entrance qualification","259","0.232064920865918","0.207396643006253","0.256733198725583"
"Rarely","2010","35-65 y.","Other degree","51","0.161762797612016","0.120504607925667","0.203020987298364"
"Rarely","2010","35-65 y.","no degree/no degree yet","5","","",""
"Rarely","2010","66 and older","lower secondary degree","","","",""
"Rarely","2010","66 and older","secondary school degree","","","",""
"Rarely","2010","66 and older","college entrance qualification","1","","",""
"Rarely","2010","66 and older","Other degree","","","",""
"Rarely","2010","66 and older","no degree/no degree yet","","","",""
"No, never","2011","16-34 y.","lower secondary degree","461","0.685346141864553","0.649998304871925","0.720693978857181"
"No, never","2011","16-34 y.","secondary school degree","896","0.646062636175664","0.620996059666814","0.671129212684515"
"No, never","2011","16-34 y.","college entrance qualification","807","0.59216433967006","0.566132186516295","0.618196492823825"
"No, never","2011","16-34 y.","Other degree","112","0.637154431197358","0.564876303153643","0.709432559241074"
"No, never","2011","16-34 y.","no degree/no degree yet","65","0.672248884840749","0.58289112089251","0.761606648788988"
"No, never","2011","35-65 y.","lower secondary degree","1760","0.669613031313427","0.651731940626198","0.687494122000657"
"No, never","2011","35-65 y.","secondary school degree","2689","0.608556873461307","0.594109205898749","0.623004541023866"
"No, never","2011","35-65 y.","college entrance qualification","2099","0.488074104741201","0.472730614279205","0.503417595203197"
"No, never","2011","35-65 y.","Other degree","501","0.656379076113035","0.623428439469638","0.689329712756431"
"No, never","2011","35-65 y.","no degree/no degree yet","73","0.716018423367696","0.633959412464663","0.798077434270729"
"No, never","2011","66 and older","lower secondary degree","56","0.649212923935892","0.547762469029878","0.750663378841907"
"No, never","2011","66 and older","secondary school degree","24","","",""
"No, never","2011","66 and older","college entrance qualification","35","0.414686950763082","0.30535299091377","0.524020910612393"
"No, never","2011","66 and older","Other degree","8","","",""
"No, never","2011","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2011","16-34 y.","lower secondary degree","39","0.0751568397944352","0.0550885840649214","0.0952250955239491"
"Yes, every week","2011","16-34 y.","secondary school degree","74","0.0545036456851822","0.0426039128511628","0.0664033785192015"
"Yes, every week","2011","16-34 y.","college entrance qualification","88","0.0663395704978004","0.0531561783349059","0.0795229626606949"
"Yes, every week","2011","16-34 y.","Other degree","11","","",""
"Yes, every week","2011","16-34 y.","no degree/no degree yet","16","","",""
"Yes, every week","2011","35-65 y.","lower secondary degree","154","0.0545762980107357","0.0459408299454566","0.0632117660760148"
"Yes, every week","2011","35-65 y.","secondary school degree","244","0.0558846300429678","0.0490852151470943","0.0626840449388414"
"Yes, every week","2011","35-65 y.","college entrance qualification","438","0.10893955010653","0.0993758905499635","0.118503209663096"
"Yes, every week","2011","35-65 y.","Other degree","58","0.0676237239130609","0.0502019732436879","0.0850454745824339"
"Yes, every week","2011","35-65 y.","no degree/no degree yet","11","","",""
"Yes, every week","2011","66 and older","lower secondary degree","12","","",""
"Yes, every week","2011","66 and older","secondary school degree","3","","",""
"Yes, every week","2011","66 and older","college entrance qualification","7","","",""
"Yes, every week","2011","66 and older","Other degree","","","",""
"Yes, every week","2011","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2011","16-34 y.","lower secondary degree","62","0.0983133782817959","0.0756499581503898","0.120976798413202"
"Yes, every 2 weeks","2011","16-34 y.","secondary school degree","171","0.108190666250543","0.0919080041804848","0.124473328320601"
"Yes, every 2 weeks","2011","16-34 y.","college entrance qualification","124","0.0806297338218553","0.0662072783444808","0.0950521892992298"
"Yes, every 2 weeks","2011","16-34 y.","Other degree","23","","",""
"Yes, every 2 weeks","2011","16-34 y.","no degree/no degree yet","14","","",""
"Yes, every 2 weeks","2011","35-65 y.","lower secondary degree","242","0.0880048706712695","0.0772347587436594","0.0987749825988796"
"Yes, every 2 weeks","2011","35-65 y.","secondary school degree","456","0.0975625255302386","0.08877912078017","0.106345930280307"
"Yes, every 2 weeks","2011","35-65 y.","college entrance qualification","354","0.0979474843252944","0.0888233790129331","0.107071589637656"
"Yes, every 2 weeks","2011","35-65 y.","Other degree","92","0.102304479753494","0.0812783906790767","0.123330568827911"
"Yes, every 2 weeks","2011","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every 2 weeks","2011","66 and older","lower secondary degree","4","","",""
"Yes, every 2 weeks","2011","66 and older","secondary school degree","3","","",""
"Yes, every 2 weeks","2011","66 and older","college entrance qualification","10","","",""
"Yes, every 2 weeks","2011","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2011","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","lower secondary degree","33","0.0430485679451999","0.0275990252262485","0.0584981106641514"
"Yes, every 3-4 weeks","2011","16-34 y.","secondary school degree","71","0.0485308947337255","0.0372666779519148","0.0597951115155362"
"Yes, every 3-4 weeks","2011","16-34 y.","college entrance qualification","89","0.0531605100867194","0.0412760592592753","0.0650449609141636"
"Yes, every 3-4 weeks","2011","16-34 y.","Other degree","10","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2011","35-65 y.","lower secondary degree","140","0.0458798245005756","0.0379258715740225","0.0538337774271286"
"Yes, every 3-4 weeks","2011","35-65 y.","secondary school degree","258","0.0518466040820684","0.0452834548615081","0.0584097533026287"
"Yes, every 3-4 weeks","2011","35-65 y.","college entrance qualification","267","0.0642262765233923","0.0567010508113247","0.0717515022354598"
"Yes, every 3-4 weeks","2011","35-65 y.","Other degree","47","0.0624432335434602","0.0456556524416395","0.079230814645281"
"Yes, every 3-4 weeks","2011","35-65 y.","no degree/no degree yet","10","","",""
"Yes, every 3-4 weeks","2011","66 and older","lower secondary degree","2","","",""
"Yes, every 3-4 weeks","2011","66 and older","secondary school degree","2","","",""
"Yes, every 3-4 weeks","2011","66 and older","college entrance qualification","3","","",""
"Yes, every 3-4 weeks","2011","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2011","66 and older","no degree/no degree yet","","","",""
"Rarely","2011","16-34 y.","lower secondary degree","68","0.0981350721140158","0.0754899744056909","0.120780169822341"
"Rarely","2011","16-34 y.","secondary school degree","186","0.142712157154885","0.1243768443633","0.16104746994647"
"Rarely","2011","16-34 y.","college entrance qualification","261","0.207705845923565","0.186216957410424","0.229194734436706"
"Rarely","2011","16-34 y.","Other degree","14","","",""
"Rarely","2011","16-34 y.","no degree/no degree yet","8","","",""
"Rarely","2011","35-65 y.","lower secondary degree","362","0.141925975503992","0.128659244474116","0.155192706533868"
"Rarely","2011","35-65 y.","secondary school degree","737","0.186149366883418","0.174627683069272","0.197671050697563"
"Rarely","2011","35-65 y.","college entrance qualification","919","0.240812584303583","0.227687810578041","0.253937358029124"
"Rarely","2011","35-65 y.","Other degree","100","0.11124948667695","0.0894329612024462","0.133066012151454"
"Rarely","2011","35-65 y.","no degree/no degree yet","17","","",""
"Rarely","2011","66 and older","lower secondary degree","11","","",""
"Rarely","2011","66 and older","secondary school degree","8","","",""
"Rarely","2011","66 and older","college entrance qualification","23","","",""
"Rarely","2011","66 and older","Other degree","2","","",""
"Rarely","2011","66 and older","no degree/no degree yet","1","","",""
"No, never","2012","16-34 y.","lower secondary degree","197","0.712099681664958","0.659253330636209","0.764946032693706"
"No, never","2012","16-34 y.","secondary school degree","288","0.668169463611288","0.624321673081748","0.712017254140828"
"No, never","2012","16-34 y.","college entrance qualification","167","0.63006786012347","0.571940600382362","0.688195119864579"
"No, never","2012","16-34 y.","Other degree","58","0.620001053479508","0.525339241315702","0.714662865643315"
"No, never","2012","16-34 y.","no degree/no degree yet","27","","",""
"No, never","2012","35-65 y.","lower secondary degree","444","0.649956122579655","0.613946264872605","0.685965980286704"
"No, never","2012","35-65 y.","secondary school degree","879","0.649143429299902","0.623853932839648","0.674432925760156"
"No, never","2012","35-65 y.","college entrance qualification","802","0.555934860059882","0.530706428511007","0.581163291608757"
"No, never","2012","35-65 y.","Other degree","224","0.664275611512217","0.614730480951411","0.713820742073023"
"No, never","2012","35-65 y.","no degree/no degree yet","23","","",""
"No, never","2012","66 and older","lower secondary degree","","","",""
"No, never","2012","66 and older","secondary school degree","1","","",""
"No, never","2012","66 and older","college entrance qualification","1","","",""
"No, never","2012","66 and older","Other degree","","","",""
"No, never","2012","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2012","16-34 y.","lower secondary degree","23","","",""
"Yes, every week","2012","16-34 y.","secondary school degree","21","","",""
"Yes, every week","2012","16-34 y.","college entrance qualification","16","","",""
"Yes, every week","2012","16-34 y.","Other degree","7","","",""
"Yes, every week","2012","16-34 y.","no degree/no degree yet","10","","",""
"Yes, every week","2012","35-65 y.","lower secondary degree","39","0.0664494870176599","0.0476462391940721","0.0852527348412477"
"Yes, every week","2012","35-65 y.","secondary school degree","84","0.0572852674138683","0.0449707708520423","0.0695997639756942"
"Yes, every week","2012","35-65 y.","college entrance qualification","165","0.0999435484527516","0.0847146947767379","0.115172402128765"
"Yes, every week","2012","35-65 y.","Other degree","19","","",""
"Yes, every week","2012","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every week","2012","66 and older","lower secondary degree","","","",""
"Yes, every week","2012","66 and older","secondary school degree","","","",""
"Yes, every week","2012","66 and older","college entrance qualification","","","",""
"Yes, every week","2012","66 and older","Other degree","","","",""
"Yes, every week","2012","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2012","16-34 y.","lower secondary degree","20","","",""
"Yes, every 2 weeks","2012","16-34 y.","secondary school degree","49","0.11912172030174","0.0889569753948931","0.149286465208587"
"Yes, every 2 weeks","2012","16-34 y.","college entrance qualification","24","","",""
"Yes, every 2 weeks","2012","16-34 y.","Other degree","15","","",""
"Yes, every 2 weeks","2012","16-34 y.","no degree/no degree yet","6","","",""
"Yes, every 2 weeks","2012","35-65 y.","lower secondary degree","75","0.10890356960065","0.0853855064448425","0.132421632756457"
"Yes, every 2 weeks","2012","35-65 y.","secondary school degree","139","0.0869299105079279","0.0720005324190796","0.101859288596776"
"Yes, every 2 weeks","2012","35-65 y.","college entrance qualification","144","0.0902593528139567","0.0757094576504609","0.104809247977452"
"Yes, every 2 weeks","2012","35-65 y.","Other degree","38","0.116756524668565","0.0830653482178869","0.150447701119242"
"Yes, every 2 weeks","2012","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every 2 weeks","2012","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2012","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2012","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2012","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2012","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","lower secondary degree","11","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","secondary school degree","25","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","college entrance qualification","18","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","Other degree","8","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","no degree/no degree yet","7","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","lower secondary degree","35","0.0551294638034466","0.0378990312425239","0.0723598963643692"
"Yes, every 3-4 weeks","2012","35-65 y.","secondary school degree","78","0.0582349022384025","0.0458250099138052","0.0706447945629999"
"Yes, every 3-4 weeks","2012","35-65 y.","college entrance qualification","94","0.0612706334925785","0.0490933239930393","0.0734479429921178"
"Yes, every 3-4 weeks","2012","35-65 y.","Other degree","22","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","no degree/no degree yet","2","","",""
"Yes, every 3-4 weeks","2012","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2012","66 and older","secondary school degree","1","","",""
"Yes, every 3-4 weeks","2012","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2012","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2012","66 and older","no degree/no degree yet","","","",""
"Rarely","2012","16-34 y.","lower secondary degree","31","0.0873331399877484","0.0543820932636358","0.120284186711861"
"Rarely","2012","16-34 y.","secondary school degree","60","0.114222774751999","0.0846027896484762","0.143842759855521"
"Rarely","2012","16-34 y.","college entrance qualification","40","0.176943676981292","0.130996645727643","0.222890708234941"
"Rarely","2012","16-34 y.","Other degree","13","","",""
"Rarely","2012","16-34 y.","no degree/no degree yet","7","","",""
"Rarely","2012","35-65 y.","lower secondary degree","81","0.119561356998589","0.0950671655270646","0.144055548470114"
"Rarely","2012","35-65 y.","secondary school degree","188","0.148406490539899","0.129567932336538","0.16724504874326"
"Rarely","2012","35-65 y.","college entrance qualification","285","0.192591605180831","0.172569014762755","0.212614195598907"
"Rarely","2012","35-65 y.","Other degree","46","0.114809593954567","0.0813636993272809","0.148255488581853"
"Rarely","2012","35-65 y.","no degree/no degree yet","5","","",""
"Rarely","2012","66 and older","lower secondary degree","","","",""
"Rarely","2012","66 and older","secondary school degree","","","",""
"Rarely","2012","66 and older","college entrance qualification","","","",""
"Rarely","2012","66 and older","Other degree","","","",""
"Rarely","2012","66 and older","no degree/no degree yet","","","",""
"No, never","2013","16-34 y.","lower secondary degree","393","0.709825633699488","0.672600574366205","0.74705069303277"
"No, never","2013","16-34 y.","secondary school degree","758","0.658092931983605","0.63080757540364","0.68537828856357"
"No, never","2013","16-34 y.","college entrance qualification","767","0.580235233061454","0.552909136707519","0.607561329415389"
"No, never","2013","16-34 y.","Other degree","78","0.639340458091869","0.553424809045208","0.725256107138531"
"No, never","2013","16-34 y.","no degree/no degree yet","65","0.597903080794836","0.509434745390941","0.686371416198731"
"No, never","2013","35-65 y.","lower secondary degree","1512","0.633699019233543","0.614273314268994","0.653124724198092"
"No, never","2013","35-65 y.","secondary school degree","2594","0.605502066793221","0.590696376514947","0.620307757071496"
"No, never","2013","35-65 y.","college entrance qualification","2131","0.515232982071897","0.499651528025657","0.530814436118137"
"No, never","2013","35-65 y.","Other degree","484","0.607929043998384","0.57342311668387","0.642434971312898"
"No, never","2013","35-65 y.","no degree/no degree yet","63","0.648952632104432","0.552973758667092","0.744931505541772"
"No, never","2013","66 and older","lower secondary degree","78","0.740880543029273","0.65937057762374","0.822390508434805"
"No, never","2013","66 and older","secondary school degree","30","0.703996381116578","0.578712059235271","0.829280702997885"
"No, never","2013","66 and older","college entrance qualification","57","0.53104451236455","0.433235389369514","0.628853635359586"
"No, never","2013","66 and older","Other degree","8","","",""
"No, never","2013","66 and older","no degree/no degree yet","1","","",""
"Yes, every week","2013","16-34 y.","lower secondary degree","35","0.0346487588937041","0.0196478850733764","0.0496496327140318"
"Yes, every week","2013","16-34 y.","secondary school degree","43","0.0345430676261865","0.0240384829740623","0.0450476522783106"
"Yes, every week","2013","16-34 y.","college entrance qualification","86","0.0585425291054723","0.0455435678637378","0.0715414903472068"
"Yes, every week","2013","16-34 y.","Other degree","7","","",""
"Yes, every week","2013","16-34 y.","no degree/no degree yet","21","","",""
"Yes, every week","2013","35-65 y.","lower secondary degree","130","0.0535735098197443","0.0444945786447377","0.0626524409947509"
"Yes, every week","2013","35-65 y.","secondary school degree","173","0.0387195653877457","0.0328751810603322","0.0445639497151593"
"Yes, every week","2013","35-65 y.","college entrance qualification","397","0.0972242082633888","0.08798750943922","0.106460907087558"
"Yes, every week","2013","35-65 y.","Other degree","61","0.0889941458290153","0.0688695936730813","0.109118697984949"
"Yes, every week","2013","35-65 y.","no degree/no degree yet","7","","",""
"Yes, every week","2013","66 and older","lower secondary degree","8","","",""
"Yes, every week","2013","66 and older","secondary school degree","2","","",""
"Yes, every week","2013","66 and older","college entrance qualification","9","","",""
"Yes, every week","2013","66 and older","Other degree","","","",""
"Yes, every week","2013","66 and older","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2013","16-34 y.","lower secondary degree","61","0.116205202972889","0.0899195636805275","0.142490842265251"
"Yes, every 2 weeks","2013","16-34 y.","secondary school degree","137","0.101439259968998","0.0840729024719814","0.118805617466014"
"Yes, every 2 weeks","2013","16-34 y.","college entrance qualification","120","0.105598907633767","0.0885824785225511","0.122615336744983"
"Yes, every 2 weeks","2013","16-34 y.","Other degree","21","","",""
"Yes, every 2 weeks","2013","16-34 y.","no degree/no degree yet","17","","",""
"Yes, every 2 weeks","2013","35-65 y.","lower secondary degree","246","0.100258615935846","0.0881488449256485","0.112368386946043"
"Yes, every 2 weeks","2013","35-65 y.","secondary school degree","437","0.100225779748382","0.0911286377479509","0.109322921748812"
"Yes, every 2 weeks","2013","35-65 y.","college entrance qualification","313","0.0862809558046235","0.0775270184331399","0.0950348931761071"
"Yes, every 2 weeks","2013","35-65 y.","Other degree","81","0.094240496247592","0.0735909671092942","0.11489002538589"
"Yes, every 2 weeks","2013","35-65 y.","no degree/no degree yet","8","","",""
"Yes, every 2 weeks","2013","66 and older","lower secondary degree","8","","",""
"Yes, every 2 weeks","2013","66 and older","secondary school degree","2","","",""
"Yes, every 2 weeks","2013","66 and older","college entrance qualification","1","","",""
"Yes, every 2 weeks","2013","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2013","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","lower secondary degree","22","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","secondary school degree","62","0.0437426601497194","0.0319782009677761","0.0555071193316627"
"Yes, every 3-4 weeks","2013","16-34 y.","college entrance qualification","91","0.0751557574746105","0.0605579382115924","0.0897535767376285"
"Yes, every 3-4 weeks","2013","16-34 y.","Other degree","5","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","no degree/no degree yet","4","","",""
"Yes, every 3-4 weeks","2013","35-65 y.","lower secondary degree","99","0.0411132709493125","0.0331077260167236","0.0491188158819014"
"Yes, every 3-4 weeks","2013","35-65 y.","secondary school degree","224","0.0527939423171748","0.0460196683079504","0.0595682163263991"
"Yes, every 3-4 weeks","2013","35-65 y.","college entrance qualification","216","0.0666297731058992","0.0588547665846433","0.0744047796271552"
"Yes, every 3-4 weeks","2013","35-65 y.","Other degree","39","0.0528482993654098","0.0370354475525057","0.0686611511783138"
"Yes, every 3-4 weeks","2013","35-65 y.","no degree/no degree yet","11","","",""
"Yes, every 3-4 weeks","2013","66 and older","lower secondary degree","1","","",""
"Yes, every 3-4 weeks","2013","66 and older","secondary school degree","4","","",""
"Yes, every 3-4 weeks","2013","66 and older","college entrance qualification","4","","",""
"Yes, every 3-4 weeks","2013","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2013","66 and older","no degree/no degree yet","","","",""
"Rarely","2013","16-34 y.","lower secondary degree","60","0.0959794937330252","0.0718188553491376","0.120140132116913"
"Rarely","2013","16-34 y.","secondary school degree","161","0.162182080271491","0.140978546951488","0.183385613591494"
"Rarely","2013","16-34 y.","college entrance qualification","189","0.180467572724696","0.159173672474904","0.201761472974488"
"Rarely","2013","16-34 y.","Other degree","9","","",""
"Rarely","2013","16-34 y.","no degree/no degree yet","11","","",""
"Rarely","2013","35-65 y.","lower secondary degree","376","0.171355584061554","0.15616237670769","0.186548791415418"
"Rarely","2013","35-65 y.","secondary school degree","758","0.202758645753477","0.190579044252256","0.214938247254697"
"Rarely","2013","35-65 y.","college entrance qualification","895","0.234632080754192","0.221420084363487","0.247844077144896"
"Rarely","2013","35-65 y.","Other degree","104","0.155988014559599","0.130342888202584","0.181633140916614"
"Rarely","2013","35-65 y.","no degree/no degree yet","6","","",""
"Rarely","2013","66 and older","lower secondary degree","16","","",""
"Rarely","2013","66 and older","secondary school degree","13","","",""
"Rarely","2013","66 and older","college entrance qualification","29","","",""
"Rarely","2013","66 and older","Other degree","1","","",""
"Rarely","2013","66 and older","no degree/no degree yet","2","","",""
"No, never","2014","16-34 y.","lower secondary degree","","","",""
"No, never","2014","16-34 y.","secondary school degree","","","",""
"No, never","2014","16-34 y.","college entrance qualification","","","",""
"No, never","2014","16-34 y.","Other degree","","","",""
"No, never","2014","16-34 y.","no degree/no degree yet","","","",""
"No, never","2014","35-65 y.","lower secondary degree","","","",""
"No, never","2014","35-65 y.","secondary school degree","","","",""
"No, never","2014","35-65 y.","college entrance qualification","","","",""
"No, never","2014","35-65 y.","Other degree","","","",""
"No, never","2014","35-65 y.","no degree/no degree yet","","","",""
"No, never","2014","66 and older","lower secondary degree","","","",""
"No, never","2014","66 and older","secondary school degree","","","",""
"No, never","2014","66 and older","college entrance qualification","","","",""
"No, never","2014","66 and older","Other degree","","","",""
"No, never","2014","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2014","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2014","16-34 y.","secondary school degree","","","",""
"Yes, every week","2014","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2014","16-34 y.","Other degree","","","",""
"Yes, every week","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2014","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2014","35-65 y.","secondary school degree","","","",""
"Yes, every week","2014","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2014","35-65 y.","Other degree","","","",""
"Yes, every week","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2014","66 and older","lower secondary degree","","","",""
"Yes, every week","2014","66 and older","secondary school degree","","","",""
"Yes, every week","2014","66 and older","college entrance qualification","","","",""
"Yes, every week","2014","66 and older","Other degree","","","",""
"Yes, every week","2014","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","16-34 y.","lower secondary degree","","","",""
