"plb0219","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2010","middle vocational","Male","229","0.19050800366133","0.16779157582047","0.213224431502191"
"Rarely","2010","middle vocational","Female","138","0.137638081866372","0.116557213260453","0.158718950472291"
"Rarely","2010","vocational + Abi","Male","45","0.235687891230851","0.176866255337797","0.294509527123905"
"Rarely","2010","vocational + Abi","Female","39","0.14808076999782","0.106329063026888","0.189832476968751"
"Rarely","2010","higher vocational","Male","58","0.278213851787563","0.216720714109141","0.339706989465985"
"Rarely","2010","higher vocational","Female","15","","",""
"Rarely","2010","higher education","Male","180","0.274584332148549","0.240247748323179","0.30892091597392"
"Rarely","2010","higher education","Female","100","0.206141263850227","0.169490819375339","0.242791708325115"
"No, never","2011","in school","Male","17","","",""
"No, never","2011","in school","Female","14","","",""
"No, never","2011","inadequately","Male","57","0.758820652844833","0.66943941110469","0.848201894584977"
"No, never","2011","inadequately","Female","38","0.614810458878978","0.488476958399284","0.741143959358672"
"No, never","2011","general elemantary","Male","376","0.718156677468115","0.679818299786067","0.756495055150162"
"No, never","2011","general elemantary","Female","434","0.729719385497281","0.695068143776057","0.764370627218506"
"No, never","2011","middle vocational","Male","2276","0.585690193281295","0.570089450128438","0.601290936434153"
"No, never","2011","middle vocational","Female","2717","0.693832957722882","0.679526515171811","0.708139400273954"
"No, never","2011","vocational + Abi","Male","282","0.511144112321844","0.467632395664465","0.554655828979223"
"No, never","2011","vocational + Abi","Female","612","0.671887795321389","0.64105813017861","0.702717460464169"
"No, never","2011","higher vocational","Male","424","0.524262484906009","0.489214836742022","0.559310133069996"
"No, never","2011","higher vocational","Female","273","0.563816357260051","0.518098865335858","0.609533849184244"
"No, never","2011","higher education","Male","1060","0.4805961022793","0.460052024443551","0.501140180115049"
"No, never","2011","higher education","Female","1121","0.552346210140059","0.530868066635372","0.573824353644745"
"Yes, every week","2011","in school","Male","3","","",""
"Yes, every week","2011","in school","Female","4","","",""
"Yes, every week","2011","inadequately","Male","11","","",""
"Yes, every week","2011","inadequately","Female","5","","",""
"Yes, every week","2011","general elemantary","Male","39","0.0932117962155237","0.068437083655439","0.117986508775608"
"Yes, every week","2011","general elemantary","Female","40","0.0542179088571206","0.0365493822002619","0.0718864355139793"
"Yes, every week","2011","middle vocational","Male","232","0.0611106263765871","0.0535246011337157","0.0686966516194586"
"Yes, every week","2011","middle vocational","Female","194","0.0538125863612154","0.0468084355368934","0.0608167371855373"
"Yes, every week","2011","vocational + Abi","Male","29","","",""
"Yes, every week","2011","vocational + Abi","Female","38","0.0466742146442825","0.0328236200244573","0.0605248092641077"
"Yes, every week","2011","higher vocational","Male","58","0.0630745069608598","0.04601445891789","0.0801345550038295"
"Yes, every week","2011","higher vocational","Female","23","","",""
"Yes, every week","2011","higher education","Male","234","0.0930231288297057","0.0810794668155404","0.104966790843871"
"Yes, every week","2011","higher education","Female","259","0.115593890892727","0.10178326930245","0.129404512483004"
"Yes, every 2 weeks","2011","in school","Male","1","","",""
"Yes, every 2 weeks","2011","in school","Female","7","","",""
"Yes, every 2 weeks","2011","inadequately","Male","6","","",""
"Yes, every 2 weeks","2011","inadequately","Female","7","","",""
"Yes, every 2 weeks","2011","general elemantary","Male","35","0.075589673669724","0.0530636838071164","0.0981156635323316"
"Yes, every 2 weeks","2011","general elemantary","Female","82","0.116535472695056","0.091499928232387","0.141571017157726"
"Yes, every 2 weeks","2011","middle vocational","Male","352","0.0905189244411224","0.081432035297354","0.0996058135848909"
"Yes, every 2 weeks","2011","middle vocational","Female","462","0.107055165745719","0.097458041840153","0.116652289651286"
"Yes, every 2 weeks","2011","vocational + Abi","Male","50","0.0789187982555001","0.055450407945115","0.102387188565885"
"Yes, every 2 weeks","2011","vocational + Abi","Female","94","0.129749241077058","0.107685260959109","0.151813221195006"
"Yes, every 2 weeks","2011","higher vocational","Male","58","0.071235732010884","0.0531846813661631","0.0892867826556049"
"Yes, every 2 weeks","2011","higher vocational","Female","58","0.122910674342465","0.0926418476256904","0.15317950105924"
"Yes, every 2 weeks","2011","higher education","Male","206","0.0945280129051302","0.0824981216573733","0.106557904152887"
"Yes, every 2 weeks","2011","higher education","Female","157","0.0766165182749602","0.065127784270616","0.0881052522793044"
"Yes, every 3-4 weeks","2011","in school","Male","1","","",""
"Yes, every 3-4 weeks","2011","in school","Female","1","","",""
"Yes, every 3-4 weeks","2011","inadequately","Male","4","","",""
"Yes, every 3-4 weeks","2011","inadequately","Female","3","","",""
"Yes, every 3-4 weeks","2011","general elemantary","Male","24","","",""
"Yes, every 3-4 weeks","2011","general elemantary","Female","25","","",""
"Yes, every 3-4 weeks","2011","middle vocational","Male","264","0.0633174919012888","0.0556047861851595","0.0710301976174182"
"Yes, every 3-4 weeks","2011","middle vocational","Female","170","0.041419317360055","0.0352343020633","0.04760433265681"
"Yes, every 3-4 weeks","2011","vocational + Abi","Male","26","","",""
"Yes, every 3-4 weeks","2011","vocational + Abi","Female","40","0.0452008971804677","0.0315601309049749","0.0588416634559605"
"Yes, every 3-4 weeks","2011","higher vocational","Male","46","0.0339390575280884","0.0212317675455008","0.046646347510676"
"Yes, every 3-4 weeks","2011","higher vocational","Female","28","","",""
"Yes, every 3-4 weeks","2011","higher education","Male","178","0.0694580915791785","0.0590043124658906","0.0799118706924663"
"Yes, every 3-4 weeks","2011","higher education","Female","134","0.053711450527303","0.0439735541076135","0.0634493469469926"
"Rarely","2011","in school","Male","3","","",""
"Rarely","2011","in school","Female","4","","",""
"Rarely","2011","inadequately","Male","10","","",""
"Rarely","2011","inadequately","Female","4","","",""
"Rarely","2011","general elemantary","Male","55","0.0822880860779643","0.0588705110385907","0.105705661117338"
"Rarely","2011","general elemantary","Female","50","0.0630072849744436","0.0440490936614892","0.081965476287398"
"Rarely","2011","middle vocational","Male","706","0.199362763999706","0.186709906430239","0.212015621569173"
"Rarely","2011","middle vocational","Female","444","0.103879972810128","0.0944094494746019","0.113350496145654"
"Rarely","2011","vocational + Abi","Male","120","0.296623885562683","0.256864379610073","0.336383391515292"
"Rarely","2011","vocational + Abi","Female","107","0.106487851776803","0.0862339125393757","0.12674179101423"
"Rarely","2011","higher vocational","Male","194","0.307488218594159","0.275104358615163","0.339872078573155"
"Rarely","2011","higher vocational","Female","70","0.140900410709993","0.108826142328861","0.172974679091124"
"Rarely","2011","higher education","Male","594","0.262394664406686","0.244304877451291","0.280484451362081"
"Rarely","2011","higher education","Female","388","0.201731930164951","0.1843986155981","0.219065244731802"
"No, never","2012","in school","Male","7","","",""
"No, never","2012","in school","Female","2","","",""
"No, never","2012","inadequately","Male","23","","",""
"No, never","2012","inadequately","Female","14","","",""
"No, never","2012","general elemantary","Male","160","0.749098131378342","0.691013329935575","0.807182932821108"
"No, never","2012","general elemantary","Female","144","0.720882700734437","0.658244300574771","0.783521100894103"
"No, never","2012","middle vocational","Male","678","0.638142798521559","0.609654562655149","0.666631034387968"
"No, never","2012","middle vocational","Female","885","0.682375608939129","0.657279809575229","0.707471408303029"
"No, never","2012","vocational + Abi","Male","119","0.602514064166519","0.534859898881576","0.670168229451462"
"No, never","2012","vocational + Abi","Female","272","0.724660130453649","0.679748582110677","0.769571678796621"
"No, never","2012","higher vocational","Male","116","0.536777587925234","0.469654468765779","0.603900707084689"
"No, never","2012","higher vocational","Female","68","0.624392550561249","0.533478544079727","0.715306557042771"
"No, never","2012","higher education","Male","313","0.49808682635295","0.459649051572692","0.536524601133209"
"No, never","2012","higher education","Female","320","0.553950108654723","0.514791269270467","0.593108948038978"
"Yes, every week","2012","in school","Male","2","","",""
"Yes, every week","2012","in school","Female","3","","",""
"Yes, every week","2012","inadequately","Male","7","","",""
"Yes, every week","2012","inadequately","Female","5","","",""
"Yes, every week","2012","general elemantary","Male","10","","",""
"Yes, every week","2012","general elemantary","Female","13","","",""
"Yes, every week","2012","middle vocational","Male","61","0.0613812424288863","0.0471513878469047","0.0756110970108679"
"Yes, every week","2012","middle vocational","Female","78","0.0541829402842982","0.0419799231979442","0.0663859573706522"
"Yes, every week","2012","vocational + Abi","Male","10","","",""
"Yes, every week","2012","vocational + Abi","Female","22","","",""
"Yes, every week","2012","higher vocational","Male","20","","",""
"Yes, every week","2012","higher vocational","Female","10","","",""
"Yes, every week","2012","higher education","Male","72","0.0934078170791374","0.0710366310550449","0.11577900310323"
"Yes, every week","2012","higher education","Female","78","0.103567441830488","0.0795640175424657","0.12757086611851"
"Yes, every 2 weeks","2012","in school","Male","1","","",""
"Yes, every 2 weeks","2012","in school","Female","","","",""
"Yes, every 2 weeks","2012","inadequately","Male","6","","",""
"Yes, every 2 weeks","2012","inadequately","Female","4","","",""
"Yes, every 2 weeks","2012","general elemantary","Male","17","","",""
"Yes, every 2 weeks","2012","general elemantary","Female","26","","",""
"Yes, every 2 weeks","2012","middle vocational","Male","99","0.0847242964721927","0.0682154030950095","0.101233189849376"
"Yes, every 2 weeks","2012","middle vocational","Female","169","0.120823360101874","0.103254406812121","0.138392313391627"
"Yes, every 2 weeks","2012","vocational + Abi","Male","24","","",""
"Yes, every 2 weeks","2012","vocational + Abi","Female","37","0.105469566627619","0.0745867122402273","0.13635242101501"
"Yes, every 2 weeks","2012","higher vocational","Male","15","","",""
"Yes, every 2 weeks","2012","higher vocational","Female","5","","",""
"Yes, every 2 weeks","2012","higher education","Male","64","0.097221148552141","0.0744459341114112","0.119996362992871"
"Yes, every 2 weeks","2012","higher education","Female","53","0.0781435471428409","0.0569998476805729","0.0992872466051088"
"Yes, every 3-4 weeks","2012","in school","Male","3","","",""
"Yes, every 3-4 weeks","2012","in school","Female","3","","",""
"Yes, every 3-4 weeks","2012","inadequately","Male","2","","",""
"Yes, every 3-4 weeks","2012","inadequately","Female","","","",""
"Yes, every 3-4 weeks","2012","general elemantary","Male","7","","",""
"Yes, every 3-4 weeks","2012","general elemantary","Female","4","","",""
"Yes, every 3-4 weeks","2012","middle vocational","Male","84","0.0761825559122254","0.0604550861497745","0.0919100256746762"
"Yes, every 3-4 weeks","2012","middle vocational","Female","62","0.0429963649650919","0.0320617114173431","0.0539310185128407"
"Yes, every 3-4 weeks","2012","vocational + Abi","Male","11","","",""
"Yes, every 3-4 weeks","2012","vocational + Abi","Female","21","","",""
"Yes, every 3-4 weeks","2012","higher vocational","Male","9","","",""
"Yes, every 3-4 weeks","2012","higher vocational","Female","4","","",""
"Yes, every 3-4 weeks","2012","higher education","Male","50","0.0837160582814409","0.0624243338709835","0.105007782691898"
"Yes, every 3-4 weeks","2012","higher education","Female","41","0.0667505275532647","0.0470884685840753","0.0864125865224541"
"Rarely","2012","in school","Male","3","","",""
"Rarely","2012","in school","Female","1","","",""
"Rarely","2012","inadequately","Male","5","","",""
"Rarely","2012","inadequately","Female","3","","",""
"Rarely","2012","general elemantary","Male","20","","",""
"Rarely","2012","general elemantary","Female","10","","",""
"Rarely","2012","middle vocational","Male","171","0.139569106665137","0.119024839366493","0.160113373963781"
"Rarely","2012","middle vocational","Female","128","0.0996217257096069","0.0834773261547877","0.115766125264426"
"Rarely","2012","vocational + Abi","Male","37","0.198105083872474","0.143004449010806","0.253205718734143"
"Rarely","2012","vocational + Abi","Female","28","","",""
"Rarely","2012","higher vocational","Male","52","0.250369950947345","0.192053007117244","0.308686894777445"
"Rarely","2012","higher vocational","Female","22","","",""
"Rarely","2012","higher education","Male","151","0.22756814973433","0.195336893076686","0.259799406391974"
"Rarely","2012","higher education","Female","127","0.197588374818684","0.166220718778486","0.228956030858882"
"No, never","2013","in school","Male","16","","",""
"No, never","2013","in school","Female","23","","",""
"No, never","2013","inadequately","Male","39","0.591590489131197","0.474761088153722","0.708419890108673"
"No, never","2013","inadequately","Female","38","0.551676865580991","0.42024377887906","0.683109952282922"
"No, never","2013","general elemantary","Male","380","0.756821674089424","0.719734329093934","0.793909019084915"
"No, never","2013","general elemantary","Female","404","0.672620146571728","0.634561566768413","0.710678726375043"
"No, never","2013","middle vocational","Male","1996","0.590880780190428","0.574366319103707","0.607395241277149"
"No, never","2013","middle vocational","Female","2590","0.676915833586014","0.662103257928129","0.691728409243899"
"No, never","2013","vocational + Abi","Male","285","0.505338448380307","0.460933756652152","0.549743140108462"
"No, never","2013","vocational + Abi","Female","601","0.67590389215135","0.644271686568313","0.707536097734387"
"No, never","2013","higher vocational","Male","383","0.508587150284918","0.471605568681763","0.545568731888072"
"No, never","2013","higher vocational","Female","249","0.560135519234649","0.512493949013406","0.607777089455893"
"No, never","2013","higher education","Male","1014","0.490839259156552","0.469282670565633","0.51239584774747"
"No, never","2013","higher education","Female","1119","0.535103508547593","0.513326029761484","0.556880987333703"
"Yes, every week","2013","in school","Male","7","","",""
"Yes, every week","2013","in school","Female","8","","",""
"Yes, every week","2013","inadequately","Male","7","","",""
"Yes, every week","2013","inadequately","Female","4","","",""
"Yes, every week","2013","general elemantary","Male","30","0.0589024254460992","0.0385483936922123","0.079256457199986"
"Yes, every week","2013","general elemantary","Female","42","0.0713799450438385","0.0504990648570138","0.0922608252306631"
"Yes, every week","2013","middle vocational","Male","165","0.0391665014885242","0.0326506527928681","0.0456823501841802"
"Yes, every week","2013","middle vocational","Female","170","0.0515874816143818","0.0445813835755336","0.05859357965323"
"Yes, every week","2013","vocational + Abi","Male","24","","",""
"Yes, every week","2013","vocational + Abi","Female","32","0.053500197068716","0.0382916387332709","0.068708755404161"
"Yes, every week","2013","higher vocational","Male","48","0.0431520871438501","0.0281206018955351","0.0581835723921651"
"Yes, every week","2013","higher vocational","Female","15","","",""
"Yes, every week","2013","higher education","Male","207","0.0871997734507124","0.0750343149849737","0.0993652319164511"
"Yes, every week","2013","higher education","Female","235","0.106558488605455","0.0930863154768072","0.120030661734104"
"Yes, every 2 weeks","2013","in school","Male","1","","",""
"Yes, every 2 weeks","2013","in school","Female","7","","",""
"Yes, every 2 weeks","2013","inadequately","Male","9","","",""
"Yes, every 2 weeks","2013","inadequately","Female","7","","",""
"Yes, every 2 weeks","2013","general elemantary","Male","32","0.0547493934825731","0.0350827760330811","0.0744160109320651"
"Yes, every 2 weeks","2013","general elemantary","Female","75","0.132643709888632","0.105134142316806","0.160153277460458"
"Yes, every 2 weeks","2013","middle vocational","Male","334","0.100453279157841","0.0903564861169582","0.110550072198724"
"Yes, every 2 weeks","2013","middle vocational","Female","472","0.108982472848033","0.0991122522231656","0.118852693472901"
"Yes, every 2 weeks","2013","vocational + Abi","Male","58","0.103459326525089","0.0764101883480766","0.1305084647021"
"Yes, every 2 weeks","2013","vocational + Abi","Female","72","0.0969232146115244","0.0769279876905804","0.116918441532468"
"Yes, every 2 weeks","2013","higher vocational","Male","45","0.0699495054281484","0.0510815377731179","0.088817473083179"
"Yes, every 2 weeks","2013","higher vocational","Female","48","0.122411610779826","0.0909531981762394","0.153870023383412"
"Yes, every 2 weeks","2013","higher education","Male","162","0.0811341248597609","0.0693604843281989","0.092907765391323"
"Yes, every 2 weeks","2013","higher education","Female","149","0.0870813299114983","0.0747704488149984","0.0993922110079982"
"Yes, every 3-4 weeks","2013","in school","Male","2","","",""
"Yes, every 3-4 weeks","2013","in school","Female","1","","",""
"Yes, every 3-4 weeks","2013","inadequately","Male","7","","",""
"Yes, every 3-4 weeks","2013","inadequately","Female","2","","",""
"Yes, every 3-4 weeks","2013","general elemantary","Male","17","","",""
"Yes, every 3-4 weeks","2013","general elemantary","Female","18","","",""
"Yes, every 3-4 weeks","2013","middle vocational","Male","222","0.0563712664806591","0.0486245259971699","0.0641180069641484"
"Yes, every 3-4 weeks","2013","middle vocational","Female","155","0.0419444889432543","0.0355950083784551","0.0482939695080535"
"Yes, every 3-4 weeks","2013","vocational + Abi","Male","21","","",""
"Yes, every 3-4 weeks","2013","vocational + Abi","Female","36","0.0525115182997729","0.0374362742895961","0.0675867623099496"
"Yes, every 3-4 weeks","2013","higher vocational","Male","33","0.0490322896080555","0.033058663778753","0.065005915437358"
"Yes, every 3-4 weeks","2013","higher vocational","Female","25","","",""
"Yes, every 3-4 weeks","2013","higher education","Male","130","0.0647059591795068","0.0540980655603947","0.0753138527986189"
"Yes, every 3-4 weeks","2013","higher education","Female","124","0.0723075038177256","0.0609990228293009","0.0836159848061502"
"Rarely","2013","in school","Male","4","","",""
"Rarely","2013","in school","Female","4","","",""
"Rarely","2013","inadequately","Male","6","","",""
"Rarely","2013","inadequately","Female","4","","",""
"Rarely","2013","general elemantary","Male","55","0.0942045042991553","0.0689512446428063","0.119457763955504"
"Rarely","2013","general elemantary","Female","45","0.104466109576071","0.0796593298042106","0.129272889347932"
"Rarely","2013","middle vocational","Male","688","0.213128172682548","0.199373129384886","0.226883215980209"
"Rarely","2013","middle vocational","Female","442","0.120569723008317","0.110255767678057","0.130883678338576"
"Rarely","2013","vocational + Abi","Male","99","0.262503688079555","0.22342578588803","0.30158159027108"
"Rarely","2013","vocational + Abi","Female","100","0.121161177868637","0.0991072244403091","0.143215131296965"
"Rarely","2013","higher vocational","Male","193","0.329278967535028","0.294514747248608","0.364043187821449"
"Rarely","2013","higher vocational","Female","80","0.200644971677345","0.162206681646333","0.239083261708357"
"Rarely","2013","higher education","Male","553","0.276120883353468","0.256842723222434","0.295399043484503"
"Rarely","2013","higher education","Female","388","0.198949169117728","0.18151859594808","0.216379742287375"
"No, never","2014","in school","Male","","","",""
"No, never","2014","in school","Female","","","",""
"No, never","2014","inadequately","Male","","","",""
"No, never","2014","inadequately","Female","","","",""
"No, never","2014","general elemantary","Male","","","",""
"No, never","2014","general elemantary","Female","","","",""
"No, never","2014","middle vocational","Male","","","",""
"No, never","2014","middle vocational","Female","","","",""
"No, never","2014","vocational + Abi","Male","","","",""
"No, never","2014","vocational + Abi","Female","","","",""
"No, never","2014","higher vocational","Male","","","",""
"No, never","2014","higher vocational","Female","","","",""
"No, never","2014","higher education","Male","","","",""
"No, never","2014","higher education","Female","","","",""
"Yes, every week","2014","in school","Male","","","",""
"Yes, every week","2014","in school","Female","","","",""
"Yes, every week","2014","inadequately","Male","","","",""
"Yes, every week","2014","inadequately","Female","","","",""
"Yes, every week","2014","general elemantary","Male","","","",""
"Yes, every week","2014","general elemantary","Female","","","",""
"Yes, every week","2014","middle vocational","Male","","","",""
"Yes, every week","2014","middle vocational","Female","","","",""
"Yes, every week","2014","vocational + Abi","Male","","","",""
"Yes, every week","2014","vocational + Abi","Female","","","",""
"Yes, every week","2014","higher vocational","Male","","","",""
"Yes, every week","2014","higher vocational","Female","","","",""
"Yes, every week","2014","higher education","Male","","","",""
"Yes, every week","2014","higher education","Female","","","",""
"Yes, every 2 weeks","2014","in school","Male","","","",""
"Yes, every 2 weeks","2014","in school","Female","","","",""
"Yes, every 2 weeks","2014","inadequately","Male","","","",""
"Yes, every 2 weeks","2014","inadequately","Female","","","",""
"Yes, every 2 weeks","2014","general elemantary","Male","","","",""
"Yes, every 2 weeks","2014","general elemantary","Female","","","",""
"Yes, every 2 weeks","2014","middle vocational","Male","","","",""
"Yes, every 2 weeks","2014","middle vocational","Female","","","",""
"Yes, every 2 weeks","2014","vocational + Abi","Male","","","",""
"Yes, every 2 weeks","2014","vocational + Abi","Female","","","",""
"Yes, every 2 weeks","2014","higher vocational","Male","","","",""
"Yes, every 2 weeks","2014","higher vocational","Female","","","",""
"Yes, every 2 weeks","2014","higher education","Male","","","",""
"Yes, every 2 weeks","2014","higher education","Female","","","",""
"Yes, every 3-4 weeks","2014","in school","Male","","","",""
"Yes, every 3-4 weeks","2014","in school","Female","","","",""
"Yes, every 3-4 weeks","2014","inadequately","Male","","","",""
"Yes, every 3-4 weeks","2014","inadequately","Female","","","",""
"Yes, every 3-4 weeks","2014","general elemantary","Male","","","",""
"Yes, every 3-4 weeks","2014","general elemantary","Female","","","",""
"Yes, every 3-4 weeks","2014","middle vocational","Male","","","",""
"Yes, every 3-4 weeks","2014","middle vocational","Female","","","",""
"Yes, every 3-4 weeks","2014","vocational + Abi","Male","","","",""
"Yes, every 3-4 weeks","2014","vocational + Abi","Female","","","",""
"Yes, every 3-4 weeks","2014","higher vocational","Male","","","",""
"Yes, every 3-4 weeks","2014","higher vocational","Female","","","",""
"Yes, every 3-4 weeks","2014","higher education","Male","","","",""
"Yes, every 3-4 weeks","2014","higher education","Female","","","",""
"Rarely","2014","in school","Male","","","",""
"Rarely","2014","in school","Female","","","",""
"Rarely","2014","inadequately","Male","","","",""
"Rarely","2014","inadequately","Female","","","",""
"Rarely","2014","general elemantary","Male","","","",""
"Rarely","2014","general elemantary","Female","","","",""
"Rarely","2014","middle vocational","Male","","","",""
"Rarely","2014","middle vocational","Female","","","",""
"Rarely","2014","vocational + Abi","Male","","","",""
"Rarely","2014","vocational + Abi","Female","","","",""
"Rarely","2014","higher vocational","Male","","","",""
"Rarely","2014","higher vocational","Female","","","",""
"Rarely","2014","higher education","Male","","","",""
"Rarely","2014","higher education","Female","","","",""
"No, never","2015","in school","Male","12","","",""
"No, never","2015","in school","Female","13","","",""
"No, never","2015","inadequately","Male","57","0.751728140889016","0.653956790931115","0.849499490846918"
"No, never","2015","inadequately","Female","50","0.637517470088596","0.523260364005673","0.75177457617152"
"No, never","2015","general elemantary","Male","440","0.677081611801773","0.640655473368181","0.713507750235366"
"No, never","2015","general elemantary","Female","414","0.703271898960846","0.666379965687508","0.740163832234185"
"No, never","2015","middle vocational","Male","1965","0.593573032809788","0.57668932041961","0.610456745199966"
"No, never","2015","middle vocational","Female","2386","0.670202286600609","0.654704126082451","0.685700447118768"
"No, never","2015","vocational + Abi","Male","331","0.558774540389171","0.517904492305409","0.599644588472932"
"No, never","2015","vocational + Abi","Female","619","0.670792375548708","0.640159139527273","0.701425611570143"
"No, never","2015","higher vocational","Male","334","0.531809902555044","0.492845579259613","0.570774225850474"
"No, never","2015","higher vocational","Female","228","0.542057738612153","0.491698134746521","0.592417342477786"
"No, never","2015","higher education","Male","994","0.48137750099715","0.459593707819338","0.503161294174961"
"No, never","2015","higher education","Female","1115","0.521517314240451","0.499866765201765","0.543167863279137"
"Yes, every week","2015","in school","Male","3","","",""
"Yes, every week","2015","in school","Female","7","","",""
"Yes, every week","2015","inadequately","Male","6","","",""
"Yes, every week","2015","inadequately","Female","3","","",""
"Yes, every week","2015","general elemantary","Male","44","0.0798160404524242","0.0587040755653643","0.100928005339484"
"Yes, every week","2015","general elemantary","Female","34","0.0557475754541895","0.0372187670755458","0.0742763838328331"
"Yes, every week","2015","middle vocational","Male","179","0.0495989565020485","0.0421356834972156","0.0570622295068814"
"Yes, every week","2015","middle vocational","Female","173","0.0464724134440631","0.0395330820735701","0.053411744814556"
"Yes, every week","2015","vocational + Abi","Male","31","0.0494418704873303","0.0315978239129587","0.067285917061702"
"Yes, every week","2015","vocational + Abi","Female","39","0.0394317413859837","0.026744974207662","0.0521185085643053"
"Yes, every week","2015","higher vocational","Male","41","0.065385758747878","0.0460822793098601","0.0846892381858959"
"Yes, every week","2015","higher vocational","Female","19","","",""
"Yes, every week","2015","higher education","Male","190","0.0919629364756854","0.0793643118262582","0.104561561125113"
"Yes, every week","2015","higher education","Female","227","0.112565156683425","0.0988666992938702","0.126263614072979"
"Yes, every 2 weeks","2015","in school","Male","5","","",""
"Yes, every 2 weeks","2015","in school","Female","6","","",""
"Yes, every 2 weeks","2015","inadequately","Male","8","","",""
"Yes, every 2 weeks","2015","inadequately","Female","6","","",""
"Yes, every 2 weeks","2015","general elemantary","Male","51","0.0909679286206323","0.0685662794375433","0.113369577803721"
"Yes, every 2 weeks","2015","general elemantary","Female","75","0.108242139479512","0.0831514786011987","0.133332800357825"
"Yes, every 2 weeks","2015","middle vocational","Male","326","0.0991655777134899","0.0888915066368189","0.109439648790161"
"Yes, every 2 weeks","2015","middle vocational","Female","446","0.121529042573382","0.110758015332639","0.132300069814125"
"Yes, every 2 weeks","2015","vocational + Abi","Male","49","0.0893338401920361","0.065856755721121","0.112810924662951"
"Yes, every 2 weeks","2015","vocational + Abi","Female","101","0.119740213425932","0.0985766243312609","0.140903802520602"
"Yes, every 2 weeks","2015","higher vocational","Male","38","0.0493938509641088","0.0324732973096851","0.0663144046185324"
"Yes, every 2 weeks","2015","higher vocational","Female","40","0.117734672278353","0.0851580566028989","0.150311287953808"
"Yes, every 2 weeks","2015","higher education","Male","160","0.0751057578801829","0.0636150287129859","0.0865964870473798"
"Yes, every 2 weeks","2015","higher education","Female","168","0.10817952428993","0.0947174281374306","0.121641620442429"
"Yes, every 3-4 weeks","2015","in school","Male","","","",""
"Yes, every 3-4 weeks","2015","in school","Female","1","","",""
"Yes, every 3-4 weeks","2015","inadequately","Male","1","","",""
"Yes, every 3-4 weeks","2015","inadequately","Female","4","","",""
"Yes, every 3-4 weeks","2015","general elemantary","Male","30","0.0530812808978155","0.0356160921239994","0.0705464696716317"
"Yes, every 3-4 weeks","2015","general elemantary","Female","26","","",""
"Yes, every 3-4 weeks","2015","middle vocational","Male","187","0.0567443280326602","0.0487916106761712","0.0646970453891492"
"Yes, every 3-4 weeks","2015","middle vocational","Female","134","0.0398651169676368","0.0334157657613814","0.0463144681738922"
"Yes, every 3-4 weeks","2015","vocational + Abi","Male","41","0.0892387502619518","0.0657729389846354","0.112704561539268"
"Yes, every 3-4 weeks","2015","vocational + Abi","Female","36","0.0353431177489601","0.0233065479635079","0.0473796875344123"
"Yes, every 3-4 weeks","2015","higher vocational","Male","30","0.0539349080082672","0.0362959349646701","0.0715738810518644"
"Yes, every 3-4 weeks","2015","higher vocational","Female","17","","",""
"Yes, every 3-4 weeks","2015","higher education","Male","164","0.0846942290470723","0.0725554517404545","0.0968330063536902"
"Yes, every 3-4 weeks","2015","higher education","Female","128","0.0749632603984019","0.0635501200094763","0.0863764007873274"
"Rarely","2015","in school","Male","2","","",""
"Rarely","2015","in school","Female","7","","",""
"Rarely","2015","inadequately","Male","3","","",""
"Rarely","2015","inadequately","Female","5","","",""
"Rarely","2015","general elemantary","Male","68","0.0990531382273546","0.075781339925145","0.122324936529564"
"Rarely","2015","general elemantary","Female","40","0.0920677027575035","0.0687185659553761","0.115416839559631"
"Rarely","2015","middle vocational","Male","594","0.200918104942014","0.187144589877997","0.214691620006031"
"Rarely","2015","middle vocational","Female","396","0.121931140414309","0.111144778514186","0.132717502314432"
"Rarely","2015","vocational + Abi","Male","115","0.213210998669511","0.179498534035379","0.246923463303644"
"Rarely","2015","vocational + Abi","Female","109","0.134692551890416","0.112437895802047","0.156947207978786"
"Rarely","2015","higher vocational","Male","187","0.299475579724702","0.263709596943245","0.33524156250616"
"Rarely","2015","higher vocational","Female","72","0.23737456470951","0.194368777455016","0.280380351964003"
"Rarely","2015","higher education","Male","513","0.266859575599909","0.247575451703769","0.286143699496049"
"Rarely","2015","higher education","Female","407","0.182774744387793","0.166024142483716","0.199525346291869"
"No, never","2016","in school","Male","","","",""
"No, never","2016","in school","Female","","","",""
"No, never","2016","inadequately","Male","","","",""
"No, never","2016","inadequately","Female","","","",""
"No, never","2016","general elemantary","Male","","","",""
"No, never","2016","general elemantary","Female","","","",""
"No, never","2016","middle vocational","Male","","","",""
"No, never","2016","middle vocational","Female","","","",""
"No, never","2016","vocational + Abi","Male","","","",""
"No, never","2016","vocational + Abi","Female","","","",""
"No, never","2016","higher vocational","Male","","","",""
"No, never","2016","higher vocational","Female","","","",""
"No, never","2016","higher education","Male","","","",""
"No, never","2016","higher education","Female","","","",""
"Yes, every week","2016","in school","Male","","","",""
"Yes, every week","2016","in school","Female","","","",""
"Yes, every week","2016","inadequately","Male","","","",""
"Yes, every week","2016","inadequately","Female","","","",""
"Yes, every week","2016","general elemantary","Male","","","",""
"Yes, every week","2016","general elemantary","Female","","","",""
"Yes, every week","2016","middle vocational","Male","","","",""
"Yes, every week","2016","middle vocational","Female","","","",""
"Yes, every week","2016","vocational + Abi","Male","","","",""
