"plb0219","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 2 weeks","2010","Employed","higher education","133","0.134073900160232","0.11377151806206","0.154376282258403","3"
"Yes, every 2 weeks","2010","Not Employed","vocational + Abi","3","","","","3"
"Yes, every 3-4 weeks","2010","Not Employed","higher education","1","","","","4"
"Yes, every 3-4 weeks","2010","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2010","Employed","inadequately","4","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","middle vocational","5","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2010","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2010","Employed","general elemantary","20","","","","4"
"Yes, every 3-4 weeks","2010","Employed","middle vocational","142","0.0687583047619604","0.0578443575292087","0.079672251994712","4"
"Yes, every 3-4 weeks","2010","Employed","vocational + Abi","21","","","","4"
"Yes, every 3-4 weeks","2010","Employed","higher vocational","12","","","","4"
"Yes, every 3-4 weeks","2010","Employed","higher education","88","0.075886406822365","0.0601074192270018","0.0916653944177283","4"
"Yes, every week","2010","Not Employed","in school","","","","","2"
"Yes, every week","2010","Not Employed","inadequately","1","","","","2"
"Yes, every week","2010","Not Employed","general elemantary","1","","","","2"
"Yes, every week","2010","Not Employed","middle vocational","6","","","","2"
"Yes, every week","2010","Not Employed","vocational + Abi","1","","","","2"
"Yes, every week","2010","Not Employed","higher education","2","","","","2"
"Yes, every week","2010","Employed","in school","4","","","","2"
"Yes, every week","2010","Employed","inadequately","8","","","","2"
"Yes, every week","2010","Employed","general elemantary","26","","","","2"
"Yes, every week","2010","Employed","middle vocational","115","0.0531901874012351","0.043511082463434","0.0628692923390362","2"
"Yes, every week","2010","Employed","vocational + Abi","32","0.0762993715957383","0.051798252566077","0.1008004906254","2"
"Yes, every week","2010","Employed","higher vocational","19","","","","2"
"Yes, every week","2010","Employed","higher education","103","0.0825881460088582","0.0661869509840769","0.0989893410336394","2"
"Yes, every week","2010","Not Employed","higher vocational","","","","","2"
"No, never","2011","Not Employed","in school","4","","","","1"
"No, never","2011","Not Employed","inadequately","7","","","","1"
"No, never","2011","Not Employed","general elemantary","38","0.766189312831949","0.651149903459243","0.881228722204655","1"
"No, never","2011","Not Employed","middle vocational","134","0.786280410165398","0.727209573709971","0.845351246620824","1"
"No, never","2011","Not Employed","vocational + Abi","32","0.67039029920541","0.528227063732767","0.812553534678053","1"
"No, never","2011","Not Employed","higher vocational","8","","","","1"
"No, never","2011","Not Employed","higher education","70","0.720857161267802","0.631124545381729","0.810589777153875","1"
"No, never","2011","Employed","in school","27","","","","1"
"No, never","2011","Employed","inadequately","88","0.699508489361011","0.62245519079687","0.776561787925151","1"
"No, never","2011","Employed","general elemantary","772","0.722192093711347","0.695818040605202","0.748566146817492","1"
"No, never","2011","Employed","middle vocational","4859","0.633806307778518","0.622997877676974","0.644614737880062","1"
"No, never","2011","Employed","vocational + Abi","862","0.600524515224618","0.574455256446534","0.626593774002703","1"
"No, never","2011","Employed","higher vocational","689","0.536321481065223","0.508338804036959","0.564304158093488","1"
"No, never","2011","Employed","higher education","2111","0.509088298553252","0.494031950932718","0.524144646173787","1"
"Rarely","2011","Not Employed","in school","2","","","","5"
"Rarely","2011","Employed","vocational + Abi","221","0.190792700882207","0.169879090159325","0.211706311605089","5"
"Rarely","2011","Not Employed","higher education","8","","","","5"
"Rarely","2011","Employed","in school","5","","","","5"
"Rarely","2011","Employed","inadequately","13","","","","5"
"Rarely","2011","Employed","general elemantary","101","0.072130203439854","0.0568973835039261","0.0873630233757818","5"
"Rarely","2011","Employed","middle vocational","1136","0.155757702123103","0.147622146297834","0.163893257948371","5"
"Rarely","2011","Employed","higher vocational","264","0.249673381405063","0.225386068162644","0.273960694647482","5"
"Rarely","2011","Employed","higher education","974","0.238115394031712","0.225287371336043","0.250943416727381","5"
"Rarely","2011","Not Employed","inadequately","1","","","","5"
"Rarely","2011","Not Employed","general elemantary","4","","","","5"
"Rarely","2011","Not Employed","middle vocational","14","","","","5"
"Rarely","2011","Not Employed","vocational + Abi","6","","","","5"
"Rarely","2011","Not Employed","higher vocational","","","","","5"
"Yes, every 2 weeks","2011","Not Employed","in school","1","","","","3"
"Yes, every 2 weeks","2011","Not Employed","inadequately","1","","","","3"
"Yes, every 2 weeks","2011","Not Employed","general elemantary","4","","","","3"
"Yes, every 2 weeks","2011","Not Employed","middle vocational","15","","","","3"
"Yes, every 2 weeks","2011","Not Employed","higher education","4","","","","3"
"Yes, every 2 weeks","2011","Employed","in school","7","","","","3"
"Yes, every 2 weeks","2011","Employed","inadequately","12","","","","3"
"Yes, every 2 weeks","2011","Employed","general elemantary","113","0.0960766987278867","0.0787245589400285","0.113428838515745","3"
"Yes, every 2 weeks","2011","Employed","middle vocational","799","0.0990795308233355","0.0923766097128765","0.105782451933795","3"
"Yes, every 2 weeks","2011","Employed","vocational + Abi","141","0.106340196667203","0.0899322933699414","0.122748099964465","3"
"Yes, every 2 weeks","2011","Not Employed","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2011","Not Employed","higher vocational","3","","","","3"
"Yes, every 2 weeks","2011","Employed","higher vocational","113","0.089687568309374","0.0736540239698215","0.105721112648926","3"
"Yes, every 2 weeks","2011","Employed","higher education","359","0.0860574894646075","0.0776110211152138","0.0945039578140012","3"
"Yes, every 3-4 weeks","2011","Not Employed","higher education","6","","","","4"
"Yes, every 3-4 weeks","2011","Employed","in school","1","","","","4"
"Yes, every 3-4 weeks","2011","Employed","inadequately","7","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","in school","1","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","general elemantary","2","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","middle vocational","11","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2011","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2011","Employed","vocational + Abi","66","0.0480981524039505","0.0367093376694808","0.0594869671384202","4"
"Yes, every 3-4 weeks","2011","Employed","higher vocational","74","0.0509877915258058","0.0386443240767922","0.0633312589748194","4"
"Yes, every 3-4 weeks","2011","Employed","higher education","306","0.0628437571957128","0.0555347488805118","0.0701527655109138","4"
"Yes, every 3-4 weeks","2011","Employed","general elemantary","47","0.0339084215658033","0.0232512699123736","0.0445655732192329","4"
"Yes, every 3-4 weeks","2011","Employed","middle vocational","423","0.0533006658694767","0.0482610055739011","0.0583403261650523","4"
"Yes, every week","2011","Not Employed","in school","","","","","2"
"Yes, every week","2011","Not Employed","inadequately","","","","","2"
"Yes, every week","2011","Not Employed","general elemantary","4","","","","2"
"Yes, every week","2011","Not Employed","middle vocational","11","","","","2"
"Yes, every week","2011","Not Employed","vocational + Abi","1","","","","2"
"Yes, every week","2011","Not Employed","higher education","8","","","","2"
"Yes, every week","2011","Employed","in school","7","","","","2"
"Yes, every week","2011","Employed","inadequately","16","","","","2"
"Yes, every week","2011","Employed","general elemantary","75","0.0756925825551093","0.0601181191895289","0.0912670459206896","2"
"Yes, every week","2011","Employed","middle vocational","415","0.0580557934055675","0.0528093585800597","0.0633022282310752","2"
"Yes, every week","2011","Employed","vocational + Abi","66","0.0542444348220205","0.0421889329917815","0.0662999366522596","2"
"Yes, every week","2011","Employed","higher vocational","80","0.0733297776945338","0.0587022488333896","0.087957306555678","2"
"Yes, every week","2011","Employed","higher education","485","0.103895060754715","0.0947054255896053","0.113084695919825","2"
"Yes, every week","2011","Not Employed","higher vocational","1","","","","2"
"No, never","2012","Employed","inadequately","32","0.473180038910772","0.349891662018921","0.596468415802623","1"
"No, never","2012","Employed","general elemantary","279","0.738746650026443","0.69445917837495","0.783034121677936","1"
"No, never","2012","Employed","middle vocational","1484","0.657777260910951","0.638416690290481","0.677137831531421","1"
"No, never","2012","Employed","vocational + Abi","375","0.670857740483215","0.631973492779994","0.709741988186436","1"
"No, never","2012","Employed","higher vocational","177","0.56037876744725","0.505126842945405","0.615630691949095","1"
"No, never","2012","Not Employed","in school","3","","","","1"
"No, never","2012","Not Employed","inadequately","5","","","","1"
"No, never","2012","Not Employed","general elemantary","25","","","","1"
"No, never","2012","Not Employed","middle vocational","79","0.750561261134307","0.668957300627714","0.8321652216409","1"
"No, never","2012","Not Employed","vocational + Abi","16","","","","1"
"No, never","2012","Not Employed","higher vocational","7","","","","1"
"No, never","2012","Not Employed","higher education","24","","","","1"
"No, never","2012","Employed","in school","6","","","","1"
"No, never","2012","Employed","higher education","609","0.51792079297068","0.490018903718751","0.545822682222609","1"
"Rarely","2012","Not Employed","in school","2","","","","5"
"Rarely","2012","Not Employed","higher education","5","","","","5"
"Rarely","2012","Employed","in school","2","","","","5"
"Rarely","2012","Employed","inadequately","8","","","","5"
"Rarely","2012","Employed","general elemantary","26","","","","5"
"Rarely","2012","Employed","middle vocational","293","0.120953786383047","0.107648020378241","0.134259552387852","5"
"Rarely","2012","Employed","vocational + Abi","64","0.121651568754298","0.0946020880310348","0.148701049477561","5"
"Rarely","2012","Employed","higher vocational","71","0.236608939783767","0.189298568780156","0.283919310787378","5"
"Rarely","2012","Employed","higher education","273","0.21709671392572","0.194075754469444","0.240117673381997","5"
"Rarely","2012","Not Employed","inadequately","","","","","5"
"Rarely","2012","Not Employed","general elemantary","4","","","","5"
"Rarely","2012","Not Employed","middle vocational","6","","","","5"
"Rarely","2012","Not Employed","vocational + Abi","1","","","","5"
"Rarely","2012","Not Employed","higher vocational","3","","","","5"
"Yes, every 2 weeks","2012","Employed","inadequately","9","","","","3"
"Yes, every 2 weeks","2012","Employed","general elemantary","41","0.0997416791785957","0.0695335311447943","0.129949827212397","3"
"Yes, every 2 weeks","2012","Not Employed","in school","","","","","3"
"Yes, every 2 weeks","2012","Not Employed","inadequately","1","","","","3"
"Yes, every 2 weeks","2012","Not Employed","general elemantary","2","","","","3"
"Yes, every 2 weeks","2012","Not Employed","middle vocational","9","","","","3"
"Yes, every 2 weeks","2012","Not Employed","higher education","3","","","","3"
"Yes, every 2 weeks","2012","Employed","in school","1","","","","3"
"Yes, every 2 weeks","2012","Employed","middle vocational","259","0.105133036336115","0.0926168178670198","0.11764925480521","3"
"Yes, every 2 weeks","2012","Employed","vocational + Abi","58","0.107726412591591","0.0820711314674468","0.133381693715735","3"
"Yes, every 2 weeks","2012","Employed","higher vocational","19","","","","3"
"Yes, every 2 weeks","2012","Employed","higher education","114","0.0895863510360639","0.0736392024430257","0.105533499629102","3"
"Yes, every 2 weeks","2012","Not Employed","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2012","Not Employed","higher vocational","1","","","","3"
"Yes, every 3-4 weeks","2012","Not Employed","higher education","1","","","","4"
"Yes, every 3-4 weeks","2012","Employed","inadequately","2","","","","4"
"Yes, every 3-4 weeks","2012","Employed","vocational + Abi","32","0.0503768381607749","0.0322777055199747","0.068475970801575","4"
"Yes, every 3-4 weeks","2012","Employed","higher vocational","13","","","","4"
"Yes, every 3-4 weeks","2012","Employed","higher education","90","0.0775643973542133","0.062628133506835","0.0925006612015916","4"
"Yes, every 3-4 weeks","2012","Employed","in school","5","","","","4"
"Yes, every 3-4 weeks","2012","Employed","general elemantary","11","","","","4"
"Yes, every 3-4 weeks","2012","Employed","middle vocational","141","0.0594069749405111","0.0497610497401584","0.0690529001408639","4"
"Yes, every 3-4 weeks","2012","Not Employed","middle vocational","5","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","in school","1","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2012","Not Employed","higher vocational","","","","","4"
"Yes, every week","2012","Employed","inadequately","12","","","","2"
"Yes, every week","2012","Employed","general elemantary","21","","","","2"
"Yes, every week","2012","Employed","vocational + Abi","32","0.0493874400101214","0.0314575885347212","0.0673172914855217","2"
"Yes, every week","2012","Employed","higher vocational","30","0.0905015983329555","0.0585644350396266","0.122438761626284","2"
"Yes, every week","2012","Employed","higher education","146","0.0978317447133225","0.0812425078848293","0.114420981541816","2"
"Yes, every week","2012","Employed","middle vocational","130","0.0567289414293761","0.0472895305958874","0.0661683522628648","2"
"Yes, every week","2012","Not Employed","middle vocational","9","","","","2"
"Yes, every week","2012","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2012","Not Employed","higher education","4","","","","2"
"Yes, every week","2012","Not Employed","in school","","","","","2"
"Yes, every week","2012","Not Employed","inadequately","","","","","2"
"Yes, every week","2012","Not Employed","general elemantary","2","","","","2"
"Yes, every week","2012","Not Employed","higher vocational","","","","","2"
"Yes, every week","2012","Employed","in school","5","","","","2"
"No, never","2013","Employed","inadequately","73","0.570043478020542","0.480718411453664","0.65936854458742","1"
"No, never","2013","Employed","general elemantary","755","0.715646285481326","0.688464128215915","0.742828442746738","1"
"No, never","2013","Employed","middle vocational","4467","0.634015865211829","0.62276831439373","0.645263416029928","1"
"No, never","2013","Employed","vocational + Abi","861","0.591860845447663","0.565123106415767","0.618598584479558","1"
"No, never","2013","Employed","higher vocational","619","0.521425800320769","0.491945545450955","0.550906055190583","1"
"No, never","2013","Not Employed","in school","8","","","","1"
"No, never","2013","Not Employed","inadequately","4","","","","1"
"No, never","2013","Not Employed","middle vocational","119","0.570372651088716","0.499611567821824","0.641133734355609","1"
"No, never","2013","Not Employed","vocational + Abi","25","","","","1"
"No, never","2013","Not Employed","higher vocational","13","","","","1"
"No, never","2013","Not Employed","higher education","43","0.47672285341209","0.363686970930899","0.589758735893282","1"
"No, never","2013","Employed","in school","31","0.542229610613501","0.416166526012182","0.66829269521482","1"
"No, never","2013","Not Employed","general elemantary","29","","","","1"
"No, never","2013","Employed","higher education","2090","0.511572009333194","0.496092888952515","0.527051129713873","1"
"Rarely","2013","Not Employed","in school","3","","","","5"
"Rarely","2013","Not Employed","inadequately","","","","","5"
"Rarely","2013","Not Employed","general elemantary","4","","","","5"
"Rarely","2013","Not Employed","middle vocational","19","","","","5"
"Rarely","2013","Not Employed","vocational + Abi","4","","","","5"
"Rarely","2013","Not Employed","higher vocational","1","","","","5"
"Rarely","2013","Not Employed","higher education","11","","","","5"
"Rarely","2013","Employed","in school","5","","","","5"
"Rarely","2013","Employed","inadequately","10","","","","5"
"Rarely","2013","Employed","general elemantary","96","0.0977637663870548","0.0798678331210868","0.115659699653023","5"
"Rarely","2013","Employed","middle vocational","1111","0.167601839448715","0.158880529567725","0.176323149329705","5"
"Rarely","2013","Employed","vocational + Abi","195","0.188082101454672","0.166823213803672","0.209340989105672","5"
"Rarely","2013","Employed","higher vocational","272","0.288561309945853","0.261822127467572","0.315300492424133","5"
"Rarely","2013","Employed","higher education","930","0.24126857232776","0.22801945236269","0.25451769229283","5"
"Yes, every 2 weeks","2013","Not Employed","in school","1","","","","3"
"Yes, every 2 weeks","2013","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2013","Employed","inadequately","16","","","","3"
"Yes, every 2 weeks","2013","Employed","general elemantary","104","0.0940838259973624","0.0764921689838914","0.111675483010833","3"
"Yes, every 2 weeks","2013","Not Employed","general elemantary","3","","","","3"
"Yes, every 2 weeks","2013","Not Employed","middle vocational","22","","","","3"
"Yes, every 2 weeks","2013","Not Employed","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2013","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2013","Not Employed","higher education","7","","","","3"
"Yes, every 2 weeks","2013","Employed","in school","7","","","","3"
"Yes, every 2 weeks","2013","Employed","middle vocational","784","0.105255642378366","0.0980901019802473","0.112421182776484","3"
"Yes, every 2 weeks","2013","Employed","vocational + Abi","129","0.101576593441323","0.0851424113090792","0.118010775573568","3"
"Yes, every 2 weeks","2013","Employed","higher vocational","93","0.0889747110168937","0.0721727936617173","0.10577662837207","3"
"Yes, every 2 weeks","2013","Employed","higher education","304","0.0838122044934056","0.0752311926446595","0.0923932163421516","3"
"Yes, every 3-4 weeks","2013","Employed","inadequately","9","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","middle vocational","13","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","higher vocational","2","","","","4"
"Yes, every 3-4 weeks","2013","Not Employed","higher education","7","","","","4"
"Yes, every 3-4 weeks","2013","Employed","in school","3","","","","4"
"Yes, every 3-4 weeks","2013","Employed","general elemantary","34","0.0272150700048105","0.0174107291342937","0.0370194108753273","4"
"Yes, every 3-4 weeks","2013","Employed","middle vocational","364","0.0488603874316636","0.0438268029802505","0.0538939718830767","4"
"Yes, every 3-4 weeks","2013","Employed","vocational + Abi","57","0.0632103599718556","0.0499722520838811","0.0764484678598301","4"
"Yes, every 3-4 weeks","2013","Employed","higher vocational","56","0.0560385026963189","0.0424653499518221","0.0696116554408157","4"
"Yes, every 3-4 weeks","2013","Employed","higher education","247","0.0667788895135143","0.0590484445576407","0.0745093344693878","4"
"Yes, every week","2013","Not Employed","middle vocational","15","","","","2"
"Yes, every week","2013","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2013","Not Employed","in school","1","","","","2"
"Yes, every week","2013","Not Employed","inadequately","1","","","","2"
"Yes, every week","2013","Not Employed","general elemantary","3","","","","2"
"Yes, every week","2013","Employed","inadequately","10","","","","2"
"Yes, every week","2013","Employed","general elemantary","69","0.0652910521294459","0.0504053168724236","0.0801767873864682","2"
"Yes, every week","2013","Employed","middle vocational","320","0.0442662655294269","0.0394636074146387","0.0490689236442151","2"
"Yes, every week","2013","Employed","vocational + Abi","56","0.0552700996844867","0.0428389957043495","0.0677012036646239","2"
"Yes, every week","2013","Employed","higher vocational","63","0.0449996760201657","0.0327657235815667","0.0572336284587646","2"
"Yes, every week","2013","Employed","higher education","435","0.0965683243321265","0.0874217677980389","0.105714880866214","2"
"Yes, every week","2013","Not Employed","higher vocational","","","","","2"
"Yes, every week","2013","Not Employed","higher education","7","","","","2"
"Yes, every week","2013","Employed","in school","14","","","","2"
"No, never","2014","Employed","inadequately","","","","","1"
"No, never","2014","Employed","general elemantary","","","","","1"
"No, never","2014","Employed","middle vocational","","","","","1"
"No, never","2014","Employed","vocational + Abi","","","","","1"
"No, never","2014","Employed","higher vocational","","","","","1"
"No, never","2014","Not Employed","in school","","","","","1"
"No, never","2014","Not Employed","inadequately","","","","","1"
"No, never","2014","Not Employed","general elemantary","","","","","1"
"No, never","2014","Not Employed","middle vocational","","","","","1"
"No, never","2014","Not Employed","vocational + Abi","","","","","1"
"No, never","2014","Not Employed","higher vocational","","","","","1"
"No, never","2014","Not Employed","higher education","","","","","1"
"No, never","2014","Employed","in school","","","","","1"
"No, never","2014","Employed","higher education","","","","","1"
"Rarely","2014","Not Employed","in school","","","","","5"
"Rarely","2014","Not Employed","inadequately","","","","","5"
"Rarely","2014","Not Employed","general elemantary","","","","","5"
"Rarely","2014","Not Employed","middle vocational","","","","","5"
"Rarely","2014","Not Employed","vocational + Abi","","","","","5"
"Rarely","2014","Not Employed","higher vocational","","","","","5"
"Rarely","2014","Not Employed","higher education","","","","","5"
"Rarely","2014","Employed","in school","","","","","5"
"Rarely","2014","Employed","inadequately","","","","","5"
"Rarely","2014","Employed","general elemantary","","","","","5"
"Rarely","2014","Employed","middle vocational","","","","","5"
"Rarely","2014","Employed","vocational + Abi","","","","","5"
"Rarely","2014","Employed","higher vocational","","","","","5"
"Rarely","2014","Employed","higher education","","","","","5"
"Yes, every 2 weeks","2014","Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","in school","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2014","Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2014","Not Employed","higher education","","","","","3"
"Yes, every 2 weeks","2014","Employed","in school","","","","","3"
"Yes, every 2 weeks","2014","Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2014","Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2014","Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2014","Employed","higher education","","","","","3"
"Yes, every 3-4 weeks","2014","Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2014","Not Employed","higher education","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2014","Employed","higher education","","","","","4"
"Yes, every week","2014","Not Employed","in school","","","","","2"
"Yes, every week","2014","Not Employed","inadequately","","","","","2"
"Yes, every week","2014","Not Employed","general elemantary","","","","","2"
"Yes, every week","2014","Not Employed","middle vocational","","","","","2"
"Yes, every week","2014","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2014","Employed","inadequately","","","","","2"
"Yes, every week","2014","Employed","general elemantary","","","","","2"
"Yes, every week","2014","Employed","middle vocational","","","","","2"
"Yes, every week","2014","Employed","vocational + Abi","","","","","2"
"Yes, every week","2014","Employed","higher vocational","","","","","2"
"Yes, every week","2014","Employed","higher education","","","","","2"
"Yes, every week","2014","Not Employed","higher vocational","","","","","2"
"Yes, every week","2014","Not Employed","higher education","","","","","2"
"Yes, every week","2014","Employed","in school","","","","","2"
"No, never","2015","Employed","inadequately","101","0.690269241056654","0.612558676181747","0.767979805931562","1"
"No, never","2015","Employed","general elemantary","815","0.694590482643551","0.668108486104761","0.72107247918234","1"
"No, never","2015","Employed","middle vocational","4250","0.627820443698172","0.616199825423654","0.639441061972691","1"
"No, never","2015","Employed","vocational + Abi","936","0.617640835562609","0.592601801076611","0.642679870048607","1"
"No, never","2015","Employed","higher vocational","557","0.533138069307534","0.502216454250933","0.564059684364136","1"
"No, never","2015","Not Employed","in school","8","","","","1"
"No, never","2015","Not Employed","inadequately","6","","","","1"
"No, never","2015","Not Employed","middle vocational","101","0.771211784059141","0.701381413728901","0.841042154389382","1"
"No, never","2015","Not Employed","vocational + Abi","14","","","","1"
"No, never","2015","Not Employed","higher vocational","5","","","","1"
"No, never","2015","Not Employed","higher education","44","0.639637297282363","0.524677100858168","0.754597493706558","1"
"No, never","2015","Employed","in school","17","","","","1"
"No, never","2015","Employed","higher education","2065","0.498394317190473","0.482897584068655","0.513891050312292","1"
"No, never","2015","Not Employed","general elemantary","39","0.572503149646582","0.44732519080267","0.697681108490494","1"
"Rarely","2015","Not Employed","in school","1","","","","5"
"Rarely","2015","Not Employed","inadequately","","","","","5"
"Rarely","2015","Not Employed","general elemantary","5","","","","5"
"Rarely","2015","Not Employed","middle vocational","16","","","","5"
"Rarely","2015","Not Employed","vocational + Abi","3","","","","5"
"Rarely","2015","Not Employed","higher vocational","","","","","5"
"Rarely","2015","Not Employed","higher education","7","","","","5"
"Rarely","2015","Employed","in school","8","","","","5"
"Rarely","2015","Employed","inadequately","8","","","","5"
"Rarely","2015","Employed","general elemantary","103","0.0986263043939236","0.0814830272133047","0.115769581574543","5"
"Rarely","2015","Employed","middle vocational","974","0.163091980155159","0.154210396325858","0.17197356398446","5"
"Rarely","2015","Employed","vocational + Abi","221","0.171916073436033","0.152475492235448","0.191356654636618","5"
"Rarely","2015","Employed","higher vocational","259","0.28058566538964","0.252739180929546","0.308432149849735","5"
"Rarely","2015","Employed","higher education","913","0.22856645809867","0.215551945828364","0.241580970368975","5"
"Yes, every 2 weeks","2015","Not Employed","in school","8","","","","3"
"Yes, every 2 weeks","2015","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2015","Not Employed","general elemantary","5","","","","3"
"Yes, every 2 weeks","2015","Not Employed","middle vocational","10","","","","3"
"Yes, every 2 weeks","2015","Employed","inadequately","14","","","","3"
"Yes, every 2 weeks","2015","Employed","general elemantary","121","0.0969989267941932","0.0799823332756277","0.114015520312759","3"
"Yes, every 2 weeks","2015","Not Employed","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2015","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2015","Employed","vocational + Abi","147","0.105708339070928","0.0898664108737665","0.12155026726809","3"
"Yes, every 2 weeks","2015","Employed","higher vocational","78","0.0734318115554767","0.0572648314082849","0.0895987917026685","3"
"Yes, every 2 weeks","2015","Employed","higher education","325","0.0913574444071716","0.0824276615889761","0.100287227225367","3"
"Yes, every 2 weeks","2015","Not Employed","higher education","3","","","","3"
"Yes, every 2 weeks","2015","Employed","in school","3","","","","3"
"Yes, every 2 weeks","2015","Employed","middle vocational","762","0.111311329091172","0.103750320044083","0.11887233813826","3"
"Yes, every 3-4 weeks","2015","Not Employed","in school","1","","","","4"
"Yes, every 3-4 weeks","2015","Not Employed","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2015","Not Employed","general elemantary","5","","","","4"
"Yes, every 3-4 weeks","2015","Employed","inadequately","4","","","","4"
"Yes, every 3-4 weeks","2015","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2015","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2015","Employed","middle vocational","319","0.0494149476400782","0.0442046814492539","0.0546252138309025","4"
"Yes, every 3-4 weeks","2015","Employed","higher vocational","47","0.050524993028482","0.0369498944874378","0.0641000915695263","4"
"Yes, every 3-4 weeks","2015","Not Employed","middle vocational","2","","","","4"
"Yes, every 3-4 weeks","2015","Not Employed","vocational + Abi","2","","","","4"
"Yes, every 3-4 weeks","2015","Employed","general elemantary","51","0.0457525634135642","0.0337386846836565","0.057766442143472","4"
"Yes, every 3-4 weeks","2015","Not Employed","higher education","7","","","","4"
"Yes, every 3-4 weeks","2015","Employed","vocational + Abi","75","0.0609825924339387","0.048652861806655","0.0733123230612224","4"
"Yes, every 3-4 weeks","2015","Employed","higher education","285","0.079555115245032","0.0711681404506442","0.0879420900394199","4"
"Yes, every week","2015","Not Employed","in school","5","","","","2"
"Yes, every week","2015","Not Employed","inadequately","","","","","2"
"Yes, every week","2015","Not Employed","general elemantary","6","","","","2"
"Yes, every week","2015","Not Employed","middle vocational","10","","","","2"
"Yes, every week","2015","Not Employed","vocational + Abi","2","","","","2"
"Yes, every week","2015","Employed","inadequately","9","","","","2"
