"plb0219","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No, never","2010","higher vocational","Rural Area","71","0.618615511011718","0.530223907582156","0.707007114441279","1"
"No, never","2010","higher education","Urban Area","378","0.453496063009212","0.420204443905866","0.486787682112559","1"
"No, never","2010","higher education","Rural Area","129","0.510705457493762","0.449708429742011","0.571702485245513","1"
"Rarely","2010","in school","Urban Area","1","","","","5"
"Rarely","2010","middle vocational","Urban Area","205","0.16599389762313","0.145055262640966","0.186932532605293","5"
"Rarely","2010","middle vocational","Rural Area","162","0.165193804731102","0.141714993352764","0.18867261610944","5"
"Rarely","2010","vocational + Abi","Urban Area","65","0.202439085814949","0.159977326460646","0.244900845169252","5"
"Rarely","2010","vocational + Abi","Rural Area","19","","","","5"
"Rarely","2010","higher vocational","Urban Area","46","0.288600564304617","0.219671974547519","0.357529154061715","5"
"Rarely","2010","higher vocational","Rural Area","27","","","","5"
"Rarely","2010","higher education","Urban Area","230","0.255242350562171","0.226085852317971","0.284398848806372","5"
"Rarely","2010","higher education","Rural Area","50","0.21243637929829","0.162525467149197","0.262347291447382","5"
"Rarely","2010","in school","Rural Area","","","","","5"
"Rarely","2010","inadequately","Urban Area","5","","","","5"
"Rarely","2010","inadequately","Rural Area","1","","","","5"
"Rarely","2010","general elemantary","Urban Area","30","0.114497564330999","0.0746264794389916","0.154368649223007","5"
"Rarely","2010","general elemantary","Rural Area","8","","","","5"
"Yes, every 2 weeks","2010","in school","Urban Area","","","","","3"
"Yes, every 2 weeks","2010","in school","Rural Area","","","","","3"
"Yes, every 2 weeks","2010","inadequately","Urban Area","5","","","","3"
"Yes, every 2 weeks","2010","inadequately","Rural Area","3","","","","3"
"Yes, every 2 weeks","2010","middle vocational","Urban Area","147","0.110749683969511","0.0930892670298842","0.128410100909137","3"
"Yes, every 2 weeks","2010","middle vocational","Rural Area","100","0.102316878064054","0.0831557282181447","0.121478027909964","3"
"Yes, every 2 weeks","2010","vocational + Abi","Urban Area","33","0.0957204042806475","0.0646302771744755","0.126810531386819","3"
"Yes, every 2 weeks","2010","vocational + Abi","Rural Area","16","","","","3"
"Yes, every 2 weeks","2010","higher vocational","Rural Area","5","","","","3"
"Yes, every 2 weeks","2010","general elemantary","Rural Area","17","","","","3"
"Yes, every 2 weeks","2010","higher vocational","Urban Area","21","","","","3"
"Yes, every 2 weeks","2010","higher education","Urban Area","105","0.13816712692311","0.11509086815779","0.161243385688429","3"
"Yes, every 2 weeks","2010","higher education","Rural Area","31","0.113203429213958","0.0745418106270372","0.151865047800878","3"
"Yes, every 2 weeks","2010","general elemantary","Urban Area","27","","","","3"
"Yes, every 3-4 weeks","2010","middle vocational","Urban Area","76","0.0636678046239667","0.0499276187951119","0.0774079904528214","4"
"Yes, every 3-4 weeks","2010","middle vocational","Rural Area","71","0.0737004815948516","0.0571809671057826","0.0902199960839206","4"
"Yes, every 3-4 weeks","2010","vocational + Abi","Urban Area","13","","","","4"
"Yes, every 3-4 weeks","2010","in school","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2010","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2010","inadequately","Urban Area","3","","","","4"
"Yes, every 3-4 weeks","2010","inadequately","Rural Area","1","","","","4"
"Yes, every 3-4 weeks","2010","general elemantary","Urban Area","15","","","","4"
"Yes, every 3-4 weeks","2010","general elemantary","Rural Area","6","","","","4"
"Yes, every 3-4 weeks","2010","vocational + Abi","Rural Area","8","","","","4"
"Yes, every 3-4 weeks","2010","higher vocational","Urban Area","6","","","","4"
"Yes, every 3-4 weeks","2010","higher vocational","Rural Area","6","","","","4"
"Yes, every 3-4 weeks","2010","higher education","Urban Area","73","0.0765014817366299","0.0587266894609549","0.094276274012305","4"
"Yes, every 3-4 weeks","2010","higher education","Rural Area","16","","","","4"
"Yes, every week","2010","in school","Urban Area","1","","","","2"
"Yes, every week","2010","in school","Rural Area","3","","","","2"
"Yes, every week","2010","inadequately","Urban Area","8","","","","2"
"Yes, every week","2010","inadequately","Rural Area","1","","","","2"
"Yes, every week","2010","general elemantary","Urban Area","13","","","","2"
"Yes, every week","2010","middle vocational","Urban Area","64","0.0505458258383142","0.0382176919320412","0.0628739597445873","2"
"Yes, every week","2010","middle vocational","Rural Area","57","0.0542336300970378","0.0399146307906481","0.0685526294034276","2"
"Yes, every week","2010","vocational + Abi","Urban Area","21","","","","2"
"Yes, every week","2010","vocational + Abi","Rural Area","12","","","","2"
"Yes, every week","2010","higher vocational","Urban Area","12","","","","2"
"Yes, every week","2010","higher vocational","Rural Area","7","","","","2"
"Yes, every week","2010","higher education","Urban Area","73","0.0765929777688766","0.0588084403844942","0.0943775151532591","2"
"Yes, every week","2010","higher education","Rural Area","32","0.100183945177967","0.0635474287784229","0.136820461577511","2"
"Yes, every week","2010","general elemantary","Rural Area","14","","","","2"
"No, never","2011","in school","Urban Area","24","","","","1"
"No, never","2011","in school","Rural Area","7","","","","1"
"No, never","2011","inadequately","Urban Area","67","0.694218601163425","0.60524050003684","0.783196702290011","1"
"No, never","2011","inadequately","Rural Area","28","","","","1"
"No, never","2011","general elemantary","Urban Area","535","0.713676218581966","0.681346088972561","0.74600634819137","1"
"No, never","2011","general elemantary","Rural Area","275","0.743952032833689","0.701654058385015","0.786250007282362","1"
"No, never","2011","middle vocational","Urban Area","3053","0.66066611205439","0.64703069431634","0.674301529792439","1"
"No, never","2011","middle vocational","Rural Area","1940","0.594601614310519","0.5775507098035","0.611652518817538","1"
"No, never","2011","vocational + Abi","Urban Area","640","0.589511224003475","0.559218379831871","0.61980406817508","1"
"No, never","2011","vocational + Abi","Rural Area","254","0.63733912521236","0.589315673872985","0.685362576551735","1"
"No, never","2011","higher vocational","Urban Area","402","0.516506553783114","0.480130774857292","0.552882332708935","1"
"No, never","2011","higher vocational","Rural Area","295","0.576150141488821","0.533135335438446","0.619164947539196","1"
"No, never","2011","higher education","Urban Area","1603","0.522307849570347","0.504905873678646","0.539709825462048","1"
"No, never","2011","higher education","Rural Area","578","0.480222514856658","0.451545839060068","0.508899190653247","1"
"Rarely","2011","in school","Urban Area","5","","","","5"
"Rarely","2011","higher vocational","Rural Area","102","0.229933412077231","0.193305742005663","0.266561082148799","5"
"Rarely","2011","middle vocational","Urban Area","636","0.13449585908258","0.124670400091977","0.144321318073183","5"
"Rarely","2011","middle vocational","Rural Area","514","0.189206359322977","0.175603932314546","0.202808786331409","5"
"Rarely","2011","vocational + Abi","Urban Area","176","0.192129138144337","0.167868011894415","0.216390264394258","5"
"Rarely","2011","vocational + Abi","Rural Area","51","0.182429349037323","0.143852413360238","0.221006284714408","5"
"Rarely","2011","higher vocational","Urban Area","162","0.257490186248815","0.225662099910826","0.289318272586804","5"
"Rarely","2011","higher education","Urban Area","718","0.230302284798132","0.215634299843587","0.244970269752676","5"
"Rarely","2011","higher education","Rural Area","264","0.2522266511787","0.227299118517287","0.277154183840113","5"
"Rarely","2011","in school","Rural Area","2","","","","5"
"Rarely","2011","inadequately","Urban Area","9","","","","5"
"Rarely","2011","inadequately","Rural Area","5","","","","5"
"Rarely","2011","general elemantary","Urban Area","73","0.0775528286584247","0.0584235895515803","0.0966820677652692","5"
"Rarely","2011","general elemantary","Rural Area","32","0.0631130611926769","0.0395468561541637","0.08667926623119","5"
"Yes, every 2 weeks","2011","in school","Urban Area","6","","","","3"
"Yes, every 2 weeks","2011","in school","Rural Area","2","","","","3"
"Yes, every 2 weeks","2011","inadequately","Urban Area","10","","","","3"
"Yes, every 2 weeks","2011","inadequately","Rural Area","3","","","","3"
"Yes, every 2 weeks","2011","middle vocational","Urban Area","463","0.0971250961947737","0.0885971718782375","0.10565302051131","3"
"Yes, every 2 weeks","2011","middle vocational","Rural Area","351","0.100229197227175","0.0897998663285405","0.11065852812581","3"
"Yes, every 2 weeks","2011","vocational + Abi","Urban Area","94","0.0983275463430172","0.0799915138309572","0.116663578855077","3"
"Yes, every 2 weeks","2011","vocational + Abi","Rural Area","50","0.134796787476207","0.100684051027147","0.168909523925268","3"
"Yes, every 2 weeks","2011","higher vocational","Urban Area","71","0.0950621107749384","0.0737123899486271","0.11641183160125","3"
"Yes, every 2 weeks","2011","higher vocational","Rural Area","45","0.0811083971359501","0.0573449651886216","0.104871829083279","3"
"Yes, every 2 weeks","2011","general elemantary","Urban Area","63","0.0922485183647328","0.0715522853435307","0.112944751385935","3"
"Yes, every 2 weeks","2011","general elemantary","Rural Area","54","0.10341583751424","0.0739054103964435","0.132926264632037","3"
"Yes, every 2 weeks","2011","higher education","Urban Area","260","0.0833749316999055","0.0737438549313194","0.0930060084684915","3"
"Yes, every 2 weeks","2011","higher education","Rural Area","103","0.097066640139162","0.0800739685587113","0.114059311719613","3"
"Yes, every 3-4 weeks","2011","middle vocational","Urban Area","235","0.048559459509662","0.0423694464677667","0.0547494725515573","4"
"Yes, every 3-4 weeks","2011","middle vocational","Rural Area","199","0.0607843536385362","0.0524863822399858","0.0690823250370867","4"
"Yes, every 3-4 weeks","2011","vocational + Abi","Urban Area","47","0.0523411899121937","0.0386263366188697","0.0660560432055176","4"
"Yes, every 3-4 weeks","2011","in school","Urban Area","1","","","","4"
"Yes, every 3-4 weeks","2011","in school","Rural Area","1","","","","4"
"Yes, every 3-4 weeks","2011","inadequately","Urban Area","5","","","","4"
"Yes, every 3-4 weeks","2011","inadequately","Rural Area","2","","","","4"
"Yes, every 3-4 weeks","2011","general elemantary","Urban Area","30","0.0406612052792986","0.026535691599176","0.0547867189594212","4"
"Yes, every 3-4 weeks","2011","general elemantary","Rural Area","19","","","","4"
"Yes, every 3-4 weeks","2011","higher vocational","Rural Area","34","0.0609475688902037","0.0401234216670456","0.0817717161133618","4"
"Yes, every 3-4 weeks","2011","higher education","Urban Area","222","0.0613278137206511","0.0529689556730978","0.0696866717682043","4"
"Yes, every 3-4 weeks","2011","higher education","Rural Area","90","0.0661575185428426","0.0518907625763161","0.0804242745093691","4"
"Yes, every 3-4 weeks","2011","vocational + Abi","Rural Area","19","","","","4"
"Yes, every 3-4 weeks","2011","higher vocational","Urban Area","40","0.0443804295511581","0.0293898868435316","0.0593709722587845","4"
"Yes, every week","2011","in school","Urban Area","6","","","","2"
"Yes, every week","2011","in school","Rural Area","1","","","","2"
"Yes, every week","2011","inadequately","Urban Area","12","","","","2"
"Yes, every week","2011","inadequately","Rural Area","4","","","","2"
"Yes, every week","2011","general elemantary","Urban Area","50","0.0758612291155783","0.0569244263698557","0.094798031861301","2"
"Yes, every week","2011","middle vocational","Urban Area","245","0.0591534731585947","0.0523596641558581","0.0659472821613313","2"
"Yes, every week","2011","middle vocational","Rural Area","181","0.0551784755007925","0.0472488420814324","0.0631081089201525","2"
"Yes, every week","2011","vocational + Abi","Urban Area","56","0.0676909015969769","0.0522209669534115","0.0831608362405424","2"
"Yes, every week","2011","vocational + Abi","Rural Area","11","","","","2"
"Yes, every week","2011","higher vocational","Urban Area","50","0.0865607196419747","0.0660925334624274","0.107028905821522","2"
"Yes, every week","2011","higher vocational","Rural Area","31","0.0518604804077939","0.0325586496399623","0.0711623111756255","2"
"Yes, every week","2011","higher education","Urban Area","362","0.102687120210964","0.092111857330795","0.113262383091133","2"
"Yes, every week","2011","higher education","Rural Area","131","0.104326675282637","0.0867809502302173","0.121872400335057","2"
"Yes, every week","2011","general elemantary","Rural Area","29","","","","2"
"No, never","2012","vocational + Abi","Urban Area","271","0.6585392490715","0.61263875183371","0.704439746309289","1"
"No, never","2012","vocational + Abi","Rural Area","120","0.724641180168086","0.657689568331499","0.791592792004672","1"
"No, never","2012","higher vocational","Urban Area","97","0.514803925124343","0.442979661333221","0.586628188915466","1"
"No, never","2012","higher vocational","Rural Area","87","0.627370515001616","0.545809641770906","0.708931388232327","1"
"No, never","2012","higher education","Urban Area","461","0.517459017441982","0.485480983901583","0.549437050982381","1"
"No, never","2012","in school","Urban Area","4","","","","1"
"No, never","2012","in school","Rural Area","5","","","","1"
"No, never","2012","inadequately","Urban Area","26","","","","1"
"No, never","2012","inadequately","Rural Area","11","","","","1"
"No, never","2012","general elemantary","Urban Area","188","0.742750905720915","0.688674259097161","0.796827552344669","1"
"No, never","2012","general elemantary","Rural Area","116","0.723603465859014","0.654308016507751","0.792898915210278","1"
"No, never","2012","middle vocational","Urban Area","863","0.665192013073857","0.63977201482473","0.690612011322984","1"
"No, never","2012","middle vocational","Rural Area","700","0.655721832608858","0.627528249154451","0.683915416063264","1"
"No, never","2012","higher education","Rural Area","172","0.545311476053519","0.491668432638634","0.598954519468405","1"
"Rarely","2012","in school","Urban Area","3","","","","5"
"Rarely","2012","middle vocational","Urban Area","167","0.115329216850868","0.0981238232497439","0.132534610451993","5"
"Rarely","2012","middle vocational","Rural Area","132","0.123423223400769","0.103905500931726","0.142940945869813","5"
"Rarely","2012","vocational + Abi","Urban Area","54","0.132775033527695","0.0999292021751387","0.165620864880252","5"
"Rarely","2012","vocational + Abi","Rural Area","11","","","","5"
"Rarely","2012","higher vocational","Urban Area","45","0.233138014461281","0.172372557178177","0.293903471744385","5"
"Rarely","2012","higher vocational","Rural Area","29","","","","5"
"Rarely","2012","higher education","Urban Area","215","0.215371960285179","0.1890648488534","0.241679071716958","5"
"Rarely","2012","higher education","Rural Area","63","0.208337914614794","0.164586895521638","0.25208893370795","5"
"Rarely","2012","in school","Rural Area","1","","","","5"
"Rarely","2012","inadequately","Urban Area","5","","","","5"
"Rarely","2012","inadequately","Rural Area","3","","","","5"
"Rarely","2012","general elemantary","Urban Area","20","","","","5"
"Rarely","2012","general elemantary","Rural Area","10","","","","5"
"Yes, every 2 weeks","2012","vocational + Abi","Urban Area","45","0.119304112352923","0.0879281645522758","0.15068006015357","3"
"Yes, every 2 weeks","2012","vocational + Abi","Rural Area","16","","","","3"
"Yes, every 2 weeks","2012","in school","Urban Area","1","","","","3"
"Yes, every 2 weeks","2012","in school","Rural Area","","","","","3"
"Yes, every 2 weeks","2012","inadequately","Urban Area","5","","","","3"
"Yes, every 2 weeks","2012","inadequately","Rural Area","5","","","","3"
"Yes, every 2 weeks","2012","middle vocational","Urban Area","147","0.100654846068303","0.0844485173951285","0.116861174741478","3"
"Yes, every 2 weeks","2012","middle vocational","Rural Area","121","0.107861782616274","0.0894546735963847","0.126268891636164","3"
"Yes, every 2 weeks","2012","higher vocational","Urban Area","13","","","","3"
"Yes, every 2 weeks","2012","higher vocational","Rural Area","7","","","","3"
"Yes, every 2 weeks","2012","higher education","Urban Area","91","0.0956437592429032","0.0768226697144761","0.11446484877133","3"
"Yes, every 2 weeks","2012","higher education","Rural Area","26","","","","3"
"Yes, every 2 weeks","2012","general elemantary","Urban Area","23","","","","3"
"Yes, every 2 weeks","2012","general elemantary","Rural Area","20","","","","3"
"Yes, every 3-4 weeks","2012","middle vocational","Urban Area","77","0.0588217112760697","0.0461478521312542","0.0714955704208852","4"
"Yes, every 3-4 weeks","2012","vocational + Abi","Urban Area","18","","","","4"
"Yes, every 3-4 weeks","2012","higher vocational","Rural Area","3","","","","4"
"Yes, every 3-4 weeks","2012","higher education","Urban Area","65","0.0733201200300853","0.0566390800853415","0.0900011599748291","4"
"Yes, every 3-4 weeks","2012","higher education","Rural Area","26","","","","4"
"Yes, every 3-4 weeks","2012","middle vocational","Rural Area","69","0.0587973548890995","0.0448382947046969","0.0727564150735021","4"
"Yes, every 3-4 weeks","2012","vocational + Abi","Rural Area","14","","","","4"
"Yes, every 3-4 weeks","2012","higher vocational","Urban Area","10","","","","4"
"Yes, every 3-4 weeks","2012","inadequately","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2012","in school","Urban Area","4","","","","4"
"Yes, every 3-4 weeks","2012","in school","Rural Area","2","","","","4"
"Yes, every 3-4 weeks","2012","inadequately","Urban Area","2","","","","4"
"Yes, every 3-4 weeks","2012","general elemantary","Urban Area","5","","","","4"
"Yes, every 3-4 weeks","2012","general elemantary","Rural Area","6","","","","4"
"Yes, every week","2012","vocational + Abi","Urban Area","22","","","","2"
"Yes, every week","2012","vocational + Abi","Rural Area","10","","","","2"
"Yes, every week","2012","higher vocational","Rural Area","9","","","","2"
"Yes, every week","2012","higher education","Urban Area","106","0.0982051429998503","0.0791607267540607","0.11724955924564","2"
"Yes, every week","2012","higher education","Rural Area","44","0.0976683655221186","0.0656872104105259","0.129649520633711","2"
"Yes, every week","2012","higher vocational","Urban Area","21","","","","2"
"Yes, every week","2012","inadequately","Rural Area","2","","","","2"
"Yes, every week","2012","general elemantary","Urban Area","15","","","","2"
"Yes, every week","2012","middle vocational","Urban Area","70","0.0600022127309018","0.0472098387525926","0.0727945867092111","2"
"Yes, every week","2012","in school","Urban Area","2","","","","2"
"Yes, every week","2012","in school","Rural Area","3","","","","2"
"Yes, every week","2012","inadequately","Urban Area","10","","","","2"
"Yes, every week","2012","general elemantary","Rural Area","8","","","","2"
"Yes, every week","2012","middle vocational","Rural Area","69","0.0541958064849989","0.0407613786421576","0.0676302343278402","2"
"No, never","2013","vocational + Abi","Urban Area","632","0.592704581737735","0.561672647088086","0.623736516387384","1"
"No, never","2013","vocational + Abi","Rural Area","254","0.613930704801466","0.563985480551201","0.66387592905173","1"
"No, never","2013","higher vocational","Urban Area","393","0.537444763414659","0.499886761866322","0.575002764962997","1"
"No, never","2013","higher vocational","Rural Area","239","0.505345310030767","0.458734983904434","0.551955636157101","1"
"No, never","2013","higher education","Urban Area","1587","0.522978702288953","0.505000484860272","0.540956919717634","1"
"No, never","2013","in school","Urban Area","27","","","","1"
"No, never","2013","in school","Rural Area","12","","","","1"
"No, never","2013","inadequately","Rural Area","29","","","","1"
"No, never","2013","general elemantary","Urban Area","540","0.72534034744891","0.69307229362811","0.757608401269711","1"
"No, never","2013","general elemantary","Rural Area","244","0.69097563573662","0.643439649754255","0.738511621718985","1"
"No, never","2013","middle vocational","Urban Area","2734","0.638913574562263","0.624433906507574","0.653393242616952","1"
"No, never","2013","middle vocational","Rural Area","1852","0.623081941228524","0.605760762939191","0.640403119517858","1"
"No, never","2013","inadequately","Urban Area","48","0.59282918505305","0.48516873125472","0.70048963885138","1"
"No, never","2013","higher education","Rural Area","546","0.473394578409168","0.444101143690342","0.502688013127993","1"
"Rarely","2013","in school","Urban Area","8","","","","5"
"Rarely","2013","in school","Rural Area","","","","","5"
"Rarely","2013","inadequately","Urban Area","7","","","","5"
"Rarely","2013","inadequately","Rural Area","3","","","","5"
"Rarely","2013","general elemantary","Urban Area","64","0.105704610749434","0.0834770460552368","0.12793217544363","5"
"Rarely","2013","general elemantary","Rural Area","36","0.0850049679630388","0.0563152485695793","0.113694687356498","5"
"Rarely","2013","middle vocational","Urban Area","653","0.17007663233507","0.158750717607845","0.181402547062295","5"
"Rarely","2013","middle vocational","Rural Area","477","0.164776181046359","0.151516593072568","0.17803576902015","5"
"Rarely","2013","vocational + Abi","Urban Area","156","0.196293578491253","0.171207272643233","0.221379884339273","5"
"Rarely","2013","vocational + Abi","Rural Area","43","0.154468988951322","0.117393483450533","0.191544494452111","5"
"Rarely","2013","higher vocational","Urban Area","164","0.279949332665569","0.246129223618116","0.313769441713023","5"
"Rarely","2013","higher vocational","Rural Area","109","0.295121660695642","0.252601530867618","0.337641790523665","5"
"Rarely","2013","higher education","Urban Area","673","0.234318177829666","0.219071932589104","0.249564423070229","5"
"Rarely","2013","higher education","Rural Area","268","0.26204732998108","0.236247305537008","0.287847354425153","5"
"Yes, every 2 weeks","2013","in school","Urban Area","6","","","","3"
"Yes, every 2 weeks","2013","in school","Rural Area","2","","","","3"
"Yes, every 2 weeks","2013","vocational + Abi","Urban Area","92","0.0950771932461114","0.07655131136741","0.113603075124813","3"
"Yes, every 2 weeks","2013","vocational + Abi","Rural Area","38","0.113981521138176","0.0813798191746081","0.146583223101744","3"
"Yes, every 2 weeks","2013","inadequately","Urban Area","11","","","","3"
"Yes, every 2 weeks","2013","inadequately","Rural Area","5","","","","3"
"Yes, every 2 weeks","2013","general elemantary","Urban Area","60","0.0861957965541879","0.065906170592032","0.106485422516344","3"
"Yes, every 2 weeks","2013","general elemantary","Rural Area","47","0.110441577409589","0.0781976216210214","0.142685533198157","3"
"Yes, every 2 weeks","2013","middle vocational","Urban Area","442","0.095272020755052","0.0864214013374271","0.104122640172677","3"
"Yes, every 2 weeks","2013","middle vocational","Rural Area","364","0.119453109523082","0.107861163489603","0.13104505555656","3"
"Yes, every 2 weeks","2013","higher vocational","Urban Area","53","0.0904573839325102","0.0688507410099313","0.112064026855089","3"
"Yes, every 2 weeks","2013","higher vocational","Rural Area","40","0.0831551650130432","0.0574139233069381","0.108896406719148","3"
"Yes, every 2 weeks","2013","higher education","Urban Area","210","0.0741888930852014","0.0647555336781042","0.0836222524922985","3"
"Yes, every 2 weeks","2013","higher education","Rural Area","101","0.114002399869094","0.0953562460148187","0.132648553723369","3"
"Yes, every 3-4 weeks","2013","vocational + Abi","Urban Area","40","0.0613846062325545","0.046224280907996","0.0765449315571129","4"
"Yes, every 3-4 weeks","2013","in school","Urban Area","1","","","","4"
"Yes, every 3-4 weeks","2013","in school","Rural Area","2","","","","4"
"Yes, every 3-4 weeks","2013","inadequately","Urban Area","7","","","","4"
"Yes, every 3-4 weeks","2013","inadequately","Rural Area","2","","","","4"
"Yes, every 3-4 weeks","2013","general elemantary","Urban Area","20","","","","4"
"Yes, every 3-4 weeks","2013","general elemantary","Rural Area","15","","","","4"
"Yes, every 3-4 weeks","2013","middle vocational","Urban Area","203","0.0482502601213963","0.0417901015252752","0.0547104187175174","4"
"Yes, every 3-4 weeks","2013","middle vocational","Rural Area","174","0.0510775523279184","0.0432086931014327","0.0589464115544041","4"
"Yes, every 3-4 weeks","2013","vocational + Abi","Rural Area","17","","","","4"
"Yes, every 3-4 weeks","2013","higher vocational","Urban Area","31","0.0493367792159006","0.0330230781444146","0.0656504802873865","4"
"Yes, every 3-4 weeks","2013","higher vocational","Rural Area","27","","","","4"
"Yes, every 3-4 weeks","2013","higher education","Urban Area","182","0.070516021563107","0.0613009100034539","0.0797311331227602","4"
"Yes, every 3-4 weeks","2013","higher education","Rural Area","72","0.0608012952639555","0.0467811939556921","0.074821396572219","4"
"Yes, every week","2013","inadequately","Rural Area","4","","","","2"
"Yes, every week","2013","general elemantary","Urban Area","51","0.060176388180573","0.0429838239221256","0.0773689524390204","2"
"Yes, every week","2013","in school","Urban Area","12","","","","2"
"Yes, every week","2013","in school","Rural Area","3","","","","2"
"Yes, every week","2013","inadequately","Urban Area","7","","","","2"
"Yes, every week","2013","vocational + Abi","Urban Area","43","0.0545400402923463","0.0401978907900457","0.0688821897946469","2"
"Yes, every week","2013","vocational + Abi","Rural Area","13","","","","2"
"Yes, every week","2013","higher vocational","Urban Area","36","0.0428117407713606","0.0275630035034876","0.0580604780392335","2"
"Yes, every week","2013","higher vocational","Rural Area","27","","","","2"
"Yes, every week","2013","higher education","Urban Area","313","0.0979982052330723","0.0872966104092926","0.108699800056852","2"
"Yes, every week","2013","higher education","Rural Area","129","0.0897543964767024","0.0729847790788351","0.10652401387457","2"
"Yes, every week","2013","general elemantary","Rural Area","21","","","","2"
"Yes, every week","2013","middle vocational","Urban Area","195","0.0474875122262186","0.0410760510711638","0.0538989733812733","2"
"Yes, every week","2013","middle vocational","Rural Area","140","0.0416112158741166","0.0344735298306204","0.0487489019176127","2"
"No, never","2014","vocational + Abi","Urban Area","","","","","1"
"No, never","2014","vocational + Abi","Rural Area","","","","","1"
"No, never","2014","higher vocational","Urban Area","","","","","1"
"No, never","2014","higher vocational","Rural Area","","","","","1"
"No, never","2014","higher education","Urban Area","","","","","1"
"No, never","2014","in school","Urban Area","","","","","1"
"No, never","2014","in school","Rural Area","","","","","1"
"No, never","2014","inadequately","Urban Area","","","","","1"
"No, never","2014","inadequately","Rural Area","","","","","1"
"No, never","2014","general elemantary","Urban Area","","","","","1"
"No, never","2014","general elemantary","Rural Area","","","","","1"
"No, never","2014","middle vocational","Urban Area","","","","","1"
"No, never","2014","middle vocational","Rural Area","","","","","1"
"No, never","2014","higher education","Rural Area","","","","","1"
"Rarely","2014","in school","Urban Area","","","","","5"
"Rarely","2014","in school","Rural Area","","","","","5"
"Rarely","2014","inadequately","Urban Area","","","","","5"
"Rarely","2014","inadequately","Rural Area","","","","","5"
"Rarely","2014","general elemantary","Urban Area","","","","","5"
"Rarely","2014","general elemantary","Rural Area","","","","","5"
"Rarely","2014","middle vocational","Urban Area","","","","","5"
"Rarely","2014","middle vocational","Rural Area","","","","","5"
"Rarely","2014","vocational + Abi","Urban Area","","","","","5"
"Rarely","2014","vocational + Abi","Rural Area","","","","","5"
"Rarely","2014","higher vocational","Urban Area","","","","","5"
"Rarely","2014","higher vocational","Rural Area","","","","","5"
"Rarely","2014","higher education","Urban Area","","","","","5"
"Rarely","2014","higher education","Rural Area","","","","","5"
"Yes, every 2 weeks","2014","vocational + Abi","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","in school","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","in school","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","inadequately","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","vocational + Abi","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","inadequately","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","general elemantary","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","general elemantary","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","middle vocational","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","middle vocational","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","higher vocational","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","higher vocational","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","higher education","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","higher education","Rural Area","","","","","3"
"Yes, every 3-4 weeks","2014","vocational + Abi","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","in school","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","inadequately","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","inadequately","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","general elemantary","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","general elemantary","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","middle vocational","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","middle vocational","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","vocational + Abi","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","higher vocational","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","higher vocational","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","higher education","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","higher education","Rural Area","","","","","4"
"Yes, every week","2014","in school","Urban Area","","","","","2"
"Yes, every week","2014","in school","Rural Area","","","","","2"
"Yes, every week","2014","inadequately","Urban Area","","","","","2"
"Yes, every week","2014","inadequately","Rural Area","","","","","2"
"Yes, every week","2014","general elemantary","Urban Area","","","","","2"
"Yes, every week","2014","vocational + Abi","Urban Area","","","","","2"
"Yes, every week","2014","vocational + Abi","Rural Area","","","","","2"
"Yes, every week","2014","higher vocational","Urban Area","","","","","2"
"Yes, every week","2014","higher vocational","Rural Area","","","","","2"
"Yes, every week","2014","higher education","Urban Area","","","","","2"
"Yes, every week","2014","higher education","Rural Area","","","","","2"
"Yes, every week","2014","general elemantary","Rural Area","","","","","2"
"Yes, every week","2014","middle vocational","Urban Area","","","","","2"
"Yes, every week","2014","middle vocational","Rural Area","","","","","2"
"No, never","2015","vocational + Abi","Urban Area","681","0.589074218856617","0.559744902046303","0.61840353566693","1"
