"plb0219","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2008","no migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2008","no migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2008","no migration background","general elemantary","","","","","4"
"Yes, every week","2008","indirect migration background","middle vocational","","","","","2"
"Yes, every week","2008","indirect migration background","vocational + Abi","","","","","2"
"Yes, every week","2008","direct migration background","in school","","","","","2"
"Yes, every week","2008","direct migration background","inadequately","","","","","2"
"Yes, every week","2008","direct migration background","general elemantary","","","","","2"
"Yes, every week","2008","direct migration background","middle vocational","","","","","2"
"Yes, every week","2008","direct migration background","vocational + Abi","","","","","2"
"Yes, every week","2008","direct migration background","higher vocational","","","","","2"
"Yes, every week","2008","direct migration background","higher education","","","","","2"
"Yes, every week","2008","indirect migration background","in school","","","","","2"
"Yes, every week","2008","indirect migration background","inadequately","","","","","2"
"Yes, every week","2008","indirect migration background","general elemantary","","","","","2"
"Yes, every week","2008","indirect migration background","higher vocational","","","","","2"
"Yes, every week","2008","indirect migration background","higher education","","","","","2"
"Yes, every week","2008","no migration background","in school","","","","","2"
"Yes, every week","2008","no migration background","inadequately","","","","","2"
"Yes, every week","2008","no migration background","vocational + Abi","","","","","2"
"Yes, every week","2008","no migration background","higher vocational","","","","","2"
"Yes, every week","2008","no migration background","higher education","","","","","2"
"Yes, every week","2008","no migration background","general elemantary","","","","","2"
"Yes, every week","2008","no migration background","middle vocational","","","","","2"
"No, never","2009","no migration background","in school","19","","","","1"
"No, never","2009","no migration background","inadequately","19","","","","1"
"No, never","2009","no migration background","general elemantary","284","0.68699515861079","0.64199952463867","0.73199079258291","1"
"No, never","2009","no migration background","middle vocational","2690","0.614070495565817","0.599455305256372","0.628685685875261","1"
"No, never","2009","no migration background","vocational + Abi","367","0.6421560093413","0.602382113572244","0.681929905110355","1"
"No, never","2009","no migration background","higher vocational","386","0.523179323180268","0.487071006120596","0.559287640239941","1"
"No, never","2009","no migration background","higher education","1172","0.456886949909128","0.436936861343716","0.47683703847454","1"
"No, never","2009","direct migration background","in school","","","","","1"
"No, never","2009","direct migration background","inadequately","13","","","","1"
"No, never","2009","direct migration background","general elemantary","99","0.67305279729194","0.594213632169614","0.751891962414265","1"
"No, never","2009","direct migration background","middle vocational","233","0.653763948417261","0.603117981249702","0.70440991558482","1"
"No, never","2009","direct migration background","vocational + Abi","76","0.616329266265868","0.525865985644048","0.706792546887688","1"
"No, never","2009","direct migration background","higher vocational","30","0.504355367896746","0.367135647449582","0.64157508834391","1"
"No, never","2009","direct migration background","higher education","110","0.641751712912936","0.573393174490099","0.710110251335772","1"
"No, never","2009","indirect migration background","in school","4","","","","1"
"No, never","2009","indirect migration background","inadequately","4","","","","1"
"No, never","2009","indirect migration background","general elemantary","70","0.668439743587957","0.572241632884672","0.764637854291241","1"
"No, never","2009","indirect migration background","middle vocational","130","0.696761716224509","0.631744011806027","0.761779420642991","1"
"No, never","2009","indirect migration background","vocational + Abi","17","","","","1"
"No, never","2009","indirect migration background","higher vocational","14","","","","1"
"No, never","2009","indirect migration background","higher education","35","0.4930381960587","0.379890592031213","0.606185800086187","1"
"Rarely","2009","direct migration background","higher vocational","5","","","","5"
"Rarely","2009","indirect migration background","higher education","22","","","","5"
"Rarely","2009","indirect migration background","higher vocational","4","","","","5"
"Rarely","2009","direct migration background","vocational + Abi","14","","","","5"
"Rarely","2009","indirect migration background","vocational + Abi","6","","","","5"
"Rarely","2009","direct migration background","middle vocational","42","0.128791045952729","0.0931334350021475","0.16444865690331","5"
"Rarely","2009","direct migration background","in school","","","","","5"
"Rarely","2009","direct migration background","inadequately","3","","","","5"
"Rarely","2009","direct migration background","general elemantary","11","","","","5"
"Rarely","2009","no migration background","in school","6","","","","5"
"Rarely","2009","no migration background","inadequately","2","","","","5"
"Rarely","2009","no migration background","general elemantary","42","0.0925773294749326","0.0644534552851307","0.120701203664734","5"
"Rarely","2009","no migration background","middle vocational","740","0.184663301042274","0.173013992152264","0.196312609932284","5"
"Rarely","2009","no migration background","vocational + Abi","100","0.171521456211937","0.140244041261033","0.202798871162842","5"
"Rarely","2009","no migration background","higher vocational","178","0.293795659949248","0.260865616739991","0.326725703158504","5"
"Rarely","2009","no migration background","higher education","610","0.270277686913018","0.252491647844651","0.288063725981386","5"
"Rarely","2009","direct migration background","higher education","38","0.165494669803386","0.11251323055623","0.218476109050542","5"
"Rarely","2009","indirect migration background","in school","1","","","","5"
"Rarely","2009","indirect migration background","inadequately","1","","","","5"
"Rarely","2009","indirect migration background","general elemantary","8","","","","5"
"Rarely","2009","indirect migration background","middle vocational","17","","","","5"
"Yes, every 2 weeks","2009","no migration background","in school","3","","","","3"
"Yes, every 2 weeks","2009","no migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2009","no migration background","general elemantary","42","0.104577390359129","0.0748846050837327","0.134270175634525","3"
"Yes, every 2 weeks","2009","no migration background","middle vocational","389","0.0904006151928075","0.0817916264431465","0.0990096039424685","3"
"Yes, every 2 weeks","2009","no migration background","vocational + Abi","39","0.0760046958043275","0.0540166776843849","0.09799271392427","3"
"Yes, every 2 weeks","2009","no migration background","higher vocational","84","0.096027741518816","0.074727705869914","0.117327777167718","3"
"Yes, every 2 weeks","2009","no migration background","higher education","174","0.0751585249390343","0.0645996388413189","0.0857174110367497","3"
"Yes, every 2 weeks","2009","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2009","direct migration background","inadequately","2","","","","3"
"Yes, every 2 weeks","2009","direct migration background","general elemantary","11","","","","3"
"Yes, every 2 weeks","2009","direct migration background","middle vocational","26","","","","3"
"Yes, every 2 weeks","2009","direct migration background","vocational + Abi","9","","","","3"
"Yes, every 2 weeks","2009","direct migration background","higher vocational","10","","","","3"
"Yes, every 2 weeks","2009","direct migration background","higher education","11","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","general elemantary","5","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","middle vocational","19","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","higher vocational","3","","","","3"
"Yes, every 2 weeks","2009","indirect migration background","higher education","5","","","","3"
"Yes, every 3-4 weeks","2009","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2009","direct migration background","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2009","direct migration background","general elemantary","7","","","","4"
"Yes, every 3-4 weeks","2009","direct migration background","middle vocational","18","","","","4"
"Yes, every 3-4 weeks","2009","direct migration background","vocational + Abi","8","","","","4"
"Yes, every 3-4 weeks","2009","direct migration background","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2009","direct migration background","higher education","11","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","general elemantary","3","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","middle vocational","12","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","vocational + Abi","1","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2009","indirect migration background","higher education","8","","","","4"
"Yes, every 3-4 weeks","2009","no migration background","in school","1","","","","4"
"Yes, every 3-4 weeks","2009","no migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2009","no migration background","general elemantary","15","","","","4"
"Yes, every 3-4 weeks","2009","no migration background","middle vocational","228","0.0612641624902979","0.0540644307053652","0.0684638942752307","4"
"Yes, every 3-4 weeks","2009","no migration background","vocational + Abi","25","","","","4"
"Yes, every 3-4 weeks","2009","no migration background","higher vocational","39","0.0257707205196119","0.0143156361854552","0.0372258048537686","4"
"Yes, every 3-4 weeks","2009","no migration background","higher education","163","0.0719301971460807","0.0615825579206618","0.0822778363714996","4"
"Yes, every week","2009","indirect migration background","vocational + Abi","1","","","","2"
"Yes, every week","2009","direct migration background","in school","","","","","2"
"Yes, every week","2009","direct migration background","inadequately","4","","","","2"
"Yes, every week","2009","direct migration background","general elemantary","8","","","","2"
"Yes, every week","2009","indirect migration background","higher vocational","1","","","","2"
"Yes, every week","2009","direct migration background","vocational + Abi","4","","","","2"
"Yes, every week","2009","direct migration background","middle vocational","20","","","","2"
"Yes, every week","2009","no migration background","in school","2","","","","2"
"Yes, every week","2009","no migration background","inadequately","3","","","","2"
"Yes, every week","2009","no migration background","general elemantary","25","","","","2"
"Yes, every week","2009","direct migration background","higher vocational","3","","","","2"
"Yes, every week","2009","direct migration background","higher education","19","","","","2"
"Yes, every week","2009","indirect migration background","in school","1","","","","2"
"Yes, every week","2009","indirect migration background","inadequately","","","","","2"
"Yes, every week","2009","indirect migration background","general elemantary","6","","","","2"
"Yes, every week","2009","indirect migration background","middle vocational","14","","","","2"
"Yes, every week","2009","indirect migration background","higher education","5","","","","2"
"Yes, every week","2009","no migration background","middle vocational","215","0.049601425708804","0.0430830207715761","0.0561198306460319","2"
"Yes, every week","2009","no migration background","vocational + Abi","27","","","","2"
"Yes, every week","2009","no migration background","higher vocational","48","0.061226554832056","0.0438943133587845","0.0785587963053275","2"
"Yes, every week","2009","no migration background","higher education","276","0.125746641092739","0.112467738550761","0.139025543634717","2"
"No, never","2010","no migration background","in school","8","","","","1"
"No, never","2010","no migration background","inadequately","20","","","","1"
"No, never","2010","no migration background","general elemantary","142","0.705171696787765","0.643354832561789","0.766988561013741","1"
"No, never","2010","no migration background","middle vocational","1068","0.608129579490015","0.585521191190071","0.63073796778996","1"
"No, never","2010","no migration background","vocational + Abi","215","0.636313443278053","0.585698060331797","0.686928826224309","1"
"No, never","2010","no migration background","higher vocational","131","0.49928947763708","0.436163351967197","0.562415603306964","1"
"No, never","2010","no migration background","higher education","427","0.49133284685739","0.459011080851878","0.523654612862902","1"
"No, never","2010","direct migration background","in school","3","","","","1"
"No, never","2010","direct migration background","inadequately","15","","","","1"
"No, never","2010","direct migration background","general elemantary","94","0.69468697665323","0.61867084272875","0.77070311057771","1"
"No, never","2010","direct migration background","middle vocational","155","0.595631019574492","0.536430748187746","0.654831290961238","1"
"No, never","2010","direct migration background","vocational + Abi","55","0.502429625016355","0.403437663440847","0.601421586591864","1"
"No, never","2010","direct migration background","higher vocational","10","","","","1"
"No, never","2010","direct migration background","higher education","55","0.361908205534014","0.283958862718821","0.439857548349207","1"
"No, never","2010","indirect migration background","in school","3","","","","1"
"No, never","2010","indirect migration background","inadequately","1","","","","1"
"No, never","2010","indirect migration background","general elemantary","11","","","","1"
"No, never","2010","indirect migration background","middle vocational","69","0.627450347047505","0.540583036885901","0.71431765720911","1"
"No, never","2010","indirect migration background","vocational + Abi","21","","","","1"
"No, never","2010","indirect migration background","higher vocational","11","","","","1"
"No, never","2010","indirect migration background","higher education","25","","","","1"
"Rarely","2010","direct migration background","middle vocational","39","0.156655041622245","0.112809954008082","0.200500129236407","5"
"Rarely","2010","indirect migration background","vocational + Abi","3","","","","5"
"Rarely","2010","direct migration background","higher vocational","7","","","","5"
"Rarely","2010","indirect migration background","middle vocational","21","","","","5"
"Rarely","2010","indirect migration background","higher education","7","","","","5"
"Rarely","2010","direct migration background","general elemantary","11","","","","5"
"Rarely","2010","direct migration background","vocational + Abi","20","","","","5"
"Rarely","2010","indirect migration background","higher vocational","3","","","","5"
"Rarely","2010","direct migration background","in school","","","","","5"
"Rarely","2010","direct migration background","inadequately","2","","","","5"
"Rarely","2010","no migration background","in school","1","","","","5"
"Rarely","2010","no migration background","inadequately","3","","","","5"
"Rarely","2010","no migration background","general elemantary","22","","","","5"
"Rarely","2010","no migration background","middle vocational","307","0.16754408061023","0.150248089024221","0.184840072196238","5"
"Rarely","2010","no migration background","vocational + Abi","61","0.166781071179422","0.127558478595058","0.206003663763786","5"
"Rarely","2010","no migration background","higher vocational","63","0.272175158184154","0.215982801182305","0.328367515186004","5"
"Rarely","2010","no migration background","higher education","232","0.247647053472074","0.219739759259137","0.275554347685011","5"
"Rarely","2010","direct migration background","higher education","41","0.26485659201004","0.193281306340321","0.336431877679759","5"
"Rarely","2010","indirect migration background","in school","","","","","5"
"Rarely","2010","indirect migration background","inadequately","1","","","","5"
"Rarely","2010","indirect migration background","general elemantary","5","","","","5"
"Yes, every 2 weeks","2010","no migration background","in school","","","","","3"
"Yes, every 2 weeks","2010","no migration background","inadequately","1","","","","3"
"Yes, every 2 weeks","2010","no migration background","general elemantary","23","","","","3"
"Yes, every 2 weeks","2010","no migration background","middle vocational","204","0.113606136887831","0.098909615044885","0.128302658730777","3"
"Yes, every 2 weeks","2010","no migration background","vocational + Abi","32","0.0784933801924388","0.0501958130428111","0.106790947342067","3"
"Yes, every 2 weeks","2010","no migration background","higher vocational","21","","","","3"
"Yes, every 2 weeks","2010","no migration background","higher education","105","0.111874657329023","0.0914951666593095","0.132254147998736","3"
"Yes, every 2 weeks","2010","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2010","direct migration background","inadequately","6","","","","3"
"Yes, every 2 weeks","2010","direct migration background","general elemantary","14","","","","3"
"Yes, every 2 weeks","2010","direct migration background","middle vocational","28","","","","3"
"Yes, every 2 weeks","2010","direct migration background","vocational + Abi","11","","","","3"
"Yes, every 2 weeks","2010","direct migration background","higher vocational","4","","","","3"
"Yes, every 2 weeks","2010","direct migration background","higher education","22","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","inadequately","1","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","general elemantary","7","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","middle vocational","15","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","vocational + Abi","6","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","higher vocational","1","","","","3"
"Yes, every 2 weeks","2010","indirect migration background","higher education","9","","","","3"
"Yes, every 3-4 weeks","2010","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2010","direct migration background","inadequately","2","","","","4"
"Yes, every 3-4 weeks","2010","direct migration background","general elemantary","12","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","middle vocational","6","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","vocational + Abi","1","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","higher education","7","","","","4"
"Yes, every 3-4 weeks","2010","no migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2010","direct migration background","middle vocational","22","","","","4"
"Yes, every 3-4 weeks","2010","direct migration background","vocational + Abi","2","","","","4"
"Yes, every 3-4 weeks","2010","direct migration background","higher vocational","2","","","","4"
"Yes, every 3-4 weeks","2010","direct migration background","higher education","12","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2010","indirect migration background","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2010","no migration background","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2010","no migration background","general elemantary","8","","","","4"
"Yes, every 3-4 weeks","2010","no migration background","middle vocational","119","0.0598567568913412","0.0488703949161971","0.0708431188664854","4"
"Yes, every 3-4 weeks","2010","no migration background","vocational + Abi","18","","","","4"
"Yes, every 3-4 weeks","2010","no migration background","higher vocational","10","","","","4"
"Yes, every 3-4 weeks","2010","no migration background","higher education","70","0.0659221886717311","0.049878742107776","0.0819656352356861","4"
"Yes, every week","2010","direct migration background","vocational + Abi","10","","","","2"
"Yes, every week","2010","direct migration background","middle vocational","20","","","","2"
"Yes, every week","2010","indirect migration background","middle vocational","8","","","","2"
"Yes, every week","2010","indirect migration background","higher vocational","3","","","","2"
"Yes, every week","2010","indirect migration background","vocational + Abi","2","","","","2"
"Yes, every week","2010","direct migration background","in school","","","","","2"
"Yes, every week","2010","direct migration background","inadequately","7","","","","2"
"Yes, every week","2010","direct migration background","general elemantary","10","","","","2"
"Yes, every week","2010","no migration background","in school","2","","","","2"
"Yes, every week","2010","no migration background","inadequately","2","","","","2"
"Yes, every week","2010","direct migration background","higher vocational","","","","","2"
"Yes, every week","2010","direct migration background","higher education","16","","","","2"
"Yes, every week","2010","indirect migration background","in school","2","","","","2"
"Yes, every week","2010","indirect migration background","inadequately","","","","","2"
"Yes, every week","2010","indirect migration background","general elemantary","3","","","","2"
"Yes, every week","2010","indirect migration background","higher education","4","","","","2"
"Yes, every week","2010","no migration background","general elemantary","14","","","","2"
"Yes, every week","2010","no migration background","middle vocational","93","0.0508634461205832","0.0406876701134439","0.0610392221277224","2"
"Yes, every week","2010","no migration background","vocational + Abi","21","","","","2"
"Yes, every week","2010","no migration background","higher vocational","16","","","","2"
"Yes, every week","2010","no migration background","higher education","85","0.0832232536697825","0.0653647743473029","0.101081732992262","2"
"No, never","2011","direct migration background","vocational + Abi","133","0.648351034579702","0.583924222939087","0.712777846220317","1"
"No, never","2011","direct migration background","higher vocational","46","0.650124247052315","0.540718089389246","0.759530404715384","1"
"No, never","2011","direct migration background","higher education","228","0.6373644284532","0.58958924070125","0.68513961620515","1"
"No, never","2011","indirect migration background","in school","5","","","","1"
"No, never","2011","indirect migration background","inadequately","6","","","","1"
"No, never","2011","no migration background","in school","26","","","","1"
"No, never","2011","no migration background","inadequately","49","0.760139669564055","0.658650535415149","0.86162880371296","1"
"No, never","2011","no migration background","general elemantary","537","0.729979481962697","0.698661544644117","0.761297419281277","1"
"No, never","2011","no migration background","middle vocational","4315","0.634619931886965","0.623165475922799","0.64607438785113","1"
"No, never","2011","no migration background","vocational + Abi","718","0.587655950001735","0.55880111307641","0.61651078692706","1"
"No, never","2011","no migration background","higher vocational","624","0.525699358972833","0.496324067728628","0.555074650217039","1"
"No, never","2011","no migration background","higher education","1871","0.491518846659543","0.475575403551881","0.507462289767204","1"
"No, never","2011","direct migration background","in school","","","","","1"
"No, never","2011","direct migration background","inadequately","40","0.71868965268733","0.610212151435668","0.827167153938993","1"
"No, never","2011","direct migration background","general elemantary","208","0.746516257691737","0.695472730217152","0.797559785166321","1"
"No, never","2011","direct migration background","middle vocational","462","0.675409456451054","0.640268999567324","0.710549913334783","1"
"No, never","2011","indirect migration background","general elemantary","65","0.601393968719023","0.509478986174859","0.693308951263187","1"
"No, never","2011","indirect migration background","middle vocational","216","0.580471684252294","0.528474335466248","0.63246903303834","1"
"No, never","2011","indirect migration background","vocational + Abi","43","0.671995298931146","0.561219039269421","0.782771558592871","1"
"No, never","2011","indirect migration background","higher vocational","27","","","","1"
"No, never","2011","indirect migration background","higher education","82","0.594743046913264","0.519833694425268","0.669652399401259","1"
"Rarely","2011","indirect migration background","higher education","38","0.189836840359535","0.129998076588261","0.249675604130809","5"
"Rarely","2011","indirect migration background","higher vocational","11","","","","5"
"Rarely","2011","indirect migration background","middle vocational","46","0.131258170631631","0.0956771352403182","0.166839206022945","5"
"Rarely","2011","indirect migration background","vocational + Abi","10","","","","5"
"Rarely","2011","direct migration background","in school","","","","","5"
"Rarely","2011","direct migration background","inadequately","5","","","","5"
"Rarely","2011","direct migration background","general elemantary","20","","","","5"
"Rarely","2011","direct migration background","middle vocational","66","0.0976908265066682","0.0754085026529261","0.11997315036041","5"
"Rarely","2011","direct migration background","vocational + Abi","34","0.112067707915591","0.0695042372579234","0.154631178573258","5"
"Rarely","2011","direct migration background","higher vocational","10","","","","5"
"Rarely","2011","direct migration background","higher education","66","0.153272225151943","0.117472728160499","0.189071722143387","5"
"Rarely","2011","indirect migration background","in school","1","","","","5"
"Rarely","2011","indirect migration background","inadequately","1","","","","5"
"Rarely","2011","indirect migration background","general elemantary","13","","","","5"
"Rarely","2011","no migration background","in school","6","","","","5"
"Rarely","2011","no migration background","inadequately","8","","","","5"
"Rarely","2011","no migration background","general elemantary","72","0.0771048949327949","0.0582876262092243","0.0959221636563654","5"
"Rarely","2011","no migration background","middle vocational","1038","0.163063058205466","0.154275477085271","0.171850639325661","5"
"Rarely","2011","no migration background","vocational + Abi","183","0.213273598209065","0.189262744608066","0.237284451810064","5"
"Rarely","2011","no migration background","higher vocational","243","0.261678925300697","0.235821004082613","0.287536846518781","5"
"Rarely","2011","no migration background","higher education","878","0.248819761879317","0.235032148057801","0.262607375700833","5"
"Yes, every 2 weeks","2011","no migration background","in school","8","","","","3"
"Yes, every 2 weeks","2011","no migration background","inadequately","4","","","","3"
"Yes, every 2 weeks","2011","no migration background","general elemantary","83","0.0959993450416386","0.0752187514714133","0.116779938611864","3"
"Yes, every 2 weeks","2011","no migration background","middle vocational","707","0.0960842260576234","0.0890739484333398","0.103094503681907","3"
"Yes, every 2 weeks","2011","no migration background","vocational + Abi","107","0.100602908196513","0.0829706394595995","0.118235176933426","3"
"Yes, every 2 weeks","2011","no migration background","higher vocational","100","0.0844016929264665","0.0680480439714531","0.10075534188148","3"
"Yes, every 2 weeks","2011","direct migration background","general elemantary","22","","","","3"
"Yes, every 2 weeks","2011","direct migration background","middle vocational","67","0.0953649652599562","0.0733211362968431","0.117408794223069","3"
"Yes, every 2 weeks","2011","direct migration background","vocational + Abi","30","0.136408142545843","0.0900974494902916","0.182718835601394","3"
"Yes, every 2 weeks","2011","direct migration background","higher vocational","9","","","","3"
"Yes, every 2 weeks","2011","direct migration background","higher education","33","0.0903380429493911","0.0618509163544333","0.118825169544349","3"
"Yes, every 2 weeks","2011","no migration background","higher education","314","0.0847622936978083","0.075879636524551","0.0936449508710656","3"
"Yes, every 2 weeks","2011","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2011","direct migration background","inadequately","7","","","","3"
"Yes, every 2 weeks","2011","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2011","indirect migration background","inadequately","2","","","","3"
"Yes, every 2 weeks","2011","indirect migration background","general elemantary","12","","","","3"
"Yes, every 2 weeks","2011","indirect migration background","middle vocational","40","0.143509629924273","0.106568361274487","0.180450898574059","3"
"Yes, every 2 weeks","2011","indirect migration background","vocational + Abi","7","","","","3"
"Yes, every 2 weeks","2011","indirect migration background","higher vocational","7","","","","3"
"Yes, every 2 weeks","2011","indirect migration background","higher education","16","","","","3"
"Yes, every 3-4 weeks","2011","indirect migration background","middle vocational","28","","","","4"
"Yes, every 3-4 weeks","2011","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2011","direct migration background","inadequately","4","","","","4"
"Yes, every 3-4 weeks","2011","direct migration background","general elemantary","13","","","","4"
"Yes, every 3-4 weeks","2011","direct migration background","vocational + Abi","7","","","","4"
"Yes, every 3-4 weeks","2011","direct migration background","higher vocational","2","","","","4"
"Yes, every 3-4 weeks","2011","direct migration background","higher education","26","","","","4"
"Yes, every 3-4 weeks","2011","indirect migration background","in school","1","","","","4"
"Yes, every 3-4 weeks","2011","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2011","indirect migration background","general elemantary","9","","","","4"
"Yes, every 3-4 weeks","2011","indirect migration background","vocational + Abi","4","","","","4"
"Yes, every 3-4 weeks","2011","indirect migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2011","indirect migration background","higher education","12","","","","4"
"Yes, every 3-4 weeks","2011","no migration background","in school","1","","","","4"
"Yes, every 3-4 weeks","2011","no migration background","vocational + Abi","55","0.0398875312012585","0.0284163847971065","0.0513586776054104","4"
"Yes, every 3-4 weeks","2011","no migration background","higher vocational","71","0.056425553119485","0.0428514045043341","0.0699997017346359","4"
"Yes, every 3-4 weeks","2011","no migration background","higher education","274","0.0639876193775073","0.0561827907500053","0.0717924480050092","4"
"Yes, every 3-4 weeks","2011","direct migration background","middle vocational","36","0.0488096556706626","0.0326384465918883","0.0649808647494369","4"
"Yes, every 3-4 weeks","2011","no migration background","general elemantary","27","","","","4"
"Yes, every 3-4 weeks","2011","no migration background","middle vocational","370","0.0513477781054861","0.0460977753821296","0.0565977808288425","4"
"Yes, every 3-4 weeks","2011","no migration background","inadequately","3","","","","4"
"Yes, every week","2011","indirect migration background","vocational + Abi","5","","","","2"
"Yes, every week","2011","indirect migration background","middle vocational","16","","","","2"
"Yes, every week","2011","direct migration background","in school","","","","","2"
"Yes, every week","2011","direct migration background","inadequately","10","","","","2"
"Yes, every week","2011","direct migration background","general elemantary","16","","","","2"
"Yes, every week","2011","direct migration background","middle vocational","51","0.0827250961116593","0.0620511062146542","0.103399086008664","2"
"Yes, every week","2011","direct migration background","vocational + Abi","7","","","","2"
"Yes, every week","2011","direct migration background","higher vocational","6","","","","2"
"Yes, every week","2011","direct migration background","higher education","36","0.068329083306544","0.0432560223309384","0.0934021442821496","2"
"Yes, every week","2011","indirect migration background","in school","3","","","","2"
"Yes, every week","2011","indirect migration background","inadequately","2","","","","2"
"Yes, every week","2011","indirect migration background","general elemantary","10","","","","2"
"Yes, every week","2011","indirect migration background","higher vocational","3","","","","2"
"Yes, every week","2011","indirect migration background","higher education","17","","","","2"
"Yes, every week","2011","no migration background","in school","4","","","","2"
"Yes, every week","2011","no migration background","inadequately","4","","","","2"
"Yes, every week","2011","no migration background","vocational + Abi","55","0.0585800123914294","0.0448144605536555","0.0723455642292032","2"
"Yes, every week","2011","no migration background","higher vocational","72","0.0717944696805179","0.0566080928061695","0.0869808465548664","2"
"Yes, every week","2011","no migration background","higher education","440","0.110911478385824","0.100896838264465","0.120926118507184","2"
"Yes, every week","2011","no migration background","middle vocational","359","0.05488500574446","0.0494673130095261","0.0603026984793939","2"
"Yes, every week","2011","no migration background","general elemantary","53","0.0713826994212213","0.0532210909142643","0.0895443079281783","2"
"No, never","2012","indirect migration background","in school","","","","","1"
"No, never","2012","indirect migration background","inadequately","4","","","","1"
"No, never","2012","indirect migration background","general elemantary","25","","","","1"
"No, never","2012","indirect migration background","middle vocational","87","0.725526378882233","0.648219166060563","0.802833591703904","1"
"No, never","2012","indirect migration background","vocational + Abi","23","","","","1"
"No, never","2012","indirect migration background","higher vocational","11","","","","1"
"No, never","2012","indirect migration background","higher education","21","","","","1"
"No, never","2012","no migration background","vocational + Abi","303","0.687486055625381","0.64432293112448","0.730649180126282","1"
"No, never","2012","no migration background","higher vocational","159","0.54341948329085","0.484971130049539","0.601867836532161","1"
"No, never","2012","no migration background","higher education","531","0.524902340986665","0.494595781469184","0.555208900504146","1"
"No, never","2012","direct migration background","in school","1","","","","1"
"No, never","2012","direct migration background","inadequately","14","","","","1"
"No, never","2012","direct migration background","general elemantary","100","0.75091642120038","0.676856918325056","0.824975924075703","1"
"No, never","2012","direct migration background","middle vocational","166","0.668585578184096","0.611258156095207","0.725913000272985","1"
"No, never","2012","direct migration background","vocational + Abi","65","0.662061392728043","0.568412404478813","0.755710380977273","1"
"No, never","2012","direct migration background","higher vocational","14","","","","1"
"No, never","2012","direct migration background","higher education","81","0.556184952342237","0.480145882459191","0.632224022225282","1"
"No, never","2012","no migration background","in school","8","","","","1"
"No, never","2012","no migration background","inadequately","19","","","","1"
"No, never","2012","no migration background","general elemantary","179","0.74282059144996","0.68740790517557","0.79823327772435","1"
"No, never","2012","no migration background","middle vocational","1310","0.654688668046849","0.633995025503222","0.675382310590476","1"
"Rarely","2012","indirect migration background","middle vocational","10","","","","5"
"Rarely","2012","indirect migration background","vocational + Abi","7","","","","5"
"Rarely","2012","indirect migration background","higher vocational","4","","","","5"
"Rarely","2012","indirect migration background","higher education","20","","","","5"
"Rarely","2012","direct migration background","in school","","","","","5"
"Rarely","2012","direct migration background","inadequately","3","","","","5"
"Rarely","2012","direct migration background","general elemantary","10","","","","5"
"Rarely","2012","direct migration background","middle vocational","29","","","","5"
