"plb0219","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2017","Employed","indirect migration background","123","0.110938857233062","0.0924966391096649","0.129381075356458"
"Yes, every 3-4 weeks","2017","Not Employed","no migration background","13","","",""
"Yes, every 3-4 weeks","2017","Not Employed","direct migration background","5","","",""
"Yes, every 3-4 weeks","2017","Not Employed","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2017","Employed","no migration background","807","0.0587323155526988","0.054564060154768","0.0629005709506296"
"Yes, every 3-4 weeks","2017","Employed","direct migration background","141","0.0577766430599089","0.0492061177301136","0.0663471683897042"
"Yes, every 3-4 weeks","2017","Employed","indirect migration background","70","0.0677560487069789","0.0529974773823792","0.0825146200315786"
"Rarely","2017","Not Employed","no migration background","16","","",""
"Rarely","2017","Not Employed","direct migration background","6","","",""
"Rarely","2017","Not Employed","indirect migration background","5","","",""
"Rarely","2017","Employed","no migration background","1880","0.168635556731246","0.161997675406802","0.17527343805569"
"Rarely","2017","Employed","direct migration background","294","0.118460378001421","0.10659007423134","0.130330681771502"
"Rarely","2017","Employed","indirect migration background","122","0.0922289392396686","0.0752376133661748","0.109220265113162"
"No, never","2018","Not Employed","no migration background","","","",""
"No, never","2018","Not Employed","direct migration background","","","",""
"No, never","2018","Not Employed","indirect migration background","","","",""
"No, never","2018","Employed","no migration background","","","",""
"No, never","2018","Employed","direct migration background","","","",""
"No, never","2018","Employed","indirect migration background","","","",""
"Yes, every week","2018","Not Employed","no migration background","","","",""
"Yes, every week","2018","Not Employed","direct migration background","","","",""
"Yes, every week","2018","Not Employed","indirect migration background","","","",""
"Yes, every week","2018","Employed","no migration background","","","",""
"Yes, every week","2018","Employed","direct migration background","","","",""
"Yes, every week","2018","Employed","indirect migration background","","","",""
"Yes, every 2 weeks","2018","Not Employed","no migration background","","","",""
"Yes, every 2 weeks","2018","Not Employed","direct migration background","","","",""
"Yes, every 2 weeks","2018","Not Employed","indirect migration background","","","",""
"Yes, every 2 weeks","2018","Employed","no migration background","","","",""
"Yes, every 2 weeks","2018","Employed","direct migration background","","","",""
"Yes, every 2 weeks","2018","Employed","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","no migration background","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","Not Employed","indirect migration background","","","",""
"Yes, every 3-4 weeks","2018","Employed","no migration background","","","",""
"Yes, every 3-4 weeks","2018","Employed","direct migration background","","","",""
"Yes, every 3-4 weeks","2018","Employed","indirect migration background","","","",""
"Rarely","2018","Not Employed","no migration background","","","",""
"Rarely","2018","Not Employed","direct migration background","","","",""
"Rarely","2018","Not Employed","indirect migration background","","","",""
"Rarely","2018","Employed","no migration background","","","",""
"Rarely","2018","Employed","direct migration background","","","",""
"Rarely","2018","Employed","indirect migration background","","","",""
"No, never","2019","Not Employed","no migration background","283","0.483800396325938","0.440555849361044","0.527044943290832"
"No, never","2019","Not Employed","direct migration background","63","0.634587127238966","0.542915971077088","0.726258283400844"
"No, never","2019","Not Employed","indirect migration background","41","0.650110545349402","0.531393992291154","0.76882709840765"
"No, never","2019","Employed","no migration background","7514","0.62826287792744","0.61976679656249","0.63675895929239"
"No, never","2019","Employed","direct migration background","1599","0.65213025600256","0.633204530345338","0.671055981659782"
"No, never","2019","Employed","indirect migration background","714","0.639166354380886","0.611530075767422","0.66680263299435"
"Yes, every week","2019","Not Employed","no migration background","49","0.096743479782455","0.071163169187751","0.122323790377159"
"Yes, every week","2019","Not Employed","direct migration background","12","","",""
"Yes, every week","2019","Not Employed","indirect migration background","2","","",""
"Yes, every week","2019","Employed","no migration background","890","0.061511286917597","0.057287306165018","0.0657352676701761"
"Yes, every week","2019","Employed","direct migration background","159","0.0759060706253632","0.065382252103481","0.0864298891472454"
"Yes, every week","2019","Employed","indirect migration background","91","0.0706582387587385","0.0559117634843681","0.0854047140331089"
"Yes, every 2 weeks","2019","Not Employed","no migration background","39","0.0879759941134813","0.063464226259887","0.112487761967076"
"Yes, every 2 weeks","2019","Not Employed","direct migration background","12","","",""
"Yes, every 2 weeks","2019","Not Employed","indirect migration background","11","","",""
"Yes, every 2 weeks","2019","Employed","no migration background","1151","0.0911566387775425","0.0860964272909504","0.0962168502641346"
"Yes, every 2 weeks","2019","Employed","direct migration background","276","0.110346793602872","0.0978968532768322","0.122796733928912"
"Yes, every 2 weeks","2019","Employed","indirect migration background","136","0.125111444520128","0.106072451117429","0.144150437922827"
"Yes, every 3-4 weeks","2019","Not Employed","no migration background","53","0.101769357322662","0.0756060972796021","0.127932617365722"
"Yes, every 3-4 weeks","2019","Not Employed","direct migration background","8","","",""
"Yes, every 3-4 weeks","2019","Not Employed","indirect migration background","4","","",""
"Yes, every 3-4 weeks","2019","Employed","no migration background","793","0.0574962794224969","0.0534037538211757","0.0615888050238182"
"Yes, every 3-4 weeks","2019","Employed","direct migration background","110","0.0481844432162462","0.0396748880436771","0.0566939983888152"
"Yes, every 3-4 weeks","2019","Employed","indirect migration background","62","0.0433832636091055","0.0316599821024951","0.0551065451157158"
"Rarely","2019","Not Employed","no migration background","89","0.229710772455463","0.193310301577303","0.266111243333623"
"Rarely","2019","Not Employed","direct migration background","11","","",""
"Rarely","2019","Not Employed","indirect migration background","4","","",""
"Rarely","2019","Employed","no migration background","2081","0.161572916954923","0.155102281559558","0.168043552350289"
"Rarely","2019","Employed","direct migration background","289","0.113432436552959","0.10083153594644","0.126033337159478"
"Rarely","2019","Employed","indirect migration background","157","0.121680698731142","0.102867780964324","0.14049361649796"
