"plb0219","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every week","2006","Lower Saxony","inadequately","","","","","2"
"Yes, every week","2006","Lower Saxony","general elemantary","","","","","2"
"Yes, every week","2006","Lower Saxony","middle vocational","","","","","2"
"Yes, every week","2006","North Rhine-Westphalia","inadequately","","","","","2"
"Yes, every week","2006","North Rhine-Westphalia","general elemantary","","","","","2"
"Yes, every week","2006","North Rhine-Westphalia","middle vocational","","","","","2"
"Yes, every week","2006","North Rhine-Westphalia","vocational + Abi","","","","","2"
"Yes, every week","2006","Rhineland-Palatinate,Saarland","middle vocational","","","","","2"
"Yes, every week","2006","North Rhine-Westphalia","higher vocational","","","","","2"
"Yes, every week","2006","Baden-Württemberg","higher vocational","","","","","2"
"Yes, every week","2006","Baden-Württemberg","higher education","","","","","2"
"Yes, every week","2006","Bavaria","in school","","","","","2"
"Yes, every week","2006","Bavaria","inadequately","","","","","2"
"Yes, every week","2006","Lower Saxony","vocational + Abi","","","","","2"
"Yes, every week","2006","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"Yes, every week","2006","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"Yes, every week","2006","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"Yes, every week","2006","Baden-Württemberg","in school","","","","","2"
"Yes, every week","2006","Baden-Württemberg","inadequately","","","","","2"
"Yes, every week","2006","Baden-Württemberg","general elemantary","","","","","2"
"Yes, every week","2006","Baden-Württemberg","middle vocational","","","","","2"
"Yes, every week","2006","Baden-Württemberg","vocational + Abi","","","","","2"
"Yes, every week","2006","Bremen","higher education","","","","","2"
"Yes, every week","2006","North Rhine-Westphalia","in school","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","in school","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Yes, every week","2006","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Yes, every week","2006","Saxony","in school","","","","","2"
"Yes, every week","2006","Saxony","inadequately","","","","","2"
"Yes, every week","2006","Saxony","general elemantary","","","","","2"
"Yes, every week","2006","Saxony","middle vocational","","","","","2"
"Yes, every week","2006","Saxony","vocational + Abi","","","","","2"
"Yes, every week","2006","Lower Saxony","higher vocational","","","","","2"
"Yes, every week","2006","Lower Saxony","higher education","","","","","2"
"Yes, every week","2006","Bremen","in school","","","","","2"
"Yes, every week","2006","Bremen","inadequately","","","","","2"
"Yes, every week","2006","Bremen","general elemantary","","","","","2"
"Yes, every week","2006","Bremen","middle vocational","","","","","2"
"Yes, every week","2006","Bremen","vocational + Abi","","","","","2"
"Yes, every week","2006","Bremen","higher vocational","","","","","2"
"Yes, every week","2006","Bavaria","general elemantary","","","","","2"
"Yes, every week","2006","Bavaria","middle vocational","","","","","2"
"Yes, every week","2006","Bavaria","vocational + Abi","","","","","2"
"Yes, every week","2006","Bavaria","higher vocational","","","","","2"
"Yes, every week","2006","Bavaria","higher education","","","","","2"
"Yes, every week","2006","Berlin","in school","","","","","2"
"Yes, every week","2006","Berlin","inadequately","","","","","2"
"Yes, every week","2006","Berlin","general elemantary","","","","","2"
"Yes, every week","2006","Berlin","middle vocational","","","","","2"
"Yes, every week","2006","Berlin","vocational + Abi","","","","","2"
"Yes, every week","2006","Berlin","higher vocational","","","","","2"
"Yes, every week","2006","Berlin","higher education","","","","","2"
"Yes, every week","2006","Brandenburg","in school","","","","","2"
"Yes, every week","2006","Brandenburg","inadequately","","","","","2"
"Yes, every week","2006","Brandenburg","general elemantary","","","","","2"
"Yes, every week","2006","Brandenburg","middle vocational","","","","","2"
"Yes, every week","2006","Brandenburg","vocational + Abi","","","","","2"
"Yes, every week","2006","Brandenburg","higher vocational","","","","","2"
"Yes, every week","2006","Brandenburg","higher education","","","","","2"
"Yes, every week","2006","Saxony","higher vocational","","","","","2"
"Yes, every week","2006","Saxony","higher education","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","in school","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","inadequately","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","general elemantary","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","middle vocational","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","vocational + Abi","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","higher vocational","","","","","2"
"Yes, every week","2006","Saxony-Anhalt","higher education","","","","","2"
"Yes, every week","2006","Thuringia","in school","","","","","2"
"Yes, every week","2006","Thuringia","inadequately","","","","","2"
"Yes, every week","2006","Thuringia","general elemantary","","","","","2"
"Yes, every week","2006","Thuringia","middle vocational","","","","","2"
"Yes, every week","2006","Thuringia","vocational + Abi","","","","","2"
"Yes, every week","2006","Thuringia","higher vocational","","","","","2"
"Yes, every week","2006","Thuringia","higher education","","","","","2"
"No, never","2007","Schleswig-Holstein","in school","1","","","","1"
"No, never","2007","Schleswig-Holstein","inadequately","1","","","","1"
"No, never","2007","Schleswig-Holstein","general elemantary","13","","","","1"
"No, never","2007","Schleswig-Holstein","middle vocational","110","0.686121975358764","0.614215298291133","0.758028652426396","1"
"No, never","2007","Schleswig-Holstein","vocational + Abi","14","","","","1"
"No, never","2007","Schleswig-Holstein","higher vocational","16","","","","1"
"No, never","2007","Schleswig-Holstein","higher education","38","0.487494576301485","0.376568176802853","0.598420975800116","1"
"No, never","2007","Hamburg","in school","1","","","","1"
"No, never","2007","Hamburg","inadequately","1","","","","1"
"No, never","2007","Hamburg","general elemantary","5","","","","1"
"No, never","2007","Hamburg","middle vocational","38","0.66284279390638","0.542216057511097","0.783469530301663","1"
"No, never","2007","Hamburg","vocational + Abi","9","","","","1"
"No, never","2007","Hamburg","higher vocational","8","","","","1"
"No, never","2007","Hamburg","higher education","36","0.455566189811633","0.32955162258904","0.581580757034227","1"
"No, never","2007","Lower Saxony","in school","","","","","1"
"No, never","2007","Lower Saxony","inadequately","7","","","","1"
"No, never","2007","Lower Saxony","general elemantary","38","0.641495894906089","0.52751353565317","0.755478254159008","1"
"No, never","2007","Lower Saxony","middle vocational","327","0.61229115777171","0.570613789637477","0.653968525905943","1"
"No, never","2007","Lower Saxony","vocational + Abi","48","0.60480097299865","0.498332811302315","0.711269134694986","1"
"No, never","2007","Lower Saxony","higher vocational","33","0.405452060037065","0.297863451056719","0.513040669017411","1"
"No, never","2007","Lower Saxony","higher education","106","0.455002914184213","0.388594150589391","0.521411677779035","1"
"No, never","2007","Bremen","in school","","","","","1"
"No, never","2007","Bremen","inadequately","","","","","1"
"No, never","2007","Bremen","general elemantary","4","","","","1"
"No, never","2007","Bremen","middle vocational","20","","","","1"
"No, never","2007","Bremen","vocational + Abi","6","","","","1"
"No, never","2007","Bremen","higher vocational","2","","","","1"
"No, never","2007","Bremen","higher education","9","","","","1"
"No, never","2007","North Rhine-Westphalia","in school","6","","","","1"
"No, never","2007","North Rhine-Westphalia","inadequately","12","","","","1"
"No, never","2007","North Rhine-Westphalia","general elemantary","117","0.661518621646406","0.59180785077178","0.731229392521032","1"
"No, never","2007","North Rhine-Westphalia","middle vocational","706","0.676206419879564","0.647616419224515","0.704796420534614","1"
"No, never","2007","North Rhine-Westphalia","vocational + Abi","156","0.705862045960455","0.646324314775656","0.765399777145254","1"
"No, never","2007","North Rhine-Westphalia","higher vocational","114","0.57147329157972","0.50271762936331","0.64022895379613","1"
"No, never","2007","North Rhine-Westphalia","higher education","289","0.432141820289939","0.392203716430176","0.472079924149702","1"
"No, never","2007","Hesse","in school","2","","","","1"
"No, never","2007","Hesse","inadequately","","","","","1"
"No, never","2007","Hesse","general elemantary","36","0.605371053837797","0.472524065416787","0.738218042258807","1"
"No, never","2007","Hesse","middle vocational","217","0.577821177015033","0.526871734101518","0.628770619928547","1"
"No, never","2007","Hesse","vocational + Abi","49","0.663319917488086","0.553396771804147","0.773243063172026","1"
"No, never","2007","Hesse","higher vocational","28","","","","1"
"No, never","2007","Hesse","higher education","112","0.496421552450885","0.434194227451508","0.558648877450262","1"
"No, never","2007","Rhineland-Palatinate,Saarland","in school","1","","","","1"
"No, never","2007","Rhineland-Palatinate,Saarland","inadequately","3","","","","1"
"No, never","2007","Rhineland-Palatinate,Saarland","general elemantary","43","0.75891436335313","0.650682653263874","0.867146073442385","1"
"No, never","2007","Rhineland-Palatinate,Saarland","middle vocational","213","0.631362856886896","0.579546719626937","0.683178994146855","1"
"No, never","2007","Rhineland-Palatinate,Saarland","vocational + Abi","31","0.759136856135186","0.629815973630061","0.88845773864031","1"
"No, never","2007","Rhineland-Palatinate,Saarland","higher vocational","40","0.519564442691909","0.400815181400091","0.638313703983728","1"
"No, never","2007","Rhineland-Palatinate,Saarland","higher education","69","0.556805464847241","0.47074730627165","0.642863623422832","1"
"No, never","2007","Baden-Württemberg","in school","2","","","","1"
"No, never","2007","Baden-Württemberg","inadequately","9","","","","1"
"No, never","2007","Baden-Württemberg","general elemantary","89","0.762971983413316","0.686884783027271","0.839059183799362","1"
"No, never","2007","Baden-Württemberg","middle vocational","506","0.727859626721069","0.694432823993294","0.761286429448845","1"
"No, never","2007","Baden-Württemberg","vocational + Abi","63","0.529200909190488","0.430376744596601","0.628025073784374","1"
"No, never","2007","Baden-Württemberg","higher vocational","79","0.614949797706611","0.531301920447317","0.698597674965905","1"
"No, never","2007","Baden-Württemberg","higher education","184","0.517439493506198","0.463769486909101","0.571109500103296","1"
"No, never","2007","Bavaria","in school","","","","","1"
"No, never","2007","Bavaria","inadequately","7","","","","1"
"No, never","2007","Bavaria","general elemantary","96","0.700772849676583","0.620816685606527","0.780729013746639","1"
"No, never","2007","Bavaria","middle vocational","617","0.664772285545991","0.6340840046896","0.695460566402382","1"
"No, never","2007","Bavaria","vocational + Abi","61","0.577076138253065","0.47976150579605","0.674390770710079","1"
"No, never","2007","Bavaria","higher vocational","72","0.469625877339336","0.385124679611058","0.554127075067614","1"
"No, never","2007","Bavaria","higher education","199","0.478900900945466","0.429385226314906","0.528416575576027","1"
"No, never","2007","Berlin","in school","1","","","","1"
"No, never","2007","Berlin","inadequately","2","","","","1"
"No, never","2007","Berlin","general elemantary","9","","","","1"
"No, never","2007","Berlin","middle vocational","94","0.631500039763203","0.55811636414225","0.704883715384157","1"
"No, never","2007","Berlin","vocational + Abi","15","","","","1"
"No, never","2007","Berlin","higher vocational","11","","","","1"
"No, never","2007","Berlin","higher education","91","0.486505490956246","0.41287236586071","0.560138616051782","1"
"No, never","2007","Brandenburg","in school","","","","","1"
"No, never","2007","Brandenburg","inadequately","","","","","1"
"No, never","2007","Brandenburg","general elemantary","10","","","","1"
"No, never","2007","Brandenburg","middle vocational","111","0.496601013725979","0.426424667196423","0.566777360255535","1"
"No, never","2007","Brandenburg","vocational + Abi","16","","","","1"
"No, never","2007","Brandenburg","higher vocational","22","","","","1"
"No, never","2007","Brandenburg","higher education","61","0.33855484240911","0.257208533700264","0.419901151117956","1"
"No, never","2007","Mecklenburg-Western Pomerania","in school","","","","","1"
"No, never","2007","Mecklenburg-Western Pomerania","inadequately","2","","","","1"
"No, never","2007","Mecklenburg-Western Pomerania","general elemantary","7","","","","1"
"No, never","2007","Mecklenburg-Western Pomerania","middle vocational","83","0.643070267768079","0.561648064731688","0.72449247080447","1"
"No, never","2007","Mecklenburg-Western Pomerania","vocational + Abi","2","","","","1"
"No, never","2007","Mecklenburg-Western Pomerania","higher vocational","12","","","","1"
"No, never","2007","Mecklenburg-Western Pomerania","higher education","38","0.604350508155639","0.492178004602763","0.716523011708514","1"
"No, never","2007","Saxony","in school","","","","","1"
"No, never","2007","Saxony","inadequately","1","","","","1"
"No, never","2007","Saxony","general elemantary","20","","","","1"
"No, never","2007","Saxony","middle vocational","249","0.57540982914087","0.526910553823163","0.623909104458577","1"
"No, never","2007","Saxony","vocational + Abi","23","","","","1"
"No, never","2007","Saxony","higher vocational","33","0.424295142200667","0.307679308236829","0.540910976164505","1"
"No, never","2007","Saxony","higher education","129","0.560257325593857","0.496524494753604","0.623990156434109","1"
"No, never","2007","Saxony-Anhalt","in school","2","","","","1"
"No, never","2007","Saxony-Anhalt","inadequately","2","","","","1"
"No, never","2007","Saxony-Anhalt","general elemantary","10","","","","1"
"No, never","2007","Saxony-Anhalt","middle vocational","115","0.564252670161509","0.494656560449348","0.63384877987367","1"
"No, never","2007","Saxony-Anhalt","vocational + Abi","15","","","","1"
"No, never","2007","Saxony-Anhalt","higher vocational","19","","","","1"
"No, never","2007","Saxony-Anhalt","higher education","73","0.47618720468246","0.395175349937648","0.557199059427271","1"
"No, never","2007","Thuringia","in school","","","","","1"
"No, never","2007","Thuringia","inadequately","","","","","1"
"No, never","2007","Thuringia","general elemantary","15","","","","1"
"No, never","2007","Thuringia","middle vocational","145","0.585502081462118","0.523689258719425","0.647314904204811","1"
"No, never","2007","Thuringia","vocational + Abi","11","","","","1"
"No, never","2007","Thuringia","higher vocational","21","","","","1"
"No, never","2007","Thuringia","higher education","70","0.611505123610844","0.524298360707391","0.698711886514296","1"
"Rarely","2007","Schleswig-Holstein","inadequately","","","","","5"
"Rarely","2007","Schleswig-Holstein","general elemantary","4","","","","5"
"Rarely","2007","Schleswig-Holstein","middle vocational","22","","","","5"
"Rarely","2007","Schleswig-Holstein","in school","1","","","","5"
"Rarely","2007","Lower Saxony","in school","1","","","","5"
"Rarely","2007","Hamburg","higher education","15","","","","5"
"Rarely","2007","Schleswig-Holstein","higher education","22","","","","5"
"Rarely","2007","Lower Saxony","inadequately","1","","","","5"
"Rarely","2007","Schleswig-Holstein","vocational + Abi","1","","","","5"
"Rarely","2007","Schleswig-Holstein","higher vocational","6","","","","5"
"Rarely","2007","Hamburg","in school","","","","","5"
"Rarely","2007","Hamburg","inadequately","","","","","5"
"Rarely","2007","Hamburg","general elemantary","2","","","","5"
"Rarely","2007","Hamburg","middle vocational","10","","","","5"
"Rarely","2007","Hamburg","higher vocational","2","","","","5"
"Rarely","2007","Lower Saxony","general elemantary","10","","","","5"
"Rarely","2007","Hamburg","vocational + Abi","8","","","","5"
"Rarely","2007","Lower Saxony","middle vocational","89","0.155397273442098","0.124407644505344","0.186386902378852","5"
"Rarely","2007","Lower Saxony","vocational + Abi","19","","","","5"
"Rarely","2007","Lower Saxony","higher vocational","18","","","","5"
"Rarely","2007","Lower Saxony","higher education","56","0.302952084027187","0.241669156427137","0.364235011627236","5"
"Rarely","2007","Bremen","in school","","","","","5"
"Rarely","2007","Bremen","inadequately","","","","","5"
"Rarely","2007","Bremen","general elemantary","","","","","5"
"Rarely","2007","Bremen","middle vocational","4","","","","5"
"Rarely","2007","Bremen","vocational + Abi","2","","","","5"
"Rarely","2007","Bremen","higher vocational","","","","","5"
"Rarely","2007","Bremen","higher education","8","","","","5"
"Rarely","2007","North Rhine-Westphalia","inadequately","2","","","","5"
"Rarely","2007","North Rhine-Westphalia","general elemantary","19","","","","5"
"Rarely","2007","North Rhine-Westphalia","middle vocational","161","0.148050822801413","0.126351176240005","0.169750469362822","5"
"Rarely","2007","North Rhine-Westphalia","vocational + Abi","31","0.100790753012519","0.061454086038343","0.140127419986695","5"
"Rarely","2007","North Rhine-Westphalia","higher vocational","43","0.230265468068017","0.171772124799608","0.288758811336426","5"
"Rarely","2007","North Rhine-Westphalia","higher education","147","0.29161900543501","0.254975609666927","0.328262401203093","5"
"Rarely","2007","Hesse","in school","","","","","5"
"Rarely","2007","Hesse","inadequately","","","","","5"
"Rarely","2007","Hesse","general elemantary","7","","","","5"
"Rarely","2007","Hesse","middle vocational","70","0.218960426676147","0.176301116839767","0.261619736512527","5"
"Rarely","2007","Hesse","vocational + Abi","10","","","","5"
"Rarely","2007","Hesse","higher vocational","13","","","","5"
"Rarely","2007","Hesse","higher education","71","0.260397260772746","0.205778767948207","0.315015753597286","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","in school","","","","","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","general elemantary","9","","","","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","middle vocational","51","0.153184230417829","0.114500578010725","0.191867882824932","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","vocational + Abi","4","","","","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","higher vocational","11","","","","5"
"Rarely","2007","Rhineland-Palatinate,Saarland","higher education","29","","","","5"
"Rarely","2007","Baden-Württemberg","in school","","","","","5"
"Rarely","2007","Baden-Württemberg","inadequately","","","","","5"
"Rarely","2007","Baden-Württemberg","general elemantary","10","","","","5"
"Rarely","2007","Baden-Württemberg","middle vocational","79","0.114281963295019","0.0903867382110412","0.138177188378997","5"
"Rarely","2007","Baden-Württemberg","vocational + Abi","13","","","","5"
"Rarely","2007","Baden-Württemberg","higher vocational","26","","","","5"
"Rarely","2007","Baden-Württemberg","higher education","83","0.266370674967949","0.218891023608516","0.313850326327382","5"
"Rarely","2007","Bavaria","in school","","","","","5"
"Rarely","2007","Bavaria","inadequately","1","","","","5"
"Rarely","2007","Bavaria","general elemantary","15","","","","5"
"Rarely","2007","Bavaria","middle vocational","150","0.186467538145462","0.161148033115186","0.211787043175739","5"
"Rarely","2007","Bavaria","vocational + Abi","13","","","","5"
"Rarely","2007","Bavaria","higher vocational","32","0.296716157453142","0.219371270351653","0.374061044554631","5"
"Rarely","2007","North Rhine-Westphalia","in school","","","","","5"
"Rarely","2007","Bavaria","higher education","102","0.278291650175063","0.233870411427232","0.322712888922895","5"
"Rarely","2007","Berlin","in school","","","","","5"
"Rarely","2007","Berlin","inadequately","","","","","5"
"Rarely","2007","Berlin","general elemantary","3","","","","5"
"Rarely","2007","Berlin","middle vocational","32","0.193901539967656","0.133759421487297","0.254043658448014","5"
"Rarely","2007","Berlin","vocational + Abi","3","","","","5"
"Rarely","2007","Berlin","higher vocational","11","","","","5"
"Rarely","2007","Berlin","higher education","44","0.299656017403768","0.232167690737173","0.367144344070364","5"
"Rarely","2007","Brandenburg","in school","","","","","5"
"Rarely","2007","Brandenburg","inadequately","","","","","5"
"Rarely","2007","Brandenburg","general elemantary","2","","","","5"
"Rarely","2007","Brandenburg","middle vocational","38","0.234777514499564","0.175286291495634","0.294268737503494","5"
"Rarely","2007","Brandenburg","vocational + Abi","5","","","","5"
"Rarely","2007","Brandenburg","higher vocational","8","","","","5"
"Rarely","2007","Brandenburg","higher education","40","0.360004181762976","0.27749186985367","0.442516493672283","5"
"Rarely","2007","Mecklenburg-Western Pomerania","in school","","","","","5"
"Rarely","2007","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Rarely","2007","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"Rarely","2007","Mecklenburg-Western Pomerania","middle vocational","16","","","","5"
"Rarely","2007","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","5"
"Rarely","2007","Mecklenburg-Western Pomerania","higher vocational","1","","","","5"
"Rarely","2007","Mecklenburg-Western Pomerania","higher education","17","","","","5"
"Rarely","2007","Saxony","in school","","","","","5"
"Rarely","2007","Saxony","inadequately","","","","","5"
"Rarely","2007","Saxony","general elemantary","4","","","","5"
"Rarely","2007","Saxony","middle vocational","65","0.135652913239444","0.102054382051578","0.169251444427311","5"
"Rarely","2007","Saxony","vocational + Abi","8","","","","5"
"Rarely","2007","Saxony","higher vocational","19","","","","5"
"Rarely","2007","Saxony","higher education","51","0.18289506483315","0.133257548760782","0.232532580905518","5"
"Rarely","2007","Saxony-Anhalt","in school","","","","","5"
"Rarely","2007","Saxony-Anhalt","inadequately","","","","","5"
"Rarely","2007","Saxony-Anhalt","general elemantary","1","","","","5"
"Rarely","2007","Saxony-Anhalt","middle vocational","26","","","","5"
"Rarely","2007","Saxony-Anhalt","vocational + Abi","8","","","","5"
"Rarely","2007","Saxony-Anhalt","higher vocational","13","","","","5"
"Rarely","2007","Saxony-Anhalt","higher education","36","0.257610985663807","0.186674507794449","0.328547463533164","5"
"Rarely","2007","Thuringia","in school","","","","","5"
"Rarely","2007","Thuringia","inadequately","","","","","5"
"Rarely","2007","Thuringia","general elemantary","","","","","5"
"Rarely","2007","Thuringia","middle vocational","51","0.165926187318649","0.119248117656244","0.212604256981055","5"
"Rarely","2007","Thuringia","vocational + Abi","3","","","","5"
"Rarely","2007","Thuringia","higher vocational","7","","","","5"
"Rarely","2007","Thuringia","higher education","25","","","","5"
"Yes, every 2 weeks","2007","Schleswig-Holstein","in school","","","","","3"
"Yes, every 2 weeks","2007","Schleswig-Holstein","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Schleswig-Holstein","general elemantary","2","","","","3"
"Yes, every 2 weeks","2007","Schleswig-Holstein","middle vocational","15","","","","3"
"Yes, every 2 weeks","2007","Schleswig-Holstein","vocational + Abi","2","","","","3"
"Yes, every 2 weeks","2007","Schleswig-Holstein","higher vocational","3","","","","3"
"Yes, every 2 weeks","2007","Schleswig-Holstein","higher education","7","","","","3"
"Yes, every 2 weeks","2007","Hamburg","in school","","","","","3"
"Yes, every 2 weeks","2007","Hamburg","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Hamburg","general elemantary","","","","","3"
"Yes, every 2 weeks","2007","Hamburg","middle vocational","2","","","","3"
"Yes, every 2 weeks","2007","Hamburg","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2007","Hamburg","higher vocational","","","","","3"
"Yes, every 2 weeks","2007","Hamburg","higher education","2","","","","3"
"Yes, every 2 weeks","2007","Lower Saxony","in school","","","","","3"
"Yes, every 2 weeks","2007","Lower Saxony","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Lower Saxony","general elemantary","9","","","","3"
"Yes, every 2 weeks","2007","Lower Saxony","middle vocational","39","0.0803663191684759","0.0571115029046181","0.103621135432334","3"
"Yes, every 2 weeks","2007","Lower Saxony","vocational + Abi","6","","","","3"
"Yes, every 2 weeks","2007","Lower Saxony","higher vocational","13","","","","3"
"Yes, every 2 weeks","2007","Lower Saxony","higher education","12","","","","3"
"Yes, every 2 weeks","2007","Bremen","in school","","","","","3"
"Yes, every 2 weeks","2007","Bremen","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Bremen","general elemantary","","","","","3"
"Yes, every 2 weeks","2007","Bremen","middle vocational","6","","","","3"
"Yes, every 2 weeks","2007","Bremen","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2007","Bremen","higher vocational","2","","","","3"
"Yes, every 2 weeks","2007","Bremen","higher education","4","","","","3"
"Yes, every 2 weeks","2007","Hesse","in school","1","","","","3"
"Yes, every 2 weeks","2007","Hesse","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Hesse","general elemantary","3","","","","3"
"Yes, every 2 weeks","2007","Hesse","middle vocational","29","","","","3"
"Yes, every 2 weeks","2007","Hesse","vocational + Abi","5","","","","3"
"Yes, every 2 weeks","2007","Hesse","higher vocational","9","","","","3"
"Yes, every 2 weeks","2007","Hesse","higher education","20","","","","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","inadequately","1","","","","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","general elemantary","1","","","","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","middle vocational","33","0.0923707626227","0.0612716872056862","0.123469838039714","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","vocational + Abi","5","","","","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","higher vocational","9","","","","3"
"Yes, every 2 weeks","2007","Rhineland-Palatinate,Saarland","higher education","6","","","","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","in school","","","","","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","general elemantary","9","","","","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","middle vocational","37","0.0804304821329692","0.0600047724688155","0.100856191797123","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","vocational + Abi","5","","","","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","higher vocational","9","","","","3"
"Yes, every 2 weeks","2007","Baden-Württemberg","higher education","18","","","","3"
"Yes, every 2 weeks","2007","Bavaria","in school","1","","","","3"
"Yes, every 2 weeks","2007","Bavaria","inadequately","2","","","","3"
"Yes, every 2 weeks","2007","Bavaria","general elemantary","3","","","","3"
"Yes, every 2 weeks","2007","Bavaria","middle vocational","56","0.048232819611334","0.0343043680778869","0.0621612711447811","3"
"Yes, every 2 weeks","2007","Bavaria","vocational + Abi","11","","","","3"
"Yes, every 2 weeks","2007","Bavaria","higher vocational","10","","","","3"
"Yes, every 2 weeks","2007","Bavaria","higher education","21","","","","3"
"Yes, every 2 weeks","2007","Berlin","in school","","","","","3"
"Yes, every 2 weeks","2007","Berlin","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Berlin","general elemantary","2","","","","3"
"Yes, every 2 weeks","2007","Berlin","middle vocational","17","","","","3"
"Yes, every 2 weeks","2007","Berlin","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2007","Berlin","higher vocational","3","","","","3"
"Yes, every 2 weeks","2007","Berlin","higher education","16","","","","3"
"Yes, every 2 weeks","2007","Brandenburg","in school","","","","","3"
"Yes, every 2 weeks","2007","Brandenburg","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","in school","","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","general elemantary","2","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","middle vocational","18","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","higher vocational","3","","","","3"
"Yes, every 2 weeks","2007","Mecklenburg-Western Pomerania","higher education","6","","","","3"
"Yes, every 2 weeks","2007","Saxony","in school","","","","","3"
"Yes, every 2 weeks","2007","Saxony","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Saxony","general elemantary","5","","","","3"
"Yes, every 2 weeks","2007","Saxony","middle vocational","53","0.205274102977984","0.165642886126174","0.244905319829795","3"
"Yes, every 2 weeks","2007","Saxony","vocational + Abi","5","","","","3"
"Yes, every 2 weeks","2007","Saxony","higher vocational","8","","","","3"
"Yes, every 2 weeks","2007","Saxony","higher education","22","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","in school","","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","general elemantary","3","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","middle vocational","26","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","higher vocational","6","","","","3"
"Yes, every 2 weeks","2007","Saxony-Anhalt","higher education","13","","","","3"
"Yes, every 2 weeks","2007","Thuringia","in school","","","","","3"
"Yes, every 2 weeks","2007","Thuringia","inadequately","","","","","3"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","in school","3","","","","3"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","inadequately","3","","","","3"
"Yes, every 2 weeks","2007","North Rhine-Westphalia","general elemantary","22","","","","3"
