"plb0219","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2008","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Other degree","(0) in school","","","",""
"Yes, every 2 weeks","2008","Other degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Other degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Other degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(0) in school","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","Other degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(0) in school","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2008","lower secondary degree","(0) in school","","","",""
"Rarely","2008","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2008","lower secondary degree","(1b) general elementary school","","","",""
"Rarely","2008","lower secondary degree","(1c) basic vocational qualification","","","",""
"Rarely","2008","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2008","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","2008","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely","2008","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","2008","secondary school degree","(0) in school","","","",""
"Rarely","2008","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2008","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2008","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2008","secondary school degree","(2b) intermediate general qualification","","","",""
"Rarely","2008","secondary school degree","(2a) intermediate vocational","","","",""
"Rarely","2008","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely","2008","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely","2008","college entrance qualification","(0) in school","","","",""
"Rarely","2008","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2008","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2008","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2008","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2008","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2008","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","college entrance qualification","(3a) lower tertiary education","","","",""
"Rarely","2008","college entrance qualification","(3b) higher tertiary education","","","",""
"Rarely","2008","Other degree","(0) in school","","","",""
"Rarely","2008","Other degree","(1a) inadequately completed","","","",""
"Rarely","2008","Other degree","(1b) general elementary school","","","",""
"Rarely","2008","Other degree","(1c) basic vocational qualification","","","",""
"Rarely","2008","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","2008","Other degree","(2a) intermediate vocational","","","",""
"Rarely","2008","Other degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","Other degree","(3a) lower tertiary education","","","",""
"Rarely","2008","Other degree","(3b) higher tertiary education","","","",""
"Rarely","2008","no degree/no degree yet","(0) in school","","","",""
"Rarely","2008","no degree/no degree yet","(1a) inadequately completed","","","",""
"Rarely","2008","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","2008","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","2008","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","2008","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","2008","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","2008","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2008","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","2008","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No, never","2009","lower secondary degree","(0) in school","","","",""
"No, never","2009","lower secondary degree","(1a) inadequately completed","","","",""
"No, never","2009","lower secondary degree","(1b) general elementary school","241","0.695937967619262","0.645771538108274","0.746104397130249"
"No, never","2009","lower secondary degree","(1c) basic vocational qualification","1207","0.634781757436899","0.613011019462309","0.656552495411489"
"No, never","2009","lower secondary degree","(2b) intermediate general qualification","","","",""
"No, never","2009","lower secondary degree","(2a) intermediate vocational","3","","",""
"No, never","2009","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"No, never","2009","lower secondary degree","(2c_voc) vocational maturity certificate","9","","",""
"No, never","2009","lower secondary degree","(3a) lower tertiary education","12","","",""
"No, never","2009","lower secondary degree","(3b) higher tertiary education","6","","",""
"No, never","2009","secondary school degree","(0) in school","","","",""
"No, never","2009","secondary school degree","(1a) inadequately completed","","","",""
"No, never","2009","secondary school degree","(1b) general elementary school","","","",""
"No, never","2009","secondary school degree","(1c) basic vocational qualification","","","",""
"No, never","2009","secondary school degree","(2b) intermediate general qualification","163","0.672501890309988","0.613004174349028","0.731999606270947"
"No, never","2009","secondary school degree","(2a) intermediate vocational","1767","0.582208112741114","0.564276497414463","0.600139728067765"
"No, never","2009","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No, never","2009","secondary school degree","(2c_voc) vocational maturity certificate","7","","",""
"No, never","2009","secondary school degree","(3a) lower tertiary education","169","0.582374346236074","0.525017716650902","0.639730975821246"
"No, never","2009","secondary school degree","(3b) higher tertiary education","30","0.450633669742163","0.323674251612691","0.577593087871635"
"No, never","2009","college entrance qualification","(0) in school","","","",""
"No, never","2009","college entrance qualification","(1a) inadequately completed","","","",""
"No, never","2009","college entrance qualification","(1b) general elementary school","","","",""
"No, never","2009","college entrance qualification","(1c) basic vocational qualification","","","",""
"No, never","2009","college entrance qualification","(2b) intermediate general qualification","","","",""
"No, never","2009","college entrance qualification","(2a) intermediate vocational","","","",""
"No, never","2009","college entrance qualification","(2c_gen) general maturity certificate","205","0.650737457594386","0.598906967053349","0.702567948135423"
"No, never","2009","college entrance qualification","(2c_voc) vocational maturity certificate","516","0.617641809207877","0.584481035195006","0.650802583220749"
"No, never","2009","college entrance qualification","(3a) lower tertiary education","377","0.560140325608059","0.522527104576508","0.597753546639611"
"No, never","2009","college entrance qualification","(3b) higher tertiary education","650","0.40682894766314","0.381742300849784","0.431915594476496"
"No, never","2009","Other degree","(0) in school","","","",""
"No, never","2009","Other degree","(1a) inadequately completed","","","",""
"No, never","2009","Other degree","(1b) general elementary school","63","0.692192733857451","0.596829759508129","0.787555708206773"
"No, never","2009","Other degree","(1c) basic vocational qualification","93","0.706390561915964","0.62718536455256","0.785595759279368"
"No, never","2009","Other degree","(2b) intermediate general qualification","","","",""
"No, never","2009","Other degree","(2a) intermediate vocational","","","",""
"No, never","2009","Other degree","(2c_gen) general maturity certificate","12","","",""
"No, never","2009","Other degree","(2c_voc) vocational maturity certificate","43","0.537963422405174","0.412851779647987","0.663075065162361"
"No, never","2009","Other degree","(3a) lower tertiary education","10","","",""
"No, never","2009","Other degree","(3b) higher tertiary education","53","0.620471144281065","0.523900435507956","0.717041853054175"
"No, never","2009","no degree/no degree yet","(0) in school","23","","",""
"No, never","2009","no degree/no degree yet","(1a) inadequately completed","37","0.73423458293454","0.616414896410967","0.852054269458112"
"No, never","2009","no degree/no degree yet","(1b) general elementary school","","","",""
"No, never","2009","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No, never","2009","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No, never","2009","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No, never","2009","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No, never","2009","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No, never","2009","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No, never","2009","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every week","2009","lower secondary degree","(0) in school","","","",""
"Yes, every week","2009","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every week","2009","lower secondary degree","(1b) general elementary school","18","","",""
"Yes, every week","2009","lower secondary degree","(1c) basic vocational qualification","102","0.050805255402976","0.0408759999757176","0.0607345108302343"
"Yes, every week","2009","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2009","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every week","2009","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2009","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2009","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every week","2009","lower secondary degree","(3b) higher tertiary education","2","","",""
"Yes, every week","2009","secondary school degree","(0) in school","","","",""
"Yes, every week","2009","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every week","2009","secondary school degree","(1b) general elementary school","","","",""
"Yes, every week","2009","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every week","2009","secondary school degree","(2b) intermediate general qualification","16","","",""
"Yes, every week","2009","secondary school degree","(2a) intermediate vocational","151","0.0522780766950775","0.0441852442207213","0.0603709091694336"
"Yes, every week","2009","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2009","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2009","secondary school degree","(3a) lower tertiary education","20","","",""
"Yes, every week","2009","secondary school degree","(3b) higher tertiary education","7","","",""
"Yes, every week","2009","college entrance qualification","(0) in school","","","",""
"Yes, every week","2009","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every week","2009","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every week","2009","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every week","2009","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every week","2009","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every week","2009","college entrance qualification","(2c_gen) general maturity certificate","22","","",""
"Yes, every week","2009","college entrance qualification","(2c_voc) vocational maturity certificate","40","0.049851618829918","0.0350005925714703","0.0647026450883656"
"Yes, every week","2009","college entrance qualification","(3a) lower tertiary education","40","0.0551680682825128","0.037867665992767","0.0724684705722587"
"Yes, every week","2009","college entrance qualification","(3b) higher tertiary education","218","0.15341173890017","0.135007742696333","0.171815735104006"
"Yes, every week","2009","Other degree","(0) in school","","","",""
"Yes, every week","2009","Other degree","(1a) inadequately completed","","","",""
"Yes, every week","2009","Other degree","(1b) general elementary school","7","","",""
"Yes, every week","2009","Other degree","(1c) basic vocational qualification","4","","",""
"Yes, every week","2009","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2009","Other degree","(2a) intermediate vocational","","","",""
"Yes, every week","2009","Other degree","(2c_gen) general maturity certificate","3","","",""
"Yes, every week","2009","Other degree","(2c_voc) vocational maturity certificate","4","","",""
"Yes, every week","2009","Other degree","(3a) lower tertiary education","1","","",""
"Yes, every week","2009","Other degree","(3b) higher tertiary education","9","","",""
"Yes, every week","2009","no degree/no degree yet","(0) in school","3","","",""
"Yes, every week","2009","no degree/no degree yet","(1a) inadequately completed","7","","",""
"Yes, every week","2009","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every week","2009","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every week","2009","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every week","2009","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every week","2009","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2009","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2009","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every week","2009","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(0) in school","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(1b) general elementary school","25","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(1c) basic vocational qualification","147","0.0740541556491488","0.0622141417637348","0.0858941695345628"
"Yes, every 2 weeks","2009","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(3a) lower tertiary education","3","","",""
"Yes, every 2 weeks","2009","lower secondary degree","(3b) higher tertiary education","1","","",""
"Yes, every 2 weeks","2009","secondary school degree","(0) in school","","","",""
"Yes, every 2 weeks","2009","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2009","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2009","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2009","secondary school degree","(2b) intermediate general qualification","25","","",""
"Yes, every 2 weeks","2009","secondary school degree","(2a) intermediate vocational","302","0.10683477635315","0.0956036707417403","0.118065881964559"
"Yes, every 2 weeks","2009","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2009","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2009","secondary school degree","(3a) lower tertiary education","20","","",""
"Yes, every 2 weeks","2009","secondary school degree","(3b) higher tertiary education","4","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(0) in school","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2009","college entrance qualification","(2c_gen) general maturity certificate","34","0.0971651903920662","0.0649644460221848","0.129365934761948"
"Yes, every 2 weeks","2009","college entrance qualification","(2c_voc) vocational maturity certificate","66","0.0767530457358832","0.0585883608747327","0.0949177305970337"
"Yes, every 2 weeks","2009","college entrance qualification","(3a) lower tertiary education","31","0.0632436153874505","0.0447995476956428","0.0816876830792581"
"Yes, every 2 weeks","2009","college entrance qualification","(3b) higher tertiary education","121","0.0825950824414263","0.0685377037327815","0.0966524611500711"
"Yes, every 2 weeks","2009","Other degree","(0) in school","","","",""
"Yes, every 2 weeks","2009","Other degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2009","Other degree","(1b) general elementary school","8","","",""
"Yes, every 2 weeks","2009","Other degree","(1c) basic vocational qualification","9","","",""
"Yes, every 2 weeks","2009","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2009","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2009","Other degree","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2009","Other degree","(2c_voc) vocational maturity certificate","8","","",""
"Yes, every 2 weeks","2009","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2009","Other degree","(3b) higher tertiary education","8","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(0) in school","3","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(1a) inadequately completed","3","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(1b) general elementary school","12","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(1c) basic vocational qualification","103","0.0544218700413827","0.0441648751100124","0.0646788649727529"
"Yes, every 3-4 weeks","2009","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(3a) lower tertiary education","2","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(2b) intermediate general qualification","8","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(2a) intermediate vocational","148","0.059941329506748","0.0513107302517074","0.0685719287617886"
"Yes, every 3-4 weeks","2009","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(3a) lower tertiary education","17","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","(3b) higher tertiary education","8","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(2c_gen) general maturity certificate","22","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(2c_voc) vocational maturity certificate","40","0.0557345148959186","0.0400803361931529","0.0713886935986843"
"Yes, every 3-4 weeks","2009","college entrance qualification","(3a) lower tertiary education","28","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","(3b) higher tertiary education","116","0.0797627059848257","0.0659271514014136","0.0935982605682378"
"Yes, every 3-4 weeks","2009","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2009","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2009","Other degree","(1b) general elementary school","5","","",""
"Yes, every 3-4 weeks","2009","Other degree","(1c) basic vocational qualification","8","","",""
"Yes, every 3-4 weeks","2009","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2009","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2009","Other degree","(2c_gen) general maturity certificate","2","","",""
"Yes, every 3-4 weeks","2009","Other degree","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every 3-4 weeks","2009","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2009","Other degree","(3b) higher tertiary education","8","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(0) in school","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(1a) inadequately completed","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2009","lower secondary degree","(0) in school","","","",""
"Rarely","2009","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2009","lower secondary degree","(1b) general elementary school","27","","",""
"Rarely","2009","lower secondary degree","(1c) basic vocational qualification","320","0.185936961469594","0.168345716193188","0.203528206746"
"Rarely","2009","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2009","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","2009","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2009","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Rarely","2009","lower secondary degree","(3a) lower tertiary education","9","","",""
"Rarely","2009","lower secondary degree","(3b) higher tertiary education","3","","",""
"Rarely","2009","secondary school degree","(0) in school","","","",""
"Rarely","2009","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2009","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2009","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2009","secondary school degree","(2b) intermediate general qualification","27","","",""
"Rarely","2009","secondary school degree","(2a) intermediate vocational","538","0.198737704703911","0.184229028974719","0.213246380433103"
"Rarely","2009","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2009","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
