"plb0219","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(2a) intermediate vocational","6","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(3a) lower tertiary education","5","","",""
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","(3b) higher tertiary education","7","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(0) in school","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(1c) basic vocational qualification","2","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(2a) intermediate vocational","11","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(3a) lower tertiary education","1","","",""
"Yes, every 3-4 weeks","2005","Thuringia","(3b) higher tertiary education","3","","",""
"Rarely","2005","Schleswig-Holstein","(0) in school","","","",""
"Rarely","2005","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Rarely","2005","Schleswig-Holstein","(1b) general elementary school","4","","",""
"Rarely","2005","Schleswig-Holstein","(1c) basic vocational qualification","21","","",""
"Rarely","2005","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Rarely","2005","Schleswig-Holstein","(2a) intermediate vocational","26","","",""
"Rarely","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Rarely","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","11","","",""
"Rarely","2005","Schleswig-Holstein","(3a) lower tertiary education","9","","",""
"Rarely","2005","Schleswig-Holstein","(3b) higher tertiary education","14","","",""
"Rarely","2005","Hamburg","(0) in school","","","",""
"Rarely","2005","Hamburg","(1a) inadequately completed","","","",""
"Rarely","2005","Hamburg","(1b) general elementary school","1","","",""
"Rarely","2005","Hamburg","(1c) basic vocational qualification","5","","",""
"Rarely","2005","Hamburg","(2b) intermediate general qualification","1","","",""
"Rarely","2005","Hamburg","(2a) intermediate vocational","7","","",""
"Rarely","2005","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Rarely","2005","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"Rarely","2005","Hamburg","(3a) lower tertiary education","3","","",""
"Rarely","2005","Hamburg","(3b) higher tertiary education","7","","",""
"Rarely","2005","Lower Saxony","(0) in school","","","",""
"Rarely","2005","Lower Saxony","(1a) inadequately completed","","","",""
"Rarely","2005","Lower Saxony","(1b) general elementary school","4","","",""
"Rarely","2005","Lower Saxony","(1c) basic vocational qualification","47","0.188382460372109","0.139117702537092","0.237647218207127"
"Rarely","2005","Lower Saxony","(2b) intermediate general qualification","4","","",""
"Rarely","2005","Lower Saxony","(2a) intermediate vocational","53","0.226595739901069","0.17782222847229","0.275369251329848"
"Rarely","2005","Lower Saxony","(2c_gen) general maturity certificate","4","","",""
"Rarely","2005","Lower Saxony","(2c_voc) vocational maturity certificate","24","","",""
"Rarely","2005","Lower Saxony","(3a) lower tertiary education","22","","",""
"Rarely","2005","Lower Saxony","(3b) higher tertiary education","26","","",""
"Rarely","2005","Bremen","(0) in school","","","",""
"Rarely","2005","Bremen","(1a) inadequately completed","","","",""
"Rarely","2005","Bremen","(1b) general elementary school","1","","",""
"Rarely","2005","Bremen","(1c) basic vocational qualification","1","","",""
"Rarely","2005","Bremen","(2b) intermediate general qualification","","","",""
"Rarely","2005","Bremen","(2a) intermediate vocational","5","","",""
"Rarely","2005","Bremen","(2c_gen) general maturity certificate","","","",""
"Rarely","2005","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"Rarely","2005","Bremen","(3a) lower tertiary education","6","","",""
"Rarely","2005","Bremen","(3b) higher tertiary education","4","","",""
"Rarely","2005","North Rhine-Westphalia","(0) in school","2","","",""
"Rarely","2005","North Rhine-Westphalia","(1a) inadequately completed","2","","",""
"Rarely","2005","North Rhine-Westphalia","(1b) general elementary school","13","","",""
"Rarely","2005","North Rhine-Westphalia","(1c) basic vocational qualification","83","0.143883752153951","0.114658016236711","0.173109488071192"
"Rarely","2005","North Rhine-Westphalia","(2b) intermediate general qualification","2","","",""
"Rarely","2005","North Rhine-Westphalia","(2a) intermediate vocational","84","0.150750145802618","0.119419031643991","0.182081259961245"
"Rarely","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","6","","",""
"Rarely","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","58","0.175914908268619","0.134067180397269","0.217762636139969"
"Rarely","2005","North Rhine-Westphalia","(3a) lower tertiary education","55","0.359398578598175","0.291172027629364","0.427625129566986"
"Rarely","2005","North Rhine-Westphalia","(3b) higher tertiary education","85","0.221410241154447","0.17999047576448","0.262830006544415"
"Rarely","2005","Hesse","(0) in school","","","",""
"Rarely","2005","Hesse","(1a) inadequately completed","","","",""
"Rarely","2005","Hesse","(1b) general elementary school","3","","",""
"Rarely","2005","Hesse","(1c) basic vocational qualification","28","","",""
"Rarely","2005","Hesse","(2b) intermediate general qualification","","","",""
"Rarely","2005","Hesse","(2a) intermediate vocational","33","0.183037770966492","0.128340101203576","0.237735440729408"
"Rarely","2005","Hesse","(2c_gen) general maturity certificate","5","","",""
"Rarely","2005","Hesse","(2c_voc) vocational maturity certificate","18","","",""
"Rarely","2005","Hesse","(3a) lower tertiary education","21","","",""
"Rarely","2005","Hesse","(3b) higher tertiary education","49","0.309227140580071","0.237388854231402","0.38106542692874"
"Rarely","2005","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","3","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","35","0.141428387219202","0.0960977609151924","0.186759013523211"
"Rarely","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","2","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","19","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","4","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","13","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","15","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","17","","",""
"Rarely","2005","Baden-Württemberg","(0) in school","1","","",""
"Rarely","2005","Baden-Württemberg","(1a) inadequately completed","3","","",""
"Rarely","2005","Baden-Württemberg","(1b) general elementary school","7","","",""
"Rarely","2005","Baden-Württemberg","(1c) basic vocational qualification","47","0.109618452888161","0.0776556417640359","0.141581264012286"
"Rarely","2005","Baden-Württemberg","(2b) intermediate general qualification","3","","",""
"Rarely","2005","Baden-Württemberg","(2a) intermediate vocational","47","0.141050076542875","0.103090844673834","0.179009308411916"
"Rarely","2005","Baden-Württemberg","(2c_gen) general maturity certificate","2","","",""
"Rarely","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","17","","",""
"Rarely","2005","Baden-Württemberg","(3a) lower tertiary education","20","","",""
"Rarely","2005","Baden-Württemberg","(3b) higher tertiary education","47","0.265983046038084","0.205790468414363","0.326175623661805"
"Rarely","2005","Bavaria","(0) in school","","","",""
"Rarely","2005","Bavaria","(1a) inadequately completed","1","","",""
"Rarely","2005","Bavaria","(1b) general elementary school","12","","",""
"Rarely","2005","Bavaria","(1c) basic vocational qualification","72","0.126619464546847","0.0978146488203071","0.155424280273386"
"Rarely","2005","Bavaria","(2b) intermediate general qualification","3","","",""
"Rarely","2005","Bavaria","(2a) intermediate vocational","67","0.167401648363364","0.130677606309413","0.204125690417314"
"Rarely","2005","Bavaria","(2c_gen) general maturity certificate","9","","",""
"Rarely","2005","Bavaria","(2c_voc) vocational maturity certificate","22","","",""
"Rarely","2005","Bavaria","(3a) lower tertiary education","33","0.234146646746789","0.16449671435031","0.303796579143267"
"Rarely","2005","Bavaria","(3b) higher tertiary education","60","0.251654605436255","0.198286139513063","0.305023071359447"
"Rarely","2005","Berlin","(0) in school","1","","",""
"Rarely","2005","Berlin","(1a) inadequately completed","1","","",""
"Rarely","2005","Berlin","(1b) general elementary school","","","",""
"Rarely","2005","Berlin","(1c) basic vocational qualification","7","","",""
"Rarely","2005","Berlin","(2b) intermediate general qualification","1","","",""
"Rarely","2005","Berlin","(2a) intermediate vocational","26","","",""
"Rarely","2005","Berlin","(2c_gen) general maturity certificate","4","","",""
"Rarely","2005","Berlin","(2c_voc) vocational maturity certificate","7","","",""
"Rarely","2005","Berlin","(3a) lower tertiary education","14","","",""
"Rarely","2005","Berlin","(3b) higher tertiary education","25","","",""
"Rarely","2005","Brandenburg","(0) in school","","","",""
"Rarely","2005","Brandenburg","(1a) inadequately completed","","","",""
"Rarely","2005","Brandenburg","(1b) general elementary school","","","",""
"Rarely","2005","Brandenburg","(1c) basic vocational qualification","2","","",""
"Rarely","2005","Brandenburg","(2b) intermediate general qualification","1","","",""
"Rarely","2005","Brandenburg","(2a) intermediate vocational","40","0.20719174577743","0.148789098504281","0.265594393050579"
"Rarely","2005","Brandenburg","(2c_gen) general maturity certificate","2","","",""
"Rarely","2005","Brandenburg","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","2005","Brandenburg","(3a) lower tertiary education","10","","",""
"Rarely","2005","Brandenburg","(3b) higher tertiary education","16","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(1b) general elementary school","2","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","2","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(2a) intermediate vocational","16","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(3a) lower tertiary education","9","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","(3b) higher tertiary education","12","","",""
"Rarely","2005","Saxony","(0) in school","","","",""
"Rarely","2005","Saxony","(1a) inadequately completed","1","","",""
"Rarely","2005","Saxony","(1b) general elementary school","2","","",""
"Rarely","2005","Saxony","(1c) basic vocational qualification","13","","",""
"Rarely","2005","Saxony","(2b) intermediate general qualification","4","","",""
"Rarely","2005","Saxony","(2a) intermediate vocational","73","0.188853968882066","0.14761359218898","0.230094345575151"
"Rarely","2005","Saxony","(2c_gen) general maturity certificate","3","","",""
"Rarely","2005","Saxony","(2c_voc) vocational maturity certificate","8","","",""
"Rarely","2005","Saxony","(3a) lower tertiary education","14","","",""
"Rarely","2005","Saxony","(3b) higher tertiary education","41","0.382902983905066","0.299343160502415","0.466462807307718"
"Rarely","2005","Saxony-Anhalt","(0) in school","","","",""
"Rarely","2005","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Rarely","2005","Saxony-Anhalt","(1b) general elementary school","","","",""
"Rarely","2005","Saxony-Anhalt","(1c) basic vocational qualification","5","","",""
"Rarely","2005","Saxony-Anhalt","(2b) intermediate general qualification","3","","",""
"Rarely","2005","Saxony-Anhalt","(2a) intermediate vocational","34","0.221585862883862","0.161081709900458","0.282090015867267"
"Rarely","2005","Saxony-Anhalt","(2c_gen) general maturity certificate","3","","",""
"Rarely","2005","Saxony-Anhalt","(2c_voc) vocational maturity certificate","5","","",""
"Rarely","2005","Saxony-Anhalt","(3a) lower tertiary education","15","","",""
"Rarely","2005","Saxony-Anhalt","(3b) higher tertiary education","13","","",""
"Rarely","2005","Thuringia","(0) in school","","","",""
"Rarely","2005","Thuringia","(1a) inadequately completed","","","",""
"Rarely","2005","Thuringia","(1b) general elementary school","","","",""
"Rarely","2005","Thuringia","(1c) basic vocational qualification","4","","",""
"Rarely","2005","Thuringia","(2b) intermediate general qualification","1","","",""
"Rarely","2005","Thuringia","(2a) intermediate vocational","40","0.203467420449602","0.149018702892585","0.257916138006619"
"Rarely","2005","Thuringia","(2c_gen) general maturity certificate","","","",""
"Rarely","2005","Thuringia","(2c_voc) vocational maturity certificate","2","","",""
"Rarely","2005","Thuringia","(3a) lower tertiary education","13","","",""
"Rarely","2005","Thuringia","(3b) higher tertiary education","11","","",""
"No, never","2006","Schleswig-Holstein","(0) in school","","","",""
"No, never","2006","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No, never","2006","Schleswig-Holstein","(1b) general elementary school","","","",""
"No, never","2006","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"No, never","2006","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No, never","2006","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No, never","2006","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No, never","2006","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No, never","2006","Hamburg","(0) in school","","","",""
"No, never","2006","Hamburg","(1a) inadequately completed","","","",""
"No, never","2006","Hamburg","(1b) general elementary school","","","",""
"No, never","2006","Hamburg","(1c) basic vocational qualification","","","",""
"No, never","2006","Hamburg","(2b) intermediate general qualification","","","",""
"No, never","2006","Hamburg","(2a) intermediate vocational","","","",""
"No, never","2006","Hamburg","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Hamburg","(3a) lower tertiary education","","","",""
"No, never","2006","Hamburg","(3b) higher tertiary education","","","",""
"No, never","2006","Lower Saxony","(0) in school","","","",""
"No, never","2006","Lower Saxony","(1a) inadequately completed","","","",""
"No, never","2006","Lower Saxony","(1b) general elementary school","","","",""
"No, never","2006","Lower Saxony","(1c) basic vocational qualification","","","",""
"No, never","2006","Lower Saxony","(2b) intermediate general qualification","","","",""
"No, never","2006","Lower Saxony","(2a) intermediate vocational","","","",""
"No, never","2006","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Lower Saxony","(3a) lower tertiary education","","","",""
"No, never","2006","Lower Saxony","(3b) higher tertiary education","","","",""
"No, never","2006","Bremen","(0) in school","","","",""
"No, never","2006","Bremen","(1a) inadequately completed","","","",""
"No, never","2006","Bremen","(1b) general elementary school","","","",""
"No, never","2006","Bremen","(1c) basic vocational qualification","","","",""
"No, never","2006","Bremen","(2b) intermediate general qualification","","","",""
"No, never","2006","Bremen","(2a) intermediate vocational","","","",""
"No, never","2006","Bremen","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Bremen","(3a) lower tertiary education","","","",""
"No, never","2006","Bremen","(3b) higher tertiary education","","","",""
"No, never","2006","North Rhine-Westphalia","(0) in school","","","",""
"No, never","2006","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"No, never","2006","North Rhine-Westphalia","(1b) general elementary school","","","",""
"No, never","2006","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"No, never","2006","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"No, never","2006","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"No, never","2006","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"No, never","2006","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"No, never","2006","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"No, never","2006","Hesse","(0) in school","","","",""
"No, never","2006","Hesse","(1a) inadequately completed","","","",""
"No, never","2006","Hesse","(1b) general elementary school","","","",""
"No, never","2006","Hesse","(1c) basic vocational qualification","","","",""
"No, never","2006","Hesse","(2b) intermediate general qualification","","","",""
"No, never","2006","Hesse","(2a) intermediate vocational","","","",""
"No, never","2006","Hesse","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Hesse","(3a) lower tertiary education","","","",""
"No, never","2006","Hesse","(3b) higher tertiary education","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No, never","2006","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No, never","2006","Baden-Württemberg","(0) in school","","","",""
"No, never","2006","Baden-Württemberg","(1a) inadequately completed","","","",""
"No, never","2006","Baden-Württemberg","(1b) general elementary school","","","",""
"No, never","2006","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"No, never","2006","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No, never","2006","Baden-Württemberg","(2a) intermediate vocational","","","",""
"No, never","2006","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No, never","2006","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No, never","2006","Bavaria","(0) in school","","","",""
"No, never","2006","Bavaria","(1a) inadequately completed","","","",""
"No, never","2006","Bavaria","(1b) general elementary school","","","",""
"No, never","2006","Bavaria","(1c) basic vocational qualification","","","",""
"No, never","2006","Bavaria","(2b) intermediate general qualification","","","",""
"No, never","2006","Bavaria","(2a) intermediate vocational","","","",""
"No, never","2006","Bavaria","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Bavaria","(3a) lower tertiary education","","","",""
"No, never","2006","Bavaria","(3b) higher tertiary education","","","",""
"No, never","2006","Berlin","(0) in school","","","",""
"No, never","2006","Berlin","(1a) inadequately completed","","","",""
"No, never","2006","Berlin","(1b) general elementary school","","","",""
"No, never","2006","Berlin","(1c) basic vocational qualification","","","",""
"No, never","2006","Berlin","(2b) intermediate general qualification","","","",""
"No, never","2006","Berlin","(2a) intermediate vocational","","","",""
"No, never","2006","Berlin","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Berlin","(3a) lower tertiary education","","","",""
"No, never","2006","Berlin","(3b) higher tertiary education","","","",""
"No, never","2006","Brandenburg","(0) in school","","","",""
"No, never","2006","Brandenburg","(1a) inadequately completed","","","",""
"No, never","2006","Brandenburg","(1b) general elementary school","","","",""
"No, never","2006","Brandenburg","(1c) basic vocational qualification","","","",""
"No, never","2006","Brandenburg","(2b) intermediate general qualification","","","",""
"No, never","2006","Brandenburg","(2a) intermediate vocational","","","",""
"No, never","2006","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Brandenburg","(3a) lower tertiary education","","","",""
"No, never","2006","Brandenburg","(3b) higher tertiary education","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No, never","2006","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No, never","2006","Saxony","(0) in school","","","",""
"No, never","2006","Saxony","(1a) inadequately completed","","","",""
"No, never","2006","Saxony","(1b) general elementary school","","","",""
"No, never","2006","Saxony","(1c) basic vocational qualification","","","",""
"No, never","2006","Saxony","(2b) intermediate general qualification","","","",""
"No, never","2006","Saxony","(2a) intermediate vocational","","","",""
"No, never","2006","Saxony","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Saxony","(3a) lower tertiary education","","","",""
"No, never","2006","Saxony","(3b) higher tertiary education","","","",""
"No, never","2006","Saxony-Anhalt","(0) in school","","","",""
"No, never","2006","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No, never","2006","Saxony-Anhalt","(1b) general elementary school","","","",""
"No, never","2006","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"No, never","2006","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No, never","2006","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"No, never","2006","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"No, never","2006","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No, never","2006","Thuringia","(0) in school","","","",""
"No, never","2006","Thuringia","(1a) inadequately completed","","","",""
"No, never","2006","Thuringia","(1b) general elementary school","","","",""
"No, never","2006","Thuringia","(1c) basic vocational qualification","","","",""
"No, never","2006","Thuringia","(2b) intermediate general qualification","","","",""
"No, never","2006","Thuringia","(2a) intermediate vocational","","","",""
"No, never","2006","Thuringia","(2c_gen) general maturity certificate","","","",""
"No, never","2006","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No, never","2006","Thuringia","(3a) lower tertiary education","","","",""
"No, never","2006","Thuringia","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Schleswig-Holstein","(0) in school","","","",""
"Yes, every week","2006","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes, every week","2006","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes, every week","2006","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Hamburg","(0) in school","","","",""
"Yes, every week","2006","Hamburg","(1a) inadequately completed","","","",""
"Yes, every week","2006","Hamburg","(1b) general elementary school","","","",""
"Yes, every week","2006","Hamburg","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Hamburg","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Hamburg","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Hamburg","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Hamburg","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Lower Saxony","(0) in school","","","",""
"Yes, every week","2006","Lower Saxony","(1a) inadequately completed","","","",""
"Yes, every week","2006","Lower Saxony","(1b) general elementary school","","","",""
"Yes, every week","2006","Lower Saxony","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Lower Saxony","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Lower Saxony","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Bremen","(0) in school","","","",""
"Yes, every week","2006","Bremen","(1a) inadequately completed","","","",""
"Yes, every week","2006","Bremen","(1b) general elementary school","","","",""
"Yes, every week","2006","Bremen","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Bremen","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Bremen","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Bremen","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Bremen","(3b) higher tertiary education","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(0) in school","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(2a) intermediate vocational","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"Yes, every week","2006","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Hesse","(0) in school","","","",""
"Yes, every week","2006","Hesse","(1a) inadequately completed","","","",""
"Yes, every week","2006","Hesse","(1b) general elementary school","","","",""
"Yes, every week","2006","Hesse","(1c) basic vocational qualification","","","",""
"Yes, every week","2006","Hesse","(2b) intermediate general qualification","","","",""
"Yes, every week","2006","Hesse","(2a) intermediate vocational","","","",""
"Yes, every week","2006","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2006","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2006","Hesse","(3a) lower tertiary education","","","",""
"Yes, every week","2006","Hesse","(3b) higher tertiary education","","","",""
"Yes, every week","2006","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes, every week","2006","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes, every week","2006","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
