"pli0096_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1994","(Married) couple without C. ","middle vocational","168","0.0928996355569469","0.0796139765602488","0.106185294553645"
"Rarely","1994","(Married) couple without C. ","vocational + Abi","9","","",""
"Rarely","1994","(Married) couple without C. ","higher vocational","28","","",""
"Rarely","1994","(Married) couple without C. ","higher education","52","0.110441689089906","0.0808847165281938","0.139998661651618"
"Rarely","1994","Single parent ","in school","5","","",""
"Rarely","1994","Single parent ","inadequately","2","","",""
"Rarely","1994","Single parent ","general elemantary","10","","",""
"Rarely","1994","Single parent ","middle vocational","23","","",""
"Rarely","1994","Single parent ","vocational + Abi","2","","",""
"Rarely","1994","Single parent ","higher vocational","3","","",""
"Rarely","1994","Single parent ","higher education","12","","",""
"Rarely","1994","Couple + C. LE 16 ","in school","","","",""
"Rarely","1994","Couple + C. LE 16 ","inadequately","2","","",""
"Rarely","1994","Couple + C. LE 16 ","general elemantary","26","","",""
"Rarely","1994","Couple + C. LE 16 ","middle vocational","196","0.12953885498711","0.113331487283599","0.145746222690622"
"Rarely","1994","Couple + C. LE 16 ","vocational + Abi","11","","",""
"Rarely","1994","Couple + C. LE 16 ","higher vocational","37","0.191048025271403","0.138981489875368","0.243114560667439"
"Rarely","1994","Couple + C. LE 16 ","higher education","112","0.236712495102651","0.200592561527918","0.272832428677385"
"Rarely","1994","Couple + C. GT 16 ","in school","16","","",""
"Rarely","1994","Couple + C. GT 16 ","inadequately","13","","",""
"Rarely","1994","Couple + C. GT 16 ","general elemantary","60","0.145563424510598","0.114835100038029","0.176291748983166"
"Rarely","1994","Couple + C. GT 16 ","middle vocational","166","0.147764178208333","0.127940531995436","0.167587824421231"
"Rarely","1994","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Rarely","1994","Couple + C. GT 16 ","higher vocational","22","","",""
"Rarely","1994","Couple + C. GT 16 ","higher education","48","0.186627332208079","0.138900729694839","0.234353934721319"
"Rarely","1994","Couple + C. LE and GT 16","in school","9","","",""
"Rarely","1994","Couple + C. LE and GT 16","inadequately","5","","",""
"Rarely","1994","Couple + C. LE and GT 16","general elemantary","27","","",""
"Rarely","1994","Couple + C. LE and GT 16","middle vocational","57","0.142480103749501","0.110362613072808","0.174597594426195"
"Rarely","1994","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Rarely","1994","Couple + C. LE and GT 16","higher vocational","11","","",""
"Rarely","1994","Couple + C. LE and GT 16","higher education","17","","",""
"Never","1994","1-pers.-HH","in school","1","","",""
"Never","1994","1-pers.-HH","inadequately","33","0.968712484445283","0.911036229015143","1.02638873987542"
"Never","1994","1-pers.-HH","general elemantary","316","0.898998898211235","0.867564628601963","0.930433167820506"
"Never","1994","1-pers.-HH","middle vocational","586","0.827130428319419","0.799257367590369","0.855003489048468"
"Never","1994","1-pers.-HH","vocational + Abi","40","0.74304478020341","0.624281376651203","0.861808183755617"
"Never","1994","1-pers.-HH","higher vocational","57","0.802858684512223","0.712820684585362","0.892896684439084"
"Never","1994","1-pers.-HH","higher education","111","0.712786152616025","0.642895762066992","0.782676543165059"
"Never","1994","(Married) couple without C. ","in school","","","",""
"Never","1994","(Married) couple without C. ","inadequately","74","0.933514059933992","0.87892213146616","0.988105988401824"
"Never","1994","(Married) couple without C. ","general elemantary","531","0.841331123085932","0.812525106606361","0.870137139565504"
"Never","1994","(Married) couple without C. ","middle vocational","1427","0.762170507115875","0.742685195752593","0.781655818479156"
"Never","1994","(Married) couple without C. ","vocational + Abi","76","0.762644118010173","0.679255062898771","0.846033173121575"
"Never","1994","(Married) couple without C. ","higher vocational","179","0.72556910971669","0.669114636429648","0.782023583003731"
"Never","1994","(Married) couple without C. ","higher education","301","0.71143321959551","0.668706804570462","0.754159634620558"
"Never","1994","Single parent ","in school","12","","",""
"Never","1994","Single parent ","inadequately","23","","",""
"Never","1994","Single parent ","general elemantary","115","0.849647026509413","0.789355471040252","0.909938581978574"
"Never","1994","Single parent ","middle vocational","235","0.819530414759686","0.774803033743626","0.864257795775746"
"Never","1994","Single parent ","vocational + Abi","8","","",""
"Never","1994","Single parent ","higher vocational","9","","",""
"Never","1994","Single parent ","higher education","44","0.646031090464925","0.526027996865586","0.766034184064263"
"Never","1994","Couple + C. LE 16 ","in school","1","","",""
"Never","1994","Couple + C. LE 16 ","inadequately","81","0.978047496038884","0.946897310840284","1.00919768123748"
"Never","1994","Couple + C. LE 16 ","general elemantary","311","0.821461619035144","0.782065429971098","0.860857808099189"
"Never","1994","Couple + C. LE 16 ","middle vocational","1243","0.717338995796909","0.695605332619018","0.739072658974801"
"Never","1994","Couple + C. LE 16 ","vocational + Abi","93","0.733943582341093","0.654880147810041","0.813007016872145"
"Never","1994","Couple + C. LE 16 ","higher vocational","136","0.613806454347873","0.549323598323794","0.678289310371952"
"Never","1994","Couple + C. LE 16 ","higher education","337","0.615545493748053","0.574207934453501","0.656883053042605"
"Never","1994","Couple + C. GT 16 ","in school","64","0.632392332674899","0.535436962957725","0.729347702392073"
"Never","1994","Couple + C. GT 16 ","inadequately","139","0.883753906215379","0.833617509041887","0.933890303388872"
"Never","1994","Couple + C. GT 16 ","general elemantary","392","0.739959056670382","0.701738452836005","0.778179660504758"
"Never","1994","Couple + C. GT 16 ","middle vocational","888","0.664660092424505","0.638286973902884","0.691033210946125"
"Never","1994","Couple + C. GT 16 ","vocational + Abi","38","0.559178551134532","0.435595515922012","0.682761586347052"
"Never","1994","Couple + C. GT 16 ","higher vocational","58","0.548593327085912","0.452953084483531","0.644233569688292"
"Never","1994","Couple + C. GT 16 ","higher education","158","0.633043259005248","0.574002458439797","0.692084059570698"
"Never","1994","Couple + C. LE and GT 16","in school","87","0.717536999678237","0.633021225088755","0.802052774267719"
"Never","1994","Couple + C. LE and GT 16","inadequately","89","0.936186031757404","0.887292497762836","0.985079565751973"
"Never","1994","Couple + C. LE and GT 16","general elemantary","232","0.753039875985353","0.703234726090506","0.8028450258802"
"Never","1994","Couple + C. LE and GT 16","middle vocational","330","0.677283309667799","0.634325879492389","0.720240739843209"
"Never","1994","Couple + C. LE and GT 16","vocational + Abi","17","","",""
"Never","1994","Couple + C. LE and GT 16","higher vocational","34","0.574242255211617","0.446990744791791","0.701493765631443"
"Never","1994","Couple + C. LE and GT 16","higher education","73","0.572590204820498","0.482174605893886","0.66300580374711"
"Daily","1995","1-pers.-HH","in school","","","",""
"Daily","1995","1-pers.-HH","inadequately","","","",""
"Daily","1995","1-pers.-HH","general elemantary","2","","",""
"Daily","1995","1-pers.-HH","middle vocational","8","","",""
"Daily","1995","1-pers.-HH","vocational + Abi","1","","",""
"Daily","1995","1-pers.-HH","higher vocational","","","",""
"Daily","1995","1-pers.-HH","higher education","5","","",""
"Daily","1995","(Married) couple without C. ","in school","","","",""
"Daily","1995","(Married) couple without C. ","inadequately","1","","",""
"Daily","1995","(Married) couple without C. ","general elemantary","1","","",""
"Daily","1995","(Married) couple without C. ","middle vocational","30","0.0185591184326013","0.0124600369283786","0.0246581999368241"
"Daily","1995","(Married) couple without C. ","vocational + Abi","2","","",""
"Daily","1995","(Married) couple without C. ","higher vocational","1","","",""
"Daily","1995","(Married) couple without C. ","higher education","5","","",""
"Daily","1995","Single parent ","in school","1","","",""
"Daily","1995","Single parent ","inadequately","","","",""
"Daily","1995","Single parent ","general elemantary","","","",""
"Daily","1995","Single parent ","middle vocational","1","","",""
"Daily","1995","Single parent ","vocational + Abi","","","",""
"Daily","1995","Single parent ","higher vocational","","","",""
"Daily","1995","Single parent ","higher education","1","","",""
"Daily","1995","Couple + C. LE 16 ","in school","","","",""
"Daily","1995","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1995","Couple + C. LE 16 ","general elemantary","1","","",""
"Daily","1995","Couple + C. LE 16 ","middle vocational","13","","",""
"Daily","1995","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Daily","1995","Couple + C. LE 16 ","higher vocational","3","","",""
"Daily","1995","Couple + C. LE 16 ","higher education","6","","",""
"Daily","1995","Couple + C. GT 16 ","in school","3","","",""
"Daily","1995","Couple + C. GT 16 ","inadequately","","","",""
"Daily","1995","Couple + C. GT 16 ","general elemantary","7","","",""
"Daily","1995","Couple + C. GT 16 ","middle vocational","17","","",""
"Daily","1995","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Daily","1995","Couple + C. GT 16 ","higher vocational","3","","",""
"Daily","1995","Couple + C. GT 16 ","higher education","3","","",""
"Daily","1995","Couple + C. LE and GT 16","in school","1","","",""
"Daily","1995","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1995","Couple + C. LE and GT 16","general elemantary","1","","",""
"Daily","1995","Couple + C. LE and GT 16","middle vocational","5","","",""
"Daily","1995","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1995","Couple + C. LE and GT 16","higher vocational","1","","",""
"Daily","1995","Couple + C. LE and GT 16","higher education","4","","",""
"Min 1x per week","1995","1-pers.-HH","in school","","","",""
"Min 1x per week","1995","1-pers.-HH","inadequately","","","",""
"Min 1x per week","1995","1-pers.-HH","general elemantary","10","","",""
"Min 1x per week","1995","1-pers.-HH","middle vocational","42","0.0585183586889669","0.0415377967898341","0.0754989205880997"
"Min 1x per week","1995","1-pers.-HH","vocational + Abi","2","","",""
"Min 1x per week","1995","1-pers.-HH","higher vocational","3","","",""
"Min 1x per week","1995","1-pers.-HH","higher education","11","","",""
"Min 1x per week","1995","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1995","(Married) couple without C. ","inadequately","1","","",""
"Min 1x per week","1995","(Married) couple without C. ","general elemantary","17","","",""
"Min 1x per week","1995","(Married) couple without C. ","middle vocational","96","0.0596537010838012","0.0489504355488009","0.0703569666188014"
"Min 1x per week","1995","(Married) couple without C. ","vocational + Abi","14","","",""
"Min 1x per week","1995","(Married) couple without C. ","higher vocational","18","","",""
"Min 1x per week","1995","(Married) couple without C. ","higher education","34","0.0604989595869783","0.0392152581738331","0.0817826610001235"
"Min 1x per week","1995","Single parent ","in school","3","","",""
"Min 1x per week","1995","Single parent ","inadequately","1","","",""
"Min 1x per week","1995","Single parent ","general elemantary","6","","",""
"Min 1x per week","1995","Single parent ","middle vocational","14","","",""
"Min 1x per week","1995","Single parent ","vocational + Abi","1","","",""
"Min 1x per week","1995","Single parent ","higher vocational","2","","",""
"Min 1x per week","1995","Single parent ","higher education","4","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","inadequately","2","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","general elemantary","9","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","middle vocational","113","0.0746923636323161","0.0621324339602518","0.0872522933043804"
"Min 1x per week","1995","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","higher vocational","27","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","higher education","28","","",""
"Min 1x per week","1995","Couple + C. GT 16 ","in school","8","","",""
"Min 1x per week","1995","Couple + C. GT 16 ","inadequately","1","","",""
"Min 1x per week","1995","Couple + C. GT 16 ","general elemantary","21","","",""
"Min 1x per week","1995","Couple + C. GT 16 ","middle vocational","83","0.0789141164016173","0.0639262456610071","0.0939019871422275"
"Min 1x per week","1995","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Min 1x per week","1995","Couple + C. GT 16 ","higher vocational","10","","",""
"Min 1x per week","1995","Couple + C. GT 16 ","higher education","21","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","in school","14","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","inadequately","1","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","general elemantary","13","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","middle vocational","46","0.117851019192385","0.0890662857811755","0.146635752603595"
"Min 1x per week","1995","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","higher vocational","8","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","higher education","19","","",""
"Min 1x per month","1995","1-pers.-HH","in school","","","",""
"Min 1x per month","1995","1-pers.-HH","inadequately","","","",""
"Min 1x per month","1995","1-pers.-HH","general elemantary","11","","",""
"Min 1x per month","1995","1-pers.-HH","middle vocational","33","0.0496506601523358","0.0339360282228541","0.0653652920818174"
"Min 1x per month","1995","1-pers.-HH","vocational + Abi","3","","",""
"Min 1x per month","1995","1-pers.-HH","higher vocational","2","","",""
"Min 1x per month","1995","1-pers.-HH","higher education","11","","",""
"Min 1x per month","1995","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1995","(Married) couple without C. ","inadequately","","","",""
"Min 1x per month","1995","(Married) couple without C. ","general elemantary","24","","",""
"Min 1x per month","1995","(Married) couple without C. ","middle vocational","95","0.0495932123950442","0.0397820700171234","0.0594043547729651"
"Min 1x per month","1995","(Married) couple without C. ","vocational + Abi","4","","",""
"Min 1x per month","1995","(Married) couple without C. ","higher vocational","26","","",""
"Min 1x per month","1995","(Married) couple without C. ","higher education","55","0.106280939248311","0.0787669999997158","0.133794878496906"
"Min 1x per month","1995","Single parent ","in school","2","","",""
"Min 1x per month","1995","Single parent ","inadequately","1","","",""
"Min 1x per month","1995","Single parent ","general elemantary","5","","",""
"Min 1x per month","1995","Single parent ","middle vocational","11","","",""
"Min 1x per month","1995","Single parent ","vocational + Abi","1","","",""
"Min 1x per month","1995","Single parent ","higher vocational","2","","",""
"Min 1x per month","1995","Single parent ","higher education","2","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","inadequately","1","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","general elemantary","18","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","middle vocational","90","0.0612260569069606","0.0497721224984012","0.07267999131552"
"Min 1x per month","1995","Couple + C. LE 16 ","vocational + Abi","9","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","higher vocational","24","","",""
"Min 1x per month","1995","Couple + C. LE 16 ","higher education","36","0.049305514895425","0.0308033113028464","0.0678077184880036"
"Min 1x per month","1995","Couple + C. GT 16 ","in school","3","","",""
"Min 1x per month","1995","Couple + C. GT 16 ","inadequately","2","","",""
"Min 1x per month","1995","Couple + C. GT 16 ","general elemantary","32","0.0555627751405316","0.0357783703498661","0.0753471799311971"
"Min 1x per month","1995","Couple + C. GT 16 ","middle vocational","74","0.0727178017408701","0.0582820681463963","0.0871535353353438"
"Min 1x per month","1995","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Min 1x per month","1995","Couple + C. GT 16 ","higher vocational","16","","",""
"Min 1x per month","1995","Couple + C. GT 16 ","higher education","24","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","in school","3","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","inadequately","","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","general elemantary","7","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","middle vocational","24","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","higher vocational","7","","",""
"Min 1x per month","1995","Couple + C. LE and GT 16","higher education","11","","",""
"Rarely","1995","1-pers.-HH","in school","","","",""
"Rarely","1995","1-pers.-HH","inadequately","1","","",""
"Rarely","1995","1-pers.-HH","general elemantary","9","","",""
"Rarely","1995","1-pers.-HH","middle vocational","35","0.0562998124890627","0.039624631516326","0.0729749934617994"
"Rarely","1995","1-pers.-HH","vocational + Abi","7","","",""
"Rarely","1995","1-pers.-HH","higher vocational","7","","",""
"Rarely","1995","1-pers.-HH","higher education","21","","",""
"Rarely","1995","(Married) couple without C. ","in school","","","",""
"Rarely","1995","(Married) couple without C. ","inadequately","1","","",""
"Rarely","1995","(Married) couple without C. ","general elemantary","36","0.0638584817294583","0.0443596015978521","0.0833573618610645"
"Rarely","1995","(Married) couple without C. ","middle vocational","140","0.0796421718404521","0.0674071824836041","0.0918771611973001"
"Rarely","1995","(Married) couple without C. ","vocational + Abi","8","","",""
"Rarely","1995","(Married) couple without C. ","higher vocational","24","","",""
"Rarely","1995","(Married) couple without C. ","higher education","50","0.115922393597536","0.0873429718800139","0.144501815315058"
"Rarely","1995","Single parent ","in school","2","","",""
"Rarely","1995","Single parent ","inadequately","","","",""
"Rarely","1995","Single parent ","general elemantary","9","","",""
"Rarely","1995","Single parent ","middle vocational","24","","",""
"Rarely","1995","Single parent ","vocational + Abi","2","","",""
"Rarely","1995","Single parent ","higher vocational","","","",""
"Rarely","1995","Single parent ","higher education","8","","",""
"Rarely","1995","Couple + C. LE 16 ","in school","1","","",""
"Rarely","1995","Couple + C. LE 16 ","inadequately","4","","",""
"Rarely","1995","Couple + C. LE 16 ","general elemantary","23","","",""
"Rarely","1995","Couple + C. LE 16 ","middle vocational","150","0.0964527936777787","0.0823489052948873","0.11055668206067"
"Rarely","1995","Couple + C. LE 16 ","vocational + Abi","8","","",""
"Rarely","1995","Couple + C. LE 16 ","higher vocational","25","","",""
"Rarely","1995","Couple + C. LE 16 ","higher education","69","0.144611726698291","0.114555211879571","0.174668241517011"
"Rarely","1995","Couple + C. GT 16 ","in school","10","","",""
"Rarely","1995","Couple + C. GT 16 ","inadequately","6","","",""
"Rarely","1995","Couple + C. GT 16 ","general elemantary","41","0.102115921883704","0.0759641365357211","0.128267707231687"
"Rarely","1995","Couple + C. GT 16 ","middle vocational","117","0.117166523722763","0.0992870926420373","0.135045954803488"
"Rarely","1995","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Rarely","1995","Couple + C. GT 16 ","higher vocational","14","","",""
"Rarely","1995","Couple + C. GT 16 ","higher education","34","0.137176835619425","0.095278237011978","0.179075434226871"
"Rarely","1995","Couple + C. LE and GT 16","in school","5","","",""
"Rarely","1995","Couple + C. LE and GT 16","inadequately","7","","",""
"Rarely","1995","Couple + C. LE and GT 16","general elemantary","24","","",""
"Rarely","1995","Couple + C. LE and GT 16","middle vocational","42","0.0939423022550385","0.0678967782854429","0.119987826224634"
"Rarely","1995","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Rarely","1995","Couple + C. LE and GT 16","higher vocational","6","","",""
"Rarely","1995","Couple + C. LE and GT 16","higher education","13","","",""
"Never","1995","1-pers.-HH","in school","4","","",""
"Never","1995","1-pers.-HH","inadequately","31","0.972635139523549","0.916109602270432","1.02916067677667"
"Never","1995","1-pers.-HH","general elemantary","341","0.914851040134941","0.88652678212309","0.943175298146792"
"Never","1995","1-pers.-HH","middle vocational","616","0.825555942589933","0.798102209648352","0.853009675531514"
"Never","1995","1-pers.-HH","vocational + Abi","49","0.785651864621537","0.683504498211922","0.887799231031152"
"Never","1995","1-pers.-HH","higher vocational","48","0.834555824788764","0.740534600300335","0.928577049277192"
"Never","1995","1-pers.-HH","higher education","126","0.697484999043244","0.629233159638968","0.76573683844752"
"Never","1995","(Married) couple without C. ","in school","","","",""
"Never","1995","(Married) couple without C. ","inadequately","73","0.973616889231861","0.937584061551538","1.00964971691218"
"Never","1995","(Married) couple without C. ","general elemantary","526","0.840816950106725","0.811640747816984","0.869993152396466"
"Never","1995","(Married) couple without C. ","middle vocational","1520","0.792551796248101","0.774227708622314","0.810875883873889"
"Never","1995","(Married) couple without C. ","vocational + Abi","94","0.813606383665346","0.744504343981845","0.882708423348847"
"Never","1995","(Married) couple without C. ","higher vocational","178","0.718933780880031","0.662874388596743","0.774993173163319"
"Never","1995","(Married) couple without C. ","higher education","338","0.706001737404616","0.66532933377779","0.746674141031442"
"Never","1995","Single parent ","in school","26","","",""
"Never","1995","Single parent ","inadequately","20","","",""
"Never","1995","Single parent ","general elemantary","120","0.841999013347936","0.781580537687903","0.902417489007969"
"Never","1995","Single parent ","middle vocational","245","0.840606363283305","0.798835936806709","0.882376789759902"
"Never","1995","Single parent ","vocational + Abi","9","","",""
"Never","1995","Single parent ","higher vocational","17","","",""
"Never","1995","Single parent ","higher education","53","0.707740589583746","0.599643266723308","0.815837912444185"
"Never","1995","Couple + C. LE 16 ","in school","1","","",""
"Never","1995","Couple + C. LE 16 ","inadequately","84","0.900044833604128","0.838419101770593","0.961670565437663"
"Never","1995","Couple + C. LE 16 ","general elemantary","337","0.837249352847118","0.800519346739701","0.873979358954536"
"Never","1995","Couple + C. LE 16 ","middle vocational","1317","0.759625605991175","0.739210580237317","0.780040631745033"
"Never","1995","Couple + C. LE 16 ","vocational + Abi","132","0.786292051785548","0.722972558147141","0.849611545423955"
"Never","1995","Couple + C. LE 16 ","higher vocational","156","0.673122699903772","0.613149991913666","0.733095407893878"
"Never","1995","Couple + C. LE 16 ","higher education","387","0.735989073147647","0.698318532508331","0.773659613786962"
"Never","1995","Couple + C. GT 16 ","in school","80","0.7466098963793","0.663016279381949","0.830203513376652"
"Never","1995","Couple + C. GT 16 ","inadequately","148","0.919456744222035","0.876889208744312","0.962024279699759"
"Never","1995","Couple + C. GT 16 ","general elemantary","414","0.773124020018269","0.736952786543065","0.809295253493473"
"Never","1995","Couple + C. GT 16 ","middle vocational","952","0.715279546963241","0.690191909617008","0.740367184309474"
"Never","1995","Couple + C. GT 16 ","vocational + Abi","46","0.644805071899795","0.528462405481683","0.761147738317907"
"Never","1995","Couple + C. GT 16 ","higher vocational","60","0.577231320446662","0.481829683782992","0.672632957110333"
"Never","1995","Couple + C. GT 16 ","higher education","177","0.687191187240506","0.63072655685587","0.743655817625141"
"Never","1995","Couple + C. LE and GT 16","in school","112","0.802735697150512","0.735609546099532","0.869861848201492"
"Never","1995","Couple + C. LE and GT 16","inadequately","78","0.914090279104908","0.854863984213486","0.97331657399633"
"Never","1995","Couple + C. LE and GT 16","general elemantary","238","0.778854947537995","0.730502130789218","0.827207764286771"
"Never","1995","Couple + C. LE and GT 16","middle vocational","365","0.717930150775006","0.677756250104496","0.758104051445516"
"Never","1995","Couple + C. LE and GT 16","vocational + Abi","23","","",""
"Never","1995","Couple + C. LE and GT 16","higher vocational","31","0.576557708042265","0.443534118313606","0.709581297770924"
"Never","1995","Couple + C. LE and GT 16","higher education","94","0.63843242856418","0.559129223462263","0.717735633666097"
"Daily","1996","1-pers.-HH","in school","","","",""
"Daily","1996","1-pers.-HH","inadequately","","","",""
"Daily","1996","1-pers.-HH","general elemantary","","","",""
"Daily","1996","1-pers.-HH","middle vocational","","","",""
"Daily","1996","1-pers.-HH","vocational + Abi","","","",""
"Daily","1996","1-pers.-HH","higher vocational","","","",""
"Daily","1996","1-pers.-HH","higher education","","","",""
"Daily","1996","(Married) couple without C. ","in school","","","",""
"Daily","1996","(Married) couple without C. ","inadequately","","","",""
"Daily","1996","(Married) couple without C. ","general elemantary","","","",""
"Daily","1996","(Married) couple without C. ","middle vocational","","","",""
"Daily","1996","(Married) couple without C. ","vocational + Abi","","","",""
"Daily","1996","(Married) couple without C. ","higher vocational","","","",""
"Daily","1996","(Married) couple without C. ","higher education","","","",""
"Daily","1996","Single parent ","in school","","","",""
"Daily","1996","Single parent ","inadequately","","","",""
"Daily","1996","Single parent ","general elemantary","","","",""
"Daily","1996","Single parent ","middle vocational","","","",""
"Daily","1996","Single parent ","vocational + Abi","","","",""
"Daily","1996","Single parent ","higher vocational","","","",""
"Daily","1996","Single parent ","higher education","","","",""
"Daily","1996","Couple + C. LE 16 ","in school","","","",""
"Daily","1996","Couple + C. LE 16 ","inadequately","","","",""
"Daily","1996","Couple + C. LE 16 ","general elemantary","","","",""
"Daily","1996","Couple + C. LE 16 ","middle vocational","","","",""
"Daily","1996","Couple + C. LE 16 ","vocational + Abi","","","",""
"Daily","1996","Couple + C. LE 16 ","higher vocational","","","",""
"Daily","1996","Couple + C. LE 16 ","higher education","","","",""
"Daily","1996","Couple + C. GT 16 ","in school","","","",""
"Daily","1996","Couple + C. GT 16 ","inadequately","","","",""
"Daily","1996","Couple + C. GT 16 ","general elemantary","","","",""
"Daily","1996","Couple + C. GT 16 ","middle vocational","","","",""
"Daily","1996","Couple + C. GT 16 ","vocational + Abi","","","",""
"Daily","1996","Couple + C. GT 16 ","higher vocational","","","",""
"Daily","1996","Couple + C. GT 16 ","higher education","","","",""
"Daily","1996","Couple + C. LE and GT 16","in school","","","",""
"Daily","1996","Couple + C. LE and GT 16","inadequately","","","",""
"Daily","1996","Couple + C. LE and GT 16","general elemantary","","","",""
"Daily","1996","Couple + C. LE and GT 16","middle vocational","","","",""
"Daily","1996","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Daily","1996","Couple + C. LE and GT 16","higher vocational","","","",""
"Daily","1996","Couple + C. LE and GT 16","higher education","","","",""
"Min 1x per week","1996","1-pers.-HH","in school","","","",""
"Min 1x per week","1996","1-pers.-HH","inadequately","","","",""
"Min 1x per week","1996","1-pers.-HH","general elemantary","8","","",""
"Min 1x per week","1996","1-pers.-HH","middle vocational","49","0.0721215608259173","0.0537299658171519","0.0905131558346827"
"Min 1x per week","1996","1-pers.-HH","vocational + Abi","3","","",""
"Min 1x per week","1996","1-pers.-HH","higher vocational","11","","",""
"Min 1x per week","1996","1-pers.-HH","higher education","22","","",""
"Min 1x per week","1996","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1996","(Married) couple without C. ","inadequately","2","","",""
"Min 1x per week","1996","(Married) couple without C. ","general elemantary","19","","",""
"Min 1x per week","1996","(Married) couple without C. ","middle vocational","121","0.0674413068563267","0.0563017941977243","0.0785808195149292"
"Min 1x per week","1996","(Married) couple without C. ","vocational + Abi","14","","",""
"Min 1x per week","1996","(Married) couple without C. ","higher vocational","17","","",""
"Min 1x per week","1996","(Married) couple without C. ","higher education","56","0.115951104330241","0.0882186249884725","0.143683583672009"
"Min 1x per week","1996","Single parent ","in school","2","","",""
"Min 1x per week","1996","Single parent ","inadequately","1","","",""
"Min 1x per week","1996","Single parent ","general elemantary","3","","",""
"Min 1x per week","1996","Single parent ","middle vocational","22","","",""
"Min 1x per week","1996","Single parent ","vocational + Abi","","","",""
"Min 1x per week","1996","Single parent ","higher vocational","4","","",""
"Min 1x per week","1996","Single parent ","higher education","5","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","inadequately","1","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","general elemantary","11","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","middle vocational","104","0.084289166508824","0.0706634079647276","0.0979149250529203"
"Min 1x per week","1996","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","higher vocational","32","0.138594834378528","0.0946051165896831","0.182584552167372"
"Min 1x per week","1996","Couple + C. LE 16 ","higher education","34","0.0688822197353338","0.046617062138135","0.0911473773325326"
"Min 1x per week","1996","Couple + C. GT 16 ","in school","6","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","inadequately","2","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","general elemantary","27","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","middle vocational","97","0.0987272991095335","0.0812731613660188","0.116181436853048"
"Min 1x per week","1996","Couple + C. GT 16 ","vocational + Abi","4","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","higher vocational","13","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","higher education","28","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","in school","9","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","inadequately","2","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","general elemantary","16","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","middle vocational","39","0.101918388375233","0.0755054329340867","0.12833134381638"
"Min 1x per week","1996","Couple + C. LE and GT 16","vocational + Abi","1","","",""
