"pli0096_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1987","Hesse","indirect migration background","","","",""
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","1987","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1987","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","1987","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","1987","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","1987","Bavaria","no migration background","","","",""
"Min 1x per month","1987","Bavaria","direct migration background","","","",""
"Min 1x per month","1987","Bavaria","indirect migration background","","","",""
"Min 1x per month","1987","Berlin","no migration background","","","",""
"Min 1x per month","1987","Berlin","direct migration background","","","",""
"Min 1x per month","1987","Berlin","indirect migration background","","","",""
"Min 1x per month","1987","Brandenburg","no migration background","","","",""
"Min 1x per month","1987","Brandenburg","direct migration background","","","",""
"Min 1x per month","1987","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1987","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1987","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1987","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1987","Saxony","no migration background","","","",""
"Min 1x per month","1987","Saxony","direct migration background","","","",""
"Min 1x per month","1987","Saxony","indirect migration background","","","",""
"Min 1x per month","1987","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1987","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1987","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1987","Thuringia","no migration background","","","",""
"Min 1x per month","1987","Thuringia","direct migration background","","","",""
"Min 1x per month","1987","Thuringia","indirect migration background","","","",""
"Rarely","1987","Schleswig-Holstein","no migration background","","","",""
"Rarely","1987","Schleswig-Holstein","direct migration background","","","",""
"Rarely","1987","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1987","Hamburg","no migration background","","","",""
"Rarely","1987","Hamburg","direct migration background","","","",""
"Rarely","1987","Hamburg","indirect migration background","","","",""
"Rarely","1987","Lower Saxony","no migration background","","","",""
"Rarely","1987","Lower Saxony","direct migration background","","","",""
"Rarely","1987","Lower Saxony","indirect migration background","","","",""
"Rarely","1987","Bremen","no migration background","","","",""
"Rarely","1987","Bremen","direct migration background","","","",""
"Rarely","1987","Bremen","indirect migration background","","","",""
"Rarely","1987","North Rhine-Westphalia","no migration background","","","",""
"Rarely","1987","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","1987","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","1987","Hesse","no migration background","","","",""
"Rarely","1987","Hesse","direct migration background","","","",""
"Rarely","1987","Hesse","indirect migration background","","","",""
"Rarely","1987","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","1987","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","1987","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","1987","Baden-Württemberg","no migration background","","","",""
"Rarely","1987","Baden-Württemberg","direct migration background","","","",""
"Rarely","1987","Baden-Württemberg","indirect migration background","","","",""
"Rarely","1987","Bavaria","no migration background","","","",""
"Rarely","1987","Bavaria","direct migration background","","","",""
"Rarely","1987","Bavaria","indirect migration background","","","",""
"Rarely","1987","Berlin","no migration background","","","",""
"Rarely","1987","Berlin","direct migration background","","","",""
"Rarely","1987","Berlin","indirect migration background","","","",""
"Rarely","1987","Brandenburg","no migration background","","","",""
"Rarely","1987","Brandenburg","direct migration background","","","",""
"Rarely","1987","Brandenburg","indirect migration background","","","",""
"Rarely","1987","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1987","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1987","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1987","Saxony","no migration background","","","",""
"Rarely","1987","Saxony","direct migration background","","","",""
"Rarely","1987","Saxony","indirect migration background","","","",""
"Rarely","1987","Saxony-Anhalt","no migration background","","","",""
"Rarely","1987","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1987","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1987","Thuringia","no migration background","","","",""
"Rarely","1987","Thuringia","direct migration background","","","",""
"Rarely","1987","Thuringia","indirect migration background","","","",""
"Never","1987","Schleswig-Holstein","no migration background","","","",""
"Never","1987","Schleswig-Holstein","direct migration background","","","",""
"Never","1987","Schleswig-Holstein","indirect migration background","","","",""
"Never","1987","Hamburg","no migration background","","","",""
"Never","1987","Hamburg","direct migration background","","","",""
"Never","1987","Hamburg","indirect migration background","","","",""
"Never","1987","Lower Saxony","no migration background","","","",""
"Never","1987","Lower Saxony","direct migration background","","","",""
"Never","1987","Lower Saxony","indirect migration background","","","",""
"Never","1987","Bremen","no migration background","","","",""
"Never","1987","Bremen","direct migration background","","","",""
"Never","1987","Bremen","indirect migration background","","","",""
"Never","1987","North Rhine-Westphalia","no migration background","","","",""
"Never","1987","North Rhine-Westphalia","direct migration background","","","",""
"Never","1987","North Rhine-Westphalia","indirect migration background","","","",""
"Never","1987","Hesse","no migration background","","","",""
"Never","1987","Hesse","direct migration background","","","",""
"Never","1987","Hesse","indirect migration background","","","",""
"Never","1987","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","1987","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","1987","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","1987","Baden-Württemberg","no migration background","","","",""
"Never","1987","Baden-Württemberg","direct migration background","","","",""
"Never","1987","Baden-Württemberg","indirect migration background","","","",""
"Never","1987","Bavaria","no migration background","","","",""
"Never","1987","Bavaria","direct migration background","","","",""
"Never","1987","Bavaria","indirect migration background","","","",""
"Never","1987","Berlin","no migration background","","","",""
"Never","1987","Berlin","direct migration background","","","",""
"Never","1987","Berlin","indirect migration background","","","",""
"Never","1987","Brandenburg","no migration background","","","",""
"Never","1987","Brandenburg","direct migration background","","","",""
"Never","1987","Brandenburg","indirect migration background","","","",""
"Never","1987","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1987","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1987","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1987","Saxony","no migration background","","","",""
"Never","1987","Saxony","direct migration background","","","",""
"Never","1987","Saxony","indirect migration background","","","",""
"Never","1987","Saxony-Anhalt","no migration background","","","",""
"Never","1987","Saxony-Anhalt","direct migration background","","","",""
"Never","1987","Saxony-Anhalt","indirect migration background","","","",""
"Never","1987","Thuringia","no migration background","","","",""
"Never","1987","Thuringia","direct migration background","","","",""
"Never","1987","Thuringia","indirect migration background","","","",""
"Daily","1988","Schleswig-Holstein","no migration background","","","",""
"Daily","1988","Schleswig-Holstein","direct migration background","","","",""
"Daily","1988","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1988","Hamburg","no migration background","","","",""
"Daily","1988","Hamburg","direct migration background","","","",""
"Daily","1988","Hamburg","indirect migration background","","","",""
"Daily","1988","Lower Saxony","no migration background","","","",""
"Daily","1988","Lower Saxony","direct migration background","","","",""
"Daily","1988","Lower Saxony","indirect migration background","","","",""
"Daily","1988","Bremen","no migration background","","","",""
"Daily","1988","Bremen","direct migration background","","","",""
"Daily","1988","Bremen","indirect migration background","","","",""
"Daily","1988","North Rhine-Westphalia","no migration background","","","",""
"Daily","1988","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1988","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1988","Hesse","no migration background","","","",""
"Daily","1988","Hesse","direct migration background","","","",""
"Daily","1988","Hesse","indirect migration background","","","",""
"Daily","1988","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1988","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1988","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1988","Baden-Württemberg","no migration background","","","",""
"Daily","1988","Baden-Württemberg","direct migration background","","","",""
"Daily","1988","Baden-Württemberg","indirect migration background","","","",""
"Daily","1988","Bavaria","no migration background","","","",""
"Daily","1988","Bavaria","direct migration background","","","",""
"Daily","1988","Bavaria","indirect migration background","","","",""
"Daily","1988","Berlin","no migration background","","","",""
"Daily","1988","Berlin","direct migration background","","","",""
"Daily","1988","Berlin","indirect migration background","","","",""
"Daily","1988","Brandenburg","no migration background","","","",""
"Daily","1988","Brandenburg","direct migration background","","","",""
"Daily","1988","Brandenburg","indirect migration background","","","",""
"Daily","1988","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1988","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1988","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1988","Saxony","no migration background","","","",""
"Daily","1988","Saxony","direct migration background","","","",""
"Daily","1988","Saxony","indirect migration background","","","",""
"Daily","1988","Saxony-Anhalt","no migration background","","","",""
"Daily","1988","Saxony-Anhalt","direct migration background","","","",""
"Daily","1988","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1988","Thuringia","no migration background","","","",""
"Daily","1988","Thuringia","direct migration background","","","",""
"Daily","1988","Thuringia","indirect migration background","","","",""
"Min 1x per week","1988","Schleswig-Holstein","no migration background","24","","",""
"Min 1x per week","1988","Schleswig-Holstein","direct migration background","3","","",""
"Min 1x per week","1988","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1988","Hamburg","no migration background","13","","",""
"Min 1x per week","1988","Hamburg","direct migration background","2","","",""
"Min 1x per week","1988","Hamburg","indirect migration background","","","",""
"Min 1x per week","1988","Lower Saxony","no migration background","68","0.0772324137356522","0.0593799779953471","0.0950848494759572"
"Min 1x per week","1988","Lower Saxony","direct migration background","6","","",""
"Min 1x per week","1988","Lower Saxony","indirect migration background","1","","",""
"Min 1x per week","1988","Bremen","no migration background","3","","",""
"Min 1x per week","1988","Bremen","direct migration background","","","",""
"Min 1x per week","1988","Bremen","indirect migration background","","","",""
"Min 1x per week","1988","North Rhine-Westphalia","no migration background","183","0.0917681283513462","0.0788546932933721","0.10468156340932"
"Min 1x per week","1988","North Rhine-Westphalia","direct migration background","25","","",""
"Min 1x per week","1988","North Rhine-Westphalia","indirect migration background","5","","",""
"Min 1x per week","1988","Hesse","no migration background","58","0.0956408661410674","0.0719899981852693","0.119291734096866"
"Min 1x per week","1988","Hesse","direct migration background","7","","",""
"Min 1x per week","1988","Hesse","indirect migration background","1","","",""
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","no migration background","58","0.10097466146039","0.0767857051465133","0.125163617774266"
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1988","Baden-Württemberg","no migration background","132","0.11601839816827","0.0971191128985549","0.134917683437985"
"Min 1x per week","1988","Baden-Württemberg","direct migration background","32","0.0622546788553607","0.0447033156762503","0.0798060420344711"
"Min 1x per week","1988","Baden-Württemberg","indirect migration background","3","","",""
"Min 1x per week","1988","Bavaria","no migration background","125","0.0929820393389967","0.076759212162155","0.109204866515838"
"Min 1x per week","1988","Bavaria","direct migration background","31","0.115957591295956","0.0826047680165869","0.149310414575325"
"Min 1x per week","1988","Bavaria","indirect migration background","4","","",""
"Min 1x per week","1988","Berlin","no migration background","16","","",""
"Min 1x per week","1988","Berlin","direct migration background","5","","",""
"Min 1x per week","1988","Berlin","indirect migration background","","","",""
"Min 1x per week","1988","Brandenburg","no migration background","","","",""
"Min 1x per week","1988","Brandenburg","direct migration background","","","",""
"Min 1x per week","1988","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1988","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1988","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1988","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1988","Saxony","no migration background","","","",""
"Min 1x per week","1988","Saxony","direct migration background","","","",""
"Min 1x per week","1988","Saxony","indirect migration background","","","",""
"Min 1x per week","1988","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1988","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1988","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1988","Thuringia","no migration background","","","",""
"Min 1x per week","1988","Thuringia","direct migration background","","","",""
"Min 1x per week","1988","Thuringia","indirect migration background","","","",""
"Min 1x per month","1988","Schleswig-Holstein","no migration background","14","","",""
"Min 1x per month","1988","Schleswig-Holstein","direct migration background","1","","",""
"Min 1x per month","1988","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1988","Hamburg","no migration background","9","","",""
"Min 1x per month","1988","Hamburg","direct migration background","1","","",""
"Min 1x per month","1988","Hamburg","indirect migration background","1","","",""
"Min 1x per month","1988","Lower Saxony","no migration background","64","0.0642443016857076","0.0478478431252304","0.0806407602461849"
"Min 1x per month","1988","Lower Saxony","direct migration background","9","","",""
"Min 1x per month","1988","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","1988","Bremen","no migration background","4","","",""
"Min 1x per month","1988","Bremen","direct migration background","","","",""
"Min 1x per month","1988","Bremen","indirect migration background","","","",""
"Min 1x per month","1988","North Rhine-Westphalia","no migration background","109","0.0533031933765035","0.0432551952162944","0.0633511915367126"
"Min 1x per month","1988","North Rhine-Westphalia","direct migration background","13","","",""
"Min 1x per month","1988","North Rhine-Westphalia","indirect migration background","2","","",""
"Min 1x per month","1988","Hesse","no migration background","54","0.0850965331168879","0.0626577945476088","0.107535271686167"
"Min 1x per month","1988","Hesse","direct migration background","5","","",""
"Min 1x per month","1988","Hesse","indirect migration background","2","","",""
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","no migration background","51","0.0819728296662754","0.0599492610323542","0.103996398300197"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","direct migration background","3","","",""
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","1988","Baden-Württemberg","no migration background","91","0.0772587907060414","0.0615017649075453","0.0930158165045375"
"Min 1x per month","1988","Baden-Württemberg","direct migration background","16","","",""
"Min 1x per month","1988","Baden-Württemberg","indirect migration background","2","","",""
"Min 1x per month","1988","Bavaria","no migration background","120","0.0909125073397013","0.0748529443282221","0.10697207035118"
"Min 1x per month","1988","Bavaria","direct migration background","13","","",""
"Min 1x per month","1988","Bavaria","indirect migration background","1","","",""
"Min 1x per month","1988","Berlin","no migration background","15","","",""
"Min 1x per month","1988","Berlin","direct migration background","","","",""
"Min 1x per month","1988","Berlin","indirect migration background","","","",""
"Min 1x per month","1988","Brandenburg","no migration background","","","",""
"Min 1x per month","1988","Brandenburg","direct migration background","","","",""
"Min 1x per month","1988","Brandenburg","indirect migration background","","","",""
"Min 1x per month","1988","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","1988","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","1988","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","1988","Saxony","no migration background","","","",""
"Min 1x per month","1988","Saxony","direct migration background","","","",""
"Min 1x per month","1988","Saxony","indirect migration background","","","",""
"Min 1x per month","1988","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","1988","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","1988","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","1988","Thuringia","no migration background","","","",""
"Min 1x per month","1988","Thuringia","direct migration background","","","",""
"Min 1x per month","1988","Thuringia","indirect migration background","","","",""
"Rarely","1988","Schleswig-Holstein","no migration background","19","","",""
"Rarely","1988","Schleswig-Holstein","direct migration background","3","","",""
"Rarely","1988","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","1988","Hamburg","no migration background","6","","",""
"Rarely","1988","Hamburg","direct migration background","1","","",""
"Rarely","1988","Hamburg","indirect migration background","","","",""
"Rarely","1988","Lower Saxony","no migration background","81","0.0842378077635228","0.0656641947833372","0.102811420743708"
"Rarely","1988","Lower Saxony","direct migration background","3","","",""
"Rarely","1988","Lower Saxony","indirect migration background","1","","",""
"Rarely","1988","Bremen","no migration background","3","","",""
"Rarely","1988","Bremen","direct migration background","2","","",""
"Rarely","1988","Bremen","indirect migration background","1","","",""
"Rarely","1988","North Rhine-Westphalia","no migration background","162","0.0824211900182832","0.0701202413881862","0.0947221386483801"
"Rarely","1988","North Rhine-Westphalia","direct migration background","31","0.0523421625828651","0.0358079577948623","0.0688763673708679"
"Rarely","1988","North Rhine-Westphalia","indirect migration background","3","","",""
"Rarely","1988","Hesse","no migration background","61","0.0984307350186213","0.0744744328923158","0.122387037144927"
"Rarely","1988","Hesse","direct migration background","14","","",""
"Rarely","1988","Hesse","indirect migration background","","","",""
"Rarely","1988","Rhineland-Palatinate,Saarland","no migration background","42","0.0733947533443356","0.0524582164742165","0.0943312902144547"
"Rarely","1988","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Rarely","1988","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Rarely","1988","Baden-Württemberg","no migration background","198","0.178445413824062","0.155849430666316","0.201041396981809"
"Rarely","1988","Baden-Württemberg","direct migration background","38","0.093022192702763","0.0719226026297838","0.114121782775742"
"Rarely","1988","Baden-Württemberg","indirect migration background","5","","",""
"Rarely","1988","Bavaria","no migration background","117","0.0920421934734107","0.0758932030129294","0.108191183933892"
"Rarely","1988","Bavaria","direct migration background","21","","",""
"Rarely","1988","Bavaria","indirect migration background","3","","",""
"Rarely","1988","Berlin","no migration background","12","","",""
"Rarely","1988","Berlin","direct migration background","8","","",""
"Rarely","1988","Berlin","indirect migration background","2","","",""
"Rarely","1988","Brandenburg","no migration background","","","",""
"Rarely","1988","Brandenburg","direct migration background","","","",""
"Rarely","1988","Brandenburg","indirect migration background","","","",""
"Rarely","1988","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","1988","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","1988","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","1988","Saxony","no migration background","","","",""
"Rarely","1988","Saxony","direct migration background","","","",""
"Rarely","1988","Saxony","indirect migration background","","","",""
"Rarely","1988","Saxony-Anhalt","no migration background","","","",""
"Rarely","1988","Saxony-Anhalt","direct migration background","","","",""
"Rarely","1988","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","1988","Thuringia","no migration background","","","",""
"Rarely","1988","Thuringia","direct migration background","","","",""
"Rarely","1988","Thuringia","indirect migration background","","","",""
"Never","1988","Schleswig-Holstein","no migration background","210","0.791925578831326","0.743235105855486","0.840616051807166"
"Never","1988","Schleswig-Holstein","direct migration background","36","0.683049828083985","0.543979156389188","0.822120499778781"
"Never","1988","Schleswig-Holstein","indirect migration background","2","","",""
"Never","1988","Hamburg","no migration background","117","0.810187273254256","0.746358064275519","0.874016482232992"
"Never","1988","Hamburg","direct migration background","45","0.923106021378552","0.848508910239174","0.997703132517931"
"Never","1988","Hamburg","indirect migration background","3","","",""
"Never","1988","Lower Saxony","no migration background","646","0.774285476815117","0.746329039996466","0.802241913633768"
"Never","1988","Lower Saxony","direct migration background","145","0.869832752235777","0.818176484051563","0.921489020419992"
"Never","1988","Lower Saxony","indirect migration background","12","","",""
"Never","1988","Bremen","no migration background","68","0.874232330993901","0.800645732668896","0.947818929318905"
"Never","1988","Bremen","direct migration background","17","","",""
"Never","1988","Bremen","indirect migration background","1","","",""
"Never","1988","North Rhine-Westphalia","no migration background","1466","0.772507488253867","0.753756145232068","0.791258831275666"
"Never","1988","North Rhine-Westphalia","direct migration background","628","0.885258945422243","0.861598316603515","0.908919574240971"
"Never","1988","North Rhine-Westphalia","indirect migration background","54","0.743500306378431","0.636510572989397","0.850490039767466"
"Never","1988","Hesse","no migration background","421","0.720831865723423","0.684756995353869","0.756906736092978"
"Never","1988","Hesse","direct migration background","352","0.936855251378155","0.912336008354888","0.961374494401421"
"Never","1988","Hesse","indirect migration background","18","","",""
"Never","1988","Rhineland-Palatinate,Saarland","no migration background","445","0.743657755528999","0.708605044854533","0.778710466203465"
"Never","1988","Rhineland-Palatinate,Saarland","direct migration background","117","0.925545155845216","0.880068513544524","0.971021798145909"
"Never","1988","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Never","1988","Baden-Württemberg","no migration background","682","0.628277397301626","0.599757658912147","0.656797135691106"
"Never","1988","Baden-Württemberg","direct migration background","642","0.822022060137911","0.794237263313357","0.849806856962465"
"Never","1988","Baden-Württemberg","indirect migration background","48","0.776398082469455","0.66916863131677","0.88362753362214"
"Never","1988","Bavaria","no migration background","869","0.724063259847891","0.699093631123336","0.749032888572447"
"Never","1988","Bavaria","direct migration background","289","0.767922051943634","0.723945419722583","0.811898684164685"
"Never","1988","Bavaria","indirect migration background","34","0.799952819391144","0.678970515669487","0.920935123112801"
"Never","1988","Berlin","no migration background","185","0.810726112179186","0.759879373832366","0.861572850526006"
"Never","1988","Berlin","direct migration background","86","0.794834906952654","0.715288476606213","0.874381337299096"
"Never","1988","Berlin","indirect migration background","4","","",""
"Never","1988","Brandenburg","no migration background","","","",""
"Never","1988","Brandenburg","direct migration background","","","",""
"Never","1988","Brandenburg","indirect migration background","","","",""
"Never","1988","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","1988","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","1988","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","1988","Saxony","no migration background","","","",""
"Never","1988","Saxony","direct migration background","","","",""
"Never","1988","Saxony","indirect migration background","","","",""
"Never","1988","Saxony-Anhalt","no migration background","","","",""
"Never","1988","Saxony-Anhalt","direct migration background","","","",""
"Never","1988","Saxony-Anhalt","indirect migration background","","","",""
"Never","1988","Thuringia","no migration background","","","",""
"Never","1988","Thuringia","direct migration background","","","",""
"Never","1988","Thuringia","indirect migration background","","","",""
"Daily","1989","Schleswig-Holstein","no migration background","","","",""
"Daily","1989","Schleswig-Holstein","direct migration background","","","",""
"Daily","1989","Schleswig-Holstein","indirect migration background","","","",""
"Daily","1989","Hamburg","no migration background","","","",""
"Daily","1989","Hamburg","direct migration background","","","",""
"Daily","1989","Hamburg","indirect migration background","","","",""
"Daily","1989","Lower Saxony","no migration background","","","",""
"Daily","1989","Lower Saxony","direct migration background","","","",""
"Daily","1989","Lower Saxony","indirect migration background","","","",""
"Daily","1989","Bremen","no migration background","","","",""
"Daily","1989","Bremen","direct migration background","","","",""
"Daily","1989","Bremen","indirect migration background","","","",""
"Daily","1989","North Rhine-Westphalia","no migration background","","","",""
"Daily","1989","North Rhine-Westphalia","direct migration background","","","",""
"Daily","1989","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","1989","Hesse","no migration background","","","",""
"Daily","1989","Hesse","direct migration background","","","",""
"Daily","1989","Hesse","indirect migration background","","","",""
"Daily","1989","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","1989","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","1989","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","1989","Baden-Württemberg","no migration background","","","",""
"Daily","1989","Baden-Württemberg","direct migration background","","","",""
"Daily","1989","Baden-Württemberg","indirect migration background","","","",""
"Daily","1989","Bavaria","no migration background","","","",""
"Daily","1989","Bavaria","direct migration background","","","",""
"Daily","1989","Bavaria","indirect migration background","","","",""
"Daily","1989","Berlin","no migration background","","","",""
"Daily","1989","Berlin","direct migration background","","","",""
"Daily","1989","Berlin","indirect migration background","","","",""
"Daily","1989","Brandenburg","no migration background","","","",""
"Daily","1989","Brandenburg","direct migration background","","","",""
"Daily","1989","Brandenburg","indirect migration background","","","",""
"Daily","1989","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","1989","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","1989","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","1989","Saxony","no migration background","","","",""
"Daily","1989","Saxony","direct migration background","","","",""
"Daily","1989","Saxony","indirect migration background","","","",""
"Daily","1989","Saxony-Anhalt","no migration background","","","",""
"Daily","1989","Saxony-Anhalt","direct migration background","","","",""
"Daily","1989","Saxony-Anhalt","indirect migration background","","","",""
"Daily","1989","Thuringia","no migration background","","","",""
"Daily","1989","Thuringia","direct migration background","","","",""
"Daily","1989","Thuringia","indirect migration background","","","",""
"Min 1x per week","1989","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","1989","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","1989","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","1989","Hamburg","no migration background","","","",""
"Min 1x per week","1989","Hamburg","direct migration background","","","",""
"Min 1x per week","1989","Hamburg","indirect migration background","","","",""
"Min 1x per week","1989","Lower Saxony","no migration background","","","",""
"Min 1x per week","1989","Lower Saxony","direct migration background","","","",""
"Min 1x per week","1989","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","1989","Bremen","no migration background","","","",""
"Min 1x per week","1989","Bremen","direct migration background","","","",""
"Min 1x per week","1989","Bremen","indirect migration background","","","",""
"Min 1x per week","1989","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","1989","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","1989","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","1989","Hesse","no migration background","","","",""
"Min 1x per week","1989","Hesse","direct migration background","","","",""
"Min 1x per week","1989","Hesse","indirect migration background","","","",""
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","1989","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","1989","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","1989","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","1989","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","1989","Bavaria","no migration background","","","",""
"Min 1x per week","1989","Bavaria","direct migration background","","","",""
"Min 1x per week","1989","Bavaria","indirect migration background","","","",""
"Min 1x per week","1989","Berlin","no migration background","","","",""
"Min 1x per week","1989","Berlin","direct migration background","","","",""
"Min 1x per week","1989","Berlin","indirect migration background","","","",""
"Min 1x per week","1989","Brandenburg","no migration background","","","",""
"Min 1x per week","1989","Brandenburg","direct migration background","","","",""
"Min 1x per week","1989","Brandenburg","indirect migration background","","","",""
"Min 1x per week","1989","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","1989","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","1989","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","1989","Saxony","no migration background","","","",""
"Min 1x per week","1989","Saxony","direct migration background","","","",""
"Min 1x per week","1989","Saxony","indirect migration background","","","",""
"Min 1x per week","1989","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","1989","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","1989","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","1989","Thuringia","no migration background","","","",""
"Min 1x per week","1989","Thuringia","direct migration background","","","",""
"Min 1x per week","1989","Thuringia","indirect migration background","","","",""
"Min 1x per month","1989","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","1989","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","1989","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","1989","Hamburg","no migration background","","","",""
"Min 1x per month","1989","Hamburg","direct migration background","","","",""
"Min 1x per month","1989","Hamburg","indirect migration background","","","",""
"Min 1x per month","1989","Lower Saxony","no migration background","","","",""
