"pli0096_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2011","middle vocational","1203","0.0811460796534008","0.0766083195355593","0.0856838397712422"
"Min 1x per month","2011","vocational + Abi","227","0.100101706564588","0.0869610614287706","0.113242351700405"
"Min 1x per month","2011","higher vocational","248","0.119098883063102","0.104351063821689","0.133846702304515"
"Min 1x per month","2011","higher education","741","0.104943187175953","0.0973187174466699","0.112567656905236"
"Rarely","2011","in school","83","0.18136902791259","0.146607189199027","0.216130866626153"
"Rarely","2011","inadequately","","","",""
"Rarely","2011","general elemantary","244","0.077639038516666","0.0679938002688915","0.0872842767644406"
"Rarely","2011","middle vocational","1654","0.129445929312947","0.123867311616123","0.13502454700977"
"Rarely","2011","vocational + Abi","261","0.138263206955243","0.123150583436607","0.153375830473879"
"Rarely","2011","higher vocational","265","0.154845876447545","0.138374565686393","0.171317187208697"
"Rarely","2011","higher education","1049","0.169217498107582","0.159889820577461","0.178545175637702"
"Never","2011","in school","274","0.592436760169022","0.548106978351685","0.636766541986359"
"Never","2011","inadequately","369","0.860466409892532","0.826967280137243","0.893965539647821"
"Never","2011","general elemantary","2386","0.814536151942325","0.800527148427652","0.828545155456997"
"Never","2011","middle vocational","9661","0.693543466795064","0.685882107839678","0.70120482575045"
"Never","2011","vocational + Abi","1309","0.651431397178907","0.630568351520867","0.672294442836946"
"Never","2011","higher vocational","1058","0.592459496337247","0.570086450994917","0.614832541679577"
"Never","2011","higher education","3482","0.588419418054257","0.57617669134827","0.600662144760245"
"Daily","2012","in school","","","",""
"Daily","2012","inadequately","","","",""
"Daily","2012","general elemantary","","","",""
"Daily","2012","middle vocational","","","",""
"Daily","2012","vocational + Abi","","","",""
"Daily","2012","higher vocational","","","",""
"Daily","2012","higher education","","","",""
"Min 1x per week","2012","in school","","","",""
"Min 1x per week","2012","inadequately","","","",""
"Min 1x per week","2012","general elemantary","","","",""
"Min 1x per week","2012","middle vocational","","","",""
"Min 1x per week","2012","vocational + Abi","","","",""
"Min 1x per week","2012","higher vocational","","","",""
"Min 1x per week","2012","higher education","","","",""
"Min 1x per month","2012","in school","","","",""
"Min 1x per month","2012","inadequately","","","",""
"Min 1x per month","2012","general elemantary","","","",""
"Min 1x per month","2012","middle vocational","","","",""
"Min 1x per month","2012","vocational + Abi","","","",""
"Min 1x per month","2012","higher vocational","","","",""
"Min 1x per month","2012","higher education","","","",""
"Rarely","2012","in school","","","",""
"Rarely","2012","inadequately","","","",""
"Rarely","2012","general elemantary","","","",""
"Rarely","2012","middle vocational","","","",""
"Rarely","2012","vocational + Abi","","","",""
"Rarely","2012","higher vocational","","","",""
"Rarely","2012","higher education","","","",""
"Never","2012","in school","","","",""
"Never","2012","inadequately","","","",""
"Never","2012","general elemantary","","","",""
"Never","2012","middle vocational","","","",""
"Never","2012","vocational + Abi","","","",""
"Never","2012","higher vocational","","","",""
"Never","2012","higher education","","","",""
"Daily","2013","in school","","","",""
"Daily","2013","inadequately","","","",""
"Daily","2013","general elemantary","","","",""
"Daily","2013","middle vocational","170","0.0139353850803829","0.0118713141753583","0.0159994559854074"
"Daily","2013","vocational + Abi","30","0.0159491647707097","0.0101194269632141","0.0217789025782053"
"Daily","2013","higher vocational","41","0.0315427351657265","0.0231776288456685","0.0399078414857846"
"Daily","2013","higher education","140","0.0235041027379744","0.0196109126501099","0.0273972928258388"
"Min 1x per week","2013","in school","62","0.158570872941118","0.124632691684359","0.192509054197878"
"Min 1x per week","2013","inadequately","","","",""
"Min 1x per week","2013","general elemantary","180","0.0674111824092705","0.0577623629706367","0.0770600018479042"
"Min 1x per week","2013","middle vocational","1106","0.0908534877131332","0.0857929090711196","0.0959140663551469"
"Min 1x per week","2013","vocational + Abi","175","0.107349075519247","0.0929441417057287","0.121754009332765"
"Min 1x per week","2013","higher vocational","229","0.128377992440083","0.112368006766444","0.144387978113723"
"Min 1x per week","2013","higher education","766","0.125208668778232","0.116703792630982","0.133713544925482"
"Min 1x per month","2013","in school","33","0.0501472999345201","0.0298695392375457","0.0704250606314945"
"Min 1x per month","2013","inadequately","","","",""
"Min 1x per month","2013","general elemantary","131","0.0552972360157957","0.0465016979976642","0.0640927740339273"
"Min 1x per month","2013","middle vocational","1020","0.0762642209069056","0.0715906725617389","0.0809377692520723"
"Min 1x per month","2013","vocational + Abi","162","0.0820243671486709","0.0692553254838218","0.0947934088135199"
"Min 1x per month","2013","higher vocational","200","0.104994744637324","0.090323122503733","0.119666366770915"
"Min 1x per month","2013","higher education","756","0.108444900937316","0.100454340854527","0.116435461020105"
"Rarely","2013","in school","66","0.196459987891517","0.159544475944969","0.233375499838064"
"Rarely","2013","inadequately","","","",""
"Rarely","2013","general elemantary","195","0.0803874840069808","0.0699243988505285","0.0908505691634332"
"Rarely","2013","middle vocational","1205","0.0993333997160726","0.094066656838627","0.104600142593518"
"Rarely","2013","vocational + Abi","205","0.115685044850482","0.100801260198202","0.130568829502762"
"Rarely","2013","higher vocational","201","0.120749350707179","0.105154532708321","0.136344168706038"
"Rarely","2013","higher education","759","0.123480169299827","0.115025861791994","0.131934476807661"
"Never","2013","in school","276","0.577994490326132","0.532107561111804","0.62388141954046"
"Never","2013","inadequately","299","0.881654080161695","0.846643446570495","0.916664713752895"
"Never","2013","general elemantary","2072","0.791057679180061","0.775412505535833","0.806702852824288"
"Never","2013","middle vocational","8889","0.719613506583506","0.711704159471761","0.72752285369525"
"Never","2013","vocational + Abi","1202","0.67899234771089","0.657267266135387","0.700717429286393"
"Never","2013","higher vocational","1006","0.614335177049687","0.591038752850033","0.637631601249341"
"Never","2013","higher education","3396","0.619362158246651","0.606884678491386","0.631839638001916"
"Daily","2014","in school","","","",""
"Daily","2014","inadequately","","","",""
"Daily","2014","general elemantary","","","",""
"Daily","2014","middle vocational","","","",""
"Daily","2014","vocational + Abi","","","",""
"Daily","2014","higher vocational","","","",""
"Daily","2014","higher education","","","",""
"Min 1x per week","2014","in school","","","",""
"Min 1x per week","2014","inadequately","","","",""
"Min 1x per week","2014","general elemantary","","","",""
"Min 1x per week","2014","middle vocational","","","",""
"Min 1x per week","2014","vocational + Abi","","","",""
"Min 1x per week","2014","higher vocational","","","",""
"Min 1x per week","2014","higher education","","","",""
"Min 1x per month","2014","in school","","","",""
"Min 1x per month","2014","inadequately","","","",""
"Min 1x per month","2014","general elemantary","","","",""
"Min 1x per month","2014","middle vocational","","","",""
"Min 1x per month","2014","vocational + Abi","","","",""
"Min 1x per month","2014","higher vocational","","","",""
"Min 1x per month","2014","higher education","","","",""
"Rarely","2014","in school","","","",""
"Rarely","2014","inadequately","","","",""
"Rarely","2014","general elemantary","","","",""
"Rarely","2014","middle vocational","","","",""
"Rarely","2014","vocational + Abi","","","",""
"Rarely","2014","higher vocational","","","",""
"Rarely","2014","higher education","","","",""
"Never","2014","in school","","","",""
"Never","2014","inadequately","","","",""
"Never","2014","general elemantary","","","",""
"Never","2014","middle vocational","","","",""
"Never","2014","vocational + Abi","","","",""
"Never","2014","higher vocational","","","",""
"Never","2014","higher education","","","",""
"Daily","2015","in school","","","",""
"Daily","2015","inadequately","","","",""
"Daily","2015","general elemantary","","","",""
"Daily","2015","middle vocational","","","",""
"Daily","2015","vocational + Abi","","","",""
"Daily","2015","higher vocational","","","",""
"Daily","2015","higher education","","","",""
"Min 1x per week","2015","in school","48","0.132080785429647","0.0977667525617407","0.166394818297553"
"Min 1x per week","2015","inadequately","","","",""
"Min 1x per week","2015","general elemantary","186","0.0628431238483029","0.0541226589847827","0.0715635887118232"
"Min 1x per week","2015","middle vocational","1158","0.0936773233549798","0.0885032851802003","0.0988513615297593"
"Min 1x per week","2015","vocational + Abi","219","0.117432162434577","0.103858773765944","0.13100555110321"
"Min 1x per week","2015","higher vocational","224","0.132106463294","0.115167408956691","0.149045517631308"
"Min 1x per week","2015","higher education","921","0.141531309640461","0.133020736311537","0.150041882969385"
"Min 1x per month","2015","in school","39","0.0740526646678418","0.0475142009580247","0.100591128377659"
"Min 1x per month","2015","inadequately","","","",""
"Min 1x per month","2015","general elemantary","151","0.0517848610096294","0.0438221774706106","0.0597475445486482"
"Min 1x per month","2015","middle vocational","1044","0.0838841569393867","0.0789616522577442","0.0888066616210293"
"Min 1x per month","2015","vocational + Abi","166","0.0765349395372532","0.0653260958303465","0.0877437832441599"
"Min 1x per month","2015","higher vocational","207","0.112763508575749","0.0969401784446745","0.128586838706823"
"Min 1x per month","2015","higher education","777","0.110200454282747","0.102554915293143","0.117845993272351"
"Rarely","2015","in school","63","0.20828529375325","0.167129976911158","0.249440610595343"
"Rarely","2015","inadequately","","","",""
"Rarely","2015","general elemantary","234","0.0874319305778","0.0772817849223036","0.0975820762332964"
"Rarely","2015","middle vocational","1451","0.119780977804071","0.1140151685506","0.125546787057541"
"Rarely","2015","vocational + Abi","280","0.138203537379041","0.123652879125348","0.152754195632734"
"Rarely","2015","higher vocational","234","0.14665361541675","0.128956480389095","0.164350750444405"
"Rarely","2015","higher education","1011","0.161237077455722","0.15225819272723","0.170215962184213"
"Never","2015","in school","224","0.585581256149261","0.535655394559267","0.635507117739255"
"Never","2015","inadequately","480","0.859794234115747","0.830373642528179","0.889214825703314"
"Never","2015","general elemantary","2404","0.797940084564268","0.78351129728809","0.812368871840446"
"Never","2015","middle vocational","8530","0.702657541901563","0.694540995260371","0.710774088542755"
"Never","2015","vocational + Abi","1496","0.667829360649129","0.647971425728177","0.68768729557008"
"Never","2015","higher vocational","870","0.608476412713502","0.58405927567981","0.632893549747193"
"Never","2015","higher education","3735","0.58703115862107","0.575009634158679","0.599052683083461"
"Daily","2016","in school","","","",""
"Daily","2016","inadequately","","","",""
"Daily","2016","general elemantary","","","",""
"Daily","2016","middle vocational","","","",""
"Daily","2016","vocational + Abi","","","",""
"Daily","2016","higher vocational","","","",""
"Daily","2016","higher education","","","",""
"Min 1x per week","2016","in school","","","",""
"Min 1x per week","2016","inadequately","","","",""
"Min 1x per week","2016","general elemantary","","","",""
"Min 1x per week","2016","middle vocational","","","",""
"Min 1x per week","2016","vocational + Abi","","","",""
"Min 1x per week","2016","higher vocational","","","",""
"Min 1x per week","2016","higher education","","","",""
"Min 1x per month","2016","in school","","","",""
"Min 1x per month","2016","inadequately","","","",""
"Min 1x per month","2016","general elemantary","","","",""
"Min 1x per month","2016","middle vocational","","","",""
"Min 1x per month","2016","vocational + Abi","","","",""
"Min 1x per month","2016","higher vocational","","","",""
"Min 1x per month","2016","higher education","","","",""
"Rarely","2016","in school","","","",""
"Rarely","2016","inadequately","","","",""
"Rarely","2016","general elemantary","","","",""
"Rarely","2016","middle vocational","","","",""
"Rarely","2016","vocational + Abi","","","",""
"Rarely","2016","higher vocational","","","",""
"Rarely","2016","higher education","","","",""
"Never","2016","in school","","","",""
"Never","2016","inadequately","","","",""
"Never","2016","general elemantary","","","",""
"Never","2016","middle vocational","","","",""
"Never","2016","vocational + Abi","","","",""
"Never","2016","higher vocational","","","",""
"Never","2016","higher education","","","",""
"Daily","2017","in school","","","",""
"Daily","2017","inadequately","","","",""
"Daily","2017","general elemantary","","","",""
"Daily","2017","middle vocational","","","",""
"Daily","2017","vocational + Abi","","","",""
"Daily","2017","higher vocational","","","",""
"Daily","2017","higher education","","","",""
"Min 1x per week","2017","in school","65","0.198917848901314","0.160372242026953","0.237463455775674"
"Min 1x per week","2017","inadequately","","","",""
"Min 1x per week","2017","general elemantary","198","0.0722779498991186","0.0626068031025484","0.0819490966956888"
"Min 1x per week","2017","middle vocational","1230","0.100517959941106","0.0951583268302995","0.105877593051912"
"Min 1x per week","2017","vocational + Abi","249","0.113273716528671","0.100096143566371","0.126451289490971"
"Min 1x per week","2017","higher vocational","247","0.150478405483783","0.132627055136455","0.168329755831112"
"Min 1x per week","2017","higher education","998","0.152204996025542","0.143493657648135","0.160916334402948"
"Min 1x per month","2017","in school","44","0.131335574201064","0.0987206262527531","0.163950522149375"
"Min 1x per month","2017","inadequately","","","",""
"Min 1x per month","2017","general elemantary","143","0.0513914804853238","0.0431452551529604","0.0596377058176872"
"Min 1x per month","2017","middle vocational","1111","0.0842614332921047","0.0793101570856496","0.0892127094985598"
"Min 1x per month","2017","vocational + Abi","227","0.105593000325141","0.0928150491761341","0.118370951474148"
"Min 1x per month","2017","higher vocational","233","0.117687162774217","0.101598401148281","0.133775924400153"
"Min 1x per month","2017","higher education","815","0.107796110260274","0.100275404388814","0.115316816131734"
"Rarely","2017","in school","68","0.132629864324682","0.0998790292411777","0.165380699408187"
"Rarely","2017","inadequately","","","",""
"Rarely","2017","general elemantary","215","0.0668216483249448","0.0574953985419003","0.0761478981079894"
"Rarely","2017","middle vocational","1367","0.112576723140733","0.106942854847264","0.118210591434201"
"Rarely","2017","vocational + Abi","259","0.116731581569035","0.103380495373172","0.130082667764898"
"Rarely","2017","higher vocational","237","0.149177266501587","0.131389654942423","0.16696487806075"
"Rarely","2017","higher education","986","0.147285815414344","0.138691580739183","0.155880050089505"
"Never","2017","in school","235","0.53711671257294","0.488969675490722","0.585263749655158"
"Never","2017","inadequately","396","0.868115758180303","0.837059370242451","0.899172146118154"
"Never","2017","general elemantary","2198","0.809508921290613","0.794842834076101","0.824175008505125"
"Never","2017","middle vocational","8383","0.702643883626057","0.694496408307313","0.7107913589448"
"Never","2017","vocational + Abi","1487","0.664401701577153","0.644768039729903","0.684035363424403"
"Never","2017","higher vocational","824","0.582657165240413","0.558036499147243","0.607277831333583"
"Never","2017","higher education","3733","0.59271307829984","0.580797983819115","0.604628172780566"
