"pli0096_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1997","no migration background","Rural Area","256","0.0686165594533499","0.0606103411239392","0.0766227777827607","2"
"Min 1x per week","1997","indirect migration background","Urban Area","27","","","","2"
"Min 1x per week","1997","direct migration background","Rural Area","24","","","","2"
"Min 1x per week","1997","indirect migration background","Rural Area","4","","","","2"
"Never","1997","no migration background","Urban Area","4236","0.705167272707445","0.69356788502675","0.71676666038814","5"
"Never","1997","no migration background","Rural Area","2744","0.708378996281962","0.693984683280772","0.722773309283152","5"
"Never","1997","direct migration background","Urban Area","1742","0.837645903020781","0.821697774312375","0.853594031729186","5"
"Never","1997","direct migration background","Rural Area","316","0.690646586670242","0.646388109116411","0.734905064224072","5"
"Never","1997","indirect migration background","Urban Area","388","0.785076619464345","0.748706233958136","0.821447004970554","5"
"Never","1997","indirect migration background","Rural Area","64","0.773545224749039","0.683503741372527","0.86358670812555","5"
"Rarely","1997","no migration background","Urban Area","751","0.128436678992293","0.119925393638984","0.136947964345601","4"
"Rarely","1997","no migration background","Rural Area","530","0.140860608748876","0.129843305578283","0.15187791191947","4"
"Rarely","1997","direct migration background","Urban Area","179","0.0763063251909891","0.064824997147198","0.0877876532347801","4"
"Rarely","1997","direct migration background","Rural Area","50","0.139150312237848","0.106010744809193","0.172289879666503","4"
"Rarely","1997","indirect migration background","Urban Area","59","0.11877955507846","0.0901336083232527","0.147425501833667","4"
"Rarely","1997","indirect migration background","Rural Area","11","","","","4"
"Daily","1998","no migration background","Urban Area","63","0.00880485929483803","0.00659288433624232","0.0110168342534337","1"
"Daily","1998","no migration background","Rural Area","37","0.00825531057108847","0.00557075517526914","0.0109398659669078","1"
"Daily","1998","direct migration background","Urban Area","9","","","","1"
"Daily","1998","direct migration background","Rural Area","5","","","","1"
"Daily","1998","indirect migration background","Urban Area","3","","","","1"
"Daily","1998","indirect migration background","Rural Area","1","","","","1"
"Min 1x per month","1998","no migration background","Urban Area","500","0.0740079538245865","0.0678095161243065","0.0802063915248664","3"
"Min 1x per month","1998","direct migration background","Urban Area","59","0.0261318264608761","0.0191263384647723","0.03313731445698","3"
"Min 1x per month","1998","no migration background","Rural Area","345","0.0805003572874492","0.0724283711677758","0.0885723434071226","3"
"Min 1x per month","1998","direct migration background","Rural Area","25","","","","3"
"Min 1x per month","1998","indirect migration background","Urban Area","15","","","","3"
"Min 1x per month","1998","indirect migration background","Rural Area","2","","","","3"
"Min 1x per week","1998","no migration background","Urban Area","503","0.0724175898528901","0.0662808501926627","0.0785543295131175","2"
"Min 1x per week","1998","no migration background","Rural Area","295","0.0675630828401","0.0601162744586929","0.075009891221507","2"
"Min 1x per week","1998","direct migration background","Urban Area","61","0.0404144635858306","0.0317665034286174","0.0490624237430437","2"
"Min 1x per week","1998","indirect migration background","Urban Area","21","","","","2"
"Min 1x per week","1998","direct migration background","Rural Area","19","","","","2"
"Min 1x per week","1998","indirect migration background","Rural Area","2","","","","2"
"Never","1998","no migration background","Rural Area","3221","0.726790574228707","0.713569760010863","0.740011388446551","5"
"Never","1998","no migration background","Urban Area","5060","0.733374520302404","0.722904364426209","0.743844676178599","5"
"Never","1998","direct migration background","Urban Area","1741","0.866433204854368","0.85149424980326","0.881372159905477","5"
"Never","1998","direct migration background","Rural Area","326","0.770472657191421","0.729364226834691","0.811581087548151","5"
"Never","1998","indirect migration background","Urban Area","426","0.823222334064119","0.790178884398948","0.85626578372929","5"
"Never","1998","indirect migration background","Rural Area","79","0.829793787037905","0.752579051431485","0.907008522644325","5"
"Rarely","1998","no migration background","Urban Area","726","0.111395076725282","0.103945582807556","0.118844570643008","4"
"Rarely","1998","no migration background","Rural Area","466","0.116890675072655","0.107358261227764","0.126423088917547","4"
"Rarely","1998","direct migration background","Urban Area","122","0.062886630390637","0.052226103907976","0.073547156873298","4"
"Rarely","1998","direct migration background","Rural Area","27","","","","4"
"Rarely","1998","indirect migration background","Urban Area","47","0.0990158026115215","0.0731441629647218","0.124887442258321","4"
"Rarely","1998","indirect migration background","Rural Area","7","","","","4"
"Daily","1999","no migration background","Urban Area","","","","","1"
"Daily","1999","no migration background","Rural Area","","","","","1"
"Daily","1999","direct migration background","Urban Area","","","","","1"
"Daily","1999","direct migration background","Rural Area","","","","","1"
"Daily","1999","indirect migration background","Urban Area","","","","","1"
"Daily","1999","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1999","no migration background","Urban Area","484","0.0715865020568194","0.0653669025969273","0.0778061015167116","3"
"Min 1x per month","1999","no migration background","Rural Area","369","0.0869531174465547","0.0784869388407059","0.0954192960524035","3"
"Min 1x per month","1999","direct migration background","Urban Area","58","0.0331660953683419","0.0250127941035634","0.0413193966331205","3"
"Min 1x per month","1999","direct migration background","Rural Area","16","","","","3"
"Min 1x per month","1999","indirect migration background","Urban Area","19","","","","3"
"Min 1x per month","1999","indirect migration background","Rural Area","2","","","","3"
"Min 1x per week","1999","no migration background","Urban Area","557","0.0830621725744192","0.0764041124727448","0.0897202326760937","2"
"Min 1x per week","1999","direct migration background","Urban Area","61","0.044055496960377","0.0347116272564941","0.05339936666426","2"
"Min 1x per week","1999","no migration background","Rural Area","344","0.084179656997411","0.075836949293983","0.092522364700839","2"
"Min 1x per week","1999","indirect migration background","Urban Area","30","0.0570068642501304","0.0370979731341582","0.0769157553661027","2"
"Min 1x per week","1999","direct migration background","Rural Area","25","","","","2"
"Min 1x per week","1999","indirect migration background","Rural Area","7","","","","2"
"Never","1999","no migration background","Rural Area","2918","0.672296326608224","0.658193072441297","0.68639958077515","5"
"Never","1999","no migration background","Urban Area","4639","0.705850872568247","0.694857868633331","0.716843876503163","5"
"Never","1999","direct migration background","Urban Area","1556","0.821638875743258","0.804208731875612","0.839069019610904","5"
"Never","1999","direct migration background","Rural Area","268","0.735808187262959","0.689814023875835","0.781802350650084","5"
"Never","1999","indirect migration background","Urban Area","405","0.75985241348085","0.723172106120356","0.796532720841344","5"
"Never","1999","indirect migration background","Rural Area","61","0.669901430789033","0.571088054572245","0.76871480700582","5"
"Rarely","1999","no migration background","Urban Area","920","0.139500452800514","0.131141742857745","0.147859162743283","4"
"Rarely","1999","no migration background","Rural Area","624","0.156570898947811","0.145652018217651","0.16748977967797","4"
"Rarely","1999","direct migration background","Urban Area","178","0.101139531928023","0.0874112246502232","0.114867839205822","4"
"Rarely","1999","direct migration background","Rural Area","44","0.114185332478133","0.0810083157087184","0.147362349247547","4"
"Rarely","1999","indirect migration background","Urban Area","67","0.14371458544855","0.113592230212368","0.173836940684733","4"
"Rarely","1999","indirect migration background","Rural Area","17","","","","4"
"Daily","2000","no migration background","Urban Area","","","","","1"
"Daily","2000","no migration background","Rural Area","","","","","1"
"Daily","2000","direct migration background","Urban Area","","","","","1"
"Daily","2000","indirect migration background","Urban Area","","","","","1"
"Daily","2000","direct migration background","Rural Area","","","","","1"
"Daily","2000","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2000","no migration background","Urban Area","","","","","3"
"Min 1x per month","2000","no migration background","Rural Area","","","","","3"
"Min 1x per month","2000","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2000","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2000","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2000","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2000","no migration background","Urban Area","","","","","2"
"Min 1x per week","2000","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2000","no migration background","Rural Area","","","","","2"
"Min 1x per week","2000","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2000","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2000","indirect migration background","Rural Area","","","","","2"
"Never","2000","no migration background","Urban Area","","","","","5"
"Never","2000","no migration background","Rural Area","","","","","5"
"Never","2000","direct migration background","Urban Area","","","","","5"
"Never","2000","direct migration background","Rural Area","","","","","5"
"Never","2000","indirect migration background","Urban Area","","","","","5"
"Never","2000","indirect migration background","Rural Area","","","","","5"
"Rarely","2000","no migration background","Urban Area","","","","","4"
"Rarely","2000","no migration background","Rural Area","","","","","4"
"Rarely","2000","direct migration background","Urban Area","","","","","4"
"Rarely","2000","direct migration background","Rural Area","","","","","4"
"Rarely","2000","indirect migration background","Urban Area","","","","","4"
"Rarely","2000","indirect migration background","Rural Area","","","","","4"
"Daily","2001","no migration background","Urban Area","","","","","1"
"Daily","2001","no migration background","Rural Area","","","","","1"
"Daily","2001","direct migration background","Urban Area","","","","","1"
"Daily","2001","direct migration background","Rural Area","","","","","1"
"Daily","2001","indirect migration background","Rural Area","","","","","1"
"Daily","2001","indirect migration background","Urban Area","","","","","1"
"Min 1x per month","2001","no migration background","Urban Area","879","0.0759183575637652","0.0710289424478325","0.0808077726796979","3"
"Min 1x per month","2001","direct migration background","Urban Area","80","0.0367229922245547","0.0292186253526588","0.0442273590964505","3"
"Min 1x per month","2001","no migration background","Rural Area","643","0.092989005520814","0.0861166105639377","0.0998614004776904","3"
"Min 1x per month","2001","indirect migration background","Urban Area","17","","","","3"
"Min 1x per month","2001","direct migration background","Rural Area","29","","","","3"
"Min 1x per month","2001","indirect migration background","Rural Area","2","","","","3"
"Min 1x per week","2001","no migration background","Urban Area","1016","0.088101226734441","0.0828689268035441","0.093333526665338","2"
"Min 1x per week","2001","no migration background","Rural Area","576","0.0861013536725593","0.0794633110005624","0.0927393963445563","2"
"Min 1x per week","2001","direct migration background","Urban Area","90","0.0400603650037826","0.0322360046670959","0.0478847253404693","2"
"Min 1x per week","2001","direct migration background","Rural Area","20","","","","2"
"Min 1x per week","2001","indirect migration background","Urban Area","42","0.0746513617423837","0.0547944309969186","0.0945082924878487","2"
"Min 1x per week","2001","indirect migration background","Rural Area","8","","","","2"
"Never","2001","no migration background","Rural Area","4706","0.690256618249969","0.679314728345148","0.701198508154789","5"
"Never","2001","no migration background","Urban Area","7950","0.709922613586837","0.701545569915244","0.718299657258429","5"
"Never","2001","direct migration background","Urban Area","2080","0.855787965755041","0.841771023987172","0.869804907522909","5"
"Never","2001","direct migration background","Rural Area","401","0.788573295319003","0.752889991981768","0.824256598656238","5"
"Never","2001","indirect migration background","Urban Area","548","0.797739804117706","0.76739206082579","0.828087547409621","5"
"Never","2001","indirect migration background","Rural Area","78","0.803961182283328","0.725758964229762","0.882163400336893","5"
"Rarely","2001","no migration background","Urban Area","1428","0.126057802114957","0.119930707911071","0.132184896318843","4"
"Rarely","2001","no migration background","Rural Area","935","0.130653022556658","0.122677808691229","0.138628236422087","4"
"Rarely","2001","direct migration background","Urban Area","163","0.0674286770166221","0.0574233156755148","0.0774340383577295","4"
"Rarely","2001","direct migration background","Rural Area","53","0.107513646226311","0.0804431207502197","0.134584171702403","4"
"Rarely","2001","indirect migration background","Urban Area","66","0.104265164933073","0.0811764422070657","0.12735388765908","4"
"Rarely","2001","indirect migration background","Rural Area","11","","","","4"
"Daily","2002","no migration background","Urban Area","","","","","1"
"Daily","2002","no migration background","Rural Area","","","","","1"
"Daily","2002","direct migration background","Urban Area","","","","","1"
"Daily","2002","direct migration background","Rural Area","","","","","1"
"Daily","2002","indirect migration background","Urban Area","","","","","1"
"Daily","2002","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2002","no migration background","Urban Area","","","","","3"
"Min 1x per month","2002","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2002","no migration background","Rural Area","","","","","3"
"Min 1x per month","2002","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2002","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2002","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2002","no migration background","Urban Area","","","","","2"
"Min 1x per week","2002","no migration background","Rural Area","","","","","2"
"Min 1x per week","2002","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2002","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2002","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2002","indirect migration background","Rural Area","","","","","2"
"Never","2002","no migration background","Urban Area","","","","","5"
"Never","2002","direct migration background","Urban Area","","","","","5"
"Never","2002","no migration background","Rural Area","","","","","5"
"Never","2002","direct migration background","Rural Area","","","","","5"
"Never","2002","indirect migration background","Urban Area","","","","","5"
"Never","2002","indirect migration background","Rural Area","","","","","5"
"Rarely","2002","no migration background","Urban Area","","","","","4"
"Rarely","2002","direct migration background","Urban Area","","","","","4"
"Rarely","2002","no migration background","Rural Area","","","","","4"
"Rarely","2002","indirect migration background","Urban Area","","","","","4"
"Rarely","2002","direct migration background","Rural Area","","","","","4"
"Rarely","2002","indirect migration background","Rural Area","","","","","4"
"Daily","2003","no migration background","Urban Area","162","0.0117500917684448","0.00982215230223405","0.0136780312346556","1"
"Daily","2003","no migration background","Rural Area","89","0.0132972000415678","0.0105670671372244","0.0160273329459113","1"
"Daily","2003","direct migration background","Urban Area","7","","","","1"
"Daily","2003","direct migration background","Rural Area","4","","","","1"
"Daily","2003","indirect migration background","Rural Area","1","","","","1"
"Daily","2003","indirect migration background","Urban Area","7","","","","1"
"Min 1x per month","2003","no migration background","Urban Area","972","0.0756428324083485","0.0709119389144759","0.0803737259022211","3"
"Min 1x per month","2003","no migration background","Rural Area","559","0.080126376095947","0.0736555110634108","0.0865972411284832","3"
"Min 1x per month","2003","direct migration background","Urban Area","51","0.0247443055549798","0.0181946631386647","0.0312939479712949","3"
"Min 1x per month","2003","direct migration background","Rural Area","27","","","","3"
"Min 1x per month","2003","indirect migration background","Urban Area","18","","","","3"
"Min 1x per month","2003","indirect migration background","Rural Area","1","","","","3"
"Min 1x per week","2003","no migration background","Urban Area","1053","0.078015805988619","0.0732174505983768","0.0828141613788611","2"
"Min 1x per week","2003","no migration background","Rural Area","548","0.0803722442381961","0.0738923250361358","0.0868521634402564","2"
"Min 1x per week","2003","direct migration background","Urban Area","82","0.0427332542321313","0.034205784687409","0.0512607237768537","2"
"Min 1x per week","2003","direct migration background","Rural Area","24","","","","2"
"Min 1x per week","2003","indirect migration background","Urban Area","44","0.0555235034530122","0.0383620507222776","0.0726849561837467","2"
"Min 1x per week","2003","indirect migration background","Rural Area","5","","","","2"
"Never","2003","no migration background","Urban Area","8482","0.728186812005692","0.720227124095254","0.736146499916131","5"
"Never","2003","no migration background","Rural Area","4733","0.710035889401632","0.699220982574751","0.720850796228513","5"
"Never","2003","direct migration background","Urban Area","1901","0.869844911905222","0.855658512053347","0.884031311757097","5"
"Never","2003","direct migration background","Rural Area","375","0.810080566456442","0.774197416646774","0.845963716266109","5"
"Never","2003","indirect migration background","Urban Area","568","0.82328415862098","0.794699522963106","0.851868794278855","5"
"Never","2003","indirect migration background","Rural Area","87","0.902936101473114","0.84520035594265","0.960671847003578","5"
"Rarely","2003","no migration background","Urban Area","1332","0.106404457828895","0.100887625541743","0.111921290116047","4"
"Rarely","2003","direct migration background","Urban Area","120","0.0581038222623823","0.0482404692674022","0.0679671752573624","4"
"Rarely","2003","no migration background","Rural Area","833","0.116168290222657","0.10853100348961","0.123805576955704","4"
"Rarely","2003","indirect migration background","Urban Area","47","0.0817826388072976","0.0612462844353076","0.102318993179288","4"
"Rarely","2003","direct migration background","Rural Area","29","","","","4"
"Rarely","2003","indirect migration background","Rural Area","7","","","","4"
"Daily","2004","no migration background","Urban Area","","","","","1"
"Daily","2004","no migration background","Rural Area","","","","","1"
"Daily","2004","direct migration background","Urban Area","","","","","1"
"Daily","2004","direct migration background","Rural Area","","","","","1"
"Daily","2004","indirect migration background","Rural Area","","","","","1"
"Daily","2004","indirect migration background","Urban Area","","","","","1"
"Min 1x per month","2004","no migration background","Urban Area","","","","","3"
"Min 1x per month","2004","no migration background","Rural Area","","","","","3"
"Min 1x per month","2004","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2004","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2004","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2004","no migration background","Urban Area","","","","","2"
"Min 1x per week","2004","no migration background","Rural Area","","","","","2"
"Min 1x per week","2004","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2004","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2004","indirect migration background","Rural Area","","","","","2"
"Never","2004","no migration background","Urban Area","","","","","5"
"Never","2004","no migration background","Rural Area","","","","","5"
"Never","2004","direct migration background","Urban Area","","","","","5"
"Never","2004","direct migration background","Rural Area","","","","","5"
"Never","2004","indirect migration background","Urban Area","","","","","5"
"Never","2004","indirect migration background","Rural Area","","","","","5"
"Rarely","2004","no migration background","Urban Area","","","","","4"
"Rarely","2004","direct migration background","Urban Area","","","","","4"
"Rarely","2004","no migration background","Rural Area","","","","","4"
"Rarely","2004","direct migration background","Rural Area","","","","","4"
"Rarely","2004","indirect migration background","Urban Area","","","","","4"
"Rarely","2004","indirect migration background","Rural Area","","","","","4"
"Daily","2005","no migration background","Urban Area","","","","","1"
"Daily","2005","no migration background","Rural Area","","","","","1"
"Daily","2005","direct migration background","Urban Area","","","","","1"
"Daily","2005","direct migration background","Rural Area","","","","","1"
"Daily","2005","indirect migration background","Urban Area","","","","","1"
"Daily","2005","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2005","no migration background","Urban Area","1057","0.0837850576507323","0.0786418793249433","0.0889282359765213","3"
"Min 1x per month","2005","direct migration background","Urban Area","79","0.0435173804516126","0.0344944572032875","0.0525403036999377","3"
"Min 1x per month","2005","no migration background","Rural Area","677","0.107794064424475","0.100150742738351","0.115437386110599","3"
"Min 1x per month","2005","direct migration background","Rural Area","22","","","","3"
"Min 1x per month","2005","indirect migration background","Urban Area","21","","","","3"
"Min 1x per month","2005","indirect migration background","Rural Area","2","","","","3"
"Min 1x per week","2005","no migration background","Urban Area","1137","0.091691862210936","0.0863347393070272","0.0970489851148449","2"
"Min 1x per week","2005","no migration background","Rural Area","589","0.0979121151774468","0.0905873315234056","0.105236898831488","2"
"Min 1x per week","2005","direct migration background","Urban Area","90","0.0540063905509934","0.0440099813183373","0.0640027997836496","2"
"Min 1x per week","2005","direct migration background","Rural Area","29","","","","2"
"Min 1x per week","2005","indirect migration background","Urban Area","47","0.0700530962997962","0.0514484384916054","0.0886577541079871","2"
"Min 1x per week","2005","indirect migration background","Rural Area","12","","","","2"
"Never","2005","no migration background","Urban Area","7355","0.686560463135062","0.677949219147222","0.695171707122901","5"
"Never","2005","direct migration background","Urban Area","1634","0.808703048476216","0.791307989159238","0.826098107793195","5"
"Never","2005","no migration background","Rural Area","4008","0.6319735347156","0.620087386773225","0.643859682657976","5"
"Never","2005","direct migration background","Rural Area","326","0.8272510238437","0.790659326060157","0.863842721627243","5"
"Never","2005","indirect migration background","Urban Area","558","0.739091872411532","0.707082883231953","0.77110086159111","5"
"Never","2005","indirect migration background","Rural Area","80","0.825896827287374","0.753709427283712","0.898084227291036","5"
"Rarely","2005","no migration background","Urban Area","1599","0.13796261700327","0.131560945677903","0.144364288328637","4"
"Rarely","2005","direct migration background","Urban Area","161","0.0937731805211777","0.0808807402559063","0.106665620786449","4"
"Rarely","2005","no migration background","Rural Area","1050","0.162320285682478","0.153232092315765","0.171408479049191","4"
"Rarely","2005","indirect migration background","Urban Area","97","0.143861595474328","0.118280250868978","0.169442940079678","4"
"Rarely","2005","direct migration background","Rural Area","33","0.0616079912313411","0.0383342159173025","0.0848817665453796","4"
"Rarely","2005","indirect migration background","Rural Area","12","","","","4"
"Daily","2006","no migration background","Urban Area","","","","","1"
"Daily","2006","no migration background","Rural Area","","","","","1"
"Daily","2006","direct migration background","Urban Area","","","","","1"
"Daily","2006","direct migration background","Rural Area","","","","","1"
"Daily","2006","indirect migration background","Urban Area","","","","","1"
"Daily","2006","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2006","no migration background","Urban Area","","","","","3"
"Min 1x per month","2006","no migration background","Rural Area","","","","","3"
"Min 1x per month","2006","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2006","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2006","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2006","no migration background","Urban Area","","","","","2"
"Min 1x per week","2006","no migration background","Rural Area","","","","","2"
"Min 1x per week","2006","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2006","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2006","indirect migration background","Urban Area","","","","","2"
"Never","2006","no migration background","Urban Area","","","","","5"
"Never","2006","no migration background","Rural Area","","","","","5"
"Never","2006","direct migration background","Urban Area","","","","","5"
"Never","2006","direct migration background","Rural Area","","","","","5"
"Never","2006","indirect migration background","Urban Area","","","","","5"
"Never","2006","indirect migration background","Rural Area","","","","","5"
"Rarely","2006","no migration background","Urban Area","","","","","4"
"Rarely","2006","no migration background","Rural Area","","","","","4"
"Rarely","2006","direct migration background","Urban Area","","","","","4"
"Rarely","2006","direct migration background","Rural Area","","","","","4"
"Rarely","2006","indirect migration background","Urban Area","","","","","4"
"Rarely","2006","indirect migration background","Rural Area","","","","","4"
"Daily","2007","no migration background","Urban Area","","","","","1"
"Daily","2007","no migration background","Rural Area","","","","","1"
"Daily","2007","direct migration background","Urban Area","","","","","1"
"Daily","2007","direct migration background","Rural Area","","","","","1"
"Daily","2007","indirect migration background","Urban Area","","","","","1"
"Daily","2007","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2007","no migration background","Urban Area","964","0.0765187971817625","0.0715831384548365","0.0814544559086885","3"
"Min 1x per month","2007","no migration background","Rural Area","686","0.101700417958136","0.0943080273247076","0.109092808591565","3"
"Min 1x per month","2007","direct migration background","Urban Area","60","0.0354616451944698","0.0267035713904041","0.0442197189985356","3"
"Min 1x per month","2007","direct migration background","Rural Area","20","","","","3"
"Min 1x per month","2007","indirect migration background","Urban Area","23","","","","3"
"Min 1x per month","2007","indirect migration background","Rural Area","8","","","","3"
"Min 1x per week","2007","no migration background","Urban Area","1215","0.0988359522719178","0.0932947190441042","0.104377185499731","2"
"Min 1x per week","2007","no migration background","Rural Area","627","0.0995312879822755","0.0922093328025135","0.106853243162037","2"
"Min 1x per week","2007","direct migration background","Urban Area","88","0.0473289130767974","0.037273401568633","0.0573844245849618","2"
"Min 1x per week","2007","direct migration background","Rural Area","28","","","","2"
"Min 1x per week","2007","indirect migration background","Urban Area","53","0.0627458418777319","0.0443833400108889","0.0811083437445748","2"
"Min 1x per week","2007","indirect migration background","Rural Area","8","","","","2"
"Never","2007","no migration background","Urban Area","7536","0.699091269229855","0.69057535341794","0.707607185041769","5"
"Never","2007","no migration background","Rural Area","4207","0.654567612587651","0.642937826569993","0.666197398605309","5"
"Never","2007","direct migration background","Urban Area","1440","0.840466767154466","0.82312652071438","0.857807013594551","5"
"Never","2007","direct migration background","Rural Area","314","0.817986097153742","0.77988607551574","0.856086118791744","5"
"Never","2007","indirect migration background","Urban Area","514","0.771331148154126","0.739530598247839","0.803131698060413","5"
"Never","2007","indirect migration background","Rural Area","78","0.652776980420793","0.563808039923329","0.741745920918258","5"
"Rarely","2007","no migration background","Urban Area","1428","0.125553981316465","0.119401805013998","0.131706157618933","4"
"Rarely","2007","no migration background","Rural Area","902","0.144200681471937","0.135608913006465","0.15279244993741","4"
"Rarely","2007","direct migration background","Urban Area","125","0.0767426745742671","0.0641374886441603","0.089347860504374","4"
"Rarely","2007","indirect migration background","Urban Area","80","0.136049169501503","0.110089261419096","0.162009077583909","4"
"Rarely","2007","direct migration background","Rural Area","32","0.0661947874276252","0.0416454359980583","0.0907441388571922","4"
"Rarely","2007","indirect migration background","Rural Area","16","","","","4"
"Daily","2008","no migration background","Urban Area","156","0.0120783614172785","0.00999806910417579","0.0141586537303812","1"
"Daily","2008","no migration background","Rural Area","80","0.0113780748356655","0.00871435247423954","0.0140417971970914","1"
"Daily","2008","direct migration background","Urban Area","14","","","","1"
"Daily","2008","direct migration background","Rural Area","5","","","","1"
"Daily","2008","indirect migration background","Urban Area","7","","","","1"
"Daily","2008","indirect migration background","Rural Area","1","","","","1"
"Min 1x per month","2008","no migration background","Urban Area","860","0.0749960100070495","0.0699800970989409","0.080011922915158","3"
"Min 1x per month","2008","direct migration background","Urban Area","52","0.030613924558203","0.0220598652564432","0.0391679838599627","3"
"Min 1x per month","2008","no migration background","Rural Area","568","0.089375722464678","0.0822106788279295","0.0965407661014265","3"
"Min 1x per month","2008","direct migration background","Rural Area","22","","","","3"
"Min 1x per month","2008","indirect migration background","Urban Area","26","","","","3"
"Min 1x per month","2008","indirect migration background","Rural Area","4","","","","3"
"Min 1x per week","2008","no migration background","Urban Area","1009","0.0885038503360114","0.083094842548815","0.0939128581232078","2"
"Min 1x per week","2008","no migration background","Rural Area","555","0.0937838596681813","0.0864620338634649","0.101105685472898","2"
"Min 1x per week","2008","direct migration background","Urban Area","58","0.0336123949938591","0.0246630805224072","0.0425617094653111","2"
"Min 1x per week","2008","direct migration background","Rural Area","21","","","","2"
"Min 1x per week","2008","indirect migration background","Urban Area","44","0.0742060116551007","0.0541791975076684","0.0942328258025331","2"
"Min 1x per week","2008","indirect migration background","Rural Area","13","","","","2"
"Never","2008","no migration background","Urban Area","7375","0.717731128145679","0.709159338796356","0.726302917495003","5"
"Never","2008","no migration background","Rural Area","4190","0.693910190586013","0.682335336820787","0.705485044351239","5"
"Never","2008","direct migration background","Urban Area","1317","0.852062229763206","0.834432747599951","0.869691711926462","5"
"Never","2008","direct migration background","Rural Area","279","0.842795438930494","0.804552423517663","0.881038454343326","5"
"Never","2008","indirect migration background","Urban Area","519","0.756784664894692","0.724004073606982","0.789565256182402","5"
"Never","2008","indirect migration background","Rural Area","86","0.778974849498679","0.702128782490549","0.855820916506809","5"
"Rarely","2008","no migration background","Urban Area","1192","0.106690650093981","0.100811382527254","0.112569917660709","4"
"Rarely","2008","direct migration background","Urban Area","117","0.0751492282174992","0.0620585406318023","0.088239915803196","4"
"Rarely","2008","no migration background","Rural Area","697","0.111552152445462","0.103645468268573","0.119458836622351","4"
"Rarely","2008","indirect migration background","Urban Area","62","0.128680867916368","0.103096142518219","0.154265593314517","4"
"Rarely","2008","direct migration background","Rural Area","21","","","","4"
"Rarely","2008","indirect migration background","Rural Area","8","","","","4"
"Daily","2009","no migration background","Urban Area","","","","","1"
"Daily","2009","no migration background","Rural Area","","","","","1"
"Daily","2009","direct migration background","Urban Area","","","","","1"
"Daily","2009","direct migration background","Rural Area","","","","","1"
"Daily","2009","indirect migration background","Urban Area","","","","","1"
"Daily","2009","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2009","no migration background","Urban Area","846","0.0764910387083479","0.071239623252657","0.0817424541640388","3"
"Min 1x per month","2009","no migration background","Rural Area","588","0.0984186485238239","0.0907439290803206","0.106093367967327","3"
"Min 1x per month","2009","direct migration background","Urban Area","56","0.0414314886486934","0.0307573054872938","0.0521056718100929","3"
"Min 1x per month","2009","direct migration background","Rural Area","16","","","","3"
"Min 1x per month","2009","indirect migration background","Urban Area","39","0.0538112883773938","0.035650013958893","0.0719725627958946","3"
"Min 1x per month","2009","indirect migration background","Rural Area","6","","","","3"
"Min 1x per week","2009","no migration background","Urban Area","1084","0.100953881386833","0.0950013315863449","0.106906431187321","2"
"Min 1x per week","2009","direct migration background","Urban Area","58","0.0381502173339422","0.0278899202388208","0.0484105144290636","2"
"Min 1x per week","2009","no migration background","Rural Area","599","0.106680334960778","0.0987266756865448","0.11463399423501","2"
"Min 1x per week","2009","direct migration background","Rural Area","18","","","","2"
"Min 1x per week","2009","indirect migration background","Urban Area","32","0.0571891711258869","0.0385000049140808","0.0758783373376929","2"
