"pli0096_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1998","no migration background","East Germany","229","0.0611797154402736","0.0534762106506754","0.0688832202298718","3"
"Min 1x per month","1998","direct migration background","East Germany","11","","","","3"
"Min 1x per month","1998","indirect migration background","West Germany","17","","","","3"
"Min 1x per month","1998","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1998","no migration background","West Germany","631","0.0793744201533173","0.0732557481274883","0.0854930921791463","2"
"Min 1x per week","1998","no migration background","East Germany","167","0.0402404108062908","0.0339234841987195","0.0465573374138621","2"
"Min 1x per week","1998","direct migration background","West Germany","74","0.0432138748811288","0.0348582981847655","0.0515694515774922","2"
"Min 1x per week","1998","indirect migration background","West Germany","23","","","","2"
"Min 1x per week","1998","direct migration background","East Germany","6","","","","2"
"Min 1x per week","1998","indirect migration background","East Germany","","","","","2"
"Never","1998","no migration background","East Germany","2990","0.816265159503191","0.803817010256583","0.828713308749799","5"
"Never","1998","no migration background","West Germany","5291","0.707429755458757","0.697132248081311","0.717727262836204","5"
"Never","1998","direct migration background","West Germany","1974","0.854012089959192","0.839502743682433","0.868521436235951","5"
"Never","1998","direct migration background","East Germany","93","0.787502148131021","0.714003769961491","0.861000526300552","5"
"Never","1998","indirect migration background","West Germany","481","0.818726744328967","0.787292969314044","0.850160519343891","5"
"Never","1998","indirect migration background","East Germany","24","","","","5"
"Rarely","1998","no migration background","West Germany","884","0.123739151979339","0.116285902740366","0.131192401218313","4"
"Rarely","1998","no migration background","East Germany","308","0.0755092254230055","0.0670165466664498","0.0840019041795612","4"
"Rarely","1998","direct migration background","West Germany","140","0.0633066697901446","0.0533002011513442","0.073313138428945","4"
"Rarely","1998","direct migration background","East Germany","9","","","","4"
"Rarely","1998","indirect migration background","West Germany","52","0.0949989337100069","0.0710743662241099","0.118923501195904","4"
"Rarely","1998","indirect migration background","East Germany","2","","","","4"
"Daily","1999","no migration background","West Germany","","","","","1"
"Daily","1999","no migration background","East Germany","","","","","1"
"Daily","1999","direct migration background","West Germany","","","","","1"
"Daily","1999","direct migration background","East Germany","","","","","1"
"Daily","1999","indirect migration background","West Germany","","","","","1"
"Daily","1999","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1999","no migration background","West Germany","590","0.0794085959535567","0.0731668236997986","0.0856503682073148","3"
"Min 1x per month","1999","no migration background","East Germany","263","0.066498284896963","0.058412112586508","0.0745844572074181","3"
"Min 1x per month","1999","direct migration background","West Germany","68","0.0367286660991994","0.0286819483531885","0.0447753838452102","3"
"Min 1x per month","1999","direct migration background","East Germany","6","","","","3"
"Min 1x per month","1999","indirect migration background","West Germany","21","","","","3"
"Min 1x per month","1999","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1999","no migration background","West Germany","704","0.09226337811575","0.0855824729597065","0.0989442832717935","2"
"Min 1x per week","1999","direct migration background","West Germany","81","0.0527884485442047","0.0432223508080134","0.0623545462803961","2"
"Min 1x per week","1999","no migration background","East Germany","197","0.051190640758498","0.0440380237314706","0.0583432577855254","2"
"Min 1x per week","1999","indirect migration background","West Germany","36","0.0692843538222628","0.0487242465676061","0.0898444610769194","2"
"Min 1x per week","1999","direct migration background","East Germany","5","","","","2"
"Min 1x per week","1999","indirect migration background","East Germany","1","","","","2"
"Never","1999","no migration background","East Germany","2751","0.770267510649415","0.756615009912518","0.783920011386313","5"
"Never","1999","no migration background","West Germany","4806","0.674163080714806","0.663343178639014","0.684982982790598","5"
"Never","1999","direct migration background","West Germany","1746","0.811984687885253","0.795269456165733","0.828699919604772","5"
"Never","1999","direct migration background","East Germany","78","0.730116113854963","0.64600746692075","0.814224760789176","5"
"Never","1999","indirect migration background","West Germany","449","0.746645127669123","0.711430667828638","0.781859587509607","5"
"Never","1999","indirect migration background","East Germany","17","","","","5"
"Rarely","1999","no migration background","West Germany","1108","0.154164945215887","0.145828587184021","0.162501303247753","4"
"Rarely","1999","no migration background","East Germany","436","0.112043563695124","0.101806639296112","0.122280488094135","4"
"Rarely","1999","direct migration background","West Germany","204","0.0984981974713434","0.0857502779549954","0.111246116987691","4"
"Rarely","1999","direct migration background","East Germany","18","","","","4"
"Rarely","1999","indirect migration background","West Germany","80","0.146728825603798","0.118080414448287","0.175377236759309","4"
"Rarely","1999","indirect migration background","East Germany","4","","","","4"
"Daily","2000","no migration background","West Germany","","","","","1"
"Daily","2000","no migration background","East Germany","","","","","1"
"Daily","2000","direct migration background","West Germany","","","","","1"
"Daily","2000","indirect migration background","West Germany","","","","","1"
"Daily","2000","direct migration background","East Germany","","","","","1"
"Daily","2000","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2000","no migration background","West Germany","","","","","3"
"Min 1x per month","2000","no migration background","East Germany","","","","","3"
"Min 1x per month","2000","direct migration background","West Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2000","direct migration background","East Germany","","","","","3"
"Min 1x per month","2000","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2000","no migration background","West Germany","","","","","2"
"Min 1x per week","2000","direct migration background","West Germany","","","","","2"
"Min 1x per week","2000","no migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2000","direct migration background","East Germany","","","","","2"
"Min 1x per week","2000","indirect migration background","East Germany","","","","","2"
"Never","2000","no migration background","West Germany","","","","","5"
"Never","2000","no migration background","East Germany","","","","","5"
"Never","2000","direct migration background","West Germany","","","","","5"
"Never","2000","direct migration background","East Germany","","","","","5"
"Never","2000","indirect migration background","West Germany","","","","","5"
"Never","2000","indirect migration background","East Germany","","","","","5"
"Rarely","2000","no migration background","West Germany","","","","","4"
"Rarely","2000","no migration background","East Germany","","","","","4"
"Rarely","2000","direct migration background","West Germany","","","","","4"
"Rarely","2000","direct migration background","East Germany","","","","","4"
"Rarely","2000","indirect migration background","West Germany","","","","","4"
"Rarely","2000","indirect migration background","East Germany","","","","","4"
"Daily","2001","no migration background","West Germany","","","","","1"
"Daily","2001","no migration background","East Germany","","","","","1"
"Daily","2001","direct migration background","West Germany","","","","","1"
"Daily","2001","direct migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","East Germany","","","","","1"
"Daily","2001","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2001","no migration background","West Germany","1141","0.0857499883364473","0.080909807669583","0.0905901690033116","3"
"Min 1x per month","2001","direct migration background","West Germany","93","0.0392111683858332","0.0320154186634644","0.046406918108202","3"
"Min 1x per month","2001","no migration background","East Germany","381","0.0668485457010229","0.0601104767863963","0.0735866146156495","3"
"Min 1x per month","2001","indirect migration background","West Germany","19","","","","3"
"Min 1x per month","2001","direct migration background","East Germany","16","","","","3"
"Min 1x per month","2001","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2001","no migration background","West Germany","1294","0.0965479391825841","0.0914424646864215","0.101653413678747","2"
"Min 1x per week","2001","no migration background","East Germany","298","0.0543822517204636","0.0482643880021231","0.060500115438804","2"
"Min 1x per week","2001","direct migration background","West Germany","105","0.0386224661844948","0.0314787503578938","0.0457661820110957","2"
"Min 1x per week","2001","direct migration background","East Germany","5","","","","2"
"Min 1x per week","2001","indirect migration background","West Germany","48","0.0749501471199163","0.0560677727385971","0.0938325215012354","2"
"Min 1x per week","2001","indirect migration background","East Germany","2","","","","2"
"Never","2001","no migration background","East Germany","3967","0.767781585078799","0.756390094062223","0.779173076095374","5"
"Never","2001","no migration background","West Germany","8689","0.685512620130055","0.677486209232614","0.693539031027496","5"
"Never","2001","direct migration background","West Germany","2392","0.847356772457331","0.834023734744733","0.86068981016993","5"
"Never","2001","direct migration background","East Germany","89","0.769856390532219","0.694856656117121","0.844856124947316","5"
"Never","2001","indirect migration background","West Germany","603","0.79524410713335","0.766306925871186","0.824181288395514","5"
"Never","2001","indirect migration background","East Germany","23","","","","5"
"Rarely","2001","no migration background","West Germany","1731","0.132189452350914","0.126334506075187","0.138044398626641","4"
"Rarely","2001","no migration background","East Germany","632","0.110987617499715","0.102513303196499","0.119461931802931","4"
"Rarely","2001","direct migration background","West Germany","205","0.0748095929723406","0.065056297271898","0.0845628886727832","4"
"Rarely","2001","direct migration background","East Germany","11","","","","4"
"Rarely","2001","indirect migration background","West Germany","77","0.107853147673196","0.0856086616181964","0.130097633728195","4"
"Rarely","2001","indirect migration background","East Germany","","","","","4"
"Daily","2002","no migration background","West Germany","","","","","1"
"Daily","2002","no migration background","East Germany","","","","","1"
"Daily","2002","direct migration background","West Germany","","","","","1"
"Daily","2002","direct migration background","East Germany","","","","","1"
"Daily","2002","indirect migration background","West Germany","","","","","1"
"Daily","2002","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2002","no migration background","West Germany","","","","","3"
"Min 1x per month","2002","direct migration background","West Germany","","","","","3"
"Min 1x per month","2002","no migration background","East Germany","","","","","3"
"Min 1x per month","2002","direct migration background","East Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2002","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2002","no migration background","West Germany","","","","","2"
"Min 1x per week","2002","no migration background","East Germany","","","","","2"
"Min 1x per week","2002","direct migration background","West Germany","","","","","2"
"Min 1x per week","2002","direct migration background","East Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2002","indirect migration background","East Germany","","","","","2"
"Never","2002","no migration background","West Germany","","","","","5"
"Never","2002","direct migration background","West Germany","","","","","5"
"Never","2002","no migration background","East Germany","","","","","5"
"Never","2002","direct migration background","East Germany","","","","","5"
"Never","2002","indirect migration background","West Germany","","","","","5"
"Never","2002","indirect migration background","East Germany","","","","","5"
"Rarely","2002","no migration background","West Germany","","","","","4"
"Rarely","2002","direct migration background","West Germany","","","","","4"
"Rarely","2002","no migration background","East Germany","","","","","4"
"Rarely","2002","indirect migration background","West Germany","","","","","4"
"Rarely","2002","direct migration background","East Germany","","","","","4"
"Rarely","2002","indirect migration background","East Germany","","","","","4"
"Daily","2003","no migration background","West Germany","208","0.0134463908465173","0.0115068194731905","0.0153859622198442","1"
"Daily","2003","no migration background","East Germany","43","0.00803738540829279","0.00561444506062286","0.0104603257559627","1"
"Daily","2003","direct migration background","West Germany","9","","","","1"
"Daily","2003","direct migration background","East Germany","2","","","","1"
"Daily","2003","indirect migration background","East Germany","","","","","1"
"Daily","2003","indirect migration background","West Germany","8","","","","1"
"Min 1x per month","2003","no migration background","West Germany","1191","0.0822711779144899","0.0776439211528185","0.0868984346761612","3"
"Min 1x per month","2003","no migration background","East Germany","340","0.0586980848186372","0.0523196501802905","0.0650765194569839","3"
"Min 1x per month","2003","direct migration background","West Germany","67","0.0263957231237034","0.0201304917370128","0.032660954510394","3"
"Min 1x per month","2003","direct migration background","East Germany","11","","","","3"
"Min 1x per month","2003","indirect migration background","West Germany","19","","","","3"
"Min 1x per month","2003","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2003","no migration background","West Germany","1306","0.0856838291239168","0.0809703651821532","0.0903972930656804","2"
"Min 1x per week","2003","no migration background","East Germany","295","0.0539964701269158","0.047863558085197","0.0601293821686346","2"
"Min 1x per week","2003","direct migration background","West Germany","103","0.046468880571482","0.0382421431243321","0.0546956180186319","2"
"Min 1x per week","2003","direct migration background","East Germany","3","","","","2"
"Min 1x per week","2003","indirect migration background","West Germany","48","0.0555554468319872","0.0391947363847899","0.0719161572791844","2"
"Min 1x per week","2003","indirect migration background","East Germany","1","","","","2"
"Never","2003","no migration background","West Germany","9149","0.701368833069765","0.693661868675128","0.709075797464403","5"
"Never","2003","no migration background","East Germany","4066","0.79672775926523","0.785807531807123","0.807647986723337","5"
"Never","2003","direct migration background","West Germany","2194","0.861722761167074","0.848231944890995","0.875213577443154","5"
"Never","2003","direct migration background","East Germany","82","0.797566162715646","0.720710060463473","0.874422264967819","5"
"Never","2003","indirect migration background","West Germany","625","0.829323066156524","0.802451072308371","0.856195060004677","5"
"Never","2003","indirect migration background","East Germany","30","0.931950032248209","0.844696427627534","1.01920363686888","5"
"Rarely","2003","no migration background","West Germany","1692","0.117229769045311","0.111812438321454","0.122647099769167","4"
"Rarely","2003","direct migration background","West Germany","142","0.0601502089987364","0.0508578304997312","0.0694425874977416","4"
"Rarely","2003","no migration background","East Germany","473","0.0825403003809243","0.0750729901694435","0.0900076105924051","4"
"Rarely","2003","indirect migration background","West Germany","53","0.0783242998261487","0.0591337272665867","0.0975148723857107","4"
"Rarely","2003","direct migration background","East Germany","7","","","","4"
"Rarely","2003","indirect migration background","East Germany","1","","","","4"
"Daily","2004","no migration background","West Germany","","","","","1"
"Daily","2004","no migration background","East Germany","","","","","1"
"Daily","2004","direct migration background","West Germany","","","","","1"
"Daily","2004","direct migration background","East Germany","","","","","1"
"Daily","2004","indirect migration background","East Germany","","","","","1"
"Daily","2004","indirect migration background","West Germany","","","","","1"
"Min 1x per month","2004","no migration background","West Germany","","","","","3"
"Min 1x per month","2004","no migration background","East Germany","","","","","3"
"Min 1x per month","2004","direct migration background","West Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2004","direct migration background","East Germany","","","","","3"
"Min 1x per month","2004","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2004","no migration background","West Germany","","","","","2"
"Min 1x per week","2004","no migration background","East Germany","","","","","2"
"Min 1x per week","2004","direct migration background","West Germany","","","","","2"
"Min 1x per week","2004","direct migration background","East Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2004","indirect migration background","East Germany","","","","","2"
"Never","2004","no migration background","West Germany","","","","","5"
"Never","2004","no migration background","East Germany","","","","","5"
"Never","2004","direct migration background","West Germany","","","","","5"
"Never","2004","direct migration background","East Germany","","","","","5"
"Never","2004","indirect migration background","West Germany","","","","","5"
"Never","2004","indirect migration background","East Germany","","","","","5"
"Rarely","2004","no migration background","West Germany","","","","","4"
"Rarely","2004","direct migration background","West Germany","","","","","4"
"Rarely","2004","no migration background","East Germany","","","","","4"
"Rarely","2004","direct migration background","East Germany","","","","","4"
"Rarely","2004","indirect migration background","West Germany","","","","","4"
"Rarely","2004","indirect migration background","East Germany","","","","","4"
"Daily","2005","no migration background","West Germany","","","","","1"
"Daily","2005","no migration background","East Germany","","","","","1"
"Daily","2005","direct migration background","West Germany","","","","","1"
"Daily","2005","direct migration background","East Germany","","","","","1"
"Daily","2005","indirect migration background","West Germany","","","","","1"
"Daily","2005","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2005","no migration background","West Germany","1311","0.0949083005278124","0.0897848615584894","0.100031739497135","3"
"Min 1x per month","2005","direct migration background","West Germany","94","0.0430254060154587","0.034683581184765","0.0513672308461524","3"
"Min 1x per month","2005","no migration background","East Germany","423","0.0813985500142699","0.0737429781541903","0.0890541218743495","3"
"Min 1x per month","2005","direct migration background","East Germany","7","","","","3"
"Min 1x per month","2005","indirect migration background","West Germany","21","","","","3"
"Min 1x per month","2005","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2005","no migration background","West Germany","1435","0.104827689197148","0.0994727504911162","0.110182627903179","2"
"Min 1x per week","2005","no migration background","East Germany","291","0.0538585608597665","0.047538647215128","0.060178474504405","2"
"Min 1x per week","2005","direct migration background","West Germany","110","0.0554993435593089","0.0460870941146023","0.0649115930040155","2"
"Min 1x per week","2005","direct migration background","East Germany","9","","","","2"
"Min 1x per week","2005","indirect migration background","West Germany","57","0.0660013338119664","0.0487315331811217","0.0832711344428111","2"
"Min 1x per week","2005","indirect migration background","East Germany","2","","","","2"
"Never","2005","no migration background","West Germany","7866","0.650793661760264","0.642460191421415","0.659127132099113","5"
"Never","2005","direct migration background","West Germany","1881","0.812456095629912","0.796408875859708","0.828503315400117","5"
"Never","2005","no migration background","East Germany","3497","0.730010611348754","0.717581397106327","0.74243982559118","5"
"Never","2005","direct migration background","East Germany","79","0.79925773683893","0.721139894981541","0.87737557869632","5"
"Never","2005","indirect migration background","West Germany","610","0.751894020391029","0.721851610240101","0.781936430541957","5"
"Never","2005","indirect migration background","East Germany","28","","","","5"
"Rarely","2005","no migration background","West Germany","1959","0.149470348514776","0.143237516375322","0.155703180654229","4"
"Rarely","2005","direct migration background","West Germany","188","0.08901915479532","0.0773121787668788","0.100726130823761","4"
"Rarely","2005","no migration background","East Germany","690","0.13473227777721","0.125173181904877","0.144291373649543","4"
"Rarely","2005","indirect migration background","West Germany","106","0.142044169135353","0.117762305810389","0.166326032460317","4"
"Rarely","2005","direct migration background","East Germany","6","","","","4"
"Rarely","2005","indirect migration background","East Germany","3","","","","4"
"Daily","2006","no migration background","West Germany","","","","","1"
"Daily","2006","no migration background","East Germany","","","","","1"
"Daily","2006","direct migration background","West Germany","","","","","1"
"Daily","2006","direct migration background","East Germany","","","","","1"
"Daily","2006","indirect migration background","West Germany","","","","","1"
"Daily","2006","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2006","no migration background","West Germany","","","","","3"
"Min 1x per month","2006","no migration background","East Germany","","","","","3"
"Min 1x per month","2006","direct migration background","West Germany","","","","","3"
"Min 1x per month","2006","direct migration background","East Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2006","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2006","no migration background","West Germany","","","","","2"
"Min 1x per week","2006","no migration background","East Germany","","","","","2"
"Min 1x per week","2006","direct migration background","West Germany","","","","","2"
"Min 1x per week","2006","direct migration background","East Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","East Germany","","","","","2"
"Min 1x per week","2006","indirect migration background","West Germany","","","","","2"
"Never","2006","no migration background","West Germany","","","","","5"
"Never","2006","no migration background","East Germany","","","","","5"
"Never","2006","direct migration background","West Germany","","","","","5"
"Never","2006","direct migration background","East Germany","","","","","5"
"Never","2006","indirect migration background","West Germany","","","","","5"
"Never","2006","indirect migration background","East Germany","","","","","5"
"Rarely","2006","no migration background","West Germany","","","","","4"
"Rarely","2006","no migration background","East Germany","","","","","4"
"Rarely","2006","direct migration background","West Germany","","","","","4"
"Rarely","2006","direct migration background","East Germany","","","","","4"
"Rarely","2006","indirect migration background","West Germany","","","","","4"
"Rarely","2006","indirect migration background","East Germany","","","","","4"
"Daily","2007","no migration background","West Germany","","","","","1"
"Daily","2007","no migration background","East Germany","","","","","1"
"Daily","2007","direct migration background","West Germany","","","","","1"
"Daily","2007","direct migration background","East Germany","","","","","1"
"Daily","2007","indirect migration background","West Germany","","","","","1"
"Daily","2007","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2007","no migration background","West Germany","1256","0.0878680218088323","0.0829441402814823","0.0927919033361822","3"
"Min 1x per month","2007","no migration background","East Germany","394","0.0758133897215859","0.0683760977326509","0.0832506817105209","3"
"Min 1x per month","2007","direct migration background","West Germany","74","0.0388669599199776","0.0304300217416661","0.0473038980982892","3"
"Min 1x per month","2007","direct migration background","East Germany","6","","","","3"
"Min 1x per month","2007","indirect migration background","West Germany","29","","","","3"
"Min 1x per month","2007","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2007","no migration background","West Germany","1522","0.110318282558426","0.104869438128571","0.11576712698828","2"
"Min 1x per week","2007","no migration background","East Germany","320","0.0592786451450025","0.0526436337259586","0.0659136565640464","2"
"Min 1x per week","2007","direct migration background","West Germany","109","0.0502685552591301","0.0407306844061786","0.0598064261120815","2"
"Min 1x per week","2007","direct migration background","East Germany","7","","","","2"
"Min 1x per week","2007","indirect migration background","West Germany","61","0.0611087786395572","0.0438390579781735","0.0783784993009409","2"
"Min 1x per week","2007","indirect migration background","East Germany","","","","","2"
"Never","2007","no migration background","West Germany","8196","0.666409633573017","0.658209126398448","0.674610140747587","5"
"Never","2007","no migration background","East Germany","3547","0.744995530385992","0.732749008340098","0.757242052431887","5"
"Never","2007","direct migration background","West Germany","1684","0.835727737299638","0.819553740422602","0.851901734176673","5"
"Never","2007","direct migration background","East Germany","70","0.84541890480575","0.77114409261234","0.919693716999159","5"
"Never","2007","indirect migration background","West Germany","559","0.755288083526336","0.72429179125526","0.786284375797412","5"
"Never","2007","indirect migration background","East Germany","33","0.717421804407322","0.579601637214426","0.855241971600218","5"
"Rarely","2007","no migration background","West Germany","1725","0.135404062059725","0.129453119320983","0.141355004798466","4"
"Rarely","2007","no migration background","East Germany","605","0.119912434747419","0.110784824405749","0.129040045089089","4"
"Rarely","2007","direct migration background","West Germany","149","0.0751367475212546","0.0636295972396873","0.0866438978028219","4"
"Rarely","2007","indirect migration background","West Germany","90","0.141879830218655","0.116722748709808","0.167036911727502","4"
"Rarely","2007","direct migration background","East Germany","8","","","","4"
"Rarely","2007","indirect migration background","East Germany","6","","","","4"
"Daily","2008","no migration background","West Germany","201","0.0131764730727287","0.0111385453724226","0.0152144007730348","1"
"Daily","2008","no migration background","East Germany","35","0.0070062521778001","0.00461015521941122","0.00940234913618899","1"
"Daily","2008","direct migration background","West Germany","15","","","","1"
"Daily","2008","direct migration background","East Germany","4","","","","1"
"Daily","2008","indirect migration background","West Germany","8","","","","1"
"Daily","2008","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2008","no migration background","West Germany","1086","0.0830253680374473","0.0780941580027048","0.0879565780721898","3"
"Min 1x per month","2008","direct migration background","West Germany","65","0.0349383480429172","0.0265161312319767","0.0433605648538577","3"
"Min 1x per month","2008","no migration background","East Germany","342","0.0686846556963176","0.0614191392472324","0.0759501721454029","3"
"Min 1x per month","2008","direct migration background","East Germany","9","","","","3"
"Min 1x per month","2008","indirect migration background","West Germany","29","","","","3"
"Min 1x per month","2008","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","2008","no migration background","West Germany","1280","0.100611554050104","0.0952354580386029","0.105987650061605","2"
"Min 1x per week","2008","no migration background","East Germany","284","0.0530981777981021","0.0466567738785374","0.0595395817176669","2"
"Min 1x per week","2008","direct migration background","West Germany","77","0.0344892701581515","0.0261194089051063","0.0428591314111966","2"
"Min 1x per week","2008","direct migration background","East Germany","2","","","","2"
"Min 1x per week","2008","indirect migration background","West Germany","55","0.0840418898398575","0.0638737150446117","0.104210064635103","2"
"Min 1x per week","2008","indirect migration background","East Germany","2","","","","2"
"Never","2008","no migration background","West Germany","8000","0.689276216694861","0.681005306022661","0.697547127367062","5"
"Never","2008","no migration background","East Germany","3565","0.782928800084781","0.771086106671962","0.794771493497599","5"
"Never","2008","direct migration background","West Germany","1537","0.851420356579419","0.835106772897464","0.867733940261373","5"
"Never","2008","direct migration background","East Germany","59","0.813654347666982","0.728328088775898","0.898980606558066","5"
"Never","2008","indirect migration background","West Germany","571","0.765685956706645","0.734896261792352","0.796475651620938","5"
"Never","2008","indirect migration background","East Germany","34","0.640442269387305","0.497012872430396","0.783871666344214","5"
"Rarely","2008","no migration background","West Germany","1460","0.113910388144859","0.108232459584493","0.119588316705225","4"
"Rarely","2008","direct migration background","West Germany","132","0.0701922119625688","0.0584746095375599","0.0819098143875778","4"
"Rarely","2008","no migration background","East Germany","429","0.0882821142429994","0.0801321660431074","0.0964320624428913","4"
"Rarely","2008","indirect migration background","West Germany","64","0.108046005001007","0.085479907002253","0.13061210299976","4"
"Rarely","2008","direct migration background","East Germany","6","","","","4"
"Rarely","2008","indirect migration background","East Germany","6","","","","4"
"Daily","2009","no migration background","West Germany","","","","","1"
"Daily","2009","no migration background","East Germany","","","","","1"
"Daily","2009","direct migration background","West Germany","","","","","1"
"Daily","2009","direct migration background","East Germany","","","","","1"
"Daily","2009","indirect migration background","West Germany","","","","","1"
"Daily","2009","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2009","no migration background","West Germany","1072","0.0857749329195573","0.080590856290499","0.0909590095486155","3"
"Min 1x per month","2009","no migration background","East Germany","362","0.0778379474968748","0.0699378118839281","0.0857380831098215","3"
"Min 1x per month","2009","direct migration background","West Germany","67","0.042762773548539","0.0327771551161418","0.0527483919809363","3"
"Min 1x per month","2009","direct migration background","East Germany","5","","","","3"
"Min 1x per month","2009","indirect migration background","West Germany","44","0.0468798707367539","0.0308621006479344","0.0628976408255734","3"
"Min 1x per month","2009","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","2009","no migration background","West Germany","1390","0.113009445870795","0.107148313543504","0.118870578198086","2"
"Min 1x per week","2009","direct migration background","West Germany","70","0.0364414423367361","0.0271929896379176","0.0456898950355546","2"
"Min 1x per week","2009","no migration background","East Germany","293","0.0669367299037084","0.0595674843508328","0.074305975456584","2"
"Min 1x per week","2009","direct migration background","East Germany","6","","","","2"
"Min 1x per week","2009","indirect migration background","West Germany","41","0.0733885758529298","0.0536280686655496","0.09314908304031","2"
"Min 1x per week","2009","indirect migration background","East Germany","5","","","","2"
"Never","2009","no migration background","West Germany","7262","0.667411251789346","0.658689269614817","0.676133233963876","5"
"Never","2009","no migration background","East Germany","3238","0.732616546287593","0.719565634293698","0.745667458281488","5"
"Never","2009","direct migration background","West Germany","1314","0.83960428518866","0.821492304424611","0.85771626595271","5"
"Never","2009","direct migration background","East Germany","54","0.799761575324749","0.709792082536087","0.889731068113411","5"
"Never","2009","indirect migration background","West Germany","499","0.716836637944296","0.682696626736931","0.750976649151661","5"
"Never","2009","indirect migration background","East Germany","29","","","","5"
"Rarely","2009","no migration background","West Germany","1485","0.133804369420301","0.127501942789087","0.140106796051516","4"
"Rarely","2009","no migration background","East Germany","525","0.122608776311824","0.112937302565606","0.132280250058042","4"
"Rarely","2009","direct migration background","West Germany","126","0.0811914989260645","0.0677111843696755","0.0946718134824535","4"
"Rarely","2009","direct migration background","East Germany","11","","","","4"
"Rarely","2009","indirect migration background","West Germany","85","0.16289491546602","0.134912913268406","0.190876917663635","4"
"Rarely","2009","indirect migration background","East Germany","5","","","","4"
"Daily","2010","no migration background","West Germany","","","","","1"
"Daily","2010","no migration background","East Germany","","","","","1"
"Daily","2010","direct migration background","West Germany","","","","","1"
"Daily","2010","direct migration background","East Germany","","","","","1"
"Daily","2010","indirect migration background","West Germany","","","","","1"
"Daily","2010","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2010","no migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","West Germany","","","","","3"
"Min 1x per month","2010","no migration background","East Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2010","direct migration background","East Germany","","","","","3"
"Min 1x per month","2010","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2010","no migration background","West Germany","","","","","2"
"Min 1x per week","2010","direct migration background","West Germany","","","","","2"
"Min 1x per week","2010","no migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2010","direct migration background","East Germany","","","","","2"
"Min 1x per week","2010","indirect migration background","East Germany","","","","","2"
"Never","2010","no migration background","West Germany","","","","","5"
"Never","2010","no migration background","East Germany","","","","","5"
"Never","2010","direct migration background","West Germany","","","","","5"
"Never","2010","direct migration background","East Germany","","","","","5"
"Never","2010","indirect migration background","West Germany","","","","","5"
"Never","2010","indirect migration background","East Germany","","","","","5"
"Rarely","2010","no migration background","West Germany","","","","","4"
"Rarely","2010","no migration background","East Germany","","","","","4"
"Rarely","2010","direct migration background","West Germany","","","","","4"
"Rarely","2010","direct migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","East Germany","","","","","4"
"Rarely","2010","indirect migration background","West Germany","","","","","4"
"Daily","2011","no migration background","West Germany","","","","","1"
"Daily","2011","no migration background","East Germany","","","","","1"
"Daily","2011","direct migration background","West Germany","","","","","1"
"Daily","2011","direct migration background","East Germany","","","","","1"
"Daily","2011","indirect migration background","West Germany","","","","","1"
"Daily","2011","indirect migration background","East Germany","","","","","1"
