"pli0096_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1994","direct migration background","(0) in school","1","","",""
"Min 1x per month","1994","direct migration background","(1a) inadequately completed","10","","",""
"Min 1x per month","1994","direct migration background","(1b) general elementary school","14","","",""
"Min 1x per month","1994","direct migration background","(1c) basic vocational qualification","24","","",""
"Min 1x per month","1994","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1994","direct migration background","(2a) intermediate vocational","3","","",""
"Min 1x per month","1994","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1994","direct migration background","(2c_voc) vocational maturity certificate","10","","",""
"Min 1x per month","1994","direct migration background","(3a) lower tertiary education","4","","",""
"Min 1x per month","1994","direct migration background","(3b) higher tertiary education","7","","",""
"Min 1x per month","1994","indirect migration background","(0) in school","3","","",""
"Min 1x per month","1994","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1994","indirect migration background","(1b) general elementary school","5","","",""
"Min 1x per month","1994","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1994","indirect migration background","(2b) intermediate general qualification","3","","",""
"Min 1x per month","1994","indirect migration background","(2a) intermediate vocational","2","","",""
"Min 1x per month","1994","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1994","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Min 1x per month","1994","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per month","1994","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1994","no migration background","(0) in school","24","","",""
"Rarely","1994","no migration background","(1a) inadequately completed","3","","",""
"Rarely","1994","no migration background","(1b) general elementary school","97","0.0750716528592075","0.0604929708912023","0.0896503348272128"
"Rarely","1994","no migration background","(1c) basic vocational qualification","340","0.100864653562974","0.0906941118436764","0.111035195282272"
"Rarely","1994","no migration background","(2b) intermediate general qualification","40","0.110649275991572","0.0781995012417661","0.143099050741379"
"Rarely","1994","no migration background","(2a) intermediate vocational","286","0.130644418285072","0.117231095595398","0.144057740974745"
"Rarely","1994","no migration background","(2c_gen) general maturity certificate","47","0.153808026506812","0.111701687034447","0.195914365979177"
"Rarely","1994","no migration background","(2c_voc) vocational maturity certificate","58","0.1636402910279","0.127521164352148","0.199759417703653"
"Rarely","1994","no migration background","(3a) lower tertiary education","127","0.161416271027225","0.135905618216495","0.186926923837955"
"Rarely","1994","no migration background","(3b) higher tertiary education","136","0.179609770946688","0.151453560390856","0.207765981502519"
"Rarely","1994","direct migration background","(0) in school","3","","",""
"Rarely","1994","direct migration background","(1a) inadequately completed","38","0.0705889901031405","0.04859512180546","0.0925828584008209"
"Rarely","1994","direct migration background","(1b) general elementary school","45","0.0747163649377143","0.0548070646248656","0.094625665250563"
"Rarely","1994","direct migration background","(1c) basic vocational qualification","60","0.0849282754302323","0.0624147159384531","0.107441834922011"
"Rarely","1994","direct migration background","(2b) intermediate general qualification","3","","",""
"Rarely","1994","direct migration background","(2a) intermediate vocational","14","","",""
"Rarely","1994","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Rarely","1994","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Rarely","1994","direct migration background","(3a) lower tertiary education","4","","",""
"Rarely","1994","direct migration background","(3b) higher tertiary education","6","","",""
"Rarely","1994","indirect migration background","(0) in school","5","","",""
"Rarely","1994","indirect migration background","(1a) inadequately completed","1","","",""
"Rarely","1994","indirect migration background","(1b) general elementary school","10","","",""
"Rarely","1994","indirect migration background","(1c) basic vocational qualification","14","","",""
"Rarely","1994","indirect migration background","(2b) intermediate general qualification","5","","",""
"Rarely","1994","indirect migration background","(2a) intermediate vocational","9","","",""
"Rarely","1994","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Rarely","1994","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Rarely","1994","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1994","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1994","no migration background","(0) in school","93","0.630004827987895","0.547952248617391","0.712057407358398"
"Never","1994","no migration background","(1a) inadequately completed","95","0.942451273468988","0.897906089880807","0.986996457057169"
"Never","1994","no migration background","(1b) general elementary school","1058","0.844713305506995","0.824675598669506","0.864751012344484"
"Never","1994","no migration background","(1c) basic vocational qualification","2555","0.753933991692255","0.739387625250295","0.768480358134215"
"Never","1994","no migration background","(2b) intermediate general qualification","278","0.764052007293977","0.720131184162616","0.807972830425338"
"Never","1994","no migration background","(2a) intermediate vocational","1799","0.710815457415965","0.69277040329313","0.7288605115388"
"Never","1994","no migration background","(2c_gen) general maturity certificate","194","0.678019486453745","0.623486482797291","0.7325524901102"
"Never","1994","no migration background","(2c_voc) vocational maturity certificate","283","0.690558425021175","0.645426369529041","0.735690480513309"
"Never","1994","no migration background","(3a) lower tertiary education","552","0.682634578682302","0.650360886962311","0.714908270402292"
"Never","1994","no migration background","(3b) higher tertiary education","432","0.618948513292263","0.583326531494941","0.654570495089586"
"Never","1994","direct migration background","(0) in school","6","","",""
"Never","1994","direct migration background","(1a) inadequately completed","467","0.893875606258429","0.867428669098823","0.920322543418035"
"Never","1994","direct migration background","(1b) general elementary school","597","0.879124945283399","0.854441582107477","0.903808308459321"
"Never","1994","direct migration background","(1c) basic vocational qualification","481","0.822229442713347","0.791353738439924","0.853105146986769"
"Never","1994","direct migration background","(2b) intermediate general qualification","28","","",""
"Never","1994","direct migration background","(2a) intermediate vocational","75","0.724969501362633","0.638313568554329","0.811625434170937"
"Never","1994","direct migration background","(2c_gen) general maturity certificate","74","0.84443445669355","0.769554339676483","0.919314573710618"
"Never","1994","direct migration background","(2c_voc) vocational maturity certificate","79","0.777024416845193","0.696639333586808","0.857409500103578"
"Never","1994","direct migration background","(3a) lower tertiary education","35","0.811563738718575","0.698554816834064","0.924572660603085"
"Never","1994","direct migration background","(3b) higher tertiary education","55","0.796501660032973","0.705987802746757","0.887015517319188"
"Never","1994","indirect migration background","(0) in school","43","0.722895199822088","0.605671945908618","0.840118453735557"
"Never","1994","indirect migration background","(1a) inadequately completed","16","","",""
"Never","1994","indirect migration background","(1b) general elementary school","96","0.832863510173293","0.764673347450808","0.901053672895778"
"Never","1994","indirect migration background","(1c) basic vocational qualification","69","0.872116178353969","0.800698879122866","0.943533477585072"
"Never","1994","indirect migration background","(2b) intermediate general qualification","57","0.852983030012829","0.770026037224718","0.93594002280094"
"Never","1994","indirect migration background","(2a) intermediate vocational","28","","",""
"Never","1994","indirect migration background","(2c_gen) general maturity certificate","26","","",""
"Never","1994","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Never","1994","indirect migration background","(3a) lower tertiary education","3","","",""
"Never","1994","indirect migration background","(3b) higher tertiary education","4","","",""
"Daily","1995","no migration background","(0) in school","3","","",""
"Daily","1995","no migration background","(1a) inadequately completed","","","",""
"Daily","1995","no migration background","(1b) general elementary school","7","","",""
"Daily","1995","no migration background","(1c) basic vocational qualification","35","0.0100661783891065","0.00665773744208554","0.0134746193361275"
"Daily","1995","no migration background","(2b) intermediate general qualification","2","","",""
"Daily","1995","no migration background","(2a) intermediate vocational","36","0.0190561633495046","0.0136544430956212","0.0244578836033881"
"Daily","1995","no migration background","(2c_gen) general maturity certificate","3","","",""
"Daily","1995","no migration background","(2c_voc) vocational maturity certificate","6","","",""
"Daily","1995","no migration background","(3a) lower tertiary education","9","","",""
"Daily","1995","no migration background","(3b) higher tertiary education","15","","",""
"Daily","1995","direct migration background","(0) in school","1","","",""
"Daily","1995","direct migration background","(1a) inadequately completed","2","","",""
"Daily","1995","direct migration background","(1b) general elementary school","4","","",""
"Daily","1995","direct migration background","(1c) basic vocational qualification","3","","",""
"Daily","1995","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1995","direct migration background","(2a) intermediate vocational","3","","",""
"Daily","1995","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1995","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"Daily","1995","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1995","direct migration background","(3b) higher tertiary education","2","","",""
"Daily","1995","indirect migration background","(0) in school","1","","",""
"Daily","1995","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1995","indirect migration background","(1b) general elementary school","","","",""
"Daily","1995","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1995","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1995","indirect migration background","(2a) intermediate vocational","1","","",""
"Daily","1995","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Daily","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1995","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1995","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1995","no migration background","(0) in school","19","","",""
"Min 1x per week","1995","no migration background","(1a) inadequately completed","3","","",""
"Min 1x per week","1995","no migration background","(1b) general elementary school","40","0.0364235113975846","0.0258282764789143","0.047018746316255"
"Min 1x per week","1995","no migration background","(1c) basic vocational qualification","234","0.0747909575475305","0.0658091268903093","0.0837727882047517"
"Min 1x per week","1995","no migration background","(2b) intermediate general qualification","22","","",""
"Min 1x per week","1995","no migration background","(2a) intermediate vocational","167","0.065522471314511","0.0557462314183364","0.0752987112106857"
"Min 1x per week","1995","no migration background","(2c_gen) general maturity certificate","23","","",""
"Min 1x per week","1995","no migration background","(2c_voc) vocational maturity certificate","37","0.0800658426201877","0.0538279354211927","0.106303749819183"
"Min 1x per week","1995","no migration background","(3a) lower tertiary education","47","0.0585891947182678","0.0423956932710314","0.0747826961655042"
"Min 1x per week","1995","no migration background","(3b) higher tertiary education","62","0.0791408871871514","0.0596376709367461","0.0986441034375567"
"Min 1x per week","1995","direct migration background","(0) in school","4","","",""
"Min 1x per week","1995","direct migration background","(1a) inadequately completed","5","","",""
"Min 1x per week","1995","direct migration background","(1b) general elementary school","11","","",""
"Min 1x per week","1995","direct migration background","(1c) basic vocational qualification","24","","",""
"Min 1x per week","1995","direct migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per week","1995","direct migration background","(2a) intermediate vocational","13","","",""
"Min 1x per week","1995","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1995","direct migration background","(2c_voc) vocational maturity certificate","11","","",""
"Min 1x per week","1995","direct migration background","(3a) lower tertiary education","5","","",""
"Min 1x per week","1995","direct migration background","(3b) higher tertiary education","7","","",""
"Min 1x per week","1995","indirect migration background","(0) in school","3","","",""
"Min 1x per week","1995","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1995","indirect migration background","(1b) general elementary school","3","","",""
"Min 1x per week","1995","indirect migration background","(1c) basic vocational qualification","1","","",""
"Min 1x per week","1995","indirect migration background","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1995","indirect migration background","(2a) intermediate vocational","1","","",""
"Min 1x per week","1995","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1995","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1995","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per week","1995","indirect migration background","(3b) higher tertiary education","1","","",""
"Min 1x per month","1995","no migration background","(0) in school","5","","",""
"Min 1x per month","1995","no migration background","(1a) inadequately completed","3","","",""
"Min 1x per month","1995","no migration background","(1b) general elementary school","58","0.0468042576587832","0.0348585931103413","0.058749922207225"
"Min 1x per month","1995","no migration background","(1c) basic vocational qualification","213","0.0645874514115119","0.0561948605591286","0.0729800422638952"
"Min 1x per month","1995","no migration background","(2b) intermediate general qualification","12","","",""
"Min 1x per month","1995","no migration background","(2a) intermediate vocational","149","0.0623238089769912","0.0527728776493386","0.0718747403046439"
"Min 1x per month","1995","no migration background","(2c_gen) general maturity certificate","11","","",""
"Min 1x per month","1995","no migration background","(2c_voc) vocational maturity certificate","29","","",""
"Min 1x per month","1995","no migration background","(3a) lower tertiary education","69","0.0778131177344999","0.0593426331732547","0.096283602295745"
"Min 1x per month","1995","no migration background","(3b) higher tertiary education","71","0.0822893247748087","0.0624359735819285","0.102142675967689"
"Min 1x per month","1995","direct migration background","(0) in school","1","","",""
"Min 1x per month","1995","direct migration background","(1a) inadequately completed","5","","",""
"Min 1x per month","1995","direct migration background","(1b) general elementary school","24","","",""
"Min 1x per month","1995","direct migration background","(1c) basic vocational qualification","20","","",""
"Min 1x per month","1995","direct migration background","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1995","direct migration background","(2a) intermediate vocational","5","","",""
"Min 1x per month","1995","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Min 1x per month","1995","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1995","direct migration background","(3a) lower tertiary education","3","","",""
"Min 1x per month","1995","direct migration background","(3b) higher tertiary education","7","","",""
"Min 1x per month","1995","indirect migration background","(0) in school","","","",""
"Min 1x per month","1995","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1995","indirect migration background","(1b) general elementary school","2","","",""
"Min 1x per month","1995","indirect migration background","(1c) basic vocational qualification","3","","",""
"Min 1x per month","1995","indirect migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1995","indirect migration background","(2a) intermediate vocational","2","","",""
"Min 1x per month","1995","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1995","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1995","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1995","no migration background","(0) in school","13","","",""
"Rarely","1995","no migration background","(1a) inadequately completed","2","","",""
"Rarely","1995","no migration background","(1b) general elementary school","80","0.057567455983878","0.0443942875905197","0.0707406243772363"
"Rarely","1995","no migration background","(1c) basic vocational qualification","253","0.0762053126428938","0.0671458855078867","0.085264739777901"
"Rarely","1995","no migration background","(2b) intermediate general qualification","27","","",""
"Rarely","1995","no migration background","(2a) intermediate vocational","235","0.10309438957964","0.0910805128837607","0.11510826627552"
"Rarely","1995","no migration background","(2c_gen) general maturity certificate","33","0.139400298465459","0.0988306240168652","0.179969972914052"
"Rarely","1995","no migration background","(2c_voc) vocational maturity certificate","41","0.104142770863294","0.074612927343132","0.133672614383456"
"Rarely","1995","no migration background","(3a) lower tertiary education","94","0.114227179608058","0.0922946707975038","0.136159688418613"
"Rarely","1995","no migration background","(3b) higher tertiary education","103","0.17109389296008","0.143886990002563","0.198300795917596"
"Rarely","1995","direct migration background","(0) in school","2","","",""
"Rarely","1995","direct migration background","(1a) inadequately completed","20","","",""
"Rarely","1995","direct migration background","(1b) general elementary school","38","0.0585817949984011","0.0416730404220404","0.0754905495747617"
"Rarely","1995","direct migration background","(1c) basic vocational qualification","51","0.0948489850120247","0.0728747075219154","0.116823262502134"
"Rarely","1995","direct migration background","(2b) intermediate general qualification","4","","",""
"Rarely","1995","direct migration background","(2a) intermediate vocational","11","","",""
"Rarely","1995","direct migration background","(2c_gen) general maturity certificate","11","","",""
"Rarely","1995","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1995","direct migration background","(3a) lower tertiary education","2","","",""
"Rarely","1995","direct migration background","(3b) higher tertiary education","9","","",""
"Rarely","1995","indirect migration background","(0) in school","4","","",""
"Rarely","1995","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1995","indirect migration background","(1b) general elementary school","5","","",""
"Rarely","1995","indirect migration background","(1c) basic vocational qualification","6","","",""
"Rarely","1995","indirect migration background","(2b) intermediate general qualification","2","","",""
"Rarely","1995","indirect migration background","(2a) intermediate vocational","2","","",""
"Rarely","1995","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Rarely","1995","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1995","indirect migration background","(3a) lower tertiary education","1","","",""
"Rarely","1995","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1995","no migration background","(0) in school","134","0.753861072100221","0.689856753543371","0.817865390657071"
"Never","1995","no migration background","(1a) inadequately completed","74","0.931670226309877","0.877059586536348","0.986280866083406"
"Never","1995","no migration background","(1b) general elementary school","1016","0.852344096403555","0.832280468084477","0.872407724722634"
"Never","1995","no migration background","(1c) basic vocational qualification","2560","0.774350100008957","0.760077383700358","0.788622816317556"
"Never","1995","no migration background","(2b) intermediate general qualification","303","0.827265289959457","0.788537763676146","0.865992816242768"
"Never","1995","no migration background","(2a) intermediate vocational","1874","0.750003166779353","0.732895488029368","0.767110845529337"
"Never","1995","no migration background","(2c_gen) general maturity certificate","210","0.729016963584936","0.676956390467723","0.781077536702148"
"Never","1995","no migration background","(2c_voc) vocational maturity certificate","298","0.720658073032606","0.67728103727276","0.764035108792452"
"Never","1995","no migration background","(3a) lower tertiary education","589","0.734258105862614","0.703800427331599","0.764715784393629"
"Never","1995","no migration background","(3b) higher tertiary education","485","0.64085729251904","0.606197706161006","0.675516878877075"
"Never","1995","direct migration background","(0) in school","29","","",""
"Never","1995","direct migration background","(1a) inadequately completed","482","0.926727607751235","0.904200119724669","0.9492550957778"
"Never","1995","direct migration background","(1b) general elementary school","664","0.882257350083795","0.859051176711434","0.905463523456157"
"Never","1995","direct migration background","(1c) basic vocational qualification","585","0.838107664691703","0.810482759939214","0.865732569444192"
"Never","1995","direct migration background","(2b) intermediate general qualification","32","0.707602256354388","0.57003817293074","0.845166339778035"
"Never","1995","direct migration background","(2a) intermediate vocational","88","0.700797303436031","0.618868534219955","0.782726072652107"
"Never","1995","direct migration background","(2c_gen) general maturity certificate","123","0.848721633867588","0.789992834660693","0.907450433074483"
"Never","1995","direct migration background","(2c_voc) vocational maturity certificate","146","0.83771851541429","0.783246267172106","0.892190763656475"
"Never","1995","direct migration background","(3a) lower tertiary education","37","0.858664152472103","0.759069277216671","0.958259027727534"
"Never","1995","direct migration background","(3b) higher tertiary education","124","0.824980567342612","0.76396790840051","0.885993226284715"
"Never","1995","indirect migration background","(0) in school","45","0.765039137770742","0.650896015914582","0.879182259626901"
"Never","1995","indirect migration background","(1a) inadequately completed","14","","",""
"Never","1995","indirect migration background","(1b) general elementary school","96","0.758675222369162","0.677219037368869","0.840131407369454"
"Never","1995","indirect migration background","(1c) basic vocational qualification","81","0.877152401102473","0.809707633994288","0.944597168210657"
"Never","1995","indirect migration background","(2b) intermediate general qualification","57","0.761080354007521","0.658203586387323","0.863957121627719"
"Never","1995","indirect migration background","(2a) intermediate vocational","45","0.815832539702968","0.709450095525454","0.922214983880481"
"Never","1995","indirect migration background","(2c_gen) general maturity certificate","34","0.658557971538359","0.518445353765562","0.798670589311157"
"Never","1995","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"Never","1995","indirect migration background","(3a) lower tertiary education","5","","",""
"Never","1995","indirect migration background","(3b) higher tertiary education","5","","",""
"Daily","1996","no migration background","(0) in school","","","",""
"Daily","1996","no migration background","(1a) inadequately completed","","","",""
"Daily","1996","no migration background","(1b) general elementary school","","","",""
"Daily","1996","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1996","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1996","no migration background","(2a) intermediate vocational","","","",""
"Daily","1996","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1996","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","no migration background","(3a) lower tertiary education","","","",""
"Daily","1996","no migration background","(3b) higher tertiary education","","","",""
"Daily","1996","direct migration background","(0) in school","","","",""
"Daily","1996","direct migration background","(1a) inadequately completed","","","",""
"Daily","1996","direct migration background","(1b) general elementary school","","","",""
"Daily","1996","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1996","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1996","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1996","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1996","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1996","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1996","indirect migration background","(0) in school","","","",""
"Daily","1996","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1996","indirect migration background","(1b) general elementary school","","","",""
"Daily","1996","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1996","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1996","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1996","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1996","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1996","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1996","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1996","no migration background","(0) in school","12","","",""
"Min 1x per week","1996","no migration background","(1a) inadequately completed","3","","",""
"Min 1x per week","1996","no migration background","(1b) general elementary school","49","0.0413324474661791","0.0298276561303717","0.0528372388019865"
"Min 1x per week","1996","no migration background","(1c) basic vocational qualification","248","0.0805652118160666","0.0712009190506483","0.0899295045814848"
"Min 1x per week","1996","no migration background","(2b) intermediate general qualification","17","","",""
"Min 1x per week","1996","no migration background","(2a) intermediate vocational","186","0.0802595716120299","0.0695535207943733","0.0909656224296865"
"Min 1x per week","1996","no migration background","(2c_gen) general maturity certificate","34","0.170922169115421","0.124988082275296","0.216856255955545"
"Min 1x per week","1996","no migration background","(2c_voc) vocational maturity certificate","45","0.0970809890500411","0.0689662027901339","0.125195775309948"
"Min 1x per week","1996","no migration background","(3a) lower tertiary education","62","0.0897029467322035","0.0700604024196788","0.109345491044728"
"Min 1x per week","1996","no migration background","(3b) higher tertiary education","93","0.112965543805459","0.0902500636676238","0.135681023943293"
"Min 1x per week","1996","direct migration background","(0) in school","2","","",""
"Min 1x per week","1996","direct migration background","(1a) inadequately completed","9","","",""
"Min 1x per week","1996","direct migration background","(1b) general elementary school","14","","",""
"Min 1x per week","1996","direct migration background","(1c) basic vocational qualification","22","","",""
"Min 1x per week","1996","direct migration background","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1996","direct migration background","(2a) intermediate vocational","10","","",""
"Min 1x per week","1996","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1996","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per week","1996","direct migration background","(3a) lower tertiary education","4","","",""
"Min 1x per week","1996","direct migration background","(3b) higher tertiary education","10","","",""
"Min 1x per week","1996","indirect migration background","(0) in school","4","","",""
"Min 1x per week","1996","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1996","indirect migration background","(1b) general elementary school","4","","",""
"Min 1x per week","1996","indirect migration background","(1c) basic vocational qualification","1","","",""
"Min 1x per week","1996","indirect migration background","(2b) intermediate general qualification","3","","",""
"Min 1x per week","1996","indirect migration background","(2a) intermediate vocational","5","","",""
"Min 1x per week","1996","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per week","1996","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1996","indirect migration background","(3a) lower tertiary education","1","","",""
"Min 1x per week","1996","indirect migration background","(3b) higher tertiary education","1","","",""
"Min 1x per month","1996","no migration background","(0) in school","8","","",""
"Min 1x per month","1996","no migration background","(1a) inadequately completed","2","","",""
"Min 1x per month","1996","no migration background","(1b) general elementary school","58","0.0495048887766415","0.0369677579118892","0.0620420196413937"
"Min 1x per month","1996","no migration background","(1c) basic vocational qualification","238","0.0732368531388625","0.0642730985920843","0.0822006076856407"
"Min 1x per month","1996","no migration background","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1996","no migration background","(2a) intermediate vocational","195","0.0897836017390122","0.0785189159356397","0.101048287542385"
"Min 1x per month","1996","no migration background","(2c_gen) general maturity certificate","18","","",""
"Min 1x per month","1996","no migration background","(2c_voc) vocational maturity certificate","32","0.0758594186090063","0.050716420236988","0.101002416981025"
"Min 1x per month","1996","no migration background","(3a) lower tertiary education","76","0.0922349801566967","0.0723448617141373","0.112125098599256"
"Min 1x per month","1996","no migration background","(3b) higher tertiary education","87","0.13131121229447","0.107075170612789","0.15554725397615"
"Min 1x per month","1996","direct migration background","(0) in school","1","","",""
"Min 1x per month","1996","direct migration background","(1a) inadequately completed","9","","",""
"Min 1x per month","1996","direct migration background","(1b) general elementary school","22","","",""
"Min 1x per month","1996","direct migration background","(1c) basic vocational qualification","30","0.0506522525350364","0.0339352116299739","0.0673692934400989"
"Min 1x per month","1996","direct migration background","(2b) intermediate general qualification","2","","",""
"Min 1x per month","1996","direct migration background","(2a) intermediate vocational","11","","",""
"Min 1x per month","1996","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Min 1x per month","1996","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1996","direct migration background","(3a) lower tertiary education","5","","",""
"Min 1x per month","1996","direct migration background","(3b) higher tertiary education","13","","",""
"Min 1x per month","1996","indirect migration background","(0) in school","1","","",""
"Min 1x per month","1996","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1996","indirect migration background","(1b) general elementary school","3","","",""
"Min 1x per month","1996","indirect migration background","(1c) basic vocational qualification","2","","",""
"Min 1x per month","1996","indirect migration background","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1996","indirect migration background","(2a) intermediate vocational","4","","",""
"Min 1x per month","1996","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1996","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1996","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1996","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1996","no migration background","(0) in school","34","0.19556557074299","0.141137300541723","0.249993840944257"
"Rarely","1996","no migration background","(1a) inadequately completed","4","","",""
"Rarely","1996","no migration background","(1b) general elementary school","123","0.100090921390449","0.0827450616231164","0.117436781157781"
"Rarely","1996","no migration background","(1c) basic vocational qualification","445","0.146641258112046","0.134470023039944","0.158812493184147"
"Rarely","1996","no migration background","(2b) intermediate general qualification","60","0.16163518089677","0.123661826753002","0.199608535040537"
"Rarely","1996","no migration background","(2a) intermediate vocational","367","0.155248672979044","0.140978585579429","0.169518760378659"
"Rarely","1996","no migration background","(2c_gen) general maturity certificate","40","0.163088494263886","0.11800789621786","0.208169092309911"
"Rarely","1996","no migration background","(2c_voc) vocational maturity certificate","72","0.168402340610725","0.132865895389434","0.203938785832015"
"Rarely","1996","no migration background","(3a) lower tertiary education","136","0.162857339698928","0.137476486143143","0.188238193254712"
"Rarely","1996","no migration background","(3b) higher tertiary education","140","0.226022427432068","0.196008789932071","0.256036064932065"
"Rarely","1996","direct migration background","(0) in school","2","","",""
"Rarely","1996","direct migration background","(1a) inadequately completed","41","0.0922839914391096","0.0662011018395466","0.118366881038673"
"Rarely","1996","direct migration background","(1b) general elementary school","68","0.102931522512276","0.0802419937339149","0.125621051290636"
"Rarely","1996","direct migration background","(1c) basic vocational qualification","57","0.085366854560153","0.0640650954602257","0.10666861366008"
"Rarely","1996","direct migration background","(2b) intermediate general qualification","5","","",""
"Rarely","1996","direct migration background","(2a) intermediate vocational","18","","",""
"Rarely","1996","direct migration background","(2c_gen) general maturity certificate","21","","",""
"Rarely","1996","direct migration background","(2c_voc) vocational maturity certificate","16","","",""
"Rarely","1996","direct migration background","(3a) lower tertiary education","5","","",""
"Rarely","1996","direct migration background","(3b) higher tertiary education","16","","",""
"Rarely","1996","indirect migration background","(0) in school","8","","",""
"Rarely","1996","indirect migration background","(1a) inadequately completed","2","","",""
"Rarely","1996","indirect migration background","(1b) general elementary school","7","","",""
"Rarely","1996","indirect migration background","(1c) basic vocational qualification","15","","",""
"Rarely","1996","indirect migration background","(2b) intermediate general qualification","13","","",""
"Rarely","1996","indirect migration background","(2a) intermediate vocational","12","","",""
