"plh0206i03","year","education","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2016","Other degree","47","0.0327271092643173","0.0255151349895024","0.0399390835391322"
"7 Strongly agree","2016","no degree/no degree yet","53","0.030508994960932","0.0219937051110187","0.0390242848108452"
"1 Strongly disagree","2017","lower secondary degree","","","",""
"1 Strongly disagree","2017","secondary school degree","","","",""
"1 Strongly disagree","2017","college entrance qualification","","","",""
"1 Strongly disagree","2017","Other degree","1109","0.745292836199251","0.722726521755501","0.767859150643002"
"1 Strongly disagree","2017","no degree/no degree yet","930","0.748143002269117","0.723904149696823","0.77238185484141"
"2 on scale 1-7 ","2017","lower secondary degree","","","",""
"2 on scale 1-7 ","2017","secondary school degree","","","",""
"2 on scale 1-7 ","2017","college entrance qualification","","","",""
"2 on scale 1-7 ","2017","Other degree","142","0.109378751565333","0.0932132349149299","0.125544268215736"
"2 on scale 1-7 ","2017","no degree/no degree yet","116","0.104587406371451","0.0874992962991882","0.121675516443715"
"3 on scale 1-7 ","2017","lower secondary degree","","","",""
"3 on scale 1-7 ","2017","secondary school degree","","","",""
"3 on scale 1-7 ","2017","college entrance qualification","","","",""
"3 on scale 1-7 ","2017","Other degree","58","0.0367392355212257","0.0269957672533756","0.0464827037890759"
"3 on scale 1-7 ","2017","no degree/no degree yet","43","0.0277592699874918","0.0185857996071071","0.0369327403678765"
"4 on scale 1-7","2017","lower secondary degree","","","",""
"4 on scale 1-7","2017","secondary school degree","","","",""
"4 on scale 1-7","2017","college entrance qualification","","","",""
"4 on scale 1-7","2017","Other degree","48","0.0418723348105931","0.0314982006251552","0.052246468996031"
"4 on scale 1-7","2017","no degree/no degree yet","44","0.0310107084146479","0.0213310937319183","0.0406903230973775"
"5 on scale 1-7","2017","lower secondary degree","","","",""
"5 on scale 1-7","2017","secondary school degree","","","",""
"5 on scale 1-7","2017","college entrance qualification","","","",""
"5 on scale 1-7","2017","Other degree","","","",""
"5 on scale 1-7","2017","no degree/no degree yet","","","",""
"6 on scale 1-7","2017","lower secondary degree","","","",""
"6 on scale 1-7","2017","secondary school degree","","","",""
"6 on scale 1-7","2017","college entrance qualification","","","",""
"6 on scale 1-7","2017","Other degree","","","",""
"6 on scale 1-7","2017","no degree/no degree yet","","","",""
"7 Strongly agree","2017","lower secondary degree","","","",""
"7 Strongly agree","2017","secondary school degree","","","",""
"7 Strongly agree","2017","college entrance qualification","","","",""
"7 Strongly agree","2017","Other degree","40","0.0412110569914397","0.0309156156790576","0.0515064983038218"
"7 Strongly agree","2017","no degree/no degree yet","55","0.0556284425602306","0.0428298375260271","0.0684270475944342"
"1 Strongly disagree","2018","lower secondary degree","","","",""
"1 Strongly disagree","2018","secondary school degree","","","",""
"1 Strongly disagree","2018","college entrance qualification","","","",""
"1 Strongly disagree","2018","Other degree","138","0.837941950183684","0.783499955614035","0.892383944753334"
"1 Strongly disagree","2018","no degree/no degree yet","125","0.785677605845336","0.724173232324447","0.847181979366225"
"2 on scale 1-7 ","2018","lower secondary degree","","","",""
"2 on scale 1-7 ","2018","secondary school degree","","","",""
"2 on scale 1-7 ","2018","college entrance qualification","","","",""
"2 on scale 1-7 ","2018","Other degree","","","",""
"2 on scale 1-7 ","2018","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2018","lower secondary degree","","","",""
"3 on scale 1-7 ","2018","secondary school degree","","","",""
"3 on scale 1-7 ","2018","college entrance qualification","","","",""
"3 on scale 1-7 ","2018","Other degree","","","",""
"3 on scale 1-7 ","2018","no degree/no degree yet","","","",""
"4 on scale 1-7","2018","lower secondary degree","","","",""
"4 on scale 1-7","2018","secondary school degree","","","",""
"4 on scale 1-7","2018","college entrance qualification","","","",""
"4 on scale 1-7","2018","Other degree","","","",""
"4 on scale 1-7","2018","no degree/no degree yet","","","",""
"5 on scale 1-7","2018","lower secondary degree","","","",""
"5 on scale 1-7","2018","secondary school degree","","","",""
"5 on scale 1-7","2018","college entrance qualification","","","",""
"5 on scale 1-7","2018","Other degree","","","",""
"5 on scale 1-7","2018","no degree/no degree yet","","","",""
"6 on scale 1-7","2018","lower secondary degree","","","",""
"6 on scale 1-7","2018","secondary school degree","","","",""
"6 on scale 1-7","2018","college entrance qualification","","","",""
"6 on scale 1-7","2018","Other degree","","","",""
"6 on scale 1-7","2018","no degree/no degree yet","","","",""
"7 Strongly agree","2018","lower secondary degree","","","",""
"7 Strongly agree","2018","secondary school degree","","","",""
"7 Strongly agree","2018","college entrance qualification","","","",""
"7 Strongly agree","2018","Other degree","","","",""
"7 Strongly agree","2018","no degree/no degree yet","","","",""
"1 Strongly disagree","2019","lower secondary degree","","","",""
"1 Strongly disagree","2019","secondary school degree","","","",""
"1 Strongly disagree","2019","college entrance qualification","","","",""
"1 Strongly disagree","2019","Other degree","56","0.588868873242463","0.486065767876445","0.691671978608481"
"1 Strongly disagree","2019","no degree/no degree yet","79","0.645960148632244","0.566459690990548","0.725460606273939"
"2 on scale 1-7 ","2019","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","secondary school degree","","","",""
"2 on scale 1-7 ","2019","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Other degree","","","",""
"2 on scale 1-7 ","2019","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2019","lower secondary degree","","","",""
"3 on scale 1-7 ","2019","secondary school degree","","","",""
"3 on scale 1-7 ","2019","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Other degree","","","",""
"3 on scale 1-7 ","2019","no degree/no degree yet","","","",""
"4 on scale 1-7","2019","lower secondary degree","","","",""
"4 on scale 1-7","2019","secondary school degree","","","",""
"4 on scale 1-7","2019","college entrance qualification","","","",""
"4 on scale 1-7","2019","Other degree","","","",""
"4 on scale 1-7","2019","no degree/no degree yet","","","",""
"5 on scale 1-7","2019","lower secondary degree","","","",""
"5 on scale 1-7","2019","secondary school degree","","","",""
"5 on scale 1-7","2019","college entrance qualification","","","",""
"5 on scale 1-7","2019","Other degree","","","",""
"5 on scale 1-7","2019","no degree/no degree yet","","","",""
"6 on scale 1-7","2019","lower secondary degree","","","",""
"6 on scale 1-7","2019","secondary school degree","","","",""
"6 on scale 1-7","2019","college entrance qualification","","","",""
"6 on scale 1-7","2019","Other degree","","","",""
"6 on scale 1-7","2019","no degree/no degree yet","","","",""
"7 Strongly agree","2019","lower secondary degree","","","",""
"7 Strongly agree","2019","secondary school degree","","","",""
"7 Strongly agree","2019","college entrance qualification","","","",""
"7 Strongly agree","2019","Other degree","","","",""
"7 Strongly agree","2019","no degree/no degree yet","","","",""
