"plh0206i03","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2009","inadequately","Female","","","",""
"4 on scale 1-7","2009","general elemantary","Male","","","",""
"4 on scale 1-7","2009","general elemantary","Female","","","",""
"4 on scale 1-7","2009","middle vocational","Male","","","",""
"4 on scale 1-7","2009","middle vocational","Female","","","",""
"4 on scale 1-7","2009","vocational + Abi","Male","","","",""
"4 on scale 1-7","2009","vocational + Abi","Female","","","",""
"4 on scale 1-7","2009","higher vocational","Male","","","",""
"4 on scale 1-7","2009","higher vocational","Female","","","",""
"4 on scale 1-7","2009","higher education","Male","","","",""
"4 on scale 1-7","2009","higher education","Female","","","",""
"5 on scale 1-7","2009","in school","Male","","","",""
"5 on scale 1-7","2009","in school","Female","","","",""
"5 on scale 1-7","2009","inadequately","Male","","","",""
"5 on scale 1-7","2009","inadequately","Female","","","",""
"5 on scale 1-7","2009","general elemantary","Male","","","",""
"5 on scale 1-7","2009","general elemantary","Female","","","",""
"5 on scale 1-7","2009","middle vocational","Male","","","",""
"5 on scale 1-7","2009","middle vocational","Female","","","",""
"5 on scale 1-7","2009","vocational + Abi","Male","","","",""
"5 on scale 1-7","2009","vocational + Abi","Female","","","",""
"5 on scale 1-7","2009","higher vocational","Male","","","",""
"5 on scale 1-7","2009","higher vocational","Female","","","",""
"5 on scale 1-7","2009","higher education","Male","","","",""
"5 on scale 1-7","2009","higher education","Female","","","",""
"6 on scale 1-7","2009","in school","Male","","","",""
"6 on scale 1-7","2009","in school","Female","","","",""
"6 on scale 1-7","2009","inadequately","Male","","","",""
"6 on scale 1-7","2009","inadequately","Female","","","",""
"6 on scale 1-7","2009","general elemantary","Male","","","",""
"6 on scale 1-7","2009","general elemantary","Female","","","",""
"6 on scale 1-7","2009","middle vocational","Male","","","",""
"6 on scale 1-7","2009","middle vocational","Female","","","",""
"6 on scale 1-7","2009","vocational + Abi","Male","","","",""
"6 on scale 1-7","2009","vocational + Abi","Female","","","",""
"6 on scale 1-7","2009","higher vocational","Male","","","",""
"6 on scale 1-7","2009","higher vocational","Female","","","",""
"6 on scale 1-7","2009","higher education","Male","","","",""
"6 on scale 1-7","2009","higher education","Female","","","",""
"7 Strongly agree","2009","in school","Male","","","",""
"7 Strongly agree","2009","in school","Female","","","",""
"7 Strongly agree","2009","inadequately","Male","","","",""
"7 Strongly agree","2009","inadequately","Female","","","",""
"7 Strongly agree","2009","general elemantary","Male","","","",""
"7 Strongly agree","2009","general elemantary","Female","","","",""
"7 Strongly agree","2009","middle vocational","Male","","","",""
"7 Strongly agree","2009","middle vocational","Female","","","",""
"7 Strongly agree","2009","vocational + Abi","Male","","","",""
"7 Strongly agree","2009","vocational + Abi","Female","","","",""
"7 Strongly agree","2009","higher vocational","Male","","","",""
"7 Strongly agree","2009","higher vocational","Female","","","",""
"7 Strongly agree","2009","higher education","Male","","","",""
"7 Strongly agree","2009","higher education","Female","","","",""
"1 Strongly disagree","2010","in school","Male","27","","",""
"1 Strongly disagree","2010","in school","Female","31","0.314042243870448","0.229213723420094","0.398870764320802"
"1 Strongly disagree","2010","inadequately","Male","14","","",""
"1 Strongly disagree","2010","inadequately","Female","21","","",""
"1 Strongly disagree","2010","general elemantary","Male","75","0.150070407860353","0.118576712429873","0.181564103290832"
"1 Strongly disagree","2010","general elemantary","Female","326","0.304061672502027","0.277169174008395","0.330954170995658"
"1 Strongly disagree","2010","middle vocational","Male","724","0.193806945549447","0.181407639459063","0.206206251639831"
"1 Strongly disagree","2010","middle vocational","Female","1221","0.276400180706311","0.263173973827231","0.289626387585392"
"1 Strongly disagree","2010","vocational + Abi","Male","61","0.196507171719247","0.155686739009479","0.237327604429015"
"1 Strongly disagree","2010","vocational + Abi","Female","156","0.29134162980651","0.254298821426615","0.328384438186405"
"1 Strongly disagree","2010","higher vocational","Male","118","0.183106010283783","0.155240539715005","0.21097148085256"
"1 Strongly disagree","2010","higher vocational","Female","162","0.307900428280022","0.268031559512158","0.347769297047885"
"1 Strongly disagree","2010","higher education","Male","394","0.184258322995034","0.167520499726833","0.200996146263235"
"1 Strongly disagree","2010","higher education","Female","517","0.305894587438246","0.284403848270702","0.32738532660579"
"2 on scale 1-7 ","2010","in school","Male","31","0.212538104905218","0.147924956061366","0.277151253749071"
"2 on scale 1-7 ","2010","in school","Female","34","0.280435013322333","0.198333662963073","0.362536363681594"
"2 on scale 1-7 ","2010","inadequately","Male","9","","",""
"2 on scale 1-7 ","2010","inadequately","Female","25","","",""
"2 on scale 1-7 ","2010","general elemantary","Male","98","0.153215961581314","0.121452856329448","0.18497906683318"
"2 on scale 1-7 ","2010","general elemantary","Female","257","0.217963714066227","0.193827425613638","0.242100002518816"
"2 on scale 1-7 ","2010","middle vocational","Male","817","0.206468359703375","0.193771332084977","0.219165387321773"
"2 on scale 1-7 ","2010","middle vocational","Female","1087","0.227916376538933","0.215510231287379","0.240322521790488"
"2 on scale 1-7 ","2010","vocational + Abi","Male","93","0.234325803278799","0.190811757707854","0.277839848849744"
"2 on scale 1-7 ","2010","vocational + Abi","Female","161","0.261586640774288","0.225757060154368","0.297416221394207"
"2 on scale 1-7 ","2010","higher vocational","Male","193","0.243317729699561","0.212402257229864","0.274233202169259"
"2 on scale 1-7 ","2010","higher vocational","Female","144","0.252059507332348","0.214559656423492","0.289559358241203"
"2 on scale 1-7 ","2010","higher education","Male","594","0.266295940250598","0.247212712696877","0.285379167804319"
"2 on scale 1-7 ","2010","higher education","Female","531","0.292261446049736","0.271049772582294","0.313473119517179"
"3 on scale 1-7 ","2010","in school","Male","42","0.257104587629582","0.188079577057026","0.326129598202137"
"3 on scale 1-7 ","2010","in school","Female","26","","",""
"3 on scale 1-7 ","2010","inadequately","Male","6","","",""
"3 on scale 1-7 ","2010","inadequately","Female","5","","",""
"3 on scale 1-7 ","2010","general elemantary","Male","90","0.17269087060285","0.139359496775911","0.206022244429789"
"3 on scale 1-7 ","2010","general elemantary","Female","196","0.172489436742399","0.15040262850446","0.194576244980339"
"3 on scale 1-7 ","2010","middle vocational","Male","754","0.189831736705378","0.177530034480117","0.202133438930639"
"3 on scale 1-7 ","2010","middle vocational","Female","844","0.195470722077324","0.18374259371554","0.207198850439108"
"3 on scale 1-7 ","2010","vocational + Abi","Male","84","0.201796636184298","0.160566844803766","0.24302642756483"
"3 on scale 1-7 ","2010","vocational + Abi","Female","106","0.183985007474472","0.15239683808502","0.215573176863924"
"3 on scale 1-7 ","2010","higher vocational","Male","169","0.23859567259684","0.20788628309261","0.26930506210107"
"3 on scale 1-7 ","2010","higher vocational","Female","89","0.187749598414525","0.154022502146854","0.221476694682196"
"3 on scale 1-7 ","2010","higher education","Male","442","0.227257496372172","0.209165536975378","0.245349455768966"
"3 on scale 1-7 ","2010","higher education","Female","330","0.197950893480142","0.179367203395008","0.216534583565277"
"4 on scale 1-7","2010","in school","Male","24","","",""
"4 on scale 1-7","2010","in school","Female","16","","",""
"4 on scale 1-7","2010","inadequately","Male","13","","",""
"4 on scale 1-7","2010","inadequately","Female","12","","",""
"4 on scale 1-7","2010","general elemantary","Male","101","0.223128756814468","0.186414316479179","0.259843197149756"
"4 on scale 1-7","2010","general elemantary","Female","161","0.150599306272445","0.129690332072237","0.171508280472653"
"4 on scale 1-7","2010","middle vocational","Male","757","0.199215261165628","0.186686377318122","0.211744145013134"
"4 on scale 1-7","2010","middle vocational","Female","650","0.154060804589231","0.143384214228157","0.164737394950304"
"4 on scale 1-7","2010","vocational + Abi","Male","72","0.228453106610226","0.185323341121673","0.271582872098778"
"4 on scale 1-7","2010","vocational + Abi","Female","87","0.126161586265799","0.0990931412163368","0.15323003131526"
"4 on scale 1-7","2010","higher vocational","Male","136","0.153900902078884","0.127901495840677","0.179900308317091"
"4 on scale 1-7","2010","higher vocational","Female","65","0.131019587326739","0.101877706103935","0.160161468549543"
"4 on scale 1-7","2010","higher education","Male","339","0.171909548775084","0.155620415234536","0.188198682315631"
"4 on scale 1-7","2010","higher education","Female","236","0.127259844331059","0.111716627175698","0.142803061486421"
"5 on scale 1-7","2010","in school","Male","17","","",""
"5 on scale 1-7","2010","in school","Female","2","","",""
"5 on scale 1-7","2010","inadequately","Male","8","","",""
"5 on scale 1-7","2010","inadequately","Female","8","","",""
"5 on scale 1-7","2010","general elemantary","Male","63","0.148185961131872","0.116855950377864","0.179515971885879"
"5 on scale 1-7","2010","general elemantary","Female","94","0.0836342840976447","0.0674500734085807","0.0998184947867086"
"5 on scale 1-7","2010","middle vocational","Male","454","0.110952741345251","0.101100736231677","0.120804746458825"
"5 on scale 1-7","2010","middle vocational","Female","351","0.0871716001954553","0.078829046585769","0.0955141538051417"
"5 on scale 1-7","2010","vocational + Abi","Male","25","","",""
"5 on scale 1-7","2010","vocational + Abi","Female","43","0.082519956378","0.0600882671291235","0.104951645626876"
"5 on scale 1-7","2010","higher vocational","Male","69","0.0850033447268062","0.0649096411244588","0.105097048329154"
"5 on scale 1-7","2010","higher vocational","Female","30","0.048717938576143","0.0301251906267547","0.0673106865255312"
"5 on scale 1-7","2010","higher education","Male","186","0.0998612149187072","0.0869174011656379","0.112805028671777"
"5 on scale 1-7","2010","higher education","Female","105","0.0526905997152993","0.0422706592964372","0.0631105401341614"
"6 on scale 1-7","2010","in school","Male","6","","",""
"6 on scale 1-7","2010","in school","Female","3","","",""
"6 on scale 1-7","2010","inadequately","Male","3","","",""
"6 on scale 1-7","2010","inadequately","Female","2","","",""
"6 on scale 1-7","2010","general elemantary","Male","30","0.0867727593956317","0.0619491030963559","0.111596415694907"
"6 on scale 1-7","2010","general elemantary","Female","38","0.0283659047540543","0.0186604781737023","0.0380713313344063"
"6 on scale 1-7","2010","middle vocational","Male","211","0.0494473119597112","0.0426466274578914","0.0562479964615309"
"6 on scale 1-7","2010","middle vocational","Female","132","0.0293306098915859","0.0243404651888579","0.0343207545943139"
"6 on scale 1-7","2010","vocational + Abi","Male","16","","",""
"6 on scale 1-7","2010","vocational + Abi","Female","16","","",""
"6 on scale 1-7","2010","higher vocational","Male","29","","",""
"6 on scale 1-7","2010","higher vocational","Female","20","","",""
"6 on scale 1-7","2010","higher education","Male","65","0.0272398466794109","0.0202121289306855","0.0342675644281364"
"6 on scale 1-7","2010","higher education","Female","37","0.017271722279187","0.0111954490979947","0.0233479954603793"
"7 Strongly agree","2010","in school","Male","7","","",""
"7 Strongly agree","2010","in school","Female","3","","",""
"7 Strongly agree","2010","inadequately","Male","3","","",""
"7 Strongly agree","2010","inadequately","Female","6","","",""
"7 Strongly agree","2010","general elemantary","Male","37","0.0659352826135123","0.0440510140188797","0.087819551208145"
"7 Strongly agree","2010","general elemantary","Female","52","0.042885681565203","0.0310415560700273","0.0547298070603788"
"7 Strongly agree","2010","middle vocational","Male","187","0.0502776435712091","0.0434230931618513","0.0571321939805669"
"7 Strongly agree","2010","middle vocational","Female","107","0.0296497060011593","0.0246333148640166","0.034666097138302"
"7 Strongly agree","2010","vocational + Abi","Male","13","","",""
"7 Strongly agree","2010","vocational + Abi","Female","9","","",""
"7 Strongly agree","2010","higher vocational","Male","26","","",""
"7 Strongly agree","2010","higher vocational","Female","5","","",""
"7 Strongly agree","2010","higher education","Male","41","0.0231776300089944","0.0166815493844834","0.0296737106335053"
"7 Strongly agree","2010","higher education","Female","10","","",""
"1 Strongly disagree","2011","in school","Male","","","",""
"1 Strongly disagree","2011","in school","Female","","","",""
"1 Strongly disagree","2011","inadequately","Male","","","",""
"1 Strongly disagree","2011","inadequately","Female","","","",""
"1 Strongly disagree","2011","general elemantary","Male","","","",""
"1 Strongly disagree","2011","general elemantary","Female","","","",""
"1 Strongly disagree","2011","middle vocational","Male","","","",""
"1 Strongly disagree","2011","middle vocational","Female","","","",""
"1 Strongly disagree","2011","vocational + Abi","Male","","","",""
"1 Strongly disagree","2011","vocational + Abi","Female","","","",""
"1 Strongly disagree","2011","higher vocational","Male","","","",""
"1 Strongly disagree","2011","higher vocational","Female","","","",""
"1 Strongly disagree","2011","higher education","Male","","","",""
"1 Strongly disagree","2011","higher education","Female","","","",""
"2 on scale 1-7 ","2011","in school","Male","","","",""
"2 on scale 1-7 ","2011","in school","Female","","","",""
"2 on scale 1-7 ","2011","inadequately","Male","","","",""
"2 on scale 1-7 ","2011","inadequately","Female","","","",""
"2 on scale 1-7 ","2011","general elemantary","Male","","","",""
"2 on scale 1-7 ","2011","general elemantary","Female","","","",""
"2 on scale 1-7 ","2011","middle vocational","Male","","","",""
"2 on scale 1-7 ","2011","middle vocational","Female","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2011","higher vocational","Male","","","",""
"2 on scale 1-7 ","2011","higher vocational","Female","","","",""
"2 on scale 1-7 ","2011","higher education","Male","","","",""
"2 on scale 1-7 ","2011","higher education","Female","","","",""
"3 on scale 1-7 ","2011","in school","Male","","","",""
"3 on scale 1-7 ","2011","in school","Female","","","",""
"3 on scale 1-7 ","2011","inadequately","Male","","","",""
"3 on scale 1-7 ","2011","inadequately","Female","","","",""
"3 on scale 1-7 ","2011","general elemantary","Male","","","",""
"3 on scale 1-7 ","2011","general elemantary","Female","","","",""
"3 on scale 1-7 ","2011","middle vocational","Male","","","",""
"3 on scale 1-7 ","2011","middle vocational","Female","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2011","higher vocational","Male","","","",""
"3 on scale 1-7 ","2011","higher vocational","Female","","","",""
"3 on scale 1-7 ","2011","higher education","Male","","","",""
"3 on scale 1-7 ","2011","higher education","Female","","","",""
"4 on scale 1-7","2011","in school","Male","","","",""
"4 on scale 1-7","2011","in school","Female","","","",""
"4 on scale 1-7","2011","inadequately","Male","","","",""
"4 on scale 1-7","2011","inadequately","Female","","","",""
"4 on scale 1-7","2011","general elemantary","Male","","","",""
"4 on scale 1-7","2011","general elemantary","Female","","","",""
"4 on scale 1-7","2011","middle vocational","Male","","","",""
"4 on scale 1-7","2011","middle vocational","Female","","","",""
"4 on scale 1-7","2011","vocational + Abi","Male","","","",""
"4 on scale 1-7","2011","vocational + Abi","Female","","","",""
"4 on scale 1-7","2011","higher vocational","Male","","","",""
"4 on scale 1-7","2011","higher vocational","Female","","","",""
"4 on scale 1-7","2011","higher education","Male","","","",""
"4 on scale 1-7","2011","higher education","Female","","","",""
"5 on scale 1-7","2011","in school","Male","","","",""
"5 on scale 1-7","2011","in school","Female","","","",""
"5 on scale 1-7","2011","inadequately","Male","","","",""
"5 on scale 1-7","2011","inadequately","Female","","","",""
"5 on scale 1-7","2011","general elemantary","Male","","","",""
"5 on scale 1-7","2011","general elemantary","Female","","","",""
"5 on scale 1-7","2011","middle vocational","Male","","","",""
"5 on scale 1-7","2011","middle vocational","Female","","","",""
"5 on scale 1-7","2011","vocational + Abi","Male","","","",""
"5 on scale 1-7","2011","vocational + Abi","Female","","","",""
"5 on scale 1-7","2011","higher vocational","Male","","","",""
"5 on scale 1-7","2011","higher vocational","Female","","","",""
"5 on scale 1-7","2011","higher education","Male","","","",""
"5 on scale 1-7","2011","higher education","Female","","","",""
"6 on scale 1-7","2011","in school","Male","","","",""
"6 on scale 1-7","2011","in school","Female","","","",""
"6 on scale 1-7","2011","inadequately","Male","","","",""
"6 on scale 1-7","2011","inadequately","Female","","","",""
"6 on scale 1-7","2011","general elemantary","Male","","","",""
"6 on scale 1-7","2011","general elemantary","Female","","","",""
"6 on scale 1-7","2011","middle vocational","Male","","","",""
"6 on scale 1-7","2011","middle vocational","Female","","","",""
"6 on scale 1-7","2011","vocational + Abi","Male","","","",""
"6 on scale 1-7","2011","vocational + Abi","Female","","","",""
"6 on scale 1-7","2011","higher vocational","Male","","","",""
"6 on scale 1-7","2011","higher vocational","Female","","","",""
"6 on scale 1-7","2011","higher education","Male","","","",""
"6 on scale 1-7","2011","higher education","Female","","","",""
"7 Strongly agree","2011","in school","Male","","","",""
"7 Strongly agree","2011","in school","Female","","","",""
"7 Strongly agree","2011","inadequately","Male","","","",""
"7 Strongly agree","2011","inadequately","Female","","","",""
"7 Strongly agree","2011","general elemantary","Male","","","",""
"7 Strongly agree","2011","general elemantary","Female","","","",""
"7 Strongly agree","2011","middle vocational","Male","","","",""
"7 Strongly agree","2011","middle vocational","Female","","","",""
"7 Strongly agree","2011","vocational + Abi","Male","","","",""
"7 Strongly agree","2011","vocational + Abi","Female","","","",""
"7 Strongly agree","2011","higher vocational","Male","","","",""
"7 Strongly agree","2011","higher vocational","Female","","","",""
"7 Strongly agree","2011","higher education","Male","","","",""
"7 Strongly agree","2011","higher education","Female","","","",""
"1 Strongly disagree","2012","in school","Male","","","",""
"1 Strongly disagree","2012","in school","Female","","","",""
"1 Strongly disagree","2012","inadequately","Male","","","",""
"1 Strongly disagree","2012","inadequately","Female","","","",""
"1 Strongly disagree","2012","general elemantary","Male","","","",""
"1 Strongly disagree","2012","general elemantary","Female","","","",""
"1 Strongly disagree","2012","middle vocational","Male","","","",""
"1 Strongly disagree","2012","middle vocational","Female","","","",""
"1 Strongly disagree","2012","vocational + Abi","Male","","","",""
"1 Strongly disagree","2012","vocational + Abi","Female","","","",""
"1 Strongly disagree","2012","higher vocational","Male","","","",""
"1 Strongly disagree","2012","higher vocational","Female","","","",""
"1 Strongly disagree","2012","higher education","Male","","","",""
"1 Strongly disagree","2012","higher education","Female","","","",""
"2 on scale 1-7 ","2012","in school","Male","","","",""
"2 on scale 1-7 ","2012","in school","Female","","","",""
"2 on scale 1-7 ","2012","inadequately","Male","","","",""
"2 on scale 1-7 ","2012","inadequately","Female","","","",""
"2 on scale 1-7 ","2012","general elemantary","Male","","","",""
"2 on scale 1-7 ","2012","general elemantary","Female","","","",""
"2 on scale 1-7 ","2012","middle vocational","Male","","","",""
"2 on scale 1-7 ","2012","middle vocational","Female","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2012","higher vocational","Male","","","",""
"2 on scale 1-7 ","2012","higher vocational","Female","","","",""
"2 on scale 1-7 ","2012","higher education","Male","","","",""
"2 on scale 1-7 ","2012","higher education","Female","","","",""
"3 on scale 1-7 ","2012","in school","Male","","","",""
"3 on scale 1-7 ","2012","in school","Female","","","",""
"3 on scale 1-7 ","2012","inadequately","Male","","","",""
"3 on scale 1-7 ","2012","inadequately","Female","","","",""
"3 on scale 1-7 ","2012","general elemantary","Male","","","",""
"3 on scale 1-7 ","2012","general elemantary","Female","","","",""
"3 on scale 1-7 ","2012","middle vocational","Male","","","",""
"3 on scale 1-7 ","2012","middle vocational","Female","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2012","higher vocational","Male","","","",""
"3 on scale 1-7 ","2012","higher vocational","Female","","","",""
"3 on scale 1-7 ","2012","higher education","Male","","","",""
"3 on scale 1-7 ","2012","higher education","Female","","","",""
"4 on scale 1-7","2012","in school","Male","","","",""
"4 on scale 1-7","2012","in school","Female","","","",""
"4 on scale 1-7","2012","inadequately","Male","","","",""
"4 on scale 1-7","2012","inadequately","Female","","","",""
"4 on scale 1-7","2012","general elemantary","Male","","","",""
"4 on scale 1-7","2012","general elemantary","Female","","","",""
"4 on scale 1-7","2012","middle vocational","Male","","","",""
"4 on scale 1-7","2012","middle vocational","Female","","","",""
"4 on scale 1-7","2012","vocational + Abi","Male","","","",""
"4 on scale 1-7","2012","vocational + Abi","Female","","","",""
"4 on scale 1-7","2012","higher vocational","Male","","","",""
"4 on scale 1-7","2012","higher vocational","Female","","","",""
"4 on scale 1-7","2012","higher education","Male","","","",""
"4 on scale 1-7","2012","higher education","Female","","","",""
"5 on scale 1-7","2012","in school","Male","","","",""
"5 on scale 1-7","2012","in school","Female","","","",""
"5 on scale 1-7","2012","inadequately","Male","","","",""
"5 on scale 1-7","2012","inadequately","Female","","","",""
"5 on scale 1-7","2012","general elemantary","Male","","","",""
"5 on scale 1-7","2012","general elemantary","Female","","","",""
"5 on scale 1-7","2012","middle vocational","Male","","","",""
"5 on scale 1-7","2012","middle vocational","Female","","","",""
"5 on scale 1-7","2012","vocational + Abi","Male","","","",""
"5 on scale 1-7","2012","vocational + Abi","Female","","","",""
"5 on scale 1-7","2012","higher vocational","Male","","","",""
"5 on scale 1-7","2012","higher vocational","Female","","","",""
"5 on scale 1-7","2012","higher education","Male","","","",""
"5 on scale 1-7","2012","higher education","Female","","","",""
"6 on scale 1-7","2012","in school","Male","","","",""
"6 on scale 1-7","2012","in school","Female","","","",""
"6 on scale 1-7","2012","inadequately","Male","","","",""
"6 on scale 1-7","2012","inadequately","Female","","","",""
"6 on scale 1-7","2012","general elemantary","Male","","","",""
"6 on scale 1-7","2012","general elemantary","Female","","","",""
"6 on scale 1-7","2012","middle vocational","Male","","","",""
"6 on scale 1-7","2012","middle vocational","Female","","","",""
"6 on scale 1-7","2012","vocational + Abi","Male","","","",""
"6 on scale 1-7","2012","vocational + Abi","Female","","","",""
"6 on scale 1-7","2012","higher vocational","Male","","","",""
"6 on scale 1-7","2012","higher vocational","Female","","","",""
"6 on scale 1-7","2012","higher education","Male","","","",""
"6 on scale 1-7","2012","higher education","Female","","","",""
"7 Strongly agree","2012","in school","Male","","","",""
"7 Strongly agree","2012","in school","Female","","","",""
"7 Strongly agree","2012","inadequately","Male","","","",""
"7 Strongly agree","2012","inadequately","Female","","","",""
"7 Strongly agree","2012","general elemantary","Male","","","",""
"7 Strongly agree","2012","general elemantary","Female","","","",""
"7 Strongly agree","2012","middle vocational","Male","","","",""
"7 Strongly agree","2012","middle vocational","Female","","","",""
"7 Strongly agree","2012","vocational + Abi","Male","","","",""
"7 Strongly agree","2012","vocational + Abi","Female","","","",""
"7 Strongly agree","2012","higher vocational","Male","","","",""
"7 Strongly agree","2012","higher vocational","Female","","","",""
"7 Strongly agree","2012","higher education","Male","","","",""
"7 Strongly agree","2012","higher education","Female","","","",""
"1 Strongly disagree","2013","in school","Male","","","",""
"1 Strongly disagree","2013","in school","Female","","","",""
"1 Strongly disagree","2013","inadequately","Male","","","",""
"1 Strongly disagree","2013","inadequately","Female","","","",""
"1 Strongly disagree","2013","general elemantary","Male","","","",""
"1 Strongly disagree","2013","general elemantary","Female","","","",""
"1 Strongly disagree","2013","middle vocational","Male","","","",""
"1 Strongly disagree","2013","middle vocational","Female","","","",""
"1 Strongly disagree","2013","vocational + Abi","Male","","","",""
"1 Strongly disagree","2013","vocational + Abi","Female","","","",""
"1 Strongly disagree","2013","higher vocational","Male","","","",""
"1 Strongly disagree","2013","higher vocational","Female","","","",""
"1 Strongly disagree","2013","higher education","Male","","","",""
"1 Strongly disagree","2013","higher education","Female","","","",""
"2 on scale 1-7 ","2013","in school","Male","","","",""
"2 on scale 1-7 ","2013","in school","Female","","","",""
"2 on scale 1-7 ","2013","inadequately","Male","","","",""
"2 on scale 1-7 ","2013","inadequately","Female","","","",""
"2 on scale 1-7 ","2013","general elemantary","Male","","","",""
"2 on scale 1-7 ","2013","general elemantary","Female","","","",""
"2 on scale 1-7 ","2013","middle vocational","Male","","","",""
"2 on scale 1-7 ","2013","middle vocational","Female","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2013","higher vocational","Male","","","",""
"2 on scale 1-7 ","2013","higher vocational","Female","","","",""
"2 on scale 1-7 ","2013","higher education","Male","","","",""
"2 on scale 1-7 ","2013","higher education","Female","","","",""
"3 on scale 1-7 ","2013","in school","Male","","","",""
"3 on scale 1-7 ","2013","in school","Female","","","",""
"3 on scale 1-7 ","2013","inadequately","Male","","","",""
"3 on scale 1-7 ","2013","inadequately","Female","","","",""
"3 on scale 1-7 ","2013","general elemantary","Male","","","",""
"3 on scale 1-7 ","2013","general elemantary","Female","","","",""
"3 on scale 1-7 ","2013","middle vocational","Male","","","",""
"3 on scale 1-7 ","2013","middle vocational","Female","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2013","higher vocational","Male","","","",""
"3 on scale 1-7 ","2013","higher vocational","Female","","","",""
"3 on scale 1-7 ","2013","higher education","Male","","","",""
"3 on scale 1-7 ","2013","higher education","Female","","","",""
"4 on scale 1-7","2013","in school","Male","","","",""
"4 on scale 1-7","2013","in school","Female","","","",""
"4 on scale 1-7","2013","inadequately","Male","","","",""
"4 on scale 1-7","2013","inadequately","Female","","","",""
"4 on scale 1-7","2013","general elemantary","Male","","","",""
"4 on scale 1-7","2013","general elemantary","Female","","","",""
"4 on scale 1-7","2013","middle vocational","Male","","","",""
"4 on scale 1-7","2013","middle vocational","Female","","","",""
"4 on scale 1-7","2013","vocational + Abi","Male","","","",""
"4 on scale 1-7","2013","vocational + Abi","Female","","","",""
"4 on scale 1-7","2013","higher vocational","Male","","","",""
"4 on scale 1-7","2013","higher vocational","Female","","","",""
"4 on scale 1-7","2013","higher education","Male","","","",""
"4 on scale 1-7","2013","higher education","Female","","","",""
"5 on scale 1-7","2013","in school","Male","","","",""
"5 on scale 1-7","2013","in school","Female","","","",""
"5 on scale 1-7","2013","inadequately","Male","","","",""
"5 on scale 1-7","2013","inadequately","Female","","","",""
"5 on scale 1-7","2013","general elemantary","Male","","","",""
"5 on scale 1-7","2013","general elemantary","Female","","","",""
"5 on scale 1-7","2013","middle vocational","Male","","","",""
"5 on scale 1-7","2013","middle vocational","Female","","","",""
"5 on scale 1-7","2013","vocational + Abi","Male","","","",""
"5 on scale 1-7","2013","vocational + Abi","Female","","","",""
"5 on scale 1-7","2013","higher vocational","Male","","","",""
"5 on scale 1-7","2013","higher vocational","Female","","","",""
"5 on scale 1-7","2013","higher education","Male","","","",""
"5 on scale 1-7","2013","higher education","Female","","","",""
"6 on scale 1-7","2013","in school","Male","","","",""
"6 on scale 1-7","2013","in school","Female","","","",""
"6 on scale 1-7","2013","inadequately","Male","","","",""
"6 on scale 1-7","2013","inadequately","Female","","","",""
"6 on scale 1-7","2013","general elemantary","Male","","","",""
"6 on scale 1-7","2013","general elemantary","Female","","","",""
"6 on scale 1-7","2013","middle vocational","Male","","","",""
"6 on scale 1-7","2013","middle vocational","Female","","","",""
"6 on scale 1-7","2013","vocational + Abi","Male","","","",""
"6 on scale 1-7","2013","vocational + Abi","Female","","","",""
"6 on scale 1-7","2013","higher vocational","Male","","","",""
"6 on scale 1-7","2013","higher vocational","Female","","","",""
"6 on scale 1-7","2013","higher education","Male","","","",""
"6 on scale 1-7","2013","higher education","Female","","","",""
"7 Strongly agree","2013","in school","Male","","","",""
"7 Strongly agree","2013","in school","Female","","","",""
"7 Strongly agree","2013","inadequately","Male","","","",""
"7 Strongly agree","2013","inadequately","Female","","","",""
"7 Strongly agree","2013","general elemantary","Male","","","",""
"7 Strongly agree","2013","general elemantary","Female","","","",""
"7 Strongly agree","2013","middle vocational","Male","","","",""
"7 Strongly agree","2013","middle vocational","Female","","","",""
"7 Strongly agree","2013","vocational + Abi","Male","","","",""
"7 Strongly agree","2013","vocational + Abi","Female","","","",""
"7 Strongly agree","2013","higher vocational","Male","","","",""
"7 Strongly agree","2013","higher vocational","Female","","","",""
"7 Strongly agree","2013","higher education","Male","","","",""
"7 Strongly agree","2013","higher education","Female","","","",""
"1 Strongly disagree","2014","in school","Male","","","",""
"1 Strongly disagree","2014","in school","Female","","","",""
"1 Strongly disagree","2014","inadequately","Male","","","",""
"1 Strongly disagree","2014","inadequately","Female","","","",""
