"plh0206i03","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2013","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2013","1-pers.-HH","","","","","6"
"7 Strongly agree","2013","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2013","1-pers.-HH","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2013","Single parent ","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2014","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2014","Single parent ","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2014","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2014","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2014","Single parent ","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2014","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2014","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2014","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2014","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2014","Single parent ","","","","","3"
"3 on scale 1-7 ","2014","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2014","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2014","1-pers.-HH","","","","","3"
"4 on scale 1-7","2014","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2014","Single parent ","","","","","4"
"4 on scale 1-7","2014","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2014","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2014","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2014","1-pers.-HH","","","","","4"
"5 on scale 1-7","2014","Single parent ","","","","","5"
"5 on scale 1-7","2014","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2014","1-pers.-HH","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2014","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2014","Couple + C. GT 16 ","","","","","5"
"6 on scale 1-7","2014","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2014","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2014","1-pers.-HH","","","","","6"
"6 on scale 1-7","2014","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2014","Single parent ","","","","","6"
"6 on scale 1-7","2014","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2014","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2014","1-pers.-HH","","","","","7"
"7 Strongly agree","2014","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2014","Single parent ","","","","","7"
"7 Strongly agree","2014","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2014","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2015","(Married) couple without C. ","2547","0.29445906242136","0.284417617676128","0.304500507166592","1"
"1 Strongly disagree","2015","Single parent ","877","0.354832936093149","0.335634717692036","0.374031154494263","1"
"1 Strongly disagree","2015","Couple + C. LE 16 ","2259","0.311582959060158","0.300494823314914","0.322671094805402","1"
"1 Strongly disagree","2015","Couple + C. GT 16 ","863","0.269509586051274","0.253492676595183","0.285526495507364","1"
"1 Strongly disagree","2015","Couple + C. LE and GT 16","728","0.305435129479268","0.286292720117445","0.324577538841091","1"
"1 Strongly disagree","2015","1-pers.-HH","1370","0.346349789744733","0.331061868993431","0.361637710496035","1"
"2 on scale 1-7 ","2015","Couple + C. LE and GT 16","649","0.27414774749503","0.255608284306535","0.292687210683525","2"
"2 on scale 1-7 ","2015","Couple + C. GT 16 ","813","0.283540324654296","0.267270321260084","0.299810328048509","2"
"2 on scale 1-7 ","2015","Single parent ","702","0.281484709766597","0.263439651733736","0.299529767799459","2"
"2 on scale 1-7 ","2015","Couple + C. LE 16 ","1920","0.30428915737026","0.293273675399633","0.315304639340886","2"
"2 on scale 1-7 ","2015","(Married) couple without C. ","2233","0.287066774784351","0.277100369957956","0.297033179610746","2"
"2 on scale 1-7 ","2015","1-pers.-HH","1029","0.283777628887556","0.26929220278767","0.298263054987441","2"
"3 on scale 1-7 ","2015","Couple + C. LE and GT 16","340","0.17415839940889","0.158396763544142","0.189920035273639","3"
"3 on scale 1-7 ","2015","Single parent ","324","0.136743328434394","0.122957403276401","0.150529253592386","3"
"3 on scale 1-7 ","2015","Couple + C. GT 16 ","499","0.182959386817838","0.169002661800608","0.196916111835069","3"
"3 on scale 1-7 ","2015","(Married) couple without C. ","1296","0.174252479496727","0.165895761365454","0.182609197628001","3"
"3 on scale 1-7 ","2015","Couple + C. LE 16 ","1002","0.158960086887763","0.150206254469909","0.167713919305618","3"
"3 on scale 1-7 ","2015","1-pers.-HH","524","0.148567831442157","0.137140214469468","0.159995448414847","3"
"4 on scale 1-7","2015","Couple + C. LE and GT 16","241","0.120822719704516","0.107277276129039","0.134368163279994","4"
"4 on scale 1-7","2015","Single parent ","256","0.120226239762191","0.107176615542038","0.133275863982344","4"
"4 on scale 1-7","2015","Couple + C. GT 16 ","391","0.140740287980244","0.128187049081901","0.153293526878588","4"
"4 on scale 1-7","2015","(Married) couple without C. ","948","0.12072698072988","0.113549258053444","0.127904703406316","4"
"4 on scale 1-7","2015","Couple + C. LE 16 ","792","0.123850705171151","0.115964207507673","0.131737202834629","4"
"4 on scale 1-7","2015","1-pers.-HH","419","0.11254266251252","0.102388348464093","0.122696976560947","4"
"5 on scale 1-7","2015","Single parent ","115","0.0476970704297238","0.0391454919793956","0.056248648880052","5"
"5 on scale 1-7","2015","(Married) couple without C. ","474","0.0669122775521661","0.0614075380078882","0.072417017096444","5"
"5 on scale 1-7","2015","1-pers.-HH","189","0.0551322512246692","0.0477988299866125","0.0624656724627259","5"
"5 on scale 1-7","2015","Couple + C. LE and GT 16","141","0.0693239692982851","0.0587674274261858","0.0798805111703843","5"
"5 on scale 1-7","2015","Couple + C. GT 16 ","199","0.0648560913001418","0.0559661485994256","0.0737460340008579","5"
"5 on scale 1-7","2015","Couple + C. LE 16 ","377","0.0543206286398061","0.0488943732436923","0.0597468840359198","5"
"6 on scale 1-7","2015","Couple + C. GT 16 ","105","0.0349401102140812","0.0283114826331036","0.0415687377950588","6"
"6 on scale 1-7","2015","Couple + C. LE and GT 16","63","0.0259873487070105","0.0193751790926132","0.0325995183214078","6"
"6 on scale 1-7","2015","(Married) couple without C. ","225","0.0300985431454176","0.026334460288551","0.0338626260022842","6"
"6 on scale 1-7","2015","Couple + C. LE 16 ","176","0.0252400675877543","0.0214848079394264","0.0289953272360822","6"
"6 on scale 1-7","2015","Single parent ","59","0.0368398358216906","0.0292815907347135","0.0443980809086678","6"
"6 on scale 1-7","2015","1-pers.-HH","109","0.0336364584147828","0.0278435901051633","0.0394293267244023","6"
"7 Strongly agree","2015","Couple + C. LE and GT 16","62","0.0301246859069999","0.023020735580042","0.0372286362339577","7"
"7 Strongly agree","2015","1-pers.-HH","81","0.0199933777735818","0.0154958293575865","0.0244909261895771","7"
"7 Strongly agree","2015","(Married) couple without C. ","192","0.0264838818700977","0.0229464749128818","0.0300212888273137","7"
"7 Strongly agree","2015","Single parent ","53","0.0221758796922536","0.0162672921735378","0.0280844672109694","7"
"7 Strongly agree","2015","Couple + C. LE 16 ","176","0.0217563952831078","0.0182636826235505","0.0252491079426651","7"
"7 Strongly agree","2015","Couple + C. GT 16 ","78","0.0234542129821241","0.0179910885922729","0.0289173373719753","7"
"1 Strongly disagree","2016","Couple + C. GT 16 ","62","0.660911345848652","0.555853371522652","0.765969320174652","1"
"1 Strongly disagree","2016","(Married) couple without C. ","126","0.512592027786798","0.437232706807684","0.587951348765913","1"
"1 Strongly disagree","2016","Single parent ","263","0.622170946592024","0.570935395910248","0.673406497273799","1"
"1 Strongly disagree","2016","Couple + C. LE 16 ","1491","0.635473833250417","0.613536045719218","0.657411620781616","1"
"1 Strongly disagree","2016","Couple + C. LE and GT 16","324","0.670784660360797","0.625297612127995","0.716271708593598","1"
"1 Strongly disagree","2016","1-pers.-HH","687","0.731564831956145","0.703099295899558","0.760030368012733","1"
"2 on scale 1-7 ","2016","Couple + C. LE and GT 16","30","0.0563068739227609","0.0339941667042343","0.0786195811412874","2"
"2 on scale 1-7 ","2016","Couple + C. GT 16 ","9","","","","2"
"2 on scale 1-7 ","2016","Single parent ","28","","","","2"
"2 on scale 1-7 ","2016","Couple + C. LE 16 ","151","0.126109387577099","0.110977891109798","0.141240884044399","2"
"2 on scale 1-7 ","2016","(Married) couple without C. ","14","","","","2"
"2 on scale 1-7 ","2016","1-pers.-HH","106","0.120802187297115","0.0998681039493147","0.141736270644915","2"
"3 on scale 1-7 ","2016","Couple + C. LE and GT 16","17","","","","3"
"3 on scale 1-7 ","2016","Couple + C. GT 16 ","3","","","","3"
"3 on scale 1-7 ","2016","Single parent ","10","","","","3"
"3 on scale 1-7 ","2016","Couple + C. LE 16 ","46","0.0959196853340379","0.082497074007535","0.109342296660541","3"
"3 on scale 1-7 ","2016","(Married) couple without C. ","5","","","","3"
"3 on scale 1-7 ","2016","1-pers.-HH","50","0.0561436261782281","0.0413567499865689","0.0709305023698873","3"
"4 on scale 1-7","2016","Couple + C. LE and GT 16","14","","","","4"
"4 on scale 1-7","2016","Couple + C. GT 16 ","2","","","","4"
"4 on scale 1-7","2016","Single parent ","24","","","","4"
"4 on scale 1-7","2016","(Married) couple without C. ","10","","","","4"
"4 on scale 1-7","2016","Couple + C. LE 16 ","59","0.0553367537721167","0.0449153797244837","0.0657581278197496","4"
"4 on scale 1-7","2016","1-pers.-HH","33","0.0329178869387004","0.0214569294791809","0.0443788443982198","4"
"5 on scale 1-7","2016","(Married) couple without C. ","6","","","","5"
"5 on scale 1-7","2016","Single parent ","8","","","","5"
"5 on scale 1-7","2016","Couple + C. LE and GT 16","13","","","","5"
"5 on scale 1-7","2016","1-pers.-HH","20","","","","5"
"5 on scale 1-7","2016","Couple + C. GT 16 ","1","","","","5"
"5 on scale 1-7","2016","Couple + C. LE 16 ","36","0.0301884253490954","0.0223893422596126","0.0379875084385783","5"
"6 on scale 1-7","2016","Couple + C. LE and GT 16","6","","","","6"
"6 on scale 1-7","2016","Single parent ","5","","","","6"
"6 on scale 1-7","2016","(Married) couple without C. ","3","","","","6"
"6 on scale 1-7","2016","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2016","1-pers.-HH","15","","","","6"
"6 on scale 1-7","2016","Couple + C. LE 16 ","19","","","","6"
"7 Strongly agree","2016","Couple + C. LE and GT 16","6","","","","7"
"7 Strongly agree","2016","1-pers.-HH","20","","","","7"
"7 Strongly agree","2016","(Married) couple without C. ","5","","","","7"
"7 Strongly agree","2016","Single parent ","6","","","","7"
"7 Strongly agree","2016","Couple + C. LE 16 ","47","0.0473587693885299","0.0376772275448579","0.0570403112322018","7"
"7 Strongly agree","2016","Couple + C. GT 16 ","1","","","","7"
"1 Strongly disagree","2017","(Married) couple without C. ","90","0.751039255740339","0.67462184983364","0.827456661647037","1"
"1 Strongly disagree","2017","Single parent ","133","0.693005417860681","0.62466734347717","0.761343492244192","1"
"1 Strongly disagree","2017","Couple + C. LE 16 ","807","0.741425396747089","0.714979361766559","0.767871431727619","1"
"1 Strongly disagree","2017","Couple + C. GT 16 ","44","0.685036803305524","0.565494683918997","0.80457892269205","1"
"1 Strongly disagree","2017","Couple + C. LE and GT 16","237","0.746979715570385","0.698029021856347","0.795930409284423","1"
"1 Strongly disagree","2017","1-pers.-HH","421","0.741187865156988","0.705041468775005","0.77733426153897","1"
"2 on scale 1-7 ","2017","Couple + C. GT 16 ","4","","","","2"
"2 on scale 1-7 ","2017","Couple + C. LE 16 ","97","0.0923005538126665","0.0748179106182973","0.109783197007036","2"
"2 on scale 1-7 ","2017","Couple + C. LE and GT 16","35","0.167587412034117","0.125532493741154","0.20964233032708","2"
"2 on scale 1-7 ","2017","Single parent ","18","","","","2"
"2 on scale 1-7 ","2017","(Married) couple without C. ","14","","","","2"
"2 on scale 1-7 ","2017","1-pers.-HH","51","0.089084274657895","0.0655745164315264","0.112594032884264","2"
"3 on scale 1-7 ","2017","Couple + C. GT 16 ","5","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE and GT 16","9","","","","3"
"3 on scale 1-7 ","2017","Single parent ","8","","","","3"
"3 on scale 1-7 ","2017","Couple + C. LE 16 ","33","0.0386344881250575","0.0269941457105631","0.0502748305395518","3"
"3 on scale 1-7 ","2017","(Married) couple without C. ","5","","","","3"
"3 on scale 1-7 ","2017","1-pers.-HH","24","","","","3"
"4 on scale 1-7","2017","Single parent ","4","","","","4"
"4 on scale 1-7","2017","Couple + C. LE 16 ","40","0.0427354787687703","0.0305190526217729","0.0549519049157677","4"
"4 on scale 1-7","2017","(Married) couple without C. ","8","","","","4"
"4 on scale 1-7","2017","1-pers.-HH","27","","","","4"
"4 on scale 1-7","2017","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2017","Couple + C. LE and GT 16","8","","","","4"
"5 on scale 1-7","2017","(Married) couple without C. ","3","","","","5"
"5 on scale 1-7","2017","Single parent ","6","","","","5"
"5 on scale 1-7","2017","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2017","1-pers.-HH","9","","","","5"
"5 on scale 1-7","2017","Couple + C. GT 16 ","2","","","","5"
"5 on scale 1-7","2017","Couple + C. LE 16 ","20","","","","5"
"6 on scale 1-7","2017","Single parent ","1","","","","6"
"6 on scale 1-7","2017","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2017","Couple + C. LE and GT 16","3","","","","6"
"6 on scale 1-7","2017","Couple + C. LE 16 ","16","","","","6"
"6 on scale 1-7","2017","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2017","1-pers.-HH","8","","","","6"
"7 Strongly agree","2017","1-pers.-HH","24","","","","7"
"7 Strongly agree","2017","(Married) couple without C. ","3","","","","7"
"7 Strongly agree","2017","Single parent ","5","","","","7"
"7 Strongly agree","2017","Couple + C. LE 16 ","40","0.0479594742778721","0.0350532612247823","0.0608656873309619","7"
"7 Strongly agree","2017","Couple + C. GT 16 ","3","","","","7"
"7 Strongly agree","2017","Couple + C. LE and GT 16","9","","","","7"
"1 Strongly disagree","2018","Couple + C. GT 16 ","13","","","","1"
"1 Strongly disagree","2018","Couple + C. LE and GT 16","80","0.828934982597228","0.756562701998235","0.90130726319622","1"
"1 Strongly disagree","2018","(Married) couple without C. ","18","","","","1"
"1 Strongly disagree","2018","Single parent ","14","","","","1"
"1 Strongly disagree","2018","Couple + C. LE 16 ","107","0.79382118109385","0.728198340104667","0.859444022083033","1"
"1 Strongly disagree","2018","1-pers.-HH","5","","","","1"
"2 on scale 1-7 ","2018","Couple + C. LE and GT 16","7","","","","2"
"2 on scale 1-7 ","2018","Couple + C. GT 16 ","3","","","","2"
"2 on scale 1-7 ","2018","Single parent ","5","","","","2"
"2 on scale 1-7 ","2018","(Married) couple without C. ","1","","","","2"
"2 on scale 1-7 ","2018","Couple + C. LE 16 ","12","","","","2"
"2 on scale 1-7 ","2018","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2018","Couple + C. GT 16 ","1","","","","3"
"3 on scale 1-7 ","2018","Couple + C. LE and GT 16","3","","","","3"
"3 on scale 1-7 ","2018","Single parent ","1","","","","3"
"3 on scale 1-7 ","2018","Couple + C. LE 16 ","9","","","","3"
"3 on scale 1-7 ","2018","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2018","1-pers.-HH","","","","","3"
"4 on scale 1-7","2018","Couple + C. LE 16 ","6","","","","4"
"4 on scale 1-7","2018","Single parent ","2","","","","4"
"4 on scale 1-7","2018","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2018","1-pers.-HH","1","","","","4"
"4 on scale 1-7","2018","Couple + C. LE and GT 16","3","","","","4"
"4 on scale 1-7","2018","Couple + C. GT 16 ","2","","","","4"
"5 on scale 1-7","2018","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2018","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2018","Couple + C. LE 16 ","2","","","","5"
"5 on scale 1-7","2018","Single parent ","1","","","","5"
"5 on scale 1-7","2018","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2018","1-pers.-HH","","","","","5"
"6 on scale 1-7","2018","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2018","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2018","1-pers.-HH","1","","","","6"
"6 on scale 1-7","2018","Single parent ","","","","","6"
"6 on scale 1-7","2018","Couple + C. LE 16 ","2","","","","6"
"6 on scale 1-7","2018","Couple + C. LE and GT 16","3","","","","6"
"7 Strongly agree","2018","Couple + C. LE and GT 16","6","","","","7"
"7 Strongly agree","2018","1-pers.-HH","","","","","7"
"7 Strongly agree","2018","(Married) couple without C. ","1","","","","7"
"7 Strongly agree","2018","Single parent ","2","","","","7"
"7 Strongly agree","2018","Couple + C. LE 16 ","8","","","","7"
"7 Strongly agree","2018","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2019","Couple + C. GT 16 ","10","","","","1"
"1 Strongly disagree","2019","Couple + C. LE and GT 16","40","0.473539463691067","0.352157988141034","0.594920939241101","1"
"1 Strongly disagree","2019","Single parent ","12","","","","1"
"1 Strongly disagree","2019","Couple + C. LE 16 ","62","0.667744088335792","0.578076282500977","0.757411894170606","1"
"1 Strongly disagree","2019","(Married) couple without C. ","12","","","","1"
"1 Strongly disagree","2019","1-pers.-HH","2","","","","1"
"2 on scale 1-7 ","2019","Couple + C. GT 16 ","1","","","","2"
"2 on scale 1-7 ","2019","Single parent ","3","","","","2"
"2 on scale 1-7 ","2019","Couple + C. LE and GT 16","8","","","","2"
"2 on scale 1-7 ","2019","(Married) couple without C. ","2","","","","2"
"2 on scale 1-7 ","2019","Couple + C. LE 16 ","16","","","","2"
"2 on scale 1-7 ","2019","1-pers.-HH","1","","","","2"
"3 on scale 1-7 ","2019","Couple + C. LE 16 ","11","","","","3"
"3 on scale 1-7 ","2019","Couple + C. GT 16 ","4","","","","3"
"3 on scale 1-7 ","2019","Couple + C. LE and GT 16","9","","","","3"
"3 on scale 1-7 ","2019","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2019","Single parent ","1","","","","3"
"3 on scale 1-7 ","2019","1-pers.-HH","1","","","","3"
"4 on scale 1-7","2019","Single parent ","","","","","4"
"4 on scale 1-7","2019","Couple + C. LE and GT 16","2","","","","4"
"4 on scale 1-7","2019","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2019","Couple + C. LE 16 ","9","","","","4"
"4 on scale 1-7","2019","Couple + C. GT 16 ","3","","","","4"
"4 on scale 1-7","2019","1-pers.-HH","","","","","4"
"5 on scale 1-7","2019","1-pers.-HH","","","","","5"
"5 on scale 1-7","2019","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2019","Couple + C. LE 16 ","4","","","","5"
"5 on scale 1-7","2019","Single parent ","2","","","","5"
"5 on scale 1-7","2019","Couple + C. LE and GT 16","2","","","","5"
"5 on scale 1-7","2019","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2019","(Married) couple without C. ","1","","","","6"
"6 on scale 1-7","2019","Single parent ","","","","","6"
"6 on scale 1-7","2019","Couple + C. GT 16 ","2","","","","6"
"6 on scale 1-7","2019","1-pers.-HH","","","","","6"
"6 on scale 1-7","2019","Couple + C. LE and GT 16","2","","","","6"
"6 on scale 1-7","2019","Couple + C. LE 16 ","1","","","","6"
"7 Strongly agree","2019","1-pers.-HH","1","","","","7"
"7 Strongly agree","2019","(Married) couple without C. ","1","","","","7"
"7 Strongly agree","2019","Single parent ","1","","","","7"
"7 Strongly agree","2019","Couple + C. LE 16 ","3","","","","7"
"7 Strongly agree","2019","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2019","Couple + C. LE and GT 16","2","","","","7"
