"plh0206i03","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2007","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Not Working","Single parent ","","","",""
"4 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Full Time","Single parent ","","","",""
"5 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Part Time","Single parent ","","","",""
"5 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Not Working","Single parent ","","","",""
"5 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Full Time","Single parent ","","","",""
"6 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Part Time","Single parent ","","","",""
"6 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2007","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2007","Not Working","Single parent ","","","",""
"6 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2007","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Full Time","Single parent ","","","",""
"7 Strongly agree","2007","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2007","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Part Time","Single parent ","","","",""
"7 Strongly agree","2007","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2007","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2007","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2007","Not Working","Single parent ","","","",""
"7 Strongly agree","2007","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2007","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2007","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Full Time","Single parent ","","","",""
"1 Strongly disagree","2008","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Part Time","Single parent ","","","",""
"1 Strongly disagree","2008","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2008","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2008","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2008","Not Working","Single parent ","","","",""
"1 Strongly disagree","2008","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2008","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2008","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2008","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2008","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2008","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2008","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2008","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2008","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2008","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2008","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2008","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2008","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2008","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2008","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2008","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2008","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2008","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2008","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Full Time","Single parent ","","","",""
"4 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Part Time","Single parent ","","","",""
"4 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2008","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2008","Not Working","Single parent ","","","",""
"4 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Full Time","Single parent ","","","",""
"5 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Part Time","Single parent ","","","",""
"5 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2008","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2008","Not Working","Single parent ","","","",""
"5 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Full Time","Single parent ","","","",""
"6 on scale 1-7","2008","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Part Time","Single parent ","","","",""
"6 on scale 1-7","2008","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2008","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2008","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2008","Not Working","Single parent ","","","",""
"6 on scale 1-7","2008","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2008","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2008","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2008","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Full Time","Single parent ","","","",""
"7 Strongly agree","2008","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2008","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Part Time","Single parent ","","","",""
"7 Strongly agree","2008","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2008","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2008","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2008","Not Working","Single parent ","","","",""
"7 Strongly agree","2008","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2008","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2008","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Full Time","Single parent ","","","",""
"1 Strongly disagree","2009","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Part Time","Single parent ","","","",""
"1 Strongly disagree","2009","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2009","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2009","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2009","Not Working","Single parent ","","","",""
"1 Strongly disagree","2009","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2009","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2009","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2009","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2009","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2009","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2009","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2009","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2009","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2009","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2009","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2009","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2009","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2009","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2009","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2009","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2009","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2009","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2009","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Full Time","Single parent ","","","",""
"4 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Part Time","Single parent ","","","",""
"4 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2009","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2009","Not Working","Single parent ","","","",""
"4 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Full Time","Single parent ","","","",""
"5 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Part Time","Single parent ","","","",""
"5 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2009","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2009","Not Working","Single parent ","","","",""
"5 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Full Time","Single parent ","","","",""
"6 on scale 1-7","2009","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Part Time","Single parent ","","","",""
"6 on scale 1-7","2009","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2009","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2009","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2009","Not Working","Single parent ","","","",""
"6 on scale 1-7","2009","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2009","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2009","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2009","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Full Time","Single parent ","","","",""
"7 Strongly agree","2009","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2009","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Part Time","Single parent ","","","",""
"7 Strongly agree","2009","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2009","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2009","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2009","Not Working","Single parent ","","","",""
"7 Strongly agree","2009","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2009","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2009","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2010","Full Time","1-pers.-HH","226","0.236041635487601","0.208793523103229","0.263289747871972"
"1 Strongly disagree","2010","Full Time","(Married) couple without C. ","444","0.206484655595409","0.189118310657001","0.223851000533817"
"1 Strongly disagree","2010","Full Time","Single parent ","71","0.209053409426057","0.163039443110571","0.255067375741544"
"1 Strongly disagree","2010","Full Time","Couple + C. LE 16 ","199","0.186322417713978","0.164882727074208","0.207762108353748"
"1 Strongly disagree","2010","Full Time","Couple + C. GT 16 ","209","0.133457835608646","0.115049537720489","0.151866133496803"
"1 Strongly disagree","2010","Full Time","Couple + C. LE and GT 16","81","0.202947451170844","0.165324651591987","0.240570250749701"
"1 Strongly disagree","2010","Part Time","1-pers.-HH","102","0.281553225971581","0.238743473559305","0.324362978383858"
"1 Strongly disagree","2010","Part Time","(Married) couple without C. ","239","0.238482589086869","0.212718488228252","0.264246689945486"
"1 Strongly disagree","2010","Part Time","Single parent ","93","0.253359710532457","0.206000977693872","0.300718443371041"
"1 Strongly disagree","2010","Part Time","Couple + C. LE 16 ","203","0.224413751808274","0.1971271341267","0.251700369489847"
"1 Strongly disagree","2010","Part Time","Couple + C. GT 16 ","157","0.169214420955994","0.142901809643073","0.195527032268915"
"1 Strongly disagree","2010","Part Time","Couple + C. LE and GT 16","83","0.20991988724262","0.166309690612804","0.253530083872435"
"1 Strongly disagree","2010","Not Working","1-pers.-HH","474","0.346418412058289","0.321277023391241","0.371559800725338"
"1 Strongly disagree","2010","Not Working","(Married) couple without C. ","890","0.276221815669787","0.260649407033704","0.291794224305871"
"1 Strongly disagree","2010","Not Working","Single parent ","59","0.202250711638301","0.153705269743373","0.25079615353323"
"1 Strongly disagree","2010","Not Working","Couple + C. LE 16 ","98","0.240970270651312","0.197684656569349","0.284255884733274"
"1 Strongly disagree","2010","Not Working","Couple + C. GT 16 ","148","0.205153187000761","0.175779353198798","0.234527020802724"
"1 Strongly disagree","2010","Not Working","Couple + C. LE and GT 16","66","0.198855439518515","0.151334214516843","0.246376664520187"
"2 on scale 1-7 ","2010","Full Time","1-pers.-HH","225","0.232813077283432","0.205694834130378","0.259931320436486"
"2 on scale 1-7 ","2010","Full Time","(Married) couple without C. ","529","0.226348312456746","0.208394849268523","0.244301775644969"
"2 on scale 1-7 ","2010","Full Time","Single parent ","75","0.266903892809323","0.216849133848463","0.316958651770182"
"2 on scale 1-7 ","2010","Full Time","Couple + C. LE 16 ","302","0.217608003041683","0.194887946122646","0.240328059960719"
"2 on scale 1-7 ","2010","Full Time","Couple + C. GT 16 ","325","0.210969956846709","0.188884630448193","0.233055283245226"
"2 on scale 1-7 ","2010","Full Time","Couple + C. LE and GT 16","115","0.244133545684646","0.203949644607476","0.284317446761816"
"2 on scale 1-7 ","2010","Part Time","1-pers.-HH","121","0.258873866003609","0.217181616183415","0.300566115823803"
"2 on scale 1-7 ","2010","Part Time","(Married) couple without C. ","278","0.258435558878399","0.231969009934315","0.284902107822483"
"2 on scale 1-7 ","2010","Part Time","Single parent ","71","0.186764121116447","0.144328498788328","0.229199743444567"
"2 on scale 1-7 ","2010","Part Time","Couple + C. LE 16 ","247","0.24898746050658","0.220704670125685","0.277270250887476"
"2 on scale 1-7 ","2010","Part Time","Couple + C. GT 16 ","186","0.221218917418912","0.192090317015369","0.250347517822455"
"2 on scale 1-7 ","2010","Part Time","Couple + C. LE and GT 16","99","0.268869428839083","0.221391269717003","0.316347587961163"
"2 on scale 1-7 ","2010","Not Working","1-pers.-HH","309","0.224824050723769","0.202766341712875","0.246881759734663"
"2 on scale 1-7 ","2010","Not Working","(Married) couple without C. ","760","0.224550944446406","0.21001784859079","0.239084040302023"
"2 on scale 1-7 ","2010","Not Working","Single parent ","63","0.230743692116651","0.179825770452868","0.281661613780435"
"2 on scale 1-7 ","2010","Not Working","Couple + C. LE 16 ","106","0.283621455733195","0.237999564675077","0.329243346791314"
"2 on scale 1-7 ","2010","Not Working","Couple + C. GT 16 ","172","0.217170338834702","0.187177769504577","0.247162908164826"
"2 on scale 1-7 ","2010","Not Working","Couple + C. LE and GT 16","70","0.233967120003067","0.183563170745805","0.284371069260329"
"3 on scale 1-7 ","2010","Full Time","1-pers.-HH","187","0.202549797185135","0.176761363693305","0.228338230676965"
"3 on scale 1-7 ","2010","Full Time","(Married) couple without C. ","431","0.215484151041542","0.197844280484934","0.233124021598151"
"3 on scale 1-7 ","2010","Full Time","Single parent ","56","0.176176086155356","0.133066074554727","0.219286097755985"
"3 on scale 1-7 ","2010","Full Time","Couple + C. LE 16 ","276","0.206405328942301","0.184119971316395","0.228690686568207"
"3 on scale 1-7 ","2010","Full Time","Couple + C. GT 16 ","261","0.204144225150167","0.182325343797595","0.225963106502739"
"3 on scale 1-7 ","2010","Full Time","Couple + C. LE and GT 16","89","0.232720932210303","0.193192441706768","0.272249422713837"
"3 on scale 1-7 ","2010","Part Time","1-pers.-HH","82","0.204985748661942","0.16656069755087","0.243410799773014"
"3 on scale 1-7 ","2010","Part Time","(Married) couple without C. ","223","0.20775974181243","0.183232094923757","0.232287388701104"
"3 on scale 1-7 ","2010","Part Time","Single parent ","59","0.195738731390026","0.152535866408985","0.238941596371066"
"3 on scale 1-7 ","2010","Part Time","Couple + C. LE 16 ","174","0.168485168084043","0.144004359364325","0.192965976803762"
"3 on scale 1-7 ","2010","Part Time","Couple + C. GT 16 ","171","0.233870312186426","0.204164633221533","0.263575991151319"
"3 on scale 1-7 ","2010","Part Time","Couple + C. LE and GT 16","70","0.263183976960618","0.216028196087377","0.310339757833859"
"3 on scale 1-7 ","2010","Not Working","1-pers.-HH","225","0.15933267306372","0.139995037134948","0.178670308992491"
"3 on scale 1-7 ","2010","Not Working","(Married) couple without C. ","573","0.183200741189027","0.169728329669841","0.196673152708212"
