"plh0206i03","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2014","no migration background","East Germany","","","",""
"7 Strongly agree","2014","direct migration background","West Germany","","","",""
"7 Strongly agree","2014","direct migration background","East Germany","","","",""
"7 Strongly agree","2014","indirect migration background","West Germany","","","",""
"7 Strongly agree","2014","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2015","no migration background","West Germany","4532","0.302638889292235","0.295123476328002","0.310154302256467"
"1 Strongly disagree","2015","no migration background","East Germany","1460","0.281460424518273","0.268867448189743","0.294053400846804"
"1 Strongly disagree","2015","direct migration background","West Germany","2223","0.390069858802691","0.377005755742614","0.403133961862768"
"1 Strongly disagree","2015","direct migration background","East Germany","150","0.330596289658491","0.285976532875657","0.375216046441324"
"1 Strongly disagree","2015","indirect migration background","West Germany","561","0.311908918792633","0.289036776435594","0.334781061149671"
"1 Strongly disagree","2015","indirect migration background","East Germany","23","","",""
"2 on scale 1-7 ","2015","no migration background","West Germany","4287","0.294936322782164","0.2874763039891","0.302396341575229"
"2 on scale 1-7 ","2015","no migration background","East Germany","1373","0.283486850224852","0.270866456234228","0.296107244215476"
"2 on scale 1-7 ","2015","direct migration background","West Germany","1311","0.250005113018972","0.238407410893742","0.261602815144201"
"2 on scale 1-7 ","2015","direct migration background","East Germany","113","0.296746998775756","0.253417554571541","0.340076442979971"
"2 on scale 1-7 ","2015","indirect migration background","West Germany","425","0.285570941572558","0.263270855132592","0.307871028012523"
"2 on scale 1-7 ","2015","indirect migration background","East Germany","35","0.431553327580531","0.336817219196733","0.526289435964328"
"3 on scale 1-7 ","2015","no migration background","West Germany","2352","0.172379276540473","0.166200253348047","0.1785582997329"
"3 on scale 1-7 ","2015","no migration background","East Germany","848","0.184193227300522","0.173338351637861","0.195048102963183"
"3 on scale 1-7 ","2015","direct migration background","West Germany","633","0.122038319707925","0.113271254361385","0.130805385054466"
"3 on scale 1-7 ","2015","direct migration background","East Germany","42","0.109642365531145","0.0800073202324722","0.139277410829818"
"3 on scale 1-7 ","2015","indirect migration background","West Germany","211","0.134318728220288","0.117483566949905","0.15115388949067"
"3 on scale 1-7 ","2015","indirect migration background","East Germany","12","","",""
"4 on scale 1-7","2015","no migration background","West Germany","1731","0.123833634773139","0.118445056211333","0.129222213334945"
"4 on scale 1-7","2015","no migration background","East Germany","593","0.114219882129401","0.105312949055195","0.123126815203607"
"4 on scale 1-7","2015","direct migration background","West Germany","590","0.115347880233566","0.106792103881469","0.123903656585663"
"4 on scale 1-7","2015","direct migration background","East Germany","47","0.0876363379582539","0.0608162465236306","0.114456429392877"
"4 on scale 1-7","2015","indirect migration background","West Germany","165","0.131417513279055","0.114737279190303","0.148097747367806"
"4 on scale 1-7","2015","indirect migration background","East Germany","17","","",""
"5 on scale 1-7","2015","no migration background","West Germany","797","0.0574381978340286","0.053631775783853","0.0612446198842041"
"5 on scale 1-7","2015","no migration background","East Germany","333","0.0756303509534285","0.068226370427418","0.083034331479439"
"5 on scale 1-7","2015","direct migration background","West Germany","267","0.0533281767059524","0.047310256199831","0.0593460972120737"
"5 on scale 1-7","2015","direct migration background","East Germany","39","0.112503540256908","0.0825325865631957","0.142474493950621"
"5 on scale 1-7","2015","indirect migration background","West Germany","95","0.0618558826702766","0.049962777247959","0.0737489880925942"
"5 on scale 1-7","2015","indirect migration background","East Germany","10","","",""
"6 on scale 1-7","2015","no migration background","West Germany","386","0.0301780654281964","0.0273793849454412","0.0329767459109516"
"6 on scale 1-7","2015","no migration background","East Germany","152","0.0324094849679268","0.027450689024044","0.0373682809118096"
"6 on scale 1-7","2015","direct migration background","West Germany","155","0.0328854557664109","0.0281089616915939","0.037661949841228"
"6 on scale 1-7","2015","direct migration background","East Germany","16","","",""
"6 on scale 1-7","2015","indirect migration background","West Germany","51","0.0364224515351426","0.0271733849150102","0.045671518155275"
"6 on scale 1-7","2015","indirect migration background","East Germany","2","","",""
"7 Strongly agree","2015","no migration background","West Germany","269","0.0185956133497636","0.0163856204863324","0.0208056062131948"
"7 Strongly agree","2015","no migration background","East Germany","140","0.0285997799055964","0.0239323821230875","0.0332671776881052"
"7 Strongly agree","2015","direct migration background","West Germany","176","0.0363251957644823","0.0313140436351634","0.0413363478938011"
"7 Strongly agree","2015","direct migration background","East Germany","20","","",""
"7 Strongly agree","2015","indirect migration background","West Germany","68","0.038505563930048","0.0290059683608728","0.0480051594992233"
"7 Strongly agree","2015","indirect migration background","East Germany","6","","",""
"1 Strongly disagree","2016","no migration background","West Germany","4","","",""
"1 Strongly disagree","2016","no migration background","East Germany","2","","",""
"1 Strongly disagree","2016","direct migration background","West Germany","2789","0.651392711755736","0.635752338961991","0.66703308454948"
"1 Strongly disagree","2016","direct migration background","East Germany","544","0.773257848268021","0.742799378485791","0.803716318050251"
"1 Strongly disagree","2016","indirect migration background","West Germany","6","","",""
"1 Strongly disagree","2016","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","no migration background","West Germany","3","","",""
"2 on scale 1-7 ","2016","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2016","direct migration background","West Germany","312","0.118825415240857","0.10820496146211","0.129445869019603"
"2 on scale 1-7 ","2016","direct migration background","East Germany","79","0.106156238862652","0.0837492577149391","0.128563220010365"
"2 on scale 1-7 ","2016","indirect migration background","West Germany","2","","",""
"2 on scale 1-7 ","2016","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2016","no migration background","West Germany","1","","",""
"3 on scale 1-7 ","2016","no migration background","East Germany","1","","",""
"3 on scale 1-7 ","2016","direct migration background","West Germany","118","0.0768391650523473","0.0680976355871758","0.0855806945175187"
"3 on scale 1-7 ","2016","direct migration background","East Germany","25","","",""
"3 on scale 1-7 ","2016","indirect migration background","West Germany","2","","",""
"3 on scale 1-7 ","2016","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2016","no migration background","West Germany","1","","",""
"4 on scale 1-7","2016","no migration background","East Germany","","","",""
"4 on scale 1-7","2016","direct migration background","West Germany","139","0.0682261064748778","0.0599507257294092","0.0765014872203464"
"4 on scale 1-7","2016","direct migration background","East Germany","31","0.0394538064298298","0.0252931507449599","0.0536144621146998"
"4 on scale 1-7","2016","indirect migration background","West Germany","5","","",""
"4 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2016","no migration background","West Germany","","","",""
"5 on scale 1-7","2016","no migration background","East Germany","","","",""
"5 on scale 1-7","2016","direct migration background","West Germany","87","0.0334537493439862","0.0275518589319599","0.0393556397560124"
"5 on scale 1-7","2016","direct migration background","East Germany","10","","",""
"5 on scale 1-7","2016","indirect migration background","West Germany","2","","",""
"5 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2016","no migration background","West Germany","1","","",""
"6 on scale 1-7","2016","no migration background","East Germany","","","",""
"6 on scale 1-7","2016","direct migration background","West Germany","44","0.0209647741045377","0.016262567855979","0.0256669803530965"
"6 on scale 1-7","2016","direct migration background","East Germany","7","","",""
"6 on scale 1-7","2016","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2016","indirect migration background","East Germany","","","",""
"7 Strongly agree","2016","no migration background","West Germany","1","","",""
"7 Strongly agree","2016","no migration background","East Germany","","","",""
"7 Strongly agree","2016","direct migration background","West Germany","77","0.030298078027659","0.0246722806063451","0.0359238754489729"
"7 Strongly agree","2016","direct migration background","East Germany","30","0.0268236933501286","0.0150710696250779","0.0385763170751794"
"7 Strongly agree","2016","indirect migration background","West Germany","1","","",""
"7 Strongly agree","2016","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2017","no migration background","West Germany","","","",""
"1 Strongly disagree","2017","no migration background","East Germany","","","",""
"1 Strongly disagree","2017","direct migration background","West Germany","1977","0.748145761039621","0.731376591252451","0.764914930826791"
"1 Strongly disagree","2017","direct migration background","East Germany","192","0.713687797848494","0.659056152399831","0.768319443297157"
"1 Strongly disagree","2017","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2017","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2017","direct migration background","West Germany","242","0.107322703426518","0.0953653004283645","0.119280106424672"
"2 on scale 1-7 ","2017","direct migration background","East Germany","29","","",""
"2 on scale 1-7 ","2017","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2017","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2017","direct migration background","West Germany","104","0.0376942906427444","0.0303366573538153","0.0450519239316736"
"3 on scale 1-7 ","2017","direct migration background","East Germany","7","","",""
"3 on scale 1-7 ","2017","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2017","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2017","no migration background","West Germany","","","",""
"4 on scale 1-7","2017","no migration background","East Germany","","","",""
"4 on scale 1-7","2017","direct migration background","West Germany","88","0.0322550225566653","0.0254297035002535","0.0390803416130771"
"4 on scale 1-7","2017","direct migration background","East Germany","13","","",""
"4 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2017","no migration background","West Germany","","","",""
"5 on scale 1-7","2017","no migration background","East Germany","","","",""
"5 on scale 1-7","2017","direct migration background","West Germany","48","0.0182657700625285","0.0130925639777299","0.023438976147327"
"5 on scale 1-7","2017","direct migration background","East Germany","5","","",""
"5 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2017","no migration background","West Germany","","","",""
"6 on scale 1-7","2017","no migration background","East Germany","","","",""
"6 on scale 1-7","2017","direct migration background","West Germany","28","","",""
"6 on scale 1-7","2017","direct migration background","East Germany","3","","",""
"6 on scale 1-7","2017","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2017","indirect migration background","East Germany","","","",""
"7 Strongly agree","2017","no migration background","West Germany","","","",""
"7 Strongly agree","2017","no migration background","East Germany","","","",""
"7 Strongly agree","2017","direct migration background","West Germany","87","0.0431510173545989","0.0353011731187571","0.0510008615904407"
"7 Strongly agree","2017","direct migration background","East Germany","14","","",""
"7 Strongly agree","2017","indirect migration background","West Germany","","","",""
"7 Strongly agree","2017","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2018","no migration background","West Germany","","","",""
"1 Strongly disagree","2018","no migration background","East Germany","","","",""
"1 Strongly disagree","2018","direct migration background","West Germany","267","0.769511309877333","0.726247006755981","0.812775612998684"
"1 Strongly disagree","2018","direct migration background","East Germany","39","0.902348893985352","0.817484602349868","0.987213185620836"
"1 Strongly disagree","2018","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2018","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2018","direct migration background","West Germany","33","0.0639419971894341","0.0388091391577019","0.0890748552211663"
"2 on scale 1-7 ","2018","direct migration background","East Germany","1","","",""
"2 on scale 1-7 ","2018","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2018","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2018","direct migration background","West Germany","16","","",""
"3 on scale 1-7 ","2018","direct migration background","East Germany","1","","",""
"3 on scale 1-7 ","2018","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2018","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2018","no migration background","West Germany","","","",""
"4 on scale 1-7","2018","no migration background","East Germany","","","",""
"4 on scale 1-7","2018","direct migration background","West Germany","17","","",""
"4 on scale 1-7","2018","direct migration background","East Germany","2","","",""
"4 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2018","no migration background","West Germany","","","",""
"5 on scale 1-7","2018","no migration background","East Germany","","","",""
"5 on scale 1-7","2018","direct migration background","West Germany","7","","",""
"5 on scale 1-7","2018","direct migration background","East Germany","","","",""
"5 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2018","no migration background","West Germany","","","",""
"6 on scale 1-7","2018","no migration background","East Germany","","","",""
"6 on scale 1-7","2018","direct migration background","West Germany","5","","",""
"6 on scale 1-7","2018","direct migration background","East Germany","2","","",""
"6 on scale 1-7","2018","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2018","indirect migration background","East Germany","","","",""
"7 Strongly agree","2018","no migration background","West Germany","","","",""
"7 Strongly agree","2018","no migration background","East Germany","","","",""
"7 Strongly agree","2018","direct migration background","West Germany","19","","",""
"7 Strongly agree","2018","direct migration background","East Germany","2","","",""
"7 Strongly agree","2018","indirect migration background","West Germany","","","",""
"7 Strongly agree","2018","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2019","no migration background","West Germany","","","",""
"1 Strongly disagree","2019","no migration background","East Germany","","","",""
"1 Strongly disagree","2019","direct migration background","West Germany","151","0.635673365557418","0.576256424539839","0.695090306574997"
"1 Strongly disagree","2019","direct migration background","East Germany","15","","",""
"1 Strongly disagree","2019","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2019","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2019","direct migration background","West Germany","35","0.130894862585375","0.0892515489386908","0.172538176232059"
"2 on scale 1-7 ","2019","direct migration background","East Germany","1","","",""
"2 on scale 1-7 ","2019","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2019","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2019","direct migration background","West Germany","26","","",""
"3 on scale 1-7 ","2019","direct migration background","East Germany","3","","",""
"3 on scale 1-7 ","2019","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2019","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2019","no migration background","West Germany","","","",""
"4 on scale 1-7","2019","no migration background","East Germany","","","",""
"4 on scale 1-7","2019","direct migration background","West Germany","16","","",""
"4 on scale 1-7","2019","direct migration background","East Germany","2","","",""
"4 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2019","no migration background","West Germany","","","",""
"5 on scale 1-7","2019","no migration background","East Germany","","","",""
"5 on scale 1-7","2019","direct migration background","West Germany","11","","",""
"5 on scale 1-7","2019","direct migration background","East Germany","","","",""
"5 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2019","no migration background","West Germany","","","",""
"6 on scale 1-7","2019","no migration background","East Germany","","","",""
"6 on scale 1-7","2019","direct migration background","West Germany","6","","",""
"6 on scale 1-7","2019","direct migration background","East Germany","","","",""
"6 on scale 1-7","2019","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2019","indirect migration background","East Germany","","","",""
"7 Strongly agree","2019","no migration background","West Germany","","","",""
"7 Strongly agree","2019","no migration background","East Germany","","","",""
"7 Strongly agree","2019","direct migration background","West Germany","7","","",""
"7 Strongly agree","2019","direct migration background","East Germany","2","","",""
"7 Strongly agree","2019","indirect migration background","West Germany","","","",""
"7 Strongly agree","2019","indirect migration background","East Germany","","","",""
