"plh0206i03","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2009","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2009","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2009","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2009","higher education","West Germany","","","",""
"2 on scale 1-7 ","2009","higher education","East Germany","","","",""
"3 on scale 1-7 ","2009","in school","West Germany","","","",""
"3 on scale 1-7 ","2009","in school","East Germany","","","",""
"3 on scale 1-7 ","2009","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2009","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2009","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2009","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2009","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2009","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2009","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2009","higher education","West Germany","","","",""
"3 on scale 1-7 ","2009","higher education","East Germany","","","",""
"4 on scale 1-7","2009","in school","West Germany","","","",""
"4 on scale 1-7","2009","in school","East Germany","","","",""
"4 on scale 1-7","2009","inadequately","West Germany","","","",""
"4 on scale 1-7","2009","inadequately","East Germany","","","",""
"4 on scale 1-7","2009","general elemantary","West Germany","","","",""
"4 on scale 1-7","2009","general elemantary","East Germany","","","",""
"4 on scale 1-7","2009","middle vocational","West Germany","","","",""
"4 on scale 1-7","2009","middle vocational","East Germany","","","",""
"4 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2009","higher vocational","West Germany","","","",""
"4 on scale 1-7","2009","higher vocational","East Germany","","","",""
"4 on scale 1-7","2009","higher education","West Germany","","","",""
"4 on scale 1-7","2009","higher education","East Germany","","","",""
"5 on scale 1-7","2009","in school","West Germany","","","",""
"5 on scale 1-7","2009","in school","East Germany","","","",""
"5 on scale 1-7","2009","inadequately","West Germany","","","",""
"5 on scale 1-7","2009","inadequately","East Germany","","","",""
"5 on scale 1-7","2009","general elemantary","West Germany","","","",""
"5 on scale 1-7","2009","general elemantary","East Germany","","","",""
"5 on scale 1-7","2009","middle vocational","West Germany","","","",""
"5 on scale 1-7","2009","middle vocational","East Germany","","","",""
"5 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2009","higher vocational","West Germany","","","",""
"5 on scale 1-7","2009","higher vocational","East Germany","","","",""
"5 on scale 1-7","2009","higher education","West Germany","","","",""
"5 on scale 1-7","2009","higher education","East Germany","","","",""
"6 on scale 1-7","2009","in school","West Germany","","","",""
"6 on scale 1-7","2009","in school","East Germany","","","",""
"6 on scale 1-7","2009","inadequately","West Germany","","","",""
"6 on scale 1-7","2009","inadequately","East Germany","","","",""
"6 on scale 1-7","2009","general elemantary","West Germany","","","",""
"6 on scale 1-7","2009","general elemantary","East Germany","","","",""
"6 on scale 1-7","2009","middle vocational","West Germany","","","",""
"6 on scale 1-7","2009","middle vocational","East Germany","","","",""
"6 on scale 1-7","2009","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2009","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2009","higher vocational","West Germany","","","",""
"6 on scale 1-7","2009","higher vocational","East Germany","","","",""
"6 on scale 1-7","2009","higher education","West Germany","","","",""
"6 on scale 1-7","2009","higher education","East Germany","","","",""
"7 Strongly agree","2009","in school","West Germany","","","",""
"7 Strongly agree","2009","in school","East Germany","","","",""
"7 Strongly agree","2009","inadequately","West Germany","","","",""
"7 Strongly agree","2009","inadequately","East Germany","","","",""
"7 Strongly agree","2009","general elemantary","West Germany","","","",""
"7 Strongly agree","2009","general elemantary","East Germany","","","",""
"7 Strongly agree","2009","middle vocational","West Germany","","","",""
"7 Strongly agree","2009","middle vocational","East Germany","","","",""
"7 Strongly agree","2009","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2009","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2009","higher vocational","West Germany","","","",""
"7 Strongly agree","2009","higher vocational","East Germany","","","",""
"7 Strongly agree","2009","higher education","West Germany","","","",""
"7 Strongly agree","2009","higher education","East Germany","","","",""
"1 Strongly disagree","2010","in school","West Germany","51","0.235558551879159","0.181872184208757","0.289244919549561"
"1 Strongly disagree","2010","in school","East Germany","","","",""
"1 Strongly disagree","2010","inadequately","West Germany","32","0.264403125653687","0.186780115826105","0.342026135481268"
"1 Strongly disagree","2010","inadequately","East Germany","","","",""
"1 Strongly disagree","2010","general elemantary","West Germany","357","0.258285540946857","0.235333658657316","0.281237423236397"
"1 Strongly disagree","2010","general elemantary","East Germany","44","0.218329065524395","0.16386378887603","0.27279434217276"
"1 Strongly disagree","2010","middle vocational","West Germany","1445","0.232721418842488","0.222124166100309","0.243318671584666"
"1 Strongly disagree","2010","middle vocational","East Germany","500","0.247652083658321","0.229565573084344","0.265738594232298"
"1 Strongly disagree","2010","vocational + Abi","West Germany","191","0.24192100240075","0.212189767419849","0.27165223738165"
"1 Strongly disagree","2010","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2010","higher vocational","West Germany","201","0.238016993906142","0.21027099101398","0.265762996798303"
"1 Strongly disagree","2010","higher vocational","East Germany","79","0.218000107725669","0.174744166191151","0.261256049260188"
"1 Strongly disagree","2010","higher education","West Germany","652","0.234558307352903","0.218587524167399","0.250529090538407"
"1 Strongly disagree","2010","higher education","East Germany","259","0.248490319181704","0.223215954966425","0.273764683396984"
"2 on scale 1-7 ","2010","in school","West Germany","58","0.239320038611692","0.185340024945526","0.293300052277859"
"2 on scale 1-7 ","2010","in school","East Germany","","","",""
"2 on scale 1-7 ","2010","inadequately","West Germany","32","0.242096976963254","0.166702635645509","0.317491318280999"
"2 on scale 1-7 ","2010","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2010","general elemantary","West Germany","304","0.200486196337491","0.179491716966913","0.221480675708069"
"2 on scale 1-7 ","2010","general elemantary","East Germany","51","0.167079586209087","0.117896542375976","0.216262630042198"
"2 on scale 1-7 ","2010","middle vocational","West Germany","1435","0.219375730007538","0.208997724636641","0.229753735378436"
"2 on scale 1-7 ","2010","middle vocational","East Germany","469","0.209145181131558","0.192104115617939","0.226186246645177"
"2 on scale 1-7 ","2010","vocational + Abi","West Germany","212","0.249544404826883","0.219500571177258","0.279588238476509"
"2 on scale 1-7 ","2010","vocational + Abi","East Germany","42","0.246013114478655","0.175911968852145","0.316114260105166"
"2 on scale 1-7 ","2010","higher vocational","West Germany","248","0.244285997327558","0.216292844002606","0.27227915065251"
"2 on scale 1-7 ","2010","higher vocational","East Germany","89","0.255675151943338","0.209972690711747","0.301377613174929"
"2 on scale 1-7 ","2010","higher education","West Germany","785","0.276723720986308","0.259861295142719","0.293586146829897"
"2 on scale 1-7 ","2010","higher education","East Germany","340","0.281088349634105","0.254796726616037","0.307379972652173"
"3 on scale 1-7 ","2010","in school","West Germany","60","0.240663632568825","0.1865801306936","0.294747134444051"
"3 on scale 1-7 ","2010","in school","East Germany","","","",""
"3 on scale 1-7 ","2010","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2010","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2010","general elemantary","West Germany","248","0.163291884651728","0.143908965718883","0.182674803584573"
"3 on scale 1-7 ","2010","general elemantary","East Germany","38","0.250213799772522","0.19310851458485","0.307319084960195"
"3 on scale 1-7 ","2010","middle vocational","West Germany","1205","0.200903524529325","0.190855239116847","0.210951809941803"
"3 on scale 1-7 ","2010","middle vocational","East Germany","393","0.159554019180401","0.144210209295384","0.174897829065418"
"3 on scale 1-7 ","2010","vocational + Abi","West Germany","155","0.187022778417832","0.159951711565215","0.214093845270448"
"3 on scale 1-7 ","2010","vocational + Abi","East Germany","35","0.232426886861639","0.163677765928996","0.301176007794281"
"3 on scale 1-7 ","2010","higher vocational","West Germany","178","0.213314058964175","0.186624940113151","0.240003177815199"
"3 on scale 1-7 ","2010","higher vocational","East Germany","80","0.23439675999876","0.190016304804783","0.278777215192736"
"3 on scale 1-7 ","2010","higher education","West Germany","544","0.218967849643242","0.203380603991115","0.234555095295369"
"3 on scale 1-7 ","2010","higher education","East Germany","228","0.198415365971565","0.175090424869466","0.221740307073664"
"4 on scale 1-7","2010","in school","West Germany","36","0.152548562266733","0.107059818850935","0.198037305682531"
"4 on scale 1-7","2010","in school","East Germany","","","",""
"4 on scale 1-7","2010","inadequately","West Germany","","","",""
"4 on scale 1-7","2010","inadequately","East Germany","","","",""
"4 on scale 1-7","2010","general elemantary","West Germany","223","0.177613839280028","0.157572525594684","0.197655152965372"
"4 on scale 1-7","2010","general elemantary","East Germany","39","0.145253139715028","0.0987980315521584","0.191708247877898"
"4 on scale 1-7","2010","middle vocational","West Germany","1007","0.174383570753221","0.164867875539188","0.183899265967254"
"4 on scale 1-7","2010","middle vocational","East Germany","400","0.184129208952993","0.16788881842074","0.200369599485247"
"4 on scale 1-7","2010","vocational + Abi","West Germany","133","0.175813707214403","0.149386091090196","0.20224132333861"
"4 on scale 1-7","2010","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2010","higher vocational","West Germany","153","0.157577948035694","0.133840371105585","0.181315524965803"
"4 on scale 1-7","2010","higher vocational","East Germany","48","0.100162348614582","0.0687103390477664","0.131614358181398"
"4 on scale 1-7","2010","higher education","West Germany","409","0.151412519765963","0.137901941088652","0.164923098443274"
"4 on scale 1-7","2010","higher education","East Germany","166","0.155427990905579","0.134237492503706","0.176618489307452"
"5 on scale 1-7","2010","in school","West Germany","","","",""
"5 on scale 1-7","2010","in school","East Germany","","","",""
"5 on scale 1-7","2010","inadequately","West Germany","","","",""
"5 on scale 1-7","2010","inadequately","East Germany","","","",""
"5 on scale 1-7","2010","general elemantary","West Germany","139","0.108790673944569","0.0924625765277152","0.125118771361424"
"5 on scale 1-7","2010","general elemantary","East Germany","","","",""
"5 on scale 1-7","2010","middle vocational","West Germany","580","0.0982600544199051","0.0907950901855401","0.10572501865427"
"5 on scale 1-7","2010","middle vocational","East Germany","225","0.101453126981449","0.0888020493869865","0.114104204575911"
"5 on scale 1-7","2010","vocational + Abi","West Germany","60","0.0797455928355866","0.0609383025078211","0.098552883163352"
"5 on scale 1-7","2010","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2010","higher vocational","West Germany","69","0.0707307833559659","0.0540276168350142","0.0874339498769176"
"5 on scale 1-7","2010","higher vocational","East Germany","30","0.0690249770085849","0.0424675363997933","0.0955824176173766"
"5 on scale 1-7","2010","higher education","West Germany","191","0.077451628852914","0.0673764074528379","0.0875268502529901"
"5 on scale 1-7","2010","higher education","East Germany","100","0.085085410504906","0.0687670682109719","0.10140375279884"
"6 on scale 1-7","2010","in school","West Germany","","","",""
"6 on scale 1-7","2010","in school","East Germany","","","",""
"6 on scale 1-7","2010","inadequately","West Germany","","","",""
"6 on scale 1-7","2010","inadequately","East Germany","","","",""
"6 on scale 1-7","2010","general elemantary","West Germany","53","0.0442013399192649","0.0334230263546687","0.0549796534838611"
"6 on scale 1-7","2010","general elemantary","East Germany","","","",""
"6 on scale 1-7","2010","middle vocational","West Germany","230","0.0348308079673804","0.0302326691683934","0.0394289467663673"
"6 on scale 1-7","2010","middle vocational","East Germany","113","0.0570656784775","0.0473459832654278","0.0667853736895723"
"6 on scale 1-7","2010","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2010","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2010","higher vocational","West Germany","34","0.0459712064796627","0.0323270248075436","0.0596153881517819"
"6 on scale 1-7","2010","higher vocational","East Germany","","","",""
"6 on scale 1-7","2010","higher education","West Germany","80","0.0251372005957759","0.0192368889389383","0.0310375122526136"
"6 on scale 1-7","2010","higher education","East Germany","","","",""
"7 Strongly agree","2010","in school","West Germany","","","",""
"7 Strongly agree","2010","in school","East Germany","","","",""
"7 Strongly agree","2010","inadequately","West Germany","","","",""
"7 Strongly agree","2010","inadequately","East Germany","","","",""
"7 Strongly agree","2010","general elemantary","West Germany","73","0.0473305249200619","0.036195487688639","0.0584655621514848"
"7 Strongly agree","2010","general elemantary","East Germany","","","",""
"7 Strongly agree","2010","middle vocational","West Germany","206","0.0395248934801428","0.034638628807092","0.0444111581531935"
"7 Strongly agree","2010","middle vocational","East Germany","88","0.0410007016177772","0.0326920754095672","0.0493093278259871"
"7 Strongly agree","2010","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2010","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2010","higher vocational","West Germany","","","",""
"7 Strongly agree","2010","higher vocational","East Germany","","","",""
"7 Strongly agree","2010","higher education","West Germany","43","0.0157487728028938","0.0110560911968725","0.020441454408915"
"7 Strongly agree","2010","higher education","East Germany","","","",""
"1 Strongly disagree","2011","in school","West Germany","","","",""
"1 Strongly disagree","2011","in school","East Germany","","","",""
"1 Strongly disagree","2011","inadequately","West Germany","","","",""
"1 Strongly disagree","2011","inadequately","East Germany","","","",""
"1 Strongly disagree","2011","general elemantary","West Germany","","","",""
"1 Strongly disagree","2011","general elemantary","East Germany","","","",""
"1 Strongly disagree","2011","middle vocational","West Germany","","","",""
"1 Strongly disagree","2011","middle vocational","East Germany","","","",""
"1 Strongly disagree","2011","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2011","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2011","higher vocational","West Germany","","","",""
"1 Strongly disagree","2011","higher vocational","East Germany","","","",""
"1 Strongly disagree","2011","higher education","West Germany","","","",""
"1 Strongly disagree","2011","higher education","East Germany","","","",""
"2 on scale 1-7 ","2011","in school","West Germany","","","",""
"2 on scale 1-7 ","2011","in school","East Germany","","","",""
"2 on scale 1-7 ","2011","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2011","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2011","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2011","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2011","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2011","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2011","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2011","higher education","West Germany","","","",""
"2 on scale 1-7 ","2011","higher education","East Germany","","","",""
"3 on scale 1-7 ","2011","in school","West Germany","","","",""
"3 on scale 1-7 ","2011","in school","East Germany","","","",""
"3 on scale 1-7 ","2011","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2011","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2011","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2011","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2011","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2011","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2011","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2011","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2011","higher education","West Germany","","","",""
"3 on scale 1-7 ","2011","higher education","East Germany","","","",""
"4 on scale 1-7","2011","in school","West Germany","","","",""
"4 on scale 1-7","2011","in school","East Germany","","","",""
"4 on scale 1-7","2011","inadequately","West Germany","","","",""
"4 on scale 1-7","2011","inadequately","East Germany","","","",""
"4 on scale 1-7","2011","general elemantary","West Germany","","","",""
"4 on scale 1-7","2011","general elemantary","East Germany","","","",""
"4 on scale 1-7","2011","middle vocational","West Germany","","","",""
"4 on scale 1-7","2011","middle vocational","East Germany","","","",""
"4 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2011","higher vocational","West Germany","","","",""
"4 on scale 1-7","2011","higher vocational","East Germany","","","",""
"4 on scale 1-7","2011","higher education","West Germany","","","",""
"4 on scale 1-7","2011","higher education","East Germany","","","",""
"5 on scale 1-7","2011","in school","West Germany","","","",""
"5 on scale 1-7","2011","in school","East Germany","","","",""
"5 on scale 1-7","2011","inadequately","West Germany","","","",""
"5 on scale 1-7","2011","inadequately","East Germany","","","",""
"5 on scale 1-7","2011","general elemantary","West Germany","","","",""
"5 on scale 1-7","2011","general elemantary","East Germany","","","",""
"5 on scale 1-7","2011","middle vocational","West Germany","","","",""
"5 on scale 1-7","2011","middle vocational","East Germany","","","",""
"5 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2011","higher vocational","West Germany","","","",""
"5 on scale 1-7","2011","higher vocational","East Germany","","","",""
"5 on scale 1-7","2011","higher education","West Germany","","","",""
"5 on scale 1-7","2011","higher education","East Germany","","","",""
"6 on scale 1-7","2011","in school","West Germany","","","",""
"6 on scale 1-7","2011","in school","East Germany","","","",""
"6 on scale 1-7","2011","inadequately","West Germany","","","",""
"6 on scale 1-7","2011","inadequately","East Germany","","","",""
"6 on scale 1-7","2011","general elemantary","West Germany","","","",""
"6 on scale 1-7","2011","general elemantary","East Germany","","","",""
"6 on scale 1-7","2011","middle vocational","West Germany","","","",""
"6 on scale 1-7","2011","middle vocational","East Germany","","","",""
"6 on scale 1-7","2011","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2011","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2011","higher vocational","West Germany","","","",""
"6 on scale 1-7","2011","higher vocational","East Germany","","","",""
"6 on scale 1-7","2011","higher education","West Germany","","","",""
"6 on scale 1-7","2011","higher education","East Germany","","","",""
"7 Strongly agree","2011","in school","West Germany","","","",""
"7 Strongly agree","2011","in school","East Germany","","","",""
"7 Strongly agree","2011","inadequately","West Germany","","","",""
"7 Strongly agree","2011","inadequately","East Germany","","","",""
"7 Strongly agree","2011","general elemantary","West Germany","","","",""
"7 Strongly agree","2011","general elemantary","East Germany","","","",""
"7 Strongly agree","2011","middle vocational","West Germany","","","",""
"7 Strongly agree","2011","middle vocational","East Germany","","","",""
"7 Strongly agree","2011","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2011","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2011","higher vocational","West Germany","","","",""
"7 Strongly agree","2011","higher vocational","East Germany","","","",""
"7 Strongly agree","2011","higher education","West Germany","","","",""
"7 Strongly agree","2011","higher education","East Germany","","","",""
"1 Strongly disagree","2012","in school","West Germany","","","",""
"1 Strongly disagree","2012","in school","East Germany","","","",""
"1 Strongly disagree","2012","inadequately","West Germany","","","",""
"1 Strongly disagree","2012","inadequately","East Germany","","","",""
"1 Strongly disagree","2012","general elemantary","West Germany","","","",""
"1 Strongly disagree","2012","general elemantary","East Germany","","","",""
"1 Strongly disagree","2012","middle vocational","West Germany","","","",""
"1 Strongly disagree","2012","middle vocational","East Germany","","","",""
"1 Strongly disagree","2012","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2012","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2012","higher vocational","West Germany","","","",""
"1 Strongly disagree","2012","higher vocational","East Germany","","","",""
"1 Strongly disagree","2012","higher education","West Germany","","","",""
"1 Strongly disagree","2012","higher education","East Germany","","","",""
"2 on scale 1-7 ","2012","in school","West Germany","","","",""
"2 on scale 1-7 ","2012","in school","East Germany","","","",""
"2 on scale 1-7 ","2012","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2012","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2012","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2012","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2012","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2012","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2012","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2012","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2012","higher education","West Germany","","","",""
"2 on scale 1-7 ","2012","higher education","East Germany","","","",""
"3 on scale 1-7 ","2012","in school","West Germany","","","",""
"3 on scale 1-7 ","2012","in school","East Germany","","","",""
"3 on scale 1-7 ","2012","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2012","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2012","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2012","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2012","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2012","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2012","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2012","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2012","higher education","West Germany","","","",""
"3 on scale 1-7 ","2012","higher education","East Germany","","","",""
"4 on scale 1-7","2012","in school","West Germany","","","",""
"4 on scale 1-7","2012","in school","East Germany","","","",""
"4 on scale 1-7","2012","inadequately","West Germany","","","",""
"4 on scale 1-7","2012","inadequately","East Germany","","","",""
"4 on scale 1-7","2012","general elemantary","West Germany","","","",""
"4 on scale 1-7","2012","general elemantary","East Germany","","","",""
"4 on scale 1-7","2012","middle vocational","West Germany","","","",""
"4 on scale 1-7","2012","middle vocational","East Germany","","","",""
"4 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2012","higher vocational","West Germany","","","",""
"4 on scale 1-7","2012","higher vocational","East Germany","","","",""
"4 on scale 1-7","2012","higher education","West Germany","","","",""
"4 on scale 1-7","2012","higher education","East Germany","","","",""
"5 on scale 1-7","2012","in school","West Germany","","","",""
"5 on scale 1-7","2012","in school","East Germany","","","",""
"5 on scale 1-7","2012","inadequately","West Germany","","","",""
"5 on scale 1-7","2012","inadequately","East Germany","","","",""
"5 on scale 1-7","2012","general elemantary","West Germany","","","",""
"5 on scale 1-7","2012","general elemantary","East Germany","","","",""
"5 on scale 1-7","2012","middle vocational","West Germany","","","",""
"5 on scale 1-7","2012","middle vocational","East Germany","","","",""
"5 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"5 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2012","higher vocational","West Germany","","","",""
"5 on scale 1-7","2012","higher vocational","East Germany","","","",""
"5 on scale 1-7","2012","higher education","West Germany","","","",""
"5 on scale 1-7","2012","higher education","East Germany","","","",""
"6 on scale 1-7","2012","in school","West Germany","","","",""
"6 on scale 1-7","2012","in school","East Germany","","","",""
"6 on scale 1-7","2012","inadequately","West Germany","","","",""
"6 on scale 1-7","2012","inadequately","East Germany","","","",""
"6 on scale 1-7","2012","general elemantary","West Germany","","","",""
"6 on scale 1-7","2012","general elemantary","East Germany","","","",""
"6 on scale 1-7","2012","middle vocational","West Germany","","","",""
"6 on scale 1-7","2012","middle vocational","East Germany","","","",""
"6 on scale 1-7","2012","vocational + Abi","West Germany","","","",""
"6 on scale 1-7","2012","vocational + Abi","East Germany","","","",""
"6 on scale 1-7","2012","higher vocational","West Germany","","","",""
"6 on scale 1-7","2012","higher vocational","East Germany","","","",""
"6 on scale 1-7","2012","higher education","West Germany","","","",""
"6 on scale 1-7","2012","higher education","East Germany","","","",""
"7 Strongly agree","2012","in school","West Germany","","","",""
"7 Strongly agree","2012","in school","East Germany","","","",""
"7 Strongly agree","2012","inadequately","West Germany","","","",""
"7 Strongly agree","2012","inadequately","East Germany","","","",""
"7 Strongly agree","2012","general elemantary","West Germany","","","",""
"7 Strongly agree","2012","general elemantary","East Germany","","","",""
"7 Strongly agree","2012","middle vocational","West Germany","","","",""
"7 Strongly agree","2012","middle vocational","East Germany","","","",""
"7 Strongly agree","2012","vocational + Abi","West Germany","","","",""
"7 Strongly agree","2012","vocational + Abi","East Germany","","","",""
"7 Strongly agree","2012","higher vocational","West Germany","","","",""
"7 Strongly agree","2012","higher vocational","East Germany","","","",""
"7 Strongly agree","2012","higher education","West Germany","","","",""
"7 Strongly agree","2012","higher education","East Germany","","","",""
"1 Strongly disagree","2013","in school","West Germany","","","",""
"1 Strongly disagree","2013","in school","East Germany","","","",""
"1 Strongly disagree","2013","inadequately","West Germany","","","",""
"1 Strongly disagree","2013","inadequately","East Germany","","","",""
"1 Strongly disagree","2013","general elemantary","West Germany","","","",""
"1 Strongly disagree","2013","general elemantary","East Germany","","","",""
"1 Strongly disagree","2013","middle vocational","West Germany","","","",""
"1 Strongly disagree","2013","middle vocational","East Germany","","","",""
"1 Strongly disagree","2013","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2013","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2013","higher vocational","West Germany","","","",""
"1 Strongly disagree","2013","higher vocational","East Germany","","","",""
"1 Strongly disagree","2013","higher education","West Germany","","","",""
"1 Strongly disagree","2013","higher education","East Germany","","","",""
"2 on scale 1-7 ","2013","in school","West Germany","","","",""
"2 on scale 1-7 ","2013","in school","East Germany","","","",""
"2 on scale 1-7 ","2013","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2013","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2013","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2013","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2013","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2013","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2013","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2013","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2013","higher education","West Germany","","","",""
"2 on scale 1-7 ","2013","higher education","East Germany","","","",""
"3 on scale 1-7 ","2013","in school","West Germany","","","",""
"3 on scale 1-7 ","2013","in school","East Germany","","","",""
"3 on scale 1-7 ","2013","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2013","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2013","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2013","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2013","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2013","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2013","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2013","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2013","higher education","West Germany","","","",""
"3 on scale 1-7 ","2013","higher education","East Germany","","","",""
"4 on scale 1-7","2013","in school","West Germany","","","",""
"4 on scale 1-7","2013","in school","East Germany","","","",""
"4 on scale 1-7","2013","inadequately","West Germany","","","",""
"4 on scale 1-7","2013","inadequately","East Germany","","","",""
"4 on scale 1-7","2013","general elemantary","West Germany","","","",""
"4 on scale 1-7","2013","general elemantary","East Germany","","","",""
