"plh0206i03","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2018","Employed","Rural Area","","","",""
"4 on scale 1-7","2018","Not Employed","Urban Area","13","","",""
"4 on scale 1-7","2018","Not Employed","Rural Area","6","","",""
"4 on scale 1-7","2018","Employed","Urban Area","","","",""
"4 on scale 1-7","2018","Employed","Rural Area","","","",""
"5 on scale 1-7","2018","Not Employed","Urban Area","4","","",""
"5 on scale 1-7","2018","Not Employed","Rural Area","3","","",""
"5 on scale 1-7","2018","Employed","Urban Area","","","",""
"5 on scale 1-7","2018","Employed","Rural Area","","","",""
"6 on scale 1-7","2018","Not Employed","Urban Area","2","","",""
"6 on scale 1-7","2018","Not Employed","Rural Area","5","","",""
"6 on scale 1-7","2018","Employed","Urban Area","","","",""
"6 on scale 1-7","2018","Employed","Rural Area","","","",""
"7 Strongly agree","2018","Not Employed","Urban Area","10","","",""
"7 Strongly agree","2018","Not Employed","Rural Area","11","","",""
"7 Strongly agree","2018","Employed","Urban Area","","","",""
"7 Strongly agree","2018","Employed","Rural Area","","","",""
"1 Strongly disagree","2019","Not Employed","Urban Area","104","0.651468856361508","0.580049215663426","0.72288849705959"
"1 Strongly disagree","2019","Not Employed","Rural Area","60","0.611651744431178","0.516602166479982","0.706701322382373"
"1 Strongly disagree","2019","Employed","Urban Area","","","",""
"1 Strongly disagree","2019","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2019","Not Employed","Urban Area","16","","",""
"2 on scale 1-7 ","2019","Not Employed","Rural Area","20","","",""
"2 on scale 1-7 ","2019","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2019","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2019","Not Employed","Urban Area","21","","",""
"3 on scale 1-7 ","2019","Not Employed","Rural Area","8","","",""
"3 on scale 1-7 ","2019","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2019","Employed","Rural Area","","","",""
"4 on scale 1-7","2019","Not Employed","Urban Area","9","","",""
"4 on scale 1-7","2019","Not Employed","Rural Area","8","","",""
"4 on scale 1-7","2019","Employed","Urban Area","","","",""
"4 on scale 1-7","2019","Employed","Rural Area","","","",""
"5 on scale 1-7","2019","Not Employed","Urban Area","9","","",""
"5 on scale 1-7","2019","Not Employed","Rural Area","2","","",""
"5 on scale 1-7","2019","Employed","Urban Area","","","",""
"5 on scale 1-7","2019","Employed","Rural Area","","","",""
"6 on scale 1-7","2019","Not Employed","Urban Area","5","","",""
"6 on scale 1-7","2019","Not Employed","Rural Area","1","","",""
"6 on scale 1-7","2019","Employed","Urban Area","","","",""
"6 on scale 1-7","2019","Employed","Rural Area","","","",""
"7 Strongly agree","2019","Not Employed","Urban Area","7","","",""
"7 Strongly agree","2019","Not Employed","Rural Area","2","","",""
"7 Strongly agree","2019","Employed","Urban Area","","","",""
"7 Strongly agree","2019","Employed","Rural Area","","","",""
