"plh0206i03","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2018","Urban Area","Female","7","","",""
"7 Strongly agree","2018","Rural Area","Male","5","","",""
"7 Strongly agree","2018","Rural Area","Female","6","","",""
"1 Strongly disagree","2019","Urban Area","Male","54","0.722913114806832","0.628322096127786","0.817504133485878"
"1 Strongly disagree","2019","Urban Area","Female","50","0.593684244759907","0.489272772060524","0.69809571745929"
"1 Strongly disagree","2019","Rural Area","Male","24","","",""
"1 Strongly disagree","2019","Rural Area","Female","36","0.640253439506204","0.514555440895483","0.765951438116925"
"2 on scale 1-7 ","2019","Urban Area","Male","9","","",""
"2 on scale 1-7 ","2019","Urban Area","Female","7","","",""
"2 on scale 1-7 ","2019","Rural Area","Male","9","","",""
"2 on scale 1-7 ","2019","Rural Area","Female","11","","",""
"3 on scale 1-7 ","2019","Urban Area","Male","7","","",""
"3 on scale 1-7 ","2019","Urban Area","Female","14","","",""
"3 on scale 1-7 ","2019","Rural Area","Male","2","","",""
"3 on scale 1-7 ","2019","Rural Area","Female","6","","",""
"4 on scale 1-7","2019","Urban Area","Male","4","","",""
"4 on scale 1-7","2019","Urban Area","Female","5","","",""
"4 on scale 1-7","2019","Rural Area","Male","7","","",""
"4 on scale 1-7","2019","Rural Area","Female","1","","",""
"5 on scale 1-7","2019","Urban Area","Male","2","","",""
"5 on scale 1-7","2019","Urban Area","Female","7","","",""
"5 on scale 1-7","2019","Rural Area","Male","1","","",""
"5 on scale 1-7","2019","Rural Area","Female","1","","",""
"6 on scale 1-7","2019","Urban Area","Male","5","","",""
"6 on scale 1-7","2019","Urban Area","Female","","","",""
"6 on scale 1-7","2019","Rural Area","Male","1","","",""
"6 on scale 1-7","2019","Rural Area","Female","","","",""
"7 Strongly agree","2019","Urban Area","Male","5","","",""
"7 Strongly agree","2019","Urban Area","Female","2","","",""
"7 Strongly agree","2019","Rural Area","Male","1","","",""
"7 Strongly agree","2019","Rural Area","Female","1","","",""
