"plh0206i03","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2015","Not Employed","Not Working","1397","0.143772422096915","0.136933566458078","0.150611277735752"
"3 on scale 1-7 ","2015","Employed","Full Time","1579","0.178999471932641","0.171287475511403","0.186711468353879"
"3 on scale 1-7 ","2015","Employed","Part Time","1122","0.176214702206264","0.167360493081977","0.185068911330552"
"3 on scale 1-7 ","2015","Employed","Not Working","","","",""
"4 on scale 1-7","2015","Not Employed","Full Time","","","",""
"4 on scale 1-7","2015","Not Employed","Part Time","","","",""
"4 on scale 1-7","2015","Not Employed","Not Working","1134","0.115488411335201","0.109258641477715","0.121718181192686"
"4 on scale 1-7","2015","Employed","Full Time","1253","0.134198324031471","0.127341042449359","0.141055605613583"
"4 on scale 1-7","2015","Employed","Part Time","756","0.109407716629117","0.102153590078502","0.116661843179733"
"4 on scale 1-7","2015","Employed","Not Working","","","",""
"5 on scale 1-7","2015","Not Employed","Full Time","","","",""
"5 on scale 1-7","2015","Not Employed","Part Time","","","",""
"5 on scale 1-7","2015","Not Employed","Not Working","574","0.0593064981979193","0.0547025943106155","0.0639104020852231"
"5 on scale 1-7","2015","Employed","Full Time","617","0.0692320024163581","0.0641252665681098","0.0743387382646064"
"5 on scale 1-7","2015","Employed","Part Time","350","0.0493732871964178","0.0443385974276801","0.0544079769651554"
"5 on scale 1-7","2015","Employed","Not Working","","","",""
"6 on scale 1-7","2015","Not Employed","Full Time","","","",""
"6 on scale 1-7","2015","Not Employed","Part Time","","","",""
"6 on scale 1-7","2015","Not Employed","Not Working","312","0.0357185435313642","0.0321011162109008","0.0393359708518276"
"6 on scale 1-7","2015","Employed","Full Time","270","0.0297411300728655","0.0263237619008615","0.0331584982448694"
"6 on scale 1-7","2015","Employed","Part Time","180","0.0260725162803693","0.0223693222207565","0.0297757103399821"
"6 on scale 1-7","2015","Employed","Not Working","","","",""
"7 Strongly agree","2015","Not Employed","Full Time","","","",""
"7 Strongly agree","2015","Not Employed","Part Time","","","",""
"7 Strongly agree","2015","Not Employed","Not Working","299","0.0289620348708057","0.0256932700382038","0.0322307997034077"
"7 Strongly agree","2015","Employed","Full Time","228","0.0212927185833684","0.0183886210825271","0.0241968160842096"
"7 Strongly agree","2015","Employed","Part Time","152","0.0201511184611056","0.0168856099853376","0.0234166269368735"
"7 Strongly agree","2015","Employed","Not Working","","","",""
"1 Strongly disagree","2016","Not Employed","Full Time","","","",""
"1 Strongly disagree","2016","Not Employed","Part Time","","","",""
"1 Strongly disagree","2016","Not Employed","Not Working","3328","0.635091997652885","0.620706565867076","0.649477429438694"
"1 Strongly disagree","2016","Employed","Full Time","","","",""
"1 Strongly disagree","2016","Employed","Part Time","","","",""
"1 Strongly disagree","2016","Employed","Not Working","","","",""
"2 on scale 1-7 ","2016","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2016","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2016","Not Employed","Not Working","395","0.124526961387038","0.114660396612187","0.134393526161889"
"2 on scale 1-7 ","2016","Employed","Full Time","","","",""
"2 on scale 1-7 ","2016","Employed","Part Time","","","",""
"2 on scale 1-7 ","2016","Employed","Not Working","","","",""
"3 on scale 1-7 ","2016","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2016","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2016","Not Employed","Not Working","147","0.0725268128662802","0.064776613647798","0.0802770120847624"
"3 on scale 1-7 ","2016","Employed","Full Time","","","",""
"3 on scale 1-7 ","2016","Employed","Part Time","","","",""
"3 on scale 1-7 ","2016","Employed","Not Working","","","",""
"4 on scale 1-7","2016","Not Employed","Full Time","","","",""
"4 on scale 1-7","2016","Not Employed","Part Time","","","",""
"4 on scale 1-7","2016","Not Employed","Not Working","175","0.0802218802727912","0.0721047812607841","0.0883389792847983"
"4 on scale 1-7","2016","Employed","Full Time","","","",""
"4 on scale 1-7","2016","Employed","Part Time","","","",""
"4 on scale 1-7","2016","Employed","Not Working","","","",""
"5 on scale 1-7","2016","Not Employed","Full Time","","","",""
"5 on scale 1-7","2016","Not Employed","Part Time","","","",""
"5 on scale 1-7","2016","Not Employed","Not Working","97","0.0337930497154975","0.0283934488259485","0.0391926506050466"
"5 on scale 1-7","2016","Employed","Full Time","","","",""
"5 on scale 1-7","2016","Employed","Part Time","","","",""
"5 on scale 1-7","2016","Employed","Not Working","","","",""
"6 on scale 1-7","2016","Not Employed","Full Time","","","",""
"6 on scale 1-7","2016","Not Employed","Part Time","","","",""
"6 on scale 1-7","2016","Not Employed","Not Working","52","0.0181141394196004","0.0141289199434936","0.0220993588957071"
"6 on scale 1-7","2016","Employed","Full Time","","","",""
"6 on scale 1-7","2016","Employed","Part Time","","","",""
"6 on scale 1-7","2016","Employed","Not Working","","","",""
"7 Strongly agree","2016","Not Employed","Full Time","","","",""
"7 Strongly agree","2016","Not Employed","Part Time","","","",""
"7 Strongly agree","2016","Not Employed","Not Working","108","0.0357251586859078","0.0301788965862495","0.0412714207855661"
"7 Strongly agree","2016","Employed","Full Time","","","",""
"7 Strongly agree","2016","Employed","Part Time","","","",""
"7 Strongly agree","2016","Employed","Not Working","","","",""
"1 Strongly disagree","2017","Not Employed","Full Time","","","",""
"1 Strongly disagree","2017","Not Employed","Part Time","","","",""
"1 Strongly disagree","2017","Not Employed","Not Working","2169","0.743940361636591","0.727879899133518","0.760000824139664"
"1 Strongly disagree","2017","Employed","Full Time","","","",""
"1 Strongly disagree","2017","Employed","Part Time","","","",""
"1 Strongly disagree","2017","Employed","Not Working","","","",""
"2 on scale 1-7 ","2017","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2017","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2017","Not Employed","Not Working","271","0.105155488544172","0.0938677176724363","0.116443259415908"
"2 on scale 1-7 ","2017","Employed","Full Time","","","",""
"2 on scale 1-7 ","2017","Employed","Part Time","","","",""
"2 on scale 1-7 ","2017","Employed","Not Working","","","",""
"3 on scale 1-7 ","2017","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2017","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2017","Not Employed","Not Working","111","0.0347529354783482","0.0280133464452655","0.0414925245114309"
"3 on scale 1-7 ","2017","Employed","Full Time","","","",""
"3 on scale 1-7 ","2017","Employed","Part Time","","","",""
"3 on scale 1-7 ","2017","Employed","Not Working","","","",""
"4 on scale 1-7","2017","Not Employed","Full Time","","","",""
"4 on scale 1-7","2017","Not Employed","Part Time","","","",""
"4 on scale 1-7","2017","Not Employed","Not Working","101","0.0396370989898013","0.0324577173315642","0.0468164806480384"
"4 on scale 1-7","2017","Employed","Full Time","","","",""
"4 on scale 1-7","2017","Employed","Part Time","","","",""
"4 on scale 1-7","2017","Employed","Not Working","","","",""
"5 on scale 1-7","2017","Not Employed","Full Time","","","",""
"5 on scale 1-7","2017","Not Employed","Part Time","","","",""
"5 on scale 1-7","2017","Not Employed","Not Working","53","0.0181807448913544","0.0132644261473124","0.0230970636353963"
"5 on scale 1-7","2017","Employed","Full Time","","","",""
"5 on scale 1-7","2017","Employed","Part Time","","","",""
"5 on scale 1-7","2017","Employed","Not Working","","","",""
"6 on scale 1-7","2017","Not Employed","Full Time","","","",""
"6 on scale 1-7","2017","Not Employed","Part Time","","","",""
"6 on scale 1-7","2017","Not Employed","Not Working","31","0.012430714182518","0.00835362462902473","0.0165078037360114"
"6 on scale 1-7","2017","Employed","Full Time","","","",""
"6 on scale 1-7","2017","Employed","Part Time","","","",""
"6 on scale 1-7","2017","Employed","Not Working","","","",""
"7 Strongly agree","2017","Not Employed","Full Time","","","",""
"7 Strongly agree","2017","Not Employed","Part Time","","","",""
"7 Strongly agree","2017","Not Employed","Not Working","101","0.045902656277215","0.038201894735765","0.0536034178186649"
"7 Strongly agree","2017","Employed","Full Time","","","",""
"7 Strongly agree","2017","Employed","Part Time","","","",""
"7 Strongly agree","2017","Employed","Not Working","","","",""
"1 Strongly disagree","2018","Not Employed","Full Time","","","",""
"1 Strongly disagree","2018","Not Employed","Part Time","","","",""
"1 Strongly disagree","2018","Not Employed","Not Working","306","0.789341351202358","0.749918388913801","0.828764313490915"
"1 Strongly disagree","2018","Employed","Full Time","","","",""
"1 Strongly disagree","2018","Employed","Part Time","","","",""
"1 Strongly disagree","2018","Employed","Not Working","","","",""
"2 on scale 1-7 ","2018","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2018","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2018","Not Employed","Not Working","34","0.0548128841780534","0.032807578595061","0.0768181897610457"
"2 on scale 1-7 ","2018","Employed","Full Time","","","",""
"2 on scale 1-7 ","2018","Employed","Part Time","","","",""
"2 on scale 1-7 ","2018","Employed","Not Working","","","",""
"3 on scale 1-7 ","2018","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2018","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2018","Not Employed","Not Working","17","","",""
"3 on scale 1-7 ","2018","Employed","Full Time","","","",""
"3 on scale 1-7 ","2018","Employed","Part Time","","","",""
"3 on scale 1-7 ","2018","Employed","Not Working","","","",""
"4 on scale 1-7","2018","Not Employed","Full Time","","","",""
"4 on scale 1-7","2018","Not Employed","Part Time","","","",""
"4 on scale 1-7","2018","Not Employed","Not Working","19","","",""
"4 on scale 1-7","2018","Employed","Full Time","","","",""
"4 on scale 1-7","2018","Employed","Part Time","","","",""
"4 on scale 1-7","2018","Employed","Not Working","","","",""
"5 on scale 1-7","2018","Not Employed","Full Time","","","",""
"5 on scale 1-7","2018","Not Employed","Part Time","","","",""
"5 on scale 1-7","2018","Not Employed","Not Working","7","","",""
"5 on scale 1-7","2018","Employed","Full Time","","","",""
"5 on scale 1-7","2018","Employed","Part Time","","","",""
"5 on scale 1-7","2018","Employed","Not Working","","","",""
"6 on scale 1-7","2018","Not Employed","Full Time","","","",""
"6 on scale 1-7","2018","Not Employed","Part Time","","","",""
"6 on scale 1-7","2018","Not Employed","Not Working","7","","",""
"6 on scale 1-7","2018","Employed","Full Time","","","",""
"6 on scale 1-7","2018","Employed","Part Time","","","",""
"6 on scale 1-7","2018","Employed","Not Working","","","",""
"7 Strongly agree","2018","Not Employed","Full Time","","","",""
"7 Strongly agree","2018","Not Employed","Part Time","","","",""
"7 Strongly agree","2018","Not Employed","Not Working","21","","",""
"7 Strongly agree","2018","Employed","Full Time","","","",""
"7 Strongly agree","2018","Employed","Part Time","","","",""
"7 Strongly agree","2018","Employed","Not Working","","","",""
"1 Strongly disagree","2019","Not Employed","Full Time","","","",""
"1 Strongly disagree","2019","Not Employed","Part Time","","","",""
"1 Strongly disagree","2019","Not Employed","Not Working","166","0.637135441503655","0.580306456139177","0.693964426868134"
"1 Strongly disagree","2019","Employed","Full Time","","","",""
"1 Strongly disagree","2019","Employed","Part Time","","","",""
"1 Strongly disagree","2019","Employed","Not Working","","","",""
"2 on scale 1-7 ","2019","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2019","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2019","Not Employed","Not Working","36","0.119169835621534","0.0808775752163749","0.157462096026694"
"2 on scale 1-7 ","2019","Employed","Full Time","","","",""
"2 on scale 1-7 ","2019","Employed","Part Time","","","",""
"2 on scale 1-7 ","2019","Employed","Not Working","","","",""
"3 on scale 1-7 ","2019","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2019","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2019","Not Employed","Not Working","29","","",""
"3 on scale 1-7 ","2019","Employed","Full Time","","","",""
"3 on scale 1-7 ","2019","Employed","Part Time","","","",""
"3 on scale 1-7 ","2019","Employed","Not Working","","","",""
"4 on scale 1-7","2019","Not Employed","Full Time","","","",""
"4 on scale 1-7","2019","Not Employed","Part Time","","","",""
"4 on scale 1-7","2019","Not Employed","Not Working","18","","",""
"4 on scale 1-7","2019","Employed","Full Time","","","",""
"4 on scale 1-7","2019","Employed","Part Time","","","",""
"4 on scale 1-7","2019","Employed","Not Working","","","",""
"5 on scale 1-7","2019","Not Employed","Full Time","","","",""
"5 on scale 1-7","2019","Not Employed","Part Time","","","",""
"5 on scale 1-7","2019","Not Employed","Not Working","11","","",""
"5 on scale 1-7","2019","Employed","Full Time","","","",""
"5 on scale 1-7","2019","Employed","Part Time","","","",""
"5 on scale 1-7","2019","Employed","Not Working","","","",""
"6 on scale 1-7","2019","Not Employed","Full Time","","","",""
"6 on scale 1-7","2019","Not Employed","Part Time","","","",""
"6 on scale 1-7","2019","Not Employed","Not Working","6","","",""
"6 on scale 1-7","2019","Employed","Full Time","","","",""
"6 on scale 1-7","2019","Employed","Part Time","","","",""
"6 on scale 1-7","2019","Employed","Not Working","","","",""
"7 Strongly agree","2019","Not Employed","Full Time","","","",""
"7 Strongly agree","2019","Not Employed","Part Time","","","",""
"7 Strongly agree","2019","Not Employed","Not Working","9","","",""
"7 Strongly agree","2019","Employed","Full Time","","","",""
"7 Strongly agree","2019","Employed","Part Time","","","",""
"7 Strongly agree","2019","Employed","Not Working","","","",""
