"plh0206i03","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2017","Urban Area","West Germany","39","0.0211803111447962","0.0147648907197925","0.0275957315697999","5"
"5 on scale 1-7","2017","Urban Area","East Germany","4","","","","5"
"5 on scale 1-7","2017","Rural Area","West Germany","9","","","","5"
"5 on scale 1-7","2017","Rural Area","East Germany","1","","","","5"
"6 on scale 1-7","2017","Urban Area","West Germany","21","","","","6"
"6 on scale 1-7","2017","Urban Area","East Germany","1","","","","6"
"6 on scale 1-7","2017","Rural Area","East Germany","2","","","","6"
"6 on scale 1-7","2017","Rural Area","West Germany","7","","","","6"
"7 Strongly agree","2017","Urban Area","West Germany","72","0.049773415670529","0.0400835017948429","0.0594633295462152","7"
"7 Strongly agree","2017","Urban Area","East Germany","9","","","","7"
"7 Strongly agree","2017","Rural Area","West Germany","15","","","","7"
"7 Strongly agree","2017","Rural Area","East Germany","5","","","","7"
"1 Strongly disagree","2018","Rural Area","East Germany","24","","","","1"
"1 Strongly disagree","2018","Urban Area","West Germany","181","0.776901895754323","0.724770892926352","0.829032898582293","1"
"1 Strongly disagree","2018","Urban Area","East Germany","15","","","","1"
"1 Strongly disagree","2018","Rural Area","West Germany","86","0.752953721984161","0.675463320654518","0.830444123313804","1"
"2 on scale 1-7 ","2018","Rural Area","East Germany","1","","","","2"
"2 on scale 1-7 ","2018","Urban Area","West Germany","23","","","","2"
"2 on scale 1-7 ","2018","Rural Area","West Germany","10","","","","2"
"2 on scale 1-7 ","2018","Urban Area","East Germany","","","","","2"
"3 on scale 1-7 ","2018","Rural Area","East Germany","1","","","","3"
"3 on scale 1-7 ","2018","Urban Area","West Germany","13","","","","3"
"3 on scale 1-7 ","2018","Rural Area","West Germany","3","","","","3"
"3 on scale 1-7 ","2018","Urban Area","East Germany","","","","","3"
"4 on scale 1-7","2018","Rural Area","East Germany","1","","","","4"
"4 on scale 1-7","2018","Urban Area","West Germany","12","","","","4"
"4 on scale 1-7","2018","Urban Area","East Germany","1","","","","4"
"4 on scale 1-7","2018","Rural Area","West Germany","5","","","","4"
"5 on scale 1-7","2018","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2018","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2018","Urban Area","West Germany","4","","","","5"
"5 on scale 1-7","2018","Rural Area","West Germany","3","","","","5"
"6 on scale 1-7","2018","Rural Area","East Germany","2","","","","6"
"6 on scale 1-7","2018","Urban Area","West Germany","2","","","","6"
"6 on scale 1-7","2018","Rural Area","West Germany","3","","","","6"
"6 on scale 1-7","2018","Urban Area","East Germany","","","","","6"
"7 Strongly agree","2018","Urban Area","West Germany","10","","","","7"
"7 Strongly agree","2018","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2018","Rural Area","West Germany","9","","","","7"
"7 Strongly agree","2018","Rural Area","East Germany","2","","","","7"
"1 Strongly disagree","2019","Rural Area","East Germany","12","","","","1"
"1 Strongly disagree","2019","Urban Area","East Germany","3","","","","1"
"1 Strongly disagree","2019","Rural Area","West Germany","48","0.594140365644377","0.488497176224025","0.699783555064728","1"
"1 Strongly disagree","2019","Urban Area","West Germany","101","0.640604394802734","0.567831241528404","0.713377548077065","1"
"2 on scale 1-7 ","2019","Rural Area","East Germany","1","","","","2"
"2 on scale 1-7 ","2019","Rural Area","West Germany","19","","","","2"
"2 on scale 1-7 ","2019","Urban Area","West Germany","16","","","","2"
"2 on scale 1-7 ","2019","Urban Area","East Germany","","","","","2"
"3 on scale 1-7 ","2019","Urban Area","West Germany","21","","","","3"
"3 on scale 1-7 ","2019","Rural Area","East Germany","3","","","","3"
"3 on scale 1-7 ","2019","Rural Area","West Germany","5","","","","3"
"3 on scale 1-7 ","2019","Urban Area","East Germany","","","","","3"
"4 on scale 1-7","2019","Rural Area","East Germany","1","","","","4"
"4 on scale 1-7","2019","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2019","Rural Area","West Germany","7","","","","4"
"4 on scale 1-7","2019","Urban Area","West Germany","9","","","","4"
"5 on scale 1-7","2019","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2019","Urban Area","West Germany","9","","","","5"
"5 on scale 1-7","2019","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2019","Rural Area","West Germany","2","","","","5"
"6 on scale 1-7","2019","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2019","Urban Area","West Germany","5","","","","6"
"6 on scale 1-7","2019","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2019","Rural Area","West Germany","1","","","","6"
"7 Strongly agree","2019","Urban Area","West Germany","6","","","","7"
"7 Strongly agree","2019","Urban Area","East Germany","1","","","","7"
"7 Strongly agree","2019","Rural Area","West Germany","1","","","","7"
"7 Strongly agree","2019","Rural Area","East Germany","1","","","","7"
