"plh0206i03","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2018","Not Employed","West Germany","19","","",""
"7 Strongly agree","2018","Not Employed","East Germany","2","","",""
"7 Strongly agree","2018","Employed","West Germany","","","",""
"7 Strongly agree","2018","Employed","East Germany","","","",""
"1 Strongly disagree","2019","Not Employed","West Germany","151","0.635673365557418","0.576256424539839","0.695090306574997"
"1 Strongly disagree","2019","Not Employed","East Germany","15","","",""
"1 Strongly disagree","2019","Employed","West Germany","","","",""
"1 Strongly disagree","2019","Employed","East Germany","","","",""
"2 on scale 1-7 ","2019","Not Employed","West Germany","35","0.130894862585375","0.0892515489386908","0.172538176232059"
"2 on scale 1-7 ","2019","Not Employed","East Germany","1","","",""
"2 on scale 1-7 ","2019","Employed","West Germany","","","",""
"2 on scale 1-7 ","2019","Employed","East Germany","","","",""
"3 on scale 1-7 ","2019","Not Employed","West Germany","26","","",""
"3 on scale 1-7 ","2019","Not Employed","East Germany","3","","",""
"3 on scale 1-7 ","2019","Employed","West Germany","","","",""
"3 on scale 1-7 ","2019","Employed","East Germany","","","",""
"4 on scale 1-7","2019","Not Employed","West Germany","16","","",""
"4 on scale 1-7","2019","Not Employed","East Germany","2","","",""
"4 on scale 1-7","2019","Employed","West Germany","","","",""
"4 on scale 1-7","2019","Employed","East Germany","","","",""
"5 on scale 1-7","2019","Not Employed","West Germany","11","","",""
"5 on scale 1-7","2019","Not Employed","East Germany","","","",""
"5 on scale 1-7","2019","Employed","West Germany","","","",""
"5 on scale 1-7","2019","Employed","East Germany","","","",""
"6 on scale 1-7","2019","Not Employed","West Germany","6","","",""
"6 on scale 1-7","2019","Not Employed","East Germany","","","",""
"6 on scale 1-7","2019","Employed","West Germany","","","",""
"6 on scale 1-7","2019","Employed","East Germany","","","",""
"7 Strongly agree","2019","Not Employed","West Germany","7","","",""
"7 Strongly agree","2019","Not Employed","East Germany","2","","",""
"7 Strongly agree","2019","Employed","West Germany","","","",""
"7 Strongly agree","2019","Employed","East Germany","","","",""
