"plh0206i03","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2018","East Germany","Male","1","","","","4"
"5 on scale 1-7","2018","West Germany","Female","3","","","","5"
"5 on scale 1-7","2018","East Germany","Female","","","","","5"
"5 on scale 1-7","2018","West Germany","Male","4","","","","5"
"5 on scale 1-7","2018","East Germany","Male","","","","","5"
"6 on scale 1-7","2018","East Germany","Female","","","","","6"
"6 on scale 1-7","2018","West Germany","Male","3","","","","6"
"6 on scale 1-7","2018","East Germany","Male","2","","","","6"
"6 on scale 1-7","2018","West Germany","Female","2","","","","6"
"7 Strongly agree","2018","West Germany","Male","8","","","","7"
"7 Strongly agree","2018","West Germany","Female","11","","","","7"
"7 Strongly agree","2018","East Germany","Male","","","","","7"
"7 Strongly agree","2018","East Germany","Female","2","","","","7"
"1 Strongly disagree","2019","East Germany","Female","9","","","","1"
"1 Strongly disagree","2019","West Germany","Female","77","0.584289450014911","0.499569447429031","0.66900945260079","1"
"1 Strongly disagree","2019","East Germany","Male","6","","","","1"
"1 Strongly disagree","2019","West Germany","Male","74","0.696118360854203","0.614504870759199","0.777731850949206","1"
"2 on scale 1-7 ","2019","East Germany","Female","1","","","","2"
"2 on scale 1-7 ","2019","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2019","West Germany","Male","18","","","","2"
"2 on scale 1-7 ","2019","West Germany","Female","17","","","","2"
"3 on scale 1-7 ","2019","West Germany","Male","7","","","","3"
"3 on scale 1-7 ","2019","East Germany","Female","1","","","","3"
"3 on scale 1-7 ","2019","East Germany","Male","2","","","","3"
"3 on scale 1-7 ","2019","West Germany","Female","19","","","","3"
"4 on scale 1-7","2019","East Germany","Female","","","","","4"
"4 on scale 1-7","2019","West Germany","Female","6","","","","4"
"4 on scale 1-7","2019","East Germany","Male","2","","","","4"
"4 on scale 1-7","2019","West Germany","Male","10","","","","4"
"5 on scale 1-7","2019","East Germany","Female","","","","","5"
"5 on scale 1-7","2019","West Germany","Male","3","","","","5"
"5 on scale 1-7","2019","West Germany","Female","8","","","","5"
"5 on scale 1-7","2019","East Germany","Male","","","","","5"
"6 on scale 1-7","2019","East Germany","Female","","","","","6"
"6 on scale 1-7","2019","West Germany","Male","6","","","","6"
"6 on scale 1-7","2019","West Germany","Female","","","","","6"
"6 on scale 1-7","2019","East Germany","Male","","","","","6"
"7 Strongly agree","2019","West Germany","Male","4","","","","7"
"7 Strongly agree","2019","West Germany","Female","3","","","","7"
"7 Strongly agree","2019","East Germany","Male","2","","","","7"
"7 Strongly agree","2019","East Germany","Female","","","","","7"
