"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2018","Saxony-Anhalt","Female","","","","","","","","","","",""
"2018","Saxony-Anhalt","Male","","","","","","","","","","",""
"2018","Schleswig-Holstein","Female","","","","","","","","","","",""
"2018","Schleswig-Holstein","Male","","","","","","","","","","",""
"2018","Thuringia","Female","","","","","","","","","","",""
"2018","Thuringia","Male","","","","","","","","","","",""
"2019","Baden-Württemberg","Female","","","","","","","","","","",""
"2019","Baden-Württemberg","Male","","","","","","","","","","",""
"2019","Bavaria","Female","","","","","","","","","","",""
"2019","Bavaria","Male","","","","","","","","","","",""
"2019","Berlin","Female","","","","","","","","","","",""
"2019","Berlin","Male","","","","","","","","","","",""
"2019","Brandenburg","Female","","","","","","","","","","",""
"2019","Brandenburg","Male","","","","","","","","","","",""
"2019","Bremen","Female","","","","","","","","","","",""
"2019","Bremen","Male","","","","","","","","","","",""
"2019","Hamburg","Female","","","","","","","","","","",""
"2019","Hamburg","Male","","","","","","","","","","",""
"2019","Hesse","Female","","","","","","","","","","",""
"2019","Hesse","Male","","","","","","","","","","",""
"2019","Lower Saxony","Female","1.37","1","34","1","1","1","2","0.97","1.77","1","2"
"2019","Lower Saxony","Male","1.66","1","36","1","1","2","4","1.18","2.14","1","2"
"2019","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2019","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2019","North Rhine-Westphalia","Female","1.97","1","37","1","1","2","5","1.31","2.63","1","3"
"2019","North Rhine-Westphalia","Male","","","","","","","","","","",""
"2019","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2019","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2019","Saxony","Female","","","","","","","","","","",""
"2019","Saxony","Male","","","","","","","","","","",""
"2019","Saxony-Anhalt","Female","","","","","","","","","","",""
"2019","Saxony-Anhalt","Male","","","","","","","","","","",""
"2019","Schleswig-Holstein","Female","","","","","","","","","","",""
"2019","Schleswig-Holstein","Male","","","","","","","","","","",""
"2019","Thuringia","Female","","","","","","","","","","",""
"2019","Thuringia","Male","","","","","","","","","","",""
