"ple0018","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2019","35-65 y.","higher vocational","352","0.315530499419341","0.288635960381861","0.342425038456822"
"Yes","2019","35-65 y.","higher education","894","0.200637017942293","0.189004417416569","0.212269618468017"
"Yes","2019","66 and older","in school","","","",""
"Yes","2019","66 and older","inadequately","14","","",""
"Yes","2019","66 and older","general elemantary","288","0.519120645847057","0.477627848970605","0.560613442723509"
"Yes","2019","66 and older","middle vocational","1420","0.532010059531418","0.512793466619057","0.551226652443778"
"Yes","2019","66 and older","vocational + Abi","89","0.507288969616566","0.431913749950605","0.582664189282528"
"Yes","2019","66 and older","higher vocational","218","0.575674290816335","0.526622611798111","0.62472596983456"
"Yes","2019","66 and older","higher education","733","0.499928949729409","0.47429919768221","0.525558701776608"
"No","2019","16-34 y.","in school","325","0.977413365806341","0.961406769571901","0.993419962040782"
"No","2019","16-34 y.","inadequately","103","0.933536247654314","0.886339266242187","0.980733229066441"
"No","2019","16-34 y.","general elemantary","795","0.933608115610731","0.916811697593857","0.950404533627604"
"No","2019","16-34 y.","middle vocational","1994","0.95508584367554","0.946182899023439","0.96398878832764"
"No","2019","16-34 y.","vocational + Abi","436","0.96918595587422","0.953410731880282","0.984961179868157"
"No","2019","16-34 y.","higher vocational","131","0.966710413009952","0.936449389800342","0.996971436219561"
"No","2019","16-34 y.","higher education","973","0.961162816269784","0.94923557044257","0.973090062096998"
"No","2019","35-65 y.","in school","","","",""
"No","2019","35-65 y.","inadequately","182","0.734757187342969","0.679924169189205","0.789590205496733"
"No","2019","35-65 y.","general elemantary","764","0.713168305096901","0.685425855447418","0.740910754746385"
"No","2019","35-65 y.","middle vocational","4689","0.692385383740836","0.681137415284603","0.703633352197069"
"No","2019","35-65 y.","vocational + Abi","1246","0.795827529824452","0.775714699085074","0.81594036056383"
"No","2019","35-65 y.","higher vocational","795","0.684469500580659","0.657574961543178","0.711364039618139"
"No","2019","35-65 y.","higher education","3659","0.799362982057707","0.787730381531983","0.810995582583431"
"No","2019","66 and older","in school","","","",""
"No","2019","66 and older","inadequately","21","","",""
"No","2019","66 and older","general elemantary","269","0.480879354152943","0.439386557276491","0.522372151029395"
"No","2019","66 and older","middle vocational","1170","0.467989940468582","0.448773347556222","0.487206533380942"
"No","2019","66 and older","vocational + Abi","80","0.492711030383434","0.417335810717472","0.568086250049395"
"No","2019","66 and older","higher vocational","172","0.424325709183665","0.37527403016544","0.473377388201889"
"No","2019","66 and older","higher education","729","0.500071050270591","0.474441298223392","0.52570080231779"
