"pli0082","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","1997","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1997","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1997","lower secondary degree","1-pers.-HH","","","",""
"Never","1997","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1997","lower secondary degree","Single parent ","","","",""
"Never","1997","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1997","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1997","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1997","secondary school degree","1-pers.-HH","","","",""
"Never","1997","secondary school degree","(Married) couple without C. ","","","",""
"Never","1997","secondary school degree","Single parent ","","","",""
"Never","1997","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1997","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1997","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1997","college entrance qualification","1-pers.-HH","","","",""
"Never","1997","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1997","college entrance qualification","Single parent ","","","",""
"Never","1997","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1997","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1997","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1997","Other degree","1-pers.-HH","","","",""
"Never","1997","Other degree","(Married) couple without C. ","","","",""
"Never","1997","Other degree","Single parent ","","","",""
"Never","1997","Other degree","Couple + C. LE 16 ","","","",""
"Never","1997","Other degree","Couple + C. GT 16 ","","","",""
"Never","1997","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1997","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1997","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1997","no degree/no degree yet","Single parent ","","","",""
"Never","1997","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1997","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1997","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","1998","lower secondary degree","1-pers.-HH","","","",""
"Daily","1998","lower secondary degree","(Married) couple without C. ","3","","",""
"Daily","1998","lower secondary degree","Single parent ","","","",""
"Daily","1998","lower secondary degree","Couple + C. LE 16 ","1","","",""
"Daily","1998","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1998","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1998","secondary school degree","1-pers.-HH","","","",""
"Daily","1998","secondary school degree","(Married) couple without C. ","2","","",""
"Daily","1998","secondary school degree","Single parent ","","","",""
"Daily","1998","secondary school degree","Couple + C. LE 16 ","1","","",""
"Daily","1998","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1998","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1998","college entrance qualification","1-pers.-HH","","","",""
"Daily","1998","college entrance qualification","(Married) couple without C. ","1","","",""
"Daily","1998","college entrance qualification","Single parent ","","","",""
"Daily","1998","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1998","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1998","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1998","Other degree","1-pers.-HH","1","","",""
"Daily","1998","Other degree","(Married) couple without C. ","2","","",""
"Daily","1998","Other degree","Single parent ","","","",""
"Daily","1998","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1998","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1998","Other degree","Couple + C. LE and GT 16","1","","",""
"Daily","1998","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1998","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1998","no degree/no degree yet","Single parent ","","","",""
"Daily","1998","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1998","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1998","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1998","lower secondary degree","1-pers.-HH","29","","",""
"Min 1x per week","1998","lower secondary degree","(Married) couple without C. ","107","0.0542698390071814","0.0445803398315826","0.0639593381827802"
"Min 1x per week","1998","lower secondary degree","Single parent ","19","","",""
"Min 1x per week","1998","lower secondary degree","Couple + C. LE 16 ","36","0.0339328760029634","0.0223769106465723","0.0454888413593545"
"Min 1x per week","1998","lower secondary degree","Couple + C. GT 16 ","43","0.0494104896354159","0.0350996134472001","0.0637213658236317"
"Min 1x per week","1998","lower secondary degree","Couple + C. LE and GT 16","7","","",""
"Min 1x per week","1998","secondary school degree","1-pers.-HH","27","","",""
"Min 1x per week","1998","secondary school degree","(Married) couple without C. ","63","0.0774783423715799","0.0597943923562827","0.0951622923868772"
"Min 1x per week","1998","secondary school degree","Single parent ","14","","",""
"Min 1x per week","1998","secondary school degree","Couple + C. LE 16 ","54","0.0483819063364818","0.0359912393454299","0.0607725733275337"
"Min 1x per week","1998","secondary school degree","Couple + C. GT 16 ","33","0.0464686515025504","0.0305059136178306","0.0624313893872701"
"Min 1x per week","1998","secondary school degree","Couple + C. LE and GT 16","11","","",""
"Min 1x per week","1998","college entrance qualification","1-pers.-HH","19","","",""
"Min 1x per week","1998","college entrance qualification","(Married) couple without C. ","39","0.082056021828254","0.0603829209450258","0.103729122711482"
"Min 1x per week","1998","college entrance qualification","Single parent ","9","","",""
"Min 1x per week","1998","college entrance qualification","Couple + C. LE 16 ","25","","",""
"Min 1x per week","1998","college entrance qualification","Couple + C. GT 16 ","20","","",""
"Min 1x per week","1998","college entrance qualification","Couple + C. LE and GT 16","6","","",""
"Min 1x per week","1998","Other degree","1-pers.-HH","4","","",""
"Min 1x per week","1998","Other degree","(Married) couple without C. ","7","","",""
"Min 1x per week","1998","Other degree","Single parent ","2","","",""
"Min 1x per week","1998","Other degree","Couple + C. LE 16 ","5","","",""
"Min 1x per week","1998","Other degree","Couple + C. GT 16 ","7","","",""
"Min 1x per week","1998","Other degree","Couple + C. LE and GT 16","5","","",""
"Min 1x per week","1998","no degree/no degree yet","1-pers.-HH","2","","",""
"Min 1x per week","1998","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Min 1x per week","1998","no degree/no degree yet","Single parent ","4","","",""
"Min 1x per week","1998","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Min 1x per week","1998","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Min 1x per week","1998","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Min 1x per month","1998","lower secondary degree","1-pers.-HH","158","0.183604642404927","0.157007928553696","0.210201356256157"
"Min 1x per month","1998","lower secondary degree","(Married) couple without C. ","529","0.249268809661978","0.230766981485919","0.267770637838037"
"Min 1x per month","1998","lower secondary degree","Single parent ","48","0.19610598541973","0.14865810973686","0.2435538611026"
"Min 1x per month","1998","lower secondary degree","Couple + C. LE 16 ","196","0.2253613184792","0.198693866489259","0.25202877046914"
"Min 1x per month","1998","lower secondary degree","Couple + C. GT 16 ","192","0.211994904062029","0.185005868810635","0.238983939313423"
"Min 1x per month","1998","lower secondary degree","Couple + C. LE and GT 16","58","0.185809151950741","0.142650541575908","0.228967762325575"
"Min 1x per month","1998","secondary school degree","1-pers.-HH","118","0.288103062466638","0.244945152265567","0.331260972667708"
"Min 1x per month","1998","secondary school degree","(Married) couple without C. ","240","0.265052574621069","0.235858481896563","0.294246667345576"
"Min 1x per month","1998","secondary school degree","Single parent ","49","0.264778274599513","0.204083624535474","0.325472924663553"
"Min 1x per month","1998","secondary school degree","Couple + C. LE 16 ","292","0.240246947657878","0.215575932644106","0.264917962671649"
"Min 1x per month","1998","secondary school degree","Couple + C. GT 16 ","167","0.262453840766594","0.229089624395357","0.295818057137831"
"Min 1x per month","1998","secondary school degree","Couple + C. LE and GT 16","91","0.26340243229923","0.218879967494184","0.307924897104276"
"Min 1x per month","1998","college entrance qualification","1-pers.-HH","118","0.396440301332096","0.341543481485532","0.45133712117866"
"Min 1x per month","1998","college entrance qualification","(Married) couple without C. ","229","0.396238048373296","0.357613030508514","0.434863066238078"
"Min 1x per month","1998","college entrance qualification","Single parent ","30","0.320634890406517","0.22869848853757","0.412571292275465"
"Min 1x per month","1998","college entrance qualification","Couple + C. LE 16 ","172","0.318791825299666","0.279487103670911","0.358096546928422"
"Min 1x per month","1998","college entrance qualification","Couple + C. GT 16 ","127","0.333899250074298","0.286852229882218","0.380946270266379"
"Min 1x per month","1998","college entrance qualification","Couple + C. LE and GT 16","54","0.359514505701625","0.28584849581491","0.433180515588339"
"Min 1x per month","1998","Other degree","1-pers.-HH","8","","",""
"Min 1x per month","1998","Other degree","(Married) couple without C. ","50","0.276090345872831","0.218060894831934","0.334119796913728"
"Min 1x per month","1998","Other degree","Single parent ","2","","",""
"Min 1x per month","1998","Other degree","Couple + C. LE 16 ","57","0.271336693395185","0.21665411969638","0.326019267093991"
"Min 1x per month","1998","Other degree","Couple + C. GT 16 ","40","0.194385925481132","0.143573952169848","0.245197898792416"
"Min 1x per month","1998","Other degree","Couple + C. LE and GT 16","12","","",""
"Min 1x per month","1998","no degree/no degree yet","1-pers.-HH","3","","",""
"Min 1x per month","1998","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Min 1x per month","1998","no degree/no degree yet","Single parent ","10","","",""
"Min 1x per month","1998","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Min 1x per month","1998","no degree/no degree yet","Couple + C. GT 16 ","47","0.208834060345294","0.158846068523629","0.25882205216696"
"Min 1x per month","1998","no degree/no degree yet","Couple + C. LE and GT 16","41","0.216129734758848","0.161491180451893","0.270768289065802"
"Rarely","1998","lower secondary degree","1-pers.-HH","416","0.50965633868832","0.475314393847454","0.543998283529186"
"Rarely","1998","lower secondary degree","(Married) couple without C. ","1221","0.585783802782232","0.564715931233274","0.60685167433119"
"Rarely","1998","lower secondary degree","Single parent ","154","0.54685980060041","0.487372228166355","0.606347373034466"
"Rarely","1998","lower secondary degree","Couple + C. LE 16 ","616","0.654954695540611","0.624613273213328","0.685296117867893"
"Rarely","1998","lower secondary degree","Couple + C. GT 16 ","556","0.636213627221143","0.604445995914243","0.667981258528043"
"Rarely","1998","lower secondary degree","Couple + C. LE and GT 16","216","0.710753433910016","0.660442267836422","0.76106459998361"
"Rarely","1998","secondary school degree","1-pers.-HH","240","0.5263877941709","0.478805842043836","0.573969746297963"
"Rarely","1998","secondary school degree","(Married) couple without C. ","536","0.608835948393905","0.576556177430789","0.641115719357021"
"Rarely","1998","secondary school degree","Single parent ","118","0.562711159951742","0.494473043099315","0.63094927680417"
"Rarely","1998","secondary school degree","Couple + C. LE 16 ","747","0.657351881912465","0.629945924265979","0.684757839558952"
"Rarely","1998","secondary school degree","Couple + C. GT 16 ","439","0.645495655737747","0.609219830375849","0.681771481099645"
"Rarely","1998","secondary school degree","Couple + C. LE and GT 16","255","0.650069324458163","0.60186066972371","0.698277979192615"
"Rarely","1998","college entrance qualification","1-pers.-HH","153","0.499345098208151","0.443231540698874","0.555458655717429"
"Rarely","1998","college entrance qualification","(Married) couple without C. ","328","0.493325560785775","0.453844479188236","0.532806642383314"
"Rarely","1998","college entrance qualification","Single parent ","56","0.602635040152436","0.506240492945411","0.699029587359462"
"Rarely","1998","college entrance qualification","Couple + C. LE 16 ","331","0.625287178859954","0.584460857515358","0.66611350020455"
"Rarely","1998","college entrance qualification","Couple + C. GT 16 ","230","0.586129541742232","0.536995390521721","0.635263692962743"
"Rarely","1998","college entrance qualification","Couple + C. LE and GT 16","101","0.604149483883414","0.529075043950024","0.679223923816804"
"Rarely","1998","Other degree","1-pers.-HH","35","0.487558778985834","0.366968682598225","0.608148875373444"
"Rarely","1998","Other degree","(Married) couple without C. ","130","0.500478343490901","0.435577480286043","0.56537920669576"
"Rarely","1998","Other degree","Single parent ","21","","",""
"Rarely","1998","Other degree","Couple + C. LE 16 ","154","0.558450364291041","0.497382421876047","0.619518306706034"
"Rarely","1998","Other degree","Couple + C. GT 16 ","137","0.622340607466305","0.560091325635336","0.684589889297273"
"Rarely","1998","Other degree","Couple + C. LE and GT 16","78","0.687871471584109","0.604267392223147","0.771475550945071"
"Rarely","1998","no degree/no degree yet","1-pers.-HH","11","","",""
"Rarely","1998","no degree/no degree yet","(Married) couple without C. ","62","0.517673044272624","0.422096354676101","0.613249733869147"
"Rarely","1998","no degree/no degree yet","Single parent ","34","0.573604156809744","0.444075248990128","0.70313306462936"
"Rarely","1998","no degree/no degree yet","Couple + C. LE 16 ","47","0.610680222009907","0.495630994604902","0.725729449414913"
"Rarely","1998","no degree/no degree yet","Couple + C. GT 16 ","149","0.592039304868273","0.531600528337036","0.652478081399509"
"Rarely","1998","no degree/no degree yet","Couple + C. LE and GT 16","148","0.648274057388382","0.584886886815986","0.711661227960779"
"Never","1998","lower secondary degree","1-pers.-HH","211","0.275388365222142","0.244700877615359","0.306075852828925"
"Never","1998","lower secondary degree","(Married) couple without C. ","240","0.109126199971121","0.0957906462506872","0.122461753691554"
"Never","1998","lower secondary degree","Single parent ","48","0.192869992965608","0.145720608204576","0.240019377726639"
"Never","1998","lower secondary degree","Couple + C. LE 16 ","94","0.0855276905495404","0.0676779915505735","0.103377389548507"
"Never","1998","lower secondary degree","Couple + C. GT 16 ","90","0.102380979081412","0.0823632042651464","0.122398753897678"
"Never","1998","lower secondary degree","Couple + C. LE and GT 16","31","0.0903134861394782","0.0585086636913052","0.122118308587651"
"Never","1998","secondary school degree","1-pers.-HH","38","0.105422572650035","0.0761572254969816","0.134687919803088"
"Never","1998","secondary school degree","(Married) couple without C. ","37","0.0470394920157133","0.0330349278985906","0.0610440561328361"
"Never","1998","secondary school degree","Single parent ","22","","",""
"Never","1998","secondary school degree","Couple + C. LE 16 ","58","0.0538008774219502","0.0407719759087095","0.0668297789351909"
"Never","1998","secondary school degree","Couple + C. GT 16 ","29","","",""
"Never","1998","secondary school degree","Couple + C. LE and GT 16","19","","",""
"Never","1998","college entrance qualification","1-pers.-HH","15","","",""
"Never","1998","college entrance qualification","(Married) couple without C. ","19","","",""
"Never","1998","college entrance qualification","Single parent ","4","","",""
"Never","1998","college entrance qualification","Couple + C. LE 16 ","12","","",""
"Never","1998","college entrance qualification","Couple + C. GT 16 ","9","","",""
"Never","1998","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Never","1998","Other degree","1-pers.-HH","18","","",""
"Never","1998","Other degree","(Married) couple without C. ","39","0.174087032007152","0.124868232043689","0.223305831970616"
"Never","1998","Other degree","Single parent ","7","","",""
"Never","1998","Other degree","Couple + C. LE 16 ","38","0.140562252334336","0.0978184848448178","0.183306019823855"
"Never","1998","Other degree","Couple + C. GT 16 ","49","0.159170111205982","0.112196390538838","0.206143831873127"
"Never","1998","Other degree","Couple + C. LE and GT 16","22","","",""
"Never","1998","no degree/no degree yet","1-pers.-HH","17","","",""
"Never","1998","no degree/no degree yet","(Married) couple without C. ","29","","",""
"Never","1998","no degree/no degree yet","Single parent ","8","","",""
"Never","1998","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Never","1998","no degree/no degree yet","Couple + C. GT 16 ","53","0.180200459846621","0.132932918218986","0.227468001474256"
"Never","1998","no degree/no degree yet","Couple + C. LE and GT 16","26","","",""
"Daily","1999","lower secondary degree","1-pers.-HH","","","",""
"Daily","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1999","lower secondary degree","Single parent ","","","",""
"Daily","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1999","secondary school degree","1-pers.-HH","","","",""
"Daily","1999","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1999","secondary school degree","Single parent ","","","",""
"Daily","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1999","college entrance qualification","1-pers.-HH","","","",""
"Daily","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1999","college entrance qualification","Single parent ","","","",""
"Daily","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1999","Other degree","1-pers.-HH","","","",""
"Daily","1999","Other degree","(Married) couple without C. ","","","",""
"Daily","1999","Other degree","Single parent ","","","",""
"Daily","1999","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1999","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1999","no degree/no degree yet","Single parent ","","","",""
"Daily","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1999","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1999","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1999","secondary school degree","Single parent ","","","",""
"Min 1x per week","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1999","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1999","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1999","Other degree","Single parent ","","","",""
"Min 1x per week","1999","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1999","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1999","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1999","secondary school degree","Single parent ","","","",""
"Min 1x per month","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1999","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1999","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1999","Other degree","Single parent ","","","",""
"Min 1x per month","1999","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1999","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1999","lower secondary degree","Single parent ","","","",""
"Rarely","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","1999","secondary school degree","1-pers.-HH","","","",""
"Rarely","1999","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","1999","secondary school degree","Single parent ","","","",""
"Rarely","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","1999","college entrance qualification","1-pers.-HH","","","",""
"Rarely","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","1999","college entrance qualification","Single parent ","","","",""
"Rarely","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","1999","Other degree","1-pers.-HH","","","",""
"Rarely","1999","Other degree","(Married) couple without C. ","","","",""
"Rarely","1999","Other degree","Single parent ","","","",""
"Rarely","1999","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","1999","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","1999","no degree/no degree yet","Single parent ","","","",""
"Rarely","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","1999","lower secondary degree","1-pers.-HH","","","",""
"Never","1999","lower secondary degree","(Married) couple without C. ","","","",""
"Never","1999","lower secondary degree","Single parent ","","","",""
"Never","1999","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","1999","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","1999","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","1999","secondary school degree","1-pers.-HH","","","",""
"Never","1999","secondary school degree","(Married) couple without C. ","","","",""
"Never","1999","secondary school degree","Single parent ","","","",""
"Never","1999","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","1999","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","1999","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","1999","college entrance qualification","1-pers.-HH","","","",""
"Never","1999","college entrance qualification","(Married) couple without C. ","","","",""
"Never","1999","college entrance qualification","Single parent ","","","",""
"Never","1999","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","1999","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","1999","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","1999","Other degree","1-pers.-HH","","","",""
"Never","1999","Other degree","(Married) couple without C. ","","","",""
"Never","1999","Other degree","Single parent ","","","",""
"Never","1999","Other degree","Couple + C. LE 16 ","","","",""
"Never","1999","Other degree","Couple + C. GT 16 ","","","",""
"Never","1999","Other degree","Couple + C. LE and GT 16","","","",""
"Never","1999","no degree/no degree yet","1-pers.-HH","","","",""
"Never","1999","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","1999","no degree/no degree yet","Single parent ","","","",""
"Never","1999","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","1999","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","1999","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Daily","2000","lower secondary degree","1-pers.-HH","","","",""
"Daily","2000","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","2000","lower secondary degree","Single parent ","","","",""
"Daily","2000","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","2000","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","2000","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","2000","secondary school degree","1-pers.-HH","","","",""
"Daily","2000","secondary school degree","(Married) couple without C. ","","","",""
"Daily","2000","secondary school degree","Single parent ","","","",""
"Daily","2000","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","2000","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","2000","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","2000","college entrance qualification","1-pers.-HH","","","",""
"Daily","2000","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","2000","college entrance qualification","Single parent ","","","",""
"Daily","2000","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","2000","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","2000","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","2000","Other degree","1-pers.-HH","","","",""
"Daily","2000","Other degree","(Married) couple without C. ","","","",""
"Daily","2000","Other degree","Single parent ","","","",""
"Daily","2000","Other degree","Couple + C. LE 16 ","","","",""
"Daily","2000","Other degree","Couple + C. GT 16 ","","","",""
"Daily","2000","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","2000","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","2000","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","2000","no degree/no degree yet","Single parent ","","","",""
"Daily","2000","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","2000","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","2000","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","2000","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","2000","lower secondary degree","Single parent ","","","",""
"Min 1x per week","2000","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","2000","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2000","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","2000","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","2000","secondary school degree","Single parent ","","","",""
"Min 1x per week","2000","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","2000","secondary school degree","Couple + C. GT 16 ","","","",""
